TEMPORAL;ESTADO_DATO;IVGS_TIPVENT;IVGS_SERIEIVGS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
1993-01;P;04;03;C01;INDICE;211.9369614;M
1993-01;P;05;03;C01;INDICE;240.66084687;M
1993-01;P;06;03;C01;INDICE;195.622521626;M
1993-02;P;04;03;C01;INDICE;154.823077316;M
1993-02;P;05;03;C01;INDICE;222.518628519;M
1993-02;P;06;03;C01;INDICE;123.55326547;M
1993-03;P;04;03;C01;INDICE;172.277999805;M
1993-03;P;05;03;C01;INDICE;264.937266632;M
1993-03;P;06;03;C01;INDICE;129.556701149;M
1993-04;P;04;03;C01;INDICE;169.597182832;M
1993-04;P;05;03;C01;INDICE;265.526838431;M
1993-04;P;06;03;C01;INDICE;126.609412717;M
1993-05;P;04;03;C01;INDICE;172.232690626;M
1993-05;P;05;03;C01;INDICE;270.688574786;M
1993-05;P;06;03;C01;INDICE;128.378919138;M
1993-06;P;04;03;C01;INDICE;175.070028593;M
1993-06;P;05;03;C01;INDICE;254.804505404;M
1993-06;P;06;03;C01;INDICE;139.421412041;M
1993-07;P;04;03;C01;INDICE;197.18236754;M
1993-07;P;05;03;C01;INDICE;280.809807557;M
1993-07;P;06;03;C01;INDICE;157.756224826;M
1993-08;P;04;03;C01;INDICE;176.501764087;M
1993-08;P;05;03;C01;INDICE;283.571950146;M
1993-08;P;06;03;C01;INDICE;130.413943546;M
1993-09;P;04;03;C01;INDICE;184.596361622;M
1993-09;P;05;03;C01;INDICE;272.801742124;M
1993-09;P;06;03;C01;INDICE;144.928702994;M
1993-10;P;04;03;C01;INDICE;197.272995058;M
1993-10;P;05;03;C01;INDICE;295.18570652;M
1993-10;P;06;03;C01;INDICE;152.477231248;M
1993-11;P;04;03;C01;INDICE;180.071901345;M
1993-11;P;05;03;C01;INDICE;276.217682797;M
1993-11;P;06;03;C01;INDICE;136.367931016;M
1993-12;P;04;03;C01;INDICE;285.632330399;M
1993-12;P;05;03;C01;INDICE;432.830159295;M
1993-12;P;06;03;C01;INDICE;217.83190641;M
1994-01;P;04;03;C01;INDICE;209.836327086;M
1994-01;P;05;03;C01;INDICE;231.923210473;M
1994-01;P;06;03;C01;INDICE;196.639779335;M
1994-02;P;04;03;C01;INDICE;154.04874246;M
1994-02;P;05;03;C01;INDICE;223.958705933;M
1994-02;P;06;03;C01;INDICE;121.770275202;M
1994-03;P;04;03;C01;INDICE;174.571131147;M
1994-03;P;05;03;C01;INDICE;263.534338804;M
1994-03;P;06;03;C01;INDICE;134.580983988;M
1994-04;P;04;03;C01;INDICE;157.206136767;M
1994-04;P;05;03;C01;INDICE;240.026733429;M
1994-04;P;06;03;C01;INDICE;118.098749194;M
1994-05;P;04;03;C01;INDICE;162.78958434;M
1994-05;P;05;03;C01;INDICE;240.310303213;M
1994-05;P;06;03;C01;INDICE;127.970017229;M
1994-06;P;04;03;C01;INDICE;168.722497067;M
1994-06;P;05;03;C01;INDICE;237.230517118;M
1994-06;P;06;03;C01;INDICE;137.197288295;M
1994-07;P;04;03;C01;INDICE;191.078316208;M
1994-07;P;05;03;C01;INDICE;262.47079073;M
1994-07;P;06;03;C01;INDICE;157.088412977;M
1994-08;P;04;03;C01;INDICE;171.470522498;M
1994-08;P;05;03;C01;INDICE;267.654682569;M
1994-08;P;06;03;C01;INDICE;127.143516044;M
1994-09;P;04;03;C01;INDICE;176.373491323;M
1994-09;P;05;03;C01;INDICE;245.798258371;M
1994-09;P;06;03;C01;INDICE;143.148184519;M
1994-10;P;04;03;C01;INDICE;175.071918432;M
1994-10;P;05;03;C01;INDICE;255.284535833;M
1994-10;P;06;03;C01;INDICE;138.077771375;M
1994-11;P;04;03;C01;INDICE;160.53511806;M
1994-11;P;05;03;C01;INDICE;238.453129325;M
1994-11;P;06;03;C01;INDICE;124.988413229;M
1994-12;P;04;03;C01;INDICE;267.582311561;M
1994-12;P;05;03;C01;INDICE;385.87830846;M
1994-12;P;06;03;C01;INDICE;209.754984125;M
1995-01;P;04;03;C01;INDICE;194.150146021;M
1995-01;P;05;03;C01;INDICE;231.766580471;M
1995-01;P;06;03;C01;INDICE;175.142406318;M
1995-02;P;04;03;C01;INDICE;131.99633103;M
1995-02;P;05;03;C01;INDICE;188.454575128;M
1995-02;P;06;03;C01;INDICE;105.308356429;M
1995-03;P;04;03;C01;INDICE;152.963836848;M
1995-03;P;05;03;C01;INDICE;240.714579304;M
1995-03;P;06;03;C01;INDICE;110.94471393;M
1995-04;P;04;03;C01;INDICE;153.101363793;M
1995-04;P;05;03;C01;INDICE;239.322863682;M
1995-04;P;06;03;C01;INDICE;114.511414732;M
1995-05;P;04;03;C01;INDICE;154.273835897;M
1995-05;P;05;03;C01;INDICE;222.224288435;M
1995-05;P;06;03;C01;INDICE;122.363257651;M
1995-06;P;04;03;C01;INDICE;154.966358941;M
1995-06;P;05;03;C01;INDICE;224.359607505;M
1995-06;P;06;03;C01;INDICE;122.305643103;M
1995-07;P;04;03;C01;INDICE;188.219479013;M
1995-07;P;05;03;C01;INDICE;250.584103376;M
1995-07;P;06;03;C01;INDICE;160.088478829;M
1995-08;P;04;03;C01;INDICE;166.585802942;M
1995-08;P;05;03;C01;INDICE;245.970137997;M
1995-08;P;06;03;C01;INDICE;130.477032249;M
1995-09;P;04;03;C01;INDICE;172.354062394;M
1995-09;P;05;03;C01;INDICE;238.545192045;M
1995-09;P;06;03;C01;INDICE;140.647427849;M
1995-10;P;04;03;C01;INDICE;158.74045832;M
1995-10;P;05;03;C01;INDICE;233.087961319;M
1995-10;P;06;03;C01;INDICE;125.17256698;M
1995-11;P;04;03;C01;INDICE;160.914620599;M
1995-11;P;05;03;C01;INDICE;227.687886186;M
1995-11;P;06;03;C01;INDICE;130.295886307;M
1995-12;P;04;03;C01;INDICE;258.929407993;M
1995-12;P;05;03;C01;INDICE;368.357369133;M
1995-12;P;06;03;C01;INDICE;207.273440795;M
1996-01;P;04;03;C01;INDICE;177.116714158;M
1996-01;P;05;03;C01;INDICE;191.612391958;M
1996-01;P;06;03;C01;INDICE;171.318637009;M
1996-02;P;04;03;C01;INDICE;130.721222787;M
1996-02;P;05;03;C01;INDICE;183.042267433;M
1996-02;P;06;03;C01;INDICE;106.32215441;M
1996-03;P;04;03;C01;INDICE;148.474645633;M
1996-03;P;05;03;C01;INDICE;212.990853924;M
1996-03;P;06;03;C01;INDICE;117.447620712;M
1996-04;P;04;03;C01;INDICE;134.772433751;M
1996-04;P;05;03;C01;INDICE;193.946016463;M
1996-04;P;06;03;C01;INDICE;107.65563945;M
1996-05;P;04;03;C01;INDICE;141.380199456;M
1996-05;P;05;03;C01;INDICE;198.91130802;M
1996-05;P;06;03;C01;INDICE;113.895870236;M
1996-06;P;04;03;C01;INDICE;143.213340898;M
1996-06;P;05;03;C01;INDICE;195.918966649;M
1996-06;P;06;03;C01;INDICE;119.59908524;M
1996-07;P;04;03;C01;INDICE;165.356503528;M
1996-07;P;05;03;C01;INDICE;216.020371952;M
1996-07;P;06;03;C01;INDICE;142.053003634;M
1996-08;P;04;03;C01;INDICE;145.527779833;M
1996-08;P;05;03;C01;INDICE;209.162086528;M
1996-08;P;06;03;C01;INDICE;115.241129284;M
1996-09;P;04;03;C01;INDICE;151.810981837;M
1996-09;P;05;03;C01;INDICE;194.983344507;M
1996-09;P;06;03;C01;INDICE;132.123382113;M
1996-10;P;04;03;C01;INDICE;146.791868177;M
1996-10;P;05;03;C01;INDICE;204.761134886;M
1996-10;P;06;03;C01;INDICE;120.747438801;M
1996-11;P;04;03;C01;INDICE;148.882037061;M
1996-11;P;05;03;C01;INDICE;203.788571759;M
1996-11;P;06;03;C01;INDICE;123.140307884;M
1996-12;P;04;03;C01;INDICE;246.353220918;M
1996-12;P;05;03;C01;INDICE;346.400894289;M
1996-12;P;06;03;C01;INDICE;202.732643664;M
1997-01;P;04;03;C01;INDICE;170.111249021;M
1997-01;P;05;03;C01;INDICE;178.760796731;M
1997-01;P;06;03;C01;INDICE;164.926281372;M
1997-02;P;04;03;C01;INDICE;117.735664093;M
1997-02;P;05;03;C01;INDICE;169.235764212;M
1997-02;P;06;03;C01;INDICE;94.518191183;M
1997-03;P;04;03;C01;INDICE;140.968042303;M
1997-03;P;05;03;C01;INDICE;202.125845678;M
1997-03;P;06;03;C01;INDICE;114.514632739;M
1997-04;P;04;03;C01;INDICE;138.935280463;M
1997-04;P;05;03;C01;INDICE;201.022518161;M
1997-04;P;06;03;C01;INDICE;110.478561388;M
1997-05;P;04;03;C01;INDICE;138.687821936;M
1997-05;P;05;03;C01;INDICE;190.980771786;M
1997-05;P;06;03;C01;INDICE;114.933717169;M
1997-06;P;04;03;C01;INDICE;136.711452138;M
1997-06;P;05;03;C01;INDICE;188.314621352;M
1997-06;P;06;03;C01;INDICE;113.478837321;M
1997-07;P;04;03;C01;INDICE;169.021731344;M
1997-07;P;05;03;C01;INDICE;212.321765487;M
1997-07;P;06;03;C01;INDICE;149.951589752;M
1997-08;P;04;03;C01;INDICE;152.119593749;M
1997-08;P;05;03;C01;INDICE;212.734332216;M
1997-08;P;06;03;C01;INDICE;125.132923594;M
1997-09;P;04;03;C01;INDICE;150.114821591;M
1997-09;P;05;03;C01;INDICE;194.463598521;M
1997-09;P;06;03;C01;INDICE;129.620235086;M
1997-10;P;04;03;C01;INDICE;147.107050998;M
1997-10;P;05;03;C01;INDICE;198.487829674;M
1997-10;P;06;03;C01;INDICE;123.410275204;M
1997-11;P;04;03;C01;INDICE;154.134688767;M
1997-11;P;05;03;C01;INDICE;202.989752863;M
1997-11;P;06;03;C01;INDICE;132.725582562;M
1997-12;P;04;03;C01;INDICE;250.00098251;M
1997-12;P;05;03;C01;INDICE;339.070624031;M
1997-12;P;06;03;C01;INDICE;209.714410206;M
1998-01;P;04;03;C01;INDICE;174.62986485;M
1998-01;P;05;03;C01;INDICE;176.870155923;M
1998-01;P;06;03;C01;INDICE;172.757936052;M
1998-02;P;04;03;C01;INDICE;121.994505803;M
1998-02;P;05;03;C01;INDICE;162.853198884;M
1998-02;P;06;03;C01;INDICE;103.494624949;M
1998-03;P;04;03;C01;INDICE;142.060873456;M
1998-03;P;05;03;C01;INDICE;196.354877721;M
1998-03;P;06;03;C01;INDICE;116.980034108;M
1998-04;P;04;03;C01;INDICE;143.959035142;M
1998-04;P;05;03;C01;INDICE;197.465251037;M
1998-04;P;06;03;C01;INDICE;120.950558002;M
1998-05;P;04;03;C01;INDICE;141.553149355;M
1998-05;P;05;03;C01;INDICE;187.988434375;M
1998-05;P;06;03;C01;INDICE;120.736930346;M
1998-06;P;04;03;C01;INDICE;145.372020596;M
1998-06;P;05;03;C01;INDICE;189.683586258;M
1998-06;P;06;03;C01;INDICE;125.116647597;M
1998-07;P;04;03;C01;INDICE;179.806566702;M
1998-07;P;05;03;C01;INDICE;215.585767887;M
1998-07;P;06;03;C01;INDICE;162.820508382;M
1998-08;P;04;03;C01;INDICE;154.826288334;M
1998-08;P;05;03;C01;INDICE;209.090023591;M
1998-08;P;06;03;C01;INDICE;130.546174551;M
1998-09;P;04;03;C01;INDICE;154.856662447;M
1998-09;P;05;03;C01;INDICE;194.458873167;M
1998-09;P;06;03;C01;INDICE;137.038968148;M
1998-10;P;04;03;C01;INDICE;158.723736343;M
1998-10;P;05;03;C01;INDICE;200.815443448;M
1998-10;P;06;03;C01;INDICE;139.403721545;M
1998-11;P;04;03;C01;INDICE;155.892371808;M
1998-11;P;05;03;C01;INDICE;196.736369293;M
1998-11;P;06;03;C01;INDICE;137.50309413;M
1998-12;P;04;03;C01;INDICE;251.472261566;M
1998-12;P;05;03;C01;INDICE;329.440213099;M
1998-12;P;06;03;C01;INDICE;217.505402083;M
1999-01;P;04;03;C01;INDICE;182.544500812;M
1999-01;P;05;03;C01;INDICE;167.57656384;M
1999-01;P;06;03;C01;INDICE;188.336854494;M
1999-02;P;04;03;C01;INDICE;127.076078298;M
1999-02;P;05;03;C01;INDICE;159.884150389;M
1999-02;P;06;03;C01;INDICE;112.040681753;M
1999-03;P;04;03;C01;INDICE;144.266926177;M
1999-03;P;05;03;C01;INDICE;189.759762582;M
1999-03;P;06;03;C01;INDICE;122.916599459;M
1999-04;P;04;03;C01;INDICE;134.838737169;M
1999-04;P;05;03;C01;INDICE;167.616006761;M
1999-04;P;06;03;C01;INDICE;119.846346181;M
1999-05;P;04;03;C01;INDICE;146.4537927;M
1999-05;P;05;03;C01;INDICE;178.880502627;M
1999-05;P;06;03;C01;INDICE;131.806564224;M
1999-06;P;04;03;C01;INDICE;145.629172076;M
1999-06;P;05;03;C01;INDICE;180.717325843;M
