TEMPORAL;ESTADO_DATO;IVGS_TIPVENT;IVGS_SERIEIVGS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2010-01;P;01;03;C01;INDICE;136.991397518;M
2010-01;P;02;03;C01;INDICE;98.990033102;M
2010-01;P;03;03;C01;INDICE;153.155084735;M
2010-02;P;01;03;C01;INDICE;93.959119557;M
2010-02;P;02;03;C01;INDICE;94.382433044;M
2010-02;P;03;03;C01;INDICE;92.493480667;M
2010-03;P;01;03;C01;INDICE;102.573898842;M
2010-03;P;02;03;C01;INDICE;100.9937055;M
2010-03;P;03;03;C01;INDICE;103.080872351;M
2010-04;P;01;03;C01;INDICE;99.684221099;M
2010-04;P;02;03;C01;INDICE;96.788480731;M
2010-04;P;03;03;C01;INDICE;101.378428165;M
2010-05;P;01;03;C01;INDICE;102.611038971;M
2010-05;P;02;03;C01;INDICE;94.576299013;M
2010-05;P;03;03;C01;INDICE;105.436516352;M
2010-06;P;01;03;C01;INDICE;110.422495151;M
2010-06;P;02;03;C01;INDICE;102.361781166;M
2010-06;P;03;03;C01;INDICE;113.610382738;M
2010-07;P;01;03;C01;INDICE;130.696689194;M
2010-07;P;02;03;C01;INDICE;118.421370693;M
2010-07;P;03;03;C01;INDICE;136.580289953;M
2010-08;P;01;03;C01;INDICE;112.812380217;M
2010-08;P;02;03;C01;INDICE;116.575837234;M
2010-08;P;03;03;C01;INDICE;112.629507264;M
2010-09;P;01;03;C01;INDICE;103.228617695;M
2010-09;P;02;03;C01;INDICE;100.755021027;M
2010-09;P;03;03;C01;INDICE;102.466613954;M
2010-10;P;01;03;C01;INDICE;110.527879006;M
2010-10;P;02;03;C01;INDICE;107.307281616;M
2010-10;P;03;03;C01;INDICE;112.161167321;M
2010-11;P;01;03;C01;INDICE;109.176161663;M
2010-11;P;02;03;C01;INDICE;106.699090232;M
2010-11;P;03;03;C01;INDICE;111.787440534;M
2010-12;P;01;03;C01;INDICE;173.431118063;M
2010-12;P;02;03;C01;INDICE;173.127731459;M
2010-12;P;03;03;C01;INDICE;172.71111694;M
2011-01;P;01;03;C01;INDICE;133.278772856;M
2011-01;P;02;03;C01;INDICE;98.081519482;M
2011-01;P;03;03;C01;INDICE;147.074797356;M
2011-02;P;01;03;C01;INDICE;86.899986308;M
2011-02;P;02;03;C01;INDICE;86.710396459;M
