TEMPORAL;ESTADO_DATO;IVGS_TIPVENT;IVGS_SERIEIVGS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2010-01;D;04;;C01;INDICE;150.000376321;M
2010-01;D;05;;C01;INDICE;110.621537713;M
2010-01;D;06;;C01;INDICE;165.63377314;M
2010-02;D;04;;C01;INDICE;102.094938421;M
2010-02;D;05;;C01;INDICE;104.361402038;M
2010-02;D;06;;C01;INDICE;100.819351325;M
2010-03;D;04;;C01;INDICE;113.040453488;M
2010-03;D;05;;C01;INDICE;112.033395592;M
2010-03;D;06;;C01;INDICE;112.887848017;M
2010-04;D;04;;C01;INDICE;107.581629624;M
2010-04;D;05;;C01;INDICE;109.151868322;M
2010-04;D;06;;C01;INDICE;106.131736345;M
2010-05;D;04;;C01;INDICE;108.198156356;M
2010-05;D;05;;C01;INDICE;105.679681818;M
2010-05;D;06;;C01;INDICE;108.284194678;M
2010-06;D;04;;C01;INDICE;117.630273759;M
2010-06;D;05;;C01;INDICE;112.178227372;M
2010-06;D;06;;C01;INDICE;118.950670055;M
2010-07;D;04;;C01;INDICE;143.401493532;M
2010-07;D;05;;C01;INDICE;134.196655786;M
2010-07;D;06;;C01;INDICE;146.464382376;M
2010-08;D;04;;C01;INDICE;120.138856596;M
2010-08;D;05;;C01;INDICE;125.578337904;M
2010-08;D;06;;C01;INDICE;117.406360857;M
2010-09;D;04;;C01;INDICE;108.499854612;M
2010-09;D;05;;C01;INDICE;109.263339366;M
2010-09;D;06;;C01;INDICE;107.628033843;M
2010-10;D;04;;C01;INDICE;116.129979935;M
2010-10;D;05;;C01;INDICE;118.075376658;M
2010-10;D;06;;C01;INDICE;114.50090508;M
2010-11;D;04;;C01;INDICE;116.062518045;M
2010-11;D;05;;C01;INDICE;117.820296644;M
2010-11;D;06;;C01;INDICE;114.353964763;M
2010-12;D;04;;C01;INDICE;179.679761352;M
2010-12;D;05;;C01;INDICE;186.798282885;M
2010-12;D;06;;C01;INDICE;175.440270465;M
2011-01;D;04;;C01;INDICE;138.405206642;M
2011-01;D;05;;C01;INDICE;105.853725828;M
2011-01;D;06;;C01;INDICE;150.822951004;M
2011-02;D;04;;C01;INDICE;90.058287046;M
2011-02;D;05;;C01;INDICE;92.656613567;M
