TEMPORAL;OBS_STATUS;TIPOVENTAS;TIPOSERIES;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
1993-01;D;01;;;INDICE;122.762113998;M
1993-01;D;02;;;INDICE;124.460905512;M
1993-01;D;03;;;INDICE;120.803251095;M
1993-02;D;01;;;INDICE;88.962424166;M
1993-02;D;02;;;INDICE;113.114075971;M
1993-02;D;03;;;INDICE;75.895024789;M
1993-03;D;01;;;INDICE;99.384598333;M
1993-03;D;02;;;INDICE;132.844099034;M
1993-03;D;03;;;INDICE;81.510082232;M
1993-04;D;01;;;INDICE;99.686165872;M
1993-04;D;02;;;INDICE;137.744134684;M
1993-04;D;03;;;INDICE;79.454897809;M
1993-05;D;01;;;INDICE;100.482304177;M
1993-05;D;02;;;INDICE;138.405344314;M
1993-05;D;03;;;INDICE;80.298991411;M
1993-06;D;01;;;INDICE;102.545026147;M
1993-06;D;02;;;INDICE;128.310090143;M
1993-06;D;03;;;INDICE;88.544195587;M
1993-07;D;01;;;INDICE;117.804343648;M
1993-07;D;02;;;INDICE;147.638664503;M
1993-07;D;03;;;INDICE;101.597063326;M
1993-08;D;01;;;INDICE;102.038392681;M
1993-08;D;02;;;INDICE;141.735007093;M
1993-08;D;03;;;INDICE;80.959586404;M
1993-09;D;01;;;INDICE;109.0468223;M
1993-09;D;02;;;INDICE;140.377165889;M
1993-09;D;03;;;INDICE;92.140768329;M
1993-10;D;01;;;INDICE;117.949096067;M
1993-10;D;02;;;INDICE;155.644023951;M
1993-10;D;03;;;INDICE;97.743592531;M
1993-11;D;01;;;INDICE;107.478671094;M
1993-11;D;02;;;INDICE;144.722257743;M
1993-11;D;03;;;INDICE;87.60223606;M
1993-12;D;01;;;INDICE;171.290362462;M
1993-12;D;02;;;INDICE;229.085522128;M
1993-12;D;03;;;INDICE;140.388669323;M
1994-01;D;01;;;INDICE;126.899620641;M
1994-01;D;02;;;INDICE;124.909583475;M
1994-01;D;03;;;INDICE;126.797538997;M
1994-02;D;01;;;INDICE;92.786300568;M
1994-02;D;02;;;INDICE;119.667135696;M
1994-02;D;03;;;INDICE;78.304973191;M
1994-03;D;01;;;INDICE;105.69339126;M
1994-03;D;02;;;INDICE;140.388973204;M
1994-03;D;03;;;INDICE;87.125139676;M
1994-04;D;01;;;INDICE;98.757337851;M
1994-04;D;02;;;INDICE;134.390857275;M
1994-04;D;03;;;INDICE;79.772962065;M
1994-05;D;01;;;INDICE;97.333939064;M
1994-05;D;02;;;INDICE;126.456341717;M
1994-05;D;03;;;INDICE;81.65688112;M
1994-06;D;01;;;INDICE;102.918969896;M
1994-06;D;02;;;INDICE;126.692488013;M
1994-06;D;03;;;INDICE;89.914318536;M
1994-07;D;01;;;INDICE;118.238600905;M
1994-07;D;02;;;INDICE;144.922982094;M
1994-07;D;03;;;INDICE;103.615548028;M
1994-08;D;01;;;INDICE;106.549843072;M
1994-08;D;02;;;INDICE;147.18998654;M
1994-08;D;03;;;INDICE;84.947622846;M
1994-09;D;01;;;INDICE;109.541393065;M
1994-09;D;02;;;INDICE;136.209183758;M
1994-09;D;03;;;INDICE;95.003346633;M
1994-10;D;01;;;INDICE;108.684941252;M
1994-10;D;02;;;INDICE;140.837651167;M
1994-10;D;03;;;INDICE;91.37007417;M
1994-11;D;01;;;INDICE;100.253112847;M
1994-11;D;02;;;INDICE;130.695167737;M
1994-11;D;03;;;INDICE;83.895564153;M
1994-12;D;01;;;INDICE;169.613646942;M
1994-12;D;02;;;INDICE;220.903052958;M
1994-12;D;03;;;INDICE;142.015690325;M
1995-01;D;01;;;INDICE;120.578765012;M
1995-01;D;02;;;INDICE;127.766953662;M
1995-01;D;03;;;INDICE;115.836555404;M
1995-02;D;01;;;INDICE;83.437706842;M
1995-02;D;02;;;INDICE;107.363913654;M
1995-02;D;03;;;INDICE;70.573565121;M
1995-03;D;01;;;INDICE;97.551067692;M
1995-03;D;02;;;INDICE;137.968473666;M
1995-03;D;03;;;INDICE;76.176389323;M
1995-04;D;01;;;INDICE;99.348410228;M
1995-04;D;02;;;INDICE;140.707770704;M
1995-04;D;03;;;INDICE;77.485346069;M
1995-05;D;01;;;INDICE;99.51728805;M
1995-05;D;02;;;INDICE;126.88140505;M
1995-05;D;03;;;INDICE;84.874223402;M
1995-06;D;01;;;INDICE;99.903294501;M
1995-06;D;02;;;INDICE;128.86503394;M
1995-06;D;03;;;INDICE;84.323727574;M
1995-07;D;01;;;INDICE;120.952708761;M
1995-07;D;02;;;INDICE;142.655977649;M
1995-07;D;03;;;INDICE;109.878967224;M
1995-08;D;01;;;INDICE;106.959974926;M
1995-08;D;02;;;INDICE;139.361736814;M
1995-08;D;03;;;INDICE;89.473921874;M
1995-09;D;01;;;INDICE;114.46297531;M
1995-09;D;02;;;INDICE;141.640548575;M
1995-09;D;03;;;INDICE;100.10460797;M
1995-10;D;01;;;INDICE;100.397865266;M
1995-10;D;02;;;INDICE;130.081187366;M
1995-10;D;03;;;INDICE;84.421593499;M
1995-11;D;01;;;INDICE;104.221741667;M
1995-11;D;02;;;INDICE;130.577094589;M
1995-11;D;03;;;INDICE;90.220149552;M
1995-12;D;01;;;INDICE;169.637772346;M
1995-12;D;02;;;INDICE;216.310007493;M
1995-12;D;03;;;INDICE;144.645837058;M
1996-01;D;01;;;INDICE;116.706637804;M
1996-01;D;02;;;INDICE;112.299371248;M
1996-01;D;03;;;INDICE;120.815484335;M
1996-02;D;01;;;INDICE;87.840592919;M
1996-02;D;02;;;INDICE;110.174054581;M
1996-02;D;03;;;INDICE;75.968424233;M
1996-03;D;01;;;INDICE;97.997387651;M
1996-03;D;02;;;INDICE;125.747902828;M
1996-03;D;03;;;INDICE;83.088170272;M
1996-04;D;01;;;INDICE;90.892456419;M
1996-04;D;02;;;INDICE;117.246636158;M
1996-04;D;03;;;INDICE;76.71465191;M
1996-05;D;01;;;INDICE;94.812834433;M
1996-05;D;02;;;INDICE;119.289301621;M
1996-05;D;03;;;INDICE;81.791446766;M
1996-06;D;01;;;INDICE;95.295342497;M
1996-06;D;02;;;INDICE;116.490968009;M
1996-06;D;03;;;INDICE;84.176928687;M
1996-07;D;01;;;INDICE;110.65116161;M
1996-07;D;02;;;INDICE;127.660687828;M
1996-07;D;03;;;INDICE;102.172025635;M
1996-08;D;01;;;INDICE;99.794730187;M
1996-08;D;02;;;INDICE;128.971299773;M
1996-08;D;03;;;INDICE;84.103529243;M
1996-09;D;01;;;INDICE;99.336347527;M
1996-09;D;02;;;INDICE;113.609983193;M
1996-09;D;03;;;INDICE;92.312033697;M
1996-10;D;01;;;INDICE;97.864697934;M
1996-10;D;02;;;INDICE;120.304730696;M
1996-10;D;03;;;INDICE;86.073080982;M
1996-11;D;01;;;INDICE;102.786280179;M
1996-11;D;02;;;INDICE;124.94500542;M
