TEMPORAL;OBS_STATUS;TIPOVENTAS;TIPOSERIES;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2010-01;P;01;02;;INDICE;117.675119158;M
2010-01;P;02;02;;INDICE;110.07208184;M
2010-01;P;03;02;;INDICE;121.068888903;M
2010-02;P;01;02;;INDICE;119.399469749;M
2010-02;P;02;02;;INDICE;114.837856694;M
2010-02;P;03;02;;INDICE;120.432900994;M
2010-03;P;01;02;;INDICE;117.777339937;M
2010-03;P;02;02;;INDICE;107.73952182;M
2010-03;P;03;02;;INDICE;120.535856569;M
2010-04;P;01;02;;INDICE;114.003262046;M
2010-04;P;02;02;;INDICE;108.332160581;M
2010-04;P;03;02;;INDICE;117.688282795;M
2010-05;P;01;02;;INDICE;116.496601811;M
2010-05;P;02;02;;INDICE;107.69670652;M
2010-05;P;03;02;;INDICE;119.024764274;M
2010-06;P;01;02;;INDICE;115.841711926;M
2010-06;P;02;02;;INDICE;108.552303601;M
2010-06;P;03;02;;INDICE;118.779005675;M
2010-07;P;01;02;;INDICE;114.360499739;M
2010-07;P;02;02;;INDICE;110.19494614;M
2010-07;P;03;02;;INDICE;117.276284418;M
2010-08;P;01;02;;INDICE;112.705622622;M
2010-08;P;02;02;;INDICE;108.427157555;M
2010-08;P;03;02;;INDICE;116.757212193;M
2010-09;P;01;02;;INDICE;113.786786402;M
2010-09;P;02;02;;INDICE;107.230808892;M
2010-09;P;03;02;;INDICE;115.785831876;M
2010-10;P;01;02;;INDICE;116.396309232;M
2010-10;P;02;02;;INDICE;109.873840409;M
2010-10;P;03;02;;INDICE;117.698178561;M
2010-11;P;01;02;;INDICE;114.307920632;M
2010-11;P;02;02;;INDICE;109.535929353;M
2010-11;P;03;02;;INDICE;116.588821854;M
2010-12;P;01;02;;INDICE;115.045044595;M
2010-12;P;02;02;;INDICE;109.828755219;M
2010-12;P;03;02;;INDICE;117.721918221;M
2011-01;P;01;02;;INDICE;114.260395819;M
2011-01;P;02;02;;INDICE;109.018115222;M
2011-01;P;03;02;;INDICE;115.489151511;M
2011-02;P;01;02;;INDICE;111.478917779;M
2011-02;P;02;02;;INDICE;106.262449455;M
2011-02;P;03;02;;INDICE;113.072065046;M
2011-03;P;01;02;;INDICE;111.278703158;M
2011-03;P;02;02;;INDICE;110.981754949;M
2011-03;P;03;02;;INDICE;111.94980747;M
2011-04;P;01;02;;INDICE;116.542973041;M
2011-04;P;02;02;;INDICE;115.769353757;M
2011-04;P;03;02;;INDICE;115.937466852;M
2011-05;P;01;02;;INDICE;108.538087789;M
2011-05;P;02;02;;INDICE;107.140148033;M
2011-05;P;03;02;;INDICE;110.879051599;M
2011-06;P;01;02;;INDICE;111.22171574;M
2011-06;P;02;02;;INDICE;109.167939169;M
2011-06;P;03;02;;INDICE;111.352143575;M
2011-07;P;01;02;;INDICE;110.346253381;M
2011-07;P;02;02;;INDICE;107.010207852;M
2011-07;P;03;02;;INDICE;111.638109613;M
2011-08;P;01;02;;INDICE;106.579800511;M
2011-08;P;02;02;;INDICE;104.810727099;M
2011-08;P;03;02;;INDICE;107.676575882;M
2011-09;P;01;02;;INDICE;108.459925219;M
2011-09;P;02;02;;INDICE;105.907840911;M
2011-09;P;03;02;;INDICE;110.007928016;M
2011-10;P;01;02;;INDICE;107.290149258;M
2011-10;P;02;02;;INDICE;106.279829651;M
2011-10;P;03;02;;INDICE;107.294339363;M
2011-11;P;01;02;;INDICE;105.335822164;M
2011-11;P;02;02;;INDICE;104.434175965;M
2011-11;P;03;02;;INDICE;105.765552377;M
2011-12;P;01;02;;INDICE;104.484465764;M
2011-12;P;02;02;;INDICE;102.577973306;M
2011-12;P;03;02;;INDICE;105.826292302;M
2012-01;P;01;02;;INDICE;105.154973899;M
2012-01;P;02;02;;INDICE;105.496176887;M
2012-01;P;03;02;;INDICE;105.320002097;M
2012-02;P;01;02;;INDICE;102.347295251;M
2012-02;P;02;02;;INDICE;103.008410883;M
2012-02;P;03;02;;INDICE;103.598481482;M
2012-03;P;01;02;;INDICE;103.533466151;M
2012-03;P;02;02;;INDICE;104.509160597;M
2012-03;P;03;02;;INDICE;102.98691886;M
2012-04;P;01;02;;INDICE;99.449652922;M
2012-04;P;02;02;;INDICE;105.284005485;M
2012-04;P;03;02;;INDICE;98.234032848;M
2012-05;P;01;02;;INDICE;101.842462137;M
2012-05;P;02;02;;INDICE;104.785748413;M
2012-05;P;03;02;;INDICE;100.518057637;M
2012-06;P;01;02;;INDICE;97.688521678;M
2012-06;P;02;02;;INDICE;104.185447693;M
2012-06;P;03;02;;INDICE;96.220757563;M
2012-07;P;01;02;;INDICE;99.169260288;M
2012-07;P;02;02;;INDICE;103.97570618;M
2012-07;P;03;02;;INDICE;96.933178387;M
2012-08;P;01;02;;INDICE;103.13931933;M
2012-08;P;02;02;;INDICE;105.846281728;M
2012-08;P;03;02;;INDICE;99.68381381;M
2012-09;P;01;02;;INDICE;96.029249015;M
2012-09;P;02;02;;INDICE;104.360933376;M
2012-09;P;03;02;;INDICE;93.223300075;M
2012-10;P;01;02;;INDICE;94.997463055;M
2012-10;P;02;02;;INDICE;103.71073347;M
2012-10;P;03;02;;INDICE;92.370472621;M
2012-11;P;01;02;;INDICE;93.885934711;M
2012-11;P;02;02;;INDICE;102.173946628;M
2012-11;P;03;02;;INDICE;91.837688753;M
2012-12;P;01;02;;INDICE;94.509235763;M
2012-12;P;02;02;;INDICE;101.011817312;M
2012-12;P;03;02;;INDICE;89.106025096;M
2013-01;P;01;02;;INDICE;94.686039486;M
2013-01;P;02;02;;INDICE;101.539688504;M
2013-01;P;03;02;;INDICE;90.934913083;M
2013-02;P;01;02;;INDICE;96.320204865;M
2013-02;P;02;02;;INDICE;103.348706386;M
2013-02;P;03;02;;INDICE;92.756538125;M
2013-03;P;01;02;;INDICE;94.467614062;M
2013-03;P;02;02;;INDICE;102.324921902;M
2013-03;P;03;02;;INDICE;91.253432541;M
2013-04;P;01;02;;INDICE;93.915938569;M
2013-04;P;02;02;;INDICE;102.440839839;M
2013-04;P;03;02;;INDICE;92.299965664;M
2013-05;P;01;02;;INDICE;94.422827085;M
2013-05;P;02;02;;INDICE;103.836511794;M
2013-05;P;03;02;;INDICE;90.301540777;M
2013-06;P;01;02;;INDICE;97.024169711;M
2013-06;P;02;02;;INDICE;103.466473707;M
2013-06;P;03;02;;INDICE;93.74172483;M
2013-07;P;01;02;;INDICE;95.002966996;M
2013-07;P;02;02;;INDICE;100.293098409;M
2013-07;P;03;02;;INDICE;91.72102537;M
2013-08;P;01;02;;INDICE;94.294998794;M
2013-08;P;02;02;;INDICE;101.632382584;M
2013-08;P;03;02;;INDICE;90.536964316;M
2013-09;P;01;02;;INDICE;96.918475695;M
2013-09;P;02;02;;INDICE;103.027924653;M
2013-09;P;03;02;;INDICE;93.581096696;M
2013-10;P;01;02;;INDICE;95.353612015;M
2013-10;P;02;02;;INDICE;101.428013993;M
2013-10;P;03;02;;INDICE;93.344204678;M
2013-11;P;01;02;;INDICE;95.504431055;M
2013-11;P;02;02;;INDICE;101.130573165;M
2013-11;P;03;02;;INDICE;92.826064746;M
2013-12;P;01;02;;INDICE;95.169955993;M
2013-12;P;02;02;;INDICE;101.743737744;M
2013-12;P;03;02;;INDICE;92.027003525;M
2014-01;P;01;02;;INDICE;95.068058466;M
2014-01;P;02;02;;INDICE;102.444276644;M
2014-01;P;03;02;;INDICE;91.645839022;M
2014-02;P;01;02;;INDICE;95.795452048;M
2014-02;P;02;02;;INDICE;102.368859062;M
2014-02;P;03;02;;INDICE;93.100759434;M
2014-03;P;01;02;;INDICE;95.17015279;M
2014-03;P;02;02;;INDICE;100.061716037;M
2014-03;P;03;02;;INDICE;92.992933077;M
2014-04;P;01;02;;INDICE;95.574145172;M
2014-04;P;02;02;;INDICE;100.228851663;M
2014-04;P;03;02;;INDICE;93.377868972;M
2014-05;P;01;02;;INDICE;96.141656125;M
2014-05;P;02;02;;INDICE;98.667007772;M
2014-05;P;03;02;;INDICE;94.505473875;M
2014-06;P;01;02;;INDICE;94.111157532;M
2014-06;P;02;02;;INDICE;97.369341977;M
2014-06;P;03;02;;INDICE;93.267604266;M
2014-07;P;01;02;;INDICE;93.852785516;M
2014-07;P;02;02;;INDICE;97.19763237;M
2014-07;P;03;02;;INDICE;92.38029056;M
2014-08;P;01;02;;INDICE;94.852743701;M
2014-08;P;02;02;;INDICE;97.561100401;M
2014-08;P;03;02;;INDICE;94.053153408;M
2014-09;P;01;02;;INDICE;95.472294891;M
2014-09;P;02;02;;INDICE;97.796668366;M
2014-09;P;03;02;;INDICE;94.82706879;M
2014-10;P;01;02;;INDICE;94.444384137;M
2014-10;P;02;02;;INDICE;96.741813956;M
2014-10;P;03;02;;INDICE;93.602567584;M
2014-11;P;01;02;;INDICE;97.533617865;M
2014-11;P;02;02;;INDICE;97.876949421;M
2014-11;P;03;02;;INDICE;96.841000037;M
2014-12;P;01;02;;INDICE;99.308849816;M
2014-12;P;02;02;;INDICE;100.893771885;M
2014-12;P;03;02;;INDICE;98.444532679;M
2015-01;P;01;02;;INDICE;97.062244935;M
2015-01;P;02;02;;INDICE;97.813866818;M
2015-01;P;03;02;;INDICE;97.196767227;M
2015-02;P;01;02;;INDICE;95.900688814;M
2015-02;P;02;02;;INDICE;96.190781673;M
2015-02;P;03;02;;INDICE;95.937522507;M
2015-03;P;01;02;;INDICE;99.052079674;M
2015-03;P;02;02;;INDICE;100.337795833;M
