TEMPORAL;ESTADO_DATO;IVGS_TIPVENT;IVGS_SERIEIVGS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2017-08;D;02;;C01;INDICE;111.992396934;M
2017-08;D;03;;C01;INDICE;108.985783534;M
2017-09;D;01;;C01;INDICE;99.52907323;M
2017-09;D;02;;C01;INDICE;101.439158653;M
2017-09;D;03;;C01;INDICE;98.828276987;M
2017-10;D;01;;C01;INDICE;92.738951737;M
2017-10;D;02;;C01;INDICE;94.868487056;M
2017-10;D;03;;C01;INDICE;91.94911834;M
2017-11;D;01;;C01;INDICE;111.31078013;M
2017-11;D;02;;C01;INDICE;100.802568788;M
2017-11;D;03;;C01;INDICE;115.524746811;M
2017-12;D;01;;C01;INDICE;154.168941581;M
2017-12;D;02;;C01;INDICE;166.910253932;M
2017-12;D;03;;C01;INDICE;149.530354089;M
2018-01;D;01;;C01;INDICE;123.998838128;M
2018-01;D;02;;C01;INDICE;90.381090868;M
2018-01;D;03;;C01;INDICE;137.179596597;M
2018-02;D;01;;C01;INDICE;81.161072578;M
2018-02;D;02;;C01;INDICE;77.897364049;M
2018-02;D;03;;C01;INDICE;82.563366184;M
2018-03;D;01;;C01;INDICE;91.42638455;M
2018-03;D;02;;C01;INDICE;99.165906818;M
2018-03;D;03;;C01;INDICE;88.571097877;M
2018-04;D;01;;C01;INDICE;91.526546593;M
2018-04;D;02;;C01;INDICE;89.372734142;M
2018-04;D;03;;C01;INDICE;92.4756309;M
2018-05;D;01;;C01;INDICE;93.696857772;M
2018-05;D;02;;C01;INDICE;88.427888954;M
2018-05;D;03;;C01;INDICE;95.838840261;M
2018-06;D;01;;C01;INDICE;106.229459685;M
2018-06;D;02;;C01;INDICE;98.029576412;M
2018-06;D;03;;C01;INDICE;109.508274486;M
2018-07;D;01;;C01;INDICE;119.481631531;M
2018-07;D;02;;C01;INDICE;105.881648272;M
2018-07;D;03;;C01;INDICE;124.843565036;M
2018-08;D;01;;C01;INDICE;110.767016822;M
2018-08;D;02;;C01;INDICE;109.861672209;M
2018-08;D;03;;C01;INDICE;111.262063955;M
2018-09;D;01;;C01;INDICE;95.984006253;M
2018-09;D;02;;C01;INDICE;96.002602758;M
2018-09;D;03;;C01;INDICE;96.10582613;M
2018-10;D;01;;C01;INDICE;99.576514783;M
2018-10;D;02;;C01;INDICE;97.727313567;M
2018-10;D;03;;C01;INDICE;100.414376769;M
2018-11;D;01;;C01;INDICE;114.815188762;M
2018-11;D;02;;C01;INDICE;101.905981462;M
2018-11;D;03;;C01;INDICE;119.8997589;M
2018-12;D;01;;C01;INDICE;151.334102226;M
2018-12;D;02;;C01;INDICE;162.494517787;M
2018-12;D;03;;C01;INDICE;147.268463462;M
2019-01;D;01;;C01;INDICE;120.71358657;M
2019-01;D;02;;C01;INDICE;90.697414648;M
2019-01;D;03;;C01;INDICE;132.343433462;M
2019-02;D;01;;C01;INDICE;80.297626184;M
2019-02;D;02;;C01;INDICE;78.408984793;M
2019-02;D;03;;C01;INDICE;81.125162597;M
2019-03;D;01;;C01;INDICE;88.538127542;M
2019-03;D;02;;C01;INDICE;90.306769777;M
2019-03;D;03;;C01;INDICE;87.978871927;M
2019-04;D;01;;C01;INDICE;93.925951001;M
2019-04;D;02;;C01;INDICE;92.757294306;M
2019-04;D;03;;C01;INDICE;94.39058832;M
2019-05;D;01;;C01;INDICE;100.249339531;M
2019-05;D;02;;C01;INDICE;91.22060151;M
2019-05;D;03;;C01;INDICE;103.442641915;M
2019-06;D;01;;C01;INDICE;102.503444843;M
2019-06;D;02;;C01;INDICE;93.564256258;M
2019-06;D;03;;C01;INDICE;105.667019984;M
2019-07;D;01;;C01;INDICE;123.639662014;M
2019-07;D;02;;C01;INDICE;110.223921645;M
2019-07;D;03;;C01;INDICE;128.369409412;M
2019-08;D;01;;C01;INDICE;113.002871092;M
2019-08;D;02;;C01;INDICE;114.365221993;M
2019-08;D;03;;C01;INDICE;112.606085699;M
2019-09;D;01;;C01;INDICE;98.402315302;M
2019-09;D;02;;C01;INDICE;95.031544373;M
2019-09;D;03;;C01;INDICE;99.635476576;M
2019-10;D;01;;C01;INDICE;99.476890361;M
2019-10;D;02;;C01;INDICE;97.368333686;M
2019-10;D;03;;C01;INDICE;100.227198956;M
2019-11;D;01;;C01;INDICE;119.226153728;M
2019-11;D;02;;C01;INDICE;107.849812985;M
2019-11;D;03;;C01;INDICE;123.131103607;M
2019-12;D;01;;C01;INDICE;155.882856908;M
2019-12;D;02;;C01;INDICE;163.891623495;M
2019-12;D;03;;C01;INDICE;153.216095286;M
2020-01;D;01;;C01;INDICE;121.047909987;M
2020-01;D;02;;C01;INDICE;94.349272552;M
2020-01;D;03;;C01;INDICE;130.612958525;M
2020-02;D;01;;C01;INDICE;83.578581071;M
2020-02;D;02;;C01;INDICE;86.566923942;M
2020-02;D;03;;C01;INDICE;82.947402414;M
2020-03;D;01;;C01;INDICE;63.023806128;M
2020-03;D;02;;C01;INDICE;115.860364432;M
2020-03;D;03;;C01;INDICE;45.263821017;M
2020-04;D;01;;C01;INDICE;46.897510946;M
2020-04;D;02;;C01;INDICE;109.937740105;M
2020-04;D;03;;C01;INDICE;22.237241652;M
2020-05;D;01;;C01;INDICE;63.23780258;M
2020-05;D;02;;C01;INDICE;106.598061983;M
2020-05;D;03;;C01;INDICE;49.868960298;M
2020-06;D;01;;C01;INDICE;109.970517789;M
2020-06;D;02;;C01;INDICE;104.159846496;M
2020-06;D;03;;C01;INDICE;115.415865956;M
2020-07;D;01;;C01;INDICE;119.705455366;M
2020-07;D;02;;C01;INDICE;114.978272502;M
2020-07;D;03;;C01;INDICE;125.06879323;M
2020-08;D;01;;C01;INDICE;108.344573217;M
2020-08;D;02;;C01;INDICE;116.052769508;M
2020-08;D;03;;C01;INDICE;108.989308498;M
2020-09;D;01;;C01;INDICE;100.546121496;M
2020-09;D;02;;C01;INDICE;101.589616615;M
2020-09;D;03;;C01;INDICE;103.282073696;M
2020-10;D;01;;C01;INDICE;107.082092148;M
2020-10;D;02;;C01;INDICE;111.281164188;M
2020-10;D;03;;C01;INDICE;108.812606725;M
2020-11;D;01;;C01;INDICE;96.861280299;M
2020-11;D;02;;C01;INDICE;106.15437375;M
2020-11;D;03;;C01;INDICE;96.482404312;M
2020-12;D;01;;C01;INDICE;149.651738839;M
2020-12;D;02;;C01;INDICE;172.242678956;M
2020-12;D;03;;C01;INDICE;146.140401206;M
2021-01;D;01;;C01;INDICE;102.728070799;M
2021-01;D;02;;C01;INDICE;99.110478521;M
2021-01;D;03;;C01;INDICE;107.294651334;M
2021-02;D;01;;C01;INDICE;73.195387841;M
2021-02;D;02;;C01;INDICE;89.304870041;M
2021-02;D;03;;C01;INDICE;69.596750013;M
2021-03;D;01;;C01;INDICE;99.405239912;M
2021-03;D;02;;C01;INDICE;105.418719343;M
2021-03;D;03;;C01;INDICE;100.3353823;M
2021-04;D;01;;C01;INDICE;94.97813672;M
2021-04;D;02;;C01;INDICE;97.36004471;M
2021-04;D;03;;C01;INDICE;97.100316393;M
2021-05;D;01;;C01;INDICE;106.330251027;M
2021-05;D;02;;C01;INDICE;99.643293447;M
2021-05;D;03;;C01;INDICE;112.135955629;M
2021-06;D;01;;C01;INDICE;110.572126529;M
2021-06;D;02;;C01;INDICE;99.222359542;M
2021-06;D;03;;C01;INDICE;118.221434242;M
2021-07;D;01;;C01;INDICE;122.7754887;M
2021-07;D;02;;C01;INDICE;119.916420895;M
2021-07;D;03;;C01;INDICE;127.696219082;M
2021-08;D;01;;C01;INDICE;112.221510259;M
2021-08;D;02;;C01;INDICE;117.930009259;M
2021-08;D;03;;C01;INDICE;113.667711089;M
2021-09;D;01;;C01;INDICE;103.615532312;M
2021-09;D;02;;C01;INDICE;103.35651148;M
2021-09;D;03;;C01;INDICE;106.978542318;M
2021-10;D;01;;C01;INDICE;104.869991826;M
2021-10;D;02;;C01;INDICE;109.179022518;M
2021-10;D;03;;C01;INDICE;106.597499824;M
2021-11;D;01;;C01;INDICE;128.316862655;M
2021-11;D;02;;C01;INDICE;119.240933095;M
2021-11;D;03;;C01;INDICE;135.692040715;M
2021-12;D;01;;C01;INDICE;153.39982859;M
2021-12;D;02;;C01;INDICE;175.561227766;M
2021-12;D;03;;C01;INDICE;150.214835039;M
2022-01;D;01;;C01;INDICE;116.242755243;M
2022-01;D;02;;C01;INDICE;102.866277626;M
2022-01;D;03;;C01;INDICE;124.899497047;M
2022-02;D;01;;C01;INDICE;88.204223378;M
2022-02;D;02;;C01;INDICE;91.724190615;M
2022-02;D;03;;C01;INDICE;89.756974292;M
2022-03;D;01;;C01;INDICE;98.532196455;M
2022-03;D;02;;C01;INDICE;112.61508232;M
2022-03;D;03;;C01;INDICE;96.542133833;M
2022-04;D;01;;C01;INDICE;107.971460941;M
2022-04;D;02;;C01;INDICE;109.758490353;M
2022-04;D;03;;C01;INDICE;110.797517577;M
2022-05;D;01;;C01;INDICE;112.66892207;M
2022-05;D;02;;C01;INDICE;105.769728425;M
2022-05;D;03;;C01;INDICE;118.833702209;M
2022-06;D;01;;C01;INDICE;118.594804614;M
2022-06;D;02;;C01;INDICE;111.879058947;M
2022-06;D;03;;C01;INDICE;124.8833649;M
2022-07;D;01;;C01;INDICE;132.442998247;M
2022-07;D;02;;C01;INDICE;129.945546038;M
2022-07;D;03;;C01;INDICE;137.630301195;M
2022-08;D;01;;C01;INDICE;124.276551948;M
2022-08;D;02;;C01;INDICE;132.660203794;M
2022-08;D;03;;C01;INDICE;125.207896793;M
2022-09;D;01;;C01;INDICE;110.463014497;M
2022-09;D;02;;C01;INDICE;117.767736938;M
2022-09;D;03;;C01;INDICE;111.344804539;M
2010-02;D;01;;C01;TASA_VARI_INTE;-32.096831974;M
2010-02;D;02;;C01;TASA_VARI_INTE;-5.851613417;M
2010-02;D;03;;C01;TASA_VARI_INTE;-39.284830587;M
2010-03;D;01;;C01;TASA_VARI_INTE;11.869692117;M
2010-03;D;02;;C01;TASA_VARI_INTE;7.393938466;M
2010-03;D;03;;C01;TASA_VARI_INTE;13.77050618;M
2010-04;D;01;;C01;TASA_VARI_INTE;-3.159919112;M
2010-04;D;02;;C01;TASA_VARI_INTE;-2.664504125;M
2010-04;D;03;;C01;TASA_VARI_INTE;-3.358525257;M
2010-05;D;01;;C01;TASA_VARI_INTE;0.978437291;M
2010-05;D;02;;C01;TASA_VARI_INTE;-3.137593193;M
2010-05;D;03;;C01;TASA_VARI_INTE;2.640356168;M
2010-06;D;01;;C01;TASA_VARI_INTE;8.891115674;M
2010-06;D;02;;C01;TASA_VARI_INTE;7.16622381;M
2010-06;D;03;;C01;TASA_VARI_INTE;9.548365103;M
2010-07;D;01;;C01;TASA_VARI_INTE;20.317874414;M
2010-07;D;02;;C01;TASA_VARI_INTE;19.957010545;M
2010-07;D;03;;C01;TASA_VARI_INTE;20.452387263;M
2010-08;D;01;;C01;TASA_VARI_INTE;-16.103353161;M
2010-08;D;02;;C01;TASA_VARI_INTE;-6.104782215;M
2010-08;D;03;;C01;TASA_VARI_INTE;-19.815016061;M
2010-09;D;01;;C01;TASA_VARI_INTE;-9.146657344;M
2010-09;D;02;;C01;TASA_VARI_INTE;-12.945406225;M
2010-09;D;03;;C01;TASA_VARI_INTE;-7.495373981;M
2010-10;D;01;;C01;TASA_VARI_INTE;8.763746562;M
2010-10;D;02;;C01;TASA_VARI_INTE;8.218084246;M
2010-10;D;03;;C01;TASA_VARI_INTE;8.986966623;M
2010-11;D;01;;C01;TASA_VARI_INTE;0.946869515;M
2010-11;D;02;;C01;TASA_VARI_INTE;-0.167942846;M
2010-11;D;03;;C01;TASA_VARI_INTE;1.399700686;M
2010-12;D;01;;C01;TASA_VARI_INTE;55.994351919;M
2010-12;D;02;;C01;TASA_VARI_INTE;60.564834406;M
2010-12;D;03;;C01;TASA_VARI_INTE;54.166546608;M
2011-01;D;01;;C01;TASA_VARI_INTE;-24.059596688;M
2011-01;D;02;;C01;TASA_VARI_INTE;-43.106081828;M
2011-01;D;03;;C01;TASA_VARI_INTE;-16.110180985;M
2011-02;D;01;;C01;TASA_VARI_INTE;-34.909495554;M
2011-02;D;02;;C01;TASA_VARI_INTE;-12.507895773;M
2011-02;D;03;;C01;TASA_VARI_INTE;-41.250470006;M
2011-03;D;01;;C01;TASA_VARI_INTE;11.530993872;M
2011-03;D;02;;C01;TASA_VARI_INTE;18.534686527;M
2011-03;D;03;;C01;TASA_VARI_INTE;8.578639926;M
2011-04;D;01;;C01;TASA_VARI_INTE;10.780847409;M
2011-04;D;02;;C01;TASA_VARI_INTE;6.315819397;M
2011-04;D;03;;C01;TASA_VARI_INTE;12.83563329;M
2011-05;D;01;;C01;TASA_VARI_INTE;-10.785818162;M
2011-05;D;02;;C01;TASA_VARI_INTE;-14.467726086;M
2011-05;D;03;;C01;TASA_VARI_INTE;-9.189324853;M
2011-06;D;01;;C01;TASA_VARI_INTE;9.91199466;M
2011-06;D;02;;C01;TASA_VARI_INTE;9.86246808;M
2011-06;D;03;;C01;TASA_VARI_INTE;9.932221762;M
2011-07;D;01;;C01;TASA_VARI_INTE;21.653656099;M
2011-07;D;02;;C01;TASA_VARI_INTE;13.227525783;M
2011-07;D;03;;C01;TASA_VARI_INTE;25.09271514;M
2011-08;D;01;;C01;TASA_VARI_INTE;-13.240736008;M
2011-08;D;02;;C01;TASA_VARI_INTE;-2.117855573;M
2011-08;D;03;;C01;TASA_VARI_INTE;-17.369274742;M
