TEMPORAL;OBS_STATUS;TIPOVENTAS;TIPOSERIES;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
1993-01;P;04;02;;INDICE;191.41377671;M
1993-01;P;05;02;;INDICE;287.062313643;M
1993-01;P;06;02;;INDICE;150.423329679;M
1993-02;P;04;02;;INDICE;190.430027816;M
1993-02;P;05;02;;INDICE;281.495444359;M
1993-02;P;06;02;;INDICE;150.414916046;M
1993-03;P;04;02;;INDICE;188.460207646;M
1993-03;P;05;02;;INDICE;276.855102906;M
1993-03;P;06;02;;INDICE;147.884496665;M
1993-04;P;04;02;;INDICE;192.093118934;M
1993-04;P;05;02;;INDICE;282.895243925;M
1993-04;P;06;02;;INDICE;150.877224286;M
1993-05;P;04;02;;INDICE;190.717464719;M
1993-05;P;05;02;;INDICE;287.217127451;M
1993-05;P;06;02;;INDICE;147.557736052;M
1993-06;P;04;02;;INDICE;189.621406924;M
1993-06;P;05;02;;INDICE;275.937515049;M
1993-06;P;06;02;;INDICE;149.072270388;M
1993-07;P;04;02;;INDICE;187.387612924;M
1993-07;P;05;02;;INDICE;272.905968912;M
1993-07;P;06;02;;INDICE;146.082221905;M
1993-08;P;04;02;;INDICE;186.49557862;M
1993-08;P;05;02;;INDICE;273.689193731;M
1993-08;P;06;02;;INDICE;146.62990858;M
1993-09;P;04;02;;INDICE;187.356973581;M
1993-09;P;05;02;;INDICE;280.276200103;M
1993-09;P;06;02;;INDICE;146.310248415;M
1993-10;P;04;02;;INDICE;194.647401599;M
1993-10;P;05;02;;INDICE;291.545168813;M
1993-10;P;06;02;;INDICE;152.276789285;M
1993-11;P;04;02;;INDICE;189.64866289;M
1993-11;P;05;02;;INDICE;284.416826799;M
1993-11;P;06;02;;INDICE;148.175890125;M
1993-12;P;04;02;;INDICE;190.037384291;M
1993-12;P;05;02;;INDICE;274.704127985;M
1993-12;P;06;02;;INDICE;147.383322818;M
1994-01;P;04;02;;INDICE;189.397643993;M
1994-01;P;05;02;;INDICE;276.922039059;M
1994-01;P;06;02;;INDICE;152.638915601;M
1994-02;P;04;02;;INDICE;189.481598494;M
1994-02;P;05;02;;INDICE;283.111547357;M
1994-02;P;06;02;;INDICE;149.502583337;M
1994-03;P;04;02;;INDICE;189.712188672;M
1994-03;P;05;02;;INDICE;274.189535686;M
1994-03;P;06;02;;INDICE;152.461129902;M
1994-04;P;04;02;;INDICE;180.000894349;M
1994-04;P;05;02;;INDICE;255.973671129;M
1994-04;P;06;02;;INDICE;142.964680114;M
1994-05;P;04;02;;INDICE;181.222561069;M
1994-05;P;05;02;;INDICE;256.28165128;M
1994-05;P;06;02;;INDICE;145.669910194;M
1994-06;P;04;02;;INDICE;183.136160413;M
1994-06;P;05;02;;INDICE;256.484728604;M
1994-06;P;06;02;;INDICE;147.296383655;M
1994-07;P;04;02;;INDICE;179.539377159;M
1994-07;P;05;02;;INDICE;254.29011542;M
1994-07;P;06;02;;INDICE;142.610023893;M
1994-08;P;04;02;;INDICE;179.528414356;M
1994-08;P;05;02;;INDICE;258.141438877;M
1994-08;P;06;02;;INDICE;141.039402755;M
1994-09;P;04;02;;INDICE;177.962468872;M
1994-09;P;05;02;;INDICE;253.619371811;M
1994-09;P;06;02;;INDICE;142.593557419;M
1994-10;P;04;02;;INDICE;176.210083691;M
1994-10;P;05;02;;INDICE;253.50021036;M
1994-10;P;06;02;;INDICE;141.292047232;M
1994-11;P;04;02;;INDICE;170.244975444;M
1994-11;P;05;02;;INDICE;245.594362605;M
1994-11;P;06;02;;INDICE;135.965051434;M
1994-12;P;04;02;;INDICE;173.284852104;M
1994-12;P;05;02;;INDICE;243.497379318;M
1994-12;P;06;02;;INDICE;138.764070385;M
