TEMPORAL;ESTADO_DATO;IVGS_TIPVENT;IVGS_SERIEIVGS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2004-10;P;01;02;C01;INDICE;135.142361467;M
2004-10;P;02;02;C01;INDICE;120.806226011;M
2004-10;P;03;02;C01;INDICE;144.395027538;M
2004-11;P;01;02;C01;INDICE;137.435392569;M
2004-11;P;02;02;C01;INDICE;120.507701811;M
2004-11;P;03;02;C01;INDICE;147.488723893;M
2004-12;P;01;02;C01;INDICE;138.170626462;M
2004-12;P;02;02;C01;INDICE;122.349748494;M
2004-12;P;03;02;C01;INDICE;147.257040008;M
2005-01;P;01;02;C01;INDICE;138.060113495;M
2005-01;P;02;02;C01;INDICE;118.529482472;M
2005-01;P;03;02;C01;INDICE;149.006032056;M
2005-02;P;01;02;C01;INDICE;137.820118391;M
2005-02;P;02;02;C01;INDICE;118.619377848;M
2005-02;P;03;02;C01;INDICE;148.840583292;M
2005-03;P;01;02;C01;INDICE;138.32796904;M
2005-03;P;02;02;C01;INDICE;120.271846585;M
2005-03;P;03;02;C01;INDICE;150.032453749;M
2005-04;P;01;02;C01;INDICE;139.557797731;M
2005-04;P;02;02;C01;INDICE;119.746475015;M
2005-04;P;03;02;C01;INDICE;149.883771086;M
2005-05;P;01;02;C01;INDICE;137.436209358;M
2005-05;P;02;02;C01;INDICE;118.373854176;M
2005-05;P;03;02;C01;INDICE;148.598860954;M
2005-06;P;01;02;C01;INDICE;139.621677964;M
2005-06;P;02;02;C01;INDICE;119.243094316;M
2005-06;P;03;02;C01;INDICE;150.954358652;M
2005-07;P;01;02;C01;INDICE;137.388790318;M
2005-07;P;02;02;C01;INDICE;118.67991384;M
2005-07;P;03;02;C01;INDICE;148.721675215;M
2005-08;P;01;02;C01;INDICE;136.102189186;M
2005-08;P;02;02;C01;INDICE;119.08920387;M
2005-08;P;03;02;C01;INDICE;146.148820489;M
2005-09;P;01;02;C01;INDICE;138.388582861;M
2005-09;P;02;02;C01;INDICE;119.71943452;M
2005-09;P;03;02;C01;INDICE;149.481642577;M
2005-10;P;01;02;C01;INDICE;141.278297135;M
2005-10;P;02;02;C01;INDICE;124.914295385;M
2005-10;P;03;02;C01;INDICE;151.248970593;M
2005-11;P;01;02;C01;INDICE;136.804304993;M
2005-11;P;02;02;C01;INDICE;118.988829141;M
