TEMPORAL;ESTADO_DATO;IVGS_TIPVENT;IVGS_SERIEIVGS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2002-07;D;06;;C01;INDICE;180.94277105;M
2002-08;D;04;;C01;INDICE;163.804086065;M
2002-08;D;05;;C01;INDICE;184.836405279;M
2002-08;D;06;;C01;INDICE;152.537891599;M
2002-09;D;04;;C01;INDICE;153.07632191;M
2002-09;D;05;;C01;INDICE;156.667330059;M
2002-09;D;06;;C01;INDICE;150.631936484;M
2002-10;D;04;;C01;INDICE;151.592180102;M
2002-10;D;05;;C01;INDICE;160.583131373;M
2002-10;D;06;;C01;INDICE;146.697061409;M
2002-11;D;04;;C01;INDICE;161.67466521;M
2002-11;D;05;;C01;INDICE;165.574896111;M
2002-11;D;06;;C01;INDICE;159.285587529;M
2002-12;D;04;;C01;INDICE;240.576160674;M
2002-12;D;05;;C01;INDICE;257.666781974;M
2002-12;D;06;;C01;INDICE;231.389099167;M
2003-01;D;04;;C01;INDICE;179.903798286;M
2003-01;D;05;;C01;INDICE;137.035407253;M
2003-01;D;06;;C01;INDICE;200.647887639;M
2003-02;D;04;;C01;INDICE;121.425384657;M
2003-02;D;05;;C01;INDICE;128.251312413;M
2003-02;D;06;;C01;INDICE;117.539022275;M
2003-03;D;04;;C01;INDICE;134.992376619;M
2003-03;D;05;;C01;INDICE;151.340429172;M
2003-03;D;06;;C01;INDICE;126.392491195;M
2003-04;D;04;;C01;INDICE;144.784486156;M
2003-04;D;05;;C01;INDICE;151.781397788;M
2003-04;D;06;;C01;INDICE;140.979196065;M
2003-05;D;04;;C01;INDICE;152.221327172;M
2003-05;D;05;;C01;INDICE;151.305151682;M
2003-05;D;06;;C01;INDICE;152.24585009;M
2003-06;D;04;;C01;INDICE;144.994201847;M
2003-06;D;05;;C01;INDICE;147.689209027;M
2003-06;D;06;;C01;INDICE;143.238675112;M
2003-07;D;04;;C01;INDICE;179.210123311;M
2003-07;D;05;;C01;INDICE;166.66849828;M
2003-07;D;06;;C01;INDICE;184.723940068;M
2003-08;D;04;;C01;INDICE;163.497578518;M
2003-08;D;05;;C01;INDICE;176.352169098;M
2003-08;D;06;;C01;INDICE;156.149983954;M
2003-09;D;04;;C01;INDICE;150.833977221;M
2003-09;D;05;;C01;INDICE;150.423214449;M
2003-09;D;06;;C01;INDICE;150.24767134;M
2003-10;D;04;;C01;INDICE;159.706564117;M
2003-10;D;05;;C01;INDICE;156.420387633;M
2003-10;D;06;;C01;INDICE;160.638200837;M
2003-11;D;04;;C01;INDICE;158.528929856;M
2003-11;D;05;;C01;INDICE;153.192497361;M
2003-11;D;06;;C01;INDICE;160.545977202;M
2003-12;D;04;;C01;INDICE;255.966065944;M
2003-12;D;05;;C01;INDICE;253.997923085;M
2003-12;D;06;;C01;INDICE;255.843732937;M
2004-01;D;04;;C01;INDICE;184.211035924;M
2004-01;D;05;;C01;INDICE;137.352904657;M
2004-01;D;06;;C01;INDICE;207.241877512;M
2004-02;D;04;;C01;INDICE;121.183405015;M
2004-02;D;05;;C01;INDICE;119.64360502;M
2004-02;D;06;;C01;INDICE;121.350932504;M
2004-03;D;04;;C01;INDICE;142.267897873;M
2004-03;D;05;;C01;INDICE;146.983659241;M
2004-03;D;06;;C01;INDICE;139.196205796;M
2004-04;D;04;;C01;INDICE;144.849014061;M
2004-04;D;05;;C01;INDICE;144.97284235;M
2004-04;D;06;;C01;INDICE;144.222393881;M
2004-05;D;04;;C01;INDICE;143.122892611;M
2004-05;D;05;;C01;INDICE;138.023176954;M
2004-05;D;06;;C01;INDICE;145.098518409;M
2004-06;D;04;;C01;INDICE;154.818575336;M
2004-06;D;05;;C01;INDICE;144.831732393;M
2004-06;D;06;;C01;INDICE;159.208734501;M
2004-07;D;04;;C01;INDICE;186.63083235;M
2004-07;D;05;;C01;INDICE;170.125692233;M
2004-07;D;06;;C01;INDICE;194.100009584;M
2004-08;D;04;;C01;INDICE;156.286585168;M
2004-08;D;05;;C01;INDICE;160.318550203;M
2004-08;D;06;;C01;INDICE;153.352533705;M
2004-09;D;04;;C01;INDICE;150.091906318;M
2004-09;D;05;;C01;INDICE;145.184507286;M
2004-09;D;06;;C01;INDICE;151.815473128;M
2004-10;D;04;;C01;INDICE;157.254503738;M
2004-10;D;05;;C01;INDICE;157.760932227;M
2004-10;D;06;;C01;INDICE;156.349801828;M
2004-11;D;04;;C01;INDICE;160.400239092;M
2004-11;D;05;;C01;INDICE;151.605010342;M
2004-11;D;06;;C01;INDICE;164.188810768;M
2004-12;D;04;;C01;INDICE;258.853689679;M
2004-12;D;05;;C01;INDICE;256.308598636;M
2004-12;D;06;;C01;INDICE;258.994707119;M
2005-01;D;04;;C01;INDICE;188.06657823;M
2005-01;D;05;;C01;INDICE;132.625721089;M
2005-01;D;06;;C01;INDICE;215.680340076;M
2005-02;D;04;;C01;INDICE;126.506957152;M
2005-02;D;05;;C01;INDICE;121.583866932;M
2005-02;D;06;;C01;INDICE;128.329187521;M
2005-03;D;04;;C01;INDICE;146.591267488;M
2005-03;D;05;;C01;INDICE;148.447675048;M
2005-03;D;06;;C01;INDICE;144.867959323;M
2005-04;D;04;;C01;INDICE;150.204830151;M
2005-04;D;05;;C01;INDICE;143.261884118;M
2005-04;D;06;;C01;INDICE;153.029750983;M
2005-05;D;04;;C01;INDICE;142.816385063;M
2005-05;D;05;;C01;INDICE;132.643359833;M
2005-05;D;06;;C01;INDICE;147.327256245;M
2005-06;D;04;;C01;INDICE;151.834159744;M
2005-06;D;05;;C01;INDICE;139.82232891;M
2005-06;D;06;;C01;INDICE;157.241296963;M
2005-07;D;04;;C01;INDICE;181.581523808;M
2005-07;D;05;;C01;INDICE;161.394513627;M
2005-07;D;06;;C01;INDICE;190.979776614;M
2005-08;D;04;;C01;INDICE;156.851204334;M
2005-08;D;05;;C01;INDICE;162.100063413;M
2005-08;D;06;;C01;INDICE;153.398645522;M
2005-09;D;04;;C01;INDICE;148.994931938;M
2005-09;D;05;;C01;INDICE;144.531873733;M
2005-09;D;06;;C01;INDICE;150.585824667;M
2005-10;D;04;;C01;INDICE;156.65762062;M
2005-10;D;05;;C01;INDICE;157.337602356;M
2005-10;D;06;;C01;INDICE;155.719606992;M
2005-11;D;04;;C01;INDICE;153.15698179;M
2005-11;D;05;;C01;INDICE;144.17909884;M
2005-11;D;06;;C01;INDICE;157.072220299;M
2005-12;D;04;;C01;INDICE;257.918035061;M
2005-12;D;05;;C01;INDICE;249.976289303;M
2005-12;D;06;;C01;INDICE;260.746956176;M
2006-01;D;04;;C01;INDICE;185.437066113;M
2006-01;D;05;;C01;INDICE;133.560574556;M
2006-01;D;06;;C01;INDICE;211.084528953;M
2006-02;D;04;;C01;INDICE;123.377353774;M
2006-02;D;05;;C01;INDICE;122.21886174;M
2006-02;D;06;;C01;INDICE;123.272258225;M
2006-03;D;04;;C01;INDICE;138.960842758;M
2006-03;D;05;;C01;INDICE;140.333852505;M
2006-03;D;06;;C01;INDICE;137.474697951;M
2006-04;D;04;;C01;INDICE;141.590354874;M
2006-04;D;05;;C01;INDICE;141.37453844;M
2006-04;D;06;;C01;INDICE;141.102160911;M
2006-05;D;04;;C01;INDICE;144.687694299;M
2006-05;D;05;;C01;INDICE;137.546930849;M
2006-05;D;06;;C01;INDICE;147.665409572;M
2006-06;D;04;;C01;INDICE;143.510060039;M
2006-06;D;05;;C01;INDICE;138.569978039;M
2006-06;D;06;;C01;INDICE;145.359818707;M
2006-07;D;04;;C01;INDICE;177.080702456;M
2006-07;D;05;;C01;INDICE;162.329367094;M
2006-07;D;06;;C01;INDICE;183.647997665;M
2006-08;D;04;;C01;INDICE;157.835254881;M
2006-08;D;05;;C01;INDICE;162.8056132;M
2006-08;D;06;;C01;INDICE;154.397734896;M
2006-09;D;04;;C01;INDICE;149.301439485;M
2006-09;D;05;;C01;INDICE;147.918512708;M
2006-09;D;06;;C01;INDICE;149.156358331;M
2006-10;D;04;;C01;INDICE;144.978069871;M
2006-10;D;05;;C01;INDICE;142.591611821;M
2006-10;D;06;;C01;INDICE;145.42130113;M
2006-11;D;04;;C01;INDICE;151.495388245;M
2006-11;D;05;;C01;INDICE;144.743538669;M
2006-11;D;06;;C01;INDICE;154.151805204;M
2006-12;D;04;;C01;INDICE;250.465062069;M
2006-12;D;05;;C01;INDICE;239.057906359;M
2006-12;D;06;;C01;INDICE;254.936867197;M
2007-01;D;04;;C01;INDICE;180.008728283;M
2007-01;D;05;;C01;INDICE;129.013545127;M
2007-01;D;06;;C01;INDICE;207.685791414;M
2007-02;D;04;;C01;INDICE;123.178021204;M
2007-02;D;05;;C01;INDICE;120.603828372;M
2007-02;D;06;;C01;INDICE;124.320193995;M
2007-03;D;04;;C01;INDICE;149.178429791;M
2007-03;D;05;;C01;INDICE;148.515153883;M
2007-03;D;06;;C01;INDICE;149.021852102;M
2007-04;D;04;;C01;INDICE;134.968961009;M
2007-04;D;05;;C01;INDICE;134.531837636;M
2007-04;D;06;;C01;INDICE;134.538238058;M
2007-05;D;04;;C01;INDICE;142.337776283;M
2007-05;D;05;;C01;INDICE;134.611860112;M
2007-05;D;06;;C01;INDICE;145.686917773;M
2007-06;D;04;;C01;INDICE;147.176455981;M
2007-06;D;05;;C01;INDICE;142.025529708;M
2007-06;D;06;;C01;INDICE;149.147420461;M
2007-07;D;04;;C01;INDICE;178.541299591;M
2007-07;D;05;;C01;INDICE;155.518733071;M
2007-07;D;06;;C01;INDICE;190.750036571;M
2007-08;D;04;;C01;INDICE;157.735144125;M
2007-08;D;05;;C01;INDICE;162.162558569;M
2007-08;D;06;;C01;INDICE;154.912248449;M
2007-09;D;04;;C01;INDICE;143.884529597;M
2007-09;D;05;;C01;INDICE;140.616984633;M
2007-09;D;06;;C01;INDICE;145.338952826;M
2007-10;D;04;;C01;INDICE;143.429108057;M
