TEMPORAL;TERRITORIO_1;TERRITORIO;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
2011;6605;;00;21;;35.0;A
2011;6605;;00;23;;129.0;A
2011;6605;;00;29;;314.0;A
2011;6605;;00;41;;205.0;A
2011;6605;;00;C01;;1556.0;A
2011;6605;;00;C02;;90.0;A
2011;6605;;00;66;;846.0;A
2011;6605;;00;NC000;;36.0;A
2011;6605;;00;00;;2528.0;A
2011;6605;04;00;04;;34.0;A
2011;6605;04;00;C01;;34.0;A
2011;6605;04;00;C02;;1.0;A
2011;6605;04;00;66;;23.0;A
2011;6605;04;00;NC000;;2.0;A
2011;6605;04;00;00;;60.0;A
2011;6605;11;00;11;;385.0;A
2011;6605;11;00;14;;2.0;A
2011;6605;11;00;18;;2.0;A
2011;6605;11;00;21;;1.0;A
2011;6605;11;00;29;;13.0;A
2011;6605;11;00;41;;4.0;A
2011;6605;11;00;C01;;407.0;A
2011;6605;11;00;C02;;19.0;A
2011;6605;11;00;66;;208.0;A
2011;6605;11;00;NC000;;9.0;A
2011;6605;11;00;00;;643.0;A
2011;6605;14;00;11;;1.0;A
2011;6605;14;00;14;;293.0;A
2011;6605;14;00;18;;3.0;A
2011;6605;14;00;21;;1.0;A
2011;6605;14;00;23;;1.0;A
2011;6605;14;00;29;;3.0;A
2011;6605;14;00;41;;5.0;A
2011;6605;14;00;C01;;307.0;A
2011;6605;14;00;C02;;9.0;A
2011;6605;14;00;66;;165.0;A
2011;6605;14;00;NC000;;3.0;A
2011;6605;14;00;00;;484.0;A
2011;6605;18;00;14;;1.0;A
2011;6605;18;00;18;;123.0;A
2011;6605;18;00;23;;1.0;A
2011;6605;18;00;29;;1.0;A
2011;6605;18;00;C01;;126.0;A
2011;6605;18;00;C02;;10.0;A
2011;6605;18;00;66;;76.0;A
2011;6605;18;00;NC000;;4.0;A
2011;6605;18;00;00;;216.0;A
2011;6605;21;00;21;;32.0;A
2011;6605;21;00;41;;1.0;A
2011;6605;21;00;C01;;33.0;A
2011;6605;21;00;C02;;5.0;A
2011;6605;21;00;66;;13.0;A
2011;6605;21;00;00;;51.0;A
2011;6605;23;00;18;;1.0;A
2011;6605;23;00;23;;124.0;A
2011;6605;23;00;C01;;125.0;A
2011;6605;23;00;C02;;3.0;A
2011;6605;23;00;66;;64.0;A
2011;6605;23;00;NC000;;4.0;A
2011;6605;23;00;00;;196.0;A
2011;6605;29;00;11;;5.0;A
2011;6605;29;00;14;;7.0;A
2011;6605;29;00;18;;2.0;A
2011;6605;29;00;23;;2.0;A
2011;6605;29;00;29;;297.0;A
2011;6605;29;00;41;;5.0;A
2011;6605;29;00;C01;;318.0;A
2011;6605;29;00;C02;;32.0;A
2011;6605;29;00;66;;198.0;A
2011;6605;29;00;NC000;;10.0;A
2011;6605;29;00;00;;558.0;A
2011;6605;41;00;11;;7.0;A
2011;6605;41;00;14;;4.0;A
2011;6605;41;00;18;;3.0;A
2011;6605;41;00;21;;1.0;A
2011;6605;41;00;23;;1.0;A
2011;6605;41;00;41;;190.0;A
2011;6605;41;00;C01;;206.0;A
2011;6605;41;00;C02;;11.0;A
2011;6605;41;00;66;;99.0;A
2011;6605;41;00;NC000;;4.0;A
2011;6605;41;00;00;;320.0;A
2012;66;;00;04;;10477.0;A
2012;66;;00;11;;11384.0;A
2012;66;;00;14;;8483.0;A
2012;66;;00;18;;15285.0;A
2012;66;;00;21;;2959.0;A
2012;66;;00;23;;5480.0;A
2012;66;;00;29;;13345.0;A
2012;66;;00;41;;12226.0;A
2012;66;;00;C01;;79639.0;A
2012;66;;00;C02;;6134.0;A
2012;66;;00;66;;120632.0;A
2012;66;;00;NC000;;2009.0;A
2012;66;;00;00;;208414.0;A
2012;66;04;00;04;;10283.0;A
2012;66;04;00;11;;11.0;A
2012;66;04;00;14;;16.0;A
2012;66;04;00;18;;137.0;A
2012;66;04;00;21;;5.0;A
2012;66;04;00;23;;23.0;A
2012;66;04;00;29;;27.0;A
2012;66;04;00;41;;20.0;A
2012;66;04;00;C01;;10522.0;A
2012;66;04;00;C02;;545.0;A
2012;66;04;00;66;;22271.0;A
2012;66;04;00;NC000;;295.0;A
2012;66;04;00;00;;33633.0;A
2012;66;11;00;04;;15.0;A
2012;66;11;00;11;;10737.0;A
2012;66;11;00;14;;50.0;A
2012;66;11;00;18;;59.0;A
2012;66;11;00;21;;27.0;A
2012;66;11;00;23;;31.0;A
2012;66;11;00;29;;183.0;A
2012;66;11;00;41;;233.0;A
2012;66;11;00;C01;;11335.0;A
2012;66;11;00;C02;;887.0;A
2012;66;11;00;66;;12845.0;A
2012;66;11;00;NC000;;207.0;A
2012;66;11;00;00;;25274.0;A
2012;66;14;00;04;;13.0;A
2012;66;14;00;11;;16.0;A
2012;66;14;00;14;;7970.0;A
2012;66;14;00;18;;38.0;A
2012;66;14;00;21;;10.0;A
2012;66;14;00;23;;43.0;A
2012;66;14;00;29;;34.0;A
2012;66;14;00;41;;78.0;A
2012;66;14;00;C01;;8202.0;A
2012;66;14;00;C02;;403.0;A
2012;66;14;00;66;;8101.0;A
2012;66;14;00;NC000;;157.0;A
2012;66;14;00;00;;16863.0;A
2012;66;18;00;04;;75.0;A
2012;66;18;00;11;;43.0;A
2012;66;18;00;14;;46.0;A
2012;66;18;00;18;;14697.0;A
2012;66;18;00;21;;12.0;A
2012;66;18;00;23;;143.0;A
2012;66;18;00;29;;84.0;A
2012;66;18;00;41;;57.0;A
2012;66;18;00;C01;;15157.0;A
2012;66;18;00;C02;;832.0;A
2012;66;18;00;66;;25488.0;A
2012;66;18;00;NC000;;457.0;A
2012;66;18;00;00;;41934.0;A
2012;66;21;00;04;;2.0;A
2012;66;21;00;11;;20.0;A
2012;66;21;00;14;;17.0;A
2012;66;21;00;18;;5.0;A
2012;66;21;00;21;;2718.0;A
2012;66;21;00;23;;6.0;A
2012;66;21;00;29;;7.0;A
2012;66;21;00;41;;90.0;A
2012;66;21;00;C01;;2865.0;A
2012;66;21;00;C02;;204.0;A
2012;66;21;00;66;;3434.0;A
2012;66;21;00;NC000;;33.0;A
2012;66;21;00;00;;6536.0;A
2012;66;23;00;04;;8.0;A
2012;66;23;00;11;;6.0;A
2012;66;23;00;14;;26.0;A
2012;66;23;00;18;;58.0;A
2012;66;23;00;21;;4.0;A
2012;66;23;00;23;;5062.0;A
2012;66;23;00;29;;20.0;A
2012;66;23;00;41;;15.0;A
2012;66;23;00;C01;;5199.0;A
2012;66;23;00;C02;;250.0;A
2012;66;23;00;66;;5546.0;A
2012;66;23;00;NC000;;130.0;A
2012;66;23;00;00;;11125.0;A
2012;66;29;00;04;;43.0;A
2012;66;29;00;11;;296.0;A
2012;66;29;00;14;;213.0;A
2012;66;29;00;18;;205.0;A
2012;66;29;00;21;;13.0;A
2012;66;29;00;23;;106.0;A
2012;66;29;00;29;;12882.0;A
2012;66;29;00;41;;181.0;A
2012;66;29;00;C01;;13939.0;A
2012;66;29;00;C02;;1876.0;A
2012;66;29;00;66;;27519.0;A
2012;66;29;00;NC000;;433.0;A
2012;66;29;00;00;;43767.0;A
2012;66;41;00;04;;38.0;A
2012;66;41;00;11;;255.0;A
2012;66;41;00;14;;145.0;A
2012;66;41;00;18;;86.0;A
2012;66;41;00;21;;170.0;A
2012;66;41;00;23;;66.0;A
2012;66;41;00;29;;108.0;A
2012;66;41;00;41;;11552.0;A
2012;66;41;00;C01;;12420.0;A
2012;66;41;00;C02;;1137.0;A
2012;66;41;00;66;;15428.0;A
2012;66;41;00;NC000;;297.0;A
2012;66;41;00;00;;29282.0;A
2012;6601;;00;04;;5451.0;A
2012;6601;;00;11;;7938.0;A
2012;6601;;00;14;;6657.0;A
2012;6601;;00;18;;9070.0;A
2012;6601;;00;21;;2337.0;A
2012;6601;;00;23;;4136.0;A
2012;6601;;00;29;;8780.0;A
2012;6601;;00;41;;8549.0;A
2012;6601;;00;C01;;52918.0;A
2012;6601;;00;C02;;4135.0;A
2012;6601;;00;66;;47102.0;A
2012;6601;;00;NC000;;1181.0;A
2012;6601;;00;00;;105336.0;A
2012;6601;04;00;04;;5317.0;A
2012;6601;04;00;11;;10.0;A
2012;6601;04;00;14;;14.0;A
2012;6601;04;00;18;;91.0;A
2012;6601;04;00;21;;4.0;A
2012;6601;04;00;23;;20.0;A
2012;6601;04;00;29;;21.0;A
2012;6601;04;00;41;;18.0;A
2012;6601;04;00;C01;;5495.0;A
2012;6601;04;00;C02;;397.0;A
2012;6601;04;00;66;;4207.0;A
2012;6601;04;00;NC000;;121.0;A
2012;6601;04;00;00;;10220.0;A
2012;6601;11;00;04;;11.0;A
2012;6601;11;00;11;;7464.0;A
2012;6601;11;00;14;;34.0;A
2012;6601;11;00;18;;37.0;A
2012;6601;11;00;21;;22.0;A
2012;6601;11;00;23;;24.0;A
2012;6601;11;00;29;;148.0;A
2012;6601;11;00;41;;154.0;A
2012;6601;11;00;C01;;7894.0;A
2012;6601;11;00;C02;;573.0;A
2012;6601;11;00;66;;6715.0;A
2012;6601;11;00;NC000;;162.0;A
2012;6601;11;00;00;;15344.0;A
2012;6601;14;00;04;;12.0;A
2012;6601;14;00;11;;10.0;A
2012;6601;14;00;14;;6299.0;A
2012;6601;14;00;18;;27.0;A
2012;6601;14;00;21;;8.0;A
2012;6601;14;00;23;;39.0;A
2012;6601;14;00;29;;22.0;A
2012;6601;14;00;41;;59.0;A
2012;6601;14;00;C01;;6476.0;A
2012;6601;14;00;C02;;328.0;A
2012;6601;14;00;66;;5040.0;A
2012;6601;14;00;NC000;;129.0;A
2012;6601;14;00;00;;11973.0;A
2012;6601;18;00;04;;53.0;A
2012;6601;18;00;11;;31.0;A
2012;6601;18;00;14;;27.0;A
2012;6601;18;00;18;;8677.0;A
2012;6601;18;00;21;;8.0;A
2012;6601;18;00;23;;95.0;A
2012;6601;18;00;29;;56.0;A
2012;6601;18;00;41;;45.0;A
2012;6601;18;00;C01;;8992.0;A
2012;6601;18;00;C02;;589.0;A
2012;6601;18;00;66;;7058.0;A
2012;6601;18;00;NC000;;203.0;A
2012;6601;18;00;00;;16842.0;A
2012;6601;21;00;04;;2.0;A
2012;6601;21;00;11;;14.0;A
2012;6601;21;00;14;;11.0;A
2012;6601;21;00;18;;3.0;A
2012;6601;21;00;21;;2168.0;A
2012;6601;21;00;23;;4.0;A
2012;6601;21;00;29;;5.0;A
2012;6601;21;00;41;;71.0;A
2012;6601;21;00;C01;;2278.0;A
2012;6601;21;00;C02;;152.0;A
2012;6601;21;00;66;;2287.0;A
2012;6601;21;00;NC000;;27.0;A
2012;6601;21;00;00;;4744.0;A
2012;6601;23;00;04;;6.0;A
2012;6601;23;00;11;;5.0;A
2012;6601;23;00;14;;19.0;A
2012;6601;23;00;18;;38.0;A
2012;6601;23;00;21;;3.0;A
2012;6601;23;00;23;;3837.0;A
2012;6601;23;00;29;;15.0;A
2012;6601;23;00;41;;14.0;A
2012;6601;23;00;C01;;3937.0;A
2012;6601;23;00;C02;;179.0;A
2012;6601;23;00;66;;2590.0;A
2012;6601;23;00;NC000;;86.0;A
2012;6601;23;00;00;;6792.0;A
2012;6601;29;00;04;;29.0;A
2012;6601;29;00;11;;237.0;A
2012;6601;29;00;14;;150.0;A
2012;6601;29;00;18;;145.0;A
2012;6601;29;00;21;;9.0;A
2012;6601;29;00;23;;70.0;A
2012;6601;29;00;29;;8444.0;A
2012;6601;29;00;41;;131.0;A
2012;6601;29;00;C01;;9215.0;A
2012;6601;29;00;C02;;1200.0;A
2012;6601;29;00;66;;11424.0;A
2012;6601;29;00;NC000;;264.0;A
2012;6601;29;00;00;;22103.0;A
2012;6601;41;00;04;;21.0;A
2012;6601;41;00;11;;167.0;A
2012;6601;41;00;14;;103.0;A
2012;6601;41;00;18;;52.0;A
2012;6601;41;00;21;;115.0;A
2012;6601;41;00;23;;47.0;A
2012;6601;41;00;29;;69.0;A
2012;6601;41;00;41;;8057.0;A
2012;6601;41;00;C01;;8631.0;A
2012;6601;41;00;C02;;717.0;A
2012;6601;41;00;66;;7781.0;A
2012;6601;41;00;NC000;;189.0;A
2012;6601;41;00;00;;17318.0;A
2012;6602;;00;04;;59.0;A
2012;6602;;00;11;;212.0;A
2012;6602;;00;14;;82.0;A
2012;6602;;00;18;;195.0;A
2012;6602;;00;21;;41.0;A
2012;6602;;00;23;;50.0;A
2012;6602;;00;29;;265.0;A
2012;6602;;00;41;;165.0;A
2012;6602;;00;C01;;1069.0;A
2012;6602;;00;C02;;268.0;A
2012;6602;;00;66;;1867.0;A
2012;6602;;00;NC000;;24.0;A
2012;6602;;00;00;;3228.0;A
2012;6602;04;00;04;;55.0;A
2012;6602;04;00;18;;3.0;A
2012;6602;04;00;23;;1.0;A
2012;6602;04;00;29;;1.0;A
2012;6602;04;00;C01;;60.0;A
2012;6602;04;00;C02;;10.0;A
2012;6602;04;00;66;;68.0;A
2012;6602;04;00;NC000;;1.0;A
2012;6602;04;00;00;;139.0;A
2012;6602;11;00;11;;185.0;A
2012;6602;11;00;14;;2.0;A
2012;6602;11;00;18;;3.0;A
2012;6602;11;00;21;;1.0;A
2012;6602;11;00;23;;1.0;A
2012;6602;11;00;29;;1.0;A
2012;6602;11;00;41;;9.0;A
2012;6602;11;00;C01;;202.0;A
2012;6602;11;00;C02;;51.0;A
2012;6602;11;00;66;;373.0;A
2012;6602;11;00;NC000;;2.0;A
2012;6602;11;00;00;;628.0;A
2012;6602;14;00;11;;3.0;A
2012;6602;14;00;14;;56.0;A
2012;6602;14;00;18;;3.0;A
2012;6602;14;00;23;;1.0;A
2012;6602;14;00;29;;1.0;A
2012;6602;14;00;41;;1.0;A
2012;6602;14;00;C01;;65.0;A
2012;6602;14;00;C02;;18.0;A
2012;6602;14;00;66;;55.0;A
2012;6602;14;00;NC000;;2.0;A
2012;6602;14;00;00;;140.0;A
2012;6602;18;00;04;;1.0;A
2012;6602;18;00;11;;4.0;A
2012;6602;18;00;14;;3.0;A
2012;6602;18;00;18;;171.0;A
2012;6602;18;00;21;;2.0;A
2012;6602;18;00;23;;11.0;A
2012;6602;18;00;29;;5.0;A
2012;6602;18;00;41;;3.0;A
2012;6602;18;00;C01;;200.0;A
2012;6602;18;00;C02;;29.0;A
2012;6602;18;00;66;;206.0;A
2012;6602;18;00;NC000;;1.0;A
2012;6602;18;00;00;;436.0;A
2012;6602;21;00;11;;1.0;A
2012;6602;21;00;14;;2.0;A
2012;6602;21;00;18;;1.0;A
2012;6602;21;00;21;;32.0;A
2012;6602;21;00;41;;6.0;A
2012;6602;21;00;C01;;42.0;A
2012;6602;21;00;C02;;7.0;A
2012;6602;21;00;66;;20.0;A
2012;6602;21;00;NC000;;1.0;A
2012;6602;21;00;00;;70.0;A
2012;6602;23;00;14;;1.0;A
2012;6602;23;00;18;;3.0;A
2012;6602;23;00;23;;27.0;A
2012;6602;23;00;29;;1.0;A
2012;6602;23;00;41;;1.0;A
2012;6602;23;00;C01;;33.0;A
2012;6602;23;00;C02;;19.0;A
2012;6602;23;00;66;;45.0;A
2012;6602;23;00;00;;97.0;A
2012;6602;29;00;04;;3.0;A
2012;6602;29;00;11;;11.0;A
2012;6602;29;00;14;;10.0;A
2012;6602;29;00;18;;9.0;A
2012;6602;29;00;23;;8.0;A
2012;6602;29;00;29;;251.0;A
2012;6602;29;00;41;;3.0;A
2012;6602;29;00;C01;;295.0;A
2012;6602;29;00;C02;;89.0;A
2012;6602;29;00;66;;913.0;A
2012;6602;29;00;NC000;;14.0;A
2012;6602;29;00;00;;1311.0;A
2012;6602;41;00;11;;8.0;A
2012;6602;41;00;14;;8.0;A
2012;6602;41;00;18;;2.0;A
2012;6602;41;00;21;;6.0;A
2012;6602;41;00;23;;1.0;A
2012;6602;41;00;29;;5.0;A
2012;6602;41;00;41;;142.0;A
2012;6602;41;00;C01;;172.0;A
2012;6602;41;00;C02;;45.0;A
2012;6602;41;00;66;;187.0;A
2012;6602;41;00;NC000;;3.0;A
2012;6602;41;00;00;;407.0;A
2012;6603;;00;04;;4898.0;A
2012;6603;;00;11;;2677.0;A
2012;6603;;00;14;;1385.0;A
2012;6603;;00;18;;5728.0;A
2012;6603;;00;21;;525.0;A
2012;6603;;00;23;;1105.0;A
2012;6603;;00;29;;3784.0;A
2012;6603;;00;41;;3123.0;A
2012;6603;;00;C01;;23225.0;A
2012;6603;;00;C02;;1429.0;A
2012;6603;;00;66;;69740.0;A
2012;6603;;00;NC000;;764.0;A
2012;6603;;00;00;;95158.0;A
2012;6603;04;00;04;;4845.0;A
2012;6603;04;00;14;;2.0;A
2012;6603;04;00;18;;40.0;A
2012;6603;04;00;21;;1.0;A
2012;6603;04;00;23;;1.0;A
2012;6603;04;00;29;;5.0;A
2012;6603;04;00;41;;2.0;A
2012;6603;04;00;C01;;4896.0;A
2012;6603;04;00;C02;;125.0;A
2012;6603;04;00;66;;17947.0;A
2012;6603;04;00;NC000;;171.0;A
2012;6603;04;00;00;;23139.0;A
2012;6603;11;00;04;;4.0;A
2012;6603;11;00;11;;2564.0;A
2012;6603;11;00;14;;12.0;A
2012;6603;11;00;18;;10.0;A
2012;6603;11;00;21;;3.0;A
2012;6603;11;00;23;;6.0;A
2012;6603;11;00;29;;18.0;A
2012;6603;11;00;41;;60.0;A
2012;6603;11;00;C01;;2677.0;A
2012;6603;11;00;C02;;218.0;A
2012;6603;11;00;66;;5415.0;A
2012;6603;11;00;NC000;;34.0;A
2012;6603;11;00;00;;8344.0;A
2012;6603;14;00;04;;1.0;A
2012;6603;14;00;11;;2.0;A
2012;6603;14;00;14;;1280.0;A
2012;6603;14;00;18;;5.0;A
2012;6603;14;00;21;;1.0;A
2012;6603;14;00;23;;2.0;A
2012;6603;14;00;29;;8.0;A
2012;6603;14;00;41;;12.0;A
2012;6603;14;00;C01;;1311.0;A
2012;6603;14;00;C02;;43.0;A
2012;6603;14;00;66;;2803.0;A
2012;6603;14;00;NC000;;22.0;A
2012;6603;14;00;00;;4179.0;A
2012;6603;18;00;04;;19.0;A
2012;6603;18;00;11;;7.0;A
2012;6603;18;00;14;;14.0;A
2012;6603;18;00;18;;5593.0;A
2012;6603;18;00;21;;2.0;A
2012;6603;18;00;23;;33.0;A
2012;6603;18;00;29;;20.0;A
2012;6603;18;00;41;;9.0;A
2012;6603;18;00;C01;;5697.0;A
2012;6603;18;00;C02;;179.0;A
2012;6603;18;00;66;;17912.0;A
2012;6603;18;00;NC000;;248.0;A
2012;6603;18;00;00;;24036.0;A
2012;6603;21;00;11;;4.0;A
2012;6603;21;00;14;;3.0;A
2012;6603;21;00;18;;1.0;A
2012;6603;21;00;21;;468.0;A
2012;6603;21;00;23;;1.0;A
2012;6603;21;00;29;;1.0;A
2012;6603;21;00;41;;9.0;A
2012;6603;21;00;C01;;487.0;A
2012;6603;21;00;C02;;35.0;A
2012;6603;21;00;66;;1099.0;A
2012;6603;21;00;NC000;;5.0;A
2012;6603;21;00;00;;1626.0;A
2012;6603;23;00;04;;2.0;A
2012;6603;23;00;11;;1.0;A
2012;6603;23;00;14;;6.0;A
2012;6603;23;00;18;;14.0;A
2012;6603;23;00;21;;1.0;A
2012;6603;23;00;23;;1032.0;A
2012;6603;23;00;29;;3.0;A
2012;6603;23;00;C01;;1059.0;A
2012;6603;23;00;C02;;45.0;A
2012;6603;23;00;66;;2794.0;A
2012;6603;23;00;NC000;;40.0;A
2012;6603;23;00;00;;3938.0;A
2012;6603;29;00;04;;10.0;A
2012;6603;29;00;11;;34.0;A
2012;6603;29;00;14;;40.0;A
2012;6603;29;00;18;;40.0;A
2012;6603;29;00;21;;4.0;A
2012;6603;29;00;23;;16.0;A
2012;6603;29;00;29;;3699.0;A
2012;6603;29;00;41;;39.0;A
2012;6603;29;00;C01;;3882.0;A
2012;6603;29;00;C02;;466.0;A
2012;6603;29;00;66;;14598.0;A
2012;6603;29;00;NC000;;143.0;A
2012;6603;29;00;00;;19089.0;A
2012;6603;41;00;04;;17.0;A
2012;6603;41;00;11;;65.0;A
2012;6603;41;00;14;;28.0;A
2012;6603;41;00;18;;25.0;A
2012;6603;41;00;21;;45.0;A
2012;6603;41;00;23;;14.0;A
2012;6603;41;00;29;;30.0;A
2012;6603;41;00;41;;2992.0;A
2012;6603;41;00;C01;;3216.0;A
2012;6603;41;00;C02;;318.0;A
2012;6603;41;00;66;;7172.0;A
2012;6603;41;00;NC000;;101.0;A
2012;6603;41;00;00;;10807.0;A
2012;6604;;00;04;;34.0;A
2012;6604;;00;11;;155.0;A
2012;6604;;00;14;;56.0;A
2012;6604;;00;18;;160.0;A
2012;6604;;00;21;;22.0;A
2012;6604;;00;23;;60.0;A
2012;6604;;00;29;;199.0;A
2012;6604;;00;41;;175.0;A
2012;6604;;00;C01;;861.0;A
2012;6604;;00;C02;;206.0;A
2012;6604;;00;66;;1012.0;A
2012;6604;;00;NC000;;5.0;A
2012;6604;;00;00;;2084.0;A
2012;6604;04;00;04;;31.0;A
2012;6604;04;00;11;;1.0;A
2012;6604;04;00;18;;3.0;A
2012;6604;04;00;23;;1.0;A
2012;6604;04;00;C01;;36.0;A
2012;6604;04;00;C02;;13.0;A
2012;6604;04;00;66;;26.0;A
2012;6604;04;00;00;;75.0;A
2012;6604;11;00;11;;135.0;A
2012;6604;11;00;18;;7.0;A
2012;6604;11;00;29;;3.0;A
2012;6604;11;00;41;;6.0;A
2012;6604;11;00;C01;;151.0;A
2012;6604;11;00;C02;;21.0;A
2012;6604;11;00;66;;121.0;A
2012;6604;11;00;00;;293.0;A
2012;6604;14;00;14;;45.0;A
2012;6604;14;00;41;;1.0;A
2012;6604;14;00;C01;;46.0;A
2012;6604;14;00;C02;;6.0;A
2012;6604;14;00;66;;30.0;A
2012;6604;14;00;NC000;;1.0;A
2012;6604;14;00;00;;83.0;A
2012;6604;18;00;04;;2.0;A
2012;6604;18;00;11;;1.0;A
2012;6604;18;00;14;;2.0;A
2012;6604;18;00;18;;135.0;A
2012;6604;18;00;23;;3.0;A
2012;6604;18;00;29;;2.0;A
2012;6604;18;00;C01;;145.0;A
2012;6604;18;00;C02;;25.0;A
2012;6604;18;00;66;;229.0;A
2012;6604;18;00;NC000;;1.0;A
2012;6604;18;00;00;;400.0;A
2012;6604;21;00;11;;1.0;A
2012;6604;21;00;14;;1.0;A
2012;6604;21;00;21;;19.0;A
2012;6604;21;00;23;;1.0;A
2012;6604;21;00;29;;1.0;A
2012;6604;21;00;41;;2.0;A
2012;6604;21;00;C01;;25.0;A
2012;6604;21;00;C02;;5.0;A
2012;6604;21;00;66;;15.0;A
2012;6604;21;00;00;;45.0;A
2012;6604;23;00;18;;2.0;A
2012;6604;23;00;23;;42.0;A
2012;6604;23;00;29;;1.0;A
2012;6604;23;00;C01;;45.0;A
2012;6604;23;00;C02;;4.0;A
2012;6604;23;00;66;;53.0;A
2012;6604;23;00;00;;102.0;A
2012;6604;29;00;04;;1.0;A
2012;6604;29;00;11;;9.0;A
2012;6604;29;00;14;;7.0;A
2012;6604;29;00;18;;9.0;A
2012;6604;29;00;23;;10.0;A
2012;6604;29;00;29;;188.0;A
2012;6604;29;00;41;;3.0;A
2012;6604;29;00;C01;;227.0;A
2012;6604;29;00;C02;;88.0;A
2012;6604;29;00;66;;365.0;A
2012;6604;29;00;NC000;;2.0;A
2012;6604;29;00;00;;682.0;A
2012;6604;41;00;11;;8.0;A
2012;6604;41;00;14;;1.0;A
2012;6604;41;00;18;;4.0;A
2012;6604;41;00;21;;3.0;A
2012;6604;41;00;23;;3.0;A
2012;6604;41;00;29;;4.0;A
2012;6604;41;00;41;;163.0;A
2012;6604;41;00;C01;;186.0;A
2012;6604;41;00;C02;;44.0;A
2012;6604;41;00;66;;173.0;A
2012;6604;41;00;NC000;;1.0;A
2012;6604;41;00;00;;404.0;A
2012;6605;;00;04;;35.0;A
2012;6605;;00;11;;402.0;A
2012;6605;;00;14;;303.0;A
2012;6605;;00;18;;132.0;A
2012;6605;;00;21;;34.0;A
2012;6605;;00;23;;129.0;A
2012;6605;;00;29;;317.0;A
2012;6605;;00;41;;214.0;A
2012;6605;;00;C01;;1566.0;A
2012;6605;;00;C02;;96.0;A
2012;6605;;00;66;;911.0;A
2012;6605;;00;NC000;;35.0;A
2012;6605;;00;00;;2608.0;A
2012;6605;04;00;04;;35.0;A
2012;6605;04;00;C01;;35.0;A
2012;6605;04;00;66;;23.0;A
2012;6605;04;00;NC000;;2.0;A
2012;6605;04;00;00;;60.0;A
2012;6605;11;00;11;;389.0;A
2012;6605;11;00;14;;2.0;A
2012;6605;11;00;18;;2.0;A
2012;6605;11;00;21;;1.0;A
2012;6605;11;00;29;;13.0;A
2012;6605;11;00;41;;4.0;A
2012;6605;11;00;C01;;411.0;A
2012;6605;11;00;C02;;24.0;A
2012;6605;11;00;66;;221.0;A
2012;6605;11;00;NC000;;9.0;A
2012;6605;11;00;00;;665.0;A
2012;6605;14;00;11;;1.0;A
2012;6605;14;00;14;;290.0;A
2012;6605;14;00;18;;3.0;A
2012;6605;14;00;21;;1.0;A
2012;6605;14;00;23;;1.0;A
2012;6605;14;00;29;;3.0;A
2012;6605;14;00;41;;5.0;A
2012;6605;14;00;C01;;304.0;A
2012;6605;14;00;C02;;8.0;A
2012;6605;14;00;66;;173.0;A
2012;6605;14;00;NC000;;3.0;A
2012;6605;14;00;00;;488.0;A
2012;6605;18;00;18;;121.0;A
2012;6605;18;00;23;;1.0;A
2012;6605;18;00;29;;1.0;A
2012;6605;18;00;C01;;123.0;A
2012;6605;18;00;C02;;10.0;A
2012;6605;18;00;66;;83.0;A
2012;6605;18;00;NC000;;4.0;A
2012;6605;18;00;00;;220.0;A
2012;6605;21;00;21;;31.0;A
2012;6605;21;00;41;;2.0;A
2012;6605;21;00;C01;;33.0;A
2012;6605;21;00;C02;;5.0;A
2012;6605;21;00;66;;13.0;A
2012;6605;21;00;00;;51.0;A
2012;6605;23;00;18;;1.0;A
2012;6605;23;00;23;;124.0;A
2012;6605;23;00;C01;;125.0;A
2012;6605;23;00;C02;;3.0;A
2012;6605;23;00;66;;64.0;A
2012;6605;23;00;NC000;;4.0;A
2012;6605;23;00;00;;196.0;A
2012;6605;29;00;11;;5.0;A
2012;6605;29;00;14;;6.0;A
2012;6605;29;00;18;;2.0;A
2012;6605;29;00;23;;2.0;A
2012;6605;29;00;29;;300.0;A
2012;6605;29;00;41;;5.0;A
2012;6605;29;00;C01;;320.0;A
2012;6605;29;00;C02;;33.0;A
2012;6605;29;00;66;;219.0;A
2012;6605;29;00;NC000;;10.0;A
2012;6605;29;00;00;;582.0;A
2012;6605;41;00;11;;7.0;A
2012;6605;41;00;14;;5.0;A
2012;6605;41;00;18;;3.0;A
2012;6605;41;00;21;;1.0;A
2012;6605;41;00;23;;1.0;A
2012;6605;41;00;41;;198.0;A
2012;6605;41;00;C01;;215.0;A
2012;6605;41;00;C02;;13.0;A
2012;6605;41;00;66;;115.0;A
2012;6605;41;00;NC000;;3.0;A
2012;6605;41;00;00;;346.0;A
2013;66;;00;04;;10574.0;A
2013;66;;00;11;;11796.0;A
2013;66;;00;14;;8624.0;A
2013;66;;00;18;;15586.0;A
2013;66;;00;21;;3044.0;A
2013;66;;00;23;;5573.0;A
2013;66;;00;29;;13891.0;A
2013;66;;00;41;;12753.0;A
2013;66;;00;C01;;81841.0;A
2013;66;;00;C02;;6589.0;A
2013;66;;00;66;;131417.0;A
2013;66;;00;NC000;;1842.0;A
2013;66;;00;00;;221689.0;A
2013;66;04;00;04;;10378.0;A
2013;66;04;00;11;;13.0;A
2013;66;04;00;14;;21.0;A
2013;66;04;00;18;;146.0;A
2013;66;04;00;21;;5.0;A
2013;66;04;00;23;;21.0;A
2013;66;04;00;29;;28.0;A
2013;66;04;00;41;;21.0;A
