TEMPORAL;SEXO;TERRITORIO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
2001;01;C07;23;;4749.8750448;A
2001;01;C07;29;;1139.7507722;A
2001;01;C07;41;;1648.7738324;A
2001;01;C07;C01;;15131.7943648;A
2001;01;C08;04;;435.0532631;A
2001;01;C08;11;;1097.1454965;A
2001;01;C08;14;;1524.2051928;A
2001;01;C08;18;;1266.1165241;A
2001;01;C08;21;;456.0754691;A
2001;01;C08;23;;1838.1894216;A
2001;01;C08;29;;1000.1332055;A
2001;01;C08;41;;1404.1883785;A
2001;01;C08;C01;;9021.1069512;A
2001;01;C09;04;;38725.9272365;A
2001;01;C09;11;;21372.2641607;A
2001;01;C09;14;;68999.8535137;A
2001;01;C09;18;;73155.5839638;A
2001;01;C09;21;;13512.28547;A
2001;01;C09;23;;69477.9386998;A
2001;01;C09;29;;33912.0904745;A
2001;01;C09;41;;49094.4341557;A
2001;01;C09;C01;;368250.3776747;A
2001;01;C10;04;;7581.6451556;A
2001;01;C10;11;;8069.0323056;A
2001;01;C10;14;;17893.2675911;A
2001;01;C10;18;;20209.8318077;A
2001;01;C10;21;;2213.4167541;A
2001;01;C10;23;;33982.3012268;A
2001;01;C10;29;;6789.0033614;A
2001;01;C10;41;;10780.4331646;A
2001;01;C10;C01;;107518.9313669;A
2001;01;C11;04;;204.4020458;A
2001;01;C11;11;;938.4123141;A
2001;01;C11;14;;1747.9381206;A
2001;01;C11;18;;719.1181613;A
2001;01;C11;21;;1102.8965432;A
2001;01;C11;23;;865.3388573;A
2001;01;C11;29;;587.0322395;A
2001;01;C11;41;;3050.5224293;A
2001;01;C11;C01;;9215.6607111;A
2001;01;C12;04;;291.998858;A
2001;01;C12;11;;1521.9126646;A
2001;01;C12;14;;624.9819408;A
2001;01;C12;18;;565.9715331;A
2001;01;C12;21;;359.9927587;A
2001;01;C12;23;;641.9737476;A
2001;01;C12;29;;613.9767232;A
2001;01;C12;41;;859.9677959;A
2001;01;C12;C01;;5480.7760219;A
2001;01;C13;04;;4728.1392739;A
2001;01;C13;11;;12874.5753026;A
2001;01;C13;14;;29366.3552977;A
2001;01;C13;18;;12023.6591458;A
2001;01;C13;21;;5335.2294685;A
2001;01;C13;23;;41040.1724624;A
2001;01;C13;29;;10881.4569783;A
2001;01;C13;41;;17415.0561558;A
2001;01;C13;C01;;133664.644085;A
2001;01;C14;04;;5232.0929922;A
2001;01;C14;11;;1397.979486;A
2001;01;C14;14;;1474.9733861;A
2001;01;C14;18;;5194.2732263;A
2001;01;C14;21;;288.9866169;A
2001;01;C14;23;;3613.0602478;A
2001;01;C14;29;;949.0223119;A
2001;01;C14;41;;1423.0414884;A
2001;01;C14;C01;;19573.4297556;A
2001;01;C15;04;;242.1809584;A
2001;01;C15;11;;700.5479283;A
2001;01;C15;14;;670.5323907;A
2001;01;C15;18;;785.6643594;A
2001;01;C15;21;;144.1049315;A
2001;01;C15;23;;3450.9091145;A
2001;01;C15;29;;553.4269999;A
2001;01;C15;41;;556.5077431;A
2001;01;C15;C01;;7103.8744258;A
2001;01;C16;04;;432.9777788;A
2001;01;C16;11;;1835.9259441;A
2001;01;C16;14;;3481.8915386;A
2001;01;C16;18;;2802.8219796;A
2001;01;C16;21;;1150.9855116;A
2001;01;C16;23;;4540.9752073;A
2001;01;C16;29;;4069.8765792;A
2001;01;C16;41;;2028.9151853;A
2001;01;C16;C01;;20344.3697245;A
2001;01;C17;04;;62.4154166;A
2001;01;C17;11;;265.5076871;A
2001;01;C17;14;;262.6055187;A
2001;01;C17;18;;228.9192036;A
2001;01;C17;21;;71.4513695;A
2001;01;C17;23;;551.1164253;A
2001;01;C17;29;;219.1457008;A
2001;01;C17;41;;328.3766111;A
2001;01;C17;C01;;1989.5379327;A
2001;01;C18;04;;819.0508736;A
2001;01;C18;11;;2652.9328416;A
2001;01;C18;14;;643.0256459;A
2001;01;C18;18;;1178.0175287;A
2001;01;C18;21;;232.0003345;A
2001;01;C18;23;;467.984193;A
2001;01;C18;29;;2545.0646493;A
2001;01;C18;41;;1167.9948498;A
2001;01;C18;C01;;9706.0709164;A
2001;01;108;04;;63003.7605224;A
2001;01;108;11;;68585.9781192;A
2001;01;108;14;;143942.5743529;A
2001;01;108;18;;138707.2088091;A
2001;01;108;21;;29311.0834273;A
2001;01;108;23;;178698.6069212;A
2001;01;108;29;;71916.0948791;A
2001;01;108;41;;106882.3670706;A
2001;01;108;C01;;801047.6741018;A
2001;06;C02;04;;891.7703819;A
2001;06;C02;11;;1243.5577092;A
2001;06;C02;14;;3470.9375644;A
2001;06;C02;18;;2005.0035822;A
2001;06;C02;21;;406.312893;A
2001;06;C02;23;;2856.6578022;A
2001;06;C02;29;;1224.9769807;A
2001;06;C02;41;;1694.3913687;A
2001;06;C02;C01;;13793.6082823;A
2001;06;C03;04;;215.0206419;A
2001;06;C03;11;;500.0282117;A
2001;06;C03;14;;1587.0962479;A
2001;06;C03;18;;895.0412982;A
2001;06;C03;21;;293.0243674;A
2001;06;C03;23;;1598.0837503;A
2001;06;C03;29;;1042.04393;A
2001;06;C03;41;;669.0582512;A
2001;06;C03;C01;;6799.3966986;A
2001;06;C04;04;;1610.0248654;A
2001;06;C04;11;;5157.8760422;A
2001;06;C04;14;;5812.8920588;A
2001;06;C04;18;;12920.6199517;A
2001;06;C04;21;;1785.0108768;A
2001;06;C04;23;;7085.8494146;A
2001;06;C04;29;;2963.9150246;A
2001;06;C04;41;;8120.6932993;A
2001;06;C04;C01;;45456.8815334;A
2001;06;C05;04;;665.0022626;A
2001;06;C05;11;;5376.6964531;A
2001;06;C05;14;;1881.9657617;A
2001;06;C05;18;;1920.8921324;A
2001;06;C05;21;;833.9837719;A
2001;06;C05;23;;1099.0651307;A
2001;06;C05;29;;2238.9021508;A
2001;06;C05;41;;4174.7475801;A
2001;06;C05;C01;;18191.2552433;A
2001;06;C06;04;;76.0007532;A
2001;06;C06;11;;623.0358066;A
2001;06;C06;14;;301.016315;A
2001;06;C06;18;;233.0081443;A
2001;06;C06;21;;283.0059141;A
2001;06;C06;23;;428.0232368;A
2001;06;C06;29;;385.0069489;A
2001;06;C06;41;;411.0193377;A
2001;06;C06;C01;;2740.1164566;A
2001;06;C07;04;;670.2309607;A
2001;06;C07;11;;1320.6416458;A
2001;06;C07;14;;4077.1399884;A
2001;06;C07;18;;1750.6233071;A
2001;06;C07;21;;559.2842191;A
2001;06;C07;23;;5246.6416484;A
2001;06;C07;29;;1114.4637321;A
2001;06;C07;41;;1797.8510236;A
2001;06;C07;C01;;16536.8765252;A
2001;06;C08;04;;446.0560638;A
2001;06;C08;11;;1228.2304421;A
2001;06;C08;14;;1571.280501;A
2001;06;C08;18;;1254.1633011;A
2001;06;C08;21;;555.1124299;A
2001;06;C08;23;;1979.387885;A
2001;06;C08;29;;1059.2098219;A
2001;06;C08;41;;1515.2730893;A
2001;06;C08;C01;;9608.7135341;A
2001;06;C09;04;;47546.0575891;A
2001;06;C09;11;;23012.1875262;A
2001;06;C09;14;;74989.7132114;A
2001;06;C09;18;;80799.0849953;A
2001;06;C09;21;;14807.3598003;A
2001;06;C09;23;;75207.9204652;A
2001;06;C09;29;;37343.1969507;A
2001;06;C09;41;;53419.7107119;A
2001;06;C09;C01;;407125.2312501;A
2001;06;C10;04;;8729.0184399;A
2001;06;C10;11;;8447.2056798;A
2001;06;C10;14;;19894.6327165;A
2001;06;C10;18;;21482.7023;A
2001;06;C10;21;;2385.5290954;A
2001;06;C10;23;;37514.7711229;A
2001;06;C10;29;;7448.3623009;A
2001;06;C10;41;;11470.0184785;A
2001;06;C10;C01;;117372.2401339;A
2001;06;C11;04;;220.3668185;A
2001;06;C11;11;;1012.2053507;A
2001;06;C11;14;;1829.8745776;A
2001;06;C11;18;;703.8609508;A
2001;06;C11;21;;1283.8628172;A
2001;06;C11;23;;879.4000185;A
2001;06;C11;29;;624.7988419;A
2001;06;C11;41;;3052.6190252;A
2001;06;C11;C01;;9606.9884004;A
2001;06;C12;04;;247.0076527;A
2001;06;C12;11;;1521.0767694;A
2001;06;C12;14;;532.0268211;A
2001;06;C12;18;;504.0275348;A
2001;06;C12;21;;388.0154176;A
2001;06;C12;23;;550.0190991;A
2001;06;C12;29;;601.0172045;A
2001;06;C12;41;;804.0289912;A
2001;06;C12;C01;;5147.2194904;A
2001;06;C13;04;;5235.5302502;A
2001;06;C13;11;;14713.4936718;A
2001;06;C13;14;;34564.9548259;A
2001;06;C13;18;;13361.4443865;A
2001;06;C13;21;;6768.6416321;A
2001;06;C13;23;;48814.4543699;A
2001;06;C13;29;;12539.2170579;A
2001;06;C13;41;;19967.9299402;A
2001;06;C13;C01;;155965.6661345;A
2001;06;C14;04;;6135.9116096;A
2001;06;C14;11;;1524.0027808;A
2001;06;C14;14;;1592.0426122;A
2001;06;C14;18;;6147.6035845;A
2001;06;C14;21;;308.0072518;A
2001;06;C14;23;;3766.9250998;A
2001;06;C14;29;;1004.0032009;A
2001;06;C14;41;;1379.9957322;A
2001;06;C14;C01;;21858.4918718;A
2001;06;C15;04;;236.0879201;A
2001;06;C15;11;;651.2846768;A
2001;06;C15;14;;669.3490845;A
2001;06;C15;18;;752.2942832;A
2001;06;C15;21;;106.0509186;A
2001;06;C15;23;;3478.7218936;A
2001;06;C15;29;;573.4314183;A
2001;06;C15;41;;555.2943724;A
2001;06;C15;C01;;7022.5145675;A
2001;06;C16;04;;470.9860076;A
2001;06;C16;11;;1940.008734;A
2001;06;C16;14;;3665.0399029;A
2001;06;C16;18;;2913.1368043;A
2001;06;C16;21;;1309.0342504;A
2001;06;C16;23;;4645.0923692;A
2001;06;C16;29;;4140.1262901;A
2001;06;C16;41;;2110.0598533;A
2001;06;C16;C01;;21193.4842118;A
2001;06;C17;04;;55.5402868;A
2001;06;C17;11;;215.1251748;A
2001;06;C17;14;;218.5953927;A
2001;06;C17;18;;227.6329846;A
2001;06;C17;21;;75.5614894;A
2001;06;C17;23;;546.5591167;A
2001;06;C17;29;;178.2268177;A
2001;06;C17;41;;305.2132617;A
2001;06;C17;C01;;1822.4545244;A
2001;06;C18;04;;921.997153;A
2001;06;C18;11;;2017.0021028;A
2001;06;C18;14;;439.9895163;A
2001;06;C18;18;;1010.9733611;A
2001;06;C18;21;;186.9951266;A
2001;06;C18;23;;361.9990984;A
2001;06;C18;29;;2406.8496324;A
2001;06;C18;41;;714.9790704;A
2001;06;C18;C01;;8060.785061;A
2001;06;108;04;;74372.609657;A
2001;06;108;11;;70503.6587778;A
2001;06;108;14;;157098.5470983;A
2001;06;108;18;;148882.1129021;A
2001;06;108;21;;32334.7922716;A
2001;06;108;23;;196059.5715213;A
2001;06;108;29;;76887.7483043;A
2001;06;108;41;;112162.8833869;A
2001;06;108;C01;;868301.9239193;A
2002;00;C02;04;;1674.3106942;A
2002;00;C02;11;;2552.9918022;A
2002;00;C02;14;;6731.2683923;A
2002;00;C02;18;;3977.4482377;A
2002;00;C02;21;;815.6203178;A
2002;00;C02;23;;5636.8003773;A
2002;00;C02;29;;2498.6917703;A
2002;00;C02;41;;3475.84798;A
2002;00;C02;C01;;27362.9795718;A
2002;00;C03;04;;418.0;A
2002;00;C03;11;;910.0;A
2002;00;C03;14;;3023.0;A
2002;00;C03;18;;1715.0;A
2002;00;C03;21;;550.0;A
2002;00;C03;23;;2970.0;A
2002;00;C03;29;;2036.0;A
2002;00;C03;41;;1284.0;A
2002;00;C03;C01;;12906.0;A
2002;00;C04;04;;3364.0;A
2002;00;C04;11;;11293.0;A
2002;00;C04;14;;12210.0;A
2002;00;C04;18;;26308.0;A
2002;00;C04;21;;3788.0;A
2002;00;C04;23;;14441.0;A
2002;00;C04;29;;6097.0;A
2002;00;C04;41;;17548.0;A
2002;00;C04;C01;;95049.0;A
2002;00;C05;04;;1573.0;A
2002;00;C05;11;;12144.0;A
2002;00;C05;14;;4410.0;A
2002;00;C05;18;;4643.0;A
2002;00;C05;21;;1916.0;A
2002;00;C05;23;;2792.0;A
2002;00;C05;29;;5238.0;A
2002;00;C05;41;;10333.0;A
2002;00;C05;C01;;43049.0;A
2002;00;C06;04;;154.0;A
2002;00;C06;11;;1185.0;A
2002;00;C06;14;;609.0;A
2002;00;C06;18;;501.0;A
2002;00;C06;21;;535.0;A
2002;00;C06;23;;861.0;A
2002;00;C06;29;;850.0;A
2002;00;C06;41;;809.0;A
2002;00;C06;C01;;5504.0;A
2002;00;C07;04;;1240.4444893;A
2002;00;C07;11;;2533.4996763;A
2002;00;C07;14;;7853.8407483;A
2002;00;C07;18;;3496.5425403;A
2002;00;C07;21;;1125.6774684;A
2002;00;C07;23;;10126.9802461;A
2002;00;C07;29;;2307.3130694;A
2002;00;C07;41;;3615.8705321;A
2002;00;C07;C01;;32300.1687702;A
2002;00;C08;04;;868.0558768;A
2002;00;C08;11;;2307.2328137;A
2002;00;C08;14;;3094.2692151;A
2002;00;C08;18;;2512.1536746;A
2002;00;C08;21;;1010.1102536;A
2002;00;C08;23;;3768.2669651;A
2002;00;C08;29;;2056.2041469;A
2002;00;C08;41;;2931.2802796;A
2002;00;C08;C01;;18547.5732254;A
2002;00;C09;04;;84457.6159296;A
2002;00;C09;11;;44083.3061952;A
2002;00;C09;14;;142247.4232148;A
2002;00;C09;18;;151915.3889564;A
2002;00;C09;21;;27997.5582896;A
2002;00;C09;23;;142868.359764;A
2002;00;C09;29;;70232.03523;A
2002;00;C09;41;;101740.9636492;A
2002;00;C09;C01;;765542.6512288;A
2002;00;C10;04;;16156.6599746;A
2002;00;C10;11;;16934.1478549;A
2002;00;C10;14;;37754.7066131;A
2002;00;C10;18;;41689.0572086;A
2002;00;C10;21;;4584.9149953;A
2002;00;C10;23;;71025.4148434;A
2002;00;C10;29;;14172.1561604;A
2002;00;C10;41;;22346.3753297;A
2002;00;C10;C01;;224663.43298;A
2002;00;C11;04;;429.7127297;A
2002;00;C11;11;;1971.3035871;A
2002;00;C11;14;;3565.4451529;A
2002;00;C11;18;;1449.7457694;A
2002;00;C11;21;;2404.6393093;A
2002;00;C11;23;;1746.2814788;A
2002;00;C11;29;;1233.7221116;A
2002;00;C11;41;;6124.3725589;A
2002;00;C11;C01;;18925.2226977;A
2002;00;C12;04;;533.0;A
2002;00;C12;11;;3073.0;A
2002;00;C12;14;;1151.0;A
2002;00;C12;18;;1057.0;A
2002;00;C12;21;;751.0;A
2002;00;C12;23;;1191.0;A
2002;00;C12;29;;1208.0;A
2002;00;C12;41;;1651.0;A
2002;00;C12;C01;;10615.0;A
2002;00;C13;04;;9936.0;A
2002;00;C13;11;;27608.0;A
2002;00;C13;14;;63151.0;A
2002;00;C13;18;;25251.0;A
2002;00;C13;21;;12001.0;A
2002;00;C13;23;;88437.0;A
2002;00;C13;29;;23316.0;A
2002;00;C13;41;;37179.0;A
2002;00;C13;C01;;286879.0;A
2002;00;C14;04;;11372.0;A
2002;00;C14;11;;2948.0;A
2002;00;C14;14;;3083.0;A
2002;00;C14;18;;11352.0;A
2002;00;C14;21;;595.0;A
2002;00;C14;23;;7416.0;A
2002;00;C14;29;;1946.0;A
2002;00;C14;41;;2831.0;A
2002;00;C14;C01;;41543.0;A
2002;00;C15;04;;479.190218;A
2002;00;C15;11;;1333.4962163;A
2002;00;C15;14;;1327.5167999;A
2002;00;C15;18;;1539.5581474;A
2002;00;C15;21;;262.0966854;A
2002;00;C15;23;;6855.7138775;A
2002;00;C15;29;;1143.4772603;A
2002;00;C15;41;;1128.5090372;A
2002;00;C15;C01;;14069.558242;A
2002;00;C16;04;;888.0;A
2002;00;C16;11;;3752.0;A
2002;00;C16;14;;7024.0;A
2002;00;C16;18;;5604.0;A
2002;00;C16;21;;2410.0;A
2002;00;C16;23;;8938.0;A
2002;00;C16;29;;8055.0;A
2002;00;C16;41;;4123.0;A
2002;00;C16;C01;;40794.0;A
2002;00;C17;04;;125.6226982;A
2002;00;C17;11;;504.5963004;A
2002;00;C17;14;;490.0583605;A
2002;00;C17;18;;463.248112;A
2002;00;C17;21;;148.623727;A
2002;00;C17;23;;1136.540913;A
2002;00;C17;29;;399.5235169;A
2002;00;C17;41;;706.2409005;A
2002;00;C17;C01;;3974.4545285;A
2002;00;C18;04;;1702.0;A
2002;00;C18;11;;4757.0;A
2002;00;C18;14;;1060.0;A
2002;00;C18;18;;2183.0;A
2002;00;C18;21;;417.0;A
2002;00;C18;23;;833.0;A
2002;00;C18;29;;4984.0;A
2002;00;C18;41;;1852.0;A
2002;00;C18;C01;;17788.0;A
2002;00;108;04;;135371.6126104;A
2002;00;108;11;;139890.5744461;A
2002;00;108;14;;298785.5284969;A
2002;00;108;18;;285657.1426464;A
2002;00;108;21;;61312.2410464;A
2002;00;108;23;;371043.3584652;A
2002;00;108;29;;147773.1232658;A
2002;00;108;41;;219679.4602672;A
2002;00;108;C01;;1659513.0412444;A
2002;01;C02;04;;798.6340832;A
2002;01;C02;11;;1300.5518352;A
2002;01;C02;14;;3287.5768648;A
2002;01;C02;18;;1986.6352672;A
2002;01;C02;21;;397.3253848;A
2002;01;C02;23;;2797.5363328;A
2002;01;C02;29;;1284.8676928;A
2002;01;C02;41;;1763.46006;A
2002;01;C02;C01;;13616.5875208;A
2002;01;C03;04;;203.0;A
2002;01;C03;11;;414.0;A
2002;01;C03;14;;1459.0;A
2002;01;C03;18;;830.0;A
2002;01;C03;21;;261.0;A
2002;01;C03;23;;1391.0;A
2002;01;C03;29;;999.0;A
2002;01;C03;41;;615.0;A
2002;01;C03;C01;;6172.0;A
2002;01;C04;04;;1732.0;A
2002;01;C04;11;;6004.0;A
2002;01;C04;14;;6251.0;A
2002;01;C04;18;;13298.0;A
2002;01;C04;21;;1993.0;A
2002;01;C04;23;;7288.0;A
2002;01;C04;29;;3113.0;A
2002;01;C04;41;;9111.0;A
2002;01;C04;C01;;48790.0;A
2002;01;C05;04;;908.0;A
2002;01;C05;11;;6737.0;A
2002;01;C05;14;;2506.0;A
2002;01;C05;18;;2681.0;A
2002;01;C05;21;;1044.0;A
2002;01;C05;23;;1662.0;A
2002;01;C05;29;;2945.0;A
2002;01;C05;41;;5920.0;A
2002;01;C05;C01;;24403.0;A
2002;01;C06;04;;77.0;A
2002;01;C06;11;;555.0;A
2002;01;C06;14;;289.0;A
2002;01;C06;18;;259.0;A
2002;01;C06;21;;261.0;A
2002;01;C06;23;;429.0;A
2002;01;C06;29;;457.0;A
2002;01;C06;41;;378.0;A
2002;01;C06;C01;;2705.0;A
2002;01;C07;04;;568.2429313;A
2002;01;C07;11;;1193.8499573;A
2002;01;C07;14;;3736.5112323;A
2002;01;C07;18;;1722.8949963;A
2002;01;C07;21;;558.3681414;A
2002;01;C07;23;;4830.1240921;A
2002;01;C07;29;;1158.8159154;A
2002;01;C07;41;;1730.8961261;A
2002;01;C07;C01;;15499.7033922;A
2002;01;C08;04;;431.0353088;A
2002;01;C08;11;;1097.0965507;A
2002;01;C08;14;;1531.1252391;A
2002;01;C08;18;;1261.0585476;A
2002;01;C08;21;;454.0485496;A
2002;01;C08;23;;1815.0921371;A
2002;01;C08;29;;992.0833099;A
2002;01;C08;41;;1428.1363036;A
2002;01;C08;C01;;9009.6759464;A
2002;01;C09;04;;37935.3088312;A
2002;01;C09;11;;21180.3053488;A
2002;01;C09;14;;68069.8115744;A
2002;01;C09;18;;72085.3885504;A
2002;01;C09;21;;13378.3128648;A
2002;01;C09;23;;68526.4512336;A
2002;01;C09;29;;33359.9340096;A
2002;01;C09;41;;48723.0674432;A
2002;01;C09;C01;;363258.579856;A
2002;01;C10;04;;7501.7832216;A
2002;01;C10;11;;8330.1627788;A
2002;01;C10;14;;17896.9128422;A
2002;01;C10;18;;20224.0203258;A
2002;01;C10;21;;2194.4607664;A
2002;01;C10;23;;33732.8061601;A
2002;01;C10;29;;6733.1219455;A
2002;01;C10;41;;10851.7605783;A
2002;01;C10;C01;;107465.0286187;A
2002;01;C11;04;;205.3666959;A
2002;01;C11;11;;957.2893501;A
2002;01;C11;14;;1728.7388483;A
2002;01;C11;18;;725.946312;A
2002;01;C11;21;;1124.8398519;A
2002;01;C11;23;;863.0882588;A
2002;01;C11;29;;601.9226542;A
2002;01;C11;41;;3064.1173731;A
2002;01;C11;C01;;9271.3093443;A
2002;01;C12;04;;288.0;A
2002;01;C12;11;;1528.0;A
2002;01;C12;14;;613.0;A
2002;01;C12;18;;562.0;A
2002;01;C12;21;;362.0;A
2002;01;C12;23;;644.0;A
2002;01;C12;29;;620.0;A
2002;01;C12;41;;854.0;A
2002;01;C12;C01;;5471.0;A
2002;01;C13;04;;4720.0;A
2002;01;C13;11;;12897.0;A
2002;01;C13;14;;28936.0;A
2002;01;C13;18;;11980.0;A
2002;01;C13;21;;5298.0;A
2002;01;C13;23;;40351.0;A
2002;01;C13;29;;10828.0;A
2002;01;C13;41;;17311.0;A
2002;01;C13;C01;;132321.0;A
2002;01;C14;04;;5240.0;A
2002;01;C14;11;;1418.0;A
2002;01;C14;14;;1474.0;A
2002;01;C14;18;;5192.0;A
2002;01;C14;21;;283.0;A
2002;01;C14;23;;3638.0;A
2002;01;C14;29;;956.0;A
2002;01;C14;41;;1438.0;A
2002;01;C14;C01;;19639.0;A
2002;01;C15;04;;237.104258;A
2002;01;C15;11;;688.2805488;A
2002;01;C15;14;;666.2919224;A
2002;01;C15;18;;782.3156174;A
2002;01;C15;21;;153.0644504;A
2002;01;C15;23;;3400.492785;A
2002;01;C15;29;;568.2615928;A
2002;01;C15;41;;570.2833922;A
2002;01;C15;C01;;7066.094567;A
2002;01;C16;04;;423.0;A
2002;01;C16;11;;1826.0;A
2002;01;C16;14;;3425.0;A
2002;01;C16;18;;2741.0;A
2002;01;C16;21;;1120.0;A
2002;01;C16;23;;4408.0;A
2002;01;C16;29;;3973.0;A
2002;01;C16;41;;2015.0;A
2002;01;C16;C01;;19931.0;A
2002;01;C17;04;;67.291134;A
2002;01;C17;11;;277.8879587;A
2002;01;C17;14;;267.0335257;A
2002;01;C17;18;;235.2082061;A
2002;01;C17;21;;74.2620206;A
2002;01;C17;23;;573.7075462;A
2002;01;C17;29;;219.8151752;A
2002;01;C17;41;;366.6885772;A
2002;01;C17;C01;;2081.8941437;A
2002;01;C18;04;;811.0;A
2002;01;C18;11;;2719.0;A
2002;01;C18;14;;634.0;A
2002;01;C18;18;;1180.0;A
2002;01;C18;21;;229.0;A
2002;01;C18;23;;468.0;A
2002;01;C18;29;;2567.0;A
2002;01;C18;41;;1136.0;A
2002;01;C18;C01;;9744.0;A
2002;01;108;04;;62146.766464;A
2002;01;108;11;;69123.4243284;A
2002;01;108;14;;142771.0020492;A
2002;01;108;18;;137746.4678228;A
2002;01;108;21;;29185.6820299;A
2002;01;108;23;;176818.2985457;A
2002;01;108;29;;71376.8222954;A
2002;01;108;41;;107276.4098537;A
2002;01;108;C01;;796444.8733891;A
2002;06;C02;04;;875.676611;A
2002;06;C02;11;;1252.439967;A
2002;06;C02;14;;3443.6915275;A
2002;06;C02;18;;1990.8129705;A
2002;06;C02;21;;418.294933;A
2002;06;C02;23;;2839.2640445;A
2002;06;C02;29;;1213.8240775;A
2002;06;C02;41;;1712.38792;A
2002;06;C02;C01;;13746.392051;A
2002;06;C03;04;;215.0;A
2002;06;C03;11;;496.0;A
2002;06;C03;14;;1564.0;A
2002;06;C03;18;;885.0;A
2002;06;C03;21;;289.0;A
2002;06;C03;23;;1579.0;A
2002;06;C03;29;;1037.0;A
2002;06;C03;41;;669.0;A
2002;06;C03;C01;;6734.0;A
2002;06;C04;04;;1632.0;A
2002;06;C04;11;;5289.0;A
2002;06;C04;14;;5959.0;A
2002;06;C04;18;;13010.0;A
2002;06;C04;21;;1795.0;A
2002;06;C04;23;;7153.0;A
2002;06;C04;29;;2984.0;A
2002;06;C04;41;;8437.0;A
2002;06;C04;C01;;46259.0;A
2002;06;C05;04;;665.0;A
2002;06;C05;11;;5407.0;A
2002;06;C05;14;;1904.0;A
2002;06;C05;18;;1962.0;A
2002;06;C05;21;;872.0;A
2002;06;C05;23;;1130.0;A
2002;06;C05;29;;2293.0;A
2002;06;C05;41;;4413.0;A
2002;06;C05;C01;;18646.0;A
2002;06;C06;04;;77.0;A
2002;06;C06;11;;630.0;A
2002;06;C06;14;;320.0;A
2002;06;C06;18;;242.0;A
2002;06;C06;21;;274.0;A
2002;06;C06;23;;432.0;A
2002;06;C06;29;;393.0;A
2002;06;C06;41;;431.0;A
2002;06;C06;C01;;2799.0;A
2002;06;C07;04;;672.201558;A
2002;06;C07;11;;1339.649719;A
2002;06;C07;14;;4117.329516;A
2002;06;C07;18;;1773.647544;A
2002;06;C07;21;;567.309327;A
2002;06;C07;23;;5296.856154;A
2002;06;C07;29;;1148.497154;A
2002;06;C07;41;;1884.974406;A
2002;06;C07;C01;;16800.465378;A
2002;06;C08;04;;437.020568;A
2002;06;C08;11;;1210.136263;A
2002;06;C08;14;;1563.143976;A
2002;06;C08;18;;1251.095127;A
2002;06;C08;21;;556.061704;A
2002;06;C08;23;;1953.174828;A
2002;06;C08;29;;1064.120837;A
2002;06;C08;41;;1503.143976;A
2002;06;C08;C01;;9537.897279;A
2002;06;C09;04;;46522.3070984;A
2002;06;C09;11;;22903.0008464;A
2002;06;C09;14;;74177.6116404;A
2002;06;C09;18;;79830.000406;A
2002;06;C09;21;;14619.2454248;A
2002;06;C09;23;;74341.9085304;A
2002;06;C09;29;;36872.1012204;A
2002;06;C09;41;;53017.896206;A
2002;06;C09;C01;;402284.0713728;A
2002;06;C10;04;;8654.876753;A
2002;06;C10;11;;8603.9850761;A
2002;06;C10;14;;19857.7937709;A
2002;06;C10;18;;21465.0368828;A
2002;06;C10;21;;2390.4542289;A
2002;06;C10;23;;37292.6086833;A
2002;06;C10;29;;7439.0342149;A
2002;06;C10;41;;11494.6147514;A
2002;06;C10;C01;;117198.4043613;A
2002;06;C11;04;;224.3460338;A
2002;06;C11;11;;1014.014237;A
2002;06;C11;14;;1836.7063046;A
2002;06;C11;18;;723.7994574;A
2002;06;C11;21;;1279.7994574;A
2002;06;C11;23;;883.19322;A
2002;06;C11;29;;631.7994574;A
2002;06;C11;41;;3060.2551858;A
2002;06;C11;C01;;9653.9133534;A
2002;06;C12;04;;245.0;A
2002;06;C12;11;;1545.0;A
2002;06;C12;14;;538.0;A
2002;06;C12;18;;495.0;A
2002;06;C12;21;;389.0;A
2002;06;C12;23;;547.0;A
2002;06;C12;29;;588.0;A
2002;06;C12;41;;797.0;A
2002;06;C12;C01;;5144.0;A
2002;06;C13;04;;5216.0;A
2002;06;C13;11;;14711.0;A
2002;06;C13;14;;34215.0;A
2002;06;C13;18;;13271.0;A
2002;06;C13;21;;6703.0;A
2002;06;C13;23;;48086.0;A
2002;06;C13;29;;12488.0;A
2002;06;C13;41;;19868.0;A
2002;06;C13;C01;;154558.0;A
2002;06;C14;04;;6132.0;A
2002;06;C14;11;;1530.0;A
2002;06;C14;14;;1609.0;A
2002;06;C14;18;;6160.0;A
2002;06;C14;21;;312.0;A
2002;06;C14;23;;3778.0;A
2002;06;C14;29;;990.0;A
2002;06;C14;41;;1393.0;A
2002;06;C14;C01;;21904.0;A
2002;06;C15;04;;242.08596;A
2002;06;C15;11;;645.2156675;A
2002;06;C15;14;;661.2248775;A
2002;06;C15;18;;757.24253;A
2002;06;C15;21;;109.032235;A
2002;06;C15;23;;3455.2210925;A
2002;06;C15;29;;575.2156675;A
2002;06;C15;41;;558.225645;A
2002;06;C15;C01;;7003.463675;A
2002;06;C16;04;;465.0;A
2002;06;C16;11;;1926.0;A
2002;06;C16;14;;3599.0;A
2002;06;C16;18;;2863.0;A
2002;06;C16;21;;1290.0;A
2002;06;C16;23;;4530.0;A
2002;06;C16;29;;4082.0;A
2002;06;C16;41;;2108.0;A
