TEMPORAL;TERRITORIO;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
2009;ES617;_T;45230;ANDALUCES;37.0;A
2009;ES617;_T;45276;ANDALUCES;259.0;A
2009;ES617;_T;45354;ANDALUCES;189.0;A
2009;ES617;_T;45576;ANDALUCES;193.0;A
2009;ES617;_T;45657;ANDALUCES;14.0;A
2009;ES617;_T;45765;ANDALUCES;95.0;A
2009;ES617;_T;45873;ANDALUCES;12072.0;A
2009;ES617;_T;45980;ANDALUCES;162.0;A
2009;ES617;_T;45981;ANDALUCES;13021.0;A
2009;ES617;_T;45984;ANDALUCES;1604.0;A
2009;ES617;_T;46350;ANDALUCES;19449.0;A
2009;ES617;_T;46352;ANDALUCES;649.0;A
2009;ES617;_T;46351;ANDALUCES;34723.0;A
2009;ES617;M;45230;ANDALUCES;26.0;A
2009;ES617;M;45276;ANDALUCES;126.0;A
2009;ES617;M;45354;ANDALUCES;91.0;A
2009;ES617;M;45576;ANDALUCES;85.0;A
2009;ES617;M;45657;ANDALUCES;8.0;A
2009;ES617;M;45765;ANDALUCES;42.0;A
2009;ES617;M;45873;ANDALUCES;5877.0;A
2009;ES617;M;45980;ANDALUCES;85.0;A
2009;ES617;M;45981;ANDALUCES;6340.0;A
2009;ES617;M;45984;ANDALUCES;735.0;A
2009;ES617;M;46350;ANDALUCES;9790.0;A
2009;ES617;M;46352;ANDALUCES;345.0;A
2009;ES617;M;46351;ANDALUCES;17210.0;A
2009;ES617;F;45230;ANDALUCES;11.0;A
2009;ES617;F;45276;ANDALUCES;133.0;A
2009;ES617;F;45354;ANDALUCES;98.0;A
2009;ES617;F;45576;ANDALUCES;108.0;A
2009;ES617;F;45657;ANDALUCES;6.0;A
2009;ES617;F;45765;ANDALUCES;53.0;A
2009;ES617;F;45873;ANDALUCES;6195.0;A
2009;ES617;F;45980;ANDALUCES;77.0;A
2009;ES617;F;45981;ANDALUCES;6681.0;A
2009;ES617;F;45984;ANDALUCES;869.0;A
2009;ES617;F;46350;ANDALUCES;9659.0;A
2009;ES617;F;46352;ANDALUCES;304.0;A
2009;ES617;F;46351;ANDALUCES;17513.0;A
2009;ES618;_T;45230;ANDALUCES;34.0;A
2009;ES618;_T;45276;ANDALUCES;217.0;A
2009;ES618;_T;45354;ANDALUCES;134.0;A
2009;ES618;_T;45576;ANDALUCES;81.0;A
2009;ES618;_T;45657;ANDALUCES;155.0;A
2009;ES618;_T;45765;ANDALUCES;72.0;A
2009;ES618;_T;45873;ANDALUCES;89.0;A
2009;ES618;_T;45980;ANDALUCES;11022.0;A
2009;ES618;_T;45981;ANDALUCES;11804.0;A
2009;ES618;_T;45984;ANDALUCES;1006.0;A
2009;ES618;_T;46350;ANDALUCES;11765.0;A
2009;ES618;_T;46352;ANDALUCES;438.0;A
2009;ES618;_T;46351;ANDALUCES;25013.0;A
2009;ES618;M;45230;ANDALUCES;21.0;A
2009;ES618;M;45276;ANDALUCES;110.0;A
2009;ES618;M;45354;ANDALUCES;71.0;A
2009;ES618;M;45576;ANDALUCES;41.0;A
2009;ES618;M;45657;ANDALUCES;70.0;A
2009;ES618;M;45765;ANDALUCES;34.0;A
2009;ES618;M;45873;ANDALUCES;39.0;A
2009;ES618;M;45980;ANDALUCES;5287.0;A
2009;ES618;M;45981;ANDALUCES;5673.0;A
2009;ES618;M;45984;ANDALUCES;478.0;A
2009;ES618;M;46350;ANDALUCES;5882.0;A
2009;ES618;M;46352;ANDALUCES;200.0;A
2009;ES618;M;46351;ANDALUCES;12233.0;A
2009;ES618;F;45230;ANDALUCES;13.0;A
2009;ES618;F;45276;ANDALUCES;107.0;A
2009;ES618;F;45354;ANDALUCES;63.0;A
2009;ES618;F;45576;ANDALUCES;40.0;A
2009;ES618;F;45657;ANDALUCES;85.0;A
2009;ES618;F;45765;ANDALUCES;38.0;A
2009;ES618;F;45873;ANDALUCES;50.0;A
2009;ES618;F;45980;ANDALUCES;5735.0;A
2009;ES618;F;45981;ANDALUCES;6131.0;A
2009;ES618;F;45984;ANDALUCES;528.0;A
2009;ES618;F;46350;ANDALUCES;5883.0;A
2009;ES618;F;46352;ANDALUCES;238.0;A
2009;ES618;F;46351;ANDALUCES;12780.0;A
2010;ES61;_T;45230;ANDALUCES;10406.0;A
2010;ES61;_T;45276;ANDALUCES;11012.0;A
2010;ES61;_T;45354;ANDALUCES;8404.0;A
2010;ES61;_T;45576;ANDALUCES;15033.0;A
2010;ES61;_T;45657;ANDALUCES;2915.0;A
2010;ES61;_T;45765;ANDALUCES;5462.0;A
2010;ES61;_T;45873;ANDALUCES;12674.0;A
2010;ES61;_T;45980;ANDALUCES;11699.0;A
