D_TEMPORAL_0;D_SEXO_0;D_TERRITORIO_0;D_LUGARNACIMIEN_0;INDICATOR;OBS_VALUE;FREQ
2008;00;C12;11;Andaluces;3264.0;A
2008;00;C12;14;Andaluces;1245.0;A
2008;00;C12;18;Andaluces;1178.0;A
2008;00;C12;21;Andaluces;792.0;A
2008;00;C12;23;Andaluces;1303.0;A
2008;00;C12;29;Andaluces;1374.0;A
2008;00;C12;41;Andaluces;1905.0;A
2008;00;C12;C01;Andaluces;11674.0;A
2008;00;C13;04;Andaluces;9655.0;A
2008;00;C13;11;Andaluces;27390.0;A
2008;00;C13;14;Andaluces;58099.0;A
2008;00;C13;18;Andaluces;24378.0;A
2008;00;C13;21;Andaluces;11313.0;A
2008;00;C13;23;Andaluces;79699.0;A
2008;00;C13;29;Andaluces;22833.0;A
2008;00;C13;41;Andaluces;35964.0;A
2008;00;C13;C01;Andaluces;269331.0;A
2008;00;C14;04;Andaluces;11506.0;A
2008;00;C14;11;Andaluces;3063.0;A
2008;00;C14;14;Andaluces;3253.0;A
2008;00;C14;18;Andaluces;11855.0;A
2008;00;C14;21;Andaluces;627.0;A
2008;00;C14;23;Andaluces;7674.0;A
2008;00;C14;29;Andaluces;2101.0;A
2008;00;C14;41;Andaluces;2967.0;A
2008;00;C14;C01;Andaluces;43046.0;A
2008;00;C15;04;Andaluces;479.0;A
2008;00;C15;11;Andaluces;1359.0;A
2008;00;C15;14;Andaluces;1280.0;A
2008;00;C15;18;Andaluces;1460.0;A
2008;00;C15;21;Andaluces;263.0;A
2008;00;C15;23;Andaluces;6464.0;A
2008;00;C15;29;Andaluces;1102.0;A
2008;00;C15;41;Andaluces;1157.0;A
2008;00;C15;C01;Andaluces;13564.0;A
2008;00;C16;04;Andaluces;844.0;A
2008;00;C16;11;Andaluces;3514.0;A
2008;00;C16;14;Andaluces;6261.0;A
2008;00;C16;18;Andaluces;5106.0;A
2008;00;C16;21;Andaluces;2186.0;A
2008;00;C16;23;Andaluces;7235.0;A
2008;00;C16;29;Andaluces;7182.0;A
2008;00;C16;41;Andaluces;3811.0;A
2008;00;C16;C01;Andaluces;36139.0;A
2008;00;C17;04;Andaluces;114.0;A
2008;00;C17;11;Andaluces;565.0;A
2008;00;C17;14;Andaluces;538.0;A
2008;00;C17;18;Andaluces;446.0;A
2008;00;C17;21;Andaluces;162.0;A
2008;00;C17;23;Andaluces;1143.0;A
2008;00;C17;29;Andaluces;405.0;A
2008;00;C17;41;Andaluces;714.0;A
2008;00;C17;C01;Andaluces;4087.0;A
2008;00;C18;04;Andaluces;1325.0;A
2008;00;C18;11;Andaluces;4220.0;A
2008;00;C18;14;Andaluces;994.0;A
2008;00;C18;18;Andaluces;1923.0;A
2008;00;C18;21;Andaluces;367.0;A
2008;00;C18;23;Andaluces;731.0;A
2008;00;C18;29;Andaluces;4272.0;A
2008;00;C18;41;Andaluces;1495.0;A
2008;00;C18;C01;Andaluces;15327.0;A
2008;00;108;04;Andaluces;122354.0;A
2008;00;108;11;Andaluces;133400.0;A
2008;00;108;14;Andaluces;277668.0;A
2008;00;108;18;Andaluces;267644.0;A
2008;00;108;21;Andaluces;57528.0;A
2008;00;108;23;Andaluces;343440.0;A
2008;00;108;29;Andaluces;138636.0;A
2008;00;108;41;Andaluces;208589.0;A
2008;00;108;C01;Andaluces;1549259.0;A
2008;01;C02;04;Andaluces;764.0;A
2008;01;C02;11;Andaluces;1341.0;A
2008;01;C02;14;Andaluces;3094.0;A
2008;01;C02;18;Andaluces;1904.0;A
2008;01;C02;21;Andaluces;418.0;A
2008;01;C02;23;Andaluces;2632.0;A
2008;01;C02;29;Andaluces;1228.0;A
2008;01;C02;41;Andaluces;1829.0;A
2008;01;C02;C01;Andaluces;13210.0;A
2008;01;C03;04;Andaluces;199.0;A
2008;01;C03;11;Andaluces;430.0;A
2008;01;C03;14;Andaluces;1288.0;A
2008;01;C03;18;Andaluces;746.0;A
2008;01;C03;21;Andaluces;260.0;A
2008;01;C03;23;Andaluces;1231.0;A
2008;01;C03;29;Andaluces;947.0;A
2008;01;C03;41;Andaluces;630.0;A
2008;01;C03;C01;Andaluces;5731.0;A
2008;01;C04;04;Andaluces;1602.0;A
2008;01;C04;11;Andaluces;4999.0;A
2008;01;C04;14;Andaluces;5727.0;A
2008;01;C04;18;Andaluces;12284.0;A
2008;01;C04;21;Andaluces;1755.0;A
2008;01;C04;23;Andaluces;6697.0;A
2008;01;C04;29;Andaluces;2963.0;A
2008;01;C04;41;Andaluces;8166.0;A
2008;01;C04;C01;Andaluces;44193.0;A
2008;01;C05;04;Andaluces;936.0;A
2008;01;C05;11;Andaluces;5645.0;A
2008;01;C05;14;Andaluces;2360.0;A
2008;01;C05;18;Andaluces;2608.0;A
2008;01;C05;21;Andaluces;1029.0;A
2008;01;C05;23;Andaluces;1598.0;A
2008;01;C05;29;Andaluces;2881.0;A
2008;01;C05;41;Andaluces;5160.0;A
2008;01;C05;C01;Andaluces;22217.0;A
2008;01;C06;04;Andaluces;86.0;A
2008;01;C06;11;Andaluces;584.0;A
2008;01;C06;14;Andaluces;300.0;A
2008;01;C06;18;Andaluces;296.0;A
2008;01;C06;21;Andaluces;254.0;A
2008;01;C06;23;Andaluces;440.0;A
2008;01;C06;29;Andaluces;506.0;A
2008;01;C06;41;Andaluces;430.0;A
2008;01;C06;C01;Andaluces;2896.0;A
2008;01;C07;04;Andaluces;668.0;A
2008;01;C07;11;Andaluces;1512.0;A
2008;01;C07;14;Andaluces;4237.0;A
2008;01;C07;18;Andaluces;2091.0;A
2008;01;C07;21;Andaluces;649.0;A
2008;01;C07;23;Andaluces;5523.0;A
2008;01;C07;29;Andaluces;1392.0;A
2008;01;C07;41;Andaluces;2279.0;A
2008;01;C07;C01;Andaluces;18351.0;A
2008;01;C08;04;Andaluces;436.0;A
2008;01;C08;11;Andaluces;1231.0;A
2008;01;C08;14;Andaluces;1522.0;A
2008;01;C08;18;Andaluces;1318.0;A
2008;01;C08;21;Andaluces;479.0;A
2008;01;C08;23;Andaluces;1828.0;A
2008;01;C08;29;Andaluces;1053.0;A
2008;01;C08;41;Andaluces;1522.0;A
2008;01;C08;C01;Andaluces;9389.0;A
2008;01;C09;04;Andaluces;32267.0;A
2008;01;C09;11;Andaluces;19253.0;A
2008;01;C09;14;Andaluces;60756.0;A
2008;01;C09;18;Andaluces;64155.0;A
2008;01;C09;21;Andaluces;11851.0;A
2008;01;C09;23;Andaluces;61068.0;A
2008;01;C09;29;Andaluces;29508.0;A
2008;01;C09;41;Andaluces;43924.0;A
2008;01;C09;C01;Andaluces;322782.0;A
2008;01;C10;04;Andaluces;7094.0;A
2008;01;C10;11;Andaluces;8386.0;A
2008;01;C10;14;Andaluces;16902.0;A
2008;01;C10;18;Andaluces;19384.0;A
2008;01;C10;21;Andaluces;2182.0;A
2008;01;C10;23;Andaluces;31911.0;A
2008;01;C10;29;Andaluces;6422.0;A
2008;01;C10;41;Andaluces;10684.0;A
2008;01;C10;C01;Andaluces;102965.0;A
2008;01;C11;04;Andaluces;221.0;A
2008;01;C11;11;Andaluces;1077.0;A
2008;01;C11;14;Andaluces;1806.0;A
2008;01;C11;18;Andaluces;766.0;A
2008;01;C11;21;Andaluces;1107.0;A
2008;01;C11;23;Andaluces;932.0;A
2008;01;C11;29;Andaluces;686.0;A
2008;01;C11;41;Andaluces;3273.0;A
2008;01;C11;C01;Andaluces;9868.0;A
2008;01;C12;04;Andaluces;326.0;A
2008;01;C12;11;Andaluces;1654.0;A
2008;01;C12;14;Andaluces;659.0;A
2008;01;C12;18;Andaluces;617.0;A
2008;01;C12;21;Andaluces;386.0;A
2008;01;C12;23;Andaluces;706.0;A
2008;01;C12;29;Andaluces;702.0;A
2008;01;C12;41;Andaluces;977.0;A
2008;01;C12;C01;Andaluces;6027.0;A
2008;01;C13;04;Andaluces;4555.0;A
2008;01;C13;11;Andaluces;12794.0;A
2008;01;C13;14;Andaluces;26407.0;A
2008;01;C13;18;Andaluces;11516.0;A
2008;01;C13;21;Andaluces;5022.0;A
2008;01;C13;23;Andaluces;35987.0;A
2008;01;C13;29;Andaluces;10681.0;A
2008;01;C13;41;Andaluces;16639.0;A
2008;01;C13;C01;Andaluces;123601.0;A
2008;01;C14;04;Andaluces;5297.0;A
2008;01;C14;11;Andaluces;1490.0;A
2008;01;C14;14;Andaluces;1577.0;A
2008;01;C14;18;Andaluces;5458.0;A
2008;01;C14;21;Andaluces;294.0;A
2008;01;C14;23;Andaluces;3729.0;A
2008;01;C14;29;Andaluces;1043.0;A
2008;01;C14;41;Andaluces;1536.0;A
2008;01;C14;C01;Andaluces;20424.0;A
2008;01;C15;04;Andaluces;240.0;A
2008;01;C15;11;Andaluces;701.0;A
2008;01;C15;14;Andaluces;626.0;A
2008;01;C15;18;Andaluces;721.0;A
2008;01;C15;21;Andaluces;149.0;A
2008;01;C15;23;Andaluces;3175.0;A
2008;01;C15;29;Andaluces;526.0;A
2008;01;C15;41;Andaluces;604.0;A
2008;01;C15;C01;Andaluces;6742.0;A
2008;01;C16;04;Andaluces;400.0;A
2008;01;C16;11;Andaluces;1700.0;A
2008;01;C16;14;Andaluces;2990.0;A
2008;01;C16;18;Andaluces;2458.0;A
2008;01;C16;21;Andaluces;1011.0;A
2008;01;C16;23;Andaluces;3457.0;A
2008;01;C16;29;Andaluces;3486.0;A
2008;01;C16;41;Andaluces;1793.0;A
2008;01;C16;C01;Andaluces;17295.0;A
2008;01;C17;04;Andaluces;58.0;A
2008;01;C17;11;Andaluces;303.0;A
2008;01;C17;14;Andaluces;295.0;A
2008;01;C17;18;Andaluces;229.0;A
2008;01;C17;21;Andaluces;79.0;A
2008;01;C17;23;Andaluces;579.0;A
2008;01;C17;29;Andaluces;211.0;A
2008;01;C17;41;Andaluces;371.0;A
2008;01;C17;C01;Andaluces;2125.0;A
2008;01;C18;04;Andaluces;615.0;A
2008;01;C18;11;Andaluces;2405.0;A
2008;01;C18;14;Andaluces;555.0;A
2008;01;C18;18;Andaluces;1005.0;A
2008;01;C18;21;Andaluces;197.0;A
2008;01;C18;23;Andaluces;398.0;A
2008;01;C18;29;Andaluces;2153.0;A
2008;01;C18;41;Andaluces;850.0;A
2008;01;C18;C01;Andaluces;8178.0;A
2008;01;108;04;Andaluces;55764.0;A
2008;01;108;11;Andaluces;65505.0;A
2008;01;108;14;Andaluces;131101.0;A
2008;01;108;18;Andaluces;127556.0;A
2008;01;108;21;Andaluces;27122.0;A
2008;01;108;23;Andaluces;161891.0;A
2008;01;108;29;Andaluces;66388.0;A
2008;01;108;41;Andaluces;100667.0;A
2008;01;108;C01;Andaluces;735994.0;A
2008;06;C02;04;Andaluces;841.0;A
2008;06;C02;11;Andaluces;1268.0;A
2008;06;C02;14;Andaluces;3370.0;A
2008;06;C02;18;Andaluces;1980.0;A
2008;06;C02;21;Andaluces;410.0;A
2008;06;C02;23;Andaluces;2692.0;A
2008;06;C02;29;Andaluces;1202.0;A
2008;06;C02;41;Andaluces;1783.0;A
2008;06;C02;C01;Andaluces;13546.0;A
2008;06;C03;04;Andaluces;223.0;A
2008;06;C03;11;Andaluces;542.0;A
2008;06;C03;14;Andaluces;1444.0;A
2008;06;C03;18;Andaluces;830.0;A
2008;06;C03;21;Andaluces;300.0;A
2008;06;C03;23;Andaluces;1444.0;A
2008;06;C03;29;Andaluces;1003.0;A
2008;06;C03;41;Andaluces;690.0;A
2008;06;C03;C01;Andaluces;6476.0;A
2008;06;C04;04;Andaluces;1494.0;A
2008;06;C04;11;Andaluces;4457.0;A
2008;06;C04;14;Andaluces;5592.0;A
2008;06;C04;18;Andaluces;12336.0;A
2008;06;C04;21;Andaluces;1634.0;A
2008;06;C04;23;Andaluces;6654.0;A
2008;06;C04;29;Andaluces;2855.0;A
2008;06;C04;41;Andaluces;7702.0;A
2008;06;C04;C01;Andaluces;42724.0;A
2008;06;C05;04;Andaluces;676.0;A
2008;06;C05;11;Andaluces;4812.0;A
2008;06;C05;14;Andaluces;1907.0;A
2008;06;C05;18;Andaluces;1978.0;A
2008;06;C05;21;Andaluces;886.0;A
2008;06;C05;23;Andaluces;1178.0;A
2008;06;C05;29;Andaluces;2307.0;A
2008;06;C05;41;Andaluces;4146.0;A
2008;06;C05;C01;Andaluces;17890.0;A
2008;06;C06;04;Andaluces;90.0;A
2008;06;C06;11;Andaluces;649.0;A
2008;06;C06;14;Andaluces;345.0;A
2008;06;C06;18;Andaluces;260.0;A
2008;06;C06;21;Andaluces;274.0;A
2008;06;C06;23;Andaluces;435.0;A
2008;06;C06;29;Andaluces;462.0;A
2008;06;C06;41;Andaluces;470.0;A
2008;06;C06;C01;Andaluces;2985.0;A
2008;06;C07;04;Andaluces;748.0;A
2008;06;C07;11;Andaluces;1598.0;A
2008;06;C07;14;Andaluces;4488.0;A
2008;06;C07;18;Andaluces;2093.0;A
2008;06;C07;21;Andaluces;666.0;A
2008;06;C07;23;Andaluces;5846.0;A
2008;06;C07;29;Andaluces;1320.0;A
2008;06;C07;41;Andaluces;2341.0;A
2008;06;C07;C01;Andaluces;19100.0;A
2008;06;C08;04;Andaluces;436.0;A
2008;06;C08;11;Andaluces;1289.0;A
2008;06;C08;14;Andaluces;1566.0;A
2008;06;C08;18;Andaluces;1254.0;A
2008;06;C08;21;Andaluces;596.0;A
2008;06;C08;23;Andaluces;1970.0;A
2008;06;C08;29;Andaluces;1146.0;A
2008;06;C08;41;Andaluces;1600.0;A
2008;06;C08;C01;Andaluces;9857.0;A
2008;06;C09;04;Andaluces;40497.0;A
2008;06;C09;11;Andaluces;21309.0;A
2008;06;C09;14;Andaluces;68401.0;A
2008;06;C09;18;Andaluces;73354.0;A
2008;06;C09;21;Andaluces;13402.0;A
2008;06;C09;23;Andaluces;68492.0;A
2008;06;C09;29;Andaluces;33658.0;A
2008;06;C09;41;Andaluces;49293.0;A
2008;06;C09;C01;Andaluces;368406.0;A
2008;06;C10;04;Andaluces;8289.0;A
2008;06;C10;11;Andaluces;8592.0;A
2008;06;C10;14;Andaluces;19006.0;A
2008;06;C10;18;Andaluces;20901.0;A
2008;06;C10;21;Andaluces;2345.0;A
2008;06;C10;23;Andaluces;35706.0;A
2008;06;C10;29;Andaluces;7126.0;A
2008;06;C10;41;Andaluces;11317.0;A
2008;06;C10;C01;Andaluces;113282.0;A
2008;06;C11;04;Andaluces;251.0;A
2008;06;C11;11;Andaluces;1051.0;A
2008;06;C11;14;Andaluces;1887.0;A
2008;06;C11;18;Andaluces;760.0;A
2008;06;C11;21;Andaluces;1321.0;A
2008;06;C11;23;Andaluces;914.0;A
2008;06;C11;29;Andaluces;702.0;A
2008;06;C11;41;Andaluces;3337.0;A
2008;06;C11;C01;Andaluces;10223.0;A
2008;06;C12;04;Andaluces;287.0;A
2008;06;C12;11;Andaluces;1610.0;A
2008;06;C12;14;Andaluces;586.0;A
2008;06;C12;18;Andaluces;561.0;A
2008;06;C12;21;Andaluces;406.0;A
2008;06;C12;23;Andaluces;597.0;A
2008;06;C12;29;Andaluces;672.0;A
2008;06;C12;41;Andaluces;928.0;A
2008;06;C12;C01;Andaluces;5647.0;A
2008;06;C13;04;Andaluces;5100.0;A
2008;06;C13;11;Andaluces;14596.0;A
2008;06;C13;14;Andaluces;31692.0;A
2008;06;C13;18;Andaluces;12862.0;A
2008;06;C13;21;Andaluces;6291.0;A
2008;06;C13;23;Andaluces;43712.0;A
2008;06;C13;29;Andaluces;12152.0;A
2008;06;C13;41;Andaluces;19325.0;A
2008;06;C13;C01;Andaluces;145730.0;A
2008;06;C14;04;Andaluces;6209.0;A
2008;06;C14;11;Andaluces;1573.0;A
2008;06;C14;14;Andaluces;1676.0;A
2008;06;C14;18;Andaluces;6397.0;A
2008;06;C14;21;Andaluces;333.0;A
2008;06;C14;23;Andaluces;3945.0;A
2008;06;C14;29;Andaluces;1058.0;A
2008;06;C14;41;Andaluces;1431.0;A
2008;06;C14;C01;Andaluces;22622.0;A
2008;06;C15;04;Andaluces;239.0;A
2008;06;C15;11;Andaluces;658.0;A
2008;06;C15;14;Andaluces;654.0;A
2008;06;C15;18;Andaluces;739.0;A
2008;06;C15;21;Andaluces;114.0;A
2008;06;C15;23;Andaluces;3289.0;A
2008;06;C15;29;Andaluces;576.0;A
2008;06;C15;41;Andaluces;553.0;A
2008;06;C15;C01;Andaluces;6822.0;A
2008;06;C16;04;Andaluces;444.0;A
2008;06;C16;11;Andaluces;1814.0;A
2008;06;C16;14;Andaluces;3271.0;A
2008;06;C16;18;Andaluces;2648.0;A
2008;06;C16;21;Andaluces;1175.0;A
2008;06;C16;23;Andaluces;3778.0;A
2008;06;C16;29;Andaluces;3696.0;A
2008;06;C16;41;Andaluces;2018.0;A
2008;06;C16;C01;Andaluces;18844.0;A
2008;06;C17;04;Andaluces;56.0;A
2008;06;C17;11;Andaluces;262.0;A
2008;06;C17;14;Andaluces;243.0;A
2008;06;C17;18;Andaluces;217.0;A
2008;06;C17;21;Andaluces;83.0;A
2008;06;C17;23;Andaluces;564.0;A
2008;06;C17;29;Andaluces;194.0;A
2008;06;C17;41;Andaluces;343.0;A
2008;06;C17;C01;Andaluces;1962.0;A
2008;06;C18;04;Andaluces;710.0;A
2008;06;C18;11;Andaluces;1815.0;A
2008;06;C18;14;Andaluces;439.0;A
2008;06;C18;18;Andaluces;918.0;A
2008;06;C18;21;Andaluces;170.0;A
2008;06;C18;23;Andaluces;333.0;A
2008;06;C18;29;Andaluces;2119.0;A
2008;06;C18;41;Andaluces;645.0;A
2008;06;C18;C01;Andaluces;7149.0;A
2008;06;108;04;Andaluces;66590.0;A
2008;06;108;11;Andaluces;67895.0;A
2008;06;108;14;Andaluces;146567.0;A
2008;06;108;18;Andaluces;140088.0;A
2008;06;108;21;Andaluces;30406.0;A
2008;06;108;23;Andaluces;181549.0;A
2008;06;108;29;Andaluces;72248.0;A
2008;06;108;41;Andaluces;107922.0;A
2008;06;108;C01;Andaluces;813265.0;A
2009;00;C02;04;Andaluces;1593.0;A
2009;00;C02;11;Andaluces;2588.0;A
2009;00;C02;14;Andaluces;6356.0;A
2009;00;C02;18;Andaluces;3851.0;A
2009;00;C02;21;Andaluces;838.0;A
2009;00;C02;23;Andaluces;5316.0;A
2009;00;C02;29;Andaluces;2421.0;A
2009;00;C02;41;Andaluces;3599.0;A
2009;00;C02;C01;Andaluces;26562.0;A
2009;00;C03;04;Andaluces;427.0;A
2009;00;C03;11;Andaluces;994.0;A
2009;00;C03;14;Andaluces;2692.0;A
2009;00;C03;18;Andaluces;1576.0;A
2009;00;C03;21;Andaluces;564.0;A
2009;00;C03;23;Andaluces;2617.0;A
2009;00;C03;29;Andaluces;1952.0;A
2009;00;C03;41;Andaluces;1342.0;A
2009;00;C03;C01;Andaluces;12164.0;A
2009;00;C04;04;Andaluces;3089.0;A
2009;00;C04;11;Andaluces;9358.0;A
2009;00;C04;14;Andaluces;11217.0;A
2009;00;C04;18;Andaluces;24590.0;A
2009;00;C04;21;Andaluces;3370.0;A
2009;00;C04;23;Andaluces;13233.0;A
2009;00;C04;29;Andaluces;5844.0;A
2009;00;C04;41;Andaluces;15679.0;A
2009;00;C04;C01;Andaluces;86380.0;A
2009;00;C05;04;Andaluces;1639.0;A
2009;00;C05;11;Andaluces;10139.0;A
2009;00;C05;14;Andaluces;4200.0;A
2009;00;C05;18;Andaluces;4573.0;A
2009;00;C05;21;Andaluces;1926.0;A
2009;00;C05;23;Andaluces;2761.0;A
2009;00;C05;29;Andaluces;5168.0;A
2009;00;C05;41;Andaluces;9025.0;A
2009;00;C05;C01;Andaluces;39431.0;A
2009;00;C06;04;Andaluces;181.0;A
2009;00;C06;11;Andaluces;1232.0;A
2009;00;C06;14;Andaluces;651.0;A
2009;00;C06;18;Andaluces;563.0;A
2009;00;C06;21;Andaluces;526.0;A
2009;00;C06;23;Andaluces;869.0;A
2009;00;C06;29;Andaluces;961.0;A
2009;00;C06;41;Andaluces;891.0;A
2009;00;C06;C01;Andaluces;5874.0;A
2009;00;C07;04;Andaluces;1453.0;A
2009;00;C07;11;Andaluces;3203.0;A
2009;00;C07;14;Andaluces;8790.0;A
2009;00;C07;18;Andaluces;4261.0;A
2009;00;C07;21;Andaluces;1346.0;A
2009;00;C07;23;Andaluces;11496.0;A
2009;00;C07;29;Andaluces;2789.0;A
2009;00;C07;41;Andaluces;4738.0;A
2009;00;C07;C01;Andaluces;38076.0;A
2009;00;C08;04;Andaluces;896.0;A
2009;00;C08;11;Andaluces;2516.0;A
2009;00;C08;14;Andaluces;3075.0;A
2009;00;C08;18;Andaluces;2603.0;A
2009;00;C08;21;Andaluces;1082.0;A
2009;00;C08;23;Andaluces;3776.0;A
2009;00;C08;29;Andaluces;2211.0;A
2009;00;C08;41;Andaluces;3132.0;A
2009;00;C08;C01;Andaluces;19291.0;A
2009;00;C09;04;Andaluces;70970.0;A
2009;00;C09;11;Andaluces;40003.0;A
2009;00;C09;14;Andaluces;126892.0;A
2009;00;C09;18;Andaluces;135058.0;A
2009;00;C09;21;Andaluces;24743.0;A
2009;00;C09;23;Andaluces;127216.0;A
2009;00;C09;29;Andaluces;62032.0;A
2009;00;C09;41;Andaluces;91588.0;A
2009;00;C09;C01;Andaluces;678502.0;A
2009;00;C10;04;Andaluces;15172.0;A
2009;00;C10;11;Andaluces;16856.0;A
2009;00;C10;14;Andaluces;35331.0;A
2009;00;C10;18;Andaluces;39905.0;A
2009;00;C10;21;Andaluces;4479.0;A
2009;00;C10;23;Andaluces;66748.0;A
2009;00;C10;29;Andaluces;13478.0;A
2009;00;C10;41;Andaluces;21800.0;A
2009;00;C10;C01;Andaluces;213769.0;A
2009;00;C11;04;Andaluces;491.0;A
2009;00;C11;11;Andaluces;2154.0;A
2009;00;C11;14;Andaluces;3734.0;A
2009;00;C11;18;Andaluces;1539.0;A
2009;00;C11;21;Andaluces;2429.0;A
2009;00;C11;23;Andaluces;1863.0;A
2009;00;C11;29;Andaluces;1401.0;A
2009;00;C11;41;Andaluces;6647.0;A
2009;00;C11;C01;Andaluces;20258.0;A
2009;00;C12;04;Andaluces;637.0;A
2009;00;C12;11;Andaluces;3315.0;A
2009;00;C12;14;Andaluces;1254.0;A
2009;00;C12;18;Andaluces;1228.0;A
2009;00;C12;21;Andaluces;797.0;A
2009;00;C12;23;Andaluces;1311.0;A
2009;00;C12;29;Andaluces;1421.0;A
2009;00;C12;41;Andaluces;1942.0;A
2009;00;C12;C01;Andaluces;11905.0;A
2009;00;C13;04;Andaluces;9636.0;A
2009;00;C13;11;Andaluces;27538.0;A
2009;00;C13;14;Andaluces;57388.0;A
2009;00;C13;18;Andaluces;24454.0;A
2009;00;C13;21;Andaluces;11237.0;A
2009;00;C13;23;Andaluces;78446.0;A
2009;00;C13;29;Andaluces;22934.0;A
2009;00;C13;41;Andaluces;35871.0;A
2009;00;C13;C01;Andaluces;267504.0;A
2009;00;C14;04;Andaluces;11530.0;A
2009;00;C14;11;Andaluces;3117.0;A
2009;00;C14;14;Andaluces;3221.0;A
2009;00;C14;18;Andaluces;11920.0;A
2009;00;C14;21;Andaluces;630.0;A
2009;00;C14;23;Andaluces;7726.0;A
2009;00;C14;29;Andaluces;2109.0;A
2009;00;C14;41;Andaluces;3022.0;A
2009;00;C14;C01;Andaluces;43275.0;A
2009;00;C15;04;Andaluces;476.0;A
2009;00;C15;11;Andaluces;1409.0;A
2009;00;C15;14;Andaluces;1281.0;A
2009;00;C15;18;Andaluces;1478.0;A
2009;00;C15;21;Andaluces;262.0;A
2009;00;C15;23;Andaluces;6366.0;A
2009;00;C15;29;Andaluces;1108.0;A
2009;00;C15;41;Andaluces;1179.0;A
2009;00;C15;C01;Andaluces;13559.0;A
2009;00;C16;04;Andaluces;835.0;A
2009;00;C16;11;Andaluces;3506.0;A
2009;00;C16;14;Andaluces;6199.0;A
2009;00;C16;18;Andaluces;5014.0;A
2009;00;C16;21;Andaluces;2157.0;A
2009;00;C16;23;Andaluces;7113.0;A
2009;00;C16;29;Andaluces;7062.0;A
2009;00;C16;41;Andaluces;3779.0;A
2009;00;C16;C01;Andaluces;35665.0;A
2009;00;C17;04;Andaluces;122.0;A
2009;00;C17;11;Andaluces;584.0;A
2009;00;C17;14;Andaluces;534.0;A
2009;00;C17;18;Andaluces;456.0;A
2009;00;C17;21;Andaluces;164.0;A
2009;00;C17;23;Andaluces;1150.0;A
2009;00;C17;29;Andaluces;418.0;A
2009;00;C17;41;Andaluces;717.0;A
2009;00;C17;C01;Andaluces;4145.0;A
2009;00;C18;04;Andaluces;1293.0;A
2009;00;C18;11;Andaluces;4223.0;A
2009;00;C18;14;Andaluces;983.0;A
2009;00;C18;18;Andaluces;1962.0;A
2009;00;C18;21;Andaluces;358.0;A
2009;00;C18;23;Andaluces;736.0;A
2009;00;C18;29;Andaluces;4263.0;A
2009;00;C18;41;Andaluces;1490.0;A
2009;00;C18;C01;Andaluces;15308.0;A
2009;00;108;04;Andaluces;120440.0;A
2009;00;108;11;Andaluces;132735.0;A
2009;00;108;14;Andaluces;273798.0;A
2009;00;108;18;Andaluces;265031.0;A
2009;00;108;21;Andaluces;56908.0;A
2009;00;108;23;Andaluces;338743.0;A
2009;00;108;29;Andaluces;137572.0;A
2009;00;108;41;Andaluces;206441.0;A
2009;00;108;C01;Andaluces;1531668.0;A
2009;01;C02;04;Andaluces;751.0;A
2009;01;C02;11;Andaluces;1332.0;A
2009;01;C02;14;Andaluces;3038.0;A
2009;01;C02;18;Andaluces;1886.0;A
2009;01;C02;21;Andaluces;415.0;A
2009;01;C02;23;Andaluces;2618.0;A
2009;01;C02;29;Andaluces;1221.0;A
2009;01;C02;41;Andaluces;1817.0;A
2009;01;C02;C01;Andaluces;13078.0;A
2009;01;C03;04;Andaluces;199.0;A
2009;01;C03;11;Andaluces;446.0;A
2009;01;C03;14;Andaluces;1261.0;A
2009;01;C03;18;Andaluces;748.0;A
2009;01;C03;21;Andaluces;258.0;A
2009;01;C03;23;Andaluces;1201.0;A
2009;01;C03;29;Andaluces;937.0;A
2009;01;C03;41;Andaluces;641.0;A
2009;01;C03;C01;Andaluces;5691.0;A
2009;01;C04;04;Andaluces;1581.0;A
2009;01;C04;11;Andaluces;4968.0;A
2009;01;C04;14;Andaluces;5649.0;A
2009;01;C04;18;Andaluces;12209.0;A
2009;01;C04;21;Andaluces;1737.0;A
2009;01;C04;23;Andaluces;6578.0;A
2009;01;C04;29;Andaluces;2974.0;A
2009;01;C04;41;Andaluces;8023.0;A
2009;01;C04;C01;Andaluces;43719.0;A
2009;01;C05;04;Andaluces;947.0;A
2009;01;C05;11;Andaluces;5475.0;A
2009;01;C05;14;Andaluces;2320.0;A
2009;01;C05;18;Andaluces;2588.0;A
2009;01;C05;21;Andaluces;1040.0;A
2009;01;C05;23;Andaluces;1584.0;A
2009;01;C05;29;Andaluces;2887.0;A
2009;01;C05;41;Andaluces;4972.0;A
2009;01;C05;C01;Andaluces;21813.0;A
2009;01;C06;04;Andaluces;91.0;A
2009;01;C06;11;Andaluces;580.0;A
2009;01;C06;14;Andaluces;305.0;A
2009;01;C06;18;Andaluces;292.0;A
2009;01;C06;21;Andaluces;252.0;A
2009;01;C06;23;Andaluces;435.0;A
2009;01;C06;29;Andaluces;490.0;A
2009;01;C06;41;Andaluces;430.0;A
2009;01;C06;C01;Andaluces;2875.0;A
2009;01;C07;04;Andaluces;686.0;A
2009;01;C07;11;Andaluces;1572.0;A
2009;01;C07;14;Andaluces;4267.0;A
2009;01;C07;18;Andaluces;2129.0;A
2009;01;C07;21;Andaluces;665.0;A
2009;01;C07;23;Andaluces;5568.0;A
2009;01;C07;29;Andaluces;1429.0;A
2009;01;C07;41;Andaluces;2314.0;A
2009;01;C07;C01;Andaluces;18630.0;A
