D_TEMPORAL_0;D_SEXO_0;D_TERRITORIO_0;D_LUGARNACIMIEN_0;INDICATOR;OBS_VALUE;FREQ
2000;06;C12;29;Andaluces;600.0345523;A
2000;06;C12;41;Andaluces;818.1185188;A
2000;06;C12;C01;Andaluces;5207.7592402;A
2000;06;C13;04;Andaluces;5300.1982943;A
2000;06;C13;11;Andaluces;14815.7781832;A
2000;06;C13;14;Andaluces;34887.612481;A
2000;06;C13;18;Andaluces;13410.4186299;A
2000;06;C13;21;Andaluces;6817.5218764;A
2000;06;C13;23;Andaluces;49394.8398131;A
2000;06;C13;29;Andaluces;12559.8967028;A
2000;06;C13;41;Andaluces;20083.9140811;A
2000;06;C13;C01;Andaluces;157270.1800618;A
2000;06;C14;04;Andaluces;6143.9764231;A
2000;06;C14;11;Andaluces;1491.1285211;A
2000;06;C14;14;Andaluces;1581.9418293;A
2000;06;C14;18;Andaluces;6123.8713528;A
2000;06;C14;21;Andaluces;301.9969564;A
2000;06;C14;23;Andaluces;3688.7711058;A
2000;06;C14;29;Andaluces;971.0466864;A
2000;06;C14;41;Andaluces;1364.0765996;A
2000;06;C14;C01;Andaluces;21666.8094745;A
2000;06;C15;04;Andaluces;245.1129336;A
2000;06;C15;11;Andaluces;634.2894795;A
2000;06;C15;14;Andaluces;665.3169536;A
2000;06;C15;18;Andaluces;745.3576191;A
2000;06;C15;21;Andaluces;98.0698958;A
2000;06;C15;23;Andaluces;3500.818706;A
2000;06;C15;29;Andaluces;560.3207291;A
2000;06;C15;41;Andaluces;508.349708;A
2000;06;C15;C01;Andaluces;6957.6360247;A
2000;06;C16;04;Andaluces;489.9751965;A
2000;06;C16;11;Andaluces;1942.077955;A
2000;06;C16;14;Andaluces;3703.2617707;A
2000;06;C16;18;Andaluces;2951.0798546;A
2000;06;C16;21;Andaluces;1337.9901894;A
2000;06;C16;23;Andaluces;4797.1405631;A
2000;06;C16;29;Andaluces;4215.0790804;A
2000;06;C16;41;Andaluces;2134.2407126;A
2000;06;C16;C01;Andaluces;21570.8453223;A
2000;06;C17;04;Andaluces;53.7170937;A
2000;06;C17;11;Andaluces;196.9347938;A
2000;06;C17;14;Andaluces;225.8255183;A
2000;06;C17;18;Andaluces;219.0352728;A
2000;06;C17;21;Andaluces;74.0028739;A
2000;06;C17;23;Andaluces;539.056459;A
2000;06;C17;29;Andaluces;179.4924012;A
2000;06;C17;41;Andaluces;293.5499746;A
2000;06;C17;C01;Andaluces;1781.6143873;A
2000;06;C18;04;Andaluces;967.1071963;A
2000;06;C18;11;Andaluces;2059.0415202;A
2000;06;C18;14;Andaluces;444.0175179;A
2000;06;C18;18;Andaluces;1004.1328008;A
2000;06;C18;21;Andaluces;192.0028466;A
2000;06;C18;23;Andaluces;353.0359218;A
2000;06;C18;29;Andaluces;2475.0075394;A
2000;06;C18;41;Andaluces;725.0154345;A
2000;06;C18;C01;Andaluces;8219.3607775;A
2000;06;108;04;Andaluces;75336.7793045;A
2000;06;108;11;Andaluces;69953.256903;A
2000;06;108;14;Andaluces;157884.0539118;A
2000;06;108;18;Andaluces;149437.0511093;A
2000;06;108;21;Andaluces;32553.2206977;A
2000;06;108;23;Andaluces;197556.9706813;A
2000;06;108;29;Andaluces;77421.6921874;A
2000;06;108;41;Andaluces;111745.5150996;A
2000;06;108;C01;Andaluces;871888.5398946;A
2001;00;C02;04;Andaluces;1696.4601692;A
2001;00;C02;11;Andaluces;2543.1495193;A
2001;00;C02;14;Andaluces;6801.5433328;A
2001;00;C02;18;Andaluces;4005.9186251;A
2001;00;C02;21;Andaluces;811.6481601;A
2001;00;C02;23;Andaluces;5683.4239418;A
2001;00;C02;29;Andaluces;2511.996254;A
2001;00;C02;41;Andaluces;3442.9799059;A
2001;00;C02;C01;Andaluces;27497.1199082;A
2001;00;C03;04;Andaluces;413.9966236;A
2001;00;C03;11;Andaluces;914.9824188;A
2001;00;C03;14;Andaluces;3074.0049489;A
2001;00;C03;18;Andaluces;1740.9998934;A
2001;00;C03;21;Andaluces;559.0013277;A
2001;00;C03;23;Andaluces;3023.9958108;A
2001;00;C03;29;Andaluces;2041.9776978;A
2001;00;C03;41;Andaluces;1289.0074319;A
2001;00;C03;C01;Andaluces;13057.9661529;A
2001;00;C04;04;Andaluces;3337.0425826;A
2001;00;C04;11;Andaluces;10963.0142461;A
2001;00;C04;14;Andaluces;11877.0178524;A
2001;00;C04;18;Andaluces;26061.0884322;A
2001;00;C04;21;Andaluces;3729.9706871;A
2001;00;C04;23;Andaluces;14300.0275171;A
2001;00;C04;29;Andaluces;6055.9930022;A
2001;00;C04;41;Andaluces;16837.1226846;A
2001;00;C04;C01;Andaluces;93161.2770043;A
2001;00;C05;04;Andaluces;1556.980332;A
2001;00;C05;11;Andaluces;12005.0574802;A
2001;00;C05;14;Andaluces;4344.9743599;A
2001;00;C05;18;Andaluces;4565.9844791;A
2001;00;C05;21;Andaluces;1838.0004998;A
2001;00;C05;23;Andaluces;2685.0142631;A
2001;00;C05;29;Andaluces;5076.0125822;A
2001;00;C05;41;Andaluces;9839.961378;A
2001;00;C05;C01;Andaluces;41911.9853743;A
2001;00;C06;04;Andaluces;151.0048133;A
2001;00;C06;11;Andaluces;1177.021671;A
2001;00;C06;14;Andaluces;575.0118257;A
2001;00;C06;18;Andaluces;488.0026832;A
2001;00;C06;21;Andaluces;545.0047782;A
2001;00;C06;23;Andaluces;853.9900748;A
2001;00;C06;29;Andaluces;824.9803822;A
2001;00;C06;41;Andaluces;784.9937173;A
2001;00;C06;C01;Andaluces;5400.0099457;A
2001;00;C07;04;Andaluces;1220.4420149;A
2001;00;C07;11;Andaluces;2478.3525212;A
2001;00;C07;14;Andaluces;7711.4398327;A
2001;00;C07;18;Andaluces;3440.4256786;A
2001;00;C07;21;Andaluces;1120.6547891;A
2001;00;C07;23;Andaluces;9996.5166932;A
2001;00;C07;29;Andaluces;2254.2145043;A
2001;00;C07;41;Andaluces;3446.624856;A
2001;00;C07;C01;Andaluces;31668.67089;A
2001;00;C08;04;Andaluces;881.1093269;A
2001;00;C08;11;Andaluces;2325.3759386;A
2001;00;C08;14;Andaluces;3095.4856938;A
2001;00;C08;18;Andaluces;2520.2798252;A
2001;00;C08;21;Andaluces;1011.187899;A
2001;00;C08;23;Andaluces;3817.5773066;A
2001;00;C08;29;Andaluces;2059.3430274;A
2001;00;C08;41;Andaluces;2919.4614678;A
2001;00;C08;C01;Andaluces;18629.8204853;A
2001;00;C09;04;Andaluces;86271.9848256;A
2001;00;C09;11;Andaluces;44384.4516869;A
2001;00;C09;14;Andaluces;143989.5667251;A
2001;00;C09;18;Andaluces;153954.6689591;A
2001;00;C09;21;Andaluces;28319.6452703;A
2001;00;C09;23;Andaluces;144685.859165;A
2001;00;C09;29;Andaluces;71255.2874252;A
2001;00;C09;41;Andaluces;102514.1448676;A
2001;00;C09;C01;Andaluces;775375.6089248;A
2001;00;C10;04;Andaluces;16310.6635955;A
2001;00;C10;11;Andaluces;16516.2379854;A
2001;00;C10;14;Andaluces;37787.9003076;A
2001;00;C10;18;Andaluces;41692.5341077;A
2001;00;C10;21;Andaluces;4598.9458495;A
2001;00;C10;23;Andaluces;71497.0723497;A
2001;00;C10;29;Andaluces;14237.3656623;A
2001;00;C10;41;Andaluces;22250.4516431;A
2001;00;C10;C01;Andaluces;224891.1715008;A
2001;00;C11;04;Andaluces;424.7688643;A
2001;00;C11;11;Andaluces;1950.6176648;A
2001;00;C11;14;Andaluces;3577.8126982;A
2001;00;C11;18;Andaluces;1422.9791121;A
2001;00;C11;21;Andaluces;2386.7593604;A
2001;00;C11;23;Andaluces;1744.7388758;A
2001;00;C11;29;Andaluces;1211.8310814;A
2001;00;C11;41;Andaluces;6103.1414545;A
2001;00;C11;C01;Andaluces;18822.6491115;A
2001;00;C12;04;Andaluces;539.0065107;A
2001;00;C12;11;Andaluces;3042.989434;A
2001;00;C12;14;Andaluces;1157.0087619;A
2001;00;C12;18;Andaluces;1069.9990679;A
2001;00;C12;21;Andaluces;748.0081763;A
2001;00;C12;23;Andaluces;1191.9928467;A
2001;00;C12;29;Andaluces;1214.9939277;A
2001;00;C12;41;Andaluces;1663.9967871;A
2001;00;C12;C01;Andaluces;10627.9955123;A
2001;00;C13;04;Andaluces;9963.6695241;A
2001;00;C13;11;Andaluces;27588.0689744;A
2001;00;C13;14;Andaluces;63931.3101236;A
2001;00;C13;18;Andaluces;25385.1035323;A
2001;00;C13;21;Andaluces;12103.8711006;A
2001;00;C13;23;Andaluces;89854.6268323;A
2001;00;C13;29;Andaluces;23420.6740362;A
2001;00;C13;41;Andaluces;37382.986096;A
2001;00;C13;C01;Andaluces;289630.3102195;A
2001;00;C14;04;Andaluces;11368.0046018;A
2001;00;C14;11;Andaluces;2921.9822668;A
2001;00;C14;14;Andaluces;3067.0159983;A
2001;00;C14;18;Andaluces;11341.8768108;A
2001;00;C14;21;Andaluces;596.9938687;A
2001;00;C14;23;Andaluces;7379.9853476;A
2001;00;C14;29;Andaluces;1953.0255128;A
2001;00;C14;41;Andaluces;2803.0372206;A
2001;00;C14;C01;Andaluces;41431.9216274;A
2001;00;C15;04;Andaluces;478.2688785;A
2001;00;C15;11;Andaluces;1351.8326051;A
2001;00;C15;14;Andaluces;1339.8814752;A
2001;00;C15;18;Andaluces;1537.9586426;A
2001;00;C15;21;Andaluces;250.1558501;A
2001;00;C15;23;Andaluces;6929.6310081;A
2001;00;C15;29;Andaluces;1126.8584182;A
2001;00;C15;41;Andaluces;1111.8021155;A
2001;00;C15;C01;Andaluces;14126.3889933;A
2001;00;C16;04;Andaluces;903.9637864;A
2001;00;C16;11;Andaluces;3775.9346781;A
2001;00;C16;14;Andaluces;7146.9314415;A
2001;00;C16;18;Andaluces;5715.9587839;A
2001;00;C16;21;Andaluces;2460.019762;A
2001;00;C16;23;Andaluces;9186.0675765;A
2001;00;C16;29;Andaluces;8210.0028693;A
2001;00;C16;41;Andaluces;4138.9750386;A
2001;00;C16;C01;Andaluces;41537.8539363;A
2001;00;C17;04;Andaluces;117.9557034;A
2001;00;C17;11;Andaluces;480.6328619;A
2001;00;C17;14;Andaluces;481.2009114;A
2001;00;C17;18;Andaluces;456.5521882;A
2001;00;C17;21;Andaluces;147.0128589;A
2001;00;C17;23;Andaluces;1097.675542;A
2001;00;C17;29;Andaluces;397.3725185;A
2001;00;C17;41;Andaluces;633.5898728;A
2001;00;C17;C01;Andaluces;3811.9924571;A
2001;00;C18;04;Andaluces;1741.0480266;A
2001;00;C18;11;Andaluces;4669.9349444;A
2001;00;C18;14;Andaluces;1083.0151622;A
2001;00;C18;18;Andaluces;2188.9908898;A
2001;00;C18;21;Andaluces;418.9954611;A
2001;00;C18;23;Andaluces;829.9832914;A
2001;00;C18;29;Andaluces;4951.9142817;A
2001;00;C18;41;Andaluces;1882.9739202;A
2001;00;C18;C01;Andaluces;17766.8559774;A
2001;00;108;04;Andaluces;137376.3701794;A
2001;00;108;11;Andaluces;139089.636897;A
2001;00;108;14;Andaluces;301041.1214512;A
2001;00;108;18;Andaluces;287589.3217112;A
2001;00;108;21;Andaluces;61645.8756989;A
2001;00;108;23;Andaluces;374758.1784425;A
2001;00;108;29;Andaluces;148803.8431834;A
2001;00;108;41;Andaluces;219045.2504575;A
2001;00;108;C01;Andaluces;1669349.5980211;A
2001;01;C02;04;Andaluces;804.6897873;A
2001;01;C02;11;Andaluces;1299.5918101;A
2001;01;C02;14;Andaluces;3330.6057684;A
2001;01;C02;18;Andaluces;2000.9150429;A
2001;01;C02;21;Andaluces;405.3352671;A
2001;01;C02;23;Andaluces;2826.7661396;A
2001;01;C02;29;Andaluces;1287.0192733;A
2001;01;C02;41;Andaluces;1748.5885372;A
2001;01;C02;C01;Andaluces;13703.5116259;A
2001;01;C03;04;Andaluces;198.9759817;A
2001;01;C03;11;Andaluces;414.9542071;A
2001;01;C03;14;Andaluces;1486.908701;A
2001;01;C03;18;Andaluces;845.9585952;A
2001;01;C03;21;Andaluces;265.9769603;A
2001;01;C03;23;Andaluces;1425.9120605;A
2001;01;C03;29;Andaluces;999.9337678;A
2001;01;C03;41;Andaluces;619.9491807;A
2001;01;C03;C01;Andaluces;6258.5694543;A
2001;01;C04;04;Andaluces;1727.0177172;A
2001;01;C04;11;Andaluces;5805.1382039;A
2001;01;C04;14;Andaluces;6064.1257936;A
2001;01;C04;18;Andaluces;13140.4684805;A
2001;01;C04;21;Andaluces;1944.9598103;A
2001;01;C04;23;Andaluces;7214.1781025;A
2001;01;C04;29;Andaluces;3092.0779776;A
2001;01;C04;41;Andaluces;8716.4293853;A
2001;01;C04;C01;Andaluces;47704.3954709;A
2001;01;C05;04;Andaluces;891.9780694;A
2001;01;C05;11;Andaluces;6628.3610271;A
2001;01;C05;14;Andaluces;2463.0085982;A
2001;01;C05;18;Andaluces;2645.0923467;A
2001;01;C05;21;Andaluces;1004.0167279;A
2001;01;C05;23;Andaluces;1585.9491324;A
2001;01;C05;29;Andaluces;2837.1104314;A
2001;01;C05;41;Andaluces;5665.2137979;A
2001;01;C05;C01;Andaluces;23720.730131;A
2001;01;C06;04;Andaluces;75.0040601;A
2001;01;C06;11;Andaluces;553.9858644;A
2001;01;C06;14;Andaluces;273.9955107;A
2001;01;C06;18;Andaluces;254.9945389;A
2001;01;C06;21;Andaluces;261.9988641;A
2001;01;C06;23;Andaluces;425.966838;A
2001;01;C06;29;Andaluces;439.9734333;A
2001;01;C06;41;Andaluces;373.9743796;A
2001;01;C06;C01;Andaluces;2659.8934891;A
2001;01;C07;04;Andaluces;550.2110542;A
2001;01;C07;11;Andaluces;1157.7108754;A
2001;01;C07;14;Andaluces;3634.2998443;A
2001;01;C07;18;Andaluces;1689.8023715;A
2001;01;C07;21;Andaluces;561.37057;A
2001;01;C07;23;Andaluces;4749.8750448;A
2001;01;C07;29;Andaluces;1139.7507722;A
2001;01;C07;41;Andaluces;1648.7738324;A
2001;01;C07;C01;Andaluces;15131.7943648;A
2001;01;C08;04;Andaluces;435.0532631;A
2001;01;C08;11;Andaluces;1097.1454965;A
2001;01;C08;14;Andaluces;1524.2051928;A
2001;01;C08;18;Andaluces;1266.1165241;A
2001;01;C08;21;Andaluces;456.0754691;A
2001;01;C08;23;Andaluces;1838.1894216;A
2001;01;C08;29;Andaluces;1000.1332055;A
2001;01;C08;41;Andaluces;1404.1883785;A
2001;01;C08;C01;Andaluces;9021.1069512;A
2001;01;C09;04;Andaluces;38725.9272365;A
2001;01;C09;11;Andaluces;21372.2641607;A
2001;01;C09;14;Andaluces;68999.8535137;A
2001;01;C09;18;Andaluces;73155.5839638;A
2001;01;C09;21;Andaluces;13512.28547;A
2001;01;C09;23;Andaluces;69477.9386998;A
2001;01;C09;29;Andaluces;33912.0904745;A
2001;01;C09;41;Andaluces;49094.4341557;A
2001;01;C09;C01;Andaluces;368250.3776747;A
2001;01;C10;04;Andaluces;7581.6451556;A
2001;01;C10;11;Andaluces;8069.0323056;A
2001;01;C10;14;Andaluces;17893.2675911;A
2001;01;C10;18;Andaluces;20209.8318077;A
2001;01;C10;21;Andaluces;2213.4167541;A
2001;01;C10;23;Andaluces;33982.3012268;A
2001;01;C10;29;Andaluces;6789.0033614;A
2001;01;C10;41;Andaluces;10780.4331646;A
2001;01;C10;C01;Andaluces;107518.9313669;A
2001;01;C11;04;Andaluces;204.4020458;A
2001;01;C11;11;Andaluces;938.4123141;A
2001;01;C11;14;Andaluces;1747.9381206;A
2001;01;C11;18;Andaluces;719.1181613;A
2001;01;C11;21;Andaluces;1102.8965432;A
2001;01;C11;23;Andaluces;865.3388573;A
2001;01;C11;29;Andaluces;587.0322395;A
2001;01;C11;41;Andaluces;3050.5224293;A
2001;01;C11;C01;Andaluces;9215.6607111;A
2001;01;C12;04;Andaluces;291.998858;A
2001;01;C12;11;Andaluces;1521.9126646;A
2001;01;C12;14;Andaluces;624.9819408;A
2001;01;C12;18;Andaluces;565.9715331;A
2001;01;C12;21;Andaluces;359.9927587;A
2001;01;C12;23;Andaluces;641.9737476;A
2001;01;C12;29;Andaluces;613.9767232;A
2001;01;C12;41;Andaluces;859.9677959;A
2001;01;C12;C01;Andaluces;5480.7760219;A
2001;01;C13;04;Andaluces;4728.1392739;A
2001;01;C13;11;Andaluces;12874.5753026;A
2001;01;C13;14;Andaluces;29366.3552977;A
2001;01;C13;18;Andaluces;12023.6591458;A
2001;01;C13;21;Andaluces;5335.2294685;A
2001;01;C13;23;Andaluces;41040.1724624;A
2001;01;C13;29;Andaluces;10881.4569783;A
2001;01;C13;41;Andaluces;17415.0561558;A
2001;01;C13;C01;Andaluces;133664.644085;A
2001;01;C14;04;Andaluces;5232.0929922;A
2001;01;C14;11;Andaluces;1397.979486;A
2001;01;C14;14;Andaluces;1474.9733861;A
2001;01;C14;18;Andaluces;5194.2732263;A
2001;01;C14;21;Andaluces;288.9866169;A
2001;01;C14;23;Andaluces;3613.0602478;A
2001;01;C14;29;Andaluces;949.0223119;A
2001;01;C14;41;Andaluces;1423.0414884;A
2001;01;C14;C01;Andaluces;19573.4297556;A
2001;01;C15;04;Andaluces;242.1809584;A
2001;01;C15;11;Andaluces;700.5479283;A
2001;01;C15;14;Andaluces;670.5323907;A
2001;01;C15;18;Andaluces;785.6643594;A
2001;01;C15;21;Andaluces;144.1049315;A
2001;01;C15;23;Andaluces;3450.9091145;A
2001;01;C15;29;Andaluces;553.4269999;A
2001;01;C15;41;Andaluces;556.5077431;A
2001;01;C15;C01;Andaluces;7103.8744258;A
2001;01;C16;04;Andaluces;432.9777788;A
2001;01;C16;11;Andaluces;1835.9259441;A
2001;01;C16;14;Andaluces;3481.8915386;A
2001;01;C16;18;Andaluces;2802.8219796;A
2001;01;C16;21;Andaluces;1150.9855116;A
2001;01;C16;23;Andaluces;4540.9752073;A
2001;01;C16;29;Andaluces;4069.8765792;A
2001;01;C16;41;Andaluces;2028.9151853;A
2001;01;C16;C01;Andaluces;20344.3697245;A
2001;01;C17;04;Andaluces;62.4154166;A
2001;01;C17;11;Andaluces;265.5076871;A
2001;01;C17;14;Andaluces;262.6055187;A
2001;01;C17;18;Andaluces;228.9192036;A
2001;01;C17;21;Andaluces;71.4513695;A
2001;01;C17;23;Andaluces;551.1164253;A
2001;01;C17;29;Andaluces;219.1457008;A
2001;01;C17;41;Andaluces;328.3766111;A
2001;01;C17;C01;Andaluces;1989.5379327;A
2001;01;C18;04;Andaluces;819.0508736;A
2001;01;C18;11;Andaluces;2652.9328416;A
2001;01;C18;14;Andaluces;643.0256459;A
2001;01;C18;18;Andaluces;1178.0175287;A
2001;01;C18;21;Andaluces;232.0003345;A
2001;01;C18;23;Andaluces;467.984193;A
2001;01;C18;29;Andaluces;2545.0646493;A
2001;01;C18;41;Andaluces;1167.9948498;A
2001;01;C18;C01;Andaluces;9706.0709164;A
2001;01;108;04;Andaluces;63003.7605224;A
2001;01;108;11;Andaluces;68585.9781192;A
2001;01;108;14;Andaluces;143942.5743529;A
2001;01;108;18;Andaluces;138707.2088091;A
2001;01;108;21;Andaluces;29311.0834273;A
2001;01;108;23;Andaluces;178698.6069212;A
2001;01;108;29;Andaluces;71916.0948791;A
2001;01;108;41;Andaluces;106882.3670706;A
2001;01;108;C01;Andaluces;801047.6741018;A
2001;06;C02;04;Andaluces;891.7703819;A
2001;06;C02;11;Andaluces;1243.5577092;A
2001;06;C02;14;Andaluces;3470.9375644;A
2001;06;C02;18;Andaluces;2005.0035822;A
2001;06;C02;21;Andaluces;406.312893;A
2001;06;C02;23;Andaluces;2856.6578022;A
2001;06;C02;29;Andaluces;1224.9769807;A
2001;06;C02;41;Andaluces;1694.3913687;A
2001;06;C02;C01;Andaluces;13793.6082823;A
2001;06;C03;04;Andaluces;215.0206419;A
2001;06;C03;11;Andaluces;500.0282117;A
2001;06;C03;14;Andaluces;1587.0962479;A
2001;06;C03;18;Andaluces;895.0412982;A
2001;06;C03;21;Andaluces;293.0243674;A
2001;06;C03;23;Andaluces;1598.0837503;A
2001;06;C03;29;Andaluces;1042.04393;A
2001;06;C03;41;Andaluces;669.0582512;A
2001;06;C03;C01;Andaluces;6799.3966986;A
2001;06;C04;04;Andaluces;1610.0248654;A
2001;06;C04;11;Andaluces;5157.8760422;A
2001;06;C04;14;Andaluces;5812.8920588;A
2001;06;C04;18;Andaluces;12920.6199517;A
2001;06;C04;21;Andaluces;1785.0108768;A
2001;06;C04;23;Andaluces;7085.8494146;A
2001;06;C04;29;Andaluces;2963.9150246;A
2001;06;C04;41;Andaluces;8120.6932993;A
2001;06;C04;C01;Andaluces;45456.8815334;A
2001;06;C05;04;Andaluces;665.0022626;A
2001;06;C05;11;Andaluces;5376.6964531;A
2001;06;C05;14;Andaluces;1881.9657617;A
2001;06;C05;18;Andaluces;1920.8921324;A
2001;06;C05;21;Andaluces;833.9837719;A
2001;06;C05;23;Andaluces;1099.0651307;A
2001;06;C05;29;Andaluces;2238.9021508;A
2001;06;C05;41;Andaluces;4174.7475801;A
2001;06;C05;C01;Andaluces;18191.2552433;A
2001;06;C06;04;Andaluces;76.0007532;A
2001;06;C06;11;Andaluces;623.0358066;A
2001;06;C06;14;Andaluces;301.016315;A
2001;06;C06;18;Andaluces;233.0081443;A
2001;06;C06;21;Andaluces;283.0059141;A
2001;06;C06;23;Andaluces;428.0232368;A
2001;06;C06;29;Andaluces;385.0069489;A
2001;06;C06;41;Andaluces;411.0193377;A
2001;06;C06;C01;Andaluces;2740.1164566;A
2001;06;C07;04;Andaluces;670.2309607;A
2001;06;C07;11;Andaluces;1320.6416458;A
2001;06;C07;14;Andaluces;4077.1399884;A
2001;06;C07;18;Andaluces;1750.6233071;A
2001;06;C07;21;Andaluces;559.2842191;A
2001;06;C07;23;Andaluces;5246.6416484;A
2001;06;C07;29;Andaluces;1114.4637321;A
2001;06;C07;41;Andaluces;1797.8510236;A
2001;06;C07;C01;Andaluces;16536.8765252;A
2001;06;C08;04;Andaluces;446.0560638;A
2001;06;C08;11;Andaluces;1228.2304421;A
2001;06;C08;14;Andaluces;1571.280501;A
2001;06;C08;18;Andaluces;1254.1633011;A
2001;06;C08;21;Andaluces;555.1124299;A
2001;06;C08;23;Andaluces;1979.387885;A
2001;06;C08;29;Andaluces;1059.2098219;A
2001;06;C08;41;Andaluces;1515.2730893;A
2001;06;C08;C01;Andaluces;9608.7135341;A
2001;06;C09;04;Andaluces;47546.0575891;A
2001;06;C09;11;Andaluces;23012.1875262;A
2001;06;C09;14;Andaluces;74989.7132114;A
2001;06;C09;18;Andaluces;80799.0849953;A
2001;06;C09;21;Andaluces;14807.3598003;A
2001;06;C09;23;Andaluces;75207.9204652;A
2001;06;C09;29;Andaluces;37343.1969507;A
2001;06;C09;41;Andaluces;53419.7107119;A
2001;06;C09;C01;Andaluces;407125.2312501;A
2001;06;C10;04;Andaluces;8729.0184399;A
2001;06;C10;11;Andaluces;8447.2056798;A
2001;06;C10;14;Andaluces;19894.6327165;A
2001;06;C10;18;Andaluces;21482.7023;A
2001;06;C10;21;Andaluces;2385.5290954;A
2001;06;C10;23;Andaluces;37514.7711229;A
2001;06;C10;29;Andaluces;7448.3623009;A
2001;06;C10;41;Andaluces;11470.0184785;A
2001;06;C10;C01;Andaluces;117372.2401339;A
2001;06;C11;04;Andaluces;220.3668185;A
2001;06;C11;11;Andaluces;1012.2053507;A
2001;06;C11;14;Andaluces;1829.8745776;A
2001;06;C11;18;Andaluces;703.8609508;A
2001;06;C11;21;Andaluces;1283.8628172;A
2001;06;C11;23;Andaluces;879.4000185;A
2001;06;C11;29;Andaluces;624.7988419;A
2001;06;C11;41;Andaluces;3052.6190252;A
2001;06;C11;C01;Andaluces;9606.9884004;A
2001;06;C12;04;Andaluces;247.0076527;A
2001;06;C12;11;Andaluces;1521.0767694;A
2001;06;C12;14;Andaluces;532.0268211;A
2001;06;C12;18;Andaluces;504.0275348;A
2001;06;C12;21;Andaluces;388.0154176;A
2001;06;C12;23;Andaluces;550.0190991;A
2001;06;C12;29;Andaluces;601.0172045;A
2001;06;C12;41;Andaluces;804.0289912;A
2001;06;C12;C01;Andaluces;5147.2194904;A
2001;06;C13;04;Andaluces;5235.5302502;A
2001;06;C13;11;Andaluces;14713.4936718;A
2001;06;C13;14;Andaluces;34564.9548259;A
2001;06;C13;18;Andaluces;13361.4443865;A
2001;06;C13;21;Andaluces;6768.6416321;A
2001;06;C13;23;Andaluces;48814.4543699;A
2001;06;C13;29;Andaluces;12539.2170579;A
2001;06;C13;41;Andaluces;19967.9299402;A
2001;06;C13;C01;Andaluces;155965.6661345;A
2001;06;C14;04;Andaluces;6135.9116096;A
2001;06;C14;11;Andaluces;1524.0027808;A
2001;06;C14;14;Andaluces;1592.0426122;A
2001;06;C14;18;Andaluces;6147.6035845;A
2001;06;C14;21;Andaluces;308.0072518;A
2001;06;C14;23;Andaluces;3766.9250998;A
2001;06;C14;29;Andaluces;1004.0032009;A
2001;06;C14;41;Andaluces;1379.9957322;A
2001;06;C14;C01;Andaluces;21858.4918718;A
2001;06;C15;04;Andaluces;236.0879201;A
2001;06;C15;11;Andaluces;651.2846768;A
2001;06;C15;14;Andaluces;669.3490845;A
2001;06;C15;18;Andaluces;752.2942832;A
2001;06;C15;21;Andaluces;106.0509186;A
2001;06;C15;23;Andaluces;3478.7218936;A
2001;06;C15;29;Andaluces;573.4314183;A
2001;06;C15;41;Andaluces;555.2943724;A
2001;06;C15;C01;Andaluces;7022.5145675;A
2001;06;C16;04;Andaluces;470.9860076;A
2001;06;C16;11;Andaluces;1940.008734;A
2001;06;C16;14;Andaluces;3665.0399029;A
2001;06;C16;18;Andaluces;2913.1368043;A
2001;06;C16;21;Andaluces;1309.0342504;A
2001;06;C16;23;Andaluces;4645.0923692;A
2001;06;C16;29;Andaluces;4140.1262901;A
2001;06;C16;41;Andaluces;2110.0598533;A
2001;06;C16;C01;Andaluces;21193.4842118;A
2001;06;C17;04;Andaluces;55.5402868;A
2001;06;C17;11;Andaluces;215.1251748;A
2001;06;C17;14;Andaluces;218.5953927;A
2001;06;C17;18;Andaluces;227.6329846;A
2001;06;C17;21;Andaluces;75.5614894;A
2001;06;C17;23;Andaluces;546.5591167;A
2001;06;C17;29;Andaluces;178.2268177;A
2001;06;C17;41;Andaluces;305.2132617;A
2001;06;C17;C01;Andaluces;1822.4545244;A
2001;06;C18;04;Andaluces;921.997153;A
2001;06;C18;11;Andaluces;2017.0021028;A
2001;06;C18;14;Andaluces;439.9895163;A
2001;06;C18;18;Andaluces;1010.9733611;A
2001;06;C18;21;Andaluces;186.9951266;A
2001;06;C18;23;Andaluces;361.9990984;A
2001;06;C18;29;Andaluces;2406.8496324;A
2001;06;C18;41;Andaluces;714.9790704;A
2001;06;C18;C01;Andaluces;8060.785061;A
2001;06;108;04;Andaluces;74372.609657;A
2001;06;108;11;Andaluces;70503.6587778;A
2001;06;108;14;Andaluces;157098.5470983;A
2001;06;108;18;Andaluces;148882.1129021;A
2001;06;108;21;Andaluces;32334.7922716;A
2001;06;108;23;Andaluces;196059.5715213;A
2001;06;108;29;Andaluces;76887.7483043;A
2001;06;108;41;Andaluces;112162.8833869;A
2001;06;108;C01;Andaluces;868301.9239193;A
2002;00;C02;04;Andaluces;1674.3106942;A
2002;00;C02;11;Andaluces;2552.9918022;A
2002;00;C02;14;Andaluces;6731.2683923;A
2002;00;C02;18;Andaluces;3977.4482377;A
2002;00;C02;21;Andaluces;815.6203178;A
2002;00;C02;23;Andaluces;5636.8003773;A
2002;00;C02;29;Andaluces;2498.6917703;A
2002;00;C02;41;Andaluces;3475.84798;A
2002;00;C02;C01;Andaluces;27362.9795718;A
2002;00;C03;04;Andaluces;418.0;A
2002;00;C03;11;Andaluces;910.0;A
2002;00;C03;14;Andaluces;3023.0;A
