D_TEMPORAL_0;D_EDAD_0;D_SEXO_0;D_LUGARNACIMIEN_0;INDICATOR;OBS_VALUE;FREQ
2003;035039;01;04;Andaluces;3338.0;A
2003;035039;01;11;Andaluces;6956.0;A
2003;035039;01;14;Andaluces;10435.0;A
2003;035039;01;18;Andaluces;10913.0;A
2003;035039;01;21;Andaluces;2104.0;A
2003;035039;01;23;Andaluces;12966.0;A
2003;035039;01;29;Andaluces;4735.0;A
2003;035039;01;41;Andaluces;9544.0;A
2003;035039;01;C01;Andaluces;60991.0;A
2003;035039;06;04;Andaluces;3189.0;A
2003;035039;06;11;Andaluces;6420.0;A
2003;035039;06;14;Andaluces;9766.0;A
2003;035039;06;18;Andaluces;10845.0;A
2003;035039;06;21;Andaluces;2082.0;A
2003;035039;06;23;Andaluces;12695.0;A
2003;035039;06;29;Andaluces;4465.0;A
2003;035039;06;41;Andaluces;9076.0;A
2003;035039;06;C01;Andaluces;58538.0;A
2003;040044;00;04;Andaluces;9475.0;A
2003;040044;00;11;Andaluces;14738.0;A
2003;040044;00;14;Andaluces;28764.0;A
2003;040044;00;18;Andaluces;30480.0;A
2003;040044;00;21;Andaluces;5963.0;A
2003;040044;00;23;Andaluces;35809.0;A
2003;040044;00;29;Andaluces;11389.0;A
2003;040044;00;41;Andaluces;23025.0;A
2003;040044;00;C01;Andaluces;159643.0;A
2003;040044;01;04;Andaluces;4679.0;A
2003;040044;01;11;Andaluces;7363.0;A
2003;040044;01;14;Andaluces;14265.0;A
2003;040044;01;18;Andaluces;15279.0;A
2003;040044;01;21;Andaluces;2905.0;A
2003;040044;01;23;Andaluces;17684.0;A
2003;040044;01;29;Andaluces;5785.0;A
2003;040044;01;41;Andaluces;11449.0;A
2003;040044;01;C01;Andaluces;79409.0;A
2003;040044;06;04;Andaluces;4796.0;A
2003;040044;06;11;Andaluces;7375.0;A
2003;040044;06;14;Andaluces;14499.0;A
2003;040044;06;18;Andaluces;15201.0;A
2003;040044;06;21;Andaluces;3058.0;A
2003;040044;06;23;Andaluces;18125.0;A
2003;040044;06;29;Andaluces;5604.0;A
2003;040044;06;41;Andaluces;11576.0;A
2003;040044;06;C01;Andaluces;80234.0;A
2003;045049;00;04;Andaluces;12001.0;A
2003;045049;00;11;Andaluces;14509.0;A
2003;045049;00;14;Andaluces;33352.0;A
2003;045049;00;18;Andaluces;33695.0;A
2003;045049;00;21;Andaluces;7035.0;A
2003;045049;00;23;Andaluces;41063.0;A
2003;045049;00;29;Andaluces;13932.0;A
2003;045049;00;41;Andaluces;24638.0;A
2003;045049;00;C01;Andaluces;180225.0;A
2003;045049;01;04;Andaluces;5928.0;A
2003;045049;01;11;Andaluces;7221.0;A
2003;045049;01;14;Andaluces;16356.0;A
2003;045049;01;18;Andaluces;16750.0;A
2003;045049;01;21;Andaluces;3531.0;A
2003;045049;01;23;Andaluces;20599.0;A
2003;045049;01;29;Andaluces;7071.0;A
2003;045049;01;41;Andaluces;12281.0;A
2003;045049;01;C01;Andaluces;89737.0;A
2003;045049;06;04;Andaluces;6073.0;A
2003;045049;06;11;Andaluces;7288.0;A
2003;045049;06;14;Andaluces;16996.0;A
2003;045049;06;18;Andaluces;16945.0;A
2003;045049;06;21;Andaluces;3504.0;A
2003;045049;06;23;Andaluces;20464.0;A
2003;045049;06;29;Andaluces;6861.0;A
2003;045049;06;41;Andaluces;12357.0;A
2003;045049;06;C01;Andaluces;90488.0;A
2003;050054;00;04;Andaluces;14290.0;A
2003;050054;00;11;Andaluces;13027.0;A
2003;050054;00;14;Andaluces;35953.0;A
2003;050054;00;18;Andaluces;35273.0;A
2003;050054;00;21;Andaluces;7281.0;A
2003;050054;00;23;Andaluces;44620.0;A
2003;050054;00;29;Andaluces;16620.0;A
2003;050054;00;41;Andaluces;23975.0;A
2003;050054;00;C01;Andaluces;191039.0;A
2003;050054;01;04;Andaluces;7038.0;A
2003;050054;01;11;Andaluces;6639.0;A
2003;050054;01;14;Andaluces;18037.0;A
2003;050054;01;18;Andaluces;17688.0;A
2003;050054;01;21;Andaluces;3628.0;A
2003;050054;01;23;Andaluces;22190.0;A
2003;050054;01;29;Andaluces;8369.0;A
2003;050054;01;41;Andaluces;11931.0;A
2003;050054;01;C01;Andaluces;95520.0;A
2003;050054;06;04;Andaluces;7252.0;A
2003;050054;06;11;Andaluces;6388.0;A
2003;050054;06;14;Andaluces;17916.0;A
2003;050054;06;18;Andaluces;17585.0;A
2003;050054;06;21;Andaluces;3653.0;A
2003;050054;06;23;Andaluces;22430.0;A
2003;050054;06;29;Andaluces;8251.0;A
2003;050054;06;41;Andaluces;12044.0;A
2003;050054;06;C01;Andaluces;95519.0;A
2003;055059;00;04;Andaluces;13363.0;A
2003;055059;00;11;Andaluces;12095.0;A
2003;055059;00;14;Andaluces;36234.0;A
2003;055059;00;18;Andaluces;30878.0;A
2003;055059;00;21;Andaluces;7297.0;A
2003;055059;00;23;Andaluces;42102.0;A
2003;055059;00;29;Andaluces;17722.0;A
2003;055059;00;41;Andaluces;23401.0;A
2003;055059;00;C01;Andaluces;183092.0;A
2003;055059;01;04;Andaluces;6431.0;A
2003;055059;01;11;Andaluces;6069.0;A
2003;055059;01;14;Andaluces;17968.0;A
2003;055059;01;18;Andaluces;15424.0;A
2003;055059;01;21;Andaluces;3587.0;A
2003;055059;01;23;Andaluces;21094.0;A
2003;055059;01;29;Andaluces;8726.0;A
2003;055059;01;41;Andaluces;11561.0;A
2003;055059;01;C01;Andaluces;90860.0;A
2003;055059;06;04;Andaluces;6932.0;A
2003;055059;06;11;Andaluces;6026.0;A
2003;055059;06;14;Andaluces;18266.0;A
2003;055059;06;18;Andaluces;15454.0;A
2003;055059;06;21;Andaluces;3710.0;A
2003;055059;06;23;Andaluces;21008.0;A
2003;055059;06;29;Andaluces;8996.0;A
2003;055059;06;41;Andaluces;11840.0;A
2003;055059;06;C01;Andaluces;92232.0;A
2003;060064;00;04;Andaluces;11895.0;A
2003;060064;00;11;Andaluces;8642.0;A
2003;060064;00;14;Andaluces;26972.0;A
2003;060064;00;18;Andaluces;23040.0;A
2003;060064;00;21;Andaluces;5025.0;A
2003;060064;00;23;Andaluces;33791.0;A
2003;060064;00;29;Andaluces;12704.0;A
2003;060064;00;41;Andaluces;16618.0;A
2003;060064;00;C01;Andaluces;138687.0;A
2003;060064;01;04;Andaluces;5708.0;A
2003;060064;01;11;Andaluces;4299.0;A
2003;060064;01;14;Andaluces;13261.0;A
2003;060064;01;18;Andaluces;11433.0;A
2003;060064;01;21;Andaluces;2442.0;A
2003;060064;01;23;Andaluces;16693.0;A
2003;060064;01;29;Andaluces;6299.0;A
2003;060064;01;41;Andaluces;8232.0;A
2003;060064;01;C01;Andaluces;68367.0;A
2003;060064;06;04;Andaluces;6187.0;A
2003;060064;06;11;Andaluces;4343.0;A
2003;060064;06;14;Andaluces;13711.0;A
2003;060064;06;18;Andaluces;11607.0;A
2003;060064;06;21;Andaluces;2583.0;A
2003;060064;06;23;Andaluces;17098.0;A
2003;060064;06;29;Andaluces;6405.0;A
2003;060064;06;41;Andaluces;8386.0;A
2003;060064;06;C01;Andaluces;70320.0;A
2003;065069;00;04;Andaluces;14772.0;A
2003;065069;00;11;Andaluces;7531.0;A
2003;065069;00;14;Andaluces;27123.0;A
2003;065069;00;18;Andaluces;24724.0;A
2003;065069;00;21;Andaluces;5006.0;A
2003;065069;00;23;Andaluces;35641.0;A
2003;065069;00;29;Andaluces;13657.0;A
2003;065069;00;41;Andaluces;15684.0;A
2003;065069;00;C01;Andaluces;144138.0;A
2003;065069;01;04;Andaluces;6834.0;A
2003;065069;01;11;Andaluces;3428.0;A
2003;065069;01;14;Andaluces;12721.0;A
2003;065069;01;18;Andaluces;11620.0;A
2003;065069;01;21;Andaluces;2381.0;A
2003;065069;01;23;Andaluces;16740.0;A
2003;065069;01;29;Andaluces;6404.0;A
2003;065069;01;41;Andaluces;7283.0;A
2003;065069;01;C01;Andaluces;67411.0;A
2003;065069;06;04;Andaluces;7938.0;A
2003;065069;06;11;Andaluces;4103.0;A
2003;065069;06;14;Andaluces;14402.0;A
2003;065069;06;18;Andaluces;13104.0;A
2003;065069;06;21;Andaluces;2625.0;A
2003;065069;06;23;Andaluces;18901.0;A
2003;065069;06;29;Andaluces;7253.0;A
2003;065069;06;41;Andaluces;8401.0;A
2003;065069;06;C01;Andaluces;76727.0;A
2003;070074;00;04;Andaluces;13364.0;A
2003;070074;00;11;Andaluces;6358.0;A
2003;070074;00;14;Andaluces;23183.0;A
2003;070074;00;18;Andaluces;20147.0;A
2003;070074;00;21;Andaluces;3953.0;A
2003;070074;00;23;Andaluces;30343.0;A
2003;070074;00;29;Andaluces;11435.0;A
2003;070074;00;41;Andaluces;12654.0;A
2003;070074;00;C01;Andaluces;121437.0;A
2003;070074;01;04;Andaluces;5796.0;A
2003;070074;01;11;Andaluces;2780.0;A
2003;070074;01;14;Andaluces;10210.0;A
2003;070074;01;18;Andaluces;8856.0;A
2003;070074;01;21;Andaluces;1724.0;A
2003;070074;01;23;Andaluces;13203.0;A
2003;070074;01;29;Andaluces;5202.0;A
2003;070074;01;41;Andaluces;5555.0;A
2003;070074;01;C01;Andaluces;53326.0;A
2003;070074;06;04;Andaluces;7568.0;A
2003;070074;06;11;Andaluces;3578.0;A
2003;070074;06;14;Andaluces;12973.0;A
2003;070074;06;18;Andaluces;11291.0;A
2003;070074;06;21;Andaluces;2229.0;A
2003;070074;06;23;Andaluces;17140.0;A
2003;070074;06;29;Andaluces;6233.0;A
2003;070074;06;41;Andaluces;7099.0;A
2003;070074;06;C01;Andaluces;68111.0;A
2003;075079;00;04;Andaluces;11448.0;A
2003;075079;00;11;Andaluces;4737.0;A
2003;075079;00;14;Andaluces;16812.0;A
2003;075079;00;18;Andaluces;14519.0;A
2003;075079;00;21;Andaluces;2795.0;A
2003;075079;00;23;Andaluces;21578.0;A
2003;075079;00;29;Andaluces;8332.0;A
2003;075079;00;41;Andaluces;8402.0;A
2003;075079;00;C01;Andaluces;88623.0;A
2003;075079;01;04;Andaluces;4626.0;A
2003;075079;01;11;Andaluces;1835.0;A
2003;075079;01;14;Andaluces;6991.0;A
2003;075079;01;18;Andaluces;6019.0;A
2003;075079;01;21;Andaluces;1115.0;A
2003;075079;01;23;Andaluces;8703.0;A
2003;075079;01;29;Andaluces;3430.0;A
2003;075079;01;41;Andaluces;3352.0;A
2003;075079;01;C01;Andaluces;36071.0;A
2003;075079;06;04;Andaluces;6822.0;A
2003;075079;06;11;Andaluces;2902.0;A
2003;075079;06;14;Andaluces;9821.0;A
2003;075079;06;18;Andaluces;8500.0;A
2003;075079;06;21;Andaluces;1680.0;A
2003;075079;06;23;Andaluces;12875.0;A
2003;075079;06;29;Andaluces;4902.0;A
2003;075079;06;41;Andaluces;5050.0;A
2003;075079;06;C01;Andaluces;52552.0;A
2003;080084;00;04;Andaluces;7392.0;A
2003;080084;00;11;Andaluces;3145.0;A
2003;080084;00;14;Andaluces;10430.0;A
2003;080084;00;18;Andaluces;8545.0;A
2003;080084;00;21;Andaluces;2184.0;A
2003;080084;00;23;Andaluces;12976.0;A
2003;080084;00;29;Andaluces;5061.0;A
2003;080084;00;41;Andaluces;5147.0;A
2003;080084;00;C01;Andaluces;54880.0;A
2003;080084;01;04;Andaluces;2672.0;A
2003;080084;01;11;Andaluces;1053.0;A
2003;080084;01;14;Andaluces;3698.0;A
2003;080084;01;18;Andaluces;3121.0;A
2003;080084;01;21;Andaluces;738.0;A
2003;080084;01;23;Andaluces;4604.0;A
2003;080084;01;29;Andaluces;1740.0;A
2003;080084;01;41;Andaluces;1881.0;A
2003;080084;01;C01;Andaluces;19507.0;A
2003;080084;06;04;Andaluces;4720.0;A
2003;080084;06;11;Andaluces;2092.0;A
2003;080084;06;14;Andaluces;6732.0;A
2003;080084;06;18;Andaluces;5424.0;A
2003;080084;06;21;Andaluces;1446.0;A
2003;080084;06;23;Andaluces;8372.0;A
2003;080084;06;29;Andaluces;3321.0;A
2003;080084;06;41;Andaluces;3266.0;A
2003;080084;06;C01;Andaluces;35373.0;A
2003;065100;00;04;Andaluces;5738.0;A
2003;065100;00;11;Andaluces;2367.0;A
2003;065100;00;14;Andaluces;7239.0;A
2003;065100;00;18;Andaluces;5652.0;A
2003;065100;00;21;Andaluces;1799.0;A
2003;065100;00;23;Andaluces;8784.0;A
2003;065100;00;29;Andaluces;3683.0;A
2003;065100;00;41;Andaluces;3418.0;A
2003;065100;00;C01;Andaluces;38680.0;A
2003;065100;01;04;Andaluces;1591.0;A
2003;065100;01;11;Andaluces;657.0;A
2003;065100;01;14;Andaluces;2042.0;A
2003;065100;01;18;Andaluces;1642.0;A
2003;065100;01;21;Andaluces;468.0;A
2003;065100;01;23;Andaluces;2491.0;A
2003;065100;01;29;Andaluces;1043.0;A
2003;065100;01;41;Andaluces;966.0;A
2003;065100;01;C01;Andaluces;10900.0;A
2003;065100;06;04;Andaluces;4147.0;A
2003;065100;06;11;Andaluces;1710.0;A
2003;065100;06;14;Andaluces;5197.0;A
2003;065100;06;18;Andaluces;4010.0;A
2003;065100;06;21;Andaluces;1331.0;A
2003;065100;06;23;Andaluces;6293.0;A
2003;065100;06;29;Andaluces;2640.0;A
2003;065100;06;41;Andaluces;2452.0;A
2003;065100;06;C01;Andaluces;27780.0;A
2004;00;00;04;Andaluces;131167.0;A
2004;00;00;11;Andaluces;137673.0;A
2004;00;00;14;Andaluces;292428.0;A
2004;00;00;18;Andaluces;280024.0;A
2004;00;00;21;Andaluces;60393.0;A
2004;00;00;23;Andaluces;363218.0;A
2004;00;00;29;Andaluces;144555.0;A
2004;00;00;41;Andaluces;216393.0;A
2004;00;00;C01;Andaluces;1625851.0;A
2004;00;01;04;Andaluces;60157.0;A
2004;00;01;11;Andaluces;67791.0;A
2004;00;01;14;Andaluces;139315.0;A
2004;00;01;18;Andaluces;134461.0;A
2004;00;01;21;Andaluces;28638.0;A
2004;00;01;23;Andaluces;172523.0;A
2004;00;01;29;Andaluces;69658.0;A
2004;00;01;41;Andaluces;105119.0;A
2004;00;01;C01;Andaluces;777662.0;A
2004;00;06;04;Andaluces;71010.0;A
2004;00;06;11;Andaluces;69882.0;A
2004;00;06;14;Andaluces;153113.0;A
2004;00;06;18;Andaluces;145563.0;A
2004;00;06;21;Andaluces;31755.0;A
2004;00;06;23;Andaluces;190695.0;A
2004;00;06;29;Andaluces;74897.0;A
2004;00;06;41;Andaluces;111274.0;A
2004;00;06;C01;Andaluces;848189.0;A
2004;000004;00;04;Andaluces;582.0;A
2004;000004;00;11;Andaluces;1105.0;A
2004;000004;00;14;Andaluces;687.0;A
2004;000004;00;18;Andaluces;857.0;A
2004;000004;00;21;Andaluces;253.0;A
2004;000004;00;23;Andaluces;618.0;A
2004;000004;00;29;Andaluces;1068.0;A
2004;000004;00;41;Andaluces;1247.0;A
2004;000004;00;C01;Andaluces;6417.0;A
2004;000004;01;04;Andaluces;303.0;A
2004;000004;01;11;Andaluces;554.0;A
2004;000004;01;14;Andaluces;360.0;A
2004;000004;01;18;Andaluces;465.0;A
2004;000004;01;21;Andaluces;128.0;A
2004;000004;01;23;Andaluces;320.0;A
2004;000004;01;29;Andaluces;552.0;A
2004;000004;01;41;Andaluces;629.0;A
2004;000004;01;C01;Andaluces;3311.0;A
2004;000004;06;04;Andaluces;279.0;A
2004;000004;06;11;Andaluces;551.0;A
2004;000004;06;14;Andaluces;327.0;A
2004;000004;06;18;Andaluces;392.0;A
2004;000004;06;21;Andaluces;125.0;A
2004;000004;06;23;Andaluces;298.0;A
2004;000004;06;29;Andaluces;516.0;A
2004;000004;06;41;Andaluces;618.0;A
2004;000004;06;C01;Andaluces;3106.0;A
2004;005009;00;04;Andaluces;817.0;A
2004;005009;00;11;Andaluces;1777.0;A
2004;005009;00;14;Andaluces;1282.0;A
2004;005009;00;18;Andaluces;1622.0;A
2004;005009;00;21;Andaluces;417.0;A
2004;005009;00;23;Andaluces;1173.0;A
2004;005009;00;29;Andaluces;1389.0;A
2004;005009;00;41;Andaluces;2309.0;A
2004;005009;00;C01;Andaluces;10786.0;A
2004;005009;01;04;Andaluces;401.0;A
2004;005009;01;11;Andaluces;915.0;A
2004;005009;01;14;Andaluces;666.0;A
2004;005009;01;18;Andaluces;826.0;A
2004;005009;01;21;Andaluces;233.0;A
2004;005009;01;23;Andaluces;621.0;A
2004;005009;01;29;Andaluces;720.0;A
2004;005009;01;41;Andaluces;1141.0;A
2004;005009;01;C01;Andaluces;5523.0;A
2004;005009;06;04;Andaluces;416.0;A
2004;005009;06;11;Andaluces;862.0;A
2004;005009;06;14;Andaluces;616.0;A
2004;005009;06;18;Andaluces;796.0;A
2004;005009;06;21;Andaluces;184.0;A
2004;005009;06;23;Andaluces;552.0;A
2004;005009;06;29;Andaluces;669.0;A
2004;005009;06;41;Andaluces;1168.0;A
2004;005009;06;C01;Andaluces;5263.0;A
2004;010014;00;04;Andaluces;884.0;A
2004;010014;00;11;Andaluces;2615.0;A
2004;010014;00;14;Andaluces;1879.0;A
2004;010014;00;18;Andaluces;2171.0;A
2004;010014;00;21;Andaluces;549.0;A
2004;010014;00;23;Andaluces;1812.0;A
2004;010014;00;29;Andaluces;1817.0;A
2004;010014;00;41;Andaluces;3093.0;A
2004;010014;00;C01;Andaluces;14820.0;A
2004;010014;01;04;Andaluces;474.0;A
2004;010014;01;11;Andaluces;1374.0;A
2004;010014;01;14;Andaluces;943.0;A
2004;010014;01;18;Andaluces;1073.0;A
2004;010014;01;21;Andaluces;270.0;A
2004;010014;01;23;Andaluces;932.0;A
2004;010014;01;29;Andaluces;925.0;A
2004;010014;01;41;Andaluces;1578.0;A
2004;010014;01;C01;Andaluces;7569.0;A
2004;010014;06;04;Andaluces;410.0;A
2004;010014;06;11;Andaluces;1241.0;A
2004;010014;06;14;Andaluces;936.0;A
2004;010014;06;18;Andaluces;1098.0;A
2004;010014;06;21;Andaluces;279.0;A
2004;010014;06;23;Andaluces;880.0;A
2004;010014;06;29;Andaluces;892.0;A
2004;010014;06;41;Andaluces;1515.0;A
2004;010014;06;C01;Andaluces;7251.0;A
2004;015019;00;04;Andaluces;1222.0;A
2004;015019;00;11;Andaluces;3707.0;A
2004;015019;00;14;Andaluces;2613.0;A
2004;015019;00;18;Andaluces;3116.0;A
2004;015019;00;21;Andaluces;721.0;A
2004;015019;00;23;Andaluces;3126.0;A
2004;015019;00;29;Andaluces;2161.0;A
2004;015019;00;41;Andaluces;3661.0;A
2004;015019;00;C01;Andaluces;20327.0;A
2004;015019;01;04;Andaluces;617.0;A
2004;015019;01;11;Andaluces;1927.0;A
2004;015019;01;14;Andaluces;1342.0;A
2004;015019;01;18;Andaluces;1601.0;A
2004;015019;01;21;Andaluces;346.0;A
2004;015019;01;23;Andaluces;1599.0;A
2004;015019;01;29;Andaluces;1100.0;A
2004;015019;01;41;Andaluces;1939.0;A
2004;015019;01;C01;Andaluces;10471.0;A
2004;015019;06;04;Andaluces;605.0;A
2004;015019;06;11;Andaluces;1780.0;A
2004;015019;06;14;Andaluces;1271.0;A
2004;015019;06;18;Andaluces;1515.0;A
2004;015019;06;21;Andaluces;375.0;A
2004;015019;06;23;Andaluces;1527.0;A
2004;015019;06;29;Andaluces;1061.0;A
2004;015019;06;41;Andaluces;1722.0;A
2004;015019;06;C01;Andaluces;9856.0;A
2004;020024;00;04;Andaluces;1882.0;A
2004;020024;00;11;Andaluces;6223.0;A
2004;020024;00;14;Andaluces;4064.0;A
2004;020024;00;18;Andaluces;4686.0;A
2004;020024;00;21;Andaluces;1256.0;A
2004;020024;00;23;Andaluces;4728.0;A
2004;020024;00;29;Andaluces;3147.0;A
2004;020024;00;41;Andaluces;6269.0;A
2004;020024;00;C01;Andaluces;32255.0;A
2004;020024;01;04;Andaluces;936.0;A
2004;020024;01;11;Andaluces;3196.0;A
2004;020024;01;14;Andaluces;2047.0;A
2004;020024;01;18;Andaluces;2408.0;A
2004;020024;01;21;Andaluces;647.0;A
2004;020024;01;23;Andaluces;2427.0;A
2004;020024;01;29;Andaluces;1626.0;A
2004;020024;01;41;Andaluces;3207.0;A
2004;020024;01;C01;Andaluces;16494.0;A
2004;020024;06;04;Andaluces;946.0;A
2004;020024;06;11;Andaluces;3027.0;A
2004;020024;06;14;Andaluces;2017.0;A
2004;020024;06;18;Andaluces;2278.0;A
2004;020024;06;21;Andaluces;609.0;A
2004;020024;06;23;Andaluces;2301.0;A
2004;020024;06;29;Andaluces;1521.0;A
2004;020024;06;41;Andaluces;3062.0;A
2004;020024;06;C01;Andaluces;15761.0;A
2004;025029;00;04;Andaluces;2861.0;A
2004;025029;00;11;Andaluces;9354.0;A
2004;025029;00;14;Andaluces;6562.0;A
2004;025029;00;18;Andaluces;7504.0;A
2004;025029;00;21;Andaluces;1874.0;A
2004;025029;00;23;Andaluces;7497.0;A
2004;025029;00;29;Andaluces;5047.0;A
2004;025029;00;41;Andaluces;10253.0;A
2004;025029;00;C01;Andaluces;50952.0;A
2004;025029;01;04;Andaluces;1432.0;A
2004;025029;01;11;Andaluces;4941.0;A
2004;025029;01;14;Andaluces;3334.0;A
2004;025029;01;18;Andaluces;3751.0;A
2004;025029;01;21;Andaluces;968.0;A
2004;025029;01;23;Andaluces;3716.0;A
2004;025029;01;29;Andaluces;2610.0;A
2004;025029;01;41;Andaluces;5398.0;A
2004;025029;01;C01;Andaluces;26150.0;A
2004;025029;06;04;Andaluces;1429.0;A
2004;025029;06;11;Andaluces;4413.0;A
2004;025029;06;14;Andaluces;3228.0;A
2004;025029;06;18;Andaluces;3753.0;A
2004;025029;06;21;Andaluces;906.0;A
2004;025029;06;23;Andaluces;3781.0;A
2004;025029;06;29;Andaluces;2437.0;A
2004;025029;06;41;Andaluces;4855.0;A
2004;025029;06;C01;Andaluces;24802.0;A
2004;030034;00;04;Andaluces;4328.0;A
2004;030034;00;11;Andaluces;11825.0;A
2004;030034;00;14;Andaluces;10762.0;A
2004;030034;00;18;Andaluces;12317.0;A
2004;030034;00;21;Andaluces;2914.0;A
2004;030034;00;23;Andaluces;13474.0;A
2004;030034;00;29;Andaluces;7063.0;A
2004;030034;00;41;Andaluces;13687.0;A
2004;030034;00;C01;Andaluces;76370.0;A
2004;030034;01;04;Andaluces;2119.0;A
2004;030034;01;11;Andaluces;6271.0;A
2004;030034;01;14;Andaluces;5540.0;A
2004;030034;01;18;Andaluces;6294.0;A
2004;030034;01;21;Andaluces;1483.0;A
2004;030034;01;23;Andaluces;6854.0;A
2004;030034;01;29;Andaluces;3715.0;A
2004;030034;01;41;Andaluces;7158.0;A
2004;030034;01;C01;Andaluces;39434.0;A
2004;030034;06;04;Andaluces;2209.0;A
2004;030034;06;11;Andaluces;5554.0;A
2004;030034;06;14;Andaluces;5222.0;A
2004;030034;06;18;Andaluces;6023.0;A
2004;030034;06;21;Andaluces;1431.0;A
2004;030034;06;23;Andaluces;6620.0;A
2004;030034;06;29;Andaluces;3348.0;A
2004;030034;06;41;Andaluces;6529.0;A
2004;030034;06;C01;Andaluces;36936.0;A
2004;035039;00;04;Andaluces;6183.0;A
2004;035039;00;11;Andaluces;12829.0;A
2004;035039;00;14;Andaluces;18027.0;A
2004;035039;00;18;Andaluces;19901.0;A
2004;035039;00;21;Andaluces;3922.0;A
2004;035039;00;23;Andaluces;23274.0;A
2004;035039;00;29;Andaluces;8692.0;A
2004;035039;00;41;Andaluces;17470.0;A
2004;035039;00;C01;Andaluces;110298.0;A
2004;035039;01;04;Andaluces;3189.0;A
2004;035039;01;11;Andaluces;6686.0;A
2004;035039;01;14;Andaluces;9332.0;A
2004;035039;01;18;Andaluces;9991.0;A
2004;035039;01;21;Andaluces;1983.0;A
2004;035039;01;23;Andaluces;11813.0;A
2004;035039;01;29;Andaluces;4502.0;A
2004;035039;01;41;Andaluces;8989.0;A
2004;035039;01;C01;Andaluces;56485.0;A
2004;035039;06;04;Andaluces;2994.0;A
2004;035039;06;11;Andaluces;6143.0;A
2004;035039;06;14;Andaluces;8695.0;A
2004;035039;06;18;Andaluces;9910.0;A
2004;035039;06;21;Andaluces;1939.0;A
2004;035039;06;23;Andaluces;11461.0;A
2004;035039;06;29;Andaluces;4190.0;A
2004;035039;06;41;Andaluces;8481.0;A
2004;035039;06;C01;Andaluces;53813.0;A
2004;040044;00;04;Andaluces;8683.0;A
2004;040044;00;11;Andaluces;14261.0;A
2004;040044;00;14;Andaluces;27301.0;A
2004;040044;00;18;Andaluces;28587.0;A
2004;040044;00;21;Andaluces;5569.0;A
2004;040044;00;23;Andaluces;33897.0;A
2004;040044;00;29;Andaluces;10722.0;A
2004;040044;00;41;Andaluces;21957.0;A
2004;040044;00;C01;Andaluces;150977.0;A
2004;040044;01;04;Andaluces;4296.0;A
2004;040044;01;11;Andaluces;7169.0;A
2004;040044;01;14;Andaluces;13544.0;A
2004;040044;01;18;Andaluces;14254.0;A
2004;040044;01;21;Andaluces;2744.0;A
2004;040044;01;23;Andaluces;16808.0;A
2004;040044;01;29;Andaluces;5476.0;A
2004;040044;01;41;Andaluces;10878.0;A
2004;040044;01;C01;Andaluces;75169.0;A
2004;040044;06;04;Andaluces;4387.0;A
2004;040044;06;11;Andaluces;7092.0;A
2004;040044;06;14;Andaluces;13757.0;A
2004;040044;06;18;Andaluces;14333.0;A
2004;040044;06;21;Andaluces;2825.0;A
2004;040044;06;23;Andaluces;17089.0;A
2004;040044;06;29;Andaluces;5246.0;A
2004;040044;06;41;Andaluces;11079.0;A
2004;040044;06;C01;Andaluces;75808.0;A
2004;045049;00;04;Andaluces;11534.0;A
2004;045049;00;11;Andaluces;14732.0;A
2004;045049;00;14;Andaluces;32158.0;A
2004;045049;00;18;Andaluces;33077.0;A
2004;045049;00;21;Andaluces;6924.0;A
2004;045049;00;23;Andaluces;39942.0;A
2004;045049;00;29;Andaluces;13470.0;A
2004;045049;00;41;Andaluces;24604.0;A
2004;045049;00;C01;Andaluces;176441.0;A
2004;045049;01;04;Andaluces;5674.0;A
2004;045049;01;11;Andaluces;7347.0;A
2004;045049;01;14;Andaluces;15847.0;A
2004;045049;01;18;Andaluces;16415.0;A
2004;045049;01;21;Andaluces;3461.0;A
2004;045049;01;23;Andaluces;19913.0;A
2004;045049;01;29;Andaluces;6787.0;A
2004;045049;01;41;Andaluces;12331.0;A
2004;045049;01;C01;Andaluces;87775.0;A
2004;045049;06;04;Andaluces;5860.0;A
2004;045049;06;11;Andaluces;7385.0;A
2004;045049;06;14;Andaluces;16311.0;A
2004;045049;06;18;Andaluces;16662.0;A
2004;045049;06;21;Andaluces;3463.0;A
2004;045049;06;23;Andaluces;20029.0;A
2004;045049;06;29;Andaluces;6683.0;A
2004;045049;06;41;Andaluces;12273.0;A
2004;045049;06;C01;Andaluces;88666.0;A
2004;050054;00;04;Andaluces;13788.0;A
2004;050054;00;11;Andaluces;13098.0;A
2004;050054;00;14;Andaluces;34469.0;A
2004;050054;00;18;Andaluces;34808.0;A
2004;050054;00;21;Andaluces;7024.0;A
2004;050054;00;23;Andaluces;42906.0;A
2004;050054;00;29;Andaluces;15831.0;A
2004;050054;00;41;Andaluces;23415.0;A
2004;050054;00;C01;Andaluces;185339.0;A
2004;050054;01;04;Andaluces;6802.0;A
2004;050054;01;11;Andaluces;6619.0;A
2004;050054;01;14;Andaluces;17151.0;A
2004;050054;01;18;Andaluces;17428.0;A
2004;050054;01;21;Andaluces;3457.0;A
2004;050054;01;23;Andaluces;21376.0;A
2004;050054;01;29;Andaluces;8049.0;A
2004;050054;01;41;Andaluces;11628.0;A
2004;050054;01;C01;Andaluces;92510.0;A
2004;050054;06;04;Andaluces;6986.0;A
2004;050054;06;11;Andaluces;6479.0;A
2004;050054;06;14;Andaluces;17318.0;A
