TEMPORAL;OBS_STATUS;ICMA_TIPOVENTAS;TERRITORIO;IVGS_SERIEIVGS;INDICATOR;OBS_VALUE;FREQ
2002-01;A;61593;ES61;27795;INDI_DEFL;122.87899322;M
2002-02;A;61593;ES61;27795;INDI_DEFL;103.77013918;M
2002-03;A;61593;ES61;27795;INDI_DEFL;117.17764061;M
2002-04;A;61593;ES61;27795;INDI_DEFL;119.0205177;M
2002-05;A;61593;ES61;27795;INDI_DEFL;122.46636997;M
2002-06;A;61593;ES61;27795;INDI_DEFL;122.06907655;M
2002-07;A;61593;ES61;27795;INDI_DEFL;132.96807048;M
2002-08;A;61593;ES61;27795;INDI_DEFL;124.68193343;M
2002-09;A;61593;ES61;27795;INDI_DEFL;123.37169102;M
2002-10;A;61593;ES61;27795;INDI_DEFL;126.04988729;M
2002-11;A;61593;ES61;27795;INDI_DEFL;117.37812723;M
2002-12;A;61593;ES61;27795;INDI_DEFL;146.178363;M
2003-01;A;61593;ES61;27795;INDI_DEFL;125.48854511;M
2003-02;A;61593;ES61;27795;INDI_DEFL;106.00599923;M
2003-03;A;61593;ES61;27795;INDI_DEFL;118.59959666;M
2003-04;A;61593;ES61;27795;INDI_DEFL;122.4740471;M
2003-05;A;61593;ES61;27795;INDI_DEFL;123.36775149;M
2003-06;A;61593;ES61;27795;INDI_DEFL;125.04133446;M
2003-07;A;61593;ES61;27795;INDI_DEFL;135.28732979;M
2003-08;A;61593;ES61;27795;INDI_DEFL;125.23140094;M
2003-09;A;61593;ES61;27795;INDI_DEFL;124.86395469;M
2003-10;A;61593;ES61;27795;INDI_DEFL;129.10822408;M
2003-11;A;61593;ES61;27795;INDI_DEFL;117.98760714;M
2003-12;A;61593;ES61;27795;INDI_DEFL;149.21098074;M
2004-01;A;61593;ES61;27795;INDI_DEFL;128.30898715;M
2004-02;A;61593;ES61;27795;INDI_DEFL;110.2928141;M
2004-03;A;61593;ES61;27795;INDI_DEFL;125.13235023;M
2004-04;A;61593;ES61;27795;INDI_DEFL;123.00646276;M
2004-05;A;61593;ES61;27795;INDI_DEFL;122.23584206;M
2004-06;A;61593;ES61;27795;INDI_DEFL;125.7989123;M
2004-07;A;61593;ES61;27795;INDI_DEFL;137.06150385;M
2004-08;A;61593;ES61;27795;INDI_DEFL;121.93241289;M
2004-09;A;61593;ES61;27795;INDI_DEFL;124.75690354;M
2004-10;A;61593;ES61;27795;INDI_DEFL;128.5085707;M
2004-11;A;61593;ES61;27795;INDI_DEFL;125.21399229;M
2004-12;A;61593;ES61;27795;INDI_DEFL;154.4054837;M
2005-01;A;61592;ES61;27795;INDI_DEFL;133.81228175;M
2005-01;A;61593;ES61;27795;INDI_DEFL;130.76705883;M
