TEMPORAL;OBS_STATUS;IASS_TIPOVENTAS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2006-04;A;61757;ES61;INDICE_EMPLEO;102.57288898;M
2006-04;A;61758;ES61;INDICE_EMPLEO;103.599837634;M
2006-04;A;61759;ES61;INDICE_EMPLEO;104.415106483;M
2006-04;A;61760;ES61;INDICE_EMPLEO;102.809967862;M
2006-05;A;61753;ES61;INDICE_EMPLEO;108.049465212;M
2006-05;A;61754;ES61;INDICE_EMPLEO;110.802935847;M
2006-05;A;61755;ES61;INDICE_EMPLEO;105.924299371;M
2006-05;A;61756;ES61;INDICE_EMPLEO;112.140807547;M
2006-05;A;61757;ES61;INDICE_EMPLEO;102.50489142;M
2006-05;A;61758;ES61;INDICE_EMPLEO;103.564451532;M
2006-05;A;61759;ES61;INDICE_EMPLEO;107.366373415;M
2006-05;A;61760;ES61;INDICE_EMPLEO;105.264350217;M
2006-06;A;61753;ES61;INDICE_EMPLEO;108.254282292;M
2006-06;A;61754;ES61;INDICE_EMPLEO;109.859748119;M
2006-06;A;61755;ES61;INDICE_EMPLEO;107.089960383;M
2006-06;A;61756;ES61;INDICE_EMPLEO;111.906206711;M
2006-06;A;61757;ES61;INDICE_EMPLEO;106.026080002;M
2006-06;A;61758;ES61;INDICE_EMPLEO;102.580925757;M
2006-06;A;61759;ES61;INDICE_EMPLEO;107.568719505;M
2006-06;A;61760;ES61;INDICE_EMPLEO;105.598679519;M
2006-07;A;61753;ES61;INDICE_EMPLEO;108.000593154;M
2006-07;A;61754;ES61;INDICE_EMPLEO;108.564859721;M
2006-07;A;61755;ES61;INDICE_EMPLEO;107.706995955;M
2006-07;A;61756;ES61;INDICE_EMPLEO;111.20509403;M
2006-07;A;61757;ES61;INDICE_EMPLEO;108.773654464;M
2006-07;A;61758;ES61;INDICE_EMPLEO;103.433423625;M
2006-07;A;61759;ES61;INDICE_EMPLEO;107.866763132;M
2006-07;A;61760;ES61;INDICE_EMPLEO;104.52233089;M
2006-08;A;61753;ES61;INDICE_EMPLEO;107.66825314;M
2006-08;A;61754;ES61;INDICE_EMPLEO;107.948569459;M
2006-08;A;61755;ES61;INDICE_EMPLEO;107.611680323;M
2006-08;A;61756;ES61;INDICE_EMPLEO;111.029580732;M
2006-08;A;61757;ES61;INDICE_EMPLEO;109.881872167;M
2006-08;A;61758;ES61;INDICE_EMPLEO;103.339037747;M
2006-08;A;61759;ES61;INDICE_EMPLEO;107.494581499;M
2006-08;A;61760;ES61;INDICE_EMPLEO;102.959720246;M
2006-09;A;61753;ES61;INDICE_EMPLEO;108.142820697;M
2006-09;A;61754;ES61;INDICE_EMPLEO;108.447833702;M
2006-09;A;61755;ES61;INDICE_EMPLEO;108.066369217;M
2006-09;A;61756;ES61;INDICE_EMPLEO;111.829791632;M
2006-09;A;61757;ES61;INDICE_EMPLEO;107.004749847;M
2006-09;A;61758;ES61;INDICE_EMPLEO;105.027710533;M
2006-09;A;61759;ES61;INDICE_EMPLEO;107.226663003;M
2006-09;A;61760;ES61;INDICE_EMPLEO;108.421529744;M
2006-10;A;61753;ES61;INDICE_EMPLEO;108.435383433;M
2006-10;A;61754;ES61;INDICE_EMPLEO;110.156119734;M
2006-10;A;61755;ES61;INDICE_EMPLEO;107.174917106;M
2006-10;A;61756;ES61;INDICE_EMPLEO;112.725968263;M
2006-10;A;61757;ES61;INDICE_EMPLEO;103.892987023;M
2006-10;A;61758;ES61;INDICE_EMPLEO;105.234298268;M
2006-10;A;61759;ES61;INDICE_EMPLEO;108.020496322;M
2006-10;A;61760;ES61;INDICE_EMPLEO;107.386743365;M
2006-11;A;61753;ES61;INDICE_EMPLEO;108.418739352;M
2006-11;A;61754;ES61;INDICE_EMPLEO;111.97278224;M
2006-11;A;61755;ES61;INDICE_EMPLEO;105.624366131;M
2006-11;A;61756;ES61;INDICE_EMPLEO;113.404066251;M
2006-11;A;61757;ES61;INDICE_EMPLEO;99.332864494;M
2006-11;A;61758;ES61;INDICE_EMPLEO;105.762768745;M
2006-11;A;61759;ES61;INDICE_EMPLEO;108.260338306;M
2006-11;A;61760;ES61;INDICE_EMPLEO;106.132540687;M
2006-12;A;61753;ES61;INDICE_EMPLEO;110.636418262;M
2006-12;A;61754;ES61;INDICE_EMPLEO;113.613169123;M
2006-12;A;61755;ES61;INDICE_EMPLEO;108.328715602;M
2006-12;A;61756;ES61;INDICE_EMPLEO;113.01027982;M
2006-12;A;61757;ES61;INDICE_EMPLEO;99.083751922;M
2006-12;A;61758;ES61;INDICE_EMPLEO;107.362282162;M
2006-12;A;61759;ES61;INDICE_EMPLEO;108.410666898;M
2006-12;A;61760;ES61;INDICE_EMPLEO;118.703178345;M
2007-01;A;61753;ES61;INDICE_EMPLEO;108.98430695;M
2007-01;A;61754;ES61;INDICE_EMPLEO;113.277891845;M
2007-01;A;61755;ES61;INDICE_EMPLEO;105.572113208;M
2007-01;A;61756;ES61;INDICE_EMPLEO;112.617343463;M
2007-01;A;61757;ES61;INDICE_EMPLEO;98.93229758;M
2007-01;A;61758;ES61;INDICE_EMPLEO;108.119452331;M
2007-01;A;61759;ES61;INDICE_EMPLEO;107.863650921;M
2007-01;A;61760;ES61;INDICE_EMPLEO;107.054974247;M
2007-02;A;61753;ES61;INDICE_EMPLEO;108.874523501;M
2007-02;A;61754;ES61;INDICE_EMPLEO;112.145238193;M
2007-02;A;61755;ES61;INDICE_EMPLEO;106.317956868;M
2007-02;A;61756;ES61;INDICE_EMPLEO;113.884581563;M
2007-02;A;61757;ES61;INDICE_EMPLEO;99.020718534;M
2007-02;A;61758;ES61;INDICE_EMPLEO;108.704741672;M
2007-02;A;61759;ES61;INDICE_EMPLEO;107.998513687;M
2007-02;A;61760;ES61;INDICE_EMPLEO;108.880328005;M
2007-03;A;61753;ES61;INDICE_EMPLEO;110.26731766;M
2007-03;A;61754;ES61;INDICE_EMPLEO;112.919874081;M
2007-03;A;61755;ES61;INDICE_EMPLEO;108.230249881;M
2007-03;A;61756;ES61;INDICE_EMPLEO;114.472652615;M
2007-03;A;61757;ES61;INDICE_EMPLEO;101.422972127;M
2007-03;A;61758;ES61;INDICE_EMPLEO;108.897298081;M
2007-03;A;61759;ES61;INDICE_EMPLEO;110.168506021;M
2007-03;A;61760;ES61;INDICE_EMPLEO;111.477573396;M
2007-04;A;61753;ES61;INDICE_EMPLEO;111.034174155;M
2007-04;A;61754;ES61;INDICE_EMPLEO;113.122413887;M
2007-04;A;61755;ES61;INDICE_EMPLEO;109.470522807;M
2007-04;A;61756;ES61;INDICE_EMPLEO;114.864230862;M
2007-04;A;61757;ES61;INDICE_EMPLEO;103.887972677;M
2007-04;A;61758;ES61;INDICE_EMPLEO;109.313545072;M
2007-04;A;61759;ES61;INDICE_EMPLEO;110.15937715;M
2007-04;A;61760;ES61;INDICE_EMPLEO;113.010396188;M
2007-05;A;61753;ES61;INDICE_EMPLEO;111.610699642;M
2007-05;A;61754;ES61;INDICE_EMPLEO;113.381810313;M
2007-05;A;61755;ES61;INDICE_EMPLEO;110.313334734;M
2007-05;A;61756;ES61;INDICE_EMPLEO;116.157117741;M
2007-05;A;61757;ES61;INDICE_EMPLEO;104.407294655;M
2007-05;A;61758;ES61;INDICE_EMPLEO;110.537451037;M
2007-05;A;61759;ES61;INDICE_EMPLEO;110.151557773;M
2007-05;A;61760;ES61;INDICE_EMPLEO;114.597148037;M
2007-06;A;61753;ES61;INDICE_EMPLEO;111.714096368;M
2007-06;A;61754;ES61;INDICE_EMPLEO;112.745055974;M
2007-06;A;61755;ES61;INDICE_EMPLEO;111.036167305;M
2007-06;A;61756;ES61;INDICE_EMPLEO;115.945388157;M
2007-06;A;61757;ES61;INDICE_EMPLEO;106.502773814;M
2007-06;A;61758;ES61;INDICE_EMPLEO;111.71767995;M
2007-06;A;61759;ES61;INDICE_EMPLEO;110.465665672;M
2007-06;A;61760;ES61;INDICE_EMPLEO;114.42546927;M
2007-07;A;61753;ES61;INDICE_EMPLEO;111.427157539;M
2007-07;A;61754;ES61;INDICE_EMPLEO;110.429133771;M
2007-07;A;61755;ES61;INDICE_EMPLEO;112.446351192;M
2007-07;A;61756;ES61;INDICE_EMPLEO;116.120122772;M
2007-07;A;61757;ES61;INDICE_EMPLEO;110.133435553;M
2007-07;A;61758;ES61;INDICE_EMPLEO;112.318368567;M
2007-07;A;61759;ES61;INDICE_EMPLEO;114.294380109;M
2007-07;A;61760;ES61;INDICE_EMPLEO;111.713101683;M
2007-08;A;61753;ES61;INDICE_EMPLEO;111.698749404;M
2007-08;A;61754;ES61;INDICE_EMPLEO;111.056568197;M
2007-08;A;61755;ES61;INDICE_EMPLEO;112.420667841;M
2007-08;A;61756;ES61;INDICE_EMPLEO;115.556757717;M
2007-08;A;61757;ES61;INDICE_EMPLEO;111.240701532;M
2007-08;A;61758;ES61;INDICE_EMPLEO;113.379311643;M
2007-08;A;61759;ES61;INDICE_EMPLEO;112.31308917;M
2007-08;A;61760;ES61;INDICE_EMPLEO;112.018958616;M
2007-09;A;61753;ES61;INDICE_EMPLEO;111.837285438;M
2007-09;A;61754;ES61;INDICE_EMPLEO;111.737159675;M
2007-09;A;61755;ES61;INDICE_EMPLEO;112.105909339;M
2007-09;A;61756;ES61;INDICE_EMPLEO;115.142812076;M
2007-09;A;61757;ES61;INDICE_EMPLEO;108.948474606;M
2007-09;A;61758;ES61;INDICE_EMPLEO;115.700534112;M
2007-09;A;61759;ES61;INDICE_EMPLEO;112.115741209;M
2007-09;A;61760;ES61;INDICE_EMPLEO;114.037923694;M
2007-10;A;61753;ES61;INDICE_EMPLEO;112.108152937;M
2007-10;A;61754;ES61;INDICE_EMPLEO;114.498850125;M
2007-10;A;61755;ES61;INDICE_EMPLEO;110.293218547;M
2007-10;A;61756;ES61;INDICE_EMPLEO;115.523849592;M
2007-10;A;61757;ES61;INDICE_EMPLEO;104.48411759;M
2007-10;A;61758;ES61;INDICE_EMPLEO;113.456343187;M
2007-10;A;61759;ES61;INDICE_EMPLEO;111.632883952;M
2007-10;A;61760;ES61;INDICE_EMPLEO;112.998315239;M
2007-11;A;61753;ES61;INDICE_EMPLEO;111.689481288;M
2007-11;A;61754;ES61;INDICE_EMPLEO;115.182186972;M
2007-11;A;61755;ES61;INDICE_EMPLEO;108.951833374;M
2007-11;A;61756;ES61;INDICE_EMPLEO;115.332823298;M
2007-11;A;61757;ES61;INDICE_EMPLEO;100.76108455;M
2007-11;A;61758;ES61;INDICE_EMPLEO;113.945108446;M
2007-11;A;61759;ES61;INDICE_EMPLEO;111.719177583;M
2007-11;A;61760;ES61;INDICE_EMPLEO;112.41489645;M
2007-12;A;61753;ES61;INDICE_EMPLEO;112.882684635;M
2007-12;A;61754;ES61;INDICE_EMPLEO;115.689171151;M
2007-12;A;61755;ES61;INDICE_EMPLEO;110.721150422;M
2007-12;A;61756;ES61;INDICE_EMPLEO;116.011723928;M
2007-12;A;61757;ES61;INDICE_EMPLEO;101.356188795;M
2007-12;A;61758;ES61;INDICE_EMPLEO;114.055487032;M
2007-12;A;61759;ES61;INDICE_EMPLEO;111.134507199;M
2007-12;A;61760;ES61;INDICE_EMPLEO;119.45656599;M
2008-01;A;61753;ES61;INDICE_EMPLEO;111.802838234;M
2008-01;A;61754;ES61;INDICE_EMPLEO;114.777410567;M
2008-01;A;61755;ES61;INDICE_EMPLEO;109.498886225;M
2008-01;A;61756;ES61;INDICE_EMPLEO;115.826815247;M
2008-01;A;61757;ES61;INDICE_EMPLEO;99.385709376;M
2008-01;A;61758;ES61;INDICE_EMPLEO;114.299519326;M
2008-01;A;61759;ES61;INDICE_EMPLEO;110.785170244;M
2008-01;A;61760;ES61;INDICE_EMPLEO;117.249688791;M
2008-02;A;61753;ES61;INDICE_EMPLEO;112.052640084;M
2008-02;A;61754;ES61;INDICE_EMPLEO;114.458554025;M
2008-02;A;61755;ES61;INDICE_EMPLEO;110.224882473;M
2008-02;A;61756;ES61;INDICE_EMPLEO;115.02671859;M
2008-02;A;61757;ES61;INDICE_EMPLEO;99.475922066;M
2008-02;A;61758;ES61;INDICE_EMPLEO;115.60261592;M
2008-02;A;61759;ES61;INDICE_EMPLEO;113.653693182;M
2008-02;A;61760;ES61;INDICE_EMPLEO;118.305308811;M
2008-03;A;61753;ES61;INDICE_EMPLEO;113.115879512;M
2008-03;A;61754;ES61;INDICE_EMPLEO;114.982263098;M
2008-03;A;61755;ES61;INDICE_EMPLEO;111.741290125;M
2008-03;A;61756;ES61;INDICE_EMPLEO;115.655150661;M
2008-03;A;61757;ES61;INDICE_EMPLEO;101.872502224;M
2008-03;A;61758;ES61;INDICE_EMPLEO;115.067000896;M
2008-03;A;61759;ES61;INDICE_EMPLEO;115.000821993;M
2008-03;A;61760;ES61;INDICE_EMPLEO;119.971833202;M
2008-04;A;61753;ES61;INDICE_EMPLEO;113.316356698;M
2008-04;A;61754;ES61;INDICE_EMPLEO;115.082514598;M
2008-04;A;61755;ES61;INDICE_EMPLEO;112.025954874;M
2008-04;A;61756;ES61;INDICE_EMPLEO;116.304413394;M
2008-04;A;61757;ES61;INDICE_EMPLEO;102.686541106;M
2008-04;A;61758;ES61;INDICE_EMPLEO;114.197704325;M
2008-04;A;61759;ES61;INDICE_EMPLEO;115.04023921;M
2008-04;A;61760;ES61;INDICE_EMPLEO;119.608970012;M
2008-05;A;61753;ES61;INDICE_EMPLEO;113.869195667;M
2008-05;A;61754;ES61;INDICE_EMPLEO;115.48795431;M
2008-05;A;61755;ES61;INDICE_EMPLEO;112.703032695;M
2008-05;A;61756;ES61;INDICE_EMPLEO;116.899092274;M
2008-05;A;61757;ES61;INDICE_EMPLEO;104.116843613;M
2008-05;A;61758;ES61;INDICE_EMPLEO;113.670103678;M
2008-05;A;61759;ES61;INDICE_EMPLEO;115.22763058;M
2008-05;A;61760;ES61;INDICE_EMPLEO;119.959280422;M
2008-06;A;61753;ES61;INDICE_EMPLEO;113.859724528;M
2008-06;A;61754;ES61;INDICE_EMPLEO;114.474568773;M
2008-06;A;61755;ES61;INDICE_EMPLEO;113.533494654;M
2008-06;A;61756;ES61;INDICE_EMPLEO;116.519694882;M
2008-06;A;61757;ES61;INDICE_EMPLEO;105.769143631;M
2008-06;A;61758;ES61;INDICE_EMPLEO;114.052585633;M
2008-06;A;61759;ES61;INDICE_EMPLEO;115.978022425;M
2008-06;A;61760;ES61;INDICE_EMPLEO;120.882293326;M
2008-07;A;61753;ES61;INDICE_EMPLEO;112.599475639;M
2008-07;A;61754;ES61;INDICE_EMPLEO;111.907176615;M
2008-07;A;61755;ES61;INDICE_EMPLEO;113.364815118;M
2008-07;A;61756;ES61;INDICE_EMPLEO;115.513640291;M
2008-07;A;61757;ES61;INDICE_EMPLEO;107.266367952;M
2008-07;A;61758;ES61;INDICE_EMPLEO;113.470813921;M
2008-07;A;61759;ES61;INDICE_EMPLEO;115.641328734;M
2008-07;A;61760;ES61;INDICE_EMPLEO;119.264031394;M
2008-08;A;61753;ES61;INDICE_EMPLEO;111.121310288;M
2008-08;A;61754;ES61;INDICE_EMPLEO;110.81373039;M
2008-08;A;61755;ES61;INDICE_EMPLEO;111.562322203;M
2008-08;A;61756;ES61;INDICE_EMPLEO;114.343027255;M
2008-08;A;61757;ES61;INDICE_EMPLEO;106.44731397;M
2008-08;A;61758;ES61;INDICE_EMPLEO;113.523767392;M
2008-08;A;61759;ES61;INDICE_EMPLEO;114.483431721;M
2008-08;A;61760;ES61;INDICE_EMPLEO;114.394523365;M
2008-09;A;61753;ES61;INDICE_EMPLEO;111.021037664;M
2008-09;A;61754;ES61;INDICE_EMPLEO;111.224773728;M
2008-09;A;61755;ES61;INDICE_EMPLEO;111.034079237;M
2008-09;A;61756;ES61;INDICE_EMPLEO;113.249592298;M
2008-09;A;61757;ES61;INDICE_EMPLEO;104.05644686;M
2008-09;A;61758;ES61;INDICE_EMPLEO;113.856327486;M
2008-09;A;61759;ES61;INDICE_EMPLEO;114.811692633;M
2008-09;A;61760;ES61;INDICE_EMPLEO;116.200251883;M
2008-10;A;61753;ES61;INDICE_EMPLEO;110.215398518;M
2008-10;A;61754;ES61;INDICE_EMPLEO;112.091340765;M
2008-10;A;61755;ES61;INDICE_EMPLEO;108.82801756;M
2008-10;A;61756;ES61;INDICE_EMPLEO;111.790888664;M
2008-10;A;61757;ES61;INDICE_EMPLEO;99.448491472;M
2008-10;A;61758;ES61;INDICE_EMPLEO;113.409238643;M
2008-10;A;61759;ES61;INDICE_EMPLEO;114.826863736;M
2008-10;A;61760;ES61;INDICE_EMPLEO;114.456736196;M
2008-11;A;61753;ES61;INDICE_EMPLEO;109.158062898;M
2008-11;A;61754;ES61;INDICE_EMPLEO;111.959675201;M
2008-11;A;61755;ES61;INDICE_EMPLEO;106.994450558;M
2008-11;A;61756;ES61;INDICE_EMPLEO;111.356852871;M
2008-11;A;61757;ES61;INDICE_EMPLEO;97.404170513;M
2008-11;A;61758;ES61;INDICE_EMPLEO;112.94705594;M
2008-11;A;61759;ES61;INDICE_EMPLEO;113.04456811;M
2008-11;A;61760;ES61;INDICE_EMPLEO;111.253628217;M
2008-12;A;61753;ES61;INDICE_EMPLEO;108.322121604;M
2008-12;A;61754;ES61;INDICE_EMPLEO;111.509095132;M
2008-12;A;61755;ES61;INDICE_EMPLEO;105.834705958;M
2008-12;A;61756;ES61;INDICE_EMPLEO;110.865582062;M
2008-12;A;61757;ES61;INDICE_EMPLEO;95.754556328;M
2008-12;A;61758;ES61;INDICE_EMPLEO;112.566502312;M
2008-12;A;61759;ES61;INDICE_EMPLEO;111.745226354;M
2008-12;A;61760;ES61;INDICE_EMPLEO;110.135882138;M
2009-01;A;61753;ES61;INDICE_EMPLEO;106.353083074;M
2009-01;A;61754;ES61;INDICE_EMPLEO;110.130541983;M
2009-01;A;61755;ES61;INDICE_EMPLEO;103.368369296;M
2009-01;A;61756;ES61;INDICE_EMPLEO;110.236889207;M
2009-01;A;61757;ES61;INDICE_EMPLEO;93.468761609;M
2009-01;A;61758;ES61;INDICE_EMPLEO;112.119407495;M
2009-01;A;61759;ES61;INDICE_EMPLEO;108.220143619;M
2009-01;A;61760;ES61;INDICE_EMPLEO;106.15301086;M
2009-02;A;61753;ES61;INDICE_EMPLEO;105.286573357;M
2009-02;A;61754;ES61;INDICE_EMPLEO;108.536665765;M
2009-02;A;61755;ES61;INDICE_EMPLEO;102.741330472;M
2009-02;A;61756;ES61;INDICE_EMPLEO;110.073125041;M
2009-02;A;61757;ES61;INDICE_EMPLEO;92.62833808;M
2009-02;A;61758;ES61;INDICE_EMPLEO;111.277143493;M
2009-02;A;61759;ES61;INDICE_EMPLEO;107.113901228;M
2009-02;A;61760;ES61;INDICE_EMPLEO;105.882366093;M
2009-03;A;61753;ES61;INDICE_EMPLEO;105.08608786;M
2009-03;A;61754;ES61;INDICE_EMPLEO;108.267633989;M
2009-03;A;61755;ES61;INDICE_EMPLEO;102.597864469;M
2009-03;A;61756;ES61;INDICE_EMPLEO;109.387251266;M
2009-03;A;61757;ES61;INDICE_EMPLEO;93.798037151;M
2009-03;A;61758;ES61;INDICE_EMPLEO;111.363366636;M
2009-03;A;61759;ES61;INDICE_EMPLEO;106.836805103;M
2009-03;A;61760;ES61;INDICE_EMPLEO;104.3618746;M
