TEMPORAL;OBS_STATUS;TIPO_VENTAS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2016-10;D;06;;INDI_CIFR_NEGO;108.254940203;M
2016-10;D;07;;INDI_CIFR_NEGO;90.474892727;M
2016-10;D;08;;INDI_CIFR_NEGO;106.894564683;M
2016-11;D;01;;INDI_CIFR_NEGO;103.74833427;M
2016-11;D;02;;INDI_CIFR_NEGO;105.705870553;M
2016-11;D;03;;INDI_CIFR_NEGO;99.184017527;M
2016-11;D;04;;INDI_CIFR_NEGO;106.897637836;M
2016-11;D;05;;INDI_CIFR_NEGO;88.36861902;M
2016-11;D;06;;INDI_CIFR_NEGO;108.156577656;M
2016-11;D;07;;INDI_CIFR_NEGO;91.927440913;M
2016-11;D;08;;INDI_CIFR_NEGO;97.699356059;M
2016-12;D;01;;INDI_CIFR_NEGO;115.368933633;M
2016-12;D;02;;INDI_CIFR_NEGO;119.297214291;M
2016-12;D;03;;INDI_CIFR_NEGO;105.788802382;M
2016-12;D;04;;INDI_CIFR_NEGO;109.517774767;M
2016-12;D;05;;INDI_CIFR_NEGO;91.763862149;M
2016-12;D;06;;INDI_CIFR_NEGO;120.764800696;M
2016-12;D;07;;INDI_CIFR_NEGO;113.239248448;M
2016-12;D;08;;INDI_CIFR_NEGO;97.087502509;M
2017-01;D;01;;INDI_CIFR_NEGO;100.988891488;M
2017-01;D;02;;INDI_CIFR_NEGO;104.866353122;M
2017-01;D;03;;INDI_CIFR_NEGO;91.465702525;M
2017-01;D;04;;INDI_CIFR_NEGO;105.677347463;M
2017-01;D;05;;INDI_CIFR_NEGO;77.768075293;M
2017-01;D;06;;INDI_CIFR_NEGO;100.456725423;M
2017-01;D;07;;INDI_CIFR_NEGO;80.184088174;M
2017-01;D;08;;INDI_CIFR_NEGO;84.972057054;M
2017-02;D;01;;INDI_CIFR_NEGO;96.557261866;M
2017-02;D;02;;INDI_CIFR_NEGO;98.83419049;M
2017-02;D;03;;INDI_CIFR_NEGO;91.158699992;M
2017-02;D;04;;INDI_CIFR_NEGO;101.155430564;M
2017-02;D;05;;INDI_CIFR_NEGO;77.6271031;M
2017-02;D;06;;INDI_CIFR_NEGO;100.81331875;M
2017-02;D;07;;INDI_CIFR_NEGO;85.367728892;M
2017-02;D;08;;INDI_CIFR_NEGO;87.293270984;M
2017-03;D;01;;INDI_CIFR_NEGO;112.553084097;M
2017-03;D;02;;INDI_CIFR_NEGO;116.251385852;M
2017-03;D;03;;INDI_CIFR_NEGO;103.554288737;M
2017-03;D;04;;INDI_CIFR_NEGO;115.690995693;M
2017-03;D;05;;INDI_CIFR_NEGO;89.740644757;M
2017-03;D;06;;INDI_CIFR_NEGO;108.439924132;M
2017-03;D;07;;INDI_CIFR_NEGO;98.737507676;M
2017-03;D;08;;INDI_CIFR_NEGO;98.538790157;M
2017-04;D;01;;INDI_CIFR_NEGO;106.008647847;M
2017-04;D;02;;INDI_CIFR_NEGO;106.059641311;M
2017-04;D;03;;INDI_CIFR_NEGO;106.427564681;M
2017-04;D;04;;INDI_CIFR_NEGO;111.29854766;M
2017-04;D;05;;INDI_CIFR_NEGO;109.535518761;M
2017-04;D;06;;INDI_CIFR_NEGO;101.209590862;M
2017-04;D;07;;INDI_CIFR_NEGO;100.386388066;M
2017-04;D;08;;INDI_CIFR_NEGO;98.737909265;M
2017-05;D;01;;INDI_CIFR_NEGO;110.846513562;M
2017-05;D;02;;INDI_CIFR_NEGO;110.772703424;M
2017-05;D;03;;INDI_CIFR_NEGO;111.61399836;M
2017-05;D;04;;INDI_CIFR_NEGO;120.221280179;M
2017-05;D;05;;INDI_CIFR_NEGO;112.490648335;M
2017-05;D;06;;INDI_CIFR_NEGO;105.399541576;M
2017-05;D;07;;INDI_CIFR_NEGO;97.6722769;M
2017-05;D;08;;INDI_CIFR_NEGO;108.854910192;M
2017-06;D;01;;INDI_CIFR_NEGO;112.289042133;M
2017-06;D;02;;INDI_CIFR_NEGO;110.814080368;M
2017-06;D;03;;INDI_CIFR_NEGO;116.695007308;M
2017-06;D;04;;INDI_CIFR_NEGO;119.703632162;M
2017-06;D;05;;INDI_CIFR_NEGO;122.628794448;M
2017-06;D;06;;INDI_CIFR_NEGO;108.999338201;M
2017-06;D;07;;INDI_CIFR_NEGO;104.460032047;M
2017-06;D;08;;INDI_CIFR_NEGO;117.044561855;M
2017-07;D;01;;INDI_CIFR_NEGO;110.019351442;M
2017-07;D;02;;INDI_CIFR_NEGO;106.231584637;M
2017-07;D;03;;INDI_CIFR_NEGO;120.40698281;M
2017-07;D;04;;INDI_CIFR_NEGO;113.734431339;M
2017-07;D;05;;INDI_CIFR_NEGO;137.30393214;M
2017-07;D;06;;INDI_CIFR_NEGO;106.683661049;M
2017-07;D;07;;INDI_CIFR_NEGO;110.634825769;M
2017-07;D;08;;INDI_CIFR_NEGO;126.175528766;M
2017-08;D;01;;INDI_CIFR_NEGO;104.020498278;M
2017-08;D;02;;INDI_CIFR_NEGO;100.403556065;M
2017-08;D;03;;INDI_CIFR_NEGO;113.934266522;M
2017-08;D;04;;INDI_CIFR_NEGO;101.714263294;M
2017-08;D;05;;INDI_CIFR_NEGO;149.549212324;M
2017-08;D;06;;INDI_CIFR_NEGO;96.744772273;M
2017-08;D;07;;INDI_CIFR_NEGO;85.366336829;M
2017-08;D;08;;INDI_CIFR_NEGO;122.964131786;M
2017-09;D;01;;INDI_CIFR_NEGO;104.895959216;M
2017-09;D;02;;INDI_CIFR_NEGO;102.121319636;M
2017-09;D;03;;INDI_CIFR_NEGO;112.631512838;M
2017-09;D;04;;INDI_CIFR_NEGO;107.593695034;M
2017-09;D;05;;INDI_CIFR_NEGO;128.50276098;M
2017-09;D;06;;INDI_CIFR_NEGO;105.617748247;M
2017-09;D;07;;INDI_CIFR_NEGO;96.0781218;M
2017-09;D;08;;INDI_CIFR_NEGO;117.683200271;M
2017-10;D;01;;INDI_CIFR_NEGO;107.102742352;M
2017-10;D;02;;INDI_CIFR_NEGO;104.598180844;M
2017-10;D;03;;INDI_CIFR_NEGO;114.149879927;M
2017-10;D;04;;INDI_CIFR_NEGO;116.292685416;M
2017-10;D;05;;INDI_CIFR_NEGO;112.151438264;M
2017-10;D;06;;INDI_CIFR_NEGO;110.208344028;M
2017-10;D;07;;INDI_CIFR_NEGO;116.993785869;M
2017-10;D;08;;INDI_CIFR_NEGO;110.596001346;M
2017-11;D;01;;INDI_CIFR_NEGO;109.63231102;M
2017-11;D;02;;INDI_CIFR_NEGO;110.828940466;M
2017-11;D;03;;INDI_CIFR_NEGO;107.101233022;M
2017-11;D;04;;INDI_CIFR_NEGO;117.67628635;M
2017-11;D;05;;INDI_CIFR_NEGO;87.418829534;M
2017-11;D;06;;INDI_CIFR_NEGO;109.567985192;M
2017-11;D;07;;INDI_CIFR_NEGO;117.461557795;M
2017-11;D;08;;INDI_CIFR_NEGO;101.7368688;M
2017-12;D;01;;INDI_CIFR_NEGO;119.115644139;M
2017-12;D;02;;INDI_CIFR_NEGO;121.539654419;M
2017-12;D;03;;INDI_CIFR_NEGO;113.45319572;M
2017-12;D;04;;INDI_CIFR_NEGO;116.320954309;M
2017-12;D;05;;INDI_CIFR_NEGO;93.978056788;M
2017-12;D;06;;INDI_CIFR_NEGO;124.052728136;M
2017-12;D;07;;INDI_CIFR_NEGO;137.56625142;M
2017-12;D;08;;INDI_CIFR_NEGO;102.229377399;M
2018-01;D;01;;INDI_CIFR_NEGO;105.057234319;M
2018-01;D;02;;INDI_CIFR_NEGO;107.973538294;M
2018-01;D;03;;INDI_CIFR_NEGO;98.069167195;M
2018-01;D;04;;INDI_CIFR_NEGO;112.114731608;M
2018-01;D;05;;INDI_CIFR_NEGO;78.115258689;M
2018-01;D;06;;INDI_CIFR_NEGO;104.318263816;M
2018-01;D;07;;INDI_CIFR_NEGO;102.02700252;M
2018-01;D;08;;INDI_CIFR_NEGO;88.923813516;M
2018-02;D;01;;INDI_CIFR_NEGO;99.732923235;M
2018-02;D;02;;INDI_CIFR_NEGO;101.234254584;M
2018-02;D;03;;INDI_CIFR_NEGO;96.345025807;M
2018-02;D;04;;INDI_CIFR_NEGO;107.733352904;M
2018-02;D;05;;INDI_CIFR_NEGO;77.294863963;M
2018-02;D;06;;INDI_CIFR_NEGO;101.768166686;M
2018-02;D;07;;INDI_CIFR_NEGO;97.254300405;M
2018-02;D;08;;INDI_CIFR_NEGO;95.750543985;M
2018-03;D;01;;INDI_CIFR_NEGO;113.637114462;M
2018-03;D;02;;INDI_CIFR_NEGO;115.595153038;M
2018-03;D;03;;INDI_CIFR_NEGO;109.143151352;M
2018-03;D;04;;INDI_CIFR_NEGO;117.578291024;M
2018-03;D;05;;INDI_CIFR_NEGO;95.520884848;M
2018-03;D;06;;INDI_CIFR_NEGO;109.924509692;M
2018-03;D;07;;INDI_CIFR_NEGO;113.100885681;M
2018-03;D;08;;INDI_CIFR_NEGO;106.389088261;M
2018-04;D;01;;INDI_CIFR_NEGO;110.342703549;M
2018-04;D;02;;INDI_CIFR_NEGO;109.774007471;M
2018-04;D;03;;INDI_CIFR_NEGO;112.306138489;M
2018-04;D;04;;INDI_CIFR_NEGO;121.881436035;M
2018-04;D;05;;INDI_CIFR_NEGO;99.631256074;M
2018-04;D;06;;INDI_CIFR_NEGO;109.182949893;M
2018-04;D;07;;INDI_CIFR_NEGO;115.667745015;M
2018-04;D;08;;INDI_CIFR_NEGO;109.598660438;M
2018-05;D;01;;INDI_CIFR_NEGO;117.130950391;M
2018-05;D;02;;INDI_CIFR_NEGO;116.757798798;M
2018-05;D;03;;INDI_CIFR_NEGO;118.624644553;M
2018-05;D;04;;INDI_CIFR_NEGO;126.581563026;M
2018-05;D;05;;INDI_CIFR_NEGO;113.31542579;M
2018-05;D;06;;INDI_CIFR_NEGO;106.658223639;M
2018-05;D;07;;INDI_CIFR_NEGO;119.805934154;M
2018-05;D;08;;INDI_CIFR_NEGO;117.179026348;M
2018-06;D;01;;INDI_CIFR_NEGO;115.623534478;M
2018-06;D;02;;INDI_CIFR_NEGO;113.766555091;M
2018-06;D;03;;INDI_CIFR_NEGO;120.911304661;M
2018-06;D;04;;INDI_CIFR_NEGO;119.692346887;M
2018-06;D;05;;INDI_CIFR_NEGO;119.274220816;M
2018-06;D;06;;INDI_CIFR_NEGO;113.190210579;M
2018-06;D;07;;INDI_CIFR_NEGO;126.903123056;M
2018-06;D;08;;INDI_CIFR_NEGO;124.329290899;M
2018-07;D;01;;INDI_CIFR_NEGO;117.267900377;M
2018-07;D;02;;INDI_CIFR_NEGO;113.493868833;M
2018-07;D;03;;INDI_CIFR_NEGO;127.473973034;M
2018-07;D;04;;INDI_CIFR_NEGO;118.577797063;M
2018-07;D;05;;INDI_CIFR_NEGO;136.33371483;M
2018-07;D;06;;INDI_CIFR_NEGO;110.292303255;M
2018-07;D;07;;INDI_CIFR_NEGO;138.162923823;M
2018-07;D;08;;INDI_CIFR_NEGO;133.391480978;M
2018-08;D;01;;INDI_CIFR_NEGO;108.527310466;M
2018-08;D;02;;INDI_CIFR_NEGO;104.126755553;M
2018-08;D;03;;INDI_CIFR_NEGO;120.298161999;M
2018-08;D;04;;INDI_CIFR_NEGO;108.074167026;M
2018-08;D;05;;INDI_CIFR_NEGO;155.414477537;M
2018-08;D;06;;INDI_CIFR_NEGO;99.297720791;M
2018-08;D;07;;INDI_CIFR_NEGO;102.304124786;M
2018-08;D;08;;INDI_CIFR_NEGO;122.201990431;M
2018-09;D;01;;INDI_CIFR_NEGO;107.22820971;M
2018-09;D;02;;INDI_CIFR_NEGO;102.30941369;M
2018-09;D;03;;INDI_CIFR_NEGO;120.32063113;M
2018-09;D;04;;INDI_CIFR_NEGO;106.631166;M
2018-09;D;05;;INDI_CIFR_NEGO;125.15992109;M
2018-09;D;06;;INDI_CIFR_NEGO;113.88524491;M
2018-09;D;07;;INDI_CIFR_NEGO;144.03093691;M
2018-09;D;08;;INDI_CIFR_NEGO;119.93634717;M
2018-10;D;01;;INDI_CIFR_NEGO;112.8853915;M
2018-10;D;02;;INDI_CIFR_NEGO;111.03910379;M
2018-10;D;03;;INDI_CIFR_NEGO;118.13320114;M
2018-10;D;04;;INDI_CIFR_NEGO;122.05701494;M
2018-10;D;05;;INDI_CIFR_NEGO;109.55837093;M
2018-10;D;06;;INDI_CIFR_NEGO;116.10461469;M
2018-10;D;07;;INDI_CIFR_NEGO;125.11852081;M
2018-10;D;08;;INDI_CIFR_NEGO;115.782497;M
2018-11;D;01;;INDI_CIFR_NEGO;112.9277472;M
2018-11;D;02;;INDI_CIFR_NEGO;113.52712063;M
2018-11;D;03;;INDI_CIFR_NEGO;111.91090577;M
2018-11;D;04;;INDI_CIFR_NEGO;118.87300671;M
2018-11;D;05;;INDI_CIFR_NEGO;86.428887144;M
2018-11;D;06;;INDI_CIFR_NEGO;118.6661825;M
2018-11;D;07;;INDI_CIFR_NEGO;135.07548274;M
2018-11;D;08;;INDI_CIFR_NEGO;106.84070819;M
2018-12;D;01;;INDI_CIFR_NEGO;121.370512835;M
2018-12;D;02;;INDI_CIFR_NEGO;122.321746356;M
2018-12;D;03;;INDI_CIFR_NEGO;119.491106985;M
2018-12;D;04;;INDI_CIFR_NEGO;122.037551656;M
2018-12;D;05;;INDI_CIFR_NEGO;98.521143774;M
2018-12;D;06;;INDI_CIFR_NEGO;125.956685661;M
2018-12;D;07;;INDI_CIFR_NEGO;156.913413391;M
2018-12;D;08;;INDI_CIFR_NEGO;100.967033226;M
2019-01;D;01;;INDI_CIFR_NEGO;111.41306053;M
2019-01;D;02;;INDI_CIFR_NEGO;113.70317649;M
2019-01;D;03;;INDI_CIFR_NEGO;106.0568884;M
2019-01;D;04;;INDI_CIFR_NEGO;127.22561095;M
2019-01;D;05;;INDI_CIFR_NEGO;81.833046864;M
2019-01;D;06;;INDI_CIFR_NEGO;103.99571157;M
2019-01;D;07;;INDI_CIFR_NEGO;109.7878198;M
2019-01;D;08;;INDI_CIFR_NEGO;96.384655584;M
2019-02;D;01;;INDI_CIFR_NEGO;106.98754318;M
2019-02;D;02;;INDI_CIFR_NEGO;107.86612975;M
2019-02;D;03;;INDI_CIFR_NEGO;105.22815159;M
2019-02;D;04;;INDI_CIFR_NEGO;120.75707782;M
2019-02;D;05;;INDI_CIFR_NEGO;80.832804454;M
2019-02;D;06;;INDI_CIFR_NEGO;105.86079867;M
2019-02;D;07;;INDI_CIFR_NEGO;113.11736913;M
2019-02;D;08;;INDI_CIFR_NEGO;101.52217436;M
2019-03;D;01;;INDI_CIFR_NEGO;120.12930275;M
2019-03;D;02;;INDI_CIFR_NEGO;121.2364885;M
2019-03;D;03;;INDI_CIFR_NEGO;117.84455101;M
2019-03;D;04;;INDI_CIFR_NEGO;133.36044384;M
2019-03;D;05;;INDI_CIFR_NEGO;96.155224055;M
2019-03;D;06;;INDI_CIFR_NEGO;113.6491984;M
2019-03;D;07;;INDI_CIFR_NEGO;127.35156523;M
2019-03;D;08;;INDI_CIFR_NEGO;111.90341014;M
2019-04;D;01;;INDI_CIFR_NEGO;120.26027324;M
2019-04;D;02;;INDI_CIFR_NEGO;118.67679055;M
2019-04;D;03;;INDI_CIFR_NEGO;124.8711327;M
2019-04;D;04;;INDI_CIFR_NEGO;135.0896975;M
2019-04;D;05;;INDI_CIFR_NEGO;110.69729979;M
2019-04;D;06;;INDI_CIFR_NEGO;114.49064957;M
2019-04;D;07;;INDI_CIFR_NEGO;132.94103415;M
2019-04;D;08;;INDI_CIFR_NEGO;124.86774362;M
2019-05;D;01;;INDI_CIFR_NEGO;124.53113777;M
2019-05;D;02;;INDI_CIFR_NEGO;123.22857028;M
2019-05;D;03;;INDI_CIFR_NEGO;128.44177615;M
2019-05;D;04;;INDI_CIFR_NEGO;141.61794341;M
2019-05;D;05;;INDI_CIFR_NEGO;118.54809675;M
2019-05;D;06;;INDI_CIFR_NEGO;111.17776172;M
2019-05;D;07;;INDI_CIFR_NEGO;128.57484697;M
2019-05;D;08;;INDI_CIFR_NEGO;129.29242513;M
2019-06;D;01;;INDI_CIFR_NEGO;119.83670637;M
2019-06;D;02;;INDI_CIFR_NEGO;114.70704612;M
2019-06;D;03;;INDI_CIFR_NEGO;133.53292315;M
2019-06;D;04;;INDI_CIFR_NEGO;132.15932028;M
2019-06;D;05;;INDI_CIFR_NEGO;128.3563697;M
2019-06;D;06;;INDI_CIFR_NEGO;117.00853918;M
2019-06;D;07;;INDI_CIFR_NEGO;149.17088123;M
2019-06;D;08;;INDI_CIFR_NEGO;141.18323971;M
2019-07;D;01;;INDI_CIFR_NEGO;125.27806403;M
2019-07;D;02;;INDI_CIFR_NEGO;119.54777222;M
2019-07;D;03;;INDI_CIFR_NEGO;140.53846252;M
2019-07;D;04;;INDI_CIFR_NEGO;132.59461535;M
2019-07;D;05;;INDI_CIFR_NEGO;146.33729832;M
2019-07;D;06;;INDI_CIFR_NEGO;115.99678596;M
2019-07;D;07;;INDI_CIFR_NEGO;158.990659;M
2019-07;D;08;;INDI_CIFR_NEGO;147.99457197;M
2019-08;D;01;;INDI_CIFR_NEGO;113.05862496;M
2019-08;D;02;;INDI_CIFR_NEGO;106.50043964;M
2019-08;D;03;;INDI_CIFR_NEGO;130.38435522;M
2019-08;D;04;;INDI_CIFR_NEGO;112.44957515;M
2019-08;D;05;;INDI_CIFR_NEGO;163.05098358;M
2019-08;D;06;;INDI_CIFR_NEGO;102.97537718;M
2019-08;D;07;;INDI_CIFR_NEGO;125.15259118;M
2019-08;D;08;;INDI_CIFR_NEGO;141.52431266;M
2019-09;D;01;;INDI_CIFR_NEGO;113.78670354;M
2019-09;D;02;;INDI_CIFR_NEGO;108.07858576;M
2019-09;D;03;;INDI_CIFR_NEGO;128.93743019;M
2019-09;D;04;;INDI_CIFR_NEGO;119.01680336;M
2019-09;D;05;;INDI_CIFR_NEGO;128.62600984;M
2019-09;D;06;;INDI_CIFR_NEGO;117.01099716;M
2019-09;D;07;;INDI_CIFR_NEGO;153.8850196;M
2019-09;D;08;;INDI_CIFR_NEGO;132.86032881;M
2019-10;D;01;;INDI_CIFR_NEGO;121.0407604;M
2019-10;D;02;;INDI_CIFR_NEGO;118.13273142;M
2019-10;D;03;;INDI_CIFR_NEGO;129.04944341;M
2019-10;D;04;;INDI_CIFR_NEGO;132.27778503;M
2019-10;D;05;;INDI_CIFR_NEGO;109.89994025;M
2019-10;D;06;;INDI_CIFR_NEGO;119.58094761;M
2019-10;D;07;;INDI_CIFR_NEGO;157.2808921;M
2019-10;D;08;;INDI_CIFR_NEGO;130.75233766;M
2019-11;D;01;;INDI_CIFR_NEGO;117.67077572;M
2019-11;D;02;;INDI_CIFR_NEGO;117.76705346;M
2019-11;D;03;;INDI_CIFR_NEGO;117.96523308;M
2019-11;D;04;;INDI_CIFR_NEGO;128.23380168;M
2019-11;D;05;;INDI_CIFR_NEGO;91.467097152;M
2019-11;D;06;;INDI_CIFR_NEGO;114.32538256;M
2019-11;D;07;;INDI_CIFR_NEGO;145.67820729;M
2019-11;D;08;;INDI_CIFR_NEGO;112.06952154;M
2019-12;D;01;;INDI_CIFR_NEGO;127.99366366;M
2019-12;D;02;;INDI_CIFR_NEGO;129.25593549;M
2019-12;D;03;;INDI_CIFR_NEGO;125.34766265;M
2019-12;D;04;;INDI_CIFR_NEGO;128.55898022;M
2019-12;D;05;;INDI_CIFR_NEGO;102.88474026;M
2019-12;D;06;;INDI_CIFR_NEGO;130.078948;M
2019-12;D;07;;INDI_CIFR_NEGO;156.82411894;M
2019-12;D;08;;INDI_CIFR_NEGO;115.94587022;M
2020-01;D;01;;INDI_CIFR_NEGO;113.49126996;M
2020-01;D;02;;INDI_CIFR_NEGO;114.71062241;M
2020-01;D;03;;INDI_CIFR_NEGO;110.88727279;M
2020-01;D;04;;INDI_CIFR_NEGO;132.752477;M
2020-01;D;05;;INDI_CIFR_NEGO;87.318714998;M
2020-01;D;06;;INDI_CIFR_NEGO;108.44415019;M
2020-01;D;07;;INDI_CIFR_NEGO;117.82382544;M
2020-01;D;08;;INDI_CIFR_NEGO;95.233591689;M
2020-02;D;01;;INDI_CIFR_NEGO;111.25899576;M
2020-02;D;02;;INDI_CIFR_NEGO;111.56616596;M
2020-02;D;03;;INDI_CIFR_NEGO;110.99366078;M
2020-02;D;04;;INDI_CIFR_NEGO;128.31205678;M
2020-02;D;05;;INDI_CIFR_NEGO;86.731087247;M
2020-02;D;06;;INDI_CIFR_NEGO;104.51239291;M
2020-02;D;07;;INDI_CIFR_NEGO;123.73275421;M
2020-02;D;08;;INDI_CIFR_NEGO;104.39183424;M
2020-03;D;01;;INDI_CIFR_NEGO;102.57563106;M
2020-03;D;02;;INDI_CIFR_NEGO;105.50040451;M
2020-03;D;03;;INDI_CIFR_NEGO;95.527955965;M
2020-03;D;04;;INDI_CIFR_NEGO;124.43614106;M
2020-03;D;05;;INDI_CIFR_NEGO;42.639699476;M
2020-03;D;06;;INDI_CIFR_NEGO;107.38036677;M
2020-03;D;07;;INDI_CIFR_NEGO;120.89156159;M
2020-03;D;08;;INDI_CIFR_NEGO;82.639680241;M
2020-04;D;01;;INDI_CIFR_NEGO;75.31325895;M
2020-04;D;02;;INDI_CIFR_NEGO;76.625591981;M
2020-04;D;03;;INDI_CIFR_NEGO;72.289395639;M
2020-04;D;04;;INDI_CIFR_NEGO;103.13822516;M
2020-04;D;05;;INDI_CIFR_NEGO;4.537796651;M
2020-04;D;06;;INDI_CIFR_NEGO;99.396193313;M
2020-04;D;07;;INDI_CIFR_NEGO;100.26492291;M
2020-04;D;08;;INDI_CIFR_NEGO;64.541302487;M
2020-05;D;01;;INDI_CIFR_NEGO;86.499597298;M
2020-05;D;02;;INDI_CIFR_NEGO;90.981200326;M
2020-05;D;03;;INDI_CIFR_NEGO;75.366537885;M
2020-05;D;04;;INDI_CIFR_NEGO;105.75189395;M
2020-05;D;05;;INDI_CIFR_NEGO;14.844767675;M
2020-05;D;06;;INDI_CIFR_NEGO;98.261456895;M
2020-05;D;07;;INDI_CIFR_NEGO;101.94540696;M
2020-05;D;08;;INDI_CIFR_NEGO;61.312041652;M
2020-06;D;01;;INDI_CIFR_NEGO;102.95370898;M
2020-06;D;02;;INDI_CIFR_NEGO;107.53571723;M
2020-06;D;03;;INDI_CIFR_NEGO;91.639820799;M
2020-06;D;04;;INDI_CIFR_NEGO;112.1991056;M
2020-06;D;05;;INDI_CIFR_NEGO;47.04961761;M
2020-06;D;06;;INDI_CIFR_NEGO;105.98110655;M
2020-06;D;07;;INDI_CIFR_NEGO;127.03568529;M
2020-06;D;08;;INDI_CIFR_NEGO;69.701302614;M
2020-07;D;01;;INDI_CIFR_NEGO;110.06452657;M
2020-07;D;02;;INDI_CIFR_NEGO;112.441534;M
2020-07;D;03;;INDI_CIFR_NEGO;104.46294194;M
2020-07;D;04;;INDI_CIFR_NEGO;114.06154104;M
2020-07;D;05;;INDI_CIFR_NEGO;78.219883076;M
2020-07;D;06;;INDI_CIFR_NEGO;111.52581055;M
2020-07;D;07;;INDI_CIFR_NEGO;141.82065538;M
2020-07;D;08;;INDI_CIFR_NEGO;79.244726036;M
2020-08;D;01;;INDI_CIFR_NEGO;98.715437092;M
2020-08;D;02;;INDI_CIFR_NEGO;99.597823433;M
2020-08;D;03;;INDI_CIFR_NEGO;96.909432017;M
2020-08;D;04;;INDI_CIFR_NEGO;104.47865513;M
2020-08;D;05;;INDI_CIFR_NEGO;94.209774759;M
2020-08;D;06;;INDI_CIFR_NEGO;98.297184233;M
2020-08;D;07;;INDI_CIFR_NEGO;102.79649166;M
2020-08;D;08;;INDI_CIFR_NEGO;74.374421358;M
2020-09;D;01;;INDI_CIFR_NEGO;102.68012494;M
2020-09;D;02;;INDI_CIFR_NEGO;103.9423699;M
2020-09;D;03;;INDI_CIFR_NEGO;99.914576532;M
2020-09;D;04;;INDI_CIFR_NEGO;107.05199649;M
2020-09;D;05;;INDI_CIFR_NEGO;66.868208858;M
2020-09;D;06;;INDI_CIFR_NEGO;109.55559255;M
2020-09;D;07;;INDI_CIFR_NEGO;145.7749741;M
2020-09;D;08;;INDI_CIFR_NEGO;80.724750598;M
2020-10;D;01;;INDI_CIFR_NEGO;106.27813781;M
2020-10;D;02;;INDI_CIFR_NEGO;109.87572142;M
2020-10;D;03;;INDI_CIFR_NEGO;97.515220685;M
2020-10;D;04;;INDI_CIFR_NEGO;121.87835218;M
2020-10;D;05;;INDI_CIFR_NEGO;52.621432545;M
2020-10;D;06;;INDI_CIFR_NEGO;113.9921518;M
2020-10;D;07;;INDI_CIFR_NEGO;122.60554519;M
2020-10;D;08;;INDI_CIFR_NEGO;76.537299324;M
2020-11;D;01;;INDI_CIFR_NEGO;101.27958045;M
2020-11;D;02;;INDI_CIFR_NEGO;104.32299449;M
2020-11;D;03;;INDI_CIFR_NEGO;93.920237098;M
2020-11;D;04;;INDI_CIFR_NEGO;121.97188897;M
2020-11;D;05;;INDI_CIFR_NEGO;34.702590723;M
2020-11;D;06;;INDI_CIFR_NEGO;113.07320791;M
2020-11;D;07;;INDI_CIFR_NEGO;130.72053521;M
2020-11;D;08;;INDI_CIFR_NEGO;74.809418549;M
2020-12;D;01;;INDI_CIFR_NEGO;118.31208816;M
2020-12;D;02;;INDI_CIFR_NEGO;123.86036986;M
2020-12;D;03;;INDI_CIFR_NEGO;104.58225879;M
2020-12;D;04;;INDI_CIFR_NEGO;129.13389584;M
2020-12;D;05;;INDI_CIFR_NEGO;46.674572772;M
2020-12;D;06;;INDI_CIFR_NEGO;125.50117687;M
2020-12;D;07;;INDI_CIFR_NEGO;145.51622576;M
2020-12;D;08;;INDI_CIFR_NEGO;84.595020909;M
2021-01;D;01;;INDI_CIFR_NEGO;98.436307007;M
2021-01;D;02;;INDI_CIFR_NEGO;103.12917023;M
2021-01;D;03;;INDI_CIFR_NEGO;86.813689367;M
2021-01;D;04;;INDI_CIFR_NEGO;117.44156615;M
2021-01;D;05;;INDI_CIFR_NEGO;37.602436879;M
2021-01;D;06;;INDI_CIFR_NEGO;102.51828536;M
2021-01;D;07;;INDI_CIFR_NEGO;105.34399076;M
2021-01;D;08;;INDI_CIFR_NEGO;67.490161548;M
2021-02;D;01;;INDI_CIFR_NEGO;98.42986529;M
2021-02;D;02;;INDI_CIFR_NEGO;102.30986257;M
2021-02;D;03;;INDI_CIFR_NEGO;88.920682731;M
2021-02;D;04;;INDI_CIFR_NEGO;119.74437929;M
2021-02;D;05;;INDI_CIFR_NEGO;33.945834985;M
2021-02;D;06;;INDI_CIFR_NEGO;101.1528295;M
2021-02;D;07;;INDI_CIFR_NEGO;121.2782118;M
2021-02;D;08;;INDI_CIFR_NEGO;67.604685923;M
2021-03;D;01;;INDI_CIFR_NEGO;119.41044176;M
2021-03;D;02;;INDI_CIFR_NEGO;126.3828763;M
2021-03;D;03;;INDI_CIFR_NEGO;101.98423725;M
2021-03;D;04;;INDI_CIFR_NEGO;137.40053501;M
2021-03;D;05;;INDI_CIFR_NEGO;46.244343073;M
2021-03;D;06;;INDI_CIFR_NEGO;110.55696416;M
2021-03;D;07;;INDI_CIFR_NEGO;129.53491348;M
2021-03;D;08;;INDI_CIFR_NEGO;80.043623656;M
2021-04;D;01;;INDI_CIFR_NEGO;111.65873496;M
2021-04;D;02;;INDI_CIFR_NEGO;115.66516921;M
2021-04;D;03;;INDI_CIFR_NEGO;101.89861825;M
2021-04;D;04;;INDI_CIFR_NEGO;135.20826322;M
2021-04;D;05;;INDI_CIFR_NEGO;51.306042562;M
2021-04;D;06;;INDI_CIFR_NEGO;106.36356957;M
2021-04;D;07;;INDI_CIFR_NEGO;127.30735199;M
2021-04;D;08;;INDI_CIFR_NEGO;81.849889202;M
