D_TEMPORAL_0;D_ESTADO_DATO_0;D_ICMA_TIPOVENTAS_0;D_TERRITORIO_0;D_IVGS_SERIEIVGS_0;INDICATOR;OBS_VALUE;FREQ
2008-07;40124;61593;3143;277796;Índice original;120.256426988;M
2008-07;40124;61594;3143;277796;Índice original;109.797720736;M
2008-07;40124;61595;3143;277796;Índice original;128.0742928;M
2008-08;40124;61592;3143;277796;Índice original;119.748140155;M
2008-08;40124;61593;3143;277796;Índice original;118.969609698;M
2008-08;40124;61594;3143;277796;Índice original;110.773231648;M
2008-08;40124;61595;3143;277796;Índice original;125.058844713;M
2008-09;40124;61592;3143;277796;Índice original;119.233168478;M
2008-09;40124;61593;3143;277796;Índice original;118.615279241;M
2008-09;40124;61594;3143;277796;Índice original;107.809579062;M
2008-09;40124;61595;3143;277796;Índice original;126.297441914;M
2008-10;40124;61592;3143;277796;Índice original;117.20519241;M
2008-10;40124;61593;3143;277796;Índice original;116.597455493;M
2008-10;40124;61594;3143;277796;Índice original;107.597398744;M
2008-10;40124;61595;3143;277796;Índice original;123.096020984;M
2008-11;40124;61592;3143;277796;Índice original;116.595523892;M
2008-11;40124;61593;3143;277796;Índice original;116.323258023;M
2008-11;40124;61594;3143;277796;Índice original;107.83731524;M
2008-11;40124;61595;3143;277796;Índice original;122.558342045;M
2008-12;40124;61592;3143;277796;Índice original;114.129562297;M
2008-12;40124;61593;3143;277796;Índice original;114.317008014;M
2008-12;40124;61594;3143;277796;Índice original;106.650123001;M
2008-12;40124;61595;3143;277796;Índice original;119.335540743;M
2009-01;40124;61592;3143;277796;Índice original;115.505613027;M
2009-01;40124;61593;3143;277796;Índice original;115.599674632;M
2009-01;40124;61594;3143;277796;Índice original;110.740469911;M
2009-01;40124;61595;3143;277796;Índice original;121.386704295;M
2009-02;40124;61592;3143;277796;Índice original;112.822808531;M
2009-02;40124;61593;3143;277796;Índice original;112.973206427;M
2009-02;40124;61594;3143;277796;Índice original;106.228286104;M
2009-02;40124;61595;3143;277796;Índice original;117.982932228;M
2009-03;40124;61592;3143;277796;Índice original;112.946742178;M
2009-03;40124;61593;3143;277796;Índice original;113.258751013;M
2009-03;40124;61594;3143;277796;Índice original;106.213934624;M
2009-03;40124;61595;3143;277796;Índice original;117.428781481;M
2009-04;40124;61592;3143;277796;Índice original;112.508139602;M
2009-04;40124;61593;3143;277796;Índice original;112.396324951;M
2009-04;40124;61594;3143;277796;Índice original;108.188362791;M
2009-04;40124;61595;3143;277796;Índice original;117.136211076;M
2009-05;40124;61592;3143;277796;Índice original;111.681316262;M
2009-05;40124;61593;3143;277796;Índice original;111.994620607;M
2009-05;40124;61594;3143;277796;Índice original;105.296243664;M
2009-05;40124;61595;3143;277796;Índice original;116.433588317;M
2009-06;40124;61592;3143;277796;Índice original;111.231058248;M
2009-06;40124;61593;3143;277796;Índice original;111.353238067;M
2009-06;40124;61594;3143;277796;Índice original;106.544851368;M
2009-06;40124;61595;3143;277796;Índice original;115.170120622;M
2009-07;40124;61592;3143;277796;Índice original;112.017196066;M
2009-07;40124;61593;3143;277796;Índice original;112.355397319;M
2009-07;40124;61594;3143;277796;Índice original;106.443108173;M
2009-07;40124;61595;3143;277796;Índice original;116.66468103;M
2009-08;40124;61592;3143;277796;Índice original;111.472852896;M
2009-08;40124;61593;3143;277796;Índice original;111.542144874;M
2009-08;40124;61594;3143;277796;Índice original;104.153989849;M
2009-08;40124;61595;3143;277796;Índice original;116.650753435;M
2009-09;40124;61592;3143;277796;Índice original;111.748574169;M
2009-09;40124;61593;3143;277796;Índice original;112.030909277;M
2009-09;40124;61594;3143;277796;Índice original;106.946371852;M
2009-09;40124;61595;3143;277796;Índice original;115.96568408;M
2009-10;40124;61592;3143;277796;Índice original;110.740849864;M
2009-10;40124;61593;3143;277796;Índice original;111.035864567;M
2009-10;40124;61594;3143;277796;Índice original;105.544966544;M
2009-10;40124;61595;3143;277796;Índice original;113.95036236;M
2009-11;40124;61592;3143;277796;Índice original;110.218750534;M
2009-11;40124;61593;3143;277796;Índice original;110.91377663;M
2009-11;40124;61594;3143;277796;Índice original;105.102039779;M
2009-11;40124;61595;3143;277796;Índice original;114.87390243;M
2009-12;40124;61592;3143;277796;Índice original;112.427528258;M
2009-12;40124;61593;3143;277796;Índice original;112.73979164;M
2009-12;40124;61594;3143;277796;Índice original;106.437261674;M
2009-12;40124;61595;3143;277796;Índice original;118.725583126;M
2010-01;40124;61592;3143;277796;Índice original;110.699415567;M
2010-01;40124;61593;3143;277796;Índice original;111.04189222;M
2010-01;40124;61594;3143;277796;Índice original;103.763793436;M
2010-01;40124;61595;3143;277796;Índice original;115.204209178;M
2010-02;40124;61592;3143;277796;Índice original;111.699890571;M
2010-02;40124;61593;3143;277796;Índice original;111.704430804;M
2010-02;40124;61594;3143;277796;Índice original;107.760053358;M
2010-02;40124;61595;3143;277796;Índice original;116.18732102;M
2010-03;40124;61592;3143;277796;Índice original;111.288027554;M
2010-03;40124;61593;3143;277796;Índice original;111.337339591;M
2010-03;40124;61594;3143;277796;Índice original;107.054488612;M
2010-03;40124;61595;3143;277796;Índice original;116.607305259;M
2010-04;40124;61592;3143;277796;Índice original;109.628743413;M
2010-04;40124;61593;3143;277796;Índice original;109.336723026;M
2010-04;40124;61594;3143;277796;Índice original;100.631467519;M
2010-04;40124;61595;3143;277796;Índice original;114.843753007;M
2010-05;40124;61592;3143;277796;Índice original;111.005478528;M
2010-05;40124;61593;3143;277796;Índice original;110.792312811;M
2010-05;40124;61594;3143;277796;Índice original;105.280660661;M
2010-05;40124;61595;3143;277796;Índice original;115.922029037;M
2010-06;40124;61592;3143;277796;Índice original;110.564550475;M
2010-06;40124;61593;3143;277796;Índice original;110.414482415;M
2010-06;40124;61594;3143;277796;Índice original;104.574481813;M
2010-06;40124;61595;3143;277796;Índice original;116.243852079;M
2010-07;40124;61592;3143;277796;Índice original;109.349067239;M
2010-07;40124;61593;3143;277796;Índice original;109.324758699;M
2010-07;40124;61594;3143;277796;Índice original;104.150231224;M
2010-07;40124;61595;3143;277796;Índice original;112.387902192;M
2010-08;40124;61592;3143;277796;Índice original;109.371569019;M
2010-08;40124;61593;3143;277796;Índice original;109.378061205;M
2010-08;40124;61594;3143;277796;Índice original;103.47482857;M
2010-08;40124;61595;3143;277796;Índice original;113.067172856;M
2010-09;40124;61592;3143;277796;Índice original;109.698711993;M
2010-09;40124;61593;3143;277796;Índice original;109.435419157;M
2010-09;40124;61594;3143;277796;Índice original;105.070000588;M
2010-09;40124;61595;3143;277796;Índice original;112.645887433;M
2010-10;40124;61592;3143;277796;Índice original;110.003149565;M
2010-10;40124;61593;3143;277796;Índice original;109.748965762;M
2010-10;40124;61594;3143;277796;Índice original;104.633205651;M
2010-10;40124;61595;3143;277796;Índice original;113.948201908;M
2010-11;40124;61592;3143;277796;Índice original;108.285486113;M
2010-11;40124;61593;3143;277796;Índice original;107.882699494;M
2010-11;40124;61594;3143;277796;Índice original;103.440255403;M
2010-11;40124;61595;3143;277796;Índice original;111.599861523;M
2010-12;40124;61592;3143;277796;Índice original;107.82382616;M
2010-12;40124;61593;3143;277796;Índice original;107.684730817;M
2010-12;40124;61594;3143;277796;Índice original;101.936425713;M
2010-12;40124;61595;3143;277796;Índice original;110.86433902;M
2011-01;40124;61592;3143;277796;Índice original;108.087791495;M
2011-01;40124;61593;3143;277796;Índice original;106.861381084;M
2011-01;40124;61594;3143;277796;Índice original;102.445892221;M
2011-01;40124;61595;3143;277796;Índice original;110.533889835;M
2011-02;40124;61592;3143;277796;Índice original;107.628849909;M
2011-02;40124;61593;3143;277796;Índice original;107.07207245;M
2011-02;40124;61594;3143;277796;Índice original;102.262605744;M
2011-02;40124;61595;3143;277796;Índice original;109.837458049;M
2011-03;40124;61592;3143;277796;Índice original;107.03477144;M
2011-03;40124;61593;3143;277796;Índice original;105.681492403;M
2011-03;40124;61594;3143;277796;Índice original;101.380560008;M
2011-03;40124;61595;3143;277796;Índice original;107.955973398;M
2011-04;40124;61592;3143;277796;Índice original;112.187678583;M
2011-04;40124;61593;3143;277796;Índice original;107.872613805;M
2011-04;40124;61594;3143;277796;Índice original;103.465164604;M
2011-04;40124;61595;3143;277796;Índice original;116.705345592;M
2011-05;40124;61592;3143;277796;Índice original;105.866156346;M
2011-05;40124;61593;3143;277796;Índice original;104.902036252;M
2011-05;40124;61594;3143;277796;Índice original;101.232081922;M
2011-05;40124;61595;3143;277796;Índice original;107.327505074;M
2011-06;40124;61592;3143;277796;Índice original;105.379733357;M
2011-06;40124;61593;3143;277796;Índice original;104.722639731;M
2011-06;40124;61594;3143;277796;Índice original;100.55722868;M
2011-06;40124;61595;3143;277796;Índice original;107.123312984;M
2011-07;40124;61592;3143;277796;Índice original;105.454330998;M
2011-07;40124;61593;3143;277796;Índice original;103.839619448;M
2011-07;40124;61594;3143;277796;Índice original;100.389146756;M
2011-07;40124;61595;3143;277796;Índice original;107.066319328;M
2011-08;40124;61592;3143;277796;Índice original;103.513709232;M
2011-08;40124;61593;3143;277796;Índice original;102.788141803;M
2011-08;40124;61594;3143;277796;Índice original;99.339373811;M
2011-08;40124;61595;3143;277796;Índice original;103.90245742;M
2011-09;40124;61592;3143;277796;Índice original;105.276002417;M
2011-09;40124;61593;3143;277796;Índice original;103.918426941;M
2011-09;40124;61594;3143;277796;Índice original;103.021765557;M
2011-09;40124;61595;3143;277796;Índice original;104.157949514;M
2011-10;40124;61592;3143;277796;Índice original;104.956307132;M
2011-10;40124;61593;3143;277796;Índice original;103.481823543;M
2011-10;40124;61594;3143;277796;Índice original;102.885803132;M
2011-10;40124;61595;3143;277796;Índice original;104.251533821;M
2011-11;40124;61592;3143;277796;Índice original;104.261754204;M
2011-11;40124;61593;3143;277796;Índice original;102.428797815;M
2011-11;40124;61594;3143;277796;Índice original;101.284234147;M
2011-11;40124;61595;3143;277796;Índice original;102.499989263;M
2011-12;40124;61592;3143;277796;Índice original;103.104080859;M
2011-12;40124;61593;3143;277796;Índice original;100.953501916;M
2011-12;40124;61594;3143;277796;Índice original;99.886473253;M
2011-12;40124;61595;3143;277796;Índice original;101.388304898;M
2012-01;40124;61592;3143;277796;Índice original;103.754122067;M
2012-01;40124;61593;3143;277796;Índice original;101.662341028;M
2012-01;40124;61594;3143;277796;Índice original;100.858907299;M
2012-01;40124;61595;3143;277796;Índice original;102.472159707;M
2012-02;40124;61592;3143;277796;Índice original;102.285462828;M
2012-02;40124;61593;3143;277796;Índice original;100.272511175;M
2012-02;40124;61594;3143;277796;Índice original;100.141934382;M
2012-02;40124;61595;3143;277796;Índice original;99.682558322;M
2012-03;40124;61592;3143;277796;Índice original;102.761527751;M
2012-03;40124;61593;3143;277796;Índice original;100.44565468;M
2012-03;40124;61594;3143;277796;Índice original;100.417588257;M
2012-03;40124;61595;3143;277796;Índice original;101.025569295;M
2012-04;40124;61592;3143;277796;Índice original;101.497231031;M
2012-04;40124;61593;3143;277796;Índice original;99.414988829;M
2012-04;40124;61594;3143;277796;Índice original;101.481636458;M
2012-04;40124;61595;3143;277796;Índice original;99.884625341;M
2012-05;40124;61592;3143;277796;Índice original;100.702190881;M
2012-05;40124;61593;3143;277796;Índice original;98.613088028;M
2012-05;40124;61594;3143;277796;Índice original;100.681009707;M
2012-05;40124;61595;3143;277796;Índice original;97.691548277;M
2012-06;40124;61592;3143;277796;Índice original;100.201630744;M
2012-06;40124;61593;3143;277796;Índice original;98.261121062;M
2012-06;40124;61594;3143;277796;Índice original;101.397854842;M
2012-06;40124;61595;3143;277796;Índice original;96.602996013;M
2012-07;40124;61592;3143;277796;Índice original;99.780279819;M
2012-07;40124;61593;3143;277796;Índice original;97.735628549;M
2012-07;40124;61594;3143;277796;Índice original;99.502447242;M
2012-07;40124;61595;3143;277796;Índice original;97.638127431;M
2012-08;40124;61592;3143;277796;Índice original;100.842784209;M
2012-08;40124;61593;3143;277796;Índice original;98.44493912;M
2012-08;40124;61594;3143;277796;Índice original;99.439083137;M
2012-08;40124;61595;3143;277796;Índice original;99.200982779;M
2012-09;40124;61592;3143;277796;Índice original;96.90767254;M
2012-09;40124;61593;3143;277796;Índice original;94.939129919;M
2012-09;40124;61594;3143;277796;Índice original;97.544486171;M
2012-09;40124;61595;3143;277796;Índice original;88.356174297;M
2012-10;40124;61592;3143;277796;Índice original;98.326441596;M
2012-10;40124;61593;3143;277796;Índice original;96.061715891;M
2012-10;40124;61594;3143;277796;Índice original;99.390209757;M
2012-10;40124;61595;3143;277796;Índice original;91.58536303;M
2012-11;40124;61592;3143;277796;Índice original;97.410147249;M
2012-11;40124;61593;3143;277796;Índice original;94.968527683;M
2012-11;40124;61594;3143;277796;Índice original;97.900179994;M
2012-11;40124;61595;3143;277796;Índice original;92.300651198;M
2012-12;40124;61592;3143;277796;Índice original;98.876275941;M
2012-12;40124;61593;3143;277796;Índice original;96.127045434;M
2012-12;40124;61594;3143;277796;Índice original;100.042087866;M
2012-12;40124;61595;3143;277796;Índice original;92.169740027;M
2013-01;40124;61592;3143;277796;Índice original;97.87825069;M
2013-01;40124;61593;3143;277796;Índice original;95.824260069;M
2013-01;40124;61594;3143;277796;Índice original;97.859682468;M
2013-01;40124;61595;3143;277796;Índice original;93.631212653;M
2013-02;40124;61592;3143;277796;Índice original;98.790923579;M
2013-02;40124;61593;3143;277796;Índice original;96.893883103;M
2013-02;40124;61594;3143;277796;Índice original;98.387517911;M
2013-02;40124;61595;3143;277796;Índice original;95.775927107;M
2013-03;40124;61592;3143;277796;Índice original;96.856203152;M
2013-03;40124;61593;3143;277796;Índice original;95.615867294;M
2013-03;40124;61594;3143;277796;Índice original;98.303499294;M
2013-03;40124;61595;3143;277796;Índice original;94.082806038;M
2013-04;40124;61592;3143;277796;Índice original;98.214068921;M
2013-04;40124;61593;3143;277796;Índice original;96.035908381;M
2013-04;40124;61594;3143;277796;Índice original;98.602668141;M
2013-04;40124;61595;3143;277796;Índice original;94.036421081;M
2013-05;40124;61592;3143;277796;Índice original;98.028114483;M
2013-05;40124;61593;3143;277796;Índice original;96.454532434;M
2013-05;40124;61594;3143;277796;Índice original;100.05461046;M
2013-05;40124;61595;3143;277796;Índice original;94.90711583;M
2013-06;40124;61592;3143;277796;Índice original;98.414275533;M
2013-06;40124;61593;3143;277796;Índice original;96.570415684;M
2013-06;40124;61594;3143;277796;Índice original;99.798082812;M
2013-06;40124;61595;3143;277796;Índice original;94.892310702;M
2013-07;40124;61592;3143;277796;Índice original;98.663456553;M
2013-07;40124;61593;3143;277796;Índice original;96.765862207;M
2013-07;40124;61594;3143;277796;Índice original;99.863332249;M
2013-07;40124;61595;3143;277796;Índice original;95.377917904;M
2013-08;40124;61592;3143;277796;Índice original;98.494128647;M
2013-08;40124;61593;3143;277796;Índice original;96.792128226;M
2013-08;40124;61594;3143;277796;Índice original;100.739340096;M
2013-08;40124;61595;3143;277796;Índice original;94.920185359;M
2013-09;40124;61592;3143;277796;Índice original;99.099738895;M
2013-09;40124;61593;3143;277796;Índice original;97.534190238;M
2013-09;40124;61594;3143;277796;Índice original;99.752763025;M
2013-09;40124;61595;3143;277796;Índice original;95.420037784;M
2013-10;40124;61592;3143;277796;Índice original;97.83135233;M
2013-10;40124;61593;3143;277796;Índice original;96.119182019;M
2013-10;40124;61594;3143;277796;Índice original;98.380772633;M
2013-10;40124;61595;3143;277796;Índice original;93.25248509;M
2013-11;40124;61592;3143;277796;Índice original;98.551673949;M
2013-11;40124;61593;3143;277796;Índice original;96.390826025;M
2013-11;40124;61594;3143;277796;Índice original;97.468893451;M
2013-11;40124;61595;3143;277796;Índice original;95.616196127;M
2013-12;40124;61592;3143;277796;Índice original;98.336826148;M
2013-12;40124;61593;3143;277796;Índice original;96.127550117;M
2013-12;40124;61594;3143;277796;Índice original;97.337131486;M
2013-12;40124;61595;3143;277796;Índice original;95.148563853;M
2014-01;40124;61592;3143;277796;Índice original;98.496191413;M
2014-01;40124;61593;3143;277796;Índice original;96.638862784;M
2014-01;40124;61594;3143;277796;Índice original;98.62914168;M
2014-01;40124;61595;3143;277796;Índice original;94.87366838;M
2014-02;40124;61592;3143;277796;Índice original;98.815122414;M
2014-02;40124;61593;3143;277796;Índice original;97.368007999;M
2014-02;40124;61594;3143;277796;Índice original;98.227407353;M
2014-02;40124;61595;3143;277796;Índice original;96.272821114;M
2014-03;40124;61592;3143;277796;Índice original;98.400515967;M
2014-03;40124;61593;3143;277796;Índice original;96.561787815;M
2014-03;40124;61594;3143;277796;Índice original;98.36755518;M
2014-03;40124;61595;3143;277796;Índice original;93.94483041;M
2014-04;40124;61592;3143;277796;Índice original;98.945641607;M
2014-04;40124;61593;3143;277796;Índice original;97.334665981;M
2014-04;40124;61594;3143;277796;Índice original;98.735505901;M
2014-04;40124;61595;3143;277796;Índice original;96.417961259;M
2014-05;40124;61592;3143;277796;Índice original;98.931705952;M
2014-05;40124;61593;3143;277796;Índice original;97.168326212;M
2014-05;40124;61594;3143;277796;Índice original;98.348556234;M
2014-05;40124;61595;3143;277796;Índice original;97.024265928;M
2014-06;40124;61592;3143;277796;Índice original;98.714146949;M
2014-06;40124;61593;3143;277796;Índice original;97.452169441;M
2014-06;40124;61594;3143;277796;Índice original;99.035631227;M
2014-06;40124;61595;3143;277796;Índice original;95.978389634;M
2014-07;40124;61592;3143;277796;Índice original;98.421175788;M
2014-07;40124;61593;3143;277796;Índice original;96.807907648;M
2014-07;40124;61594;3143;277796;Índice original;100.342911439;M
2014-07;40124;61595;3143;277796;Índice original;94.072690867;M
