D_TEMPORAL_0;D_ESTADO_DATO_0;D_ICMA_TIPOVENTAS_0;D_TERRITORIO_0;D_IVGS_SERIEIVGS_0;INDICATOR;OBS_VALUE;FREQ
2005-11;40124;61593;3143;277797;Índice original;109.022435561;M
2005-11;40124;61594;3143;277797;Índice original;93.163968563;M
2005-11;40124;61595;3143;277797;Índice original;121.613338287;M
2005-12;40124;61592;3143;277797;Índice original;134.194751217;M
2005-12;40124;61593;3143;277797;Índice original;135.095714984;M
2005-12;40124;61594;3143;277797;Índice original;115.786887589;M
2005-12;40124;61595;3143;277797;Índice original;150.065731428;M
2006-01;40124;61592;3143;277797;Índice original;117.498546752;M
2006-01;40124;61593;3143;277797;Índice original;118.002326755;M
2006-01;40124;61594;3143;277797;Índice original;91.921816562;M
2006-01;40124;61595;3143;277797;Índice original;137.829686764;M
2006-02;40124;61592;3143;277797;Índice original;101.484152737;M
2006-02;40124;61593;3143;277797;Índice original;100.881256513;M
2006-02;40124;61594;3143;277797;Índice original;86.964640722;M
2006-02;40124;61595;3143;277797;Índice original;111.611253847;M
2006-03;40124;61592;3143;277797;Índice original;114.480904501;M
2006-03;40124;61593;3143;277797;Índice original;113.683788615;M
2006-03;40124;61594;3143;277797;Índice original;96.83134659;M
2006-03;40124;61595;3143;277797;Índice original;126.29997696;M
2006-04;40124;61592;3143;277797;Índice original;113.426861426;M
2006-04;40124;61593;3143;277797;Índice original;113.299082272;M
2006-04;40124;61594;3143;277797;Índice original;97.191794407;M
2006-04;40124;61595;3143;277797;Índice original;125.669557736;M
2006-05;40124;61592;3143;277797;Índice original;116.404712039;M
2006-05;40124;61593;3143;277797;Índice original;115.548535584;M
2006-05;40124;61594;3143;277797;Índice original;97.676026792;M
2006-05;40124;61595;3143;277797;Índice original;129.721129602;M
2006-06;40124;61592;3143;277797;Índice original;116.657074748;M
2006-06;40124;61593;3143;277797;Índice original;115.840509765;M
2006-06;40124;61594;3143;277797;Índice original;98.838629957;M
2006-06;40124;61595;3143;277797;Índice original;129.253922446;M
2006-07;40124;61592;3143;277797;Índice original;126.982073298;M
2006-07;40124;61593;3143;277797;Índice original;125.871586194;M
2006-07;40124;61594;3143;277797;Índice original;107.992947256;M
2006-07;40124;61595;3143;277797;Índice original;139.463143048;M
2006-08;40124;61592;3143;277797;Índice original;117.547274921;M
2006-08;40124;61593;3143;277797;Índice original;116.591386421;M
2006-08;40124;61594;3143;277797;Índice original;109.505186804;M
2006-08;40124;61595;3143;277797;Índice original;121.851474467;M
2006-09;40124;61592;3143;277797;Índice original;115.241354967;M
2006-09;40124;61593;3143;277797;Índice original;114.019770275;M
2006-09;40124;61594;3143;277797;Índice original;100.612000067;M
2006-09;40124;61595;3143;277797;Índice original;125.065542097;M
2006-10;40124;61592;3143;277797;Índice original;120.800199218;M
2006-10;40124;61593;3143;277797;Índice original;121.173966355;M
2006-10;40124;61594;3143;277797;Índice original;100.429984273;M
2006-10;40124;61595;3143;277797;Índice original;136.989764404;M
2006-11;40124;61592;3143;277797;Índice original;118.523111864;M
2006-11;40124;61593;3143;277797;Índice original;118.94912287;M
2006-11;40124;61594;3143;277797;Índice original;100.01977524;M
2006-11;40124;61595;3143;277797;Índice original;133.148996689;M
2006-12;40124;61592;3143;277797;Índice original;145.820041989;M
2006-12;40124;61593;3143;277797;Índice original;146.444621726;M
2006-12;40124;61594;3143;277797;Índice original;125.379889155;M
2006-12;40124;61595;3143;277797;Índice original;162.752391127;M
2007-01;40124;61592;3143;277797;Índice original;119.739108258;M
2007-01;40124;61593;3143;277797;Índice original;120.588992544;M
2007-01;40124;61594;3143;277797;Índice original;92.550826079;M
2007-01;40124;61595;3143;277797;Índice original;142.627851962;M
2007-02;40124;61592;3143;277797;Índice original;103.507516456;M
2007-02;40124;61593;3143;277797;Índice original;103.340195413;M
2007-02;40124;61594;3143;277797;Índice original;89.368015649;M
2007-02;40124;61595;3143;277797;Índice original;114.131403497;M
2007-03;40124;61592;3143;277797;Índice original;120.244362775;M
2007-03;40124;61593;3143;277797;Índice original;119.600595083;M
2007-03;40124;61594;3143;277797;Índice original;103.305184059;M
2007-03;40124;61595;3143;277797;Índice original;132.049063994;M
2007-04;40124;61592;3143;277797;Índice original;116.774390501;M
2007-04;40124;61593;3143;277797;Índice original;117.398559046;M
2007-04;40124;61594;3143;277797;Índice original;101.552126824;M
2007-04;40124;61595;3143;277797;Índice original;129.725317779;M
2007-05;40124;61592;3143;277797;Índice original;120.22312361;M
2007-05;40124;61593;3143;277797;Índice original;119.905723151;M
2007-05;40124;61594;3143;277797;Índice original;101.932221867;M
2007-05;40124;61595;3143;277797;Índice original;133.596700917;M
2007-06;40124;61592;3143;277797;Índice original;123.058665537;M
2007-06;40124;61593;3143;277797;Índice original;121.592434635;M
2007-06;40124;61594;3143;277797;Índice original;104.741807365;M
2007-06;40124;61595;3143;277797;Índice original;135.249413357;M
2007-07;40124;61592;3143;277797;Índice original;133.2066194;M
2007-07;40124;61593;3143;277797;Índice original;131.878373325;M
2007-07;40124;61594;3143;277797;Índice original;112.244563154;M
2007-07;40124;61595;3143;277797;Índice original;146.995864494;M
2007-08;40124;61592;3143;277797;Índice original;121.730374605;M
2007-08;40124;61593;3143;277797;Índice original;120.919122786;M
2007-08;40124;61594;3143;277797;Índice original;113.630918804;M
2007-08;40124;61595;3143;277797;Índice original;126.540420233;M
2007-09;40124;61592;3143;277797;Índice original;120.705034654;M
2007-09;40124;61593;3143;277797;Índice original;119.89806573;M
2007-09;40124;61594;3143;277797;Índice original;106.487379452;M
2007-09;40124;61595;3143;277797;Índice original;129.746354752;M
2007-10;40124;61592;3143;277797;Índice original;123.838451692;M
2007-10;40124;61593;3143;277797;Índice original;123.256129924;M
2007-10;40124;61594;3143;277797;Índice original;108.129198134;M
2007-10;40124;61595;3143;277797;Índice original;135.295767992;M
2007-11;40124;61592;3143;277797;Índice original;123.161649217;M
2007-11;40124;61593;3143;277797;Índice original;122.667864525;M
2007-11;40124;61594;3143;277797;Índice original;103.325739098;M
2007-11;40124;61595;3143;277797;Índice original;137.857944986;M
2007-12;40124;61592;3143;277797;Índice original;150.122996591;M
2007-12;40124;61593;3143;277797;Índice original;150.176448884;M
2007-12;40124;61594;3143;277797;Índice original;129.632685116;M
2007-12;40124;61595;3143;277797;Índice original;165.991403398;M
2008-01;40124;61592;3143;277797;Índice original;123.307923526;M
2008-01;40124;61593;3143;277797;Índice original;123.503501041;M
2008-01;40124;61594;3143;277797;Índice original;98.748897803;M
2008-01;40124;61595;3143;277797;Índice original;142.443328807;M
2008-02;40124;61592;3143;277797;Índice original;105.747459025;M
2008-02;40124;61593;3143;277797;Índice original;105.718606737;M
2008-02;40124;61594;3143;277797;Índice original;95.971978113;M
2008-02;40124;61595;3143;277797;Índice original;113.676052405;M
2008-03;40124;61592;3143;277797;Índice original;118.997441675;M
2008-03;40124;61593;3143;277797;Índice original;118.261122865;M
2008-03;40124;61594;3143;277797;Índice original;109.354447067;M
2008-03;40124;61595;3143;277797;Índice original;125.441092882;M
2008-04;40124;61592;3143;277797;Índice original;117.953969904;M
2008-04;40124;61593;3143;277797;Índice original;116.67831293;M
2008-04;40124;61594;3143;277797;Índice original;107.457521775;M
2008-04;40124;61595;3143;277797;Índice original;123.360138263;M
2008-05;40124;61592;3143;277797;Índice original;117.674957933;M
2008-05;40124;61593;3143;277797;Índice original;116.035074434;M
2008-05;40124;61594;3143;277797;Índice original;108.084789139;M
2008-05;40124;61595;3143;277797;Índice original;122.479084198;M
2008-06;40124;61592;3143;277797;Índice original;120.353469941;M
2008-06;40124;61593;3143;277797;Índice original;119.234838635;M
2008-06;40124;61594;3143;277797;Índice original;109.838575645;M
2008-06;40124;61595;3143;277797;Índice original;126.173162256;M
2008-07;40124;61592;3143;277797;Índice original;130.755726816;M
2008-07;40124;61593;3143;277797;Índice original;129.995391481;M
2008-07;40124;61594;3143;277797;Índice original;116.513111177;M
2008-07;40124;61595;3143;277797;Índice original;140.191371637;M
2008-08;40124;61592;3143;277797;Índice original;118.711006485;M
2008-08;40124;61593;3143;277797;Índice original;117.400683036;M
2008-08;40124;61594;3143;277797;Índice original;117.587399969;M
2008-08;40124;61595;3143;277797;Índice original;117.251919877;M
2008-09;40124;61592;3143;277797;Índice original;117.151995422;M
2008-09;40124;61593;3143;277797;Índice original;116.206940834;M
2008-09;40124;61594;3143;277797;Índice original;107.349246771;M
2008-09;40124;61595;3143;277797;Índice original;123.573743934;M
2008-10;40124;61592;3143;277797;Índice original;117.902146238;M
2008-10;40124;61593;3143;277797;Índice original;117.248386046;M
2008-10;40124;61594;3143;277797;Índice original;107.993488009;M
2008-10;40124;61595;3143;277797;Índice original;124.429218063;M
2008-11;40124;61592;3143;277797;Índice original;113.334856052;M
2008-11;40124;61593;3143;277797;Índice original;113.01020447;M
2008-11;40124;61594;3143;277797;Índice original;103.481204352;M
2008-11;40124;61595;3143;277797;Índice original;119.830826092;M
2008-12;40124;61592;3143;277797;Índice original;135.81327589;M
2008-12;40124;61593;3143;277797;Índice original;137.602387934;M
2008-12;40124;61594;3143;277797;Índice original;126.465040609;M
2008-12;40124;61595;3143;277797;Índice original;146.539721492;M
2009-01;40124;61592;3143;277797;Índice original;116.788797253;M
2009-01;40124;61593;3143;277797;Índice original;117.703803934;M
2009-01;40124;61594;3143;277797;Índice original;101.247357817;M
2009-01;40124;61595;3143;277797;Índice original;130.822414308;M
2009-02;40124;61592;3143;277797;Índice original;96.2920029;M
2009-02;40124;61593;3143;277797;Índice original;96.152309223;M
2009-02;40124;61594;3143;277797;Índice original;92.73012586;M
2009-02;40124;61595;3143;277797;Índice original;98.810295707;M
2009-03;40124;61592;3143;277797;Índice original;109.245796705;M
2009-03;40124;61593;3143;277797;Índice original;109.194028964;M
2009-03;40124;61594;3143;277797;Índice original;105.257377952;M
2009-03;40124;61595;3143;277797;Índice original;111.56092821;M
2009-04;40124;61592;3143;277797;Índice original;108.114931436;M
2009-04;40124;61593;3143;277797;Índice original;108.671014522;M
2009-04;40124;61594;3143;277797;Índice original;106.47310045;M
2009-04;40124;61595;3143;277797;Índice original;110.441874203;M
2009-05;40124;61592;3143;277797;Índice original;108.675548741;M
2009-05;40124;61593;3143;277797;Índice original;108.233755856;M
2009-05;40124;61594;3143;277797;Índice original;102.935696187;M
2009-05;40124;61595;3143;277797;Índice original;112.285364527;M
2009-06;40124;61592;3143;277797;Índice original;110.625362359;M
2009-06;40124;61593;3143;277797;Índice original;110.302970344;M
2009-06;40124;61594;3143;277797;Índice original;105.969384356;M
2009-06;40124;61595;3143;277797;Índice original;114.173111314;M
2009-07;40124;61592;3143;277797;Índice original;121.240336211;M
2009-07;40124;61593;3143;277797;Índice original;121.447215276;M
2009-07;40124;61594;3143;277797;Índice original;112.916647839;M
2009-07;40124;61595;3143;277797;Índice original;128.034174663;M
2009-08;40124;61592;3143;277797;Índice original;110.197155297;M
2009-08;40124;61593;3143;277797;Índice original;109.711773584;M
2009-08;40124;61594;3143;277797;Índice original;110.211588728;M
2009-08;40124;61595;3143;277797;Índice original;109.107173438;M
2009-09;40124;61592;3143;277797;Índice original;110.093861062;M
2009-09;40124;61593;3143;277797;Índice original;110.224168371;M
2009-09;40124;61594;3143;277797;Índice original;106.681458407;M
2009-09;40124;61595;3143;277797;Índice original;113.031355987;M
2009-10;40124;61592;3143;277797;Índice original;110.820705645;M
2009-10;40124;61593;3143;277797;Índice original;110.860688604;M
2009-10;40124;61594;3143;277797;Índice original;106.202067996;M
2009-10;40124;61595;3143;277797;Índice original;114.785676798;M
2009-11;40124;61592;3143;277797;Índice original;106.58437466;M
2009-11;40124;61593;3143;277797;Índice original;107.256507865;M
2009-11;40124;61594;3143;277797;Índice original;100.880037315;M
2009-11;40124;61595;3143;277797;Índice original;111.733746796;M
2009-12;40124;61592;3143;277797;Índice original;135.202777028;M
2009-12;40124;61593;3143;277797;Índice original;137.227929301;M
2009-12;40124;61594;3143;277797;Índice original;125.985543545;M
2009-12;40124;61595;3143;277797;Índice original;145.677575467;M
2010-01;40124;61592;3143;277797;Índice original;111.509939956;M
2010-01;40124;61593;3143;277797;Índice original;111.993533406;M
2010-01;40124;61594;3143;277797;Índice original;94.842036772;M
2010-01;40124;61595;3143;277797;Índice original;125.189110007;M
2010-02;40124;61592;3143;277797;Índice original;96.30083247;M
2010-02;40124;61593;3143;277797;Índice original;96.254686063;M
2010-02;40124;61594;3143;277797;Índice original;94.003648395;M
2010-02;40124;61595;3143;277797;Índice original;98.016643857;M
2010-03;40124;61592;3143;277797;Índice original;108.908881802;M
2010-03;40124;61593;3143;277797;Índice original;108.618288381;M
2010-03;40124;61594;3143;277797;Índice original;106.041483697;M
2010-03;40124;61595;3143;277797;Índice original;110.782147201;M
2010-04;40124;61592;3143;277797;Índice original;104.1670386;M
2010-04;40124;61593;3143;277797;Índice original;104.149074799;M
2010-04;40124;61594;3143;277797;Índice original;99.121077961;M
2010-04;40124;61595;3143;277797;Índice original;108.472707007;M
2010-05;40124;61592;3143;277797;Índice original;109.07818756;M
2010-05;40124;61593;3143;277797;Índice original;108.543333624;M
2010-05;40124;61594;3143;277797;Índice original;102.989268698;M
2010-05;40124;61595;3143;277797;Índice original;112.566259488;M
2010-06;40124;61592;3143;277797;Índice original;111.054924867;M
2010-06;40124;61593;3143;277797;Índice original;110.697519441;M
2010-06;40124;61594;3143;277797;Índice original;104.029812773;M
2010-06;40124;61595;3143;277797;Índice original;115.920954067;M
2010-07;40124;61592;3143;277797;Índice original;117.766477153;M
2010-07;40124;61593;3143;277797;Índice original;117.405856394;M
2010-07;40124;61594;3143;277797;Índice original;110.454868859;M
2010-07;40124;61595;3143;277797;Índice original;123.043638668;M
2010-08;40124;61592;3143;277797;Índice original;107.817815111;M
2010-08;40124;61593;3143;277797;Índice original;107.392449595;M
2010-08;40124;61594;3143;277797;Índice original;109.289124968;M
2010-08;40124;61595;3143;277797;Índice original;105.819462484;M
2010-09;40124;61592;3143;277797;Índice original;107.688804834;M
2010-09;40124;61593;3143;277797;Índice original;107.63105847;M
2010-09;40124;61594;3143;277797;Índice original;104.941415104;M
2010-09;40124;61595;3143;277797;Índice original;109.267154419;M
2010-10;40124;61592;3143;277797;Índice original;111.195033545;M
2010-10;40124;61593;3143;277797;Índice original;111.003943866;M
2010-10;40124;61594;3143;277797;Índice original;105.585578278;M
2010-10;40124;61595;3143;277797;Índice original;115.156046367;M
2010-11;40124;61592;3143;277797;Índice original;104.582558053;M
2010-11;40124;61593;3143;277797;Índice original;104.190575014;M
2010-11;40124;61594;3143;277797;Índice original;99.372709392;M
2010-11;40124;61595;3143;277797;Índice original;108.444855694;M
2010-12;40124;61592;3143;277797;Índice original;128.138389614;M
2010-12;40124;61593;3143;277797;Índice original;129.388406786;M
2010-12;40124;61594;3143;277797;Índice original;120.48443022;M
2010-12;40124;61595;3143;277797;Índice original;136.212307163;M
2011-01;40124;61592;3143;277797;Índice original;109.865913961;M
2011-01;40124;61593;3143;277797;Índice original;109.032055244;M
2011-01;40124;61594;3143;277797;Índice original;93.642177794;M
2011-01;40124;61595;3143;277797;Índice original;120.591287718;M
2011-02;40124;61592;3143;277797;Índice original;92.611223747;M
2011-02;40124;61593;3143;277797;Índice original;90.856680973;M
2011-02;40124;61594;3143;277797;Índice original;89.032397753;M
2011-02;40124;61595;3143;277797;Índice original;92.250882007;M
2011-03;40124;61592;3143;277797;Índice original;103.932657794;M
2011-03;40124;61593;3143;277797;Índice original;101.467564319;M
2011-03;40124;61594;3143;277797;Índice original;100.290745986;M
2011-03;40124;61595;3143;277797;Índice original;101.654855984;M
2011-04;40124;61592;3143;277797;Índice original;107.631646059;M
2011-04;40124;61593;3143;277797;Índice original;106.168248446;M
2011-04;40124;61594;3143;277797;Índice original;101.844416226;M
2011-04;40124;61595;3143;277797;Índice original;110.690317251;M
2011-05;40124;61592;3143;277797;Índice original;103.488921349;M
2011-05;40124;61593;3143;277797;Índice original;102.080203555;M
2011-05;40124;61594;3143;277797;Índice original;99.126865045;M
2011-05;40124;61595;3143;277797;Índice original;104.120103804;M
2011-06;40124;61592;3143;277797;Índice original;105.418263275;M
2011-06;40124;61593;3143;277797;Índice original;104.06134266;M
2011-06;40124;61594;3143;277797;Índice original;100.089444536;M
2011-06;40124;61595;3143;277797;Índice original;106.693945509;M
2011-07;40124;61592;3143;277797;Índice original;114.294818532;M
2011-07;40124;61593;3143;277797;Índice original;112.785350696;M
2011-07;40124;61594;3143;277797;Índice original;106.489671328;M
2011-07;40124;61595;3143;277797;Índice original;117.618459407;M
2011-08;40124;61592;3143;277797;Índice original;102.014890748;M
2011-08;40124;61593;3143;277797;Índice original;100.592628824;M
2011-08;40124;61594;3143;277797;Índice original;104.921816777;M
2011-08;40124;61595;3143;277797;Índice original;97.589035702;M
2011-09;40124;61592;3143;277797;Índice original;102.336915786;M
2011-09;40124;61593;3143;277797;Índice original;101.467226375;M
2011-09;40124;61594;3143;277797;Índice original;102.837827541;M
2011-09;40124;61595;3143;277797;Índice original;100.642920846;M
2011-10;40124;61592;3143;277797;Índice original;106.11548748;M
2011-10;40124;61593;3143;277797;Índice original;104.890537954;M
2011-10;40124;61594;3143;277797;Índice original;103.990825394;M
2011-10;40124;61595;3143;277797;Índice original;105.321578858;M
2011-11;40124;61592;3143;277797;Índice original;100.835106857;M
2011-11;40124;61593;3143;277797;Índice original;98.710306891;M
2011-11;40124;61594;3143;277797;Índice original;97.396984633;M
2011-11;40124;61595;3143;277797;Índice original;99.791880427;M
2011-12;40124;61592;3143;277797;Índice original;122.392830295;M
2011-12;40124;61593;3143;277797;Índice original;121.763893254;M
2011-12;40124;61594;3143;277797;Índice original;118.007361961;M
2011-12;40124;61595;3143;277797;Índice original;124.824744968;M
2012-01;40124;61592;3143;277797;Índice original;105.754534151;M
2012-01;40124;61593;3143;277797;Índice original;103.930101865;M
2012-01;40124;61594;3143;277797;Índice original;92.283489682;M
2012-01;40124;61595;3143;277797;Índice original;112.549814834;M
2012-02;40124;61592;3143;277797;Índice original;88.022100466;M
2012-02;40124;61593;3143;277797;Índice original;84.720683252;M
2012-02;40124;61594;3143;277797;Índice original;86.990650103;M
2012-02;40124;61595;3143;277797;Índice original;82.902299448;M
2012-03;40124;61592;3143;277797;Índice original;99.536733364;M
2012-03;40124;61593;3143;277797;Índice original;96.562044283;M
2012-03;40124;61594;3143;277797;Índice original;99.232676548;M
2012-03;40124;61595;3143;277797;Índice original;94.427896594;M
2012-04;40124;61592;3143;277797;Índice original;98.083500244;M
2012-04;40124;61593;3143;277797;Índice original;96.690399936;M
2012-04;40124;61594;3143;277797;Índice original;99.678336733;M
2012-04;40124;61595;3143;277797;Índice original;94.456332239;M
2012-05;40124;61592;3143;277797;Índice original;99.257112216;M
2012-05;40124;61593;3143;277797;Índice original;96.563435091;M
2012-05;40124;61594;3143;277797;Índice original;98.71634477;M
2012-05;40124;61595;3143;277797;Índice original;94.716058567;M
2012-06;40124;61592;3143;277797;Índice original;99.758952207;M
2012-06;40124;61593;3143;277797;Índice original;97.623250415;M
2012-06;40124;61594;3143;277797;Índice original;101.038948496;M
2012-06;40124;61595;3143;277797;Índice original;95.685518627;M
2012-07;40124;61592;3143;277797;Índice original;108.537161648;M
2012-07;40124;61593;3143;277797;Índice original;106.990243935;M
2012-07;40124;61594;3143;277797;Índice original;105.699194859;M
2012-07;40124;61595;3143;277797;Índice original;107.838134154;M
2012-08;40124;61592;3143;277797;Índice original;101.640860628;M
2012-08;40124;61593;3143;277797;Índice original;98.918814426;M
2012-08;40124;61594;3143;277797;Índice original;105.217566549;M
2012-08;40124;61595;3143;277797;Índice original;94.137641573;M
2012-09;40124;61592;3143;277797;Índice original;92.691831112;M
2012-09;40124;61593;3143;277797;Índice original;90.54869489;M
2012-09;40124;61594;3143;277797;Índice original;97.200204074;M
2012-09;40124;61595;3143;277797;Índice original;84.850569462;M
2012-10;40124;61592;3143;277797;Índice original;97.4468037;M
2012-10;40124;61593;3143;277797;Índice original;95.166346444;M
2012-10;40124;61594;3143;277797;Índice original;100.42354081;M
2012-10;40124;61595;3143;277797;Índice original;91.485211062;M
2012-11;40124;61592;3143;277797;Índice original;94.822643934;M
2012-11;40124;61593;3143;277797;Índice original;91.781720035;M
2012-11;40124;61594;3143;277797;Índice original;94.233896242;M
2012-11;40124;61595;3143;277797;Índice original;90.211494776;M
2012-12;40124;61592;3143;277797;Índice original;116.581768622;M
2012-12;40124;61593;3143;277797;Índice original;116.112417824;M
2012-12;40124;61594;3143;277797;Índice original;118.206207313;M
2012-12;40124;61595;3143;277797;Índice original;114.360687078;M
2013-01;40124;61592;3143;277797;Índice original;98.909462465;M
2013-01;40124;61593;3143;277797;Índice original;97.448930941;M
2013-01;40124;61594;3143;277797;Índice original;89.653674202;M
2013-01;40124;61595;3143;277797;Índice original;103.155091737;M
2013-02;40124;61592;3143;277797;Índice original;85.094663626;M
2013-02;40124;61593;3143;277797;Índice original;82.261113573;M
2013-02;40124;61594;3143;277797;Índice original;85.311785469;M
2013-02;40124;61595;3143;277797;Índice original;79.898379897;M
2013-03;40124;61592;3143;277797;Índice original;92.80681044;M
2013-03;40124;61593;3143;277797;Índice original;91.098119238;M
2013-03;40124;61594;3143;277797;Índice original;97.073458135;M
2013-03;40124;61595;3143;277797;Índice original;87.031622831;M
2013-04;40124;61592;3143;277797;Índice original;94.787143671;M
2013-04;40124;61593;3143;277797;Índice original;92.382389462;M
2013-04;40124;61594;3143;277797;Índice original;96.497393687;M
2013-04;40124;61595;3143;277797;Índice original;89.26007713;M
2013-05;40124;61592;3143;277797;Índice original;97.216021747;M
2013-05;40124;61593;3143;277797;Índice original;95.215982426;M
2013-05;40124;61594;3143;277797;Índice original;98.146394699;M
2013-05;40124;61595;3143;277797;Índice original;93.082425633;M
2013-06;40124;61592;3143;277797;Índice original;98.849393828;M
2013-06;40124;61593;3143;277797;Índice original;97.05429024;M
2013-06;40124;61594;3143;277797;Índice original;99.43911856;M
2013-06;40124;61595;3143;277797;Índice original;94.661604012;M
2013-07;40124;61592;3143;277797;Índice original;107.286041441;M
2013-07;40124;61593;3143;277797;Índice original;105.420553444;M
2013-07;40124;61594;3143;277797;Índice original;106.255580033;M
2013-07;40124;61595;3143;277797;Índice original;105.112685402;M
2013-08;40124;61592;3143;277797;Índice original;99.657363291;M
2013-08;40124;61593;3143;277797;Índice original;97.327922174;M
2013-08;40124;61594;3143;277797;Índice original;106.823794783;M
2013-08;40124;61595;3143;277797;Índice original;90.448505468;M
2013-09;40124;61592;3143;277797;Índice original;96.007223345;M
2013-09;40124;61593;3143;277797;Índice original;95.108192515;M
2013-09;40124;61594;3143;277797;Índice original;99.301485098;M
2013-09;40124;61595;3143;277797;Índice original;91.450365776;M
2013-10;40124;61592;3143;277797;Índice original;96.608337655;M
2013-10;40124;61593;3143;277797;Índice original;94.984091691;M
2013-10;40124;61594;3143;277797;Índice original;99.343858583;M
2013-10;40124;61595;3143;277797;Índice original;91.462714177;M
2013-11;40124;61592;3143;277797;Índice original;96.14622702;M
2013-11;40124;61593;3143;277797;Índice original;93.522910075;M
2013-11;40124;61594;3143;277797;Índice original;94.048505802;M
2013-11;40124;61595;3143;277797;Índice original;93.879938077;M
2013-12;40124;61592;3143;277797;Índice original;116.16150251;M
2013-12;40124;61593;3143;277797;Índice original;116.080215665;M
2013-12;40124;61594;3143;277797;Índice original;115.052085682;M
2013-12;40124;61595;3143;277797;Índice original;116.817029454;M
2014-01;40124;61592;3143;277797;Índice original;98.929997706;M
2014-01;40124;61593;3143;277797;Índice original;97.835300786;M
2014-01;40124;61594;3143;277797;Índice original;90.558636261;M
2014-01;40124;61595;3143;277797;Índice original;103.761831843;M
2014-02;40124;61592;3143;277797;Índice original;84.786334569;M
2014-02;40124;61593;3143;277797;Índice original;82.595142513;M
2014-02;40124;61594;3143;277797;Índice original;85.094422954;M
2014-02;40124;61595;3143;277797;Índice original;80.484341307;M
2014-03;40124;61592;3143;277797;Índice original;94.448719072;M
2014-03;40124;61593;3143;277797;Índice original;91.930231152;M
2014-03;40124;61594;3143;277797;Índice original;97.134925383;M
2014-03;40124;61595;3143;277797;Índice original;86.856372104;M
2014-04;40124;61592;3143;277797;Índice original;95.608919866;M
2014-04;40124;61593;3143;277797;Índice original;93.837140663;M
2014-04;40124;61594;3143;277797;Índice original;96.257505005;M
2014-04;40124;61595;3143;277797;Índice original;92.417496061;M
2014-05;40124;61592;3143;277797;Índice original;98.520367171;M
2014-05;40124;61593;3143;277797;Índice original;96.142464954;M
2014-05;40124;61594;3143;277797;Índice original;96.420929603;M
2014-05;40124;61595;3143;277797;Índice original;96.296915228;M
2014-06;40124;61592;3143;277797;Índice original;99.32981015;M
2014-06;40124;61593;3143;277797;Índice original;97.858970785;M
2014-06;40124;61594;3143;277797;Índice original;98.531155093;M
2014-06;40124;61595;3143;277797;Índice original;96.761362526;M
2014-07;40124;61592;3143;277797;Índice original;106.854416748;M
2014-07;40124;61593;3143;277797;Índice original;105.151655821;M
2014-07;40124;61594;3143;277797;Índice original;106.791659196;M
2014-07;40124;61595;3143;277797;Índice original;103.557154477;M
