D_TEMPORAL_0;D_ESTADO_DATO_0;D_ICMA_TIPINDOCUPAC_0;D_TERRITORIO_0;D_IVGS_SERIEIVGS_0;INDICATOR;OBS_VALUE;FREQ
2020-05;40123;61596;3143;277795;Índice de empleo;97.008928391;M
2020-05;40123;61597;3143;277795;Índice de empleo;96.837645054;M
2020-06;40123;61596;3143;277795;Índice de empleo;98.32868403;M
2020-06;40123;61597;3143;277795;Índice de empleo;98.079565228;M
2020-07;40123;61596;3143;277795;Índice de empleo;99.422451507;M
2020-07;40123;61597;3143;277795;Índice de empleo;99.179746586;M
2020-08;40123;61596;3143;277795;Índice de empleo;99.580140034;M
2020-08;40123;61597;3143;277795;Índice de empleo;99.33146633;M
2020-09;40123;61596;3143;277795;Índice de empleo;98.872876201;M
2020-09;40123;61597;3143;277795;Índice de empleo;98.659787254;M
2020-10;40123;61596;3143;277795;Índice de empleo;98.642473012;M
2020-10;40123;61597;3143;277795;Índice de empleo;98.499493614;M
2020-11;40123;61596;3143;277795;Índice de empleo;98.872129037;M
2020-11;40123;61597;3143;277795;Índice de empleo;98.777428406;M
2020-12;40123;61596;3143;277795;Índice de empleo;99.837228545;M
2020-12;40123;61597;3143;277795;Índice de empleo;99.778703723;M
2021-01;40123;61596;3143;277795;Índice de empleo;97.862978015;M
2021-01;40123;61597;3143;277795;Índice de empleo;97.746980864;M
2021-02;40123;61596;3143;277795;Índice de empleo;96.825460314;M
2021-02;40123;61597;3143;277795;Índice de empleo;96.680748118;M
2021-03;40123;61596;3143;277795;Índice de empleo;96.897094441;M
2021-03;40123;61597;3143;277795;Índice de empleo;96.759772413;M
2021-04;40123;61596;3143;277795;Índice de empleo;97.760105388;M
2021-04;40123;61597;3143;277795;Índice de empleo;97.701998301;M
2021-05;40123;61596;3143;277795;Índice de empleo;98.723563751;M
2021-05;40123;61597;3143;277795;Índice de empleo;98.683175537;M
2021-06;40123;61596;3143;277795;Índice de empleo;100.196605415;M
2021-06;40123;61597;3143;277795;Índice de empleo;100.101696663;M
2021-07;40123;61596;3143;277795;Índice de empleo;101.861791796;M
2021-07;40123;61597;3143;277795;Índice de empleo;101.756336304;M
2021-08;40123;61596;3143;277795;Índice de empleo;101.338124845;M
2021-08;40123;61597;3143;277795;Índice de empleo;101.148752155;M
2021-09;40123;61596;3143;277795;Índice de empleo;101.134021766;M
2021-09;40123;61597;3143;277795;Índice de empleo;100.959059122;M
2021-10;40123;61596;3143;277795;Índice de empleo;100.403120964;M
2021-10;40123;61597;3143;277795;Índice de empleo;100.270054098;M
2021-11;40123;61596;3143;277795;Índice de empleo;101.511826179;M
2021-11;40123;61597;3143;277795;Índice de empleo;101.441104377;M
2021-12;40123;61596;3143;277795;Índice de empleo;102.397039019;M
2021-12;40123;61597;3143;277795;Índice de empleo;102.348684595;M
2022-01;40123;61596;3143;277795;Índice de empleo;101.384019666;M
2022-01;40123;61597;3143;277795;Índice de empleo;101.311528807;M
2022-02;40123;61596;3143;277795;Índice de empleo;100.319426859;M
2022-02;40123;61597;3143;277795;Índice de empleo;100.228077809;M
2022-03;40123;61596;3143;277795;Índice de empleo;100.605602092;M
2022-03;40123;61597;3143;277795;Índice de empleo;100.538021095;M
2022-04;40123;61596;3143;277795;Índice de empleo;101.25876914;M
2022-04;40123;61597;3143;277795;Índice de empleo;101.207865172;M
2022-05;40123;61596;3143;277795;Índice de empleo;101.641242947;M
2022-05;40123;61597;3143;277795;Índice de empleo;101.578841728;M
2022-06;40123;61596;3143;277795;Índice de empleo;104.054283231;M
2022-06;40123;61597;3143;277795;Índice de empleo;103.952035759;M
2022-07;40123;61596;3143;277795;Índice de empleo;105.961409654;M
2022-07;40123;61597;3143;277795;Índice de empleo;105.851613542;M
2022-08;40124;61596;3143;277795;Índice de empleo;105.814559226;M
2022-08;40124;61597;3143;277795;Índice de empleo;105.647239713;M
2022-09;40124;61596;3143;277795;Índice de empleo;104.641215941;M
2022-09;40124;61597;3143;277795;Índice de empleo;104.48685466;M
2003-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.535227241;M
2003-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.537956331;M
2003-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.918831798;M
2003-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.99531815;M
2003-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.0566851;M
2003-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.163985831;M
2003-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.013052849;M
2003-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.778794817;M
2003-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2003-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.236890068;M
2004-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.353582943;M
2004-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.696790937;M
2004-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.582982231;M
2004-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.431783902;M
2004-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.002452688;M
2004-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.244143559;M
2004-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.168770553;M
2004-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.009098135;M
2004-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.164861537;M
2004-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.174235138;M
2004-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.168924818;M
2004-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2004-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;2.038412599;M
2005-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;;M
2005-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.547220162;M
2005-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.658791492;M
2005-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.629615098;M
2005-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.283654707;M
2005-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.261217197;M
2005-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.080847535;M
2005-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.060929484;M
2005-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.209032936;M
2005-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.203864938;M
2005-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.702141851;M
2005-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.654004628;M
2005-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.636160425;M
2005-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.586295663;M
2005-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.138578621;M
2005-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.095435437;M
2005-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.448777305;M
2005-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.356283064;M
2005-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.443580825;M
2005-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.421299236;M
2005-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.729988665;M
2005-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.775421452;M
2005-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;1.996385067;M
2005-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;2.096587188;M
2006-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-2.466166141;M
2006-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-2.508706986;M
2006-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.817897734;M
2006-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.834995142;M
2006-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.125622563;M
2006-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.148785505;M
2006-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.326736602;M
2006-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.331579106;M
2006-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.117044841;M
2006-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.097287477;M
2006-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.227228338;M
2006-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.236261892;M
2006-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;1.20506433;M
2006-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.203463845;M
2006-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.040669451;M
2006-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.026946575;M
2006-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.778637798;M
2006-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.792745441;M
2006-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.673765282;M
2006-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.659295324;M
2006-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.965534736;M
2006-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.959704309;M
2006-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;1.463991278;M
2006-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.490178435;M
2007-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.52372522;M
2007-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.583187428;M
2007-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.900999508;M
2007-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.889985656;M
2007-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.595287704;M
2007-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.606400321;M
2007-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.191190839;M
2007-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.166288181;M
2007-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.019928595;M
2007-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.034605724;M
2007-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.617649249;M
2007-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.607680242;M
2007-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;1.019889874;M
2007-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.042326154;M
2007-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.647908427;M
2007-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.652932467;M
2007-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.702432821;M
2007-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.717310578;M
2007-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.472634759;M
2007-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.514453958;M
2007-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.379443091;M
2007-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.440099097;M
2007-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;1.244746779;M
2007-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.278550924;M
2008-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-2.233337288;M
2008-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-2.300264216;M
2008-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.801621766;M
2008-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.811546717;M
2008-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.166888566;M
2008-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.139837274;M
2008-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.255077852;M
2008-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.290066544;M
2008-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.123874628;M
2008-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.136983853;M
2008-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.150368989;M
2008-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.224284411;M
2008-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;1.429371014;M
2008-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.36490095;M
2008-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.922521573;M
2008-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.902028217;M
2008-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.379691153;M
2008-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.351690785;M
2008-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.686425043;M
2008-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.628269944;M
2008-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.070654695;M
2008-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.103134199;M
2008-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.009334665;M
2008-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.033627689;M
2009-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-2.105791052;M
2009-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-2.022898851;M
2009-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.374487703;M
2009-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.450173867;M
2009-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.361223143;M
2009-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.43934017;M
2009-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.500702431;M
2009-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.514499062;M
2009-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.22228921;M
2009-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.235183251;M
2009-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.158427049;M
2009-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.142538917;M
2009-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;1.15065539;M
2009-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.009527004;M
2009-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;1.223004763;M
2009-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.293014199;M
2009-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.236932004;M
2009-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.166985789;M
2009-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.863634821;M
2009-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.801750851;M
2009-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.34020275;M
2009-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.394090793;M
2009-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.371999731;M
2009-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.353018405;M
2010-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.706293095;M
2010-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.692419426;M
2010-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.80747133;M
2010-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.828209625;M
2010-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.156829611;M
2010-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.191756488;M
2010-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.525984921;M
2010-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.484896183;M
2010-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.069310272;M
2010-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.001972101;M
2010-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.900244533;M
2010-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.900875409;M
2010-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.636207869;M
2010-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.588698546;M
2010-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.28160234;M
2010-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.254630234;M
2010-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.863304432;M
2010-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.78065549;M
2010-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.446022597;M
2010-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.401747615;M
2010-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.65374958;M
2010-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.735127039;M
2010-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.651383295;M
2010-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.657484175;M
2011-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.792450787;M
2011-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.793471618;M
2011-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.09247642;M
2011-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.10380592;M
2011-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.585515845;M
2011-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.598720749;M
2011-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;1.029172624;M
2011-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.042951592;M
2011-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.482680733;M
2011-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.56747481;M
2011-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.050523201;M
2011-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.008465714;M
2011-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.809157348;M
2011-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.773544844;M
2011-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.01063297;M
2011-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.034575828;M
2011-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.847219123;M
2011-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.798251727;M
2011-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.199453888;M
2011-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.117606027;M
2011-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.990424711;M
2011-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.031663143;M
2011-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.301543414;M
2011-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.299261462;M
2012-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-2.141617711;M
2012-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-2.21194108;M
2012-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.344826056;M
2012-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.400923468;M
2012-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.426700095;M
2012-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.450775975;M
2012-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.457114362;M
2012-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.427127636;M
2012-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.312871065;M
2012-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.250497358;M
2012-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.786207724;M
2012-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.781525668;M
2012-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.891396282;M
2012-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.892649712;M
2012-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.436104813;M
2012-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.54166459;M
2012-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.270103945;M
2012-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.21563111;M
2012-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.459572229;M
2012-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.410383688;M
2012-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.364385125;M
2012-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.343931842;M
2012-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;1.351044232;M
2012-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;1.421729452;M
2013-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-2.917801247;M
2013-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-2.958790868;M
2013-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.123880313;M
2013-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.103165951;M
2013-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.367805383;M
2013-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.394159246;M
2013-04;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.261240974;M
2013-04;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.265128069;M
2013-05;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.527430443;M
2013-05;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.479397674;M
2013-06;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.813949198;M
2013-06;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.812703274;M
2013-07;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.499874865;M
2013-07;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.41506621;M
2013-08;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.031145198;M
2013-08;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.003790985;M
2013-09;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.576786148;M
2013-09;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.562592452;M
2013-10;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.619461044;M
2013-10;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.539527861;M
2013-11;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.52727704;M
2013-11;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.586164041;M
2013-12;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.918240196;M
2013-12;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.963302531;M
2014-01;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.361484853;M
2014-01;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-1.378224056;M
2014-02;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.54803584;M
2014-02;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;-0.523726747;M
2014-03;40123;61596;3143;277795;Índice de empleo. Tasa de variación intermensual;0.175868694;M
2014-03;40123;61597;3143;277795;Índice de empleo. Tasa de variación intermensual;0.126059249;M
