ID;COD;NAME;DESCRIPTION;PARENTCODE;ORDER
3619;517;(517) Timor;Timor;3623;261
3616;512;(512) Tuvalu;Tuvalu;3623;262
3620;599;(599) Países de Oceanía sin relación diplomática;Países de Oceanía sin relación diplomática;3623;263
3615;002;(002) País de Oceanía no determinado;País de Oceanía no determinado;3623;264
3668;5550;(5550) Apátridas;Apátridas;3669;46
3665;555;(555) Apátridas;Apátridas;3668;265
3673;66NC0;(66NC0) No consta;No consta;3674;47
3670;66NC;(66NC) No consta;No consta;3673;266
3684;NP00;(NP00) No procede;No procede;3683;11
3685;NP0;(NP0) No procede;No procede;3684;48
3688;NP;(NP) No procede;No procede;3685;267
3678;NC00;(NC00) No consta;No consta;3677;12
3679;NC0;(NC0) No consta;No consta;3678;49
3682;NC;(NC) No consta;No consta;3679;268
