TEMPORAL;SEXO;TERRITORIO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
;;;;ANDALUCES;2659.8934891;A
;;;;ANDALUCES;550.2110542;A
;;;;ANDALUCES;1157.7108754;A
;;;;ANDALUCES;3634.2998443;A
;;;;ANDALUCES;1689.8023715;A
;;;;ANDALUCES;561.37057;A
;;;;ANDALUCES;4749.8750448;A
;;;;ANDALUCES;1139.7507722;A
;;;;ANDALUCES;1648.7738324;A
;;;;ANDALUCES;15131.7943648;A
;;;;ANDALUCES;435.0532631;A
;;;;ANDALUCES;1097.1454965;A
;;;;ANDALUCES;1524.2051928;A
;;;;ANDALUCES;1266.1165241;A
;;;;ANDALUCES;456.0754691;A
;;;;ANDALUCES;1838.1894216;A
;;;;ANDALUCES;1000.1332055;A
;;;;ANDALUCES;1404.1883785;A
;;;;ANDALUCES;9021.1069512;A
;;;;ANDALUCES;38725.9272365;A
;;;;ANDALUCES;21372.2641607;A
;;;;ANDALUCES;68999.8535137;A
;;;;ANDALUCES;73155.5839638;A
;;;;ANDALUCES;13512.28547;A
;;;;ANDALUCES;69477.9386998;A
;;;;ANDALUCES;33912.0904745;A
;;;;ANDALUCES;49094.4341557;A
;;;;ANDALUCES;368250.3776747;A
;;;;ANDALUCES;7581.6451556;A
;;;;ANDALUCES;8069.0323056;A
;;;;ANDALUCES;17893.2675911;A
;;;;ANDALUCES;20209.8318077;A
;;;;ANDALUCES;2213.4167541;A
;;;;ANDALUCES;33982.3012268;A
;;;;ANDALUCES;6789.0033614;A
;;;;ANDALUCES;10780.4331646;A
;;;;ANDALUCES;107518.9313669;A
;;;;ANDALUCES;204.4020458;A
;;;;ANDALUCES;938.4123141;A
;;;;ANDALUCES;1747.9381206;A
;;;;ANDALUCES;719.1181613;A
;;;;ANDALUCES;1102.8965432;A
;;;;ANDALUCES;865.3388573;A
;;;;ANDALUCES;587.0322395;A
;;;;ANDALUCES;3050.5224293;A
;;;;ANDALUCES;9215.6607111;A
;;;;ANDALUCES;291.998858;A
;;;;ANDALUCES;1521.9126646;A
;;;;ANDALUCES;624.9819408;A
;;;;ANDALUCES;565.9715331;A
;;;;ANDALUCES;359.9927587;A
;;;;ANDALUCES;641.9737476;A
;;;;ANDALUCES;613.9767232;A
;;;;ANDALUCES;859.9677959;A
;;;;ANDALUCES;5480.7760219;A
;;;;ANDALUCES;4728.1392739;A
;;;;ANDALUCES;12874.5753026;A
;;;;ANDALUCES;29366.3552977;A
;;;;ANDALUCES;12023.6591458;A
;;;;ANDALUCES;5335.2294685;A
;;;;ANDALUCES;41040.1724624;A
;;;;ANDALUCES;10881.4569783;A
;;;;ANDALUCES;17415.0561558;A
;;;;ANDALUCES;133664.644085;A
;;;;ANDALUCES;5232.0929922;A
;;;;ANDALUCES;1397.979486;A
;;;;ANDALUCES;1474.9733861;A
;;;;ANDALUCES;5194.2732263;A
;;;;ANDALUCES;288.9866169;A
;;;;ANDALUCES;3613.0602478;A
;;;;ANDALUCES;949.0223119;A
;;;;ANDALUCES;1423.0414884;A
;;;;ANDALUCES;19573.4297556;A
;;;;ANDALUCES;242.1809584;A
;;;;ANDALUCES;700.5479283;A
;;;;ANDALUCES;670.5323907;A
;;;;ANDALUCES;785.6643594;A
;;;;ANDALUCES;144.1049315;A
;;;;ANDALUCES;3450.9091145;A
;;;;ANDALUCES;553.4269999;A
;;;;ANDALUCES;556.5077431;A
;;;;ANDALUCES;7103.8744258;A
;;;;ANDALUCES;432.9777788;A
;;;;ANDALUCES;1835.9259441;A
;;;;ANDALUCES;3481.8915386;A
;;;;ANDALUCES;2802.8219796;A
;;;;ANDALUCES;1150.9855116;A
;;;;ANDALUCES;4540.9752073;A
;;;;ANDALUCES;4069.8765792;A
;;;;ANDALUCES;2028.9151853;A
;;;;ANDALUCES;20344.3697245;A
;;3529;;ANDALUCES;62.4154166;A
;;3529;;ANDALUCES;265.5076871;A
;;3529;;ANDALUCES;262.6055187;A
;;3529;;ANDALUCES;228.9192036;A
;;3529;;ANDALUCES;71.4513695;A
;;3529;;ANDALUCES;551.1164253;A
;;3529;;ANDALUCES;219.1457008;A
;;3529;;ANDALUCES;328.3766111;A
;;3529;;ANDALUCES;1989.5379327;A
;;;;ANDALUCES;819.0508736;A
;;;;ANDALUCES;2652.9328416;A
;;;;ANDALUCES;643.0256459;A
;;;;ANDALUCES;1178.0175287;A
;;;;ANDALUCES;232.0003345;A
;;;;ANDALUCES;467.984193;A
;;;;ANDALUCES;2545.0646493;A
;;;;ANDALUCES;1167.9948498;A
;;;;ANDALUCES;9706.0709164;A
;;;;ANDALUCES;63003.7605224;A
;;;;ANDALUCES;68585.9781192;A
;;;;ANDALUCES;143942.5743529;A
;;;;ANDALUCES;138707.2088091;A
;;;;ANDALUCES;29311.0834273;A
;;;;ANDALUCES;178698.6069212;A
;;;;ANDALUCES;71916.0948791;A
;;;;ANDALUCES;106882.3670706;A
;;;;ANDALUCES;801047.6741018;A
;;;;ANDALUCES;891.7703819;A
;;;;ANDALUCES;1243.5577092;A
;;;;ANDALUCES;3470.9375644;A
;;;;ANDALUCES;2005.0035822;A
;;;;ANDALUCES;406.312893;A
;;;;ANDALUCES;2856.6578022;A
;;;;ANDALUCES;1224.9769807;A
;;;;ANDALUCES;1694.3913687;A
;;;;ANDALUCES;13793.6082823;A
;;;;ANDALUCES;215.0206419;A
;;;;ANDALUCES;500.0282117;A
;;;;ANDALUCES;1587.0962479;A
;;;;ANDALUCES;895.0412982;A
;;;;ANDALUCES;293.0243674;A
;;;;ANDALUCES;1598.0837503;A
;;;;ANDALUCES;1042.04393;A
;;;;ANDALUCES;669.0582512;A
;;;;ANDALUCES;6799.3966986;A
;;;;ANDALUCES;1610.0248654;A
;;;;ANDALUCES;5157.8760422;A
;;;;ANDALUCES;5812.8920588;A
;;;;ANDALUCES;12920.6199517;A
;;;;ANDALUCES;1785.0108768;A
;;;;ANDALUCES;7085.8494146;A
;;;;ANDALUCES;2963.9150246;A
;;;;ANDALUCES;8120.6932993;A
;;;;ANDALUCES;45456.8815334;A
;;;;ANDALUCES;665.0022626;A
;;;;ANDALUCES;5376.6964531;A
;;;;ANDALUCES;1881.9657617;A
;;;;ANDALUCES;1920.8921324;A
;;;;ANDALUCES;833.9837719;A
;;;;ANDALUCES;1099.0651307;A
;;;;ANDALUCES;2238.9021508;A
;;;;ANDALUCES;4174.7475801;A
;;;;ANDALUCES;18191.2552433;A
;;;;ANDALUCES;76.0007532;A
;;;;ANDALUCES;623.0358066;A
;;;;ANDALUCES;301.016315;A
;;;;ANDALUCES;233.0081443;A
;;;;ANDALUCES;283.0059141;A
;;;;ANDALUCES;428.0232368;A
;;;;ANDALUCES;385.0069489;A
;;;;ANDALUCES;411.0193377;A
;;;;ANDALUCES;2740.1164566;A
;;;;ANDALUCES;670.2309607;A
;;;;ANDALUCES;1320.6416458;A
;;;;ANDALUCES;4077.1399884;A
;;;;ANDALUCES;1750.6233071;A
;;;;ANDALUCES;559.2842191;A
;;;;ANDALUCES;5246.6416484;A
;;;;ANDALUCES;1114.4637321;A
;;;;ANDALUCES;1797.8510236;A
;;;;ANDALUCES;16536.8765252;A
;;;;ANDALUCES;446.0560638;A
;;;;ANDALUCES;1228.2304421;A
;;;;ANDALUCES;1571.280501;A
;;;;ANDALUCES;1254.1633011;A
;;;;ANDALUCES;555.1124299;A
;;;;ANDALUCES;1979.387885;A
;;;;ANDALUCES;1059.2098219;A
;;;;ANDALUCES;1515.2730893;A
;;;;ANDALUCES;9608.7135341;A
;;;;ANDALUCES;47546.0575891;A
;;;;ANDALUCES;23012.1875262;A
;;;;ANDALUCES;74989.7132114;A
;;;;ANDALUCES;80799.0849953;A
;;;;ANDALUCES;14807.3598003;A
;;;;ANDALUCES;75207.9204652;A
;;;;ANDALUCES;37343.1969507;A
;;;;ANDALUCES;53419.7107119;A
;;;;ANDALUCES;407125.2312501;A
;;;;ANDALUCES;8729.0184399;A
;;;;ANDALUCES;8447.2056798;A
;;;;ANDALUCES;19894.6327165;A
;;;;ANDALUCES;21482.7023;A
;;;;ANDALUCES;2385.5290954;A
;;;;ANDALUCES;37514.7711229;A
;;;;ANDALUCES;7448.3623009;A
;;;;ANDALUCES;11470.0184785;A
;;;;ANDALUCES;117372.2401339;A
;;;;ANDALUCES;220.3668185;A
;;;;ANDALUCES;1012.2053507;A
;;;;ANDALUCES;1829.8745776;A
;;;;ANDALUCES;703.8609508;A
;;;;ANDALUCES;1283.8628172;A
;;;;ANDALUCES;879.4000185;A
;;;;ANDALUCES;624.7988419;A
;;;;ANDALUCES;3052.6190252;A
;;;;ANDALUCES;9606.9884004;A
;;;;ANDALUCES;247.0076527;A
;;;;ANDALUCES;1521.0767694;A
;;;;ANDALUCES;532.0268211;A
;;;;ANDALUCES;504.0275348;A
;;;;ANDALUCES;388.0154176;A
;;;;ANDALUCES;550.0190991;A
;;;;ANDALUCES;601.0172045;A
;;;;ANDALUCES;804.0289912;A
;;;;ANDALUCES;5147.2194904;A
;;;;ANDALUCES;5235.5302502;A
;;;;ANDALUCES;14713.4936718;A
;;;;ANDALUCES;34564.9548259;A
;;;;ANDALUCES;13361.4443865;A
;;;;ANDALUCES;6768.6416321;A
;;;;ANDALUCES;48814.4543699;A
;;;;ANDALUCES;12539.2170579;A
;;;;ANDALUCES;19967.9299402;A
;;;;ANDALUCES;155965.6661345;A
;;;;ANDALUCES;6135.9116096;A
;;;;ANDALUCES;1524.0027808;A
;;;;ANDALUCES;1592.0426122;A
;;;;ANDALUCES;6147.6035845;A
;;;;ANDALUCES;308.0072518;A
;;;;ANDALUCES;3766.9250998;A
;;;;ANDALUCES;1004.0032009;A
;;;;ANDALUCES;1379.9957322;A
;;;;ANDALUCES;21858.4918718;A
;;;;ANDALUCES;236.0879201;A
;;;;ANDALUCES;651.2846768;A
;;;;ANDALUCES;669.3490845;A
;;;;ANDALUCES;752.2942832;A
;;;;ANDALUCES;106.0509186;A
;;;;ANDALUCES;3478.7218936;A
;;;;ANDALUCES;573.4314183;A
;;;;ANDALUCES;555.2943724;A
;;;;ANDALUCES;7022.5145675;A
;;;;ANDALUCES;470.9860076;A
;;;;ANDALUCES;1940.008734;A
;;;;ANDALUCES;3665.0399029;A
;;;;ANDALUCES;2913.1368043;A
;;;;ANDALUCES;1309.0342504;A
;;;;ANDALUCES;4645.0923692;A
;;;;ANDALUCES;4140.1262901;A
;;;;ANDALUCES;2110.0598533;A
;;;;ANDALUCES;21193.4842118;A
;;3529;;ANDALUCES;55.5402868;A
;;3529;;ANDALUCES;215.1251748;A
;;3529;;ANDALUCES;218.5953927;A
;;3529;;ANDALUCES;227.6329846;A
;;3529;;ANDALUCES;75.5614894;A
;;3529;;ANDALUCES;546.5591167;A
;;3529;;ANDALUCES;178.2268177;A
;;3529;;ANDALUCES;305.2132617;A
;;3529;;ANDALUCES;1822.4545244;A
;;;;ANDALUCES;921.997153;A
;;;;ANDALUCES;2017.0021028;A
;;;;ANDALUCES;439.9895163;A
;;;;ANDALUCES;1010.9733611;A
;;;;ANDALUCES;186.9951266;A
;;;;ANDALUCES;361.9990984;A
;;;;ANDALUCES;2406.8496324;A
;;;;ANDALUCES;714.9790704;A
;;;;ANDALUCES;8060.785061;A
;;;;ANDALUCES;74372.609657;A
;;;;ANDALUCES;70503.6587778;A
;;;;ANDALUCES;157098.5470983;A
;;;;ANDALUCES;148882.1129021;A
;;;;ANDALUCES;32334.7922716;A
;;;;ANDALUCES;196059.5715213;A
;;;;ANDALUCES;76887.7483043;A
;;;;ANDALUCES;112162.8833869;A
;;;;ANDALUCES;868301.9239193;A
;;;;ANDALUCES;1674.3106942;A
;;;;ANDALUCES;2552.9918022;A
;;;;ANDALUCES;6731.2683923;A
;;;;ANDALUCES;3977.4482377;A
;;;;ANDALUCES;815.6203178;A
;;;;ANDALUCES;5636.8003773;A
;;;;ANDALUCES;2498.6917703;A
;;;;ANDALUCES;3475.84798;A
;;;;ANDALUCES;27362.9795718;A
;;;;ANDALUCES;418.0;A
;;;;ANDALUCES;910.0;A
;;;;ANDALUCES;3023.0;A
;;;;ANDALUCES;1715.0;A
;;;;ANDALUCES;550.0;A
;;;;ANDALUCES;2970.0;A
;;;;ANDALUCES;2036.0;A
;;;;ANDALUCES;1284.0;A
;;;;ANDALUCES;12906.0;A
;;;;ANDALUCES;3364.0;A
;;;;ANDALUCES;11293.0;A
;;;;ANDALUCES;12210.0;A
;;;;ANDALUCES;26308.0;A
;;;;ANDALUCES;3788.0;A
;;;;ANDALUCES;14441.0;A
;;;;ANDALUCES;6097.0;A
;;;;ANDALUCES;17548.0;A
;;;;ANDALUCES;95049.0;A
;;;;ANDALUCES;1573.0;A
;;;;ANDALUCES;12144.0;A
;;;;ANDALUCES;4410.0;A
;;;;ANDALUCES;4643.0;A
;;;;ANDALUCES;1916.0;A
;;;;ANDALUCES;2792.0;A
;;;;ANDALUCES;5238.0;A
;;;;ANDALUCES;10333.0;A
;;;;ANDALUCES;43049.0;A
;;;;ANDALUCES;154.0;A
;;;;ANDALUCES;1185.0;A
;;;;ANDALUCES;609.0;A
;;;;ANDALUCES;501.0;A
;;;;ANDALUCES;535.0;A
;;;;ANDALUCES;861.0;A
;;;;ANDALUCES;850.0;A
;;;;ANDALUCES;809.0;A
;;;;ANDALUCES;5504.0;A
;;;;ANDALUCES;1240.4444893;A
;;;;ANDALUCES;2533.4996763;A
;;;;ANDALUCES;7853.8407483;A
;;;;ANDALUCES;3496.5425403;A
;;;;ANDALUCES;1125.6774684;A
;;;;ANDALUCES;10126.9802461;A
;;;;ANDALUCES;2307.3130694;A
;;;;ANDALUCES;3615.8705321;A
;;;;ANDALUCES;32300.1687702;A
;;;;ANDALUCES;868.0558768;A
;;;;ANDALUCES;2307.2328137;A
;;;;ANDALUCES;3094.2692151;A
;;;;ANDALUCES;2512.1536746;A
;;;;ANDALUCES;1010.1102536;A
;;;;ANDALUCES;3768.2669651;A
;;;;ANDALUCES;2056.2041469;A
;;;;ANDALUCES;2931.2802796;A
;;;;ANDALUCES;18547.5732254;A
;;;;ANDALUCES;84457.6159296;A
;;;;ANDALUCES;44083.3061952;A
;;;;ANDALUCES;142247.4232148;A
;;;;ANDALUCES;151915.3889564;A
;;;;ANDALUCES;27997.5582896;A
;;;;ANDALUCES;142868.359764;A
;;;;ANDALUCES;70232.03523;A
;;;;ANDALUCES;101740.9636492;A
;;;;ANDALUCES;765542.6512288;A
;;;;ANDALUCES;16156.6599746;A
;;;;ANDALUCES;16934.1478549;A
;;;;ANDALUCES;37754.7066131;A
;;;;ANDALUCES;41689.0572086;A
;;;;ANDALUCES;4584.9149953;A
;;;;ANDALUCES;71025.4148434;A
;;;;ANDALUCES;14172.1561604;A
;;;;ANDALUCES;22346.3753297;A
;;;;ANDALUCES;224663.43298;A
;;;;ANDALUCES;429.7127297;A
;;;;ANDALUCES;1971.3035871;A
;;;;ANDALUCES;3565.4451529;A
;;;;ANDALUCES;1449.7457694;A
;;;;ANDALUCES;2404.6393093;A
;;;;ANDALUCES;1746.2814788;A
;;;;ANDALUCES;1233.7221116;A
;;;;ANDALUCES;6124.3725589;A
;;;;ANDALUCES;18925.2226977;A
;;;;ANDALUCES;533.0;A
;;;;ANDALUCES;3073.0;A
;;;;ANDALUCES;1151.0;A
;;;;ANDALUCES;1057.0;A
;;;;ANDALUCES;751.0;A
;;;;ANDALUCES;1191.0;A
;;;;ANDALUCES;1208.0;A
;;;;ANDALUCES;1651.0;A
;;;;ANDALUCES;10615.0;A
;;;;ANDALUCES;9936.0;A
;;;;ANDALUCES;27608.0;A
;;;;ANDALUCES;63151.0;A
;;;;ANDALUCES;25251.0;A
;;;;ANDALUCES;12001.0;A
;;;;ANDALUCES;88437.0;A
;;;;ANDALUCES;23316.0;A
;;;;ANDALUCES;37179.0;A
;;;;ANDALUCES;286879.0;A
;;;;ANDALUCES;11372.0;A
;;;;ANDALUCES;2948.0;A
;;;;ANDALUCES;3083.0;A
;;;;ANDALUCES;11352.0;A
;;;;ANDALUCES;595.0;A
;;;;ANDALUCES;7416.0;A
;;;;ANDALUCES;1946.0;A
;;;;ANDALUCES;2831.0;A
;;;;ANDALUCES;41543.0;A
;;;;ANDALUCES;479.190218;A
;;;;ANDALUCES;1333.4962163;A
;;;;ANDALUCES;1327.5167999;A
;;;;ANDALUCES;1539.5581474;A
;;;;ANDALUCES;262.0966854;A
;;;;ANDALUCES;6855.7138775;A
;;;;ANDALUCES;1143.4772603;A
;;;;ANDALUCES;1128.5090372;A
;;;;ANDALUCES;14069.558242;A
;;;;ANDALUCES;888.0;A
;;;;ANDALUCES;3752.0;A
;;;;ANDALUCES;7024.0;A
;;;;ANDALUCES;5604.0;A
;;;;ANDALUCES;2410.0;A
;;;;ANDALUCES;8938.0;A
;;;;ANDALUCES;8055.0;A
;;;;ANDALUCES;4123.0;A
;;;;ANDALUCES;40794.0;A
;;3529;;ANDALUCES;125.6226982;A
;;3529;;ANDALUCES;504.5963004;A
;;3529;;ANDALUCES;490.0583605;A
;;3529;;ANDALUCES;463.248112;A
;;3529;;ANDALUCES;148.623727;A
;;3529;;ANDALUCES;1136.540913;A
;;3529;;ANDALUCES;399.5235169;A
;;3529;;ANDALUCES;706.2409005;A
;;3529;;ANDALUCES;3974.4545285;A
;;;;ANDALUCES;1702.0;A
;;;;ANDALUCES;4757.0;A
;;;;ANDALUCES;1060.0;A
;;;;ANDALUCES;2183.0;A
;;;;ANDALUCES;417.0;A
;;;;ANDALUCES;833.0;A
;;;;ANDALUCES;4984.0;A
;;;;ANDALUCES;1852.0;A
;;;;ANDALUCES;17788.0;A
;;;;ANDALUCES;135371.6126104;A
;;;;ANDALUCES;139890.5744461;A
;;;;ANDALUCES;298785.5284969;A
;;;;ANDALUCES;285657.1426464;A
;;;;ANDALUCES;61312.2410464;A
;;;;ANDALUCES;371043.3584652;A
;;;;ANDALUCES;147773.1232658;A
;;;;ANDALUCES;219679.4602672;A
;;;;ANDALUCES;1659513.0412444;A
;;;;ANDALUCES;798.6340832;A
;;;;ANDALUCES;1300.5518352;A
;;;;ANDALUCES;3287.5768648;A
;;;;ANDALUCES;1986.6352672;A
;;;;ANDALUCES;397.3253848;A
;;;;ANDALUCES;2797.5363328;A
;;;;ANDALUCES;1284.8676928;A
;;;;ANDALUCES;1763.46006;A
;;;;ANDALUCES;13616.5875208;A
;;;;ANDALUCES;203.0;A
;;;;ANDALUCES;414.0;A
;;;;ANDALUCES;1459.0;A
;;;;ANDALUCES;830.0;A
;;;;ANDALUCES;261.0;A
;;;;ANDALUCES;1391.0;A
;;;;ANDALUCES;999.0;A
;;;;ANDALUCES;615.0;A
;;;;ANDALUCES;6172.0;A
;;;;ANDALUCES;1732.0;A
;;;;ANDALUCES;6004.0;A
;;;;ANDALUCES;6251.0;A
;;;;ANDALUCES;13298.0;A
;;;;ANDALUCES;1993.0;A
;;;;ANDALUCES;7288.0;A
;;;;ANDALUCES;3113.0;A
;;;;ANDALUCES;9111.0;A
;;;;ANDALUCES;48790.0;A
;;;;ANDALUCES;908.0;A
;;;;ANDALUCES;6737.0;A
;;;;ANDALUCES;2506.0;A
;;;;ANDALUCES;2681.0;A
;;;;ANDALUCES;1044.0;A
;;;;ANDALUCES;1662.0;A
;;;;ANDALUCES;2945.0;A
;;;;ANDALUCES;5920.0;A
;;;;ANDALUCES;24403.0;A
;;;;ANDALUCES;77.0;A
;;;;ANDALUCES;555.0;A
;;;;ANDALUCES;289.0;A
;;;;ANDALUCES;259.0;A
;;;;ANDALUCES;261.0;A
;;;;ANDALUCES;429.0;A
;;;;ANDALUCES;457.0;A
;;;;ANDALUCES;378.0;A
;;;;ANDALUCES;2705.0;A
;;;;ANDALUCES;568.2429313;A
;;;;ANDALUCES;1193.8499573;A
;;;;ANDALUCES;3736.5112323;A
;;;;ANDALUCES;1722.8949963;A
;;;;ANDALUCES;558.3681414;A
;;;;ANDALUCES;4830.1240921;A
;;;;ANDALUCES;1158.8159154;A
;;;;ANDALUCES;1730.8961261;A
;;;;ANDALUCES;15499.7033922;A
;;;;ANDALUCES;431.0353088;A
;;;;ANDALUCES;1097.0965507;A
;;;;ANDALUCES;1531.1252391;A
;;;;ANDALUCES;1261.0585476;A
;;;;ANDALUCES;454.0485496;A
;;;;ANDALUCES;1815.0921371;A
;;;;ANDALUCES;992.0833099;A
;;;;ANDALUCES;1428.1363036;A
;;;;ANDALUCES;9009.6759464;A
;;;;ANDALUCES;37935.3088312;A
;;;;ANDALUCES;21180.3053488;A
;;;;ANDALUCES;68069.8115744;A
;;;;ANDALUCES;72085.3885504;A
;;;;ANDALUCES;13378.3128648;A
;;;;ANDALUCES;68526.4512336;A
;;;;ANDALUCES;33359.9340096;A
;;;;ANDALUCES;48723.0674432;A
;;;;ANDALUCES;363258.579856;A
;;;;ANDALUCES;7501.7832216;A
;;;;ANDALUCES;8330.1627788;A
;;;;ANDALUCES;17896.9128422;A
;;;;ANDALUCES;20224.0203258;A
;;;;ANDALUCES;2194.4607664;A
;;;;ANDALUCES;33732.8061601;A
;;;;ANDALUCES;6733.1219455;A
;;;;ANDALUCES;10851.7605783;A
;;;;ANDALUCES;107465.0286187;A
;;;;ANDALUCES;205.3666959;A
;;;;ANDALUCES;957.2893501;A
;;;;ANDALUCES;1728.7388483;A
;;;;ANDALUCES;725.946312;A
;;;;ANDALUCES;1124.8398519;A
;;;;ANDALUCES;863.0882588;A
;;;;ANDALUCES;601.9226542;A
;;;;ANDALUCES;3064.1173731;A
;;;;ANDALUCES;9271.3093443;A
;;;;ANDALUCES;288.0;A
;;;;ANDALUCES;1528.0;A
;;;;ANDALUCES;613.0;A
;;;;ANDALUCES;562.0;A
;;;;ANDALUCES;362.0;A
;;;;ANDALUCES;644.0;A
;;;;ANDALUCES;620.0;A
;;;;ANDALUCES;854.0;A
;;;;ANDALUCES;5471.0;A
;;;;ANDALUCES;4720.0;A
;;;;ANDALUCES;12897.0;A
;;;;ANDALUCES;28936.0;A
;;;;ANDALUCES;11980.0;A
;;;;ANDALUCES;5298.0;A
;;;;ANDALUCES;40351.0;A
;;;;ANDALUCES;10828.0;A
;;;;ANDALUCES;17311.0;A
;;;;ANDALUCES;132321.0;A
;;;;ANDALUCES;5240.0;A
;;;;ANDALUCES;1418.0;A
;;;;ANDALUCES;1474.0;A
;;;;ANDALUCES;5192.0;A
;;;;ANDALUCES;283.0;A
;;;;ANDALUCES;3638.0;A
;;;;ANDALUCES;956.0;A
;;;;ANDALUCES;1438.0;A
;;;;ANDALUCES;19639.0;A
;;;;ANDALUCES;237.104258;A
;;;;ANDALUCES;688.2805488;A
;;;;ANDALUCES;666.2919224;A
;;;;ANDALUCES;782.3156174;A
;;;;ANDALUCES;153.0644504;A
;;;;ANDALUCES;3400.492785;A
;;;;ANDALUCES;568.2615928;A
;;;;ANDALUCES;570.2833922;A
;;;;ANDALUCES;7066.094567;A
;;;;ANDALUCES;423.0;A
;;;;ANDALUCES;1826.0;A
;;;;ANDALUCES;3425.0;A
;;;;ANDALUCES;2741.0;A
;;;;ANDALUCES;1120.0;A
;;;;ANDALUCES;4408.0;A
;;;;ANDALUCES;3973.0;A
;;;;ANDALUCES;2015.0;A
;;;;ANDALUCES;19931.0;A
;;3529;;ANDALUCES;67.291134;A
;;3529;;ANDALUCES;277.8879587;A
;;3529;;ANDALUCES;267.0335257;A
;;3529;;ANDALUCES;235.2082061;A
;;3529;;ANDALUCES;74.2620206;A
;;3529;;ANDALUCES;573.7075462;A
;;3529;;ANDALUCES;219.8151752;A
;;3529;;ANDALUCES;366.6885772;A
;;3529;;ANDALUCES;2081.8941437;A
;;;;ANDALUCES;811.0;A
;;;;ANDALUCES;2719.0;A
;;;;ANDALUCES;634.0;A
;;;;ANDALUCES;1180.0;A
;;;;ANDALUCES;229.0;A
;;;;ANDALUCES;468.0;A
;;;;ANDALUCES;2567.0;A
;;;;ANDALUCES;1136.0;A
;;;;ANDALUCES;9744.0;A
;;;;ANDALUCES;62146.766464;A
;;;;ANDALUCES;69123.4243284;A
;;;;ANDALUCES;142771.0020492;A
;;;;ANDALUCES;137746.4678228;A
;;;;ANDALUCES;29185.6820299;A
;;;;ANDALUCES;176818.2985457;A
;;;;ANDALUCES;71376.8222954;A
;;;;ANDALUCES;107276.4098537;A
;;;;ANDALUCES;796444.8733891;A
;;;;ANDALUCES;875.676611;A
;;;;ANDALUCES;1252.439967;A
;;;;ANDALUCES;3443.6915275;A
;;;;ANDALUCES;1990.8129705;A
;;;;ANDALUCES;418.294933;A
;;;;ANDALUCES;2839.2640445;A
;;;;ANDALUCES;1213.8240775;A
;;;;ANDALUCES;1712.38792;A
;;;;ANDALUCES;13746.392051;A
;;;;ANDALUCES;215.0;A
;;;;ANDALUCES;496.0;A
;;;;ANDALUCES;1564.0;A
;;;;ANDALUCES;885.0;A
;;;;ANDALUCES;289.0;A
;;;;ANDALUCES;1579.0;A
;;;;ANDALUCES;1037.0;A
;;;;ANDALUCES;669.0;A
;;;;ANDALUCES;6734.0;A
;;;;ANDALUCES;1632.0;A
;;;;ANDALUCES;5289.0;A
;;;;ANDALUCES;5959.0;A
;;;;ANDALUCES;13010.0;A
;;;;ANDALUCES;1795.0;A
;;;;ANDALUCES;7153.0;A
;;;;ANDALUCES;2984.0;A
;;;;ANDALUCES;8437.0;A
;;;;ANDALUCES;46259.0;A
;;;;ANDALUCES;665.0;A
;;;;ANDALUCES;5407.0;A
;;;;ANDALUCES;1904.0;A
;;;;ANDALUCES;1962.0;A
;;;;ANDALUCES;872.0;A
;;;;ANDALUCES;1130.0;A
;;;;ANDALUCES;2293.0;A
;;;;ANDALUCES;4413.0;A
;;;;ANDALUCES;18646.0;A
;;;;ANDALUCES;77.0;A
;;;;ANDALUCES;630.0;A
;;;;ANDALUCES;320.0;A
;;;;ANDALUCES;242.0;A
;;;;ANDALUCES;274.0;A
;;;;ANDALUCES;432.0;A
;;;;ANDALUCES;393.0;A
;;;;ANDALUCES;431.0;A
;;;;ANDALUCES;2799.0;A
;;;;ANDALUCES;672.201558;A
;;;;ANDALUCES;1339.649719;A
;;;;ANDALUCES;4117.329516;A
;;;;ANDALUCES;1773.647544;A
;;;;ANDALUCES;567.309327;A
;;;;ANDALUCES;5296.856154;A
;;;;ANDALUCES;1148.497154;A
;;;;ANDALUCES;1884.974406;A
;;;;ANDALUCES;16800.465378;A
;;;;ANDALUCES;437.020568;A
;;;;ANDALUCES;1210.136263;A
;;;;ANDALUCES;1563.143976;A
;;;;ANDALUCES;1251.095127;A
;;;;ANDALUCES;556.061704;A
;;;;ANDALUCES;1953.174828;A
;;;;ANDALUCES;1064.120837;A
;;;;ANDALUCES;1503.143976;A
;;;;ANDALUCES;9537.897279;A
;;;;ANDALUCES;46522.3070984;A
;;;;ANDALUCES;22903.0008464;A
;;;;ANDALUCES;74177.6116404;A
;;;;ANDALUCES;79830.000406;A
;;;;ANDALUCES;14619.2454248;A
;;;;ANDALUCES;74341.9085304;A
;;;;ANDALUCES;36872.1012204;A
;;;;ANDALUCES;53017.896206;A
;;;;ANDALUCES;402284.0713728;A
;;;;ANDALUCES;8654.876753;A
;;;;ANDALUCES;8603.9850761;A
;;;;ANDALUCES;19857.7937709;A
;;;;ANDALUCES;21465.0368828;A
;;;;ANDALUCES;2390.4542289;A
;;;;ANDALUCES;37292.6086833;A
;;;;ANDALUCES;7439.0342149;A
;;;;ANDALUCES;11494.6147514;A
;;;;ANDALUCES;117198.4043613;A
;;;;ANDALUCES;224.3460338;A
;;;;ANDALUCES;1014.014237;A
;;;;ANDALUCES;1836.7063046;A
;;;;ANDALUCES;723.7994574;A
;;;;ANDALUCES;1279.7994574;A
;;;;ANDALUCES;883.19322;A
