TEMPORAL;TERRITORIO;ARE_INSCRIPCION;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
;;;;;ANDALUCES;593.0;A
;;;;;ANDALUCES;593.0;A
;;;;;ANDALUCES;713.0;A
;;;;;ANDALUCES;1534.0;A
;;;;;ANDALUCES;830.0;A
;;;;;ANDALUCES;1215.0;A
;;;;;ANDALUCES;343.0;A
;;;;;ANDALUCES;650.0;A
;;;;;ANDALUCES;1818.0;A
;;;;;ANDALUCES;1888.0;A
;;;;;ANDALUCES;8991.0;A
;;;;;ANDALUCES;1135.0;A
;;;;;ANDALUCES;10854.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;20983.0;A
;;;;;ANDALUCES;374.0;A
;;;;;ANDALUCES;781.0;A
;;;;;ANDALUCES;434.0;A
;;;;;ANDALUCES;628.0;A
;;;;;ANDALUCES;170.0;A
;;;;;ANDALUCES;357.0;A
;;;;;ANDALUCES;919.0;A
;;;;;ANDALUCES;975.0;A
;;;;;ANDALUCES;4638.0;A
;;;;;ANDALUCES;614.0;A
;;;;;ANDALUCES;5385.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;10639.0;A
;;;;;ANDALUCES;339.0;A
;;;;;ANDALUCES;753.0;A
;;;;;ANDALUCES;396.0;A
;;;;;ANDALUCES;587.0;A
;;;;;ANDALUCES;173.0;A
;;;;;ANDALUCES;293.0;A
;;;;;ANDALUCES;899.0;A
;;;;;ANDALUCES;913.0;A
;;;;;ANDALUCES;4353.0;A
;;;;;ANDALUCES;521.0;A
;;;;;ANDALUCES;5469.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;10344.0;A
2018;;;;;ANDALUCES;558.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;16.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;10.0;A
2018;;;;;ANDALUCES;597.0;A
2018;;;;;ANDALUCES;92.0;A
2018;;;;;ANDALUCES;1546.0;A
2018;;;;;ANDALUCES;2235.0;A
2018;;;;;ANDALUCES;297.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;6.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;7.0;A
2018;;;;;ANDALUCES;317.0;A
2018;;;;;ANDALUCES;51.0;A
2018;;;;;ANDALUCES;755.0;A
2018;;;;;ANDALUCES;1123.0;A
2018;;;;;ANDALUCES;261.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;10.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;280.0;A
2018;;;;;ANDALUCES;41.0;A
2018;;;;;ANDALUCES;791.0;A
2018;;;;;ANDALUCES;1112.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;1010.0;A
2018;;;;;ANDALUCES;15.0;A
2018;;;;;ANDALUCES;10.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;20.0;A
2018;;;;;ANDALUCES;24.0;A
2018;;;;;ANDALUCES;1090.0;A
2018;;;;;ANDALUCES;155.0;A
2018;;;;;ANDALUCES;901.0;A
2018;;;;;ANDALUCES;2146.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;547.0;A
2018;;;;;ANDALUCES;9.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;12.0;A
2018;;;;;ANDALUCES;11.0;A
2018;;;;;ANDALUCES;589.0;A
2018;;;;;ANDALUCES;79.0;A
2018;;;;;ANDALUCES;456.0;A
2018;;;;;ANDALUCES;1124.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;463.0;A
2018;;;;;ANDALUCES;6.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;8.0;A
2018;;;;;ANDALUCES;13.0;A
2018;;;;;ANDALUCES;501.0;A
2018;;;;;ANDALUCES;76.0;A
2018;;;;;ANDALUCES;445.0;A
2018;;;;;ANDALUCES;1022.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;441.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;462.0;A
2018;;;;;ANDALUCES;50.0;A
2018;;;;;ANDALUCES;478.0;A
2018;;;;;ANDALUCES;990.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;241.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;251.0;A
2018;;;;;ANDALUCES;30.0;A
2018;;;;;ANDALUCES;242.0;A
2018;;;;;ANDALUCES;523.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;200.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;211.0;A
2018;;;;;ANDALUCES;20.0;A
2018;;;;;ANDALUCES;236.0;A
2018;;;;;ANDALUCES;467.0;A
2018;;;;;ANDALUCES;22.0;A
2018;;;;;ANDALUCES;16.0;A
2018;;;;;ANDALUCES;11.0;A
2018;;;;;ANDALUCES;798.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;12.0;A
2018;;;;;ANDALUCES;15.0;A
2018;;;;;ANDALUCES;7.0;A
2018;;;;;ANDALUCES;885.0;A
2018;;;;;ANDALUCES;120.0;A
2018;;;;;ANDALUCES;1603.0;A
2018;;;;;ANDALUCES;2608.0;A
2018;;;;;ANDALUCES;10.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;429.0;A
2018;;;;;ANDALUCES;9.0;A
2018;;;;;ANDALUCES;7.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;465.0;A
2018;;;;;ANDALUCES;68.0;A
2018;;;;;ANDALUCES;823.0;A
2018;;;;;ANDALUCES;1356.0;A
2018;;;;;ANDALUCES;12.0;A
2018;;;;;ANDALUCES;12.0;A
2018;;;;;ANDALUCES;7.0;A
2018;;;;;ANDALUCES;369.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;8.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;420.0;A
2018;;;;;ANDALUCES;52.0;A
2018;;;;;ANDALUCES;780.0;A
2018;;;;;ANDALUCES;1252.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;259.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;17.0;A
2018;;;;;ANDALUCES;289.0;A
2018;;;;;ANDALUCES;27.0;A
2018;;;;;ANDALUCES;294.0;A
2018;;;;;ANDALUCES;610.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;152.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;9.0;A
2018;;;;;ANDALUCES;168.0;A
2018;;;;;ANDALUCES;16.0;A
2018;;;;;ANDALUCES;153.0;A
2018;;;;;ANDALUCES;337.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;107.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;8.0;A
2018;;;;;ANDALUCES;121.0;A
2018;;;;;ANDALUCES;11.0;A
2018;;;;;ANDALUCES;141.0;A
2018;;;;;ANDALUCES;273.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;9.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;337.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;357.0;A
2018;;;;;ANDALUCES;30.0;A
2018;;;;;ANDALUCES;381.0;A
2018;;;;;ANDALUCES;768.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;191.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;202.0;A
2018;;;;;ANDALUCES;13.0;A
2018;;;;;ANDALUCES;197.0;A
2018;;;;;ANDALUCES;412.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;146.0;A
2018;;;;;ANDALUCES;2.0;A
2018;;;;;ANDALUCES;155.0;A
2018;;;;;ANDALUCES;17.0;A
2018;;;;;ANDALUCES;184.0;A
2018;;;;;ANDALUCES;356.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;34.0;A
2018;;;;;ANDALUCES;16.0;A
2018;;;;;ANDALUCES;32.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;20.0;A
2018;;;;;ANDALUCES;1302.0;A
2018;;;;;ANDALUCES;21.0;A
2018;;;;;ANDALUCES;1434.0;A
2018;;;;;ANDALUCES;267.0;A
2018;;;;;ANDALUCES;2602.0;A
2018;;;;;ANDALUCES;4303.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;17.0;A
2018;;;;;ANDALUCES;11.0;A
2018;;;;;ANDALUCES;20.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;8.0;A
2018;;;;;ANDALUCES;684.0;A
2018;;;;;ANDALUCES;10.0;A
2018;;;;;ANDALUCES;754.0;A
2018;;;;;ANDALUCES;152.0;A
2018;;;;;ANDALUCES;1396.0;A
2018;;;;;ANDALUCES;2302.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;17.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;12.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;12.0;A
2018;;;;;ANDALUCES;618.0;A
2018;;;;;ANDALUCES;11.0;A
2018;;;;;ANDALUCES;680.0;A
2018;;;;;ANDALUCES;115.0;A
2018;;;;;ANDALUCES;1206.0;A
2018;;;;;ANDALUCES;2001.0;A
2018;;;;;ANDALUCES;7.0;A
2018;;;;;ANDALUCES;40.0;A
2018;;;;;ANDALUCES;25.0;A
2018;;;;;ANDALUCES;7.0;A
2018;;;;;ANDALUCES;12.0;A
2018;;;;;ANDALUCES;10.0;A
2018;;;;;ANDALUCES;10.0;A
2018;;;;;ANDALUCES;1334.0;A
2018;;;;;ANDALUCES;1445.0;A
2018;;;;;ANDALUCES;172.0;A
2018;;;;;ANDALUCES;1596.0;A
2018;;;;;ANDALUCES;3213.0;A
2018;;;;;ANDALUCES;3.0;A
2018;;;;;ANDALUCES;22.0;A
2018;;;;;ANDALUCES;16.0;A
2018;;;;;ANDALUCES;6.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;719.0;A
2018;;;;;ANDALUCES;777.0;A
2018;;;;;ANDALUCES;85.0;A
2018;;;;;ANDALUCES;776.0;A
2018;;;;;ANDALUCES;1638.0;A
2018;;;;;ANDALUCES;4.0;A
2018;;;;;ANDALUCES;18.0;A
2018;;;;;ANDALUCES;9.0;A
2018;;;;;ANDALUCES;1.0;A
2018;;;;;ANDALUCES;7.0;A
2018;;;;;ANDALUCES;5.0;A
2018;;;;;ANDALUCES;9.0;A
2018;;;;;ANDALUCES;615.0;A
2018;;;;;ANDALUCES;668.0;A
2018;;;;;ANDALUCES;87.0;A
2018;;;;;ANDALUCES;820.0;A
2018;;;;;ANDALUCES;1575.0;A
2018;;;;;ANDALUCES;598.0;A
2018;;;;;ANDALUCES;1109.0;A
2018;;;;;ANDALUCES;522.0;A
2018;;;;;ANDALUCES;874.0;A
2018;;;;;ANDALUCES;286.0;A
2018;;;;;ANDALUCES;391.0;A
2018;;;;;ANDALUCES;1357.0;A
2018;;;;;ANDALUCES;1422.0;A
2018;;;;;ANDALUCES;6559.0;A
2018;;;;;ANDALUCES;913.0;A
2018;;;;;ANDALUCES;9401.0;A
2018;;;;;ANDALUCES;16873.0;A
2018;;;;;ANDALUCES;315.0;A
2018;;;;;ANDALUCES;596.0;A
2018;;;;;ANDALUCES;289.0;A
2018;;;;;ANDALUCES;472.0;A
2018;;;;;ANDALUCES;163.0;A
2018;;;;;ANDALUCES;216.0;A
2018;;;;;ANDALUCES;711.0;A
2018;;;;;ANDALUCES;761.0;A
2018;;;;;ANDALUCES;3523.0;A
2018;;;;;ANDALUCES;494.0;A
2018;;;;;ANDALUCES;4798.0;A
2018;;;;;ANDALUCES;8815.0;A
2018;;;;;ANDALUCES;283.0;A
2018;;;;;ANDALUCES;513.0;A
2018;;;;;ANDALUCES;233.0;A
2018;;;;;ANDALUCES;402.0;A
2018;;;;;ANDALUCES;123.0;A
2018;;;;;ANDALUCES;175.0;A
2018;;;;;ANDALUCES;646.0;A
2018;;;;;ANDALUCES;661.0;A
2018;;;;;ANDALUCES;3036.0;A
2018;;;;;ANDALUCES;419.0;A
2018;;;;;ANDALUCES;4603.0;A
2018;;;;;ANDALUCES;8058.0;A
2018;;;;;ANDALUCES;93.0;A
2018;;;;;ANDALUCES;209.0;A
2018;;;;;ANDALUCES;111.0;A
2018;;;;;ANDALUCES;176.0;A
2018;;;;;ANDALUCES;36.0;A
2018;;;;;ANDALUCES;118.0;A
2018;;;;;ANDALUCES;162.0;A
2018;;;;;ANDALUCES;201.0;A
2018;;;;;ANDALUCES;1106.0;A
2018;;;;;ANDALUCES;1106.0;A
2018;;;;;ANDALUCES;45.0;A
2018;;;;;ANDALUCES;128.0;A
2018;;;;;ANDALUCES;63.0;A
2018;;;;;ANDALUCES;111.0;A
2018;;;;;ANDALUCES;23.0;A
2018;;;;;ANDALUCES;73.0;A
2018;;;;;ANDALUCES;82.0;A
2018;;;;;ANDALUCES;111.0;A
2018;;;;;ANDALUCES;636.0;A
2018;;;;;ANDALUCES;636.0;A
2018;;;;;ANDALUCES;48.0;A
2018;;;;;ANDALUCES;81.0;A
2018;;;;;ANDALUCES;48.0;A
2018;;;;;ANDALUCES;65.0;A
2018;;;;;ANDALUCES;13.0;A
2018;;;;;ANDALUCES;45.0;A
2018;;;;;ANDALUCES;80.0;A
2018;;;;;ANDALUCES;90.0;A
2018;;;;;ANDALUCES;470.0;A
2018;;;;;ANDALUCES;470.0;A
2018;;;;;ANDALUCES;691.0;A
2018;;;;;ANDALUCES;1318.0;A
2018;;;;;ANDALUCES;633.0;A
2018;;;;;ANDALUCES;1050.0;A
2018;;;;;ANDALUCES;322.0;A
2018;;;;;ANDALUCES;509.0;A
2018;;;;;ANDALUCES;1519.0;A
2018;;;;;ANDALUCES;1623.0;A
2018;;;;;ANDALUCES;7665.0;A
2018;;;;;ANDALUCES;913.0;A
2018;;;;;ANDALUCES;9401.0;A
2018;;;;;ANDALUCES;17979.0;A
2018;;;;;ANDALUCES;360.0;A
2018;;;;;ANDALUCES;724.0;A
2018;;;;;ANDALUCES;352.0;A
2018;;;;;ANDALUCES;583.0;A
2018;;;;;ANDALUCES;186.0;A
2018;;;;;ANDALUCES;289.0;A
2018;;;;;ANDALUCES;793.0;A
2018;;;;;ANDALUCES;872.0;A
2018;;;;;ANDALUCES;4159.0;A
2018;;;;;ANDALUCES;494.0;A
2018;;;;;ANDALUCES;4798.0;A
2018;;;;;ANDALUCES;9451.0;A
2018;;;;;ANDALUCES;331.0;A
2018;;;;;ANDALUCES;594.0;A
2018;;;;;ANDALUCES;281.0;A
2018;;;;;ANDALUCES;467.0;A
2018;;;;;ANDALUCES;136.0;A
2018;;;;;ANDALUCES;220.0;A
2018;;;;;ANDALUCES;726.0;A
2018;;;;;ANDALUCES;751.0;A
2018;;;;;ANDALUCES;3506.0;A
2018;;;;;ANDALUCES;419.0;A
2018;;;;;ANDALUCES;4603.0;A
2018;;;;;ANDALUCES;8528.0;A
;;;;;ANDALUCES;504.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;24.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;7.0;A
;;;;;ANDALUCES;8.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;555.0;A
;;;;;ANDALUCES;73.0;A
;;;;;ANDALUCES;1617.0;A
;;;;;ANDALUCES;2245.0;A
;;;;;ANDALUCES;271.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;13.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;300.0;A
;;;;;ANDALUCES;40.0;A
;;;;;ANDALUCES;832.0;A
;;;;;ANDALUCES;1172.0;A
;;;;;ANDALUCES;233.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;11.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;255.0;A
;;;;;ANDALUCES;33.0;A
;;;;;ANDALUCES;785.0;A
;;;;;ANDALUCES;1073.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;903.0;A
;;;;;ANDALUCES;7.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;16.0;A
;;;;;ANDALUCES;35.0;A
;;;;;ANDALUCES;978.0;A
;;;;;ANDALUCES;142.0;A
;;;;;ANDALUCES;847.0;A
;;;;;ANDALUCES;1967.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;488.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;7.0;A
;;;;;ANDALUCES;19.0;A
;;;;;ANDALUCES;527.0;A
;;;;;ANDALUCES;73.0;A
;;;;;ANDALUCES;422.0;A
;;;;;ANDALUCES;1022.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;415.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;9.0;A
;;;;;ANDALUCES;16.0;A
;;;;;ANDALUCES;451.0;A
;;;;;ANDALUCES;69.0;A
;;;;;ANDALUCES;425.0;A
;;;;;ANDALUCES;945.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;486.0;A
;;;;;ANDALUCES;7.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;7.0;A
;;;;;ANDALUCES;11.0;A
;;;;;ANDALUCES;517.0;A
;;;;;ANDALUCES;46.0;A
;;;;;ANDALUCES;456.0;A
;;;;;ANDALUCES;1019.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;259.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;274.0;A
;;;;;ANDALUCES;23.0;A
;;;;;ANDALUCES;223.0;A
;;;;;ANDALUCES;520.0;A
;;;;;ANDALUCES;227.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;7.0;A
;;;;;ANDALUCES;243.0;A
;;;;;ANDALUCES;23.0;A
;;;;;ANDALUCES;233.0;A
;;;;;ANDALUCES;499.0;A
;;;;;ANDALUCES;10.0;A
;;;;;ANDALUCES;9.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;764.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;14.0;A
;;;;;ANDALUCES;8.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;816.0;A
;;;;;ANDALUCES;117.0;A
;;;;;ANDALUCES;1601.0;A
;;;;;ANDALUCES;2534.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;6.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;400.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;11.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;433.0;A
;;;;;ANDALUCES;57.0;A
;;;;;ANDALUCES;807.0;A
;;;;;ANDALUCES;1297.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;364.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;383.0;A
;;;;;ANDALUCES;60.0;A
;;;;;ANDALUCES;794.0;A
;;;;;ANDALUCES;1237.0;A
;;;;;ANDALUCES;8.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;215.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;16.0;A
;;;;;ANDALUCES;246.0;A
;;;;;ANDALUCES;21.0;A
;;;;;ANDALUCES;292.0;A
;;;;;ANDALUCES;559.0;A
;;;;;ANDALUCES;6.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;115.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;8.0;A
;;;;;ANDALUCES;132.0;A
;;;;;ANDALUCES;11.0;A
;;;;;ANDALUCES;151.0;A
;;;;;ANDALUCES;294.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;100.0;A
;;;;;ANDALUCES;8.0;A
;;;;;ANDALUCES;114.0;A
;;;;;ANDALUCES;10.0;A
;;;;;ANDALUCES;141.0;A
;;;;;ANDALUCES;265.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;9.0;A
;;;;;ANDALUCES;354.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;370.0;A
;;;;;ANDALUCES;41.0;A
;;;;;ANDALUCES;433.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;845.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;182.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;187.0;A
;;;;;ANDALUCES;21.0;A
;;;;;ANDALUCES;228.0;A
;;;;;ANDALUCES;436.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;172.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;183.0;A
;;;;;ANDALUCES;20.0;A
;;;;;ANDALUCES;205.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;409.0;A
;;;;;ANDALUCES;10.0;A
;;;;;ANDALUCES;36.0;A
;;;;;ANDALUCES;27.0;A
;;;;;ANDALUCES;38.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;25.0;A
;;;;;ANDALUCES;1348.0;A
;;;;;ANDALUCES;36.0;A
;;;;;ANDALUCES;1525.0;A
;;;;;ANDALUCES;269.0;A
;;;;;ANDALUCES;2647.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;4442.0;A
;;;;;ANDALUCES;6.0;A
;;;;;ANDALUCES;18.0;A
;;;;;ANDALUCES;15.0;A
;;;;;ANDALUCES;20.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;13.0;A
;;;;;ANDALUCES;687.0;A
;;;;;ANDALUCES;20.0;A
;;;;;ANDALUCES;783.0;A
;;;;;ANDALUCES;150.0;A
;;;;;ANDALUCES;1349.0;A
;;;;;ANDALUCES;2282.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;18.0;A
;;;;;ANDALUCES;12.0;A
;;;;;ANDALUCES;18.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;12.0;A
;;;;;ANDALUCES;661.0;A
;;;;;ANDALUCES;16.0;A
;;;;;ANDALUCES;742.0;A
;;;;;ANDALUCES;119.0;A
;;;;;ANDALUCES;1298.0;A
;;;;;ANDALUCES;1.0;A
;;;;;ANDALUCES;2160.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;35.0;A
;;;;;ANDALUCES;29.0;A
;;;;;ANDALUCES;7.0;A
;;;;;ANDALUCES;13.0;A
;;;;;ANDALUCES;14.0;A
;;;;;ANDALUCES;15.0;A
;;;;;ANDALUCES;1312.0;A
;;;;;ANDALUCES;1429.0;A
;;;;;ANDALUCES;161.0;A
;;;;;ANDALUCES;1525.0;A
;;;;;ANDALUCES;3115.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;21.0;A
;;;;;ANDALUCES;18.0;A
;;;;;ANDALUCES;4.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;9.0;A
;;;;;ANDALUCES;9.0;A
;;;;;ANDALUCES;675.0;A
;;;;;ANDALUCES;745.0;A
;;;;;ANDALUCES;86.0;A
;;;;;ANDALUCES;774.0;A
;;;;;ANDALUCES;1605.0;A
;;;;;ANDALUCES;14.0;A
;;;;;ANDALUCES;11.0;A
;;;;;ANDALUCES;3.0;A
;;;;;ANDALUCES;8.0;A
;;;;;ANDALUCES;5.0;A
;;;;;ANDALUCES;6.0;A
;;;;;ANDALUCES;637.0;A
;;;;;ANDALUCES;684.0;A
;;;;;ANDALUCES;75.0;A
;;;;;ANDALUCES;751.0;A
;;;;;ANDALUCES;1510.0;A
;;;;;ANDALUCES;533.0;A
;;;;;ANDALUCES;995.0;A
;;;;;ANDALUCES;564.0;A
;;;;;ANDALUCES;855.0;A
;;;;;ANDALUCES;239.0;A
;;;;;ANDALUCES;423.0;A
;;;;;ANDALUCES;1405.0;A
;;;;;ANDALUCES;1422.0;A
;;;;;ANDALUCES;6436.0;A
;;;;;ANDALUCES;870.0;A
;;;;;ANDALUCES;9418.0;A
;;;;;ANDALUCES;2.0;A
;;;;;ANDALUCES;16726.0;A
;;;;;ANDALUCES;288.0;A
;;;;;ANDALUCES;542.0;A
;;;;;ANDALUCES;304.0;A
