TEMPORAL;EDAD;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
;;;;ANDALUCES;1645.1056986;A
;;;;ANDALUCES;16877.196371;A
;;;;ANDALUCES;4333.3639353;A
;;;;ANDALUCES;1935.2389598;A
;;;;ANDALUCES;6041.700418;A
;;;;ANDALUCES;4740.535846;A
;;;;ANDALUCES;1387.1650416;A
;;;;ANDALUCES;7385.9963354;A
;;;;ANDALUCES;2974.4998031;A
;;;;ANDALUCES;2771.2239386;A
;;;;ANDALUCES;31569.7242778;A
;;;;ANDALUCES;5640.4605166;A
;;;;ANDALUCES;2255.2371825;A
;;;;ANDALUCES;6845.7021881;A
;;;;ANDALUCES;5271.6078397;A
;;;;ANDALUCES;1656.2500036;A
;;;;ANDALUCES;8209.8462416;A
;;;;ANDALUCES;3522.55799;A
;;;;ANDALUCES;3212.3957177;A
;;;;ANDALUCES;36614.0576798;A
;;;;ANDALUCES;1580.0520209;A
;;;;ANDALUCES;604.0254601;A
;;;;ANDALUCES;1921.1159679;A
;;;;ANDALUCES;1523.1389371;A
;;;;ANDALUCES;416.067986;A
;;;;ANDALUCES;2295.2354543;A
;;;;ANDALUCES;993.1081269;A
;;;;ANDALUCES;912.1137218;A
;;;;ANDALUCES;10244.857675;A
;;;;ANDALUCES;4060.4084957;A
;;;;ANDALUCES;1651.2117224;A
;;;;ANDALUCES;4924.5862202;A
;;;;ANDALUCES;3748.4689026;A
;;;;ANDALUCES;1240.1820176;A
;;;;ANDALUCES;5914.6107873;A
;;;;ANDALUCES;2529.4498631;A
;;;;ANDALUCES;2300.2819959;A
;;;;ANDALUCES;26369.2000048;A
;;;;ANDALUCES;135371.6126104;A
;;;;ANDALUCES;139890.5744461;A
;;;;ANDALUCES;298785.5284969;A
;;;;ANDALUCES;285657.1426464;A
;;;;ANDALUCES;61312.2410464;A
;;;;ANDALUCES;371043.3584652;A
;;;;ANDALUCES;147773.1232658;A
;;;;ANDALUCES;219679.4602672;A
;;;;ANDALUCES;1659513.0412444;A
;;;;ANDALUCES;62146.766464;A
;;;;ANDALUCES;69123.4243284;A
;;;;ANDALUCES;142771.0020492;A
;;;;ANDALUCES;137746.4678228;A
;;;;ANDALUCES;29185.6820299;A
;;;;ANDALUCES;176818.2985457;A
;;;;ANDALUCES;71376.8222954;A
;;;;ANDALUCES;107276.4098537;A
;;;;ANDALUCES;796444.8733891;A
;;;;ANDALUCES;73224.8461464;A
;;;;ANDALUCES;70767.1501177;A
;;;;ANDALUCES;156014.5264477;A
;;;;ANDALUCES;147910.6748236;A
;;;;ANDALUCES;32126.5590165;A
;;;;ANDALUCES;194225.0599195;A
;;;;ANDALUCES;76396.3009704;A
;;;;ANDALUCES;112403.0504135;A
;;;;ANDALUCES;863068.1678553;A
;;;;ANDALUCES;498.1229087;A
;;;;ANDALUCES;1136.125896;A
;;;;ANDALUCES;771.1297011;A
;;;;ANDALUCES;989.1949655;A
;;;;ANDALUCES;217.0303079;A
;;;;ANDALUCES;629.1288558;A
;;;;ANDALUCES;1054.19862;A
;;;;ANDALUCES;1441.2571955;A
;;;;ANDALUCES;6736.1884505;A
;;;;ANDALUCES;253.0746807;A
;;;;ANDALUCES;559.0738521;A
;;;;ANDALUCES;399.073877;A
;;;;ANDALUCES;496.0840282;A
;;;;ANDALUCES;124.0127734;A
;;;;ANDALUCES;325.0688517;A
;;;;ANDALUCES;565.1029097;A
;;;;ANDALUCES;739.1266061;A
;;;;ANDALUCES;3460.6175789;A
;;;;ANDALUCES;245.048228;A
;;;;ANDALUCES;577.0520439;A
;;;;ANDALUCES;372.0558241;A
;;;;ANDALUCES;493.1109373;A
;;;;ANDALUCES;93.0175345;A
;;;;ANDALUCES;304.0600041;A
;;;;ANDALUCES;489.0957103;A
;;;;ANDALUCES;702.1305894;A
;;;;ANDALUCES;3275.5708716;A
;;;;ANDALUCES;776.1212509;A
;;;;ANDALUCES;2211.3025854;A
;;;;ANDALUCES;1556.2119843;A
;;;;ANDALUCES;1906.3288752;A
;;;;ANDALUCES;485.1156124;A
;;;;ANDALUCES;1373.3382557;A
;;;;ANDALUCES;1446.2270992;A
;;;;ANDALUCES;2619.5460107;A
;;;;ANDALUCES;12374.1916738;A
;;;;ANDALUCES;400.0536228;A
;;;;ANDALUCES;1137.1687262;A
;;;;ANDALUCES;774.0802219;A
;;;;ANDALUCES;964.208526;A
;;;;ANDALUCES;255.0687477;A
;;;;ANDALUCES;720.1716594;A
;;;;ANDALUCES;721.148395;A
;;;;ANDALUCES;1302.3028154;A
;;;;ANDALUCES;6274.2027144;A
;;;;ANDALUCES;376.0676281;A
;;;;ANDALUCES;1074.1338592;A
;;;;ANDALUCES;782.1317624;A
;;;;ANDALUCES;942.1203492;A
;;;;ANDALUCES;230.0468647;A
;;;;ANDALUCES;653.1665963;A
;;;;ANDALUCES;725.0787042;A
;;;;ANDALUCES;1317.2431953;A
;;;;ANDALUCES;6099.9889594;A
;;;;ANDALUCES;993.1570389;A
;;;;ANDALUCES;3032.4067933;A
;;;;ANDALUCES;2106.3304806;A
;;;;ANDALUCES;2523.4672941;A
;;;;ANDALUCES;588.1306467;A
;;;;ANDALUCES;2213.5474586;A
;;;;ANDALUCES;1878.3140502;A
;;;;ANDALUCES;3290.7560506;A
;;;;ANDALUCES;16626.109813;A
;;;;ANDALUCES;512.0862621;A
;;;;ANDALUCES;1607.2127394;A
;;;;ANDALUCES;1115.1833946;A
;;;;ANDALUCES;1272.2622788;A
;;;;ANDALUCES;303.0623219;A
;;;;ANDALUCES;1138.2510928;A
;;;;ANDALUCES;982.1830154;A
;;;;ANDALUCES;1715.3864046;A
;;;;ANDALUCES;8645.6275096;A
;;;;ANDALUCES;481.0707768;A
;;;;ANDALUCES;1425.1940539;A
;;;;ANDALUCES;991.147086;A
;;;;ANDALUCES;1251.2050153;A
;;;;ANDALUCES;285.0683248;A
;;;;ANDALUCES;1075.2963658;A
;;;;ANDALUCES;896.1310348;A
;;;;ANDALUCES;1575.369646;A
;;;;ANDALUCES;7980.4823034;A
;;;;ANDALUCES;1358.1476172;A
;;;;ANDALUCES;4115.5186471;A
;;;;ANDALUCES;2825.6592947;A
;;;;ANDALUCES;3463.7083654;A
;;;;ANDALUCES;798.1962697;A
;;;;ANDALUCES;3517.9084722;A
;;;;ANDALUCES;2384.3885311;A
;;;;ANDALUCES;4113.6246769;A
;;;;ANDALUCES;22577.1518743;A
;;;;ANDALUCES;662.0471004;A
;;;;ANDALUCES;2138.3120504;A
;;;;ANDALUCES;1429.3191579;A
;;;;ANDALUCES;1803.3984688;A
;;;;ANDALUCES;384.0998342;A
;;;;ANDALUCES;1809.4870227;A
;;;;ANDALUCES;1214.209148;A
;;;;ANDALUCES;2182.3038836;A
;;;;ANDALUCES;11623.176666;A
;;;;ANDALUCES;696.1005168;A
;;;;ANDALUCES;1977.2065967;A
;;;;ANDALUCES;1396.3401368;A
;;;;ANDALUCES;1660.3098966;A
;;;;ANDALUCES;414.0964355;A
;;;;ANDALUCES;1708.4214495;A
;;;;ANDALUCES;1170.1793831;A
;;;;ANDALUCES;1931.3207933;A
;;;;ANDALUCES;10953.9752083;A
;;;;ANDALUCES;2003.2623397;A
;;;;ANDALUCES;6958.6933327;A
;;;;ANDALUCES;4356.5074874;A
;;;;ANDALUCES;5013.6082269;A
;;;;ANDALUCES;1332.1346847;A
;;;;ANDALUCES;4850.9714338;A
;;;;ANDALUCES;3330.4334753;A
;;;;ANDALUCES;7279.0701416;A
;;;;ANDALUCES;35124.6811221;A
;;;;ANDALUCES;1012.1536779;A
;;;;ANDALUCES;3684.3890409;A
;;;;ANDALUCES;2204.3029486;A
;;;;ANDALUCES;2590.2446553;A
;;;;ANDALUCES;705.0470011;A
;;;;ANDALUCES;2487.5186474;A
;;;;ANDALUCES;1756.2195465;A
;;;;ANDALUCES;3788.5333165;A
;;;;ANDALUCES;18228.4088342;A
;;;;ANDALUCES;991.1086618;A
;;;;ANDALUCES;3274.3042918;A
;;;;ANDALUCES;2152.2045388;A
;;;;ANDALUCES;2423.3635716;A
;;;;ANDALUCES;627.0876836;A
;;;;ANDALUCES;2363.4527864;A
;;;;ANDALUCES;1574.2139288;A
;;;;ANDALUCES;3490.5368251;A
;;;;ANDALUCES;16896.2722879;A
;;;;ANDALUCES;3237.3540426;A
;;;;ANDALUCES;10457.0626573;A
;;;;ANDALUCES;7409.0378493;A
;;;;ANDALUCES;8591.1463852;A
;;;;ANDALUCES;2031.3341391;A
;;;;ANDALUCES;8813.7520707;A
;;;;ANDALUCES;5748.8773251;A
;;;;ANDALUCES;11225.041273;A
;;;;ANDALUCES;57513.6057423;A
;;;;ANDALUCES;1651.2069852;A
;;;;ANDALUCES;5573.584973;A
;;;;ANDALUCES;3826.4985371;A
;;;;ANDALUCES;4382.6833763;A
;;;;ANDALUCES;1063.2063818;A
;;;;ANDALUCES;4438.9245836;A
;;;;ANDALUCES;2987.4696579;A
;;;;ANDALUCES;6015.0592505;A
;;;;ANDALUCES;29938.6337454;A
;;;;ANDALUCES;1586.1470574;A
;;;;ANDALUCES;4883.4776843;A
;;;;ANDALUCES;3582.5393122;A
;;;;ANDALUCES;4208.4630089;A
;;;;ANDALUCES;968.1277573;A
;;;;ANDALUCES;4374.8274871;A
;;;;ANDALUCES;2761.4076672;A
;;;;ANDALUCES;5209.9820225;A
;;;;ANDALUCES;27574.9719969;A
;;;;ANDALUCES;4859.5940756;A
;;;;ANDALUCES;12545.6235302;A
;;;;ANDALUCES;12921.1906408;A
;;;;ANDALUCES;14846.0439342;A
;;;;ANDALUCES;3258.5998608;A
;;;;ANDALUCES;16589.3881519;A
;;;;ANDALUCES;7390.2183875;A
;;;;ANDALUCES;14980.2282845;A
;;;;ANDALUCES;87390.8868655;A
;;;;ANDALUCES;2427.2994603;A
;;;;ANDALUCES;6654.8803525;A
;;;;ANDALUCES;6669.2142746;A
;;;;ANDALUCES;7568.0876431;A
;;;;ANDALUCES;1673.3384135;A
;;;;ANDALUCES;8530.7947402;A
;;;;ANDALUCES;3879.7158613;A
;;;;ANDALUCES;7716.1658602;A
;;;;ANDALUCES;45119.4966057;A
;;;;ANDALUCES;2432.2946153;A
;;;;ANDALUCES;5890.7431777;A
;;;;ANDALUCES;6251.9763662;A
;;;;ANDALUCES;7277.9562911;A
;;;;ANDALUCES;1585.2614473;A
;;;;ANDALUCES;8058.5934117;A
;;;;ANDALUCES;3510.5025262;A
;;;;ANDALUCES;7264.0624243;A
;;;;ANDALUCES;42271.3902598;A
;;;;ANDALUCES;6830.7803464;A
;;;;ANDALUCES;13601.0287866;A
;;;;ANDALUCES;22240.9944177;A
;;;;ANDALUCES;23268.250031;A
;;;;ANDALUCES;4461.8207003;A
;;;;ANDALUCES;27783.2055973;A
;;;;ANDALUCES;9558.5355155;A
;;;;ANDALUCES;19527.5150059;A
;;;;ANDALUCES;127272.1304007;A
;;;;ANDALUCES;3475.3990616;A
;;;;ANDALUCES;6988.1325862;A
;;;;ANDALUCES;11391.5561156;A
;;;;ANDALUCES;11613.5610682;A
;;;;ANDALUCES;2225.4610729;A
;;;;ANDALUCES;13876.7417091;A
;;;;ANDALUCES;4923.8938734;A
;;;;ANDALUCES;9999.2670628;A
;;;;ANDALUCES;64494.0125498;A
;;;;ANDALUCES;3355.3812848;A
;;;;ANDALUCES;6612.8962004;A
;;;;ANDALUCES;10849.4383021;A
;;;;ANDALUCES;11654.6889628;A
;;;;ANDALUCES;2236.3596274;A
;;;;ANDALUCES;13906.4638882;A
;;;;ANDALUCES;4634.6416421;A
;;;;ANDALUCES;9528.2479431;A
;;;;ANDALUCES;62778.1178509;A
;;;;ANDALUCES;10401.0963507;A
;;;;ANDALUCES;15267.9129647;A
;;;;ANDALUCES;29905.6523326;A
;;;;ANDALUCES;31929.6648451;A
;;;;ANDALUCES;6399.8193898;A
;;;;ANDALUCES;37507.4948829;A
;;;;ANDALUCES;12032.0267202;A
;;;;ANDALUCES;24050.1936068;A
;;;;ANDALUCES;167493.8610928;A
;;;;ANDALUCES;5129.5548122;A
;;;;ANDALUCES;7654.0178861;A
;;;;ANDALUCES;14731.9517612;A
;;;;ANDALUCES;15995.5722087;A
;;;;ANDALUCES;3121.4404357;A
;;;;ANDALUCES;18645.3534148;A
;;;;ANDALUCES;6108.0726959;A
;;;;ANDALUCES;11924.6311904;A
;;;;ANDALUCES;83310.594405;A
;;;;ANDALUCES;5271.5415385;A
;;;;ANDALUCES;7613.8950786;A
;;;;ANDALUCES;15173.7005714;A
;;;;ANDALUCES;15934.0926364;A
;;;;ANDALUCES;3278.3789541;A
;;;;ANDALUCES;18862.1414681;A
;;;;ANDALUCES;5923.9540243;A
;;;;ANDALUCES;12125.5624164;A
;;;;ANDALUCES;84183.2666878;A
;;;;ANDALUCES;12407.1305143;A
;;;;ANDALUCES;14262.6029709;A
;;;;ANDALUCES;34243.9973705;A
;;;;ANDALUCES;34369.5860229;A
;;;;ANDALUCES;7029.7196538;A
;;;;ANDALUCES;42488.1504045;A
;;;;ANDALUCES;14794.2246676;A
;;;;ANDALUCES;24657.5298582;A
;;;;ANDALUCES;184252.9414627;A
;;;;ANDALUCES;6112.6014468;A
;;;;ANDALUCES;7174.8947377;A
;;;;ANDALUCES;16878.0253942;A
;;;;ANDALUCES;17156.4524607;A
;;;;ANDALUCES;3551.4014794;A
;;;;ANDALUCES;21256.2003573;A
;;;;ANDALUCES;7528.191935;A
;;;;ANDALUCES;12342.3326756;A
;;;;ANDALUCES;92000.1004867;A
;;;;ANDALUCES;6294.5290675;A
;;;;ANDALUCES;7087.7082332;A
;;;;ANDALUCES;17365.9719763;A
;;;;ANDALUCES;17213.1335622;A
;;;;ANDALUCES;3478.3181744;A
;;;;ANDALUCES;21231.9500472;A
;;;;ANDALUCES;7266.0327326;A
;;;;ANDALUCES;12315.1971826;A
;;;;ANDALUCES;92252.840976;A
;;;;ANDALUCES;14335.2790798;A
;;;;ANDALUCES;12724.2351866;A
;;;;ANDALUCES;36322.7026326;A
;;;;ANDALUCES;34458.2927495;A
;;;;ANDALUCES;7384.719028;A
;;;;ANDALUCES;44441.3104721;A
;;;;ANDALUCES;16938.2916194;A
;;;;ANDALUCES;23921.2978493;A
;;;;ANDALUCES;190526.1286173;A
;;;;ANDALUCES;7043.7252094;A
;;;;ANDALUCES;6449.7091367;A
;;;;ANDALUCES;18278.9655086;A
;;;;ANDALUCES;17276.1657064;A
;;;;ANDALUCES;3663.330017;A
;;;;ANDALUCES;22198.7273892;A
;;;;ANDALUCES;8489.1568029;A
;;;;ANDALUCES;11934.1125641;A
;;;;ANDALUCES;95333.8923343;A
;;;;ANDALUCES;7291.5538704;A
;;;;ANDALUCES;6274.5260499;A
;;;;ANDALUCES;18043.737124;A
;;;;ANDALUCES;17182.1270431;A
;;;;ANDALUCES;3721.389011;A
;;;;ANDALUCES;22242.5830829;A
;;;;ANDALUCES;8449.1348165;A
;;;;ANDALUCES;11987.1852852;A
;;;;ANDALUCES;95192.236283;A
;;;;ANDALUCES;12892.9889991;A
;;;;ANDALUCES;11610.295272;A
;;;;ANDALUCES;34903.173443;A
;;;;ANDALUCES;29642.7207694;A
;;;;ANDALUCES;6857.6586281;A
;;;;ANDALUCES;40261.483208;A
;;;;ANDALUCES;17225.3067844;A
;;;;ANDALUCES;22484.9162555;A
;;;;ANDALUCES;175878.5433595;A
;;;;ANDALUCES;6218.5134002;A
;;;;ANDALUCES;5829.7375322;A
;;;;ANDALUCES;17301.6821506;A
;;;;ANDALUCES;14822.9701781;A
;;;;ANDALUCES;3348.3359417;A
;;;;ANDALUCES;20177.4179531;A
;;;;ANDALUCES;8547.1441569;A
;;;;ANDALUCES;11119.9848199;A
;;;;ANDALUCES;87365.7861327;A
;;;;ANDALUCES;6674.4755989;A
;;;;ANDALUCES;5780.5577398;A
;;;;ANDALUCES;17601.4912924;A
;;;;ANDALUCES;14819.7505913;A
;;;;ANDALUCES;3509.3226864;A
;;;;ANDALUCES;20084.0652549;A
;;;;ANDALUCES;8678.1626275;A
;;;;ANDALUCES;11364.9314356;A
;;;;ANDALUCES;88512.7572268;A
;;;;ANDALUCES;12632.9257073;A
;;;;ANDALUCES;8263.7435605;A
;;;;ANDALUCES;25914.2962336;A
;;;;ANDALUCES;23398.6028256;A
;;;;ANDALUCES;5005.4448184;A
;;;;ANDALUCES;35284.8274435;A
;;;;ANDALUCES;12798.7158872;A
;;;;ANDALUCES;15860.3404457;A
;;;;ANDALUCES;139158.8969218;A
;;;;ANDALUCES;6043.4530211;A
;;;;ANDALUCES;4131.4416449;A
;;;;ANDALUCES;12723.0992689;A
;;;;ANDALUCES;11601.356741;A
;;;;ANDALUCES;2483.2059424;A
;;;;ANDALUCES;17408.0190111;A
;;;;ANDALUCES;6302.8851233;A
;;;;ANDALUCES;7861.735608;A
;;;;ANDALUCES;68555.1963607;A
;;;;ANDALUCES;6589.4726862;A
;;;;ANDALUCES;4132.3019156;A
;;;;ANDALUCES;13191.1969647;A
;;;;ANDALUCES;11797.2460846;A
;;;;ANDALUCES;2522.238876;A
;;;;ANDALUCES;17876.8084324;A
;;;;ANDALUCES;6495.8307639;A
;;;;ANDALUCES;7998.6048377;A
;;;;ANDALUCES;70603.7005611;A
;;;;ANDALUCES;14899.275747;A
;;;;ANDALUCES;7613.6756934;A
;;;;ANDALUCES;27604.3709656;A
;;;;ANDALUCES;24549.6983249;A
;;;;ANDALUCES;5052.4563542;A
;;;;ANDALUCES;34480.6324498;A
;;;;ANDALUCES;13620.9644416;A
;;;;ANDALUCES;16032.2654006;A
;;;;ANDALUCES;143853.3393771;A
;;;;ANDALUCES;6824.5643688;A
;;;;ANDALUCES;3461.3535041;A
;;;;ANDALUCES;12957.1777126;A
;;;;ANDALUCES;11477.3138955;A
;;;;ANDALUCES;2380.245833;A
;;;;ANDALUCES;16006.870691;A
;;;;ANDALUCES;6356.0273199;A
;;;;ANDALUCES;7422.5977679;A
;;;;ANDALUCES;66886.1510928;A
;;;;ANDALUCES;8074.7113782;A
;;;;ANDALUCES;4152.3221893;A
;;;;ANDALUCES;14647.193253;A
;;;;ANDALUCES;13072.3844294;A
;;;;ANDALUCES;2672.2105212;A
;;;;ANDALUCES;18473.7617588;A
;;;;ANDALUCES;7264.9371217;A
;;;;ANDALUCES;8609.6676327;A
;;;;ANDALUCES;76967.1882843;A
;;;;ANDALUCES;13216.9544771;A
;;;;ANDALUCES;6091.5659497;A
;;;;ANDALUCES;22638.0320177;A
;;;;ANDALUCES;19302.9928253;A
;;;;ANDALUCES;3723.3030342;A
;;;;ANDALUCES;29497.7424805;A
;;;;ANDALUCES;10980.4790196;A
;;;;ANDALUCES;11863.8918196;A
;;;;ANDALUCES;117314.9616237;A
;;;;ANDALUCES;5757.4534266;A
;;;;ANDALUCES;2606.2236643;A
;;;;ANDALUCES;9920.9638873;A
;;;;ANDALUCES;8397.9479414;A
;;;;ANDALUCES;1616.1286367;A
;;;;ANDALUCES;12780.339915;A
;;;;ANDALUCES;4993.7079521;A
;;;;ANDALUCES;5211.3976673;A
;;;;ANDALUCES;51284.1630907;A
;;;;ANDALUCES;7459.5010505;A
;;;;ANDALUCES;3485.3422854;A
;;;;ANDALUCES;12717.0681304;A
;;;;ANDALUCES;10905.0448839;A
;;;;ANDALUCES;2107.1743975;A
;;;;ANDALUCES;16717.4025655;A
;;;;ANDALUCES;5986.7710675;A
;;;;ANDALUCES;6652.4941523;A
;;;;ANDALUCES;66030.798533;A
;;;;ANDALUCES;11500.6537879;A
;;;;ANDALUCES;4700.3637319;A
;;;;ANDALUCES;16281.0535991;A
;;;;ANDALUCES;14174.6095452;A
;;;;ANDALUCES;2854.3684919;A
;;;;ANDALUCES;20958.8481979;A
;;;;ANDALUCES;8273.9435246;A
;;;;ANDALUCES;8272.5186424;A
;;;;ANDALUCES;87016.3595209;A
;;;;ANDALUCES;4591.3197522;A
;;;;ANDALUCES;1816.1514406;A
;;;;ANDALUCES;6733.526242;A
;;;;ANDALUCES;5939.6967212;A
;;;;ANDALUCES;1121.151195;A
;;;;ANDALUCES;8465.8532745;A
;;;;ANDALUCES;3378.3857654;A
;;;;ANDALUCES;3305.2618739;A
;;;;ANDALUCES;35351.3462648;A
;;;;ANDALUCES;6909.3340357;A
;;;;ANDALUCES;2884.2122913;A
;;;;ANDALUCES;9547.5273571;A
;;;;ANDALUCES;8234.912824;A
;;;;ANDALUCES;1733.2172969;A
;;;;ANDALUCES;12492.9949234;A
;;;;ANDALUCES;4895.5577592;A
;;;;ANDALUCES;4967.2567685;A
;;;;ANDALUCES;51665.0132561;A
;;;;ANDALUCES;6845.4696669;A
;;;;ANDALUCES;3004.2895124;A
;;;;ANDALUCES;9826.7170829;A
;;;;ANDALUCES;7821.7360552;A
;;;;ANDALUCES;2141.1990207;A
;;;;ANDALUCES;12014.9962056;A
;;;;ANDALUCES;4748.541853;A
;;;;ANDALUCES;4768.2416324;A
;;;;ANDALUCES;51171.1910291;A
;;;;ANDALUCES;2450.179242;A
;;;;ANDALUCES;1039.1067613;A
;;;;ANDALUCES;3474.2629685;A
;;;;ANDALUCES;2839.281251;A
;;;;ANDALUCES;727.0736809;A
;;;;ANDALUCES;4206.3296191;A
;;;;ANDALUCES;1628.1917499;A
;;;;ANDALUCES;1749.1259153;A
;;;;ANDALUCES;18113.551188;A
;;;;ANDALUCES;4395.2904249;A
;;;;ANDALUCES;1965.1827511;A
;;;;ANDALUCES;6352.4541144;A
;;;;ANDALUCES;4982.4548042;A
;;;;ANDALUCES;1414.1253398;A
;;;;ANDALUCES;7808.6665865;A
;;;;ANDALUCES;3120.3501031;A
;;;;ANDALUCES;3019.1157171;A
;;;;ANDALUCES;33057.6398411;A
;;;;ANDALUCES;5683.2986603;A
;;;;ANDALUCES;2294.1273754;A
;;;;ANDALUCES;6958.4709634;A
;;;;ANDALUCES;5407.4906058;A
;;;;ANDALUCES;1691.1904057;A
;;;;ANDALUCES;8336.6324244;A
;;;;ANDALUCES;3569.4357443;A
;;;;ANDALUCES;3291.226118;A
;;;;ANDALUCES;37231.8722973;A
;;;;ANDALUCES;1582.0809337;A
;;;;ANDALUCES;618.0336998;A
;;;;ANDALUCES;1962.118628;A
;;;;ANDALUCES;1549.1806741;A
;;;;ANDALUCES;440.0723216;A
;;;;ANDALUCES;2346.2286137;A
;;;;ANDALUCES;1015.1163869;A
;;;;ANDALUCES;947.0845716;A
;;;;ANDALUCES;10459.9158294;A
;;;;ANDALUCES;4101.2177266;A
;;;;ANDALUCES;1676.0936756;A
;;;;ANDALUCES;4996.3523354;A
;;;;ANDALUCES;3858.3099317;A
;;;;ANDALUCES;1251.1180841;A
;;;;ANDALUCES;5990.4038107;A
;;;;ANDALUCES;2554.3193574;A
;;;;ANDALUCES;2344.1415464;A
;;;;ANDALUCES;26771.9564679;A
2003;;;;ANDALUCES;133506.0;A
2003;;;;ANDALUCES;138914.0;A
2003;;;;ANDALUCES;296116.0;A
2003;;;;ANDALUCES;283745.0;A
2003;;;;ANDALUCES;60923.0;A
2003;;;;ANDALUCES;367591.0;A
2003;;;;ANDALUCES;146203.0;A
2003;;;;ANDALUCES;218351.0;A
2003;;;;ANDALUCES;1645349.0;A
2003;;;;ANDALUCES;61291.0;A
2003;;;;ANDALUCES;68464.0;A
2003;;;;ANDALUCES;141333.0;A
2003;;;;ANDALUCES;136552.0;A
2003;;;;ANDALUCES;28934.0;A
2003;;;;ANDALUCES;174935.0;A
2003;;;;ANDALUCES;70467.0;A
2003;;;;ANDALUCES;106305.0;A
2003;;;;ANDALUCES;788281.0;A
2003;;;;ANDALUCES;72215.0;A
2003;;;;ANDALUCES;70450.0;A
2003;;;;ANDALUCES;154783.0;A
2003;;;;ANDALUCES;147193.0;A
2003;;;;ANDALUCES;31989.0;A
2003;;;;ANDALUCES;192656.0;A
2003;;;;ANDALUCES;75736.0;A
2003;;;;ANDALUCES;112046.0;A
2003;;;;ANDALUCES;857068.0;A
2003;;;;ANDALUCES;571.0;A
2003;;;;ANDALUCES;1117.0;A
2003;;;;ANDALUCES;758.0;A
2003;;;;ANDALUCES;940.0;A
2003;;;;ANDALUCES;255.0;A
2003;;;;ANDALUCES;655.0;A
2003;;;;ANDALUCES;1052.0;A
2003;;;;ANDALUCES;1372.0;A
2003;;;;ANDALUCES;6720.0;A
2003;;;;ANDALUCES;289.0;A
2003;;;;ANDALUCES;556.0;A
2003;;;;ANDALUCES;392.0;A
2003;;;;ANDALUCES;472.0;A
2003;;;;ANDALUCES;131.0;A
2003;;;;ANDALUCES;350.0;A
2003;;;;ANDALUCES;543.0;A
2003;;;;ANDALUCES;694.0;A
2003;;;;ANDALUCES;3427.0;A
2003;;;;ANDALUCES;282.0;A
2003;;;;ANDALUCES;561.0;A
2003;;;;ANDALUCES;366.0;A
2003;;;;ANDALUCES;468.0;A
2003;;;;ANDALUCES;124.0;A
2003;;;;ANDALUCES;305.0;A
2003;;;;ANDALUCES;509.0;A
2003;;;;ANDALUCES;678.0;A
2003;;;;ANDALUCES;3293.0;A
2003;;;;ANDALUCES;804.0;A
2003;;;;ANDALUCES;1979.0;A
2003;;;;ANDALUCES;1404.0;A
2003;;;;ANDALUCES;1782.0;A
2003;;;;ANDALUCES;426.0;A
2003;;;;ANDALUCES;1283.0;A
2003;;;;ANDALUCES;1402.0;A
2003;;;;ANDALUCES;2485.0;A
2003;;;;ANDALUCES;11565.0;A
2003;;;;ANDALUCES;411.0;A
2003;;;;ANDALUCES;1007.0;A
2003;;;;ANDALUCES;706.0;A
2003;;;;ANDALUCES;899.0;A
2003;;;;ANDALUCES;230.0;A
2003;;;;ANDALUCES;678.0;A
2003;;;;ANDALUCES;708.0;A
2003;;;;ANDALUCES;1235.0;A
2003;;;;ANDALUCES;5874.0;A
2003;;;;ANDALUCES;393.0;A
2003;;;;ANDALUCES;972.0;A
2003;;;;ANDALUCES;698.0;A
2003;;;;ANDALUCES;883.0;A
2003;;;;ANDALUCES;196.0;A
2003;;;;ANDALUCES;605.0;A
2003;;;;ANDALUCES;694.0;A
2003;;;;ANDALUCES;1250.0;A
2003;;;;ANDALUCES;5691.0;A
2003;;;;ANDALUCES;935.0;A
2003;;;;ANDALUCES;2852.0;A
2003;;;;ANDALUCES;1984.0;A
2003;;;;ANDALUCES;2359.0;A
2003;;;;ANDALUCES;587.0;A
2003;;;;ANDALUCES;2018.0;A
2003;;;;ANDALUCES;1831.0;A
2003;;;;ANDALUCES;3206.0;A
2003;;;;ANDALUCES;15772.0;A
2003;;;;ANDALUCES;489.0;A
2003;;;;ANDALUCES;1517.0;A
2003;;;;ANDALUCES;1032.0;A
2003;;;;ANDALUCES;1175.0;A
2003;;;;ANDALUCES;283.0;A
2003;;;;ANDALUCES;1054.0;A
2003;;;;ANDALUCES;925.0;A
2003;;;;ANDALUCES;1637.0;A
2003;;;;ANDALUCES;8112.0;A
2003;;;;ANDALUCES;446.0;A
2003;;;;ANDALUCES;1335.0;A
2003;;;;ANDALUCES;952.0;A
2003;;;;ANDALUCES;1184.0;A
2003;;;;ANDALUCES;304.0;A
2003;;;;ANDALUCES;964.0;A
2003;;;;ANDALUCES;906.0;A
2003;;;;ANDALUCES;1569.0;A
2003;;;;ANDALUCES;7660.0;A
2003;;;;ANDALUCES;1270.0;A
2003;;;;ANDALUCES;3904.0;A
2003;;;;ANDALUCES;2736.0;A
2003;;;;ANDALUCES;3294.0;A
2003;;;;ANDALUCES;735.0;A
2003;;;;ANDALUCES;3316.0;A
2003;;;;ANDALUCES;2289.0;A
2003;;;;ANDALUCES;3851.0;A
2003;;;;ANDALUCES;21395.0;A
2003;;;;ANDALUCES;640.0;A
2003;;;;ANDALUCES;2033.0;A
2003;;;;ANDALUCES;1402.0;A
