TEMPORAL;LUGARNACIMIEN;SEXO;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
;;;;ANDALUCES;4.0;A
;;;;ANDALUCES;1378.0;A
;;;;ANDALUCES;2.0;A
;;;;ANDALUCES;7.0;A
;;;;ANDALUCES;93.0;A
;;;;ANDALUCES;1509.0;A
;;;;ANDALUCES;215.0;A
;;;;ANDALUCES;1724.0;A
;;;;ANDALUCES;24.0;A
;;;;ANDALUCES;30.0;A
;;;;ANDALUCES;48.0;A
;;;;ANDALUCES;131.0;A
;;;;ANDALUCES;5.0;A
;;;;ANDALUCES;5049.0;A
;;;;ANDALUCES;103.0;A
;;;;ANDALUCES;66.0;A
;;;;ANDALUCES;5456.0;A
;;;;ANDALUCES;1900.0;A
;;;;ANDALUCES;7356.0;A
;;;;ANDALUCES;12.0;A
;;;;ANDALUCES;15.0;A
;;;;ANDALUCES;21.0;A
;;;;ANDALUCES;63.0;A
;;;;ANDALUCES;2.0;A
;;;;ANDALUCES;2468.0;A
;;;;ANDALUCES;48.0;A
;;;;ANDALUCES;35.0;A
;;;;ANDALUCES;2664.0;A
;;;;ANDALUCES;894.0;A
;;;;ANDALUCES;3558.0;A
;;;;ANDALUCES;12.0;A
;;;;ANDALUCES;15.0;A
;;;;ANDALUCES;27.0;A
;;;;ANDALUCES;68.0;A
;;;;ANDALUCES;3.0;A
;;;;ANDALUCES;2581.0;A
;;;;ANDALUCES;55.0;A
;;;;ANDALUCES;31.0;A
;;;;ANDALUCES;2792.0;A
;;;;ANDALUCES;1006.0;A
;;;;ANDALUCES;3798.0;A
;;;;ANDALUCES;28.0;A
;;;;ANDALUCES;178.0;A
;;;;ANDALUCES;30.0;A
;;;;ANDALUCES;76.0;A
;;;;ANDALUCES;7.0;A
;;;;ANDALUCES;16.0;A
;;;;ANDALUCES;12561.0;A
;;;;ANDALUCES;99.0;A
;;;;ANDALUCES;12995.0;A
;;;;ANDALUCES;1399.0;A
;;;;ANDALUCES;14394.0;A
;;;;ANDALUCES;17.0;A
;;;;ANDALUCES;90.0;A
;;;;ANDALUCES;15.0;A
;;;;ANDALUCES;32.0;A
;;;;ANDALUCES;2.0;A
;;;;ANDALUCES;11.0;A
;;;;ANDALUCES;6151.0;A
;;;;ANDALUCES;44.0;A
;;;;ANDALUCES;6362.0;A
;;;;ANDALUCES;662.0;A
;;;;ANDALUCES;7024.0;A
;;;;ANDALUCES;11.0;A
;;;;ANDALUCES;88.0;A
;;;;ANDALUCES;15.0;A
;;;;ANDALUCES;44.0;A
;;;;ANDALUCES;5.0;A
;;;;ANDALUCES;5.0;A
;;;;ANDALUCES;6410.0;A
;;;;ANDALUCES;55.0;A
;;;;ANDALUCES;6633.0;A
;;;;ANDALUCES;737.0;A
;;;;ANDALUCES;7370.0;A
;;;;ANDALUCES;20.0;A
;;;;ANDALUCES;221.0;A
;;;;ANDALUCES;72.0;A
;;;;ANDALUCES;54.0;A
;;;;ANDALUCES;76.0;A
;;;;ANDALUCES;15.0;A
;;;;ANDALUCES;180.0;A
;;;;ANDALUCES;11264.0;A
;;;;ANDALUCES;11902.0;A
;;;;ANDALUCES;1509.0;A
;;;;ANDALUCES;13411.0;A
;;;;ANDALUCES;11.0;A
;;;;ANDALUCES;97.0;A
;;;;ANDALUCES;29.0;A
;;;;ANDALUCES;20.0;A
;;;;ANDALUCES;40.0;A
;;;;ANDALUCES;7.0;A
;;;;ANDALUCES;103.0;A
;;;;ANDALUCES;5377.0;A
;;;;ANDALUCES;5684.0;A
;;;;ANDALUCES;754.0;A
;;;;ANDALUCES;6438.0;A
;;;;ANDALUCES;9.0;A
;;;;ANDALUCES;124.0;A
;;;;ANDALUCES;43.0;A
;;;;ANDALUCES;34.0;A
;;;;ANDALUCES;36.0;A
;;;;ANDALUCES;8.0;A
;;;;ANDALUCES;77.0;A
;;;;ANDALUCES;5887.0;A
;;;;ANDALUCES;6218.0;A
;;;;ANDALUCES;755.0;A
;;;;ANDALUCES;6973.0;A
;;;;ANDALUCES;10479.0;A
;;;;ANDALUCES;11124.0;A
;;;;ANDALUCES;8149.0;A
;;;;ANDALUCES;15017.0;A
;;;;ANDALUCES;2844.0;A
;;;;ANDALUCES;5174.0;A
;;;;ANDALUCES;13576.0;A
;;;;ANDALUCES;12071.0;A
;;;;ANDALUCES;78434.0;A
;;;;ANDALUCES;11037.0;A
;;;;ANDALUCES;89471.0;A
;;;;ANDALUCES;5020.0;A
;;;;ANDALUCES;5277.0;A
;;;;ANDALUCES;4071.0;A
;;;;ANDALUCES;7327.0;A
;;;;ANDALUCES;1403.0;A
;;;;ANDALUCES;2533.0;A
;;;;ANDALUCES;6640.0;A
;;;;ANDALUCES;5777.0;A
;;;;ANDALUCES;38048.0;A
;;;;ANDALUCES;5376.0;A
;;;;ANDALUCES;43424.0;A
;;;;ANDALUCES;5459.0;A
;;;;ANDALUCES;5847.0;A
;;;;ANDALUCES;4078.0;A
;;;;ANDALUCES;7690.0;A
;;;;ANDALUCES;1441.0;A
;;;;ANDALUCES;2641.0;A
;;;;ANDALUCES;6936.0;A
;;;;ANDALUCES;6294.0;A
;;;;ANDALUCES;40386.0;A
;;;;ANDALUCES;5661.0;A
;;;;ANDALUCES;46047.0;A
2012;;;;ANDALUCES;10283.0;A
2012;;;;ANDALUCES;15.0;A
2012;;;;ANDALUCES;13.0;A
2012;;;;ANDALUCES;75.0;A
2012;;;;ANDALUCES;2.0;A
2012;;;;ANDALUCES;8.0;A
2012;;;;ANDALUCES;43.0;A
2012;;;;ANDALUCES;38.0;A
2012;;;;ANDALUCES;10477.0;A
2012;;;;ANDALUCES;1129.0;A
2012;;;;ANDALUCES;11606.0;A
2012;;;;ANDALUCES;4925.0;A
2012;;;;ANDALUCES;8.0;A
2012;;;;ANDALUCES;8.0;A
2012;;;;ANDALUCES;29.0;A
2012;;;;ANDALUCES;1.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;25.0;A
2012;;;;ANDALUCES;19.0;A
2012;;;;ANDALUCES;5021.0;A
2012;;;;ANDALUCES;596.0;A
2012;;;;ANDALUCES;5617.0;A
2012;;;;ANDALUCES;5358.0;A
2012;;;;ANDALUCES;7.0;A
2012;;;;ANDALUCES;5.0;A
2012;;;;ANDALUCES;46.0;A
2012;;;;ANDALUCES;1.0;A
2012;;;;ANDALUCES;2.0;A
2012;;;;ANDALUCES;18.0;A
2012;;;;ANDALUCES;19.0;A
2012;;;;ANDALUCES;5456.0;A
2012;;;;ANDALUCES;533.0;A
2012;;;;ANDALUCES;5989.0;A
2012;;;;ANDALUCES;11.0;A
2012;;;;ANDALUCES;10737.0;A
2012;;;;ANDALUCES;16.0;A
2012;;;;ANDALUCES;43.0;A
2012;;;;ANDALUCES;20.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;296.0;A
2012;;;;ANDALUCES;255.0;A
2012;;;;ANDALUCES;11384.0;A
2012;;;;ANDALUCES;1263.0;A
2012;;;;ANDALUCES;12647.0;A
2012;;;;ANDALUCES;4.0;A
2012;;;;ANDALUCES;5105.0;A
2012;;;;ANDALUCES;10.0;A
2012;;;;ANDALUCES;25.0;A
2012;;;;ANDALUCES;14.0;A
2012;;;;ANDALUCES;2.0;A
2012;;;;ANDALUCES;142.0;A
2012;;;;ANDALUCES;131.0;A
2012;;;;ANDALUCES;5433.0;A
2012;;;;ANDALUCES;617.0;A
2012;;;;ANDALUCES;6050.0;A
2012;;;;ANDALUCES;7.0;A
2012;;;;ANDALUCES;5632.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;18.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;4.0;A
2012;;;;ANDALUCES;154.0;A
2012;;;;ANDALUCES;124.0;A
2012;;;;ANDALUCES;5951.0;A
2012;;;;ANDALUCES;646.0;A
2012;;;;ANDALUCES;6597.0;A
2012;;;;ANDALUCES;16.0;A
2012;;;;ANDALUCES;50.0;A
2012;;;;ANDALUCES;7970.0;A
2012;;;;ANDALUCES;46.0;A
2012;;;;ANDALUCES;17.0;A
2012;;;;ANDALUCES;26.0;A
2012;;;;ANDALUCES;213.0;A
2012;;;;ANDALUCES;145.0;A
2012;;;;ANDALUCES;8483.0;A
2012;;;;ANDALUCES;1728.0;A
2012;;;;ANDALUCES;10211.0;A
2012;;;;ANDALUCES;10.0;A
2012;;;;ANDALUCES;23.0;A
2012;;;;ANDALUCES;3998.0;A
2012;;;;ANDALUCES;21.0;A
2012;;;;ANDALUCES;9.0;A
2012;;;;ANDALUCES;15.0;A
2012;;;;ANDALUCES;97.0;A
2012;;;;ANDALUCES;80.0;A
2012;;;;ANDALUCES;4253.0;A
2012;;;;ANDALUCES;801.0;A
2012;;;;ANDALUCES;5054.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;27.0;A
2012;;;;ANDALUCES;3972.0;A
2012;;;;ANDALUCES;25.0;A
2012;;;;ANDALUCES;8.0;A
2012;;;;ANDALUCES;11.0;A
2012;;;;ANDALUCES;116.0;A
2012;;;;ANDALUCES;65.0;A
2012;;;;ANDALUCES;4230.0;A
2012;;;;ANDALUCES;927.0;A
2012;;;;ANDALUCES;5157.0;A
2012;;;;ANDALUCES;137.0;A
2012;;;;ANDALUCES;59.0;A
2012;;;;ANDALUCES;38.0;A
2012;;;;ANDALUCES;14697.0;A
2012;;;;ANDALUCES;5.0;A
2012;;;;ANDALUCES;58.0;A
2012;;;;ANDALUCES;205.0;A
2012;;;;ANDALUCES;86.0;A
2012;;;;ANDALUCES;15285.0;A
2012;;;;ANDALUCES;1797.0;A
2012;;;;ANDALUCES;17082.0;A
2012;;;;ANDALUCES;69.0;A
2012;;;;ANDALUCES;28.0;A
2012;;;;ANDALUCES;14.0;A
2012;;;;ANDALUCES;7186.0;A
2012;;;;ANDALUCES;2.0;A
2012;;;;ANDALUCES;24.0;A
2012;;;;ANDALUCES;88.0;A
2012;;;;ANDALUCES;40.0;A
2012;;;;ANDALUCES;7451.0;A
2012;;;;ANDALUCES;921.0;A
2012;;;;ANDALUCES;8372.0;A
2012;;;;ANDALUCES;68.0;A
2012;;;;ANDALUCES;31.0;A
2012;;;;ANDALUCES;24.0;A
2012;;;;ANDALUCES;7511.0;A
2012;;;;ANDALUCES;3.0;A
2012;;;;ANDALUCES;34.0;A
2012;;;;ANDALUCES;117.0;A
2012;;;;ANDALUCES;46.0;A
2012;;;;ANDALUCES;7834.0;A
2012;;;;ANDALUCES;876.0;A
2012;;;;ANDALUCES;8710.0;A
2012;;;;ANDALUCES;5.0;A
2012;;;;ANDALUCES;27.0;A
2012;;;;ANDALUCES;10.0;A
2012;;;;ANDALUCES;12.0;A
2012;;;;ANDALUCES;2718.0;A
2012;;;;ANDALUCES;4.0;A
2012;;;;ANDALUCES;13.0;A
2012;;;;ANDALUCES;170.0;A
2012;;;;ANDALUCES;2959.0;A
2012;;;;ANDALUCES;438.0;A
2012;;;;ANDALUCES;3397.0;A
2012;;;;ANDALUCES;3.0;A
2012;;;;ANDALUCES;9.0;A
2012;;;;ANDALUCES;4.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;1334.0;A
2012;;;;ANDALUCES;1.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;73.0;A
2012;;;;ANDALUCES;1436.0;A
2012;;;;ANDALUCES;217.0;A
2012;;;;ANDALUCES;1653.0;A
2012;;;;ANDALUCES;2.0;A
2012;;;;ANDALUCES;18.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;1384.0;A
2012;;;;ANDALUCES;3.0;A
2012;;;;ANDALUCES;7.0;A
2012;;;;ANDALUCES;97.0;A
2012;;;;ANDALUCES;1523.0;A
2012;;;;ANDALUCES;221.0;A
2012;;;;ANDALUCES;1744.0;A
2012;;;;ANDALUCES;23.0;A
2012;;;;ANDALUCES;31.0;A
2012;;;;ANDALUCES;43.0;A
2012;;;;ANDALUCES;143.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;5062.0;A
2012;;;;ANDALUCES;106.0;A
2012;;;;ANDALUCES;66.0;A
2012;;;;ANDALUCES;5480.0;A
2012;;;;ANDALUCES;1910.0;A
2012;;;;ANDALUCES;7390.0;A
2012;;;;ANDALUCES;12.0;A
2012;;;;ANDALUCES;15.0;A
2012;;;;ANDALUCES;18.0;A
2012;;;;ANDALUCES;70.0;A
2012;;;;ANDALUCES;3.0;A
2012;;;;ANDALUCES;2470.0;A
2012;;;;ANDALUCES;50.0;A
2012;;;;ANDALUCES;35.0;A
2012;;;;ANDALUCES;2673.0;A
2012;;;;ANDALUCES;896.0;A
2012;;;;ANDALUCES;3569.0;A
2012;;;;ANDALUCES;11.0;A
2012;;;;ANDALUCES;16.0;A
2012;;;;ANDALUCES;25.0;A
2012;;;;ANDALUCES;73.0;A
2012;;;;ANDALUCES;3.0;A
2012;;;;ANDALUCES;2592.0;A
2012;;;;ANDALUCES;56.0;A
2012;;;;ANDALUCES;31.0;A
2012;;;;ANDALUCES;2807.0;A
2012;;;;ANDALUCES;1014.0;A
2012;;;;ANDALUCES;3821.0;A
2012;;;;ANDALUCES;27.0;A
2012;;;;ANDALUCES;183.0;A
2012;;;;ANDALUCES;34.0;A
2012;;;;ANDALUCES;84.0;A
2012;;;;ANDALUCES;7.0;A
2012;;;;ANDALUCES;20.0;A
2012;;;;ANDALUCES;12882.0;A
2012;;;;ANDALUCES;108.0;A
2012;;;;ANDALUCES;13345.0;A
2012;;;;ANDALUCES;1408.0;A
2012;;;;ANDALUCES;14753.0;A
2012;;;;ANDALUCES;16.0;A
2012;;;;ANDALUCES;92.0;A
2012;;;;ANDALUCES;17.0;A
2012;;;;ANDALUCES;37.0;A
2012;;;;ANDALUCES;2.0;A
2012;;;;ANDALUCES;12.0;A
2012;;;;ANDALUCES;6322.0;A
2012;;;;ANDALUCES;52.0;A
2012;;;;ANDALUCES;6550.0;A
2012;;;;ANDALUCES;674.0;A
2012;;;;ANDALUCES;7224.0;A
2012;;;;ANDALUCES;11.0;A
2012;;;;ANDALUCES;91.0;A
2012;;;;ANDALUCES;17.0;A
2012;;;;ANDALUCES;47.0;A
2012;;;;ANDALUCES;5.0;A
2012;;;;ANDALUCES;8.0;A
2012;;;;ANDALUCES;6560.0;A
2012;;;;ANDALUCES;56.0;A
2012;;;;ANDALUCES;6795.0;A
2012;;;;ANDALUCES;734.0;A
2012;;;;ANDALUCES;7529.0;A
2012;;;;ANDALUCES;20.0;A
2012;;;;ANDALUCES;233.0;A
2012;;;;ANDALUCES;78.0;A
2012;;;;ANDALUCES;57.0;A
2012;;;;ANDALUCES;90.0;A
2012;;;;ANDALUCES;15.0;A
2012;;;;ANDALUCES;181.0;A
2012;;;;ANDALUCES;11552.0;A
2012;;;;ANDALUCES;12226.0;A
2012;;;;ANDALUCES;1549.0;A
2012;;;;ANDALUCES;13775.0;A
2012;;;;ANDALUCES;11.0;A
2012;;;;ANDALUCES;102.0;A
2012;;;;ANDALUCES;32.0;A
2012;;;;ANDALUCES;21.0;A
2012;;;;ANDALUCES;51.0;A
2012;;;;ANDALUCES;6.0;A
2012;;;;ANDALUCES;99.0;A
2012;;;;ANDALUCES;5529.0;A
2012;;;;ANDALUCES;5851.0;A
2012;;;;ANDALUCES;784.0;A
2012;;;;ANDALUCES;6635.0;A
2012;;;;ANDALUCES;9.0;A
2012;;;;ANDALUCES;131.0;A
2012;;;;ANDALUCES;46.0;A
2012;;;;ANDALUCES;36.0;A
2012;;;;ANDALUCES;39.0;A
2012;;;;ANDALUCES;9.0;A
2012;;;;ANDALUCES;82.0;A
2012;;;;ANDALUCES;6023.0;A
2012;;;;ANDALUCES;6375.0;A
2012;;;;ANDALUCES;765.0;A
2012;;;;ANDALUCES;7140.0;A
2012;;;;ANDALUCES;10522.0;A
2012;;;;ANDALUCES;11335.0;A
2012;;;;ANDALUCES;8202.0;A
2012;;;;ANDALUCES;15157.0;A
2012;;;;ANDALUCES;2865.0;A
2012;;;;ANDALUCES;5199.0;A
2012;;;;ANDALUCES;13939.0;A
2012;;;;ANDALUCES;12420.0;A
2012;;;;ANDALUCES;79639.0;A
2012;;;;ANDALUCES;11222.0;A
2012;;;;ANDALUCES;90861.0;A
2012;;;;ANDALUCES;5050.0;A
2012;;;;ANDALUCES;5382.0;A
2012;;;;ANDALUCES;4101.0;A
2012;;;;ANDALUCES;7395.0;A
2012;;;;ANDALUCES;1416.0;A
2012;;;;ANDALUCES;2536.0;A
2012;;;;ANDALUCES;6829.0;A
2012;;;;ANDALUCES;5959.0;A
2012;;;;ANDALUCES;38668.0;A
2012;;;;ANDALUCES;5506.0;A
2012;;;;ANDALUCES;44174.0;A
2012;;;;ANDALUCES;5472.0;A
2012;;;;ANDALUCES;5953.0;A
2012;;;;ANDALUCES;4101.0;A
2012;;;;ANDALUCES;7762.0;A
2012;;;;ANDALUCES;1449.0;A
2012;;;;ANDALUCES;2663.0;A
2012;;;;ANDALUCES;7110.0;A
2012;;;;ANDALUCES;6461.0;A
2012;;;;ANDALUCES;40971.0;A
2012;;;;ANDALUCES;5716.0;A
2012;;;;ANDALUCES;46687.0;A
2013;;;;ANDALUCES;10378.0;A
2013;;;;ANDALUCES;17.0;A
2013;;;;ANDALUCES;12.0;A
2013;;;;ANDALUCES;73.0;A
2013;;;;ANDALUCES;1.0;A
2013;;;;ANDALUCES;8.0;A
2013;;;;ANDALUCES;48.0;A
2013;;;;ANDALUCES;37.0;A
2013;;;;ANDALUCES;10574.0;A
2013;;;;ANDALUCES;1127.0;A
2013;;;;ANDALUCES;11701.0;A
2013;;;;ANDALUCES;4967.0;A
2013;;;;ANDALUCES;8.0;A
2013;;;;ANDALUCES;7.0;A
2013;;;;ANDALUCES;26.0;A
2013;;;;ANDALUCES;1.0;A
2013;;;;ANDALUCES;6.0;A
2013;;;;ANDALUCES;26.0;A
2013;;;;ANDALUCES;18.0;A
2013;;;;ANDALUCES;5059.0;A
2013;;;;ANDALUCES;600.0;A
2013;;;;ANDALUCES;5659.0;A
2013;;;;ANDALUCES;5411.0;A
2013;;;;ANDALUCES;9.0;A
2013;;;;ANDALUCES;5.0;A
2013;;;;ANDALUCES;47.0;A
2013;;;;ANDALUCES;2.0;A
2013;;;;ANDALUCES;22.0;A
2013;;;;ANDALUCES;19.0;A
2013;;;;ANDALUCES;5515.0;A
2013;;;;ANDALUCES;527.0;A
2013;;;;ANDALUCES;6042.0;A
2013;;;;ANDALUCES;13.0;A
2013;;;;ANDALUCES;11076.0;A
2013;;;;ANDALUCES;18.0;A
2013;;;;ANDALUCES;49.0;A
2013;;;;ANDALUCES;24.0;A
2013;;;;ANDALUCES;6.0;A
2013;;;;ANDALUCES;324.0;A
2013;;;;ANDALUCES;286.0;A
2013;;;;ANDALUCES;11796.0;A
2013;;;;ANDALUCES;1315.0;A
2013;;;;ANDALUCES;13111.0;A
2013;;;;ANDALUCES;7.0;A
2013;;;;ANDALUCES;5264.0;A
2013;;;;ANDALUCES;12.0;A
2013;;;;ANDALUCES;27.0;A
2013;;;;ANDALUCES;15.0;A
2013;;;;ANDALUCES;2.0;A
2013;;;;ANDALUCES;153.0;A
2013;;;;ANDALUCES;149.0;A
2013;;;;ANDALUCES;5629.0;A
2013;;;;ANDALUCES;641.0;A
2013;;;;ANDALUCES;6270.0;A
2013;;;;ANDALUCES;6.0;A
2013;;;;ANDALUCES;5812.0;A
2013;;;;ANDALUCES;6.0;A
2013;;;;ANDALUCES;22.0;A
2013;;;;ANDALUCES;9.0;A
2013;;;;ANDALUCES;4.0;A
2013;;;;ANDALUCES;171.0;A
2013;;;;ANDALUCES;137.0;A
2013;;;;ANDALUCES;6167.0;A
2013;;;;ANDALUCES;674.0;A
2013;;;;ANDALUCES;6841.0;A
2013;;;;ANDALUCES;21.0;A
2013;;;;ANDALUCES;55.0;A
2013;;;;ANDALUCES;8080.0;A
2013;;;;ANDALUCES;46.0;A
2013;;;;ANDALUCES;17.0;A
2013;;;;ANDALUCES;24.0;A
2013;;;;ANDALUCES;228.0;A
2013;;;;ANDALUCES;153.0;A
2013;;;;ANDALUCES;8624.0;A
2013;;;;ANDALUCES;1763.0;A
2013;;;;ANDALUCES;10387.0;A
2013;;;;ANDALUCES;14.0;A
2013;;;;ANDALUCES;26.0;A
2013;;;;ANDALUCES;4049.0;A
2013;;;;ANDALUCES;21.0;A
2013;;;;ANDALUCES;9.0;A
2013;;;;ANDALUCES;13.0;A
2013;;;;ANDALUCES;101.0;A
2013;;;;ANDALUCES;82.0;A
2013;;;;ANDALUCES;4315.0;A
2013;;;;ANDALUCES;821.0;A
2013;;;;ANDALUCES;5136.0;A
2013;;;;ANDALUCES;7.0;A
2013;;;;ANDALUCES;29.0;A
2013;;;;ANDALUCES;4031.0;A
2013;;;;ANDALUCES;25.0;A
2013;;;;ANDALUCES;8.0;A
2013;;;;ANDALUCES;11.0;A
2013;;;;ANDALUCES;127.0;A
2013;;;;ANDALUCES;71.0;A
2013;;;;ANDALUCES;4309.0;A
2013;;;;ANDALUCES;942.0;A
2013;;;;ANDALUCES;5251.0;A
2013;;;;ANDALUCES;146.0;A
2013;;;;ANDALUCES;62.0;A
2013;;;;ANDALUCES;38.0;A
2013;;;;ANDALUCES;14932.0;A
2013;;;;ANDALUCES;7.0;A
2013;;;;ANDALUCES;58.0;A
2013;;;;ANDALUCES;242.0;A
2013;;;;ANDALUCES;101.0;A
2013;;;;ANDALUCES;15586.0;A
2013;;;;ANDALUCES;1837.0;A
2013;;;;ANDALUCES;17423.0;A
2013;;;;ANDALUCES;76.0;A
2013;;;;ANDALUCES;29.0;A
2013;;;;ANDALUCES;14.0;A
2013;;;;ANDALUCES;7273.0;A
2013;;;;ANDALUCES;4.0;A
2013;;;;ANDALUCES;23.0;A
2013;;;;ANDALUCES;111.0;A
2013;;;;ANDALUCES;49.0;A
2013;;;;ANDALUCES;7579.0;A
2013;;;;ANDALUCES;943.0;A
2013;;;;ANDALUCES;8522.0;A
2013;;;;ANDALUCES;70.0;A
2013;;;;ANDALUCES;33.0;A
2013;;;;ANDALUCES;24.0;A
2013;;;;ANDALUCES;7659.0;A
2013;;;;ANDALUCES;3.0;A
2013;;;;ANDALUCES;35.0;A
2013;;;;ANDALUCES;131.0;A
2013;;;;ANDALUCES;52.0;A
2013;;;;ANDALUCES;8007.0;A
2013;;;;ANDALUCES;894.0;A
2013;;;;ANDALUCES;8901.0;A
2013;;;;ANDALUCES;5.0;A
2013;;;;ANDALUCES;26.0;A
2013;;;;ANDALUCES;7.0;A
2013;;;;ANDALUCES;16.0;A
2013;;;;ANDALUCES;2786.0;A
2013;;;;ANDALUCES;4.0;A
2013;;;;ANDALUCES;19.0;A
2013;;;;ANDALUCES;181.0;A
2013;;;;ANDALUCES;3044.0;A
2013;;;;ANDALUCES;438.0;A
2013;;;;ANDALUCES;3482.0;A
2013;;;;ANDALUCES;3.0;A
2013;;;;ANDALUCES;10.0;A
2013;;;;ANDALUCES;3.0;A
2013;;;;ANDALUCES;8.0;A
2013;;;;ANDALUCES;1354.0;A
2013;;;;ANDALUCES;1.0;A
2013;;;;ANDALUCES;8.0;A
2013;;;;ANDALUCES;80.0;A
2013;;;;ANDALUCES;1467.0;A
2013;;;;ANDALUCES;224.0;A
2013;;;;ANDALUCES;1691.0;A
2013;;;;ANDALUCES;2.0;A
2013;;;;ANDALUCES;16.0;A
2013;;;;ANDALUCES;4.0;A
2013;;;;ANDALUCES;8.0;A
2013;;;;ANDALUCES;1432.0;A
2013;;;;ANDALUCES;3.0;A
2013;;;;ANDALUCES;11.0;A
2013;;;;ANDALUCES;101.0;A
2013;;;;ANDALUCES;1577.0;A
2013;;;;ANDALUCES;214.0;A
2013;;;;ANDALUCES;1791.0;A
2013;;;;ANDALUCES;21.0;A
2013;;;;ANDALUCES;33.0;A
2013;;;;ANDALUCES;48.0;A
2013;;;;ANDALUCES;151.0;A
2013;;;;ANDALUCES;7.0;A
2013;;;;ANDALUCES;5136.0;A
2013;;;;ANDALUCES;100.0;A
2013;;;;ANDALUCES;77.0;A
2013;;;;ANDALUCES;5573.0;A
2013;;;;ANDALUCES;1933.0;A
2013;;;;ANDALUCES;7506.0;A
2013;;;;ANDALUCES;11.0;A
2013;;;;ANDALUCES;15.0;A
2013;;;;ANDALUCES;21.0;A
2013;;;;ANDALUCES;72.0;A
2013;;;;ANDALUCES;4.0;A
2013;;;;ANDALUCES;2496.0;A
2013;;;;ANDALUCES;49.0;A
2013;;;;ANDALUCES;41.0;A
2013;;;;ANDALUCES;2709.0;A
2013;;;;ANDALUCES;904.0;A
2013;;;;ANDALUCES;3613.0;A
2013;;;;ANDALUCES;10.0;A
2013;;;;ANDALUCES;18.0;A
2013;;;;ANDALUCES;27.0;A
2013;;;;ANDALUCES;79.0;A
2013;;;;ANDALUCES;3.0;A
2013;;;;ANDALUCES;2640.0;A
2013;;;;ANDALUCES;51.0;A
2013;;;;ANDALUCES;36.0;A
2013;;;;ANDALUCES;2864.0;A
2013;;;;ANDALUCES;1029.0;A
2013;;;;ANDALUCES;3893.0;A
2013;;;;ANDALUCES;28.0;A
2013;;;;ANDALUCES;186.0;A
2013;;;;ANDALUCES;33.0;A
2013;;;;ANDALUCES;96.0;A
2013;;;;ANDALUCES;6.0;A
2013;;;;ANDALUCES;22.0;A
2013;;;;ANDALUCES;13410.0;A
2013;;;;ANDALUCES;110.0;A
2013;;;;ANDALUCES;13891.0;A
2013;;;;ANDALUCES;1428.0;A
2013;;;;ANDALUCES;15319.0;A
2013;;;;ANDALUCES;17.0;A
2013;;;;ANDALUCES;94.0;A
2013;;;;ANDALUCES;16.0;A
2013;;;;ANDALUCES;41.0;A
2013;;;;ANDALUCES;2.0;A
2013;;;;ANDALUCES;12.0;A
2013;;;;ANDALUCES;6574.0;A
2013;;;;ANDALUCES;53.0;A
2013;;;;ANDALUCES;6809.0;A
2013;;;;ANDALUCES;694.0;A
2013;;;;ANDALUCES;7503.0;A
2013;;;;ANDALUCES;11.0;A
2013;;;;ANDALUCES;92.0;A
2013;;;;ANDALUCES;17.0;A
2013;;;;ANDALUCES;55.0;A
2013;;;;ANDALUCES;4.0;A
2013;;;;ANDALUCES;10.0;A
2013;;;;ANDALUCES;6836.0;A
2013;;;;ANDALUCES;57.0;A
2013;;;;ANDALUCES;7082.0;A
2013;;;;ANDALUCES;734.0;A
2013;;;;ANDALUCES;7816.0;A
2013;;;;ANDALUCES;21.0;A
2013;;;;ANDALUCES;255.0;A
2013;;;;ANDALUCES;85.0;A
2013;;;;ANDALUCES;63.0;A
2013;;;;ANDALUCES;102.0;A
2013;;;;ANDALUCES;15.0;A
2013;;;;ANDALUCES;197.0;A
2013;;;;ANDALUCES;12015.0;A
2013;;;;ANDALUCES;12753.0;A
2013;;;;ANDALUCES;1609.0;A
2013;;;;ANDALUCES;14362.0;A
2013;;;;ANDALUCES;13.0;A
2013;;;;ANDALUCES;110.0;A
2013;;;;ANDALUCES;39.0;A
2013;;;;ANDALUCES;28.0;A
2013;;;;ANDALUCES;56.0;A
2013;;;;ANDALUCES;6.0;A
2013;;;;ANDALUCES;108.0;A
2013;;;;ANDALUCES;5783.0;A
2013;;;;ANDALUCES;6143.0;A
2013;;;;ANDALUCES;824.0;A
2013;;;;ANDALUCES;6967.0;A
2013;;;;ANDALUCES;8.0;A
2013;;;;ANDALUCES;145.0;A
2013;;;;ANDALUCES;46.0;A
2013;;;;ANDALUCES;35.0;A
2013;;;;ANDALUCES;46.0;A
2013;;;;ANDALUCES;9.0;A
2013;;;;ANDALUCES;89.0;A
2013;;;;ANDALUCES;6232.0;A
2013;;;;ANDALUCES;6610.0;A
