TEMPORAL;TERRITORIO;ESTADOCIVIL;ESTADOCIVILC2;INDICATOR;OBS_VALUE;FREQ
2020;C01;00;00;DIVORCIOS;13992.45022;A
2020;C01;00;1;DIVORCIOS;12984.57027;A
2020;C01;00;3;DIVORCIOS;50.81271;A
2020;C01;00;5;DIVORCIOS;957.06724;A
2020;C01;1;00;DIVORCIOS;12774.03164;A
2020;C01;1;1;DIVORCIOS;12252.15162;A
2020;C01;1;3;DIVORCIOS;40.50876;A
2020;C01;1;5;DIVORCIOS;481.37126;A
2020;C01;3;00;DIVORCIOS;91.07744;A
2020;C01;3;1;DIVORCIOS;70.01074;A
2020;C01;3;3;DIVORCIOS;1.71681;A
2020;C01;3;5;DIVORCIOS;19.34989;A
2020;C01;5;00;DIVORCIOS;1127.34114;A
2020;C01;5;1;DIVORCIOS;662.40791;A
2020;C01;5;3;DIVORCIOS;8.58714;A
2020;C01;5;5;DIVORCIOS;456.34609;A
2020;04;00;00;DIVORCIOS;1287.5417;A
2020;04;00;1;DIVORCIOS;1161.18004;A
2020;04;00;3;DIVORCIOS;6.40458;A
2020;04;00;5;DIVORCIOS;119.95708;A
2020;04;1;00;DIVORCIOS;1192.0251;A
2020;04;1;1;DIVORCIOS;1101.07268;A
2020;04;1;3;DIVORCIOS;6.40458;A
2020;04;1;5;DIVORCIOS;84.54784;A
2020;04;3;00;DIVORCIOS;4.26972;A
2020;04;3;1;DIVORCIOS;4.26972;A
2020;04;5;00;DIVORCIOS;91.24688;A
2020;04;5;1;DIVORCIOS;55.83764;A
2020;04;5;5;DIVORCIOS;35.40924;A
2020;11;00;00;DIVORCIOS;1956.38358;A
2020;11;00;1;DIVORCIOS;1815.78686;A
2020;11;00;3;DIVORCIOS;7.34955;A
2020;11;00;5;DIVORCIOS;133.24717;A
2020;11;1;00;DIVORCIOS;1777.88894;A
2020;11;1;1;DIVORCIOS;1733.83062;A
2020;11;1;3;DIVORCIOS;5.24411;A
2020;11;1;5;DIVORCIOS;38.81421;A
2020;11;3;00;DIVORCIOS;19.98219;A
2020;11;3;1;DIVORCIOS;14.73808;A
2020;11;3;5;DIVORCIOS;5.24411;A
2020;11;5;00;DIVORCIOS;158.51245;A
2020;11;5;1;DIVORCIOS;67.21816;A
2020;11;5;3;DIVORCIOS;2.10544;A
2020;11;5;5;DIVORCIOS;89.18885;A
2020;14;00;00;DIVORCIOS;1295.68526;A
2020;14;00;1;DIVORCIOS;1207.81489;A
2020;14;00;3;DIVORCIOS;7.07445;A
2020;14;00;5;DIVORCIOS;80.79592;A
2020;14;1;00;DIVORCIOS;1172.8272;A
2020;14;1;1;DIVORCIOS;1136.33444;A
2020;14;1;3;DIVORCIOS;5.02571;A
2020;14;1;5;DIVORCIOS;31.46705;A
2020;14;3;00;DIVORCIOS;10.05142;A
2020;14;3;1;DIVORCIOS;8.00268;A
2020;14;3;5;DIVORCIOS;2.04874;A
2020;14;5;00;DIVORCIOS;112.80664;A
2020;14;5;1;DIVORCIOS;63.47777;A
2020;14;5;3;DIVORCIOS;2.04874;A
2020;14;5;5;DIVORCIOS;47.28013;A
2020;18;00;00;DIVORCIOS;1333.9225;A
2020;18;00;1;DIVORCIOS;1255.01003;A
2020;18;00;3;DIVORCIOS;2.59639;A
2020;18;00;5;DIVORCIOS;76.31608;A
2020;18;1;00;DIVORCIOS;1240.31934;A
2020;18;1;1;DIVORCIOS;1203.90332;A
2020;18;1;3;DIVORCIOS;2.59639;A
2020;18;1;5;DIVORCIOS;33.81963;A
2020;18;5;00;DIVORCIOS;93.60316;A
2020;18;5;1;DIVORCIOS;51.10671;A
2020;18;5;5;DIVORCIOS;42.49645;A
2020;21;00;00;DIVORCIOS;832.55851;A
2020;21;00;1;DIVORCIOS;765.02667;A
2020;21;00;3;DIVORCIOS;6.11231;A
2020;21;00;5;DIVORCIOS;61.41953;A
2020;21;1;00;DIVORCIOS;763.27627;A
2020;21;1;1;DIVORCIOS;723.39804;A
2020;21;1;3;DIVORCIOS;6.11231;A
2020;21;1;5;DIVORCIOS;33.76592;A
2020;21;5;00;DIVORCIOS;69.28224;A
2020;21;5;1;DIVORCIOS;41.62863;A
2020;21;5;5;DIVORCIOS;27.65361;A
2020;23;00;00;DIVORCIOS;886.77634;A
2020;23;00;1;DIVORCIOS;839.78409;A
2020;23;00;5;DIVORCIOS;46.99225;A
2020;23;1;00;DIVORCIOS;796.74465;A
2020;23;1;1;DIVORCIOS;772.10263;A
2020;23;1;5;DIVORCIOS;24.64202;A
2020;23;3;00;DIVORCIOS;9.39845;A
2020;23;3;1;DIVORCIOS;9.39845;A
2020;23;5;00;DIVORCIOS;80.63324;A
2020;23;5;1;DIVORCIOS;58.28301;A
2020;23;5;5;DIVORCIOS;22.35023;A
2020;29;00;00;DIVORCIOS;3009.31704;A
2020;29;00;1;DIVORCIOS;2751.77361;A
2020;29;00;3;DIVORCIOS;11.69204;A
2020;29;00;5;DIVORCIOS;245.85139;A
2020;29;1;00;DIVORCIOS;2701.25574;A
2020;29;1;1;DIVORCIOS;2550.21181;A
2020;29;1;3;DIVORCIOS;11.69204;A
2020;29;1;5;DIVORCIOS;139.35189;A
2020;29;3;00;DIVORCIOS;35.07612;A
2020;29;3;1;DIVORCIOS;25.73523;A
2020;29;3;5;DIVORCIOS;9.34089;A
2020;29;5;00;DIVORCIOS;272.98518;A
2020;29;5;1;DIVORCIOS;175.82657;A
2020;29;5;5;DIVORCIOS;97.15861;A
2020;41;00;00;DIVORCIOS;3390.26529;A
2020;41;00;1;DIVORCIOS;3188.19408;A
2020;41;00;3;DIVORCIOS;9.58339;A
2020;41;00;5;DIVORCIOS;192.48782;A
2020;41;1;00;DIVORCIOS;3129.6944;A
2020;41;1;1;DIVORCIOS;3031.29808;A
2020;41;1;3;DIVORCIOS;3.43362;A
2020;41;1;5;DIVORCIOS;94.9627;A
2020;41;3;00;DIVORCIOS;12.29954;A
2020;41;3;1;DIVORCIOS;7.86658;A
2020;41;3;3;DIVORCIOS;1.71681;A
2020;41;3;5;DIVORCIOS;2.71615;A
2020;41;5;00;DIVORCIOS;248.27135;A
2020;41;5;1;DIVORCIOS;149.02942;A
2020;41;5;3;DIVORCIOS;4.43296;A
2020;41;5;5;DIVORCIOS;94.80897;A
2019;C01;00;00;DIVORCIOS;17078.2748;A
2019;C01;00;1;DIVORCIOS;15922.65804;A
2019;C01;00;3;DIVORCIOS;77.31374;A
2019;C01;00;5;DIVORCIOS;1078.30302;A
2019;C01;1;00;DIVORCIOS;15656.69183;A
2019;C01;1;1;DIVORCIOS;15067.10054;A
2019;C01;1;3;DIVORCIOS;48.70722;A
2019;C01;1;5;DIVORCIOS;540.88407;A
2019;C01;3;00;DIVORCIOS;100.20274;A
2019;C01;3;1;DIVORCIOS;55.09186;A
2019;C01;3;3;DIVORCIOS;12.2575;A
2019;C01;3;5;DIVORCIOS;32.85338;A
2019;C01;5;00;DIVORCIOS;1321.38023;A
2019;C01;5;1;DIVORCIOS;800.46564;A
2019;C01;5;3;DIVORCIOS;16.34902;A
2019;C01;5;5;DIVORCIOS;504.56557;A
2019;04;00;00;DIVORCIOS;1684.43364;A
2019;04;00;1;DIVORCIOS;1532.63931;A
2019;04;00;3;DIVORCIOS;8.12148;A
2019;04;00;5;DIVORCIOS;143.67285;A
2019;04;1;00;DIVORCIOS;1512.88671;A
2019;04;1;1;DIVORCIOS;1441.78992;A
2019;04;1;3;DIVORCIOS;6.09111;A
2019;04;1;5;DIVORCIOS;65.00568;A
2019;04;3;00;DIVORCIOS;4.06074;A
2019;04;3;3;DIVORCIOS;2.03037;A
2019;04;3;5;DIVORCIOS;2.03037;A
2019;04;5;00;DIVORCIOS;167.48619;A
2019;04;5;1;DIVORCIOS;90.84939;A
2019;04;5;5;DIVORCIOS;76.6368;A
2019;11;00;00;DIVORCIOS;2350.11045;A
2019;11;00;1;DIVORCIOS;2162.79095;A
2019;11;00;3;DIVORCIOS;12.66128;A
2019;11;00;5;DIVORCIOS;174.65822;A
2019;11;1;00;DIVORCIOS;2182.91411;A
2019;11;1;1;DIVORCIOS;2067.20201;A
2019;11;1;3;DIVORCIOS;12.66128;A
2019;11;1;5;DIVORCIOS;103.05082;A
2019;11;3;00;DIVORCIOS;14.84142;A
2019;11;3;1;DIVORCIOS;10.48114;A
2019;11;3;5;DIVORCIOS;4.36028;A
2019;11;5;00;DIVORCIOS;152.35492;A
2019;11;5;1;DIVORCIOS;85.1078;A
2019;11;5;5;DIVORCIOS;67.24712;A
2019;14;00;00;DIVORCIOS;1369.08113;A
2019;14;00;1;DIVORCIOS;1289.30587;A
2019;14;00;3;DIVORCIOS;1.46233;A
2019;14;00;5;DIVORCIOS;78.31293;A
2019;14;1;00;DIVORCIOS;1273.73287;A
2019;14;1;1;DIVORCIOS;1224.22947;A
2019;14;1;5;DIVORCIOS;49.5034;A
2019;14;3;00;DIVORCIOS;7.16596;A
2019;14;3;1;DIVORCIOS;3.58298;A
2019;14;3;3;DIVORCIOS;1.46233;A
2019;14;3;5;DIVORCIOS;2.12065;A
2019;14;5;00;DIVORCIOS;88.1823;A
2019;14;5;1;DIVORCIOS;61.49342;A
2019;14;5;5;DIVORCIOS;26.68888;A
2019;18;00;00;DIVORCIOS;1634.5488;A
2019;18;00;1;DIVORCIOS;1519.65056;A
2019;18;00;3;DIVORCIOS;12.97776;A
2019;18;00;5;DIVORCIOS;101.92048;A
2019;18;1;00;DIVORCIOS;1497.49824;A
2019;18;1;1;DIVORCIOS;1449.47152;A
2019;18;1;3;DIVORCIOS;7.19184;A
2019;18;1;5;DIVORCIOS;40.83488;A
2019;18;3;00;DIVORCIOS;17.27664;A
2019;18;3;1;DIVORCIOS;10.0848;A
2019;18;3;5;DIVORCIOS;7.19184;A
2019;18;5;00;DIVORCIOS;119.77392;A
2019;18;5;1;DIVORCIOS;60.09424;A
2019;18;5;3;DIVORCIOS;5.78592;A
2019;18;5;5;DIVORCIOS;53.89376;A
2019;21;00;00;DIVORCIOS;1003.79841;A
2019;21;00;1;DIVORCIOS;925.618;A
2019;21;00;3;DIVORCIOS;3.05689;A
2019;21;00;5;DIVORCIOS;75.12352;A
2019;21;1;00;DIVORCIOS;916.44733;A
2019;21;1;1;DIVORCIOS;879.88455;A
2019;21;1;5;DIVORCIOS;36.56278;A
2019;21;3;00;DIVORCIOS;6.11378;A
2019;21;3;1;DIVORCIOS;3.05689;A
2019;21;3;3;DIVORCIOS;3.05689;A
2019;21;5;00;DIVORCIOS;81.2373;A
2019;21;5;1;DIVORCIOS;42.67656;A
2019;21;5;5;DIVORCIOS;38.56074;A
2019;23;00;00;DIVORCIOS;1181.24056;A
2019;23;00;1;DIVORCIOS;1120.40558;A
2019;23;00;3;DIVORCIOS;3.04022;A
2019;23;00;5;DIVORCIOS;57.79476;A
2019;23;1;00;DIVORCIOS;1104.69268;A
2019;23;1;1;DIVORCIOS;1072.24328;A
2019;23;1;3;DIVORCIOS;3.04022;A
2019;23;1;5;DIVORCIOS;29.40918;A
2019;23;3;00;DIVORCIOS;3.04022;A
2019;23;3;5;DIVORCIOS;3.04022;A
2019;23;5;00;DIVORCIOS;73.50766;A
2019;23;5;1;DIVORCIOS;48.1623;A
2019;23;5;5;DIVORCIOS;25.34536;A
2019;29;00;00;DIVORCIOS;3795.50761;A
2019;29;00;1;DIVORCIOS;3507.53588;A
2019;29;00;3;DIVORCIOS;27.52272;A
2019;29;00;5;DIVORCIOS;260.44901;A
2019;29;1;00;DIVORCIOS;3391.19452;A
2019;29;1;1;DIVORCIOS;3261.63437;A
2019;29;1;3;DIVORCIOS;13.76136;A
2019;29;1;5;DIVORCIOS;115.79879;A
2019;29;3;00;DIVORCIOS;19.78115;A
2019;29;3;1;DIVORCIOS;11.7277;A
2019;29;3;3;DIVORCIOS;5.70791;A
2019;29;3;5;DIVORCIOS;2.34554;A
2019;29;5;00;DIVORCIOS;384.53194;A
2019;29;5;1;DIVORCIOS;234.17381;A
2019;29;5;3;DIVORCIOS;8.05345;A
2019;29;5;5;DIVORCIOS;142.30468;A
2019;41;00;00;DIVORCIOS;4059.5542;A
2019;41;00;1;DIVORCIOS;3864.71189;A
2019;41;00;3;DIVORCIOS;8.47106;A
2019;41;00;5;DIVORCIOS;186.37125;A
2019;41;1;00;DIVORCIOS;3777.32537;A
2019;41;1;1;DIVORCIOS;3670.64542;A
2019;41;1;3;DIVORCIOS;5.96141;A
2019;41;1;5;DIVORCIOS;100.71854;A
2019;41;3;00;DIVORCIOS;27.92283;A
2019;41;3;1;DIVORCIOS;16.15835;A
2019;41;3;5;DIVORCIOS;11.76448;A
2019;41;5;00;DIVORCIOS;254.306;A
2019;41;5;1;DIVORCIOS;177.90812;A
2019;41;5;3;DIVORCIOS;2.50965;A
2019;41;5;5;DIVORCIOS;73.88823;A
2018;C01;00;00;DIVORCIOS;16934.828;A
2018;C01;00;1;DIVORCIOS;15784.5394;A
2018;C01;00;3;DIVORCIOS;89.5937;A
2018;C01;00;5;DIVORCIOS;1060.6949;A
2018;C01;1;00;DIVORCIOS;15748.2391;A
2018;C01;1;1;DIVORCIOS;15135.7913;A
2018;C01;1;3;DIVORCIOS;51.4742;A
2018;C01;1;5;DIVORCIOS;560.9736;A
2018;C01;3;00;DIVORCIOS;125.3188;A
2018;C01;3;1;DIVORCIOS;67.811;A
2018;C01;3;3;DIVORCIOS;11.5758;A
2018;C01;3;5;DIVORCIOS;45.932;A
2018;C01;5;00;DIVORCIOS;1061.2701;A
2018;C01;5;1;DIVORCIOS;580.9371;A
2018;C01;5;3;DIVORCIOS;26.5437;A
2018;C01;5;5;DIVORCIOS;453.7893;A
2018;04;00;00;DIVORCIOS;1456.1395;A
2018;04;00;1;DIVORCIOS;1325.528;A
2018;04;00;3;DIVORCIOS;9.3735;A
2018;04;00;5;DIVORCIOS;121.238;A
2018;04;1;00;DIVORCIOS;1345.6779;A
2018;04;1;1;DIVORCIOS;1262.1587;A
2018;04;1;3;DIVORCIOS;7.7458;A
2018;04;1;5;DIVORCIOS;75.7734;A
2018;04;3;00;DIVORCIOS;3.8729;A
2018;04;3;5;DIVORCIOS;3.8729;A
2018;04;5;00;DIVORCIOS;106.5887;A
2018;04;5;1;DIVORCIOS;63.3693;A
2018;04;5;3;DIVORCIOS;1.6277;A
2018;04;5;5;DIVORCIOS;41.5917;A
2018;11;00;00;DIVORCIOS;2490.3415;A
2018;11;00;1;DIVORCIOS;2368.3467;A
2018;11;00;3;DIVORCIOS;14.2172;A
2018;11;00;5;DIVORCIOS;107.7776;A
2018;11;1;00;DIVORCIOS;2333.8332;A
2018;11;1;1;DIVORCIOS;2280.8654;A
2018;11;1;3;DIVORCIOS;2.1781;A
2018;11;1;5;DIVORCIOS;50.7897;A
2018;11;3;00;DIVORCIOS;21.3258;A
2018;11;3;1;DIVORCIOS;9.2867;A
2018;11;3;3;DIVORCIOS;4.9305;A
2018;11;3;5;DIVORCIOS;7.1086;A
2018;11;5;00;DIVORCIOS;135.1825;A
2018;11;5;1;DIVORCIOS;78.1946;A
2018;11;5;3;DIVORCIOS;7.1086;A
2018;11;5;5;DIVORCIOS;49.8793;A
2018;14;00;00;DIVORCIOS;1405.7198;A
2018;14;00;1;DIVORCIOS;1327.7528;A
2018;14;00;3;DIVORCIOS;3.936;A
2018;14;00;5;DIVORCIOS;74.031;A
2018;14;1;00;DIVORCIOS;1298.777;A
2018;14;1;1;DIVORCIOS;1267.54;A
2018;14;1;3;DIVORCIOS;3.936;A
2018;14;1;5;DIVORCIOS;27.301;A
2018;14;3;00;DIVORCIOS;14.0692;A
2018;14;3;1;DIVORCIOS;8.3466;A
2018;14;3;5;DIVORCIOS;5.7226;A
2018;14;5;00;DIVORCIOS;92.8736;A
2018;14;5;1;DIVORCIOS;51.8662;A
2018;14;5;5;DIVORCIOS;41.0074;A
2018;18;00;00;DIVORCIOS;1684.5826;A
2018;18;00;1;DIVORCIOS;1537.7934;A
2018;18;00;3;DIVORCIOS;12.4886;A
2018;18;00;5;DIVORCIOS;134.3006;A
2018;18;1;00;DIVORCIOS;1556.2223;A
2018;18;1;1;DIVORCIOS;1487.5029;A
2018;18;1;3;DIVORCIOS;7.4131;A
2018;18;1;5;DIVORCIOS;61.3063;A
2018;18;3;00;DIVORCIOS;14.8262;A
2018;18;3;1;DIVORCIOS;7.0128;A
2018;18;3;3;DIVORCIOS;2.3376;A
2018;18;3;5;DIVORCIOS;5.4758;A
2018;18;5;00;DIVORCIOS;113.5341;A
2018;18;5;1;DIVORCIOS;43.2777;A
2018;18;5;3;DIVORCIOS;2.7379;A
2018;18;5;5;DIVORCIOS;67.5185;A
2018;21;00;00;DIVORCIOS;986.218;A
2018;21;00;1;DIVORCIOS;888.854;A
2018;21;00;3;DIVORCIOS;3.058;A
2018;21;00;5;DIVORCIOS;94.306;A
2018;21;1;00;DIVORCIOS;937.064;A
2018;21;1;1;DIVORCIOS;867.335;A
2018;21;1;5;DIVORCIOS;69.729;A
2018;21;3;00;DIVORCIOS;11.288;A
2018;21;3;1;DIVORCIOS;3.058;A
2018;21;3;5;DIVORCIOS;8.23;A
2018;21;5;00;DIVORCIOS;37.866;A
2018;21;5;1;DIVORCIOS;18.461;A
2018;21;5;3;DIVORCIOS;3.058;A
2018;21;5;5;DIVORCIOS;16.347;A
2018;23;00;00;DIVORCIOS;1108.2069;A
2018;23;00;1;DIVORCIOS;1051.7;A
2018;23;00;3;DIVORCIOS;9.6896;A
2018;23;00;5;DIVORCIOS;46.8173;A
2018;23;1;00;DIVORCIOS;1042.689;A
2018;23;1;1;DIVORCIOS;1015.7033;A
2018;23;1;3;DIVORCIOS;9.6896;A
2018;23;1;5;DIVORCIOS;17.2961;A
2018;23;3;00;DIVORCIOS;7.1541;A
2018;23;3;1;DIVORCIOS;4.8448;A
2018;23;3;5;DIVORCIOS;2.3093;A
2018;23;5;00;DIVORCIOS;58.3638;A
2018;23;5;1;DIVORCIOS;31.1519;A
2018;23;5;5;DIVORCIOS;27.2119;A
2018;29;00;00;DIVORCIOS;3718.358;A
2018;29;00;1;DIVORCIOS;3420.885;A
2018;29;00;3;DIVORCIOS;22.2785;A
2018;29;00;5;DIVORCIOS;275.1945;A
2018;29;1;00;DIVORCIOS;3393.8018;A
2018;29;1;1;DIVORCIOS;3229.9879;A
2018;29;1;3;DIVORCIOS;14.6352;A
2018;29;1;5;DIVORCIOS;149.1787;A
2018;29;3;00;DIVORCIOS;37.5651;A
2018;29;3;1;DIVORCIOS;25.1171;A
2018;29;3;3;DIVORCIOS;2.8386;A
2018;29;3;5;DIVORCIOS;9.6094;A
2018;29;5;00;DIVORCIOS;286.9911;A
2018;29;5;1;DIVORCIOS;165.78;A
2018;29;5;3;DIVORCIOS;4.8047;A
2018;29;5;5;DIVORCIOS;116.4064;A
2018;41;00;00;DIVORCIOS;4085.2617;A
2018;41;00;1;DIVORCIOS;3863.6795;A
2018;41;00;3;DIVORCIOS;14.5523;A
2018;41;00;5;DIVORCIOS;207.0299;A
2018;41;1;00;DIVORCIOS;3840.1739;A
2018;41;1;1;DIVORCIOS;3724.6981;A
2018;41;1;3;DIVORCIOS;5.8764;A
2018;41;1;5;DIVORCIOS;109.5994;A
2018;41;3;00;DIVORCIOS;15.2175;A
2018;41;3;1;DIVORCIOS;10.145;A
2018;41;3;3;DIVORCIOS;1.4691;A
2018;41;3;5;DIVORCIOS;3.6034;A
2018;41;5;00;DIVORCIOS;229.8703;A
2018;41;5;1;DIVORCIOS;128.8364;A
2018;41;5;3;DIVORCIOS;7.2068;A
2018;41;5;5;DIVORCIOS;93.8271;A
2017;C01;00;00;DIVORCIOS;17436.6101;A
2017;C01;00;1;DIVORCIOS;16344.362;A
2017;C01;00;3;DIVORCIOS;100.0822;A
2017;C01;00;5;DIVORCIOS;992.1659;A
2017;C01;1;00;DIVORCIOS;16177.9606;A
2017;C01;1;1;DIVORCIOS;15590.1419;A
2017;C01;1;3;DIVORCIOS;58.575;A
2017;C01;1;5;DIVORCIOS;529.2437;A
2017;C01;3;00;DIVORCIOS;83.6609;A
2017;C01;3;1;DIVORCIOS;61.1619;A
2017;C01;3;3;DIVORCIOS;7.0041;A
2017;C01;3;5;DIVORCIOS;15.4949;A
2017;C01;5;00;DIVORCIOS;1174.9886;A
2017;C01;5;1;DIVORCIOS;693.0582;A
2017;C01;5;3;DIVORCIOS;34.5031;A
2017;C01;5;5;DIVORCIOS;447.4273;A
2017;04;00;00;DIVORCIOS;1454.7143;A
2017;04;00;1;DIVORCIOS;1334.5725;A
2017;04;00;3;DIVORCIOS;18.3638;A
2017;04;00;5;DIVORCIOS;101.778;A
2017;04;1;00;DIVORCIOS;1310.2333;A
2017;04;1;1;DIVORCIOS;1251.6836;A
2017;04;1;3;DIVORCIOS;11.7537;A
2017;04;1;5;DIVORCIOS;46.796;A
2017;04;3;00;DIVORCIOS;5.0889;A
2017;04;3;1;DIVORCIOS;3.5677;A
2017;04;3;5;DIVORCIOS;1.5212;A
2017;04;5;00;DIVORCIOS;139.3921;A
2017;04;5;1;DIVORCIOS;79.3212;A
2017;04;5;3;DIVORCIOS;6.6101;A
2017;04;5;5;DIVORCIOS;53.4608;A
2017;11;00;00;DIVORCIOS;2406.3281;A
2017;11;00;1;DIVORCIOS;2264.0488;A
2017;11;00;3;DIVORCIOS;14.035;A
2017;11;00;5;DIVORCIOS;128.2443;A
2017;11;1;00;DIVORCIOS;2262.8576;A
2017;11;1;1;DIVORCIOS;2177.3614;A
2017;11;1;3;DIVORCIOS;9.5552;A
2017;11;1;5;DIVORCIOS;75.941;A
2017;11;3;00;DIVORCIOS;19.1104;A
2017;11;3;1;DIVORCIOS;15.1787;A
2017;11;3;3;DIVORCIOS;2.2399;A
2017;11;3;5;DIVORCIOS;1.6918;A
2017;11;5;00;DIVORCIOS;124.3601;A
2017;11;5;1;DIVORCIOS;71.5087;A
2017;11;5;3;DIVORCIOS;2.2399;A
2017;11;5;5;DIVORCIOS;50.6115;A
2017;14;00;00;DIVORCIOS;1426.032;A
2017;14;00;1;DIVORCIOS;1345.7235;A
2017;14;00;3;DIVORCIOS;9.6545;A
2017;14;00;5;DIVORCIOS;70.654;A
2017;14;1;00;DIVORCIOS;1339.5785;A
2017;14;1;1;DIVORCIOS;1290.2995;A
2017;14;1;3;DIVORCIOS;8.1315;A
2017;14;1;5;DIVORCIOS;41.1475;A
2017;14;3;00;DIVORCIOS;6.6085;A
2017;14;3;1;DIVORCIOS;5.0855;A
2017;14;3;5;DIVORCIOS;1.523;A
2017;14;5;00;DIVORCIOS;79.845;A
2017;14;5;1;DIVORCIOS;50.3385;A
2017;14;5;3;DIVORCIOS;1.523;A
2017;14;5;5;DIVORCIOS;27.9835;A
2017;18;00;00;DIVORCIOS;1990.6668;A
2017;18;00;1;DIVORCIOS;1865.7636;A
2017;18;00;3;DIVORCIOS;12.842;A
2017;18;00;5;DIVORCIOS;112.0612;A
2017;18;1;00;DIVORCIOS;1857.7028;A
2017;18;1;1;DIVORCIOS;1794.619;A
2017;18;1;3;DIVORCIOS;2.0152;A
2017;18;1;5;DIVORCIOS;61.0686;A
2017;18;3;00;DIVORCIOS;10.4514;A
2017;18;3;1;DIVORCIOS;6.421;A
2017;18;3;3;DIVORCIOS;2.0152;A
2017;18;3;5;DIVORCIOS;2.0152;A
2017;18;5;00;DIVORCIOS;122.5126;A
2017;18;5;1;DIVORCIOS;64.7236;A
2017;18;5;3;DIVORCIOS;8.8116;A
2017;18;5;5;DIVORCIOS;48.9774;A
2017;21;00;00;DIVORCIOS;1060.4795;A
2017;21;00;1;DIVORCIOS;995.586;A
2017;21;00;3;DIVORCIOS;6.5155;A
2017;21;00;5;DIVORCIOS;58.378;A
2017;21;1;00;DIVORCIOS;986.8282;A
2017;21;1;1;DIVORCIOS;958.2123;A
2017;21;1;3;DIVORCIOS;3.9616;A
2017;21;1;5;DIVORCIOS;24.6543;A
2017;21;3;00;DIVORCIOS;2.5539;A
2017;21;3;1;DIVORCIOS;2.5539;A
2017;21;5;00;DIVORCIOS;71.0974;A
2017;21;5;1;DIVORCIOS;34.8198;A
2017;21;5;3;DIVORCIOS;2.5539;A
2017;21;5;5;DIVORCIOS;33.7237;A
2017;23;00;00;DIVORCIOS;1127.8821;A
2017;23;00;1;DIVORCIOS;1088.0417;A
2017;23;00;3;DIVORCIOS;6.1416;A
2017;23;00;5;DIVORCIOS;33.6988;A
2017;23;1;00;DIVORCIOS;1075.5226;A
2017;23;1;1;DIVORCIOS;1048.4372;A
2017;23;1;3;DIVORCIOS;4.0944;A
2017;23;1;5;DIVORCIOS;22.991;A
2017;23;3;00;DIVORCIOS;2.0472;A
2017;23;3;1;DIVORCIOS;2.0472;A
2017;23;5;00;DIVORCIOS;50.3123;A
2017;23;5;1;DIVORCIOS;37.5573;A
2017;23;5;3;DIVORCIOS;2.0472;A
2017;23;5;5;DIVORCIOS;10.7078;A
2017;29;00;00;DIVORCIOS;3652.1307;A
2017;29;00;1;DIVORCIOS;3411.5637;A
2017;29;00;3;DIVORCIOS;16.4169;A
2017;29;00;5;DIVORCIOS;224.1501;A
2017;29;1;00;DIVORCIOS;3344.2803;A
2017;29;1;1;DIVORCIOS;3217.7925;A
2017;29;1;3;DIVORCIOS;10.3197;A
2017;29;1;5;DIVORCIOS;116.1681;A
2017;29;3;00;DIVORCIOS;11.5695;A
2017;29;3;1;DIVORCIOS;11.5695;A
2017;29;5;00;DIVORCIOS;296.2809;A
2017;29;5;1;DIVORCIOS;182.2017;A
2017;29;5;3;DIVORCIOS;6.0972;A
2017;29;5;5;DIVORCIOS;107.982;A
2017;41;00;00;DIVORCIOS;4318.3766;A
2017;41;00;1;DIVORCIOS;4039.0622;A
2017;41;00;3;DIVORCIOS;16.1129;A
2017;41;00;5;DIVORCIOS;263.2015;A
2017;41;1;00;DIVORCIOS;4000.9573;A
2017;41;1;1;DIVORCIOS;3851.7364;A
2017;41;1;3;DIVORCIOS;8.7437;A
2017;41;1;5;DIVORCIOS;140.4772;A
2017;41;3;00;DIVORCIOS;26.2311;A
2017;41;3;1;DIVORCIOS;14.7384;A
2017;41;3;3;DIVORCIOS;2.749;A
2017;41;3;5;DIVORCIOS;8.7437;A
2017;41;5;00;DIVORCIOS;291.1882;A
2017;41;5;1;DIVORCIOS;172.5874;A
2017;41;5;3;DIVORCIOS;4.6202;A
2017;41;5;5;DIVORCIOS;113.9806;A
2016;C01;00;00;DIVORCIOS;16968.2676;A
2016;C01;00;1;DIVORCIOS;15989.3038;A
2016;C01;00;3;DIVORCIOS;59.3759;A
2016;C01;00;5;DIVORCIOS;919.5879;A
2016;C01;1;00;DIVORCIOS;15863.1649;A
2016;C01;1;1;DIVORCIOS;15300.9074;A
2016;C01;1;3;DIVORCIOS;36.5515;A
2016;C01;1;5;DIVORCIOS;525.706;A
2016;C01;3;00;DIVORCIOS;112.202;A
2016;C01;3;1;DIVORCIOS;67.972;A
2016;C01;3;3;DIVORCIOS;8.1646;A
2016;C01;3;5;DIVORCIOS;36.0654;A
2016;C01;5;00;DIVORCIOS;992.9007;A
2016;C01;5;1;DIVORCIOS;620.4244;A
2016;C01;5;3;DIVORCIOS;14.6598;A
2016;C01;5;5;DIVORCIOS;357.8165;A
2016;04;00;00;DIVORCIOS;1425.5804;A
2016;04;00;1;DIVORCIOS;1310.1884;A
2016;04;00;3;DIVORCIOS;2.6598;A
2016;04;00;5;DIVORCIOS;112.7322;A
2016;04;1;00;DIVORCIOS;1321.8276;A
2016;04;1;1;DIVORCIOS;1245.6728;A
2016;04;1;3;DIVORCIOS;1.3299;A
2016;04;1;5;DIVORCIOS;74.8249;A
2016;04;3;00;DIVORCIOS;7.6495;A
2016;04;3;1;DIVORCIOS;3.6598;A
2016;04;3;5;DIVORCIOS;3.9897;A
