TEMPORAL;TERRITORIO;DURACMATRIM;INDICATOR;OBS_VALUE;FREQ
2016;29;25;DIVORCIOS;55.0216;A
2016;29;26;DIVORCIOS;55.521;A
2016;29;27;DIVORCIOS;63.0228;A
2016;29;28;DIVORCIOS;49.018;A
2016;29;29;DIVORCIOS;50.5186;A
2016;29;30;DIVORCIOS;33.5126;A
2016;29;31;DIVORCIOS;46.0168;A
2016;29;32;DIVORCIOS;36.0132;A
2016;29;33;DIVORCIOS;20.006;A
2016;29;34;DIVORCIOS;28.0108;A
2016;29;35;DIVORCIOS;31.0108;A
2016;29;36;DIVORCIOS;23.5078;A
2016;29;37;DIVORCIOS;18.5066;A
2016;29;38;DIVORCIOS;12.5042;A
2016;29;39;DIVORCIOS;23.0084;A
2016;29;40;DIVORCIOS;19.5078;A
2016;29;41;DIVORCIOS;18.006;A
2016;29;42;DIVORCIOS;10.0036;A
2016;29;43;DIVORCIOS;12.0024;A
2016;29;44;DIVORCIOS;10.5042;A
2016;29;45;DIVORCIOS;12.0036;A
2016;29;46;DIVORCIOS;12.0048;A
2016;29;47;DIVORCIOS;7.503;A
2016;29;48;DIVORCIOS;6.0012;A
2016;29;49;DIVORCIOS;4.0012;A
2016;29;50;DIVORCIOS;5.5018;A
2016;29;52;DIVORCIOS;1.5006;A
2016;29;54;DIVORCIOS;1.5006;A
2016;29;55;DIVORCIOS;3.0012;A
2016;29;56;DIVORCIOS;1.0;A
2016;41;00;DIVORCIOS;4023.9932;A
2016;41;0;DIVORCIOS;28.5537;A
2016;41;1;DIVORCIOS;72.4919;A
2016;41;2;DIVORCIOS;107.3379;A
2016;41;3;DIVORCIOS;123.0147;A
2016;41;4;DIVORCIOS;148.3992;A
2016;41;5;DIVORCIOS;153.8607;A
2016;41;6;DIVORCIOS;147.6915;A
2016;41;7;DIVORCIOS;207.2604;A
2016;41;8;DIVORCIOS;180.1221;A
2016;41;9;DIVORCIOS;205.9681;A
2016;41;10;DIVORCIOS;143.9838;A
2016;41;11;DIVORCIOS;159.9068;A
2016;41;12;DIVORCIOS;151.3222;A
2016;41;13;DIVORCIOS;138.1069;A
2016;41;14;DIVORCIOS;138.6915;A
2016;41;15;DIVORCIOS;162.7837;A
2016;41;16;DIVORCIOS;128.4762;A
2016;41;17;DIVORCIOS;105.7994;A
2016;41;18;DIVORCIOS;119.307;A
2016;41;19;DIVORCIOS;88.1226;A
2016;41;20;DIVORCIOS;104.2148;A
2016;41;21;DIVORCIOS;113.8455;A
2016;41;22;DIVORCIOS;103.6302;A
2016;41;23;DIVORCIOS;92.2918;A
2016;41;24;DIVORCIOS;87.1226;A
2016;41;25;DIVORCIOS;88.7072;A
2016;41;26;DIVORCIOS;73.3227;A
2016;41;27;DIVORCIOS;58.9843;A
2016;41;28;DIVORCIOS;54.5228;A
2016;41;29;DIVORCIOS;64.1535;A
2016;41;30;DIVORCIOS;46.0613;A
2016;41;31;DIVORCIOS;42.0613;A
2016;41;32;DIVORCIOS;37.5998;A
2016;41;33;DIVORCIOS;39.769;A
2016;41;34;DIVORCIOS;30.4306;A
2016;41;35;DIVORCIOS;29.1383;A
2016;41;36;DIVORCIOS;32.0152;A
2016;41;37;DIVORCIOS;36.1383;A
2016;41;38;DIVORCIOS;32.2614;A
2016;41;39;DIVORCIOS;29.2614;A
2016;41;40;DIVORCIOS;16.2153;A
2016;41;41;DIVORCIOS;10.0461;A
2016;41;42;DIVORCIOS;17.7999;A
2016;41;43;DIVORCIOS;12.6307;A
2016;41;44;DIVORCIOS;15.5076;A
2016;41;45;DIVORCIOS;5.8769;A
2016;41;46;DIVORCIOS;12.3384;A
2016;41;47;DIVORCIOS;10.3384;A
2016;41;48;DIVORCIOS;2.5846;A
2016;41;49;DIVORCIOS;1.2923;A
2016;41;50;DIVORCIOS;4.8769;A
2016;41;51;DIVORCIOS;2.5846;A
2016;41;52;DIVORCIOS;3.8769;A
2016;41;53;DIVORCIOS;1.2923;A
2015;C01;00;DIVORCIOS;17029.5907;A
2015;C01;0;DIVORCIOS;124.7032;A
2015;C01;1;DIVORCIOS;347.4015;A
2015;C01;2;DIVORCIOS;507.8838;A
2015;C01;3;DIVORCIOS;592.3567;A
2015;C01;4;DIVORCIOS;646.4018;A
2015;C01;5;DIVORCIOS;770.3582;A
2015;C01;6;DIVORCIOS;789.8053;A
2015;C01;7;DIVORCIOS;794.2821;A
2015;C01;8;DIVORCIOS;697.9274;A
2015;C01;9;DIVORCIOS;717.4307;A
2015;C01;10;DIVORCIOS;608.4567;A
2015;C01;11;DIVORCIOS;589.374;A
2015;C01;12;DIVORCIOS;634.1186;A
2015;C01;13;DIVORCIOS;584.9211;A
2015;C01;14;DIVORCIOS;570.5865;A
2015;C01;15;DIVORCIOS;538.4364;A
2015;C01;16;DIVORCIOS;542.4345;A
2015;C01;17;DIVORCIOS;507.6007;A
2015;C01;18;DIVORCIOS;489.9309;A
2015;C01;19;DIVORCIOS;412.0014;A
2015;C01;20;DIVORCIOS;421.0207;A
2015;C01;21;DIVORCIOS;403.9742;A
2015;C01;22;DIVORCIOS;416.451;A
2015;C01;23;DIVORCIOS;394.0369;A
2015;C01;24;DIVORCIOS;422.4344;A
2015;C01;25;DIVORCIOS;307.359;A
2015;C01;26;DIVORCIOS;318.1419;A
2015;C01;27;DIVORCIOS;319.8631;A
2015;C01;28;DIVORCIOS;268.3735;A
2015;C01;29;DIVORCIOS;220.4809;A
2015;C01;30;DIVORCIOS;195.0367;A
2015;C01;31;DIVORCIOS;200.1898;A
2015;C01;32;DIVORCIOS;178.4674;A
2015;C01;33;DIVORCIOS;176.7649;A
2015;C01;34;DIVORCIOS;134.525;A
2015;C01;35;DIVORCIOS;162.8409;A
2015;C01;36;DIVORCIOS;144.7622;A
2015;C01;37;DIVORCIOS;151.6978;A
2015;C01;38;DIVORCIOS;117.1728;A
2015;C01;39;DIVORCIOS;105.7318;A
2015;C01;40;DIVORCIOS;79.5023;A
2015;C01;41;DIVORCIOS;76.5766;A
2015;C01;42;DIVORCIOS;69.3917;A
2015;C01;43;DIVORCIOS;50.7364;A
2015;C01;44;DIVORCIOS;42.6117;A
2015;C01;45;DIVORCIOS;40.4195;A
2015;C01;46;DIVORCIOS;28.1875;A
2015;C01;47;DIVORCIOS;22.6399;A
2015;C01;48;DIVORCIOS;26.7964;A
2015;C01;49;DIVORCIOS;14.7235;A
2015;C01;50;DIVORCIOS;8.5605;A
2015;C01;51;DIVORCIOS;10.4459;A
2015;C01;52;DIVORCIOS;9.0092;A
2015;C01;53;DIVORCIOS;6.109;A
2015;C01;54;DIVORCIOS;4.4279;A
2015;C01;55;DIVORCIOS;4.9521;A
2015;C01;56;DIVORCIOS;1.5191;A
2015;C01;58;DIVORCIOS;1.4023;A
2015;C01;59;DIVORCIOS;1.5191;A
2015;C01;60;DIVORCIOS;1.4023;A
2015;C01;62;DIVORCIOS;1.4023;A
2015;C01;68;DIVORCIOS;1.5191;A
2015;04;00;DIVORCIOS;1398.5163;A
2015;04;0;DIVORCIOS;11.0502;A
2015;04;1;DIVORCIOS;26.067;A
2015;04;2;DIVORCIOS;42.2577;A
2015;04;3;DIVORCIOS;79.7394;A
2015;04;4;DIVORCIOS;56.8296;A
2015;04;5;DIVORCIOS;61.2009;A
2015;04;6;DIVORCIOS;73.0203;A
2015;04;7;DIVORCIOS;64.7226;A
2015;04;8;DIVORCIOS;69.8631;A
2015;04;9;DIVORCIOS;65.1273;A
2015;04;10;DIVORCIOS;48.9366;A
2015;04;11;DIVORCIOS;42.6222;A
2015;04;12;DIVORCIOS;63.5487;A
2015;04;13;DIVORCIOS;44.6055;A
2015;04;14;DIVORCIOS;47.358;A
2015;04;15;DIVORCIOS;33.1506;A
2015;04;16;DIVORCIOS;39.465;A
2015;04;17;DIVORCIOS;41.0436;A
2015;04;18;DIVORCIOS;34.7292;A
2015;04;19;DIVORCIOS;26.8362;A
2015;04;20;DIVORCIOS;31.572;A
2015;04;21;DIVORCIOS;34.7292;A
2015;04;22;DIVORCIOS;31.9767;A
2015;04;23;DIVORCIOS;33.96;A
2015;04;24;DIVORCIOS;28.4148;A
2015;04;25;DIVORCIOS;25.6623;A
2015;04;26;DIVORCIOS;15.0168;A
2015;04;27;DIVORCIOS;22.1004;A
2015;04;28;DIVORCIOS;30.3981;A
2015;04;29;DIVORCIOS;12.6288;A
2015;04;30;DIVORCIOS;14.2074;A
2015;04;31;DIVORCIOS;23.679;A
2015;04;32;DIVORCIOS;20.5218;A
2015;04;33;DIVORCIOS;18.9432;A
2015;04;34;DIVORCIOS;7.893;A
2015;04;35;DIVORCIOS;7.893;A
2015;04;36;DIVORCIOS;11.4549;A
2015;04;37;DIVORCIOS;4.7358;A
2015;04;38;DIVORCIOS;4.7358;A
2015;04;39;DIVORCIOS;9.4716;A
2015;04;40;DIVORCIOS;4.7358;A
2015;04;41;DIVORCIOS;1.5786;A
2015;04;42;DIVORCIOS;3.1572;A
2015;04;43;DIVORCIOS;5.1405;A
2015;04;44;DIVORCIOS;1.9833;A
2015;04;45;DIVORCIOS;4.7358;A
2015;04;46;DIVORCIOS;6.7191;A
2015;04;48;DIVORCIOS;3.1572;A
2015;04;51;DIVORCIOS;3.5619;A
2015;04;54;DIVORCIOS;1.5786;A
2015;11;00;DIVORCIOS;2355.5567;A
2015;11;0;DIVORCIOS;24.7164;A
2015;11;1;DIVORCIOS;35.4683;A
2015;11;2;DIVORCIOS;66.1552;A
2015;11;3;DIVORCIOS;70.5319;A
2015;11;4;DIVORCIOS;81.6885;A
2015;11;5;DIVORCIOS;91.2513;A
2015;11;6;DIVORCIOS;105.1908;A
2015;11;7;DIVORCIOS;90.4669;A
2015;11;8;DIVORCIOS;97.6265;A
2015;11;9;DIVORCIOS;110.3769;A
2015;11;10;DIVORCIOS;86.4699;A
2015;11;11;DIVORCIOS;89.2528;A
2015;11;12;DIVORCIOS;100.4094;A
2015;11;13;DIVORCIOS;90.8466;A
2015;11;14;DIVORCIOS;75.3133;A
2015;11;15;DIVORCIOS;97.6265;A
2015;11;16;DIVORCIOS;53.0001;A
2015;11;17;DIVORCIOS;74.9086;A
2015;11;18;DIVORCIOS;73.7195;A
2015;11;19;DIVORCIOS;57.7815;A
2015;11;20;DIVORCIOS;58.5909;A
2015;11;21;DIVORCIOS;62.5629;A
2015;11;22;DIVORCIOS;57.7815;A
2015;11;23;DIVORCIOS;43.4373;A
2015;11;24;DIVORCIOS;65.3458;A
2015;11;25;DIVORCIOS;48.6234;A
2015;11;26;DIVORCIOS;40.6544;A
2015;11;27;DIVORCIOS;62.1832;A
2015;11;28;DIVORCIOS;37.0621;A
2015;11;29;DIVORCIOS;37.4668;A
2015;11;30;DIVORCIOS;25.1211;A
2015;11;31;DIVORCIOS;24.7164;A
2015;11;32;DIVORCIOS;25.5008;A
2015;11;33;DIVORCIOS;27.4993;A
2015;11;34;DIVORCIOS;19.935;A
2015;11;35;DIVORCIOS;17.9365;A
2015;11;36;DIVORCIOS;14.3442;A
2015;11;37;DIVORCIOS;19.1256;A
2015;11;38;DIVORCIOS;11.1566;A
2015;11;39;DIVORCIOS;13.5598;A
2015;11;40;DIVORCIOS;9.9675;A
2015;11;41;DIVORCIOS;16.3427;A
2015;11;42;DIVORCIOS;9.5628;A
2015;11;43;DIVORCIOS;5.1861;A
2015;11;44;DIVORCIOS;6.3752;A
2015;11;45;DIVORCIOS;1.5938;A
2015;11;46;DIVORCIOS;1.5938;A
2015;11;47;DIVORCIOS;4.7814;A
2015;11;48;DIVORCIOS;3.1876;A
2015;11;49;DIVORCIOS;3.1876;A
2015;11;52;DIVORCIOS;1.5938;A
2015;11;53;DIVORCIOS;3.1876;A
2015;11;55;DIVORCIOS;3.5923;A
2015;14;00;DIVORCIOS;1621.987;A
2015;14;0;DIVORCIOS;7.4475;A
2015;14;1;DIVORCIOS;39.2615;A
2015;14;2;DIVORCIOS;52.9421;A
2015;14;3;DIVORCIOS;45.6243;A
2015;14;4;DIVORCIOS;54.8364;A
2015;14;5;DIVORCIOS;67.9668;A
2015;14;6;DIVORCIOS;70.9458;A
2015;14;7;DIVORCIOS;68.2419;A
2015;14;8;DIVORCIOS;62.9638;A
2015;14;9;DIVORCIOS;51.4526;A
2015;14;10;DIVORCIOS;49.1535;A
2015;14;11;DIVORCIOS;46.1745;A
2015;14;12;DIVORCIOS;73.3903;A
2015;14;13;DIVORCIOS;52.1325;A
2015;14;14;DIVORCIOS;55.5163;A
2015;14;15;DIVORCIOS;62.559;A
2015;14;16;DIVORCIOS;71.496;A
2015;14;17;DIVORCIOS;52.1325;A
2015;14;18;DIVORCIOS;50.643;A
2015;14;19;DIVORCIOS;39.1318;A
2015;14;20;DIVORCIOS;45.0898;A
2015;14;21;DIVORCIOS;43.1955;A
2015;14;22;DIVORCIOS;39.1318;A
2015;14;23;DIVORCIOS;37.2375;A
2015;14;24;DIVORCIOS;40.6213;A
2015;14;25;DIVORCIOS;22.7473;A
2015;14;26;DIVORCIOS;34.6633;A
2015;14;27;DIVORCIOS;20.853;A
2015;14;28;DIVORCIOS;13.8103;A
2015;14;29;DIVORCIOS;25.7263;A
2015;14;30;DIVORCIOS;21.2578;A
2015;14;31;DIVORCIOS;14.895;A
2015;14;32;DIVORCIOS;22.7473;A
2015;14;33;DIVORCIOS;18.2788;A
2015;14;34;DIVORCIOS;18.6836;A
2015;14;35;DIVORCIOS;19.3635;A
2015;14;36;DIVORCIOS;7.4475;A
2015;14;37;DIVORCIOS;17.874;A
2015;14;38;DIVORCIOS;14.2151;A
2015;14;39;DIVORCIOS;14.2151;A
2015;14;40;DIVORCIOS;10.4265;A
2015;14;41;DIVORCIOS;7.4475;A
2015;14;42;DIVORCIOS;4.4685;A
2015;14;43;DIVORCIOS;10.8313;A
2015;14;44;DIVORCIOS;5.958;A
2015;14;45;DIVORCIOS;2.979;A
2015;14;46;DIVORCIOS;2.979;A
2015;14;47;DIVORCIOS;6.3628;A
2015;14;49;DIVORCIOS;1.4895;A
2015;14;52;DIVORCIOS;1.4895;A
2015;14;54;DIVORCIOS;1.4895;A
2015;18;00;DIVORCIOS;1864.9266;A
2015;18;0;DIVORCIOS;13.752;A
2015;18;1;DIVORCIOS;41.6608;A
2015;18;2;DIVORCIOS;53.6938;A
2015;18;3;DIVORCIOS;65.7268;A
2015;18;4;DIVORCIOS;67.8506;A
2015;18;5;DIVORCIOS;78.1646;A
2015;18;6;DIVORCIOS;71.6934;A
2015;18;7;DIVORCIOS;93.2308;A
2015;18;8;DIVORCIOS;82.512;A
2015;18;9;DIVORCIOS;79.4788;A
2015;18;10;DIVORCIOS;66.5364;A
2015;18;11;DIVORCIOS;47.6274;A
2015;18;12;DIVORCIOS;57.1318;A
2015;18;13;DIVORCIOS;72.6028;A
2015;18;14;DIVORCIOS;60.165;A
2015;18;15;DIVORCIOS;53.6938;A
2015;18;16;DIVORCIOS;63.603;A
2015;18;17;DIVORCIOS;53.289;A
2015;18;18;DIVORCIOS;32.661;A
2015;18;19;DIVORCIOS;48.132;A
2015;18;20;DIVORCIOS;34.38;A
2015;18;21;DIVORCIOS;44.694;A
2015;18;22;DIVORCIOS;55.4128;A
2015;18;23;DIVORCIOS;55.8176;A
2015;18;24;DIVORCIOS;43.3798;A
2015;18;25;DIVORCIOS;51.0654;A
2015;18;26;DIVORCIOS;41.256;A
2015;18;27;DIVORCIOS;34.38;A
2015;18;28;DIVORCIOS;34.7848;A
2015;18;29;DIVORCIOS;24.4708;A
2015;18;30;DIVORCIOS;19.3138;A
2015;18;31;DIVORCIOS;32.5612;A
2015;18;32;DIVORCIOS;17.5948;A
2015;18;33;DIVORCIOS;12.033;A
2015;18;34;DIVORCIOS;6.876;A
2015;18;35;DIVORCIOS;13.752;A
2015;18;36;DIVORCIOS;23.1566;A
2015;18;37;DIVORCIOS;19.3138;A
2015;18;38;DIVORCIOS;10.314;A
2015;18;39;DIVORCIOS;17.5948;A
2015;18;40;DIVORCIOS;6.876;A
2015;18;41;DIVORCIOS;10.314;A
2015;18;42;DIVORCIOS;8.595;A
2015;18;43;DIVORCIOS;5.157;A
2015;18;44;DIVORCIOS;14.1568;A
2015;18;45;DIVORCIOS;5.157;A
2015;18;46;DIVORCIOS;5.157;A
2015;18;48;DIVORCIOS;8.9998;A
2015;18;49;DIVORCIOS;1.719;A
2015;18;50;DIVORCIOS;1.719;A
2015;18;52;DIVORCIOS;1.719;A
2015;21;00;DIVORCIOS;1022.9657;A
2015;21;0;DIVORCIOS;2.9718;A
2015;21;1;DIVORCIOS;22.6933;A
2015;21;2;DIVORCIOS;30.5276;A
2015;21;3;DIVORCIOS;39.0382;A
2015;21;4;DIVORCIOS;31.2039;A
2015;21;5;DIVORCIOS;30.1228;A
2015;21;6;DIVORCIOS;47.6821;A
2015;21;7;DIVORCIOS;42.01;A
2015;21;8;DIVORCIOS;29.718;A
2015;21;9;DIVORCIOS;19.3167;A
2015;21;10;DIVORCIOS;34.1757;A
2015;21;11;DIVORCIOS;37.1475;A
2015;21;12;DIVORCIOS;44.9818;A
2015;21;13;DIVORCIOS;40.1193;A
2015;21;14;DIVORCIOS;53.4924;A
2015;21;15;DIVORCIOS;35.6616;A
2015;21;16;DIVORCIOS;40.5241;A
2015;21;17;DIVORCIOS;38.6334;A
2015;21;18;DIVORCIOS;37.1475;A
2015;21;19;DIVORCIOS;29.0417;A
2015;21;20;DIVORCIOS;25.2603;A
2015;21;21;DIVORCIOS;22.2885;A
2015;21;22;DIVORCIOS;25.2603;A
2015;21;23;DIVORCIOS;34.5805;A
2015;21;24;DIVORCIOS;18.2356;A
2015;21;25;DIVORCIOS;11.8872;A
2015;21;26;DIVORCIOS;25.2603;A
2015;21;27;DIVORCIOS;29.718;A
2015;21;28;DIVORCIOS;16.3449;A
2015;21;29;DIVORCIOS;4.4577;A
2015;21;30;DIVORCIOS;10.8061;A
2015;21;31;DIVORCIOS;15.2638;A
2015;21;32;DIVORCIOS;13.3731;A
2015;21;33;DIVORCIOS;8.9154;A
2015;21;34;DIVORCIOS;10.8061;A
2015;21;35;DIVORCIOS;10.8061;A
2015;21;36;DIVORCIOS;10.4013;A
2015;21;37;DIVORCIOS;11.8872;A
2015;21;38;DIVORCIOS;10.4013;A
2015;21;40;DIVORCIOS;4.4577;A
2015;21;41;DIVORCIOS;1.4859;A
2015;21;42;DIVORCIOS;4.4577;A
2015;21;43;DIVORCIOS;2.9718;A
2015;21;44;DIVORCIOS;1.4859;A
2015;21;45;DIVORCIOS;1.4859;A
2015;21;46;DIVORCIOS;1.4859;A
2015;21;48;DIVORCIOS;1.4859;A
2015;21;49;DIVORCIOS;1.4859;A
2015;23;00;DIVORCIOS;1197.5493;A
2015;23;0;DIVORCIOS;21.6721;A
2015;23;1;DIVORCIOS;24.3056;A
2015;23;2;DIVORCIOS;39.4966;A
2015;23;3;DIVORCIOS;42.9395;A
2015;23;4;DIVORCIOS;46.7871;A
2015;23;5;DIVORCIOS;41.8251;A
2015;23;6;DIVORCIOS;35.344;A
2015;23;7;DIVORCIOS;44.0539;A
2015;23;8;DIVORCIOS;47.0921;A
2015;23;9;DIVORCIOS;45.9777;A
2015;23;10;DIVORCIOS;44.0539;A
2015;23;11;DIVORCIOS;49.4206;A
2015;23;12;DIVORCIOS;33.4202;A
2015;23;13;DIVORCIOS;25.8247;A
2015;23;14;DIVORCIOS;33.4202;A
2015;23;15;DIVORCIOS;37.9775;A
2015;23;16;DIVORCIOS;45.573;A
2015;23;17;DIVORCIOS;33.4202;A
2015;23;18;DIVORCIOS;41.4204;A
2015;23;19;DIVORCIOS;41.0157;A
2015;23;20;DIVORCIOS;41.0157;A
2015;23;21;DIVORCIOS;37.9775;A
2015;23;22;DIVORCIOS;30.382;A
2015;23;23;DIVORCIOS;34.9393;A
2015;23;24;DIVORCIOS;36.4584;A
2015;23;25;DIVORCIOS;21.2674;A
2015;23;26;DIVORCIOS;21.6721;A
2015;23;27;DIVORCIOS;24.3056;A
2015;23;28;DIVORCIOS;20.153;A
2015;23;29;DIVORCIOS;20.153;A
2015;23;30;DIVORCIOS;18.6339;A
2015;23;31;DIVORCIOS;9.5193;A
2015;23;32;DIVORCIOS;6.0764;A
2015;23;33;DIVORCIOS;6.4811;A
2015;23;34;DIVORCIOS;12.1528;A
2015;23;35;DIVORCIOS;18.6339;A
2015;23;36;DIVORCIOS;12.5575;A
2015;23;37;DIVORCIOS;7.5955;A
2015;23;38;DIVORCIOS;4.5573;A
2015;23;39;DIVORCIOS;9.1146;A
2015;23;40;DIVORCIOS;4.5573;A
2015;23;41;DIVORCIOS;1.5191;A
2015;23;42;DIVORCIOS;7.5955;A
2015;23;43;DIVORCIOS;4.5573;A
2015;23;44;DIVORCIOS;1.5191;A
2015;23;45;DIVORCIOS;1.5191;A
2015;23;46;DIVORCIOS;1.5191;A
2015;23;53;DIVORCIOS;1.5191;A
2015;23;56;DIVORCIOS;1.5191;A
2015;23;59;DIVORCIOS;1.5191;A
2015;23;68;DIVORCIOS;1.5191;A
2015;29;00;DIVORCIOS;3560.4711;A
2015;29;0;DIVORCIOS;22.8416;A
2015;29;1;DIVORCIOS;78.5578;A
2015;29;2;DIVORCIOS;123.8362;A
2015;29;3;DIVORCIOS;133.4644;A
2015;29;4;DIVORCIOS;145.6803;A
2015;29;5;DIVORCIOS;221.0287;A
2015;29;6;DIVORCIOS;191.3635;A
2015;29;7;DIVORCIOS;192.7658;A
2015;29;8;DIVORCIOS;161.2935;A
2015;29;9;DIVORCIOS;166.4979;A
2015;29;10;DIVORCIOS;118.8197;A
2015;29;11;DIVORCIOS;104.5798;A
2015;29;12;DIVORCIOS;119.4124;A
2015;29;13;DIVORCIOS;122.4049;A
2015;29;14;DIVORCIOS;99.9681;A
2015;29;15;DIVORCIOS;93.7662;A
2015;29;16;DIVORCIOS;99.5923;A
2015;29;17;DIVORCIOS;104.9846;A
2015;29;18;DIVORCIOS;86.3499;A
2015;29;19;DIVORCIOS;66.3129;A
2015;29;20;DIVORCIOS;81.3624;A
2015;29;21;DIVORCIOS;76.5338;A
2015;29;22;DIVORCIOS;78.3409;A
2015;29;23;DIVORCIOS;63.5083;A
2015;29;24;DIVORCIOS;92.3639;A
2015;29;25;DIVORCIOS;56.9016;A
2015;29;26;DIVORCIOS;53.2874;A
2015;29;27;DIVORCIOS;57.5233;A
2015;29;28;DIVORCIOS;57.8991;A
2015;29;29;DIVORCIOS;42.6907;A
2015;29;30;DIVORCIOS;44.093;A
2015;29;31;DIVORCIOS;33.4673;A
2015;29;32;DIVORCIOS;35.6792;A
2015;29;33;DIVORCIOS;39.8861;A
2015;29;34;DIVORCIOS;28.2629;A
2015;29;35;DIVORCIOS;44.6857;A
2015;29;36;DIVORCIOS;23.2464;A
2015;29;37;DIVORCIOS;31.8771;A
2015;29;38;DIVORCIOS;31.4723;A
2015;29;39;DIVORCIOS;24.2439;A
2015;29;40;DIVORCIOS;19.0395;A
2015;29;41;DIVORCIOS;18.042;A
2015;29;42;DIVORCIOS;15.2374;A
2015;29;43;DIVORCIOS;6.014;A
2015;29;44;DIVORCIOS;8.4138;A
2015;29;45;DIVORCIOS;13.0255;A
2015;29;46;DIVORCIOS;6.014;A
2015;29;47;DIVORCIOS;7.0115;A
2015;29;48;DIVORCIOS;1.4023;A
2015;29;49;DIVORCIOS;1.4023;A
2015;29;50;DIVORCIOS;1.4023;A
2015;29;51;DIVORCIOS;2.8046;A
2015;29;52;DIVORCIOS;4.2069;A
2015;29;53;DIVORCIOS;1.4023;A
2015;29;58;DIVORCIOS;1.4023;A
2015;29;60;DIVORCIOS;1.4023;A
2015;29;62;DIVORCIOS;1.4023;A
2015;41;00;DIVORCIOS;4007.618;A
2015;41;0;DIVORCIOS;20.2516;A
2015;41;1;DIVORCIOS;79.3872;A
2015;41;2;DIVORCIOS;98.9746;A
2015;41;3;DIVORCIOS;115.2922;A
2015;41;4;DIVORCIOS;161.5254;A
2015;41;5;DIVORCIOS;178.798;A
2015;41;6;DIVORCIOS;194.5654;A
2015;41;7;DIVORCIOS;198.7902;A
2015;41;8;DIVORCIOS;146.8584;A
2015;41;9;DIVORCIOS;179.2028;A
2015;41;10;DIVORCIOS;160.311;A
2015;41;11;DIVORCIOS;172.5492;A
2015;41;12;DIVORCIOS;141.824;A
2015;41;13;DIVORCIOS;136.3848;A
2015;41;14;DIVORCIOS;145.3532;A
2015;41;15;DIVORCIOS;124.0012;A
2015;41;16;DIVORCIOS;129.181;A
2015;41;17;DIVORCIOS;109.1888;A
2015;41;18;DIVORCIOS;133.2604;A
2015;41;19;DIVORCIOS;103.7496;A
2015;41;20;DIVORCIOS;103.7496;A
2015;41;21;DIVORCIOS;81.9928;A
2015;41;22;DIVORCIOS;98.165;A
2015;41;23;DIVORCIOS;90.5564;A
2015;41;24;DIVORCIOS;97.6148;A
2015;41;25;DIVORCIOS;69.2044;A
2015;41;26;DIVORCIOS;86.3316;A
2015;41;27;DIVORCIOS;68.7996;A
2015;41;28;DIVORCIOS;57.9212;A
2015;41;29;DIVORCIOS;52.8868;A
2015;41;30;DIVORCIOS;41.6036;A
2015;41;31;DIVORCIOS;46.0878;A
2015;41;32;DIVORCIOS;36.974;A
2015;41;33;DIVORCIOS;44.728;A
2015;41;34;DIVORCIOS;29.9156;A
2015;41;35;DIVORCIOS;29.7702;A
2015;41;36;DIVORCIOS;42.1538;A
2015;41;37;DIVORCIOS;39.2888;A
2015;41;38;DIVORCIOS;30.3204;A
2015;41;39;DIVORCIOS;17.532;A
2015;41;40;DIVORCIOS;19.442;A
2015;41;41;DIVORCIOS;19.8468;A
2015;41;42;DIVORCIOS;16.3176;A
2015;41;43;DIVORCIOS;10.8784;A
2015;41;44;DIVORCIOS;2.7196;A
2015;41;45;DIVORCIOS;9.9234;A
2015;41;46;DIVORCIOS;2.7196;A
2015;41;47;DIVORCIOS;4.4842;A
2015;41;48;DIVORCIOS;8.5636;A
2015;41;49;DIVORCIOS;5.4392;A
2015;41;50;DIVORCIOS;5.4392;A
2015;41;51;DIVORCIOS;4.0794;A
2015;41;54;DIVORCIOS;1.3598;A
2015;41;55;DIVORCIOS;1.3598;A
2014;C01;00;DIVORCIOS;17376.98787;A
2014;C01;0;DIVORCIOS;130.40554;A
2014;C01;1;DIVORCIOS;355.0257;A
2014;C01;2;DIVORCIOS;512.80817;A
2014;C01;3;DIVORCIOS;620.03974;A
2014;C01;4;DIVORCIOS;758.88087;A
2014;C01;5;DIVORCIOS;830.45082;A
2014;C01;6;DIVORCIOS;894.90944;A
2014;C01;7;DIVORCIOS;852.01047;A
2014;C01;8;DIVORCIOS;801.46223;A
2014;C01;9;DIVORCIOS;730.5046;A
2014;C01;10;DIVORCIOS;666.06613;A
2014;C01;11;DIVORCIOS;701.09706;A
2014;C01;12;DIVORCIOS;629.90451;A
2014;C01;13;DIVORCIOS;549.68513;A
2014;C01;14;DIVORCIOS;588.17576;A
2014;C01;15;DIVORCIOS;561.57622;A
2014;C01;16;DIVORCIOS;505.43149;A
2014;C01;17;DIVORCIOS;467.15529;A
2014;C01;18;DIVORCIOS;452.22259;A
2014;C01;19;DIVORCIOS;471.65879;A
2014;C01;20;DIVORCIOS;456.86388;A
2014;C01;21;DIVORCIOS;432.62561;A
2014;C01;22;DIVORCIOS;423.32017;A
2014;C01;23;DIVORCIOS;421.24849;A
2014;C01;24;DIVORCIOS;383.24519;A
2014;C01;25;DIVORCIOS;322.309;A
2014;C01;26;DIVORCIOS;273.65288;A
2014;C01;27;DIVORCIOS;264.13407;A
2014;C01;28;DIVORCIOS;226.89877;A
2014;C01;29;DIVORCIOS;222.49903;A
2014;C01;30;DIVORCIOS;201.83998;A
2014;C01;31;DIVORCIOS;211.76446;A
2014;C01;32;DIVORCIOS;158.89706;A
