TEMPORAL;TERRITORIO;EDAD;EDADC2;INDICATOR;OBS_VALUE;FREQ
2019;41;00;055059;DIVORCIOS;304.49107;A
2019;41;00;060064;DIVORCIOS;177.57558;A
2019;41;00;065069;DIVORCIOS;78.59085;A
2019;41;00;070074;DIVORCIOS;32.15836;A
2019;41;00;075100;DIVORCIOS;19.76845;A
2019;41;015019;00;DIVORCIOS;7.68729;A
2019;41;015019;025029;DIVORCIOS;5.96141;A
2019;41;015019;075100;DIVORCIOS;1.72588;A
2019;41;025029;00;DIVORCIOS;37.49434;A
2019;41;025029;015024;DIVORCIOS;2.50965;A
2019;41;025029;025029;DIVORCIOS;18.82634;A
2019;41;025029;030034;DIVORCIOS;6.90352;A
2019;41;025029;035039;DIVORCIOS;4.23553;A
2019;41;025029;040044;DIVORCIOS;2.50965;A
2019;41;025029;045049;DIVORCIOS;2.50965;A
2019;41;030034;00;DIVORCIOS;197.51823;A
2019;41;030034;025029;DIVORCIOS;48.79173;A
2019;41;030034;030034;DIVORCIOS;103.54487;A
2019;41;030034;035039;DIVORCIOS;34.98469;A
2019;41;030034;040044;DIVORCIOS;5.96141;A
2019;41;030034;045049;DIVORCIOS;4.23553;A
2019;41;035039;00;DIVORCIOS;591.62051;A
2019;41;035039;025029;DIVORCIOS;16.15835;A
2019;41;035039;030034;DIVORCIOS;177.74978;A
2019;41;035039;035039;DIVORCIOS;298.56138;A
2019;41;035039;040044;DIVORCIOS;79.69923;A
2019;41;035039;045049;DIVORCIOS;14.43247;A
2019;41;035039;050054;DIVORCIOS;5.0193;A
2019;41;040044;00;DIVORCIOS;821.95425;A
2019;41;040044;025029;DIVORCIOS;6.90352;A
2019;41;040044;030034;DIVORCIOS;49.41716;A
2019;41;040044;035039;DIVORCIOS;214.78496;A
2019;41;040044;040044;DIVORCIOS;428.16072;A
2019;41;040044;045049;DIVORCIOS;107.31331;A
2019;41;040044;050054;DIVORCIOS;12.86493;A
2019;41;040044;055059;DIVORCIOS;2.50965;A
2019;41;045049;00;DIVORCIOS;866.97754;A
2019;41;045049;025029;DIVORCIOS;7.52895;A
2019;41;045049;030034;DIVORCIOS;6.90352;A
2019;41;045049;035039;DIVORCIOS;64.32465;A
2019;41;045049;040044;DIVORCIOS;297.46886;A
2019;41;045049;045049;DIVORCIOS;401.17207;A
2019;41;045049;050054;DIVORCIOS;65.73385;A
2019;41;045049;055059;DIVORCIOS;19.61011;A
2019;41;045049;060064;DIVORCIOS;4.23553;A
2019;41;050054;00;DIVORCIOS;702.36179;A
2019;41;050054;025029;DIVORCIOS;1.72588;A
2019;41;050054;030034;DIVORCIOS;7.68729;A
2019;41;050054;035039;DIVORCIOS;6.90352;A
2019;41;050054;040044;DIVORCIOS;47.22419;A
2019;41;050054;045049;DIVORCIOS;277.68455;A
2019;41;050054;050054;DIVORCIOS;309.99332;A
2019;41;050054;055059;DIVORCIOS;42.67198;A
2019;41;050054;060064;DIVORCIOS;8.47106;A
2019;41;055059;00;DIVORCIOS;367.87361;A
2019;41;055059;030034;DIVORCIOS;1.72588;A
2019;41;055059;035039;DIVORCIOS;1.72588;A
2019;41;055059;040044;DIVORCIOS;11.92282;A
2019;41;055059;045049;DIVORCIOS;47.84962;A
2019;41;055059;050054;DIVORCIOS;165.03526;A
2019;41;055059;055059;DIVORCIOS;123.4558;A
2019;41;055059;060064;DIVORCIOS;16.15835;A
2019;41;060064;00;DIVORCIOS;232.32872;A
2019;41;060064;035039;DIVORCIOS;2.50965;A
2019;41;060064;040044;DIVORCIOS;1.72588;A
2019;41;060064;045049;DIVORCIOS;15.37458;A
2019;41;060064;050054;DIVORCIOS;23.84564;A
2019;41;060064;055059;DIVORCIOS;91.61412;A
2019;41;060064;060064;DIVORCIOS;71.84567;A
2019;41;060064;065069;DIVORCIOS;23.6873;A
2019;41;060064;070074;DIVORCIOS;1.72588;A
2019;41;065069;00;DIVORCIOS;119.53695;A
2019;41;065069;040044;DIVORCIOS;5.96141;A
2019;41;065069;045049;DIVORCIOS;3.45176;A
2019;41;065069;050054;DIVORCIOS;10.98071;A
2019;41;065069;055059;DIVORCIOS;13.6487;A
2019;41;065069;060064;DIVORCIOS;63.37461;A
2019;41;065069;065069;DIVORCIOS;19.61011;A
2019;41;065069;070074;DIVORCIOS;2.50965;A
2019;41;070074;00;DIVORCIOS;75.76452;A
2019;41;070074;050054;DIVORCIOS;4.23553;A
2019;41;070074;055059;DIVORCIOS;6.74518;A
2019;41;070074;060064;DIVORCIOS;11.76448;A
2019;41;070074;065069;DIVORCIOS;30.27414;A
2019;41;070074;070074;DIVORCIOS;16.78378;A
2019;41;070074;075100;DIVORCIOS;5.96141;A
2019;41;065100;00;DIVORCIOS;38.43645;A
2019;41;065100;030034;DIVORCIOS;1.72588;A
2019;41;065100;045049;DIVORCIOS;2.50965;A
2019;41;065100;055059;DIVORCIOS;4.23553;A
2019;41;065100;060064;DIVORCIOS;1.72588;A
2019;41;065100;065069;DIVORCIOS;5.0193;A
2019;41;065100;070074;DIVORCIOS;11.13905;A
2019;41;065100;075100;DIVORCIOS;12.08116;A
2018;C01;00;00;DIVORCIOS;16934.828;A
2018;C01;00;015024;DIVORCIOS;88.1774;A
2018;C01;00;025029;DIVORCIOS;489.9473;A
2018;C01;00;030034;DIVORCIOS;1655.0326;A
2018;C01;00;035039;DIVORCIOS;2865.526;A
2018;C01;00;040044;DIVORCIOS;3588.0795;A
2018;C01;00;045049;DIVORCIOS;3320.3626;A
2018;C01;00;050054;DIVORCIOS;2410.533;A
2018;C01;00;055059;DIVORCIOS;1277.9807;A
2018;C01;00;060064;DIVORCIOS;662.107;A
2018;C01;00;065069;DIVORCIOS;363.8357;A
2018;C01;00;070074;DIVORCIOS;145.0715;A
2018;C01;00;075100;DIVORCIOS;68.1747;A
2018;C01;015019;00;DIVORCIOS;15.6767;A
2018;C01;015019;015024;DIVORCIOS;9.4493;A
2018;C01;015019;025029;DIVORCIOS;2.7811;A
2018;C01;015019;030034;DIVORCIOS;1.312;A
2018;C01;015019;040044;DIVORCIOS;2.1343;A
2018;C01;025029;00;DIVORCIOS;275.7046;A
2018;C01;025029;015024;DIVORCIOS;51.6013;A
2018;C01;025029;025029;DIVORCIOS;95.3406;A
2018;C01;025029;030034;DIVORCIOS;78.9092;A
2018;C01;025029;035039;DIVORCIOS;27.4393;A
2018;C01;025029;040044;DIVORCIOS;11.0281;A
2018;C01;025029;045049;DIVORCIOS;9.917;A
2018;C01;025029;050054;DIVORCIOS;1.4691;A
2018;C01;030034;00;DIVORCIOS;1072.8831;A
2018;C01;030034;015024;DIVORCIOS;14.7945;A
2018;C01;030034;025029;DIVORCIOS;199.1917;A
2018;C01;030034;030034;DIVORCIOS;573.7155;A
2018;C01;030034;035039;DIVORCIOS;206.249;A
2018;C01;030034;040044;DIVORCIOS;39.607;A
2018;C01;030034;045049;DIVORCIOS;28.7569;A
2018;C01;030034;050054;DIVORCIOS;4.2754;A
2018;C01;030034;055059;DIVORCIOS;4.115;A
2018;C01;030034;060064;DIVORCIOS;2.1781;A
2018;C01;035039;00;DIVORCIOS;2510.2988;A
2018;C01;035039;015024;DIVORCIOS;1.312;A
2018;C01;035039;025029;DIVORCIOS;119.5351;A
2018;C01;035039;030034;DIVORCIOS;693.2406;A
2018;C01;035039;035039;DIVORCIOS;1196.0599;A
2018;C01;035039;040044;DIVORCIOS;403.6791;A
2018;C01;035039;045049;DIVORCIOS;82.8901;A
2018;C01;035039;050054;DIVORCIOS;4.9043;A
2018;C01;035039;055059;DIVORCIOS;3.058;A
2018;C01;035039;060064;DIVORCIOS;2.7811;A
2018;C01;035039;065069;DIVORCIOS;2.8386;A
2018;C01;040044;00;DIVORCIOS;3324.1889;A
2018;C01;040044;015024;DIVORCIOS;3.4352;A
2018;C01;040044;025029;DIVORCIOS;43.621;A
2018;C01;040044;030034;DIVORCIOS;201.0886;A
2018;C01;040044;035039;DIVORCIOS;1044.4799;A
2018;C01;040044;040044;DIVORCIOS;1586.4658;A
2018;C01;040044;045049;DIVORCIOS;387.9257;A
2018;C01;040044;050054;DIVORCIOS;42.8375;A
2018;C01;040044;055059;DIVORCIOS;6.995;A
2018;C01;040044;060064;DIVORCIOS;5.3741;A
2018;C01;040044;065069;DIVORCIOS;1.9661;A
2018;C01;045049;00;DIVORCIOS;3242.3857;A
2018;C01;045049;025029;DIVORCIOS;23.4113;A
2018;C01;045049;030034;DIVORCIOS;64.273;A
2018;C01;045049;035039;DIVORCIOS;260.4438;A
2018;C01;045049;040044;DIVORCIOS;1160.1238;A
2018;C01;045049;045049;DIVORCIOS;1429.998;A
2018;C01;045049;050054;DIVORCIOS;236.62;A
2018;C01;045049;055059;DIVORCIOS;47.0261;A
2018;C01;045049;060064;DIVORCIOS;10.9691;A
2018;C01;045049;065069;DIVORCIOS;3.2781;A
2018;C01;045049;070074;DIVORCIOS;4.0644;A
2018;C01;045049;075100;DIVORCIOS;2.1781;A
2018;C01;050054;00;DIVORCIOS;2701.2641;A
2018;C01;050054;015024;DIVORCIOS;6.116;A
2018;C01;050054;025029;DIVORCIOS;1.9661;A
2018;C01;050054;030034;DIVORCIOS;23.5939;A
2018;C01;050054;035039;DIVORCIOS;80.1433;A
2018;C01;050054;040044;DIVORCIOS;256.118;A
2018;C01;050054;045049;DIVORCIOS;975.6358;A
2018;C01;050054;050054;DIVORCIOS;1140.2971;A
2018;C01;050054;055059;DIVORCIOS;171.517;A
2018;C01;050054;060064;DIVORCIOS;45.8769;A
2018;C01;055059;00;DIVORCIOS;1850.3121;A
2018;C01;055059;015024;DIVORCIOS;1.4691;A
2018;C01;055059;030034;DIVORCIOS;10.4017;A
2018;C01;055059;035039;DIVORCIOS;21.6796;A
2018;C01;055059;040044;DIVORCIOS;74.4065;A
2018;C01;055059;045049;DIVORCIOS;292.7589;A
2018;C01;055059;050054;DIVORCIOS;787.9001;A
2018;C01;055059;055059;DIVORCIOS;569.7894;A
2018;C01;055059;060064;DIVORCIOS;74.8276;A
2018;C01;055059;065069;DIVORCIOS;12.5402;A
2018;C01;055059;070074;DIVORCIOS;1.7866;A
2018;C01;055059;075100;DIVORCIOS;2.7524;A
2018;C01;060064;00;DIVORCIOS;996.0815;A
2018;C01;060064;025029;DIVORCIOS;2.1343;A
2018;C01;060064;030034;DIVORCIOS;8.4981;A
2018;C01;060064;035039;DIVORCIOS;19.9054;A
2018;C01;060064;040044;DIVORCIOS;41.3037;A
2018;C01;060064;045049;DIVORCIOS;72.1075;A
2018;C01;060064;050054;DIVORCIOS;137.769;A
2018;C01;060064;055059;DIVORCIOS;390.0347;A
2018;C01;060064;060064;DIVORCIOS;274.9584;A
2018;C01;060064;065069;DIVORCIOS;44.3975;A
2018;C01;060064;070074;DIVORCIOS;4.9729;A
2018;C01;065069;00;DIVORCIOS;517.0029;A
2018;C01;065069;035039;DIVORCIOS;4.9043;A
2018;C01;065069;040044;DIVORCIOS;3.6034;A
2018;C01;065069;045049;DIVORCIOS;27.5686;A
2018;C01;065069;050054;DIVORCIOS;34.8719;A
2018;C01;065069;055059;DIVORCIOS;64.9377;A
2018;C01;065069;060064;DIVORCIOS;191.2864;A
2018;C01;065069;065069;DIVORCIOS;169.9626;A
2018;C01;065069;070074;DIVORCIOS;16.2208;A
2018;C01;065069;075100;DIVORCIOS;3.6472;A
2018;C01;070074;00;DIVORCIOS;257.2081;A
2018;C01;070074;025029;DIVORCIOS;1.9661;A
2018;C01;070074;035039;DIVORCIOS;4.2215;A
2018;C01;070074;040044;DIVORCIOS;7.6437;A
2018;C01;070074;045049;DIVORCIOS;6.1103;A
2018;C01;070074;050054;DIVORCIOS;14.5719;A
2018;C01;070074;055059;DIVORCIOS;9.3915;A
2018;C01;070074;060064;DIVORCIOS;40.4305;A
2018;C01;070074;065069;DIVORCIOS;101.2186;A
2018;C01;070074;070074;DIVORCIOS;66.95;A
2018;C01;070074;075100;DIVORCIOS;4.704;A
2018;C01;065100;00;DIVORCIOS;171.8215;A
2018;C01;065100;040044;DIVORCIOS;1.9661;A
2018;C01;065100;045049;DIVORCIOS;6.6938;A
2018;C01;065100;050054;DIVORCIOS;5.0167;A
2018;C01;065100;055059;DIVORCIOS;11.1163;A
2018;C01;065100;060064;DIVORCIOS;13.4248;A
2018;C01;065100;065069;DIVORCIOS;27.634;A
2018;C01;065100;070074;DIVORCIOS;51.0768;A
2018;C01;065100;075100;DIVORCIOS;54.893;A
2018;04;00;00;DIVORCIOS;1456.1395;A
2018;04;00;015024;DIVORCIOS;12.6289;A
2018;04;00;025029;DIVORCIOS;62.7518;A
2018;04;00;030034;DIVORCIOS;160.078;A
2018;04;00;035039;DIVORCIOS;281.5949;A
2018;04;00;040044;DIVORCIOS;302.755;A
2018;04;00;045049;DIVORCIOS;267.0025;A
2018;04;00;050054;DIVORCIOS;177.479;A
2018;04;00;055059;DIVORCIOS;105.1858;A
2018;04;00;060064;DIVORCIOS;47.0923;A
2018;04;00;065069;DIVORCIOS;28.3453;A
2018;04;00;070074;DIVORCIOS;8.9808;A
2018;04;00;075100;DIVORCIOS;2.2452;A
2018;04;015019;00;DIVORCIOS;3.2554;A
2018;04;015019;015024;DIVORCIOS;3.2554;A
2018;04;025029;00;DIVORCIOS;24.2476;A
2018;04;025029;015024;DIVORCIOS;7.7458;A
2018;04;025029;025029;DIVORCIOS;5.5006;A
2018;04;025029;030034;DIVORCIOS;5.5006;A
2018;04;025029;035039;DIVORCIOS;5.5006;A
2018;04;030034;00;DIVORCIOS;122.4161;A
2018;04;030034;015024;DIVORCIOS;1.6277;A
2018;04;030034;025029;DIVORCIOS;29.7482;A
2018;04;030034;030034;DIVORCIOS;60.8993;A
2018;04;030034;035039;DIVORCIOS;15.8843;A
2018;04;030034;040044;DIVORCIOS;7.1283;A
2018;04;030034;045049;DIVORCIOS;7.1283;A
2018;04;035039;00;DIVORCIOS;251.9036;A
2018;04;035039;025029;DIVORCIOS;22.0024;A
2018;04;035039;030034;DIVORCIOS;55.3987;A
2018;04;035039;035039;DIVORCIOS;119.7213;A
2018;04;035039;040044;DIVORCIOS;39.2896;A
2018;04;035039;045049;DIVORCIOS;15.4916;A
2018;04;040044;00;DIVORCIOS;281.2022;A
2018;04;040044;025029;DIVORCIOS;3.2554;A
2018;04;040044;030034;DIVORCIOS;21.3849;A
2018;04;040044;035039;DIVORCIOS;102.2093;A
2018;04;040044;040044;DIVORCIOS;113.828;A
2018;04;040044;045049;DIVORCIOS;29.5234;A
2018;04;040044;050054;DIVORCIOS;9.3735;A
2018;04;040044;055059;DIVORCIOS;1.6277;A
2018;04;045049;00;DIVORCIOS;261.445;A
2018;04;045049;025029;DIVORCIOS;2.2452;A
2018;04;045049;030034;DIVORCIOS;3.2554;A
2018;04;045049;035039;DIVORCIOS;25.6505;A
2018;04;045049;040044;DIVORCIOS;107.0924;A
2018;04;045049;045049;DIVORCIOS;96.7087;A
2018;04;045049;050054;DIVORCIOS;20.3747;A
2018;04;045049;055059;DIVORCIOS;6.1181;A
2018;04;050054;00;DIVORCIOS;206.1032;A
2018;04;050054;030034;DIVORCIOS;6.5108;A
2018;04;050054;035039;DIVORCIOS;4.8831;A
2018;04;050054;040044;DIVORCIOS;21.1601;A
2018;04;050054;045049;DIVORCIOS;75.1559;A
2018;04;050054;050054;DIVORCIOS;79.6463;A
2018;04;050054;055059;DIVORCIOS;17.1193;A
2018;04;050054;060064;DIVORCIOS;1.6277;A
2018;04;055059;00;DIVORCIOS;132.464;A
2018;04;055059;030034;DIVORCIOS;3.2554;A
2018;04;055059;035039;DIVORCIOS;1.6277;A
2018;04;055059;040044;DIVORCIOS;6.5108;A
2018;04;055059;045049;DIVORCIOS;33.6211;A
2018;04;055059;050054;DIVORCIOS;44.2296;A
2018;04;055059;055059;DIVORCIOS;30.9832;A
2018;04;055059;060064;DIVORCIOS;9.991;A
2018;04;055059;065069;DIVORCIOS;2.2452;A
2018;04;060064;00;DIVORCIOS;93.7919;A
2018;04;060064;030034;DIVORCIOS;3.8729;A
2018;04;060064;035039;DIVORCIOS;6.1181;A
2018;04;060064;040044;DIVORCIOS;6.1181;A
2018;04;060064;045049;DIVORCIOS;3.8729;A
2018;04;060064;050054;DIVORCIOS;18.3543;A
2018;04;060064;055059;DIVORCIOS;34.4634;A
2018;04;060064;060064;DIVORCIOS;19.3645;A
2018;04;060064;065069;DIVORCIOS;1.6277;A
2018;04;065069;00;DIVORCIOS;57.0833;A
2018;04;065069;045049;DIVORCIOS;5.5006;A
2018;04;065069;050054;DIVORCIOS;3.8729;A
2018;04;065069;055059;DIVORCIOS;11.0012;A
2018;04;065069;060064;DIVORCIOS;13.8639;A
2018;04;065069;065069;DIVORCIOS;20.5995;A
2018;04;065069;070074;DIVORCIOS;2.2452;A
2018;04;070074;00;DIVORCIOS;14.4814;A
2018;04;070074;040044;DIVORCIOS;1.6277;A
2018;04;070074;050054;DIVORCIOS;1.6277;A
2018;04;070074;055059;DIVORCIOS;2.2452;A
2018;04;070074;060064;DIVORCIOS;2.2452;A
2018;04;070074;065069;DIVORCIOS;2.2452;A
2018;04;070074;070074;DIVORCIOS;4.4904;A
2018;04;065100;00;DIVORCIOS;7.7458;A
2018;04;065100;055059;DIVORCIOS;1.6277;A
2018;04;065100;065069;DIVORCIOS;1.6277;A
2018;04;065100;070074;DIVORCIOS;2.2452;A
2018;04;065100;075100;DIVORCIOS;2.2452;A
2018;11;00;00;DIVORCIOS;2490.3415;A
2018;11;00;015024;DIVORCIOS;8.7124;A
2018;11;00;025029;DIVORCIOS;52.5126;A
2018;11;00;030034;DIVORCIOS;198.9217;A
2018;11;00;035039;DIVORCIOS;420.8709;A
2018;11;00;040044;DIVORCIOS;535.6168;A
2018;11;00;045049;DIVORCIOS;498.036;A
2018;11;00;050054;DIVORCIOS;417.3484;A
2018;11;00;055059;DIVORCIOS;148.9445;A
2018;11;00;060064;DIVORCIOS;97.0062;A
2018;11;00;065069;DIVORCIOS;63.067;A
2018;11;00;070074;DIVORCIOS;26.8306;A
2018;11;00;075100;DIVORCIOS;22.4744;A
2018;11;025029;00;DIVORCIOS;27.8601;A
2018;11;025029;015024;DIVORCIOS;6.5343;A
2018;11;025029;025029;DIVORCIOS;4.9305;A
2018;11;025029;030034;DIVORCIOS;9.2867;A
2018;11;025029;035039;DIVORCIOS;4.9305;A
2018;11;025029;045049;DIVORCIOS;2.1781;A
2018;11;030034;00;DIVORCIOS;130.0138;A
2018;11;030034;015024;DIVORCIOS;2.1781;A
2018;11;030034;025029;DIVORCIOS;22.9296;A
2018;11;030034;030034;DIVORCIOS;58.4726;A
2018;11;030034;035039;DIVORCIOS;31.642;A
2018;11;030034;040044;DIVORCIOS;7.1086;A
2018;11;030034;045049;DIVORCIOS;5.5048;A
2018;11;030034;060064;DIVORCIOS;2.1781;A
2018;11;035039;00;DIVORCIOS;344.0631;A
2018;11;035039;025029;DIVORCIOS;24.6525;A
2018;11;035039;030034;DIVORCIOS;100.5499;A
2018;11;035039;035039;DIVORCIOS;164.8634;A
2018;11;035039;040044;DIVORCIOS;42.5325;A
2018;11;035039;045049;DIVORCIOS;11.4648;A
2018;11;040044;00;DIVORCIOS;482.3129;A
2018;11;040044;030034;DIVORCIOS;23.5039;A
2018;11;040044;035039;DIVORCIOS;168.6453;A
2018;11;040044;040044;DIVORCIOS;242.7007;A
2018;11;040044;045049;DIVORCIOS;45.2849;A
2018;11;040044;050054;DIVORCIOS;2.1781;A
2018;11;045049;00;DIVORCIOS;481.7386;A
2018;11;045049;030034;DIVORCIOS;4.3562;A
2018;11;045049;035039;DIVORCIOS;33.8201;A
2018;11;045049;040044;DIVORCIOS;176.6643;A
2018;11;045049;045049;DIVORCIOS;220.4645;A
2018;11;045049;050054;DIVORCIOS;33.8201;A
2018;11;045049;055059;DIVORCIOS;7.6829;A
2018;11;045049;070074;DIVORCIOS;2.7524;A
2018;11;045049;075100;DIVORCIOS;2.1781;A
2018;11;050054;00;DIVORCIOS;410.4568;A
2018;11;050054;030034;DIVORCIOS;2.7524;A
2018;11;050054;035039;DIVORCIOS;6.5343;A
2018;11;050054;040044;DIVORCIOS;40.3544;A
2018;11;050054;045049;DIVORCIOS;137.1224;A
2018;11;050054;050054;DIVORCIOS;199.0408;A
2018;11;050054;055059;DIVORCIOS;16.9696;A
2018;11;050054;060064;DIVORCIOS;7.6829;A
2018;11;055059;00;DIVORCIOS;303.849;A
2018;11;055059;035039;DIVORCIOS;4.9305;A
2018;11;055059;040044;DIVORCIOS;20.7515;A
2018;11;055059;045049;DIVORCIOS;55.8393;A
2018;11;055059;050054;DIVORCIOS;145.6178;A
2018;11;055059;055059;DIVORCIOS;56.9879;A
2018;11;055059;060064;DIVORCIOS;14.2172;A
2018;11;055059;065069;DIVORCIOS;2.7524;A
2018;11;055059;075100;DIVORCIOS;2.7524;A
2018;11;060064;00;DIVORCIOS;153.4198;A
2018;11;060064;035039;DIVORCIOS;2.7524;A
2018;11;060064;040044;DIVORCIOS;5.5048;A
2018;11;060064;045049;DIVORCIOS;10.8905;A
2018;11;060064;050054;DIVORCIOS;24.6525;A
2018;11;060064;055059;DIVORCIOS;56.4136;A
2018;11;060064;060064;DIVORCIOS;46.6717;A
2018;11;060064;065069;DIVORCIOS;6.5343;A
2018;11;065069;00;DIVORCIOS;85.9966;A
2018;11;065069;045049;DIVORCIOS;2.7524;A
2018;11;065069;050054;DIVORCIOS;4.9305;A
2018;11;065069;055059;DIVORCIOS;8.7124;A
2018;11;065069;060064;DIVORCIOS;19.722;A
2018;11;065069;065069;DIVORCIOS;43.345;A
2018;11;065069;070074;DIVORCIOS;4.3562;A
2018;11;065069;075100;DIVORCIOS;2.1781;A
2018;11;070074;00;DIVORCIOS;31.7611;A
2018;11;070074;035039;DIVORCIOS;2.7524;A
2018;11;070074;045049;DIVORCIOS;2.1781;A
2018;11;070074;050054;DIVORCIOS;4.9305;A
2018;11;070074;060064;DIVORCIOS;4.3562;A
2018;11;070074;065069;DIVORCIOS;7.6829;A
2018;11;070074;070074;DIVORCIOS;9.861;A
2018;11;065100;00;DIVORCIOS;38.8697;A
2018;11;065100;045049;DIVORCIOS;4.3562;A
2018;11;065100;050054;DIVORCIOS;2.1781;A
2018;11;065100;055059;DIVORCIOS;2.1781;A
2018;11;065100;060064;DIVORCIOS;2.1781;A
2018;11;065100;065069;DIVORCIOS;2.7524;A
2018;11;065100;070074;DIVORCIOS;9.861;A
2018;11;065100;075100;DIVORCIOS;15.3658;A
2018;14;00;00;DIVORCIOS;1405.7198;A
2018;14;00;015024;DIVORCIOS;9.6586;A
2018;14;00;025029;DIVORCIOS;46.1436;A
2018;14;00;030034;DIVORCIOS;136.3932;A
2018;14;00;035039;DIVORCIOS;240.0412;A
2018;14;00;040044;DIVORCIOS;294.9216;A
2018;14;00;045049;DIVORCIOS;279.3738;A
2018;14;00;050054;DIVORCIOS;179.1598;A
2018;14;00;055059;DIVORCIOS;111.8006;A
2018;14;00;060064;DIVORCIOS;60.5482;A
2018;14;00;065069;DIVORCIOS;31.7116;A
2018;14;00;070074;DIVORCIOS;14.6556;A
2018;14;00;075100;DIVORCIOS;1.312;A
2018;14;015019;00;DIVORCIOS;4.4106;A
2018;14;015019;015024;DIVORCIOS;1.7866;A
2018;14;015019;025029;DIVORCIOS;1.312;A
2018;14;015019;030034;DIVORCIOS;1.312;A
2018;14;025029;00;DIVORCIOS;29.4504;A
2018;14;025029;015024;DIVORCIOS;5.248;A
2018;14;025029;025029;DIVORCIOS;10.9706;A
2018;14;025029;030034;DIVORCIOS;8.8212;A
2018;14;025029;035039;DIVORCIOS;1.7866;A
2018;14;025029;040044;DIVORCIOS;2.624;A
2018;14;030034;00;DIVORCIOS;83.5778;A
2018;14;030034;015024;DIVORCIOS;1.312;A
2018;14;030034;025029;DIVORCIOS;20.741;A
2018;14;030034;030034;DIVORCIOS;46.6182;A
2018;14;030034;035039;DIVORCIOS;13.5946;A
2018;14;030034;040044;DIVORCIOS;1.312;A
2018;14;035039;00;DIVORCIOS;219.161;A
2018;14;035039;015024;DIVORCIOS;1.312;A
2018;14;035039;025029;DIVORCIOS;10.496;A
2018;14;035039;030034;DIVORCIOS;54.2392;A
2018;14;035039;035039;DIVORCIOS;119.3646;A
2018;14;035039;040044;DIVORCIOS;26.7146;A
2018;14;035039;045049;DIVORCIOS;5.7226;A
2018;14;035039;060064;DIVORCIOS;1.312;A
2018;14;040044;00;DIVORCIOS;249.4762;A
2018;14;040044;025029;DIVORCIOS;1.312;A
2018;14;040044;030034;DIVORCIOS;14.432;A
2018;14;040044;035039;DIVORCIOS;75.845;A
2018;14;040044;040044;DIVORCIOS;124.9754;A
2018;14;040044;045049;DIVORCIOS;29.3386;A
2018;14;040044;050054;DIVORCIOS;3.5732;A
2018;14;045049;00;DIVORCIOS;260.4468;A
2018;14;045049;025029;DIVORCIOS;1.312;A
2018;14;045049;030034;DIVORCIOS;7.872;A
2018;14;045049;035039;DIVORCIOS;25.0398;A
2018;14;045049;040044;DIVORCIOS;102.9224;A
2018;14;045049;045049;DIVORCIOS;99.5728;A
2018;14;045049;050054;DIVORCIOS;16.6932;A
2018;14;045049;055059;DIVORCIOS;4.4106;A
2018;14;045049;065069;DIVORCIOS;1.312;A
2018;14;045049;070074;DIVORCIOS;1.312;A
2018;14;050054;00;DIVORCIOS;254.0556;A
2018;14;050054;030034;DIVORCIOS;1.312;A
2018;14;050054;035039;DIVORCIOS;1.312;A
2018;14;050054;040044;DIVORCIOS;24.5652;A
2018;14;050054;045049;DIVORCIOS;111.2416;A
2018;14;050054;050054;DIVORCIOS;98.3452;A
2018;14;050054;055059;DIVORCIOS;12.3944;A
2018;14;050054;060064;DIVORCIOS;4.8852;A
2018;14;055059;00;DIVORCIOS;157.5814;A
2018;14;055059;035039;DIVORCIOS;1.312;A
2018;14;055059;040044;DIVORCIOS;7.872;A
2018;14;055059;045049;DIVORCIOS;24.677;A
2018;14;055059;050054;DIVORCIOS;55.3002;A
2018;14;055059;055059;DIVORCIOS;60.911;A
2018;14;055059;060064;DIVORCIOS;5.7226;A
2018;14;055059;070074;DIVORCIOS;1.7866;A
2018;14;060064;00;DIVORCIOS;73.6682;A
2018;14;060064;030034;DIVORCIOS;1.7866;A
2018;14;060064;035039;DIVORCIOS;1.7866;A
2018;14;060064;040044;DIVORCIOS;2.624;A
2018;14;060064;045049;DIVORCIOS;8.8212;A
2018;14;060064;050054;DIVORCIOS;5.248;A
2018;14;060064;055059;DIVORCIOS;27.8874;A
2018;14;060064;060064;DIVORCIOS;21.5784;A
2018;14;060064;065069;DIVORCIOS;3.936;A
2018;14;065069;00;DIVORCIOS;42.9058;A
2018;14;065069;055059;DIVORCIOS;6.1972;A
2018;14;065069;060064;DIVORCIOS;23.9514;A
2018;14;065069;065069;DIVORCIOS;11.4452;A
2018;14;065069;070074;DIVORCIOS;1.312;A
2018;14;070074;00;DIVORCIOS;23.4768;A
2018;14;070074;040044;DIVORCIOS;1.312;A
2018;14;070074;060064;DIVORCIOS;3.0986;A
2018;14;070074;065069;DIVORCIOS;12.3944;A
2018;14;070074;070074;DIVORCIOS;6.6718;A
2018;14;065100;00;DIVORCIOS;7.5092;A
2018;14;065100;065069;DIVORCIOS;2.624;A
2018;14;065100;070074;DIVORCIOS;3.5732;A
2018;14;065100;075100;DIVORCIOS;1.312;A
2018;18;00;00;DIVORCIOS;1684.5826;A
2018;18;00;015024;DIVORCIOS;2.7379;A
2018;18;00;025029;DIVORCIOS;58.1681;A
2018;18;00;030034;DIVORCIOS;171.638;A
2018;18;00;035039;DIVORCIOS;282.3058;A
2018;18;00;040044;DIVORCIOS;332.196;A
2018;18;00;045049;DIVORCIOS;313.8955;A
2018;18;00;050054;DIVORCIOS;233.8733;A
