D_TEMPORAL_0;D_ESTADO_DATO_0;D_IVGS_TIPVENT_0;D_IVGS_SERIEIVGS_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2011-06;D;04;01;C01;Índice;106.29804673;M
2011-06;D;05;01;C01;Índice;109.662547431;M
2011-06;D;06;01;C01;Índice;104.003888349;M
2011-07;D;04;01;C01;Índice;131.253337809;M
2011-07;D;05;01;C01;Índice;123.524540395;M
2011-07;D;06;01;C01;Índice;133.53080274;M
2011-08;D;04;01;C01;Índice;113.999909411;M
2011-08;D;05;01;C01;Índice;120.620632038;M
2011-08;D;06;01;C01;Índice;110.677471292;M
2011-09;D;04;01;C01;Índice;102.544543802;M
2011-09;D;05;01;C01;Índice;106.652942664;M
2011-09;D;06;01;C01;Índice;100.263995286;M
2011-10;D;04;01;C01;Índice;100.943191112;M
2011-10;D;05;01;C01;Índice;109.977798967;M
2011-10;D;06;01;C01;Índice;96.570892484;M
2011-11;D;04;01;C01;Índice;101.234898623;M
2011-11;D;05;01;C01;Índice;106.660059855;M
2011-11;D;06;01;C01;Índice;98.204995802;M
2011-12;D;04;01;C01;Índice;160.270256485;M
2011-12;D;05;01;C01;Índice;175.496349591;M
2011-12;D;06;01;C01;Índice;152.935220268;M
2012-01;D;04;01;C01;Índice;124.27395588;M
2012-01;D;05;01;C01;Índice;98.14582327;M
2012-01;D;06;01;C01;Índice;134.230083995;M
2012-02;D;04;01;C01;Índice;84.062437809;M
2012-02;D;05;01;C01;Índice;89.570875459;M
2012-02;D;06;01;C01;Índice;81.444616329;M
2012-03;D;04;01;C01;Índice;93.046791801;M
2012-03;D;05;01;C01;Índice;104.990571189;M
2012-03;D;06;01;C01;Índice;87.725230978;M
2012-04;D;04;01;C01;Índice;85.017043977;M
2012-04;D;05;01;C01;Índice;97.990297966;M
2012-04;D;06;01;C01;Índice;79.255625664;M
2012-05;D;04;01;C01;Índice;89.746061163;M
2012-05;D;05;01;C01;Índice;95.922805047;M
2012-05;D;06;01;C01;Índice;86.598200392;M
2012-06;D;04;01;C01;Índice;95.308354593;M
2012-06;D;05;01;C01;Índice;105.497571987;M
2012-06;D;06;01;C01;Índice;90.618603175;M
2012-07;D;04;01;C01;Índice;113.81222795;M
2012-07;D;05;01;C01;Índice;113.699581676;M
2012-07;D;06;01;C01;Índice;113.185163523;M
2012-08;D;04;01;C01;Índice;108.167072866;M
2012-08;D;05;01;C01;Índice;118.609236791;M
2012-08;D;06;01;C01;Índice;103.349144023;M
2012-09;D;04;01;C01;Índice;84.834156003;M
2012-09;D;05;01;C01;Índice;101.690074181;M
2012-09;D;06;01;C01;Índice;77.567602549;M
2012-10;D;04;01;C01;Índice;86.709600659;M
2012-10;D;05;01;C01;Índice;103.895638765;M
2012-10;D;06;01;C01;Índice;79.276600136;M
2012-11;D;04;01;C01;Índice;88.555313742;M
2012-11;D;05;01;C01;Índice;102.94375563;M
2012-11;D;06;01;C01;Índice;82.198097349;M
2012-12;D;04;01;C01;Índice;135.933642598;M
2012-12;D;05;01;C01;Índice;163.660005685;M
2012-12;D;06;01;C01;Índice;124.021356421;M
2013-01;D;04;01;C01;Índice;107.808008819;M
2013-01;D;05;01;C01;Índice;91.813006176;M
2013-01;D;06;01;C01;Índice;113.947681122;M
2013-02;D;04;01;C01;Índice;73.765617492;M
2013-02;D;05;01;C01;Índice;84.375065251;M
2013-02;D;06;01;C01;Índice;69.159209194;M
2013-03;D;04;01;C01;Índice;80.661361549;M
2013-03;D;05;01;C01;Índice;99.367783829;M
2013-03;D;06;01;C01;Índice;72.736768298;M
2013-04;D;04;01;C01;Índice;82.274551862;M
2013-04;D;05;01;C01;Índice;93.088356368;M
2013-04;D;06;01;C01;Índice;77.476107689;M
2013-05;D;04;01;C01;Índice;83.227402538;M
2013-05;D;05;01;C01;Índice;93.128400645;M
2013-05;D;06;01;C01;Índice;78.794583546;M
2013-06;D;04;01;C01;Índice;88.404239471;M
2013-06;D;05;01;C01;Índice;97.220023486;M
2013-06;D;06;01;C01;Índice;84.403024406;M
2013-07;D;04;01;C01;Índice;109.414393881;M
2013-07;D;05;01;C01;Índice;106.623690571;M
2013-07;D;06;01;C01;Índice;110.393760079;M
2013-08;D;04;01;C01;Índice;98.621468888;M
2013-08;D;05;01;C01;Índice;112.157597994;M
2013-08;D;06;01;C01;Índice;92.884967912;M
2013-09;D;04;01;C01;Índice;86.446064912;M
2013-09;D;05;01;C01;Índice;96.268092767;M
2013-09;D;06;01;C01;Índice;82.132267297;M
2013-10;D;04;01;C01;Índice;84.676813234;M
2013-10;D;05;01;C01;Índice;97.798668706;M
2013-10;D;06;01;C01;Índice;78.959836169;M
2013-11;D;04;01;C01;Índice;93.097986108;M
2013-11;D;05;01;C01;Índice;102.628762573;M
2013-11;D;06;01;C01;Índice;88.709654475;M
2013-12;D;04;01;C01;Índice;136.22728406;M
2013-12;D;05;01;C01;Índice;159.208372366;M
2013-12;D;06;01;C01;Índice;126.281548832;M
2014-01;D;04;01;C01;Índice;108.035798953;M
2014-01;D;05;01;C01;Índice;91.974293659;M
2014-01;D;06;01;C01;Índice;114.487320129;M
2014-02;D;04;01;C01;Índice;72.930296129;M
2014-02;D;05;01;C01;Índice;82.235349434;M
2014-02;D;06;01;C01;Índice;68.967226558;M
2014-03;D;04;01;C01;Índice;80.231064375;M
2014-03;D;05;01;C01;Índice;93.63726088;M
2014-03;D;06;01;C01;Índice;74.512259796;M
2014-04;D;04;01;C01;Índice;82.326005355;M
2014-04;D;05;01;C01;Índice;91.35900139;M
2014-04;D;06;01;C01;Índice;78.245006566;M
2014-05;D;04;01;C01;Índice;86.467892363;M
2014-05;D;05;01;C01;Índice;91.583289159;M
2014-05;D;06;01;C01;Índice;83.849011391;M
2014-06;D;04;01;C01;Índice;85.399863424;M
2014-06;D;05;01;C01;Índice;90.60283085;M
2014-06;D;06;01;C01;Índice;82.760330268;M
2014-07;D;04;01;C01;Índice;106.53185712;M
2014-07;D;05;01;C01;Índice;104.344338013;M
2014-07;D;06;01;C01;Índice;107.1112216;M
2014-08;D;04;01;C01;Índice;97.992572676;M
2014-08;D;05;01;C01;Índice;107.540209335;M
2014-08;D;06;01;C01;Índice;93.887132745;M
2014-09;D;04;01;C01;Índice;88.681301457;M
2014-09;D;05;01;C01;Índice;94.577502797;M
2014-09;D;06;01;C01;Índice;85.969145051;M
2014-10;D;04;01;C01;Índice;84.575573016;M
2014-10;D;05;01;C01;Índice;93.563124235;M
2014-10;D;06;01;C01;Índice;80.581735366;M
2014-11;D;04;01;C01;Índice;92.723333106;M
2014-11;D;05;01;C01;Índice;96.097613085;M
2014-11;D;06;01;C01;Índice;90.879144942;M
2014-12;D;04;01;C01;Índice;148.365434853;M
2014-12;D;05;01;C01;Índice;162.640409939;M
2014-12;D;06;01;C01;Índice;142.104861209;M
2015-01;D;04;01;C01;Índice;114.18196822;M
2015-01;D;05;01;C01;Índice;91.034797429;M
2015-01;D;06;01;C01;Índice;124.069665573;M
2015-02;D;04;01;C01;Índice;73.651445461;M
2015-02;D;05;01;C01;Índice;76.805069615;M
2015-02;D;06;01;C01;Índice;72.445411906;M
2015-03;D;04;01;C01;Índice;84.285787494;M
2015-03;D;05;01;C01;Índice;92.208479149;M
2015-03;D;06;01;C01;Índice;80.975851856;M
2015-04;D;04;01;C01;Índice;85.496234701;M
2015-04;D;05;01;C01;Índice;89.020899939;M
2015-04;D;06;01;C01;Índice;83.796183557;M
2015-05;D;04;01;C01;Índice;89.50344224;M
2015-05;D;05;01;C01;Índice;90.328554186;M
2015-05;D;06;01;C01;Índice;88.817248089;M
2015-06;D;04;01;C01;Índice;91.916884208;M
2015-06;D;05;01;C01;Índice;93.038330983;M
2015-06;D;06;01;C01;Índice;91.15327242;M
2015-07;D;04;01;C01;Índice;117.640981572;M
2015-07;D;05;01;C01;Índice;109.341272452;M
2015-07;D;06;01;C01;Índice;120.970066141;M
2015-08;D;04;01;C01;Índice;105.947178487;M
2015-08;D;05;01;C01;Índice;109.911070348;M
2015-08;D;06;01;C01;Índice;104.568606842;M
2015-09;D;04;01;C01;Índice;94.725356242;M
2015-09;D;05;01;C01;Índice;94.322632328;M
2015-09;D;06;01;C01;Índice;95.126875801;M
2015-10;D;04;01;C01;Índice;95.99031835;M
2015-10;D;05;01;C01;Índice;98.829887793;M
2015-10;D;06;01;C01;Índice;94.934870119;M
2015-11;D;04;01;C01;Índice;97.658438141;M
2015-11;D;05;01;C01;Índice;95.112953413;M
2015-11;D;06;01;C01;Índice;98.601301826;M
2015-12;D;04;01;C01;Índice;149.001964884;M
2015-12;D;05;01;C01;Índice;160.046052365;M
2015-12;D;06;01;C01;Índice;144.54064587;M
2016-01;D;04;01;C01;Índice;118.419321861;M
2016-01;D;05;01;C01;Índice;88.601702147;M
2016-01;D;06;01;C01;Índice;132.029964565;M
2016-02;D;04;01;C01;Índice;86.624457599;M
2016-02;D;05;01;C01;Índice;84.410716362;M
2016-02;D;06;01;C01;Índice;88.192352328;M
2016-03;D;04;01;C01;Índice;88.257607677;M
2016-03;D;05;01;C01;Índice;92.019133642;M
2016-03;D;06;01;C01;Índice;87.128375111;M
2016-04;D;04;01;C01;Índice;94.344760458;M
2016-04;D;05;01;C01;Índice;91.507891866;M
2016-04;D;06;01;C01;Índice;95.841757646;M
2016-05;D;04;01;C01;Índice;90.843059596;M
2016-05;D;05;01;C01;Índice;87.291637034;M
2016-05;D;06;01;C01;Índice;92.525641668;M
2016-06;D;04;01;C01;Índice;99.763950008;M
2016-06;D;05;01;C01;Índice;91.567607635;M
2016-06;D;06;01;C01;Índice;103.424496711;M
2016-07;D;04;01;C01;Índice;122.576585265;M
2016-07;D;05;01;C01;Índice;107.656101145;M
2016-07;D;06;01;C01;Índice;129.835842199;M
2016-08;D;04;01;C01;Índice;108.51487638;M
2016-08;D;05;01;C01;Índice;108.185874157;M
2016-08;D;06;01;C01;Índice;109.482281307;M
2016-09;D;04;01;C01;Índice;95.82532849;M
2016-09;D;05;01;C01;Índice;95.622228007;M
2016-09;D;06;01;C01;Índice;96.392845611;M
2016-10;D;04;01;C01;Índice;94.755619714;M
2016-10;D;05;01;C01;Índice;96.54941909;M
2016-10;D;06;01;C01;Índice;94.197967339;M
2016-11;D;04;01;C01;Índice;105.955139841;M
2016-11;D;05;01;C01;Índice;99.664970952;M
2016-11;D;06;01;C01;Índice;108.493606069;M
2016-12;D;04;01;C01;Índice;146.054270918;M
2016-12;D;05;01;C01;Índice;160.993800836;M
2016-12;D;06;01;C01;Índice;140.116755379;M
2017-01;D;04;01;C01;Índice;117.02517968;M
2017-01;D;05;01;C01;Índice;88.957747282;M
2017-01;D;06;01;C01;Índice;128.833552978;M
2017-02;D;04;01;C01;Índice;79.216157031;M
2017-02;D;05;01;C01;Índice;78.187827624;M
2017-02;D;06;01;C01;Índice;80.166590624;M
2017-03;D;04;01;C01;Índice;87.862548206;M
2017-03;D;05;01;C01;Índice;92.292912413;M
2017-03;D;06;01;C01;Índice;86.578830638;M
2017-04;D;04;01;C01;Índice;91.739565793;M
2017-04;D;05;01;C01;Índice;91.140793945;M
2017-04;D;06;01;C01;Índice;92.245023028;M
2017-05;D;04;01;C01;Índice;93.112089245;M
2017-05;D;05;01;C01;Índice;87.475402361;M
2017-05;D;06;01;C01;Índice;95.657046602;M
2017-06;D;04;01;C01;Índice;104.227731981;M
2017-06;D;05;01;C01;Índice;94.793874803;M
2017-06;D;06;01;C01;Índice;108.415556915;M
2017-07;D;04;01;C01;Índice;122.681902171;M
2017-07;D;05;01;C01;Índice;109.524568418;M
2017-07;D;06;01;C01;Índice;129.18332534;M
2017-08;D;04;01;C01;Índice;110.296164443;M
2017-08;D;05;01;C01;Índice;109.768258995;M
2017-08;D;06;01;C01;Índice;111.362560929;M
2017-09;D;04;01;C01;Índice;99.056896304;M
2017-09;D;05;01;C01;Índice;99.110496516;M
2017-09;D;06;01;C01;Índice;99.626420177;M
2017-10;D;04;01;C01;Índice;90.549595499;M
2017-10;D;05;01;C01;Índice;91.665318288;M
2017-10;D;06;01;C01;Índice;90.444069972;M
2017-11;D;04;01;C01;Índice;107.688987423;M
2017-11;D;05;01;C01;Índice;97.504851803;M
2017-11;D;06;01;C01;Índice;111.827782225;M
2017-12;D;04;01;C01;Índice;149.596526952;M
2017-12;D;05;01;C01;Índice;161.687832097;M
2017-12;D;06;01;C01;Índice;145.318874562;M
2018-01;D;04;01;C01;Índice;122.761403184;M
2018-01;D;05;01;C01;Índice;87.332319591;M
2018-01;D;06;01;C01;Índice;138.0395832;M
2018-02;D;04;01;C01;Índice;80.49537582;M
2018-02;D;05;01;C01;Índice;75.397922905;M
2018-02;D;06;01;C01;Índice;83.234234111;M
2018-03;D;04;01;C01;Índice;90.636038296;M
2018-03;D;05;01;C01;Índice;95.843955326;M
2018-03;D;06;01;C01;Índice;89.310589559;M
2018-04;D;04;01;C01;Índice;89.439913413;M
2018-04;D;05;01;C01;Índice;86.242144304;M
2018-04;D;06;01;C01;Índice;91.150305459;M
2018-05;D;04;01;C01;Índice;90.378171321;M
2018-05;D;05;01;C01;Índice;84.731884167;M
2018-05;D;06;01;C01;Índice;92.887795013;M
2018-06;D;04;01;C01;Índice;102.311935668;M
2018-06;D;05;01;C01;Índice;93.495065725;M
2018-06;D;06;01;C01;Índice;106.190871655;M
2018-07;D;04;01;C01;Índice;117.180212165;M
2018-07;D;05;01;C01;Índice;101.573899207;M
2018-07;D;06;01;C01;Índice;124.265729394;M
2018-08;D;04;01;C01;Índice;108.55573647;M
2018-08;D;05;01;C01;Índice;105.396041913;M
2018-08;D;06;01;C01;Índice;110.613866696;M
2018-09;D;04;01;C01;Índice;93.124163201;M
2018-09;D;05;01;C01;Índice;92.183442726;M
2018-09;D;06;01;C01;Índice;93.913876259;M
2018-10;D;04;01;C01;Índice;95.071095564;M
2018-10;D;05;01;C01;Índice;92.779388764;M
2018-10;D;06;01;C01;Índice;96.270878172;M
2018-11;D;04;01;C01;Índice;109.579481152;M
2018-11;D;05;01;C01;Índice;97.237604089;M
2018-11;D;06;01;C01;Índice;114.510877027;M
2018-12;D;04;01;C01;Índice;145.948598926;M
2018-12;D;05;01;C01;Índice;155.51500439;M
2018-12;D;06;01;C01;Índice;142.804397981;M
2019-01;D;04;01;C01;Índice;119.06219394;M
2019-01;D;05;01;C01;Índice;86.917377884;M
2019-01;D;06;01;C01;Índice;132.971056851;M
2019-02;D;04;01;C01;Índice;79.101609843;M
2019-02;D;05;01;C01;Índice;74.949323998;M
2019-02;D;06;01;C01;Índice;81.478780504;M
2019-03;D;04;01;C01;Índice;86.792725826;M
2019-03;D;05;01;C01;Índice;86.705042319;M
2019-03;D;06;01;C01;Índice;87.417650611;M
2019-04;D;04;01;C01;Índice;90.851535055;M
2019-04;D;05;01;C01;Índice;89.141706683;M
2019-04;D;06;01;C01;Índice;91.733080964;M
2019-05;D;04;01;C01;Índice;96.53375529;M
2019-05;D;05;01;C01;Índice;87.313329993;M
2019-05;D;06;01;C01;Índice;100.051883581;M
2019-06;D;04;01;C01;Índice;99.282713613;M
2019-06;D;05;01;C01;Índice;89.078274361;M
2019-06;D;06;01;C01;Índice;103.50784631;M
2019-07;D;04;01;C01;Índice;121.615972236;M
2019-07;D;05;01;C01;Índice;105.283996528;M
2019-07;D;06;01;C01;Índice;128.673077876;M
2019-08;D;04;01;C01;Índice;111.51855907;M
2019-08;D;05;01;C01;Índice;109.242825887;M
2019-08;D;06;01;C01;Índice;113.475306548;M
2019-09;D;04;01;C01;Índice;96.584593257;M
2019-09;D;05;01;C01;Índice;90.811532459;M
2019-09;D;06;01;C01;Índice;99.496181921;M
2019-10;D;04;01;C01;Índice;95.765959432;M
2019-10;D;05;01;C01;Índice;91.519333107;M
2019-10;D;06;01;C01;Índice;97.992001404;M
2019-11;D;04;01;C01;Índice;114.389754891;M
2019-11;D;05;01;C01;Índice;101.717278278;M
2019-11;D;06;01;C01;Índice;119.472845091;M
2019-12;D;04;01;C01;Índice;150.406554267;M
2019-12;D;05;01;C01;Índice;154.972931299;M
2019-12;D;06;01;C01;Índice;149.785995978;M
2020-01;D;04;01;C01;Índice;118.43638764;M
2020-01;D;05;01;C01;Índice;88.920665899;M
2020-01;D;06;01;C01;Índice;130.920621986;M
2020-02;D;04;01;C01;Índice;82.136268202;M
2020-02;D;05;01;C01;Índice;81.314037143;M
2020-02;D;06;01;C01;Índice;83.931074608;M
2020-03;D;04;01;C01;Índice;62.299881505;M
2020-03;D;05;01;C01;Índice;108.650328625;M
2020-03;D;06;01;C01;Índice;46.299068182;M
2020-04;D;04;01;C01;Índice;46.175783451;M
2020-04;D;05;01;C01;Índice;101.621071604;M
2020-04;D;06;01;C01;Índice;22.815149385;M
2020-05;D;04;01;C01;Índice;62.181953018;M
2020-05;D;05;01;C01;Índice;98.56865902;M
2020-05;D;06;01;C01;Índice;51.039291246;M
2020-06;D;04;01;C01;Índice;107.728683878;M
2020-06;D;05;01;C01;Índice;96.741693443;M
2020-06;D;06;01;C01;Índice;117.038012813;M
2020-07;D;04;01;C01;Índice;119.096870358;M
2020-07;D;05;01;C01;Índice;108.007470364;M
2020-07;D;06;01;C01;Índice;129.164602784;M
2020-08;D;04;01;C01;Índice;107.843102789;M
2020-08;D;05;01;C01;Índice;108.637194604;M
2020-08;D;06;01;C01;Índice;112.909527286;M
2020-09;D;04;01;C01;Índice;99.375478361;M
2020-09;D;05;01;C01;Índice;95.115129734;M
2020-09;D;06;01;C01;Índice;105.728634294;M
2020-10;D;04;01;C01;Índice;104.265870973;M
2020-10;D;05;01;C01;Índice;102.415089859;M
2020-10;D;06;01;C01;Índice;109.900622891;M
2020-11;D;04;01;C01;Índice;94.056515021;M
2020-11;D;05;01;C01;Índice;98.941535791;M
2020-11;D;06;01;C01;Índice;96.199577554;M
2020-12;D;04;01;C01;Índice;145.379048601;M
2020-12;D;05;01;C01;Índice;161.797060716;M
2020-12;D;06;01;C01;Índice;145.076986892;M
2021-01;D;04;01;C01;Índice;99.931974162;M
2021-01;D;05;01;C01;Índice;92.213807833;M
2021-01;D;06;01;C01;Índice;107.602394181;M
2021-02;D;04;01;C01;Índice;71.976820273;M
2021-02;D;05;01;C01;Índice;83.005576816;M
2021-02;D;06;01;C01;Índice;71.245367825;M
2021-03;D;04;01;C01;Índice;96.191482482;M
2021-03;D;05;01;C01;Índice;97.850020275;M
2021-03;D;06;01;C01;Índice;99.861042349;M
2021-04;D;04;01;C01;Índice;90.160842885;M
2021-04;D;05;01;C01;Índice;90.053966415;M
2021-04;D;06;01;C01;Índice;93.626763468;M
2021-05;D;04;01;C01;Índice;100.254809568;M
2021-05;D;05;01;C01;Índice;91.921857424;M
2021-05;D;06;01;C01;Índice;107.045922036;M
2021-06;D;04;01;C01;Índice;103.784612849;M
2021-06;D;05;01;C01;Índice;91.761252131;M
2021-06;D;06;01;C01;Índice;111.738373794;M
2021-07;D;04;01;C01;Índice;117.203628215;M
2021-07;D;05;01;C01;Índice;111.239722537;M
2021-07;D;06;01;C01;Índice;124.08533581;M
2021-08;D;04;01;C01;Índice;106.401356081;M
2021-08;D;05;01;C01;Índice;109.016796016;M
2021-08;D;06;01;C01;Índice;109.415812611;M
2021-09;D;04;01;C01;Índice;96.674316395;M
2021-09;D;05;01;C01;Índice;95.451239799;M
2021-09;D;06;01;C01;Índice;100.154045648;M
2021-10;D;04;01;C01;Índice;94.973729239;M
2021-10;D;05;01;C01;Índice;99.278025077;M
2021-10;D;06;01;C01;Índice;95.828313907;M
2021-11;D;04;01;C01;Índice;115.871143168;M
2021-11;D;05;01;C01;Índice;108.121697703;M
2021-11;D;06;01;C01;Índice;121.623814134;M
2021-12;D;04;01;C01;Índice;136.22704704;M
2021-12;D;05;01;C01;Índice;157.71711354;M
2021-12;D;06;01;C01;Índice;131.686539002;M
2022-01;D;04;01;C01;Índice;104.109799239;M
2022-01;D;05;01;C01;Índice;91.856372784;M
2022-01;D;06;01;C01;Índice;111.654982968;M
2022-02;D;04;01;C01;Índice;78.152969917;M
2022-02;D;05;01;C01;Índice;81.042039401;M
2022-02;D;06;01;C01;Índice;79.372650436;M
2022-03;D;04;01;C01;Índice;83.467201293;M
2022-03;D;05;01;C01;Índice;98.263672893;M
2022-03;D;06;01;C01;Índice;79.655883161;M
2022-04;D;04;01;C01;Índice;92.173007462;M
2022-04;D;05;01;C01;Índice;92.488173681;M
2022-04;D;06;01;C01;Índice;95.150903075;M
2022-05;D;04;01;C01;Índice;94.988679209;M
2022-05;D;05;01;C01;Índice;88.306278741;M
2022-05;D;06;01;C01;Índice;100.529323065;M
2022-06;D;04;01;C01;Índice;97.543061155;M
2022-06;D;05;01;C01;Índice;91.771847221;M
2022-06;D;06;01;C01;Índice;102.502884991;M
2022-07;D;04;01;C01;Índice;109.751811268;M
2022-07;D;05;01;C01;Índice;106.227148354;M
2022-07;D;06;01;C01;Índice;114.786616621;M
2022-08;D;04;01;C01;Índice;102.681587319;M
2022-08;D;05;01;C01;Índice;107.951243638;M
2022-08;D;06;01;C01;Índice;104.253904523;M
2022-09;D;04;01;C01;Índice;92.00191103;M
2022-09;D;05;01;C01;Índice;95.458200823;M
2022-09;D;06;01;C01;Índice;94.348010456;M
2010-01;D;04;01;C01;Tasa de variación intermensual;;M
2010-01;D;05;01;C01;Tasa de variación intermensual;;M
2010-01;D;06;01;C01;Tasa de variación intermensual;;M
2010-02;D;04;01;C01;Tasa de variación intermensual;-31.936878476;M
2010-02;D;05;01;C01;Tasa de variación intermensual;-5.659056821;M
2010-02;D;06;01;C01;Tasa de variación intermensual;-39.131163039;M
2010-03;D;04;01;C01;Tasa de variación intermensual;10.720918428;M
2010-03;D;05;01;C01;Tasa de variación intermensual;7.351370722;M
2010-03;D;06;01;C01;Tasa de variación intermensual;11.970416922;M
2010-04;D;04;01;C01;Tasa de variación intermensual;-4.829088787;M
2010-04;D;05;01;C01;Tasa de variación intermensual;-2.572025292;M
2010-04;D;06;01;C01;Tasa de variación intermensual;-5.984799772;M
2010-05;D;04;01;C01;Tasa de variación intermensual;0.573078075;M
2010-05;D;05;01;C01;Tasa de variación intermensual;-3.181060075;M
2010-05;D;06;01;C01;Tasa de variación intermensual;2.028100554;M
2010-06;D;04;01;C01;Tasa de variación intermensual;8.717447432;M
2010-06;D;05;01;C01;Tasa de variación intermensual;6.149285692;M
2010-06;D;06;01;C01;Tasa de variación intermensual;9.85044531;M
2010-07;D;04;01;C01;Tasa de variación intermensual;21.908662583;M
2010-07;D;05;01;C01;Tasa de variación intermensual;19.628076615;M
2010-07;D;06;01;C01;Tasa de variación intermensual;23.130355053;M
2010-08;D;04;01;C01;Tasa de variación intermensual;-16.222032534;M
2010-08;D;05;01;C01;Tasa de variación intermensual;-6.422155479;M
2010-08;D;06;01;C01;Tasa de variación intermensual;-19.839650465;M
2010-09;D;04;01;C01;Tasa de variación intermensual;-9.687958013;M
2010-09;D;05;01;C01;Tasa de variación intermensual;-12.991889214;M
2010-09;D;06;01;C01;Tasa de variación intermensual;-8.328617754;M
2010-10;D;04;01;C01;Tasa de variación intermensual;7.032382993;M
2010-10;D;05;01;C01;Tasa de variación intermensual;8.064953298;M
2010-10;D;06;01;C01;Tasa de variación intermensual;6.385763069;M
2010-11;D;04;01;C01;Tasa de variación intermensual;-0.058091709;M
2010-11;D;05;01;C01;Tasa de variación intermensual;-0.216031506;M
2010-11;D;06;01;C01;Tasa de variación intermensual;-0.12833114;M
2010-12;D;04;01;C01;Tasa de variación intermensual;54.812909782;M
2010-12;D;05;01;C01;Tasa de variación intermensual;58.545079418;M
2010-12;D;06;01;C01;Tasa de variación intermensual;53.418616336;M
2011-01;D;04;01;C01;Tasa de variación intermensual;-22.971176274;M
2011-01;D;05;01;C01;Tasa de variación intermensual;-43.332602317;M
2011-01;D;06;01;C01;Tasa de variación intermensual;-14.031738207;M
2011-02;D;04;01;C01;Tasa de variación intermensual;-34.931431244;M
2011-02;D;05;01;C01;Tasa de variación intermensual;-12.467310109;M
2011-02;D;06;01;C01;Tasa de variación intermensual;-41.296996869;M
2011-03;D;04;01;C01;Tasa de variación intermensual;10.279785344;M
2011-03;D;05;01;C01;Tasa de variación intermensual;18.185483724;M
2011-03;D;06;01;C01;Tasa de variación intermensual;6.854297223;M
2011-04;D;04;01;C01;Tasa de variación intermensual;8.816215485;M
2011-04;D;05;01;C01;Tasa de variación intermensual;6.042867528;M
2011-04;D;06;01;C01;Tasa de variación intermensual;9.895722221;M
2011-05;D;04;01;C01;Tasa de variación intermensual;-10.893642678;M
2011-05;D;05;01;C01;Tasa de variación intermensual;-14.656023247;M
2011-05;D;06;01;C01;Tasa de variación intermensual;-9.248370669;M
2011-06;D;04;01;C01;Tasa de variación intermensual;10.383302262;M
2011-06;D;05;01;C01;Tasa de variación intermensual;10.653060629;M
2011-06;D;06;01;C01;Tasa de variación intermensual;10.22868138;M
