D_TERRITORIO_0;D_TEMPORAL_0;INDICATOR;OBS_VALUE;FREQ
C01;2005;PYMEs innovadoras en colaboración;2.229579546;A
C01;2006;PYMEs innovadoras en colaboración;1.405073458;A
C01;2007;PYMEs innovadoras en colaboración;1.03395117;A
C01;2008;PYMEs innovadoras en colaboración;1.744392396;A
C01;2009;PYMEs innovadoras en colaboración;2.660865781;A
C01;2010;PYMEs innovadoras en colaboración;1.701546403;A
C01;2011;PYMEs innovadoras en colaboración;1.822226866;A
C01;2012;PYMEs innovadoras en colaboración;1.860307825;A
C01;2013;PYMEs innovadoras en colaboración;1.7238313;A
C01;2014;PYMEs innovadoras en colaboración;1.5865276;A
C01;2015;PYMEs innovadoras en colaboración;1.8331892;A
C01;2016;PYMEs innovadoras en colaboración;1.4648406;A
C01;2017;PYMEs innovadoras en colaboración;2.0082388;A
C01;2018;PYMEs innovadoras en colaboración;1.857014713;A
C01;2019;PYMEs innovadoras en colaboración;1.422243432;A
C01;2020;PYMEs innovadoras en colaboración;2.12384142;A
108;2005;PYMEs innovadoras en colaboración;;A
108;2006;PYMEs innovadoras en colaboración;;A
108;2007;PYMEs innovadoras en colaboración;;A
108;2008;PYMEs innovadoras en colaboración;5.339259116;A
108;2009;PYMEs innovadoras en colaboración;5.339259116;A
108;2010;PYMEs innovadoras en colaboración;5.805243446;A
108;2011;PYMEs innovadoras en colaboración;5.805243446;A
108;2012;PYMEs innovadoras en colaboración;6.043007377;A
108;2013;PYMEs innovadoras en colaboración;6.043007377;A
108;2014;PYMEs innovadoras en colaboración;6.676014149;A
108;2015;PYMEs innovadoras en colaboración;6.676014149;A
108;2016;PYMEs innovadoras en colaboración;6.428986144;A
108;2017;PYMEs innovadoras en colaboración;6.428986144;A
108;2018;PYMEs innovadoras en colaboración;6.992242184;A
108;2019;PYMEs innovadoras en colaboración;6.992242184;A
108;2020;PYMEs innovadoras en colaboración;7.283505003;A
103;2005;PYMEs innovadoras en colaboración;;A
103;2006;PYMEs innovadoras en colaboración;;A
103;2007;PYMEs innovadoras en colaboración;;A
103;2008;PYMEs innovadoras en colaboración;22.229290359;A
103;2009;PYMEs innovadoras en colaboración;22.229290359;A
103;2010;PYMEs innovadoras en colaboración;20.150690666;A
103;2011;PYMEs innovadoras en colaboración;20.150690666;A
103;2012;PYMEs innovadoras en colaboración;22.878632978;A
103;2013;PYMEs innovadoras en colaboración;22.878632978;A
103;2014;PYMEs innovadoras en colaboración;28.586830959;A
103;2015;PYMEs innovadoras en colaboración;28.586830959;A
103;2016;PYMEs innovadoras en colaboración;22.118751397;A
103;2017;PYMEs innovadoras en colaboración;22.118751397;A
103;2018;PYMEs innovadoras en colaboración;26.378775863;A
103;2019;PYMEs innovadoras en colaboración;26.378775863;A
103;2020;PYMEs innovadoras en colaboración;24.321306441;A
104;2005;PYMEs innovadoras en colaboración;;A
104;2006;PYMEs innovadoras en colaboración;;A
104;2007;PYMEs innovadoras en colaboración;;A
104;2008;PYMEs innovadoras en colaboración;3.502913638;A
104;2009;PYMEs innovadoras en colaboración;3.502913638;A
104;2010;PYMEs innovadoras en colaboración;3.334992534;A
104;2011;PYMEs innovadoras en colaboración;3.334992534;A
104;2012;PYMEs innovadoras en colaboración;2.314781221;A
104;2013;PYMEs innovadoras en colaboración;2.314781221;A
104;2014;PYMEs innovadoras en colaboración;3.105680413;A
104;2015;PYMEs innovadoras en colaboración;3.105680413;A
104;2016;PYMEs innovadoras en colaboración;3.645354998;A
104;2017;PYMEs innovadoras en colaboración;3.645354998;A
104;2018;PYMEs innovadoras en colaboración;4.242667201;A
104;2019;PYMEs innovadoras en colaboración;4.242667201;A
104;2020;PYMEs innovadoras en colaboración;7.27972028;A
143;2005;PYMEs innovadoras en colaboración;;A
143;2006;PYMEs innovadoras en colaboración;;A
143;2007;PYMEs innovadoras en colaboración;;A
143;2008;PYMEs innovadoras en colaboración;11.27648163;A
143;2009;PYMEs innovadoras en colaboración;11.27648163;A
143;2010;PYMEs innovadoras en colaboración;10.256278568;A
143;2011;PYMEs innovadoras en colaboración;10.256278568;A
143;2012;PYMEs innovadoras en colaboración;11.633194392;A
143;2013;PYMEs innovadoras en colaboración;11.633194392;A
143;2014;PYMEs innovadoras en colaboración;10.033297424;A
143;2015;PYMEs innovadoras en colaboración;10.033297424;A
143;2016;PYMEs innovadoras en colaboración;12.604492598;A
143;2017;PYMEs innovadoras en colaboración;12.604492598;A
143;2018;PYMEs innovadoras en colaboración;11.739357535;A
143;2019;PYMEs innovadoras en colaboración;11.739357535;A
143;2020;PYMEs innovadoras en colaboración;14.521189624;A
107;2005;PYMEs innovadoras en colaboración;;A
107;2006;PYMEs innovadoras en colaboración;;A
107;2007;PYMEs innovadoras en colaboración;;A
107;2008;PYMEs innovadoras en colaboración;22.68418785;A
107;2009;PYMEs innovadoras en colaboración;22.68418785;A
107;2010;PYMEs innovadoras en colaboración;15.461085677;A
107;2011;PYMEs innovadoras en colaboración;15.461085677;A
107;2012;PYMEs innovadoras en colaboración;14.26440678;A
107;2013;PYMEs innovadoras en colaboración;14.26440678;A
107;2014;PYMEs innovadoras en colaboración;13.233710285;A
107;2015;PYMEs innovadoras en colaboración;13.233710285;A
107;2016;PYMEs innovadoras en colaboración;12.890218522;A
107;2017;PYMEs innovadoras en colaboración;12.890218522;A
107;2018;PYMEs innovadoras en colaboración;14.022678792;A
