TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
;2010;PATE_PCT*;1.1943813910601746;A
;2011;PATE_PCT*;1.2360342329368648;A
;2012;PATE_PCT*;1.3292817733791351;A
;2013;PATE_PCT*;1.20319179970473;A
;2014;PATE_PCT*;1.3894640098951316;A
;2015;PATE_PCT*;1.2713280452475233;A
;2016;PATE_PCT*;0.8793422121119349;A
;2017;PATE_PCT*;0.9105603298546183;A
;2018;PATE_PCT*;0.7077592868895889;A
;2019;PATE_PCT*;0.6938191375963498;A
;2020;PATE_PCT*;0.7296368185963845;A
108;2010;PATE_PCT*;1.6872368105043694;A
108;2011;PATE_PCT*;1.64889480287147;A
108;2012;PATE_PCT*;1.5611093898074788;A
108;2013;PATE_PCT*;1.603655943223989;A
108;2014;PATE_PCT*;1.526397454918008;A
108;2015;PATE_PCT*;1.3123341569874158;A
108;2016;PATE_PCT*;1.2490749246464823;A
108;2017;PATE_PCT*;1.1205850686860168;A
108;2018;PATE_PCT*;1.082579789960949;A
108;2019;PATE_PCT*;1.1179189251717678;A
108;2020;PATE_PCT*;1.2228540674847472;A
UE27NRU;2011;PATE_PCT*;3.998974833404782;A
UE27NRU;2012;PATE_PCT*;3.932445079698153;A
UE27NRU;2013;PATE_PCT*;3.9160020802143203;A
UE27NRU;2014;PATE_PCT*;3.8814065845899006;A
UE27NRU;2015;PATE_PCT*;3.786259298689805;A
UE27NRU;2016;PATE_PCT*;3.7102012643712587;A
UE27NRU;2017;PATE_PCT*;3.60649006819126;A
UE27NRU;2018;PATE_PCT*;3.487148806525056;A
103;2011;PATE_PCT*;3.7558523116709024;A
103;2012;PATE_PCT*;3.4704607035136483;A
103;2013;PATE_PCT*;3.526564892791561;A
103;2014;PATE_PCT*;3.4125406513922276;A
103;2015;PATE_PCT*;3.28338111599101;A
103;2016;PATE_PCT*;3.551636128735295;A
103;2017;PATE_PCT*;3.1896556843864485;A
103;2018;PATE_PCT*;3.173955182308516;A
104;2011;PATE_PCT*;0.5275969847824725;A
104;2012;PATE_PCT*;0.6495913103374711;A
104;2013;PATE_PCT*;0.5283667621776504;A
104;2014;PATE_PCT*;0.6919686479740393;A
104;2015;PATE_PCT*;0.5932485574471135;A
104;2016;PATE_PCT*;0.47792710004277694;A
104;2017;PATE_PCT*;0.5130662505200235;A
104;2018;PATE_PCT*;0.471969008876657;A
143;2011;PATE_PCT*;0.8593757505858151;A
143;2012;PATE_PCT*;0.960795569856251;A
143;2013;PATE_PCT*;1.0937893566050652;A
143;2014;PATE_PCT*;1.098070445703543;A
143;2015;PATE_PCT*;1.0060199849023712;A
143;2016;PATE_PCT*;0.8627230870191354;A
143;2017;PATE_PCT*;0.7851771839134787;A
143;2018;PATE_PCT*;0.658790820635123;A
107;2011;PATE_PCT*;6.7882483616813225;A
107;2012;PATE_PCT*;6.224044778804958;A
107;2013;PATE_PCT*;6.437496830039393;A
107;2014;PATE_PCT*;6.156836647293855;A
107;2015;PATE_PCT*;6.323869381090261;A
107;2016;PATE_PCT*;6.311287718970661;A
107;2017;PATE_PCT*;6.231306008051377;A
107;2018;PATE_PCT*;5.948686343837801;A
126;2011;PATE_PCT*;7.30896376395874;A
126;2012;PATE_PCT*;6.965933697889769;A
126;2013;PATE_PCT*;6.735964158670854;A
126;2014;PATE_PCT*;6.543574004315225;A
126;2015;PATE_PCT*;6.465964848975514;A
126;2016;PATE_PCT*;6.483790564993511;A
126;2017;PATE_PCT*;6.4474037086192;A
126;2018;PATE_PCT*;6.142276124990849;A
141;2011;PATE_PCT*;1.6435837921923997;A
141;2012;PATE_PCT*;0.6955065115033934;A
141;2013;PATE_PCT*;1.2661877390968028;A
141;2014;PATE_PCT*;1.3388206640550495;A
141;2015;PATE_PCT*;0.9801656487304492;A
141;2016;PATE_PCT*;1.341113181231889;A
141;2017;PATE_PCT*;1.5543037742879087;A
141;2018;PATE_PCT*;1.3597035086171507;A
113;2011;PATE_PCT*;2.73272318171394;A
113;2012;PATE_PCT*;2.36393512763934;A
113;2013;PATE_PCT*;2.5516311603344066;A
113;2014;PATE_PCT*;2.4892146617754687;A
113;2015;PATE_PCT*;1.8949931874726416;A
113;2016;PATE_PCT*;2.036877973815672;A
113;2017;PATE_PCT*;1.7688923451916396;A
113;2018;PATE_PCT*;1.3977774425987495;A
