TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
C01;2011;COBE_BAND_ANCH;2.543096418;A
C01;2012;COBE_BAND_ANCH;3.194344477;A
C01;2013;COBE_BAND_ANCH;4.843435621;A
C01;2014;COBE_BAND_ANCH;5.789757881;A
C01;2015;COBE_BAND_ANCH;9.862012439;A
C01;2016;COBE_BAND_ANCH;13.657874366;A
C01;2017;COBE_BAND_ANCH;19.620674989;A
C01;2018;COBE_BAND_ANCH;24.211602739;A
C01;2019;COBE_BAND_ANCH;32.398635225;A
C01;2020;COBE_BAND_ANCH;53.693276335;A
C01;2021;COBE_BAND_ANCH;68.918240517;A
108;2014;COBE_BAND_ANCH;10.0;A
108;2015;COBE_BAND_ANCH;14.0;A
108;2016;COBE_BAND_ANCH;20.0;A
108;2017;COBE_BAND_ANCH;25.0;A
108;2018;COBE_BAND_ANCH;28.0;A
108;2019;COBE_BAND_ANCH;39.0;A
108;2020;COBE_BAND_ANCH;62.0;A
108;2021;COBE_BAND_ANCH;70.0;A
UE28;2014;COBE_BAND_ANCH;9.0;A
UE28;2015;COBE_BAND_ANCH;11.0;A
UE28;2016;COBE_BAND_ANCH;13.0;A
UE28;2017;COBE_BAND_ANCH;16.0;A
UE28;2018;COBE_BAND_ANCH;18.0;A
UE28;2019;COBE_BAND_ANCH;22.0;A
UE27NRU;2014;COBE_BAND_ANCH;10.0;A
UE27NRU;2015;COBE_BAND_ANCH;11.0;A
UE27NRU;2016;COBE_BAND_ANCH;13.0;A
UE27NRU;2017;COBE_BAND_ANCH;16.0;A
UE27NRU;2018;COBE_BAND_ANCH;19.0;A
UE27NRU;2019;COBE_BAND_ANCH;23.0;A
UE27NRU;2020;COBE_BAND_ANCH;46.0;A
UE27NRU;2021;COBE_BAND_ANCH;52.0;A
UE27;2014;COBE_BAND_ANCH;10.0;A
UE27;2015;COBE_BAND_ANCH;11.0;A
UE27;2016;COBE_BAND_ANCH;13.0;A
UE27;2017;COBE_BAND_ANCH;16.0;A
UE27;2018;COBE_BAND_ANCH;19.0;A
UE15;2014;COBE_BAND_ANCH;10.0;A
UE15;2015;COBE_BAND_ANCH;11.0;A
UE15;2016;COBE_BAND_ANCH;13.0;A
UE15;2017;COBE_BAND_ANCH;16.0;A
UE15;2018;COBE_BAND_ANCH;18.0;A
103;2014;COBE_BAND_ANCH;17.0;A
103;2015;COBE_BAND_ANCH;18.0;A
103;2016;COBE_BAND_ANCH;23.0;A
103;2017;COBE_BAND_ANCH;26.0;A
103;2018;COBE_BAND_ANCH;29.0;A
103;2019;COBE_BAND_ANCH;31.0;A
103;2020;COBE_BAND_ANCH;68.0;A
103;2021;COBE_BAND_ANCH;68.0;A
104;2014;COBE_BAND_ANCH;8.0;A
104;2015;COBE_BAND_ANCH;9.0;A
104;2016;COBE_BAND_ANCH;10.0;A
104;2017;COBE_BAND_ANCH;12.0;A
104;2018;COBE_BAND_ANCH;14.0;A
104;2019;COBE_BAND_ANCH;15.0;A
104;2020;COBE_BAND_ANCH;37.0;A
104;2021;COBE_BAND_ANCH;40.0;A
143;2014;COBE_BAND_ANCH;8.0;A
143;2015;COBE_BAND_ANCH;7.0;A
143;2016;COBE_BAND_ANCH;10.0;A
143;2017;COBE_BAND_ANCH;12.0;A
143;2018;COBE_BAND_ANCH;13.0;A
143;2019;COBE_BAND_ANCH;15.0;A
143;2020;COBE_BAND_ANCH;34.0;A
143;2021;COBE_BAND_ANCH;38.0;A
107;2014;COBE_BAND_ANCH;25.0;A
107;2015;COBE_BAND_ANCH;26.0;A
107;2016;COBE_BAND_ANCH;31.0;A
107;2017;COBE_BAND_ANCH;42.0;A
107;2018;COBE_BAND_ANCH;46.0;A
107;2019;COBE_BAND_ANCH;62.0;A
107;2020;COBE_BAND_ANCH;75.0;A
107;2021;COBE_BAND_ANCH;80.0;A
126;2014;COBE_BAND_ANCH;9.0;A
126;2015;COBE_BAND_ANCH;11.0;A
126;2016;COBE_BAND_ANCH;12.0;A
126;2017;COBE_BAND_ANCH;14.0;A
126;2018;COBE_BAND_ANCH;17.0;A
126;2019;COBE_BAND_ANCH;21.0;A
126;2020;COBE_BAND_ANCH;45.0;A
126;2021;COBE_BAND_ANCH;51.0;A
141;2014;COBE_BAND_ANCH;8.0;A
141;2015;COBE_BAND_ANCH;14.0;A
141;2016;COBE_BAND_ANCH;12.0;A
141;2017;COBE_BAND_ANCH;17.0;A
141;2018;COBE_BAND_ANCH;16.0;A
141;2019;COBE_BAND_ANCH;17.0;A
141;2020;COBE_BAND_ANCH;36.0;A
141;2021;COBE_BAND_ANCH;40.0;A
113;2014;COBE_BAND_ANCH;10.0;A
113;2015;COBE_BAND_ANCH;12.0;A
113;2016;COBE_BAND_ANCH;15.0;A
113;2017;COBE_BAND_ANCH;18.0;A
113;2018;COBE_BAND_ANCH;21.0;A
113;2019;COBE_BAND_ANCH;22.0;A
113;2020;COBE_BAND_ANCH;48.0;A
113;2021;COBE_BAND_ANCH;49.0;A
111;2014;COBE_BAND_ANCH;2.0;A
111;2015;COBE_BAND_ANCH;2.0;A
111;2016;COBE_BAND_ANCH;2.0;A
111;2017;COBE_BAND_ANCH;5.0;A
111;2018;COBE_BAND_ANCH;4.0;A
111;2019;COBE_BAND_ANCH;8.0;A
111;2021;COBE_BAND_ANCH;28.0;A
110;2014;COBE_BAND_ANCH;9.0;A
110;2015;COBE_BAND_ANCH;9.0;A
110;2016;COBE_BAND_ANCH;9.0;A
110;2017;COBE_BAND_ANCH;12.0;A
110;2018;COBE_BAND_ANCH;12.0;A
110;2019;COBE_BAND_ANCH;13.0;A
110;2020;COBE_BAND_ANCH;49.0;A
110;2021;COBE_BAND_ANCH;54.0;A
146;2014;COBE_BAND_ANCH;1.0;A
146;2015;COBE_BAND_ANCH;6.0;A
146;2016;COBE_BAND_ANCH;6.0;A
146;2017;COBE_BAND_ANCH;7.0;A
146;2018;COBE_BAND_ANCH;8.0;A
146;2019;COBE_BAND_ANCH;12.0;A
146;2020;COBE_BAND_ANCH;13.0;A
146;2021;COBE_BAND_ANCH;28.0;A
115;2014;COBE_BAND_ANCH;5.0;A
115;2015;COBE_BAND_ANCH;5.0;A
115;2016;COBE_BAND_ANCH;5.0;A
115;2017;COBE_BAND_ANCH;7.0;A
115;2018;COBE_BAND_ANCH;9.0;A
115;2019;COBE_BAND_ANCH;13.0;A
115;2020;COBE_BAND_ANCH;33.0;A
115;2021;COBE_BAND_ANCH;39.0;A
106;2014;COBE_BAND_ANCH;0.0;A
106;2015;COBE_BAND_ANCH;1.0;A
106;2016;COBE_BAND_ANCH;3.0;A
106;2017;COBE_BAND_ANCH;5.0;A
