TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
C01;2000;PORCENTAJE;0.4074090236199588;A
C01;2001;PORCENTAJE;0.4030529231687316;A
C01;2002;PORCENTAJE;0.36973537108239035;A
C01;2003;PORCENTAJE;0.49780964966594027;A
C01;2004;PORCENTAJE;0.47081103685919035;A
C01;2005;PORCENTAJE;0.542015387325009;A
C01;2006;PORCENTAJE;0.5669325180124388;A
C01;2007;PORCENTAJE;0.6068690041127783;A
C01;2008;PORCENTAJE;0.652557872709747;A
C01;2009;PORCENTAJE;0.7202824248155927;A
C01;2010;PORCENTAJE;0.739409709899948;A
C01;2011;PORCENTAJE;0.7090338075816127;A
C01;2012;PORCENTAJE;0.6573904696192219;A
C01;2013;PORCENTAJE;0.6564022402018601;A
C01;2014;PORCENTAJE;0.6512024359298821;A
C01;2015;PORCENTAJE;0.6446523778132224;A
C01;2016;PORCENTAJE;0.5537652257022013;A
C01;2017;PORCENTAJE;0.547713638601863;A
C01;2018;PORCENTAJE;0.5511255382286854;A
C01;2019;PORCENTAJE;0.5642720196423279;A
C01;2020;PORCENTAJE;0.6628255040884878;A
108;2000;PORCENTAJE;0.40112001061972585;A
108;2001;PORCENTAJE;0.4157545082475859;A
108;2002;PORCENTAJE;0.43356111383866636;A
108;2003;PORCENTAJE;0.4678899517117764;A
108;2004;PORCENTAJE;0.4734677469087321;A
108;2005;PORCENTAJE;0.5065989688976306;A
108;2006;PORCENTAJE;0.5216619862266555;A
108;2007;PORCENTAJE;0.5455346575066083;A
108;2008;PORCENTAJE;0.5952642579228707;A
108;2009;PORCENTAJE;0.6532256390258134;A
108;2010;PORCENTAJE;0.6575606245496216;A
108;2011;PORCENTAJE;0.6358943674483883;A
108;2012;PORCENTAJE;0.6083012964744585;A
108;2013;PORCENTAJE;0.5960603599375708;A
108;2014;PORCENTAJE;0.5824926787319099;A
108;2015;PORCENTAJE;0.5773162216211604;A
108;2016;PORCENTAJE;0.5475493978930744;A
108;2017;PORCENTAJE;0.5422833017345495;A
108;2018;PORCENTAJE;0.5366907586353551;A
108;2019;PORCENTAJE;0.5450766069884457;A
108;2020;PORCENTAJE;0.6220991440881798;A
UE27NRU;2000;PORCENTAJE;0.6321469116828046;A
UE27NRU;2001;PORCENTAJE;0.6407443247250775;A
UE27NRU;2002;PORCENTAJE;0.6557400201075989;A
UE27NRU;2003;PORCENTAJE;0.6573290525545026;A
UE27NRU;2004;PORCENTAJE;0.6445217172430905;A
UE27NRU;2005;PORCENTAJE;0.6457497234809757;A
UE27NRU;2006;PORCENTAJE;0.6407012545587932;A
UE27NRU;2007;PORCENTAJE;0.6364058817001126;A
UE27NRU;2008;PORCENTAJE;0.671981540637841;A
UE27NRU;2009;PORCENTAJE;0.7339984196296501;A
UE27NRU;2010;PORCENTAJE;0.7323305749962572;A
UE27NRU;2011;PORCENTAJE;0.7278144484230492;A
UE27NRU;2012;PORCENTAJE;0.742433696838656;A
