TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
;2012;CO-P_CIEN_INTE;548.407937618;A
;2013;CO-P_CIEN_INTE;564.120042719;A
;2014;CO-P_CIEN_INTE;622.041168033;A
;2015;CO-P_CIEN_INTE;643.89471171;A
;2016;CO-P_CIEN_INTE;703.905177648;A
;2017;CO-P_CIEN_INTE;727.622360105;A
;2018;CO-P_CIEN_INTE;796.490451435;A
;2019;CO-P_CIEN_INTE;876.245232072;A
;2020;CO-P_CIEN_INTE;969.644556455;A
;2021;CO-P_CIEN_INTE;1061.615205696;A
108;2012;CO-P_CIEN_INTE;688.193353582;A
108;2013;CO-P_CIEN_INTE;733.310562152;A
108;2014;CO-P_CIEN_INTE;793.249441218;A
108;2015;CO-P_CIEN_INTE;827.301545872;A
108;2016;CO-P_CIEN_INTE;879.981856386;A
108;2017;CO-P_CIEN_INTE;913.388771125;A
108;2018;CO-P_CIEN_INTE;961.698321617;A
108;2019;CO-P_CIEN_INTE;1008.271704967;A
108;2020;CO-P_CIEN_INTE;1108.500541573;A
108;2021;CO-P_CIEN_INTE;1194.001704609;A
UE27NRU;2013;CO-P_CIEN_INTE;807.750190228;A
UE27NRU;2014;CO-P_CIEN_INTE;853.548774843;A
UE27NRU;2015;CO-P_CIEN_INTE;904.372355893;A
UE27NRU;2016;CO-P_CIEN_INTE;950.265986392;A
UE27NRU;2017;CO-P_CIEN_INTE;988.255834684;A
UE27NRU;2018;CO-P_CIEN_INTE;1043.964739565;A
UE27NRU;2019;CO-P_CIEN_INTE;1090.392826603;A
UE27NRU;2020;CO-P_CIEN_INTE;1181.344673238;A
103;2013;CO-P_CIEN_INTE;1512.662895424;A
103;2014;CO-P_CIEN_INTE;1617.499221883;A
103;2015;CO-P_CIEN_INTE;1719.901107689;A
103;2016;CO-P_CIEN_INTE;1753.407731526;A
103;2017;CO-P_CIEN_INTE;1796.466740259;A
103;2018;CO-P_CIEN_INTE;1913.833370078;A
103;2019;CO-P_CIEN_INTE;1914.099221519;A
103;2020;CO-P_CIEN_INTE;2087.75224692;A
104;2013;CO-P_CIEN_INTE;236.390652438;A
104;2014;CO-P_CIEN_INTE;252.150351168;A
104;2015;CO-P_CIEN_INTE;244.230997259;A
104;2016;CO-P_CIEN_INTE;283.346547785;A
104;2017;CO-P_CIEN_INTE;320.620277029;A
104;2018;CO-P_CIEN_INTE;333.473569064;A
104;2019;CO-P_CIEN_INTE;328.855310663;A
104;2020;CO-P_CIEN_INTE;372.150859342;A
143;2013;CO-P_CIEN_INTE;674.868356928;A
143;2014;CO-P_CIEN_INTE;782.788433376;A
143;2015;CO-P_CIEN_INTE;862.759797026;A
143;2016;CO-P_CIEN_INTE;894.745165339;A
143;2017;CO-P_CIEN_INTE;969.295252211;A
143;2018;CO-P_CIEN_INTE;1019.693111864;A
143;2019;CO-P_CIEN_INTE;1101.616931773;A
143;2020;CO-P_CIEN_INTE;1221.813589922;A
107;2013;CO-P_CIEN_INTE;2144.350829646;A
107;2014;CO-P_CIEN_INTE;2351.954379016;A
107;2015;CO-P_CIEN_INTE;2567.443767045;A
107;2016;CO-P_CIEN_INTE;2723.552897884;A
107;2017;CO-P_CIEN_INTE;2826.344213866;A
107;2018;CO-P_CIEN_INTE;3047.123516093;A
107;2019;CO-P_CIEN_INTE;3154.279108404;A
107;2020;CO-P_CIEN_INTE;3455.060767543;A
126;2013;CO-P_CIEN_INTE;869.656511012;A
126;2014;CO-P_CIEN_INTE;900.746381002;A
126;2015;CO-P_CIEN_INTE;943.427631309;A
126;2016;CO-P_CIEN_INTE;967.548989309;A
126;2017;CO-P_CIEN_INTE;996.562683978;A
126;2018;CO-P_CIEN_INTE;1038.53796832;A
126;2019;CO-P_CIEN_INTE;1071.053275342;A
126;2020;CO-P_CIEN_INTE;1130.668735956;A
141;2013;CO-P_CIEN_INTE;1015.77519327;A
141;2014;CO-P_CIEN_INTE;1128.574674784;A
141;2015;CO-P_CIEN_INTE;1169.697384532;A
141;2016;CO-P_CIEN_INTE;1345.042038263;A
141;2017;CO-P_CIEN_INTE;1403.884816077;A
141;2018;CO-P_CIEN_INTE;1552.534884655;A
141;2019;CO-P_CIEN_INTE;1831.192161954;A
141;2020;CO-P_CIEN_INTE;1888.672180686;A
113;2013;CO-P_CIEN_INTE;1318.935246137;A
113;2014;CO-P_CIEN_INTE;1379.517932008;A
113;2015;CO-P_CIEN_INTE;1433.419124697;A
113;2016;CO-P_CIEN_INTE;1560.845027152;A
113;2017;CO-P_CIEN_INTE;1611.91108655;A
113;2018;CO-P_CIEN_INTE;1766.109251589;A
113;2019;CO-P_CIEN_INTE;1868.587181704;A
113;2020;CO-P_CIEN_INTE;2075.359960036;A
111;2013;CO-P_CIEN_INTE;686.229025643;A
111;2014;CO-P_CIEN_INTE;721.162183976;A
111;2015;CO-P_CIEN_INTE;761.096546349;A
111;2016;CO-P_CIEN_INTE;807.325987217;A
111;2017;CO-P_CIEN_INTE;835.051897751;A
111;2018;CO-P_CIEN_INTE;884.913321786;A
111;2019;CO-P_CIEN_INTE;940.361499763;A
111;2020;CO-P_CIEN_INTE;1003.305946272;A
110;2013;CO-P_CIEN_INTE;809.888971629;A
110;2014;CO-P_CIEN_INTE;836.32102177;A
110;2015;CO-P_CIEN_INTE;867.418027702;A
110;2016;CO-P_CIEN_INTE;901.297271718;A
110;2017;CO-P_CIEN_INTE;925.343066354;A
110;2018;CO-P_CIEN_INTE;947.226267737;A
110;2019;CO-P_CIEN_INTE;961.52535049;A
110;2020;CO-P_CIEN_INTE;1001.63077314;A
146;2013;CO-P_CIEN_INTE;478.398175564;A
146;2014;CO-P_CIEN_INTE;514.268477815;A
146;2015;CO-P_CIEN_INTE;554.988076631;A
146;2016;CO-P_CIEN_INTE;593.938581167;A
146;2017;CO-P_CIEN_INTE;652.349795256;A
146;2018;CO-P_CIEN_INTE;744.612157419;A
146;2019;CO-P_CIEN_INTE;801.963375125;A
146;2020;CO-P_CIEN_INTE;891.289536034;A
115;2013;CO-P_CIEN_INTE;648.284373619;A
115;2014;CO-P_CIEN_INTE;680.720365878;A
115;2015;CO-P_CIEN_INTE;731.056050558;A
115;2016;CO-P_CIEN_INTE;772.250465507;A
115;2017;CO-P_CIEN_INTE;813.953651498;A
115;2018;CO-P_CIEN_INTE;870.825730975;A
115;2019;CO-P_CIEN_INTE;922.033895132;A
115;2020;CO-P_CIEN_INTE;1036.224984863;A
106;2013;CO-P_CIEN_INTE;1317.737602757;A
106;2014;CO-P_CIEN_INTE;1272.727272727;A
106;2015;CO-P_CIEN_INTE;1442.725452416;A
106;2016;CO-P_CIEN_INTE;1640.892164386;A
106;2017;CO-P_CIEN_INTE;1813.285415804;A
106;2018;CO-P_CIEN_INTE;2087.392795486;A
106;2019;CO-P_CIEN_INTE;2357.577757253;A
106;2020;CO-P_CIEN_INTE;2913.27188473;A
136;2013;CO-P_CIEN_INTE;256.939211641;A
136;2014;CO-P_CIEN_INTE;283.791696894;A
136;2015;CO-P_CIEN_INTE;354.464235364;A
136;2016;CO-P_CIEN_INTE;423.066628677;A
136;2017;CO-P_CIEN_INTE;495.867938112;A
136;2018;CO-P_CIEN_INTE;519.546583167;A
136;2019;CO-P_CIEN_INTE;571.884531409;A
136;2020;CO-P_CIEN_INTE;706.619314087;A
142;2013;CO-P_CIEN_INTE;354.318189848;A
142;2014;CO-P_CIEN_INTE;422.630145624;A
142;2015;CO-P_CIEN_INTE;467.263805848;A
142;2016;CO-P_CIEN_INTE;500.249605513;A
142;2017;CO-P_CIEN_INTE;591.312066699;A
142;2018;CO-P_CIEN_INTE;684.609389936;A
142;2019;CO-P_CIEN_INTE;755.13996215;A
142;2020;CO-P_CIEN_INTE;865.39803657;A
117;2013;CO-P_CIEN_INTE;2035.233940179;A
117;2014;CO-P_CIEN_INTE;2368.650851404;A
117;2015;CO-P_CIEN_INTE;2346.533844443;A
117;2016;CO-P_CIEN_INTE;2325.383644917;A
117;2017;CO-P_CIEN_INTE;2431.149869554;A
117;2018;CO-P_CIEN_INTE;2614.596224284;A
117;2019;CO-P_CIEN_INTE;2710.565667689;A
117;2020;CO-P_CIEN_INTE;2847.75150613;A
112;2013;CO-P_CIEN_INTE;455.352909606;A
112;2014;CO-P_CIEN_INTE;484.33969991;A
112;2015;CO-P_CIEN_INTE;500.02176434;A
112;2016;CO-P_CIEN_INTE;539.342667223;A
112;2017;CO-P_CIEN_INTE;543.706744975;A
112;2018;CO-P_CIEN_INTE;582.203313824;A
112;2019;CO-P_CIEN_INTE;613.235406675;A
112;2020;CO-P_CIEN_INTE;654.893594633;A
118;2013;CO-P_CIEN_INTE;586.969745023;A
118;2014;CO-P_CIEN_INTE;666.008420582;A
118;2015;CO-P_CIEN_INTE;766.447345977;A
118;2016;CO-P_CIEN_INTE;848.106746001;A
118;2017;CO-P_CIEN_INTE;938.524474415;A
118;2018;CO-P_CIEN_INTE;1061.591209604;A
118;2019;CO-P_CIEN_INTE;1035.337213991;A
118;2020;CO-P_CIEN_INTE;1140.771604698;A
121;2013;CO-P_CIEN_INTE;1658.146883935;A
121;2014;CO-P_CIEN_INTE;1737.625398197;A
121;2015;CO-P_CIEN_INTE;1819.921818743;A
121;2016;CO-P_CIEN_INTE;1907.637144917;A
121;2017;CO-P_CIEN_INTE;1977.811442515;A
121;2018;CO-P_CIEN_INTE;2090.380327574;A
121;2019;CO-P_CIEN_INTE;2154.070644977;A
121;2020;CO-P_CIEN_INTE;2297.044650364;A
102;2013;CO-P_CIEN_INTE;1465.712872669;A
102;2014;CO-P_CIEN_INTE;1530.480432865;A
102;2015;CO-P_CIEN_INTE;1623.426922958;A
102;2016;CO-P_CIEN_INTE;1688.759148786;A
102;2017;CO-P_CIEN_INTE;1724.522148694;A
102;2018;CO-P_CIEN_INTE;1821.640628197;A
102;2019;CO-P_CIEN_INTE;1922.274806618;A
102;2020;CO-P_CIEN_INTE;2071.662443951;A
122;2013;CO-P_CIEN_INTE;271.737024347;A
122;2014;CO-P_CIEN_INTE;295.624245618;A
122;2015;CO-P_CIEN_INTE;318.768695593;A
122;2016;CO-P_CIEN_INTE;348.64295661;A
122;2017;CO-P_CIEN_INTE;377.76877254;A
122;2018;CO-P_CIEN_INTE;404.590321425;A
122;2019;CO-P_CIEN_INTE;438.339936479;A
122;2020;CO-P_CIEN_INTE;505.29348937;A
123;2013;CO-P_CIEN_INTE;924.929216693;A
123;2014;CO-P_CIEN_INTE;978.29726024;A
123;2015;CO-P_CIEN_INTE;1061.030251893;A
123;2016;CO-P_CIEN_INTE;1138.828371206;A
123;2017;CO-P_CIEN_INTE;1190.155984152;A
123;2018;CO-P_CIEN_INTE;1301.813706251;A
123;2019;CO-P_CIEN_INTE;1392.481591948;A
123;2020;CO-P_CIEN_INTE;1550.615880541;A
128;2013;CO-P_CIEN_INTE;211.637579362;A
128;2014;CO-P_CIEN_INTE;216.319883918;A
128;2015;CO-P_CIEN_INTE;230.843011805;A
128;2016;CO-P_CIEN_INTE;242.09809578;A
128;2017;CO-P_CIEN_INTE;245.266366758;A
128;2018;CO-P_CIEN_INTE;261.653312075;A
128;2019;CO-P_CIEN_INTE;287.826732016;A
128;2020;CO-P_CIEN_INTE;322.057642575;A
147;2013;CO-P_CIEN_INTE;1210.887201947;A
147;2014;CO-P_CIEN_INTE;1217.805185133;A
147;2015;CO-P_CIEN_INTE;1364.601037194;A
147;2016;CO-P_CIEN_INTE;1412.177572973;A
147;2017;CO-P_CIEN_INTE;1439.569774843;A
147;2018;CO-P_CIEN_INTE;1585.481498684;A
147;2019;CO-P_CIEN_INTE;1603.626878267;A
147;2020;CO-P_CIEN_INTE;1768.724166345;A
144;2013;CO-P_CIEN_INTE;438.749206222;A
144;2014;CO-P_CIEN_INTE;513.483417218;A
144;2015;CO-P_CIEN_INTE;549.863142919;A
144;2016;CO-P_CIEN_INTE;607.233132556;A
144;2017;CO-P_CIEN_INTE;656.996255802;A
144;2018;CO-P_CIEN_INTE;666.529490439;A
144;2019;CO-P_CIEN_INTE;748.932972334;A
144;2020;CO-P_CIEN_INTE;845.017830206;A
109;2013;CO-P_CIEN_INTE;1673.584961986;A
109;2014;CO-P_CIEN_INTE;1802.88263102;A
109;2015;CO-P_CIEN_INTE;1942.521893806;A
109;2016;CO-P_CIEN_INTE;2041.984885849;A
109;2017;CO-P_CIEN_INTE;2105.465142078;A
109;2018;CO-P_CIEN_INTE;2192.402500939;A
109;2019;CO-P_CIEN_INTE;2369.190269013;A
109;2020;CO-P_CIEN_INTE;2515.161189671;A
131;2013;CO-P_CIEN_INTE;1972.918700534;A
131;2014;CO-P_CIEN_INTE;2099.666724176;A
131;2015;CO-P_CIEN_INTE;2258.356241257;A
131;2016;CO-P_CIEN_INTE;2383.408738407;A
131;2017;CO-P_CIEN_INTE;2457.491145958;A
131;2018;CO-P_CIEN_INTE;2568.614465939;A
131;2019;CO-P_CIEN_INTE;2651.760452035;A
131;2020;CO-P_CIEN_INTE;2772.379884598;A
125;2013;CO-P_CIEN_INTE;1201.104596232;A
125;2014;CO-P_CIEN_INTE;1275.298614076;A
125;2015;CO-P_CIEN_INTE;1363.722018368;A
125;2016;CO-P_CIEN_INTE;1436.683595435;A
125;2017;CO-P_CIEN_INTE;1514.303276972;A
125;2018;CO-P_CIEN_INTE;1608.514379849;A
125;2019;CO-P_CIEN_INTE;1676.396720686;A
125;2020;CO-P_CIEN_INTE;1810.653019412;A
114;2013;CO-P_CIEN_INTE;2895.695914645;A
114;2014;CO-P_CIEN_INTE;2975.395414391;A
114;2015;CO-P_CIEN_INTE;3236.098450319;A
114;2016;CO-P_CIEN_INTE;3632.76586403;A
114;2017;CO-P_CIEN_INTE;3573.233554702;A
114;2018;CO-P_CIEN_INTE;3667.671114938;A
114;2019;CO-P_CIEN_INTE;3812.421041427;A
114;2020;CO-P_CIEN_INTE;3743.127529975;A
120;2013;CO-P_CIEN_INTE;1806.672572766;A
120;2014;CO-P_CIEN_INTE;1965.947333285;A
120;2015;CO-P_CIEN_INTE;2066.97270276;A
120;2016;CO-P_CIEN_INTE;2279.914814092;A
120;2017;CO-P_CIEN_INTE;2397.915530768;A
120;2018;CO-P_CIEN_INTE;2544.367334584;A
120;2019;CO-P_CIEN_INTE;2667.498965882;A
120;2020;CO-P_CIEN_INTE;2980.300247039;A
132;2013;CO-P_CIEN_INTE;3030.826987235;A
132;2014;CO-P_CIEN_INTE;3155.302740382;A
132;2015;CO-P_CIEN_INTE;3308.582795175;A
132;2016;CO-P_CIEN_INTE;3410.660532818;A
132;2017;CO-P_CIEN_INTE;3546.745372377;A
132;2018;CO-P_CIEN_INTE;3656.827512073;A
132;2019;CO-P_CIEN_INTE;3701.199609996;A
132;2020;CO-P_CIEN_INTE;3960.942283163;A
158;2013;CO-P_CIEN_INTE;317.284942816;A
158;2014;CO-P_CIEN_INTE;358.797208783;A
158;2015;CO-P_CIEN_INTE;332.744466717;A
158;2016;CO-P_CIEN_INTE;376.073980502;A
158;2017;CO-P_CIEN_INTE;457.914448727;A
158;2018;CO-P_CIEN_INTE;465.9689986;A
158;2019;CO-P_CIEN_INTE;597.895792549;A
158;2020;CO-P_CIEN_INTE;776.68591497;A
156;2013;CO-P_CIEN_INTE;151.772734634;A
156;2014;CO-P_CIEN_INTE;182.014542768;A
156;2015;CO-P_CIEN_INTE;196.697036302;A
156;2016;CO-P_CIEN_INTE;198.911010497;A
156;2017;CO-P_CIEN_INTE;235.810159801;A
156;2018;CO-P_CIEN_INTE;236.110328092;A
156;2019;CO-P_CIEN_INTE;256.603817186;A
156;2020;CO-P_CIEN_INTE;275.496025296;A
101;2013;CO-P_CIEN_INTE;53.834500323;A
101;2014;CO-P_CIEN_INTE;59.466310606;A
101;2015;CO-P_CIEN_INTE;74.502840811;A
101;2016;CO-P_CIEN_INTE;80.331284828;A
101;2017;CO-P_CIEN_INTE;83.084456567;A
101;2018;CO-P_CIEN_INTE;102.427461151;A
101;2019;CO-P_CIEN_INTE;102.360689024;A
101;2020;CO-P_CIEN_INTE;131.063210768;A
157;2013;CO-P_CIEN_INTE;348.255692922;A
157;2014;CO-P_CIEN_INTE;377.094008627;A
157;2015;CO-P_CIEN_INTE;400.736928646;A
157;2016;CO-P_CIEN_INTE;422.956848509;A
157;2017;CO-P_CIEN_INTE;468.305770004;A
157;2018;CO-P_CIEN_INTE;511.03743742;A
157;2019;CO-P_CIEN_INTE;565.929574868;A
157;2020;CO-P_CIEN_INTE;579.640680526;A
436;2013;CO-P_CIEN_INTE;93.312760891;A
436;2014;CO-P_CIEN_INTE;94.068096119;A
436;2015;CO-P_CIEN_INTE;105.127806995;A
436;2016;CO-P_CIEN_INTE;117.270466271;A
436;2017;CO-P_CIEN_INTE;118.173466696;A
436;2018;CO-P_CIEN_INTE;124.996094259;A
436;2019;CO-P_CIEN_INTE;140.017761598;A
436;2020;CO-P_CIEN_INTE;170.176183158;A
;2021;ESTA_CO-P_CIEN_INTE;7.0;A
108;2021;ESTA_CO-P_CIEN_INTE;7.0;A
UE27NRU;2006;ESTA_CO-P_CIEN_INTE;--;A
UE27NRU;2007;ESTA_CO-P_CIEN_INTE;--;A
UE27NRU;2008;ESTA_CO-P_CIEN_INTE;--;A
UE27NRU;2009;ESTA_CO-P_CIEN_INTE;--;A
UE27NRU;2010;ESTA_CO-P_CIEN_INTE;--;A
UE27NRU;2011;ESTA_CO-P_CIEN_INTE;--;A
UE27NRU;2012;ESTA_CO-P_CIEN_INTE;--;A
UE27NRU;2021;ESTA_CO-P_CIEN_INTE;--;A
103;2006;ESTA_CO-P_CIEN_INTE;--;A
103;2007;ESTA_CO-P_CIEN_INTE;--;A
103;2008;ESTA_CO-P_CIEN_INTE;--;A
103;2009;ESTA_CO-P_CIEN_INTE;--;A
103;2010;ESTA_CO-P_CIEN_INTE;--;A
103;2011;ESTA_CO-P_CIEN_INTE;--;A
103;2012;ESTA_CO-P_CIEN_INTE;--;A
103;2021;ESTA_CO-P_CIEN_INTE;--;A
104;2006;ESTA_CO-P_CIEN_INTE;--;A
104;2007;ESTA_CO-P_CIEN_INTE;--;A
104;2008;ESTA_CO-P_CIEN_INTE;--;A
104;2009;ESTA_CO-P_CIEN_INTE;--;A
104;2010;ESTA_CO-P_CIEN_INTE;--;A
104;2011;ESTA_CO-P_CIEN_INTE;--;A
104;2012;ESTA_CO-P_CIEN_INTE;--;A
104;2021;ESTA_CO-P_CIEN_INTE;--;A
143;2006;ESTA_CO-P_CIEN_INTE;--;A
143;2007;ESTA_CO-P_CIEN_INTE;--;A
143;2008;ESTA_CO-P_CIEN_INTE;--;A
143;2009;ESTA_CO-P_CIEN_INTE;--;A
143;2010;ESTA_CO-P_CIEN_INTE;--;A
143;2011;ESTA_CO-P_CIEN_INTE;--;A
143;2012;ESTA_CO-P_CIEN_INTE;--;A
143;2021;ESTA_CO-P_CIEN_INTE;--;A
107;2006;ESTA_CO-P_CIEN_INTE;--;A
107;2007;ESTA_CO-P_CIEN_INTE;--;A
107;2008;ESTA_CO-P_CIEN_INTE;--;A
107;2009;ESTA_CO-P_CIEN_INTE;--;A
107;2010;ESTA_CO-P_CIEN_INTE;--;A
107;2011;ESTA_CO-P_CIEN_INTE;--;A
107;2012;ESTA_CO-P_CIEN_INTE;--;A
107;2021;ESTA_CO-P_CIEN_INTE;--;A
126;2006;ESTA_CO-P_CIEN_INTE;--;A
126;2007;ESTA_CO-P_CIEN_INTE;--;A
126;2008;ESTA_CO-P_CIEN_INTE;--;A
126;2009;ESTA_CO-P_CIEN_INTE;--;A
126;2010;ESTA_CO-P_CIEN_INTE;--;A
126;2011;ESTA_CO-P_CIEN_INTE;--;A
126;2012;ESTA_CO-P_CIEN_INTE;--;A
126;2021;ESTA_CO-P_CIEN_INTE;--;A
141;2006;ESTA_CO-P_CIEN_INTE;--;A
141;2007;ESTA_CO-P_CIEN_INTE;--;A
141;2008;ESTA_CO-P_CIEN_INTE;--;A
141;2009;ESTA_CO-P_CIEN_INTE;--;A
141;2010;ESTA_CO-P_CIEN_INTE;--;A
141;2011;ESTA_CO-P_CIEN_INTE;--;A
141;2012;ESTA_CO-P_CIEN_INTE;--;A
141;2021;ESTA_CO-P_CIEN_INTE;--;A
113;2006;ESTA_CO-P_CIEN_INTE;--;A
113;2007;ESTA_CO-P_CIEN_INTE;--;A
113;2008;ESTA_CO-P_CIEN_INTE;--;A
113;2009;ESTA_CO-P_CIEN_INTE;--;A
113;2010;ESTA_CO-P_CIEN_INTE;--;A
113;2011;ESTA_CO-P_CIEN_INTE;--;A
113;2012;ESTA_CO-P_CIEN_INTE;--;A
113;2021;ESTA_CO-P_CIEN_INTE;--;A
111;2006;ESTA_CO-P_CIEN_INTE;--;A
111;2007;ESTA_CO-P_CIEN_INTE;--;A
111;2008;ESTA_CO-P_CIEN_INTE;--;A
111;2009;ESTA_CO-P_CIEN_INTE;--;A
111;2010;ESTA_CO-P_CIEN_INTE;--;A
111;2011;ESTA_CO-P_CIEN_INTE;--;A
111;2012;ESTA_CO-P_CIEN_INTE;--;A
111;2021;ESTA_CO-P_CIEN_INTE;--;A
110;2006;ESTA_CO-P_CIEN_INTE;--;A
110;2007;ESTA_CO-P_CIEN_INTE;--;A
110;2008;ESTA_CO-P_CIEN_INTE;--;A
110;2009;ESTA_CO-P_CIEN_INTE;--;A
110;2010;ESTA_CO-P_CIEN_INTE;--;A
110;2011;ESTA_CO-P_CIEN_INTE;--;A
110;2012;ESTA_CO-P_CIEN_INTE;--;A
110;2021;ESTA_CO-P_CIEN_INTE;--;A
146;2006;ESTA_CO-P_CIEN_INTE;--;A
146;2007;ESTA_CO-P_CIEN_INTE;--;A
146;2008;ESTA_CO-P_CIEN_INTE;--;A
146;2009;ESTA_CO-P_CIEN_INTE;--;A
146;2010;ESTA_CO-P_CIEN_INTE;--;A
146;2011;ESTA_CO-P_CIEN_INTE;--;A
146;2012;ESTA_CO-P_CIEN_INTE;--;A
146;2021;ESTA_CO-P_CIEN_INTE;--;A
115;2006;ESTA_CO-P_CIEN_INTE;--;A
115;2007;ESTA_CO-P_CIEN_INTE;--;A
115;2008;ESTA_CO-P_CIEN_INTE;--;A
115;2009;ESTA_CO-P_CIEN_INTE;--;A
115;2010;ESTA_CO-P_CIEN_INTE;--;A
115;2011;ESTA_CO-P_CIEN_INTE;--;A
115;2012;ESTA_CO-P_CIEN_INTE;--;A
115;2021;ESTA_CO-P_CIEN_INTE;--;A
106;2006;ESTA_CO-P_CIEN_INTE;--;A
106;2007;ESTA_CO-P_CIEN_INTE;--;A
106;2008;ESTA_CO-P_CIEN_INTE;--;A
106;2009;ESTA_CO-P_CIEN_INTE;--;A
106;2010;ESTA_CO-P_CIEN_INTE;--;A
106;2011;ESTA_CO-P_CIEN_INTE;--;A
106;2012;ESTA_CO-P_CIEN_INTE;--;A
106;2021;ESTA_CO-P_CIEN_INTE;--;A
136;2006;ESTA_CO-P_CIEN_INTE;--;A
136;2007;ESTA_CO-P_CIEN_INTE;--;A
136;2008;ESTA_CO-P_CIEN_INTE;--;A
136;2009;ESTA_CO-P_CIEN_INTE;--;A
136;2010;ESTA_CO-P_CIEN_INTE;--;A
136;2011;ESTA_CO-P_CIEN_INTE;--;A
136;2012;ESTA_CO-P_CIEN_INTE;--;A
136;2021;ESTA_CO-P_CIEN_INTE;--;A
142;2006;ESTA_CO-P_CIEN_INTE;--;A
142;2007;ESTA_CO-P_CIEN_INTE;--;A
142;2008;ESTA_CO-P_CIEN_INTE;--;A
142;2009;ESTA_CO-P_CIEN_INTE;--;A
142;2010;ESTA_CO-P_CIEN_INTE;--;A
142;2011;ESTA_CO-P_CIEN_INTE;--;A
142;2012;ESTA_CO-P_CIEN_INTE;--;A
142;2021;ESTA_CO-P_CIEN_INTE;--;A
117;2006;ESTA_CO-P_CIEN_INTE;--;A
117;2007;ESTA_CO-P_CIEN_INTE;--;A
117;2008;ESTA_CO-P_CIEN_INTE;--;A
117;2009;ESTA_CO-P_CIEN_INTE;--;A
117;2010;ESTA_CO-P_CIEN_INTE;--;A
117;2011;ESTA_CO-P_CIEN_INTE;--;A
117;2012;ESTA_CO-P_CIEN_INTE;--;A
117;2021;ESTA_CO-P_CIEN_INTE;--;A
112;2006;ESTA_CO-P_CIEN_INTE;--;A
112;2007;ESTA_CO-P_CIEN_INTE;--;A
112;2008;ESTA_CO-P_CIEN_INTE;--;A
112;2009;ESTA_CO-P_CIEN_INTE;--;A
