TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
;2010;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;19.310601684;A
;2011;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;15.603384948;A
;2012;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;15.782122324;A
;2013;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;21.287355839;A
;2014;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;17.534365014;A
;2015;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;21.259561227;A
;2016;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;24.468258181;A
;2017;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;24.168774566;A
;2018;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;22.642701781;A
;2019;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;22.815503484;A
;2020;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;22.951810358;A
;2021;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;21.991103901;A
108;2010;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;46.962228324;A
108;2011;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;46.493638507;A
108;2012;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;43.78033655;A
108;2013;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;45.549899954;A
108;2014;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;45.070597525;A
108;2015;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;47.199859354;A
108;2016;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;48.117224823;A
108;2017;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;46.00951965;A
108;2018;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;45.27947275;A
108;2019;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;45.537730412;A
108;2020;EXPO_PROD_TECN_MEDI_Y_ALTA_COMO_PCT_DEL_TOTA_EXPO_PROD;45.81828359;A
