TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
;2005;PYME_INNO_PROD_O_PROC;13.393173581;A
;2006;PYME_INNO_PROD_O_PROC;4.273112526;A
;2007;PYME_INNO_PROD_O_PROC;10.301936216;A
;2008;PYME_INNO_PROD_O_PROC;7.358270023;A
;2009;PYME_INNO_PROD_O_PROC;6.464945245;A
;2010;PYME_INNO_PROD_O_PROC;4.991441763;A
;2011;PYME_INNO_PROD_O_PROC;4.721239532;A
;2012;PYME_INNO_PROD_O_PROC;3.608421879;A
;2013;PYME_INNO_PROD_O_PROC;3.913182716;A
;2014;PYME_INNO_PROD_O_PROC;3.658647669;A
;2015;PYME_INNO_PROD_O_PROC;3.194550119;A
;2016;PYME_INNO_PROD_O_PROC;3.95854847;A
;2017;PYME_INNO_PROD_O_PROC;3.110694523;A
;2018;PYME_INNO_PROD_O_PROC;7.418219173;A
;2019;PYME_INNO_PROD_O_PROC;7.149130006;A
;2020;PYME_INNO_PROD_O_PROC;11.02;A
108;2012;PYME_INNO_PROD_O_PROC;9.654542601;A
108;2013;PYME_INNO_PROD_O_PROC;9.654542601;A
108;2014;PYME_INNO_PROD_O_PROC;10.34702527;A
108;2015;PYME_INNO_PROD_O_PROC;10.34702527;A
108;2016;PYME_INNO_PROD_O_PROC;10.339578822;A
108;2017;PYME_INNO_PROD_O_PROC;10.339578822;A
108;2018;PYME_INNO_PROD_O_PROC;13.797830145;A
108;2019;PYME_INNO_PROD_O_PROC;13.797830145;A
108;2020;PYME_INNO_PROD_O_PROC;17.871291487;A
103;2012;PYME_INNO_PROD_O_PROC;30.675872093;A
103;2013;PYME_INNO_PROD_O_PROC;30.675872093;A
103;2014;PYME_INNO_PROD_O_PROC;30.825504389;A
103;2015;PYME_INNO_PROD_O_PROC;30.825504389;A
103;2016;PYME_INNO_PROD_O_PROC;34.15778887;A
103;2017;PYME_INNO_PROD_O_PROC;34.15778887;A
103;2018;PYME_INNO_PROD_O_PROC;28.599235816;A
103;2019;PYME_INNO_PROD_O_PROC;28.599235816;A
103;2020;PYME_INNO_PROD_O_PROC;34.740735571;A
104;2012;PYME_INNO_PROD_O_PROC;10.115376243;A
104;2013;PYME_INNO_PROD_O_PROC;10.115376243;A
104;2014;PYME_INNO_PROD_O_PROC;10.2043785;A
104;2015;PYME_INNO_PROD_O_PROC;10.2043785;A
104;2016;PYME_INNO_PROD_O_PROC;11.967502649;A
104;2017;PYME_INNO_PROD_O_PROC;11.967502649;A
104;2018;PYME_INNO_PROD_O_PROC;17.678893566;A
104;2019;PYME_INNO_PROD_O_PROC;17.678893566;A
104;2020;PYME_INNO_PROD_O_PROC;22.195804196;A
143;2012;PYME_INNO_PROD_O_PROC;23.602690413;A
143;2013;PYME_INNO_PROD_O_PROC;23.602690413;A
143;2014;PYME_INNO_PROD_O_PROC;23.384253819;A
143;2015;PYME_INNO_PROD_O_PROC;23.384253819;A
143;2016;PYME_INNO_PROD_O_PROC;24.092840798;A
143;2017;PYME_INNO_PROD_O_PROC;24.092840798;A
143;2018;PYME_INNO_PROD_O_PROC;25.219813702;A
143;2019;PYME_INNO_PROD_O_PROC;25.219813702;A
143;2020;PYME_INNO_PROD_O_PROC;35.149586813;A
