TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
146;2016;PROP_PERS_CON_HABI_DIGI_AVAN;33.0;A
146;2017;PROP_PERS_CON_HABI_DIGI_AVAN;21.0;A
146;2019;PROP_PERS_CON_HABI_DIGI_AVAN;35.0;A
115;2015;PROP_PERS_CON_HABI_DIGI_AVAN;19.0;A
115;2016;PROP_PERS_CON_HABI_DIGI_AVAN;19.0;A
115;2019;PROP_PERS_CON_HABI_DIGI_AVAN;22.0;A
106;2015;PROP_PERS_CON_HABI_DIGI_AVAN;15.0;A
106;2016;PROP_PERS_CON_HABI_DIGI_AVAN;20.0;A
106;2017;PROP_PERS_CON_HABI_DIGI_AVAN;19.0;A
106;2019;PROP_PERS_CON_HABI_DIGI_AVAN;25.0;A
136;2015;PROP_PERS_CON_HABI_DIGI_AVAN;26.0;A
136;2016;PROP_PERS_CON_HABI_DIGI_AVAN;27.0;A
136;2017;PROP_PERS_CON_HABI_DIGI_AVAN;27.0;A
136;2019;PROP_PERS_CON_HABI_DIGI_AVAN;24.0;A
142;2015;PROP_PERS_CON_HABI_DIGI_AVAN;30.0;A
142;2016;PROP_PERS_CON_HABI_DIGI_AVAN;29.0;A
142;2017;PROP_PERS_CON_HABI_DIGI_AVAN;32.0;A
142;2019;PROP_PERS_CON_HABI_DIGI_AVAN;32.0;A
117;2015;PROP_PERS_CON_HABI_DIGI_AVAN;56.0;A
117;2016;PROP_PERS_CON_HABI_DIGI_AVAN;54.0;A
117;2017;PROP_PERS_CON_HABI_DIGI_AVAN;55.0;A
117;2019;PROP_PERS_CON_HABI_DIGI_AVAN;36.0;A
112;2015;PROP_PERS_CON_HABI_DIGI_AVAN;22.0;A
112;2016;PROP_PERS_CON_HABI_DIGI_AVAN;24.0;A
112;2017;PROP_PERS_CON_HABI_DIGI_AVAN;26.0;A
112;2019;PROP_PERS_CON_HABI_DIGI_AVAN;25.0;A
118;2015;PROP_PERS_CON_HABI_DIGI_AVAN;35.0;A
118;2016;PROP_PERS_CON_HABI_DIGI_AVAN;32.0;A
118;2017;PROP_PERS_CON_HABI_DIGI_AVAN;39.0;A
118;2019;PROP_PERS_CON_HABI_DIGI_AVAN;38.0;A
121;2015;PROP_PERS_CON_HABI_DIGI_AVAN;43.0;A
121;2016;PROP_PERS_CON_HABI_DIGI_AVAN;45.0;A
121;2017;PROP_PERS_CON_HABI_DIGI_AVAN;48.0;A
121;2019;PROP_PERS_CON_HABI_DIGI_AVAN;50.0;A
102;2015;PROP_PERS_CON_HABI_DIGI_AVAN;33.0;A
102;2016;PROP_PERS_CON_HABI_DIGI_AVAN;35.0;A
102;2017;PROP_PERS_CON_HABI_DIGI_AVAN;36.0;A
102;2019;PROP_PERS_CON_HABI_DIGI_AVAN;39.0;A
122;2015;PROP_PERS_CON_HABI_DIGI_AVAN;15.0;A
122;2016;PROP_PERS_CON_HABI_DIGI_AVAN;19.0;A
122;2017;PROP_PERS_CON_HABI_DIGI_AVAN;21.0;A
122;2019;PROP_PERS_CON_HABI_DIGI_AVAN;21.0;A
123;2015;PROP_PERS_CON_HABI_DIGI_AVAN;28.0;A
123;2016;PROP_PERS_CON_HABI_DIGI_AVAN;28.0;A
123;2017;PROP_PERS_CON_HABI_DIGI_AVAN;31.0;A
123;2019;PROP_PERS_CON_HABI_DIGI_AVAN;32.0;A
128;2015;PROP_PERS_CON_HABI_DIGI_AVAN;9.0;A
128;2016;PROP_PERS_CON_HABI_DIGI_AVAN;9.0;A
128;2017;PROP_PERS_CON_HABI_DIGI_AVAN;10.0;A
128;2019;PROP_PERS_CON_HABI_DIGI_AVAN;10.0;A
147;2015;PROP_PERS_CON_HABI_DIGI_AVAN;26.0;A
147;2016;PROP_PERS_CON_HABI_DIGI_AVAN;28.0;A
147;2017;PROP_PERS_CON_HABI_DIGI_AVAN;30.0;A
147;2019;PROP_PERS_CON_HABI_DIGI_AVAN;31.0;A
144;2015;PROP_PERS_CON_HABI_DIGI_AVAN;26.0;A
144;2016;PROP_PERS_CON_HABI_DIGI_AVAN;29.0;A
144;2017;PROP_PERS_CON_HABI_DIGI_AVAN;33.0;A
144;2019;PROP_PERS_CON_HABI_DIGI_AVAN;27.0;A
109;2015;PROP_PERS_CON_HABI_DIGI_AVAN;41.0;A
109;2016;PROP_PERS_CON_HABI_DIGI_AVAN;44.0;A
109;2017;PROP_PERS_CON_HABI_DIGI_AVAN;45.0;A
109;2019;PROP_PERS_CON_HABI_DIGI_AVAN;50.0;A
131;2015;PROP_PERS_CON_HABI_DIGI_AVAN;35.0;A
131;2016;PROP_PERS_CON_HABI_DIGI_AVAN;39.0;A
131;2017;PROP_PERS_CON_HABI_DIGI_AVAN;46.0;A
131;2019;PROP_PERS_CON_HABI_DIGI_AVAN;46.0;A
125;2015;PROP_PERS_CON_HABI_DIGI_AVAN;40.0;A
125;2016;PROP_PERS_CON_HABI_DIGI_AVAN;43.0;A
125;2017;PROP_PERS_CON_HABI_DIGI_AVAN;46.0;A
125;2019;PROP_PERS_CON_HABI_DIGI_AVAN;49.0;A
114;2017;PROP_PERS_CON_HABI_DIGI_AVAN;58.0;A
114;2019;PROP_PERS_CON_HABI_DIGI_AVAN;62.0;A
120;2015;PROP_PERS_CON_HABI_DIGI_AVAN;49.0;A
120;2016;PROP_PERS_CON_HABI_DIGI_AVAN;45.0;A
120;2017;PROP_PERS_CON_HABI_DIGI_AVAN;51.0;A
120;2019;PROP_PERS_CON_HABI_DIGI_AVAN;51.0;A
132;2017;PROP_PERS_CON_HABI_DIGI_AVAN;43.0;A
132;2019;PROP_PERS_CON_HABI_DIGI_AVAN;49.0;A
158;2017;PROP_PERS_CON_HABI_DIGI_AVAN;14.0;A
156;2015;PROP_PERS_CON_HABI_DIGI_AVAN;14.0;A
156;2016;PROP_PERS_CON_HABI_DIGI_AVAN;13.0;A
156;2017;PROP_PERS_CON_HABI_DIGI_AVAN;12.0;A
156;2019;PROP_PERS_CON_HABI_DIGI_AVAN;15.0;A
101;2019;PROP_PERS_CON_HABI_DIGI_AVAN;7.0;A
157;2015;PROP_PERS_CON_HABI_DIGI_AVAN;12.0;A
157;2017;PROP_PERS_CON_HABI_DIGI_AVAN;19.0;A
157;2019;PROP_PERS_CON_HABI_DIGI_AVAN;20.0;A
436;2015;PROP_PERS_CON_HABI_DIGI_AVAN;12.0;A
436;2016;PROP_PERS_CON_HABI_DIGI_AVAN;16.0;A
436;2017;PROP_PERS_CON_HABI_DIGI_AVAN;20.0;A
436;2019;PROP_PERS_CON_HABI_DIGI_AVAN;24.0;A
UE28;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
UE28;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
UE27NRU;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
UE27NRU;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
UE27;2019;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
UE27;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
UE27;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
UE15;2019;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
UE15;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
UE15;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
103;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
103;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
104;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
104;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
143;2019;ESTA_PERS_CON_HABI_DIGI_AVAN;b;A
143;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
143;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
107;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
107;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
126;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
126;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
141;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
141;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
113;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
113;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
111;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
111;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
110;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
110;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
146;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
146;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
115;2017;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
115;2019;ESTA_PERS_CON_HABI_DIGI_AVAN;b;A
115;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
115;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
106;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
106;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
136;2016;ESTA_PERS_CON_HABI_DIGI_AVAN;b;A
136;2019;ESTA_PERS_CON_HABI_DIGI_AVAN;b;A
136;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
136;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
142;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
142;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
117;2019;ESTA_PERS_CON_HABI_DIGI_AVAN;b;A
117;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
117;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
112;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
112;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
118;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
118;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
121;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
121;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
102;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
102;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
122;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
122;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
123;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
123;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
128;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
128;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
147;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
147;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
144;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
144;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
109;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
109;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
131;2016;ESTA_PERS_CON_HABI_DIGI_AVAN;b;A
131;2019;ESTA_PERS_CON_HABI_DIGI_AVAN;u;A
131;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
131;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
125;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
125;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
114;2015;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
114;2016;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
114;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
114;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
120;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
120;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
132;2015;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
132;2016;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
132;2017;ESTA_PERS_CON_HABI_DIGI_AVAN;b;A
132;2019;ESTA_PERS_CON_HABI_DIGI_AVAN;b;A
132;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
132;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
158;2015;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
158;2016;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
158;2019;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
158;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
158;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
156;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
156;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
101;2015;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
101;2016;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
101;2017;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
101;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
101;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
157;2016;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
157;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
157;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
436;2020;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
436;2021;ESTA_PERS_CON_HABI_DIGI_AVAN;--;A
