D_TEMPORAL_0;D_TERRITORIO_0;D_ARE_INSCRIPCION_0;D_SEXO_0;D_LUGARNACIMIEN_0;INDICATOR;OBS_VALUE;FREQ
2017;2482;38453;3691;45873;Andaluces;2.0;A
2017;2482;38453;3691;45980;Andaluces;10.0;A
2017;2482;38453;3691;45981;Andaluces;639.0;A
2017;2482;38453;3691;45984;Andaluces;63.0;A
2017;2482;38453;3691;46350;Andaluces;574.0;A
2017;2482;38453;3691;46352;Andaluces;;A
2017;2482;38453;3691;46351;Andaluces;1276.0;A
2017;2482;38453;3689;45230;Andaluces;1.0;A
2017;2482;38453;3689;45276;Andaluces;5.0;A
2017;2482;38453;3689;45354;Andaluces;305.0;A
2017;2482;38453;3689;45576;Andaluces;2.0;A
2017;2482;38453;3689;45657;Andaluces;2.0;A
2017;2482;38453;3689;45765;Andaluces;6.0;A
2017;2482;38453;3689;45873;Andaluces;;A
2017;2482;38453;3689;45980;Andaluces;5.0;A
2017;2482;38453;3689;45981;Andaluces;326.0;A
2017;2482;38453;3689;45984;Andaluces;25.0;A
2017;2482;38453;3689;46350;Andaluces;283.0;A
2017;2482;38453;3689;46352;Andaluces;;A
2017;2482;38453;3689;46351;Andaluces;634.0;A
2017;2482;38453;3690;45230;Andaluces;1.0;A
2017;2482;38453;3690;45276;Andaluces;3.0;A
2017;2482;38453;3690;45354;Andaluces;299.0;A
2017;2482;38453;3690;45576;Andaluces;;A
2017;2482;38453;3690;45657;Andaluces;;A
2017;2482;38453;3690;45765;Andaluces;3.0;A
2017;2482;38453;3690;45873;Andaluces;2.0;A
2017;2482;38453;3690;45980;Andaluces;5.0;A
2017;2482;38453;3690;45981;Andaluces;313.0;A
2017;2482;38453;3690;45984;Andaluces;38.0;A
2017;2482;38453;3690;46350;Andaluces;291.0;A
2017;2482;38453;3690;46352;Andaluces;;A
2017;2482;38453;3690;46351;Andaluces;642.0;A
2017;2713;38453;3691;45230;Andaluces;8.0;A
2017;2713;38453;3691;45276;Andaluces;12.0;A
2017;2713;38453;3691;45354;Andaluces;15.0;A
2017;2713;38453;3691;45576;Andaluces;911.0;A
2017;2713;38453;3691;45657;Andaluces;5.0;A
2017;2713;38453;3691;45765;Andaluces;26.0;A
2017;2713;38453;3691;45873;Andaluces;20.0;A
2017;2713;38453;3691;45980;Andaluces;6.0;A
2017;2713;38453;3691;45981;Andaluces;1003.0;A
2017;2713;38453;3691;45984;Andaluces;161.0;A
2017;2713;38453;3691;46350;Andaluces;1903.0;A
2017;2713;38453;3691;46352;Andaluces;;A
2017;2713;38453;3691;46351;Andaluces;3067.0;A
2017;2713;38453;3689;45230;Andaluces;5.0;A
2017;2713;38453;3689;45276;Andaluces;8.0;A
2017;2713;38453;3689;45354;Andaluces;10.0;A
2017;2713;38453;3689;45576;Andaluces;453.0;A
2017;2713;38453;3689;45657;Andaluces;2.0;A
2017;2713;38453;3689;45765;Andaluces;12.0;A
2017;2713;38453;3689;45873;Andaluces;5.0;A
2017;2713;38453;3689;45980;Andaluces;2.0;A
2017;2713;38453;3689;45981;Andaluces;497.0;A
2017;2713;38453;3689;45984;Andaluces;94.0;A
2017;2713;38453;3689;46350;Andaluces;905.0;A
2017;2713;38453;3689;46352;Andaluces;;A
2017;2713;38453;3689;46351;Andaluces;1496.0;A
2017;2713;38453;3690;45230;Andaluces;3.0;A
2017;2713;38453;3690;45276;Andaluces;4.0;A
2017;2713;38453;3690;45354;Andaluces;5.0;A
2017;2713;38453;3690;45576;Andaluces;458.0;A
2017;2713;38453;3690;45657;Andaluces;3.0;A
2017;2713;38453;3690;45765;Andaluces;14.0;A
2017;2713;38453;3690;45873;Andaluces;15.0;A
2017;2713;38453;3690;45980;Andaluces;4.0;A
2017;2713;38453;3690;45981;Andaluces;506.0;A
2017;2713;38453;3690;45984;Andaluces;67.0;A
2017;2713;38453;3690;46350;Andaluces;998.0;A
2017;2713;38453;3690;46352;Andaluces;;A
2017;2713;38453;3690;46351;Andaluces;1571.0;A
2017;2797;38453;3691;45230;Andaluces;;A
2017;2797;38453;3691;45276;Andaluces;1.0;A
2017;2797;38453;3691;45354;Andaluces;5.0;A
2017;2797;38453;3691;45576;Andaluces;2.0;A
2017;2797;38453;3691;45657;Andaluces;261.0;A
2017;2797;38453;3691;45765;Andaluces;1.0;A
2017;2797;38453;3691;45873;Andaluces;5.0;A
2017;2797;38453;3691;45980;Andaluces;21.0;A
2017;2797;38453;3691;45981;Andaluces;296.0;A
2017;2797;38453;3691;45984;Andaluces;45.0;A
2017;2797;38453;3691;46350;Andaluces;330.0;A
2017;2797;38453;3691;46352;Andaluces;;A
2017;2797;38453;3691;46351;Andaluces;671.0;A
2017;2797;38453;3689;45230;Andaluces;;A
2017;2797;38453;3689;45276;Andaluces;1.0;A
2017;2797;38453;3689;45354;Andaluces;3.0;A
2017;2797;38453;3689;45576;Andaluces;2.0;A
2017;2797;38453;3689;45657;Andaluces;126.0;A
2017;2797;38453;3689;45765;Andaluces;;A
2017;2797;38453;3689;45873;Andaluces;2.0;A
2017;2797;38453;3689;45980;Andaluces;11.0;A
2017;2797;38453;3689;45981;Andaluces;145.0;A
2017;2797;38453;3689;45984;Andaluces;20.0;A
2017;2797;38453;3689;46350;Andaluces;160.0;A
2017;2797;38453;3689;46352;Andaluces;;A
2017;2797;38453;3689;46351;Andaluces;325.0;A
2017;2797;38453;3690;45230;Andaluces;;A
2017;2797;38453;3690;45276;Andaluces;;A
2017;2797;38453;3690;45354;Andaluces;2.0;A
2017;2797;38453;3690;45576;Andaluces;;A
2017;2797;38453;3690;45657;Andaluces;135.0;A
2017;2797;38453;3690;45765;Andaluces;1.0;A
2017;2797;38453;3690;45873;Andaluces;3.0;A
2017;2797;38453;3690;45980;Andaluces;10.0;A
2017;2797;38453;3690;45981;Andaluces;151.0;A
2017;2797;38453;3690;45984;Andaluces;25.0;A
2017;2797;38453;3690;46350;Andaluces;170.0;A
2017;2797;38453;3690;46352;Andaluces;;A
2017;2797;38453;3690;46351;Andaluces;346.0;A
2017;2911;38453;3691;45230;Andaluces;2.0;A
2017;2911;38453;3691;45276;Andaluces;2.0;A
2017;2911;38453;3691;45354;Andaluces;3.0;A
2017;2911;38453;3691;45576;Andaluces;5.0;A
2017;2911;38453;3691;45657;Andaluces;;A
2017;2911;38453;3691;45765;Andaluces;387.0;A
2017;2911;38453;3691;45873;Andaluces;1.0;A
2017;2911;38453;3691;45980;Andaluces;2.0;A
2017;2911;38453;3691;45981;Andaluces;402.0;A
2017;2911;38453;3691;45984;Andaluces;53.0;A
2017;2911;38453;3691;46350;Andaluces;486.0;A
2017;2911;38453;3691;46352;Andaluces;;A
2017;2911;38453;3691;46351;Andaluces;941.0;A
2017;2911;38453;3689;45230;Andaluces;1.0;A
2017;2911;38453;3689;45276;Andaluces;2.0;A
2017;2911;38453;3689;45354;Andaluces;1.0;A
2017;2911;38453;3689;45576;Andaluces;3.0;A
2017;2911;38453;3689;45657;Andaluces;;A
2017;2911;38453;3689;45765;Andaluces;212.0;A
2017;2911;38453;3689;45873;Andaluces;;A
2017;2911;38453;3689;45980;Andaluces;2.0;A
2017;2911;38453;3689;45981;Andaluces;221.0;A
2017;2911;38453;3689;45984;Andaluces;28.0;A
2017;2911;38453;3689;46350;Andaluces;260.0;A
2017;2911;38453;3689;46352;Andaluces;;A
2017;2911;38453;3689;46351;Andaluces;509.0;A
2017;2911;38453;3690;45230;Andaluces;1.0;A
2017;2911;38453;3690;45276;Andaluces;;A
2017;2911;38453;3690;45354;Andaluces;2.0;A
2017;2911;38453;3690;45576;Andaluces;2.0;A
2017;2911;38453;3690;45657;Andaluces;;A
2017;2911;38453;3690;45765;Andaluces;175.0;A
2017;2911;38453;3690;45873;Andaluces;1.0;A
2017;2911;38453;3690;45980;Andaluces;;A
2017;2911;38453;3690;45981;Andaluces;181.0;A
2017;2911;38453;3690;45984;Andaluces;25.0;A
2017;2911;38453;3690;46350;Andaluces;226.0;A
2017;2911;38453;3690;46352;Andaluces;;A
2017;2911;38453;3690;46351;Andaluces;432.0;A
2017;3023;38453;3691;45230;Andaluces;8.0;A
2017;3023;38453;3691;45276;Andaluces;52.0;A
2017;3023;38453;3691;45354;Andaluces;28.0;A
2017;3023;38453;3691;45576;Andaluces;46.0;A
2017;3023;38453;3691;45657;Andaluces;3.0;A
2017;3023;38453;3691;45765;Andaluces;27.0;A
2017;3023;38453;3691;45873;Andaluces;1538.0;A
2017;3023;38453;3691;45980;Andaluces;29.0;A
2017;3023;38453;3691;45981;Andaluces;1731.0;A
2017;3023;38453;3691;45984;Andaluces;303.0;A
2017;3023;38453;3691;46350;Andaluces;3155.0;A
2017;3023;38453;3691;46352;Andaluces;2.0;A
2017;3023;38453;3691;46351;Andaluces;5191.0;A
2017;3023;38453;3689;45230;Andaluces;6.0;A
2017;3023;38453;3689;45276;Andaluces;26.0;A
2017;3023;38453;3689;45354;Andaluces;14.0;A
2017;3023;38453;3689;45576;Andaluces;27.0;A
2017;3023;38453;3689;45657;Andaluces;2.0;A
2017;3023;38453;3689;45765;Andaluces;13.0;A
2017;3023;38453;3689;45873;Andaluces;775.0;A
2017;3023;38453;3689;45980;Andaluces;15.0;A
2017;3023;38453;3689;45981;Andaluces;878.0;A
2017;3023;38453;3689;45984;Andaluces;168.0;A
2017;3023;38453;3689;46350;Andaluces;1619.0;A
2017;3023;38453;3689;46352;Andaluces;1.0;A
2017;3023;38453;3689;46351;Andaluces;2666.0;A
2017;3023;38453;3690;45230;Andaluces;2.0;A
2017;3023;38453;3690;45276;Andaluces;26.0;A
2017;3023;38453;3690;45354;Andaluces;14.0;A
2017;3023;38453;3690;45576;Andaluces;19.0;A
2017;3023;38453;3690;45657;Andaluces;1.0;A
2017;3023;38453;3690;45765;Andaluces;14.0;A
2017;3023;38453;3690;45873;Andaluces;763.0;A
2017;3023;38453;3690;45980;Andaluces;14.0;A
2017;3023;38453;3690;45981;Andaluces;853.0;A
2017;3023;38453;3690;45984;Andaluces;135.0;A
2017;3023;38453;3690;46350;Andaluces;1536.0;A
2017;3023;38453;3690;46352;Andaluces;1.0;A
2017;3023;38453;3690;46351;Andaluces;2525.0;A
2017;3142;38453;3691;45230;Andaluces;9.0;A
2017;3142;38453;3691;45276;Andaluces;49.0;A
2017;3142;38453;3691;45354;Andaluces;26.0;A
2017;3142;38453;3691;45576;Andaluces;16.0;A
2017;3142;38453;3691;45657;Andaluces;25.0;A
2017;3142;38453;3691;45765;Andaluces;19.0;A
2017;3142;38453;3691;45873;Andaluces;23.0;A
2017;3142;38453;3691;45980;Andaluces;1542.0;A
2017;3142;38453;3691;45981;Andaluces;1709.0;A
2017;3142;38453;3691;45984;Andaluces;234.0;A
2017;3142;38453;3691;46350;Andaluces;1659.0;A
2017;3142;38453;3691;46352;Andaluces;;A
2017;3142;38453;3691;46351;Andaluces;3602.0;A
2017;3142;38453;3689;45230;Andaluces;7.0;A
2017;3142;38453;3689;45276;Andaluces;23.0;A
2017;3142;38453;3689;45354;Andaluces;14.0;A
2017;3142;38453;3689;45576;Andaluces;11.0;A
2017;3142;38453;3689;45657;Andaluces;9.0;A
2017;3142;38453;3689;45765;Andaluces;8.0;A
2017;3142;38453;3689;45873;Andaluces;10.0;A
2017;3142;38453;3689;45980;Andaluces;791.0;A
2017;3142;38453;3689;45981;Andaluces;873.0;A
2017;3142;38453;3689;45984;Andaluces;124.0;A
2017;3142;38453;3689;46350;Andaluces;816.0;A
2017;3142;38453;3689;46352;Andaluces;;A
2017;3142;38453;3689;46351;Andaluces;1813.0;A
2017;3142;38453;3690;45230;Andaluces;2.0;A
2017;3142;38453;3690;45276;Andaluces;26.0;A
2017;3142;38453;3690;45354;Andaluces;12.0;A
2017;3142;38453;3690;45576;Andaluces;5.0;A
2017;3142;38453;3690;45657;Andaluces;16.0;A
2017;3142;38453;3690;45765;Andaluces;11.0;A
2017;3142;38453;3690;45873;Andaluces;13.0;A
2017;3142;38453;3690;45980;Andaluces;751.0;A
2017;3142;38453;3690;45981;Andaluces;836.0;A
2017;3142;38453;3690;45984;Andaluces;110.0;A
2017;3142;38453;3690;46350;Andaluces;843.0;A
2017;3142;38453;3690;46352;Andaluces;;A
2017;3142;38453;3690;46351;Andaluces;1789.0;A
2017;3143;38453;3691;45230;Andaluces;608.0;A
2017;3143;38453;3691;45276;Andaluces;1280.0;A
2017;3143;38453;3691;45354;Andaluces;697.0;A
2017;3143;38453;3691;45576;Andaluces;1016.0;A
2017;3143;38453;3691;45657;Andaluces;299.0;A
2017;3143;38453;3691;45765;Andaluces;482.0;A
2017;3143;38453;3691;45873;Andaluces;1608.0;A
2017;3143;38453;3691;45980;Andaluces;1649.0;A
2017;3143;38453;3691;45981;Andaluces;7639.0;A
2017;3143;38453;3691;45984;Andaluces;1135.0;A
2017;3143;38453;3691;46350;Andaluces;10854.0;A
2017;3143;38453;3691;46352;Andaluces;3.0;A
2017;3143;38453;3691;46351;Andaluces;19631.0;A
2017;3143;38453;3689;45230;Andaluces;314.0;A
2017;3143;38453;3689;45276;Andaluces;640.0;A
2017;3143;38453;3689;45354;Andaluces;356.0;A
2017;3143;38453;3689;45576;Andaluces;520.0;A
2017;3143;38453;3689;45657;Andaluces;144.0;A
2017;3143;38453;3689;45765;Andaluces;257.0;A
2017;3143;38453;3689;45873;Andaluces;805.0;A
2017;3143;38453;3689;45980;Andaluces;843.0;A
2017;3143;38453;3689;45981;Andaluces;3879.0;A
2017;3143;38453;3689;45984;Andaluces;614.0;A
2017;3143;38453;3689;46350;Andaluces;5385.0;A
2017;3143;38453;3689;46352;Andaluces;2.0;A
2017;3143;38453;3689;46351;Andaluces;9880.0;A
2017;3143;38453;3690;45230;Andaluces;294.0;A
2017;3143;38453;3690;45276;Andaluces;640.0;A
2017;3143;38453;3690;45354;Andaluces;341.0;A
2017;3143;38453;3690;45576;Andaluces;496.0;A
2017;3143;38453;3690;45657;Andaluces;155.0;A
2017;3143;38453;3690;45765;Andaluces;225.0;A
2017;3143;38453;3690;45873;Andaluces;803.0;A
2017;3143;38453;3690;45980;Andaluces;806.0;A
2017;3143;38453;3690;45981;Andaluces;3760.0;A
2017;3143;38453;3690;45984;Andaluces;521.0;A
2017;3143;38453;3690;46350;Andaluces;5469.0;A
2017;3143;38453;3690;46352;Andaluces;1.0;A
2017;3143;38453;3690;46351;Andaluces;9751.0;A
2017;3160;38453;3691;45230;Andaluces;105.0;A
2017;3160;38453;3691;45276;Andaluces;254.0;A
2017;3160;38453;3691;45354;Andaluces;133.0;A
2017;3160;38453;3691;45576;Andaluces;199.0;A
2017;3160;38453;3691;45657;Andaluces;44.0;A
2017;3160;38453;3691;45765;Andaluces;168.0;A
2017;3160;38453;3691;45873;Andaluces;210.0;A
2017;3160;38453;3691;45980;Andaluces;239.0;A
2017;3160;38453;3691;45981;Andaluces;1352.0;A
2017;3160;38453;3691;45984;Andaluces;;A
2017;3160;38453;3691;46350;Andaluces;;A
2017;3160;38453;3691;46352;Andaluces;;A
2017;3160;38453;3691;46351;Andaluces;1352.0;A
2017;3160;38453;3689;45230;Andaluces;60.0;A
2017;3160;38453;3689;45276;Andaluces;141.0;A
2017;3160;38453;3689;45354;Andaluces;78.0;A
2017;3160;38453;3689;45576;Andaluces;108.0;A
2017;3160;38453;3689;45657;Andaluces;26.0;A
2017;3160;38453;3689;45765;Andaluces;100.0;A
2017;3160;38453;3689;45873;Andaluces;114.0;A
2017;3160;38453;3689;45980;Andaluces;132.0;A
2017;3160;38453;3689;45981;Andaluces;759.0;A
2017;3160;38453;3689;45984;Andaluces;;A
2017;3160;38453;3689;46350;Andaluces;;A
2017;3160;38453;3689;46352;Andaluces;;A
2017;3160;38453;3689;46351;Andaluces;759.0;A
2017;3160;38453;3690;45230;Andaluces;45.0;A
2017;3160;38453;3690;45276;Andaluces;113.0;A
2017;3160;38453;3690;45354;Andaluces;55.0;A
2017;3160;38453;3690;45576;Andaluces;91.0;A
2017;3160;38453;3690;45657;Andaluces;18.0;A
2017;3160;38453;3690;45765;Andaluces;68.0;A
2017;3160;38453;3690;45873;Andaluces;96.0;A
2017;3160;38453;3690;45980;Andaluces;107.0;A
2017;3160;38453;3690;45981;Andaluces;593.0;A
2017;3160;38453;3690;45984;Andaluces;;A
2017;3160;38453;3690;46350;Andaluces;;A
2017;3160;38453;3690;46352;Andaluces;;A
2017;3160;38453;3690;46351;Andaluces;593.0;A
2017;3676;38453;3691;45230;Andaluces;713.0;A
2017;3676;38453;3691;45276;Andaluces;1534.0;A
2017;3676;38453;3691;45354;Andaluces;830.0;A
2017;3676;38453;3691;45576;Andaluces;1215.0;A
2017;3676;38453;3691;45657;Andaluces;343.0;A
2017;3676;38453;3691;45765;Andaluces;650.0;A
2017;3676;38453;3691;45873;Andaluces;1818.0;A
2017;3676;38453;3691;45980;Andaluces;1888.0;A
2017;3676;38453;3691;45981;Andaluces;8991.0;A
2017;3676;38453;3691;45984;Andaluces;1135.0;A
2017;3676;38453;3691;46350;Andaluces;10854.0;A
2017;3676;38453;3691;46352;Andaluces;3.0;A
2017;3676;38453;3691;46351;Andaluces;20983.0;A
2017;3676;38453;3689;45230;Andaluces;374.0;A
2017;3676;38453;3689;45276;Andaluces;781.0;A
2017;3676;38453;3689;45354;Andaluces;434.0;A
2017;3676;38453;3689;45576;Andaluces;628.0;A
2017;3676;38453;3689;45657;Andaluces;170.0;A
2017;3676;38453;3689;45765;Andaluces;357.0;A
2017;3676;38453;3689;45873;Andaluces;919.0;A
2017;3676;38453;3689;45980;Andaluces;975.0;A
2017;3676;38453;3689;45981;Andaluces;4638.0;A
2017;3676;38453;3689;45984;Andaluces;614.0;A
2017;3676;38453;3689;46350;Andaluces;5385.0;A
2017;3676;38453;3689;46352;Andaluces;2.0;A
2017;3676;38453;3689;46351;Andaluces;10639.0;A
2017;3676;38453;3690;45230;Andaluces;339.0;A
2017;3676;38453;3690;45276;Andaluces;753.0;A
2017;3676;38453;3690;45354;Andaluces;396.0;A
2017;3676;38453;3690;45576;Andaluces;587.0;A
2017;3676;38453;3690;45657;Andaluces;173.0;A
2017;3676;38453;3690;45765;Andaluces;293.0;A
2017;3676;38453;3690;45873;Andaluces;899.0;A
2017;3676;38453;3690;45980;Andaluces;913.0;A
2017;3676;38453;3690;45981;Andaluces;4353.0;A
2017;3676;38453;3690;45984;Andaluces;521.0;A
2017;3676;38453;3690;46350;Andaluces;5469.0;A
2017;3676;38453;3690;46352;Andaluces;1.0;A
2017;3676;38453;3690;46351;Andaluces;10344.0;A
2018;2352;38453;3691;45230;Andaluces;558.0;A
2018;2352;38453;3691;45276;Andaluces;1.0;A
2018;2352;38453;3691;45354;Andaluces;2.0;A
2018;2352;38453;3691;45576;Andaluces;16.0;A
2018;2352;38453;3691;45657;Andaluces;1.0;A
2018;2352;38453;3691;45765;Andaluces;4.0;A
2018;2352;38453;3691;45873;Andaluces;5.0;A
2018;2352;38453;3691;45980;Andaluces;10.0;A
2018;2352;38453;3691;45981;Andaluces;597.0;A
2018;2352;38453;3691;45984;Andaluces;92.0;A
2018;2352;38453;3691;46350;Andaluces;1546.0;A
2018;2352;38453;3691;46352;Andaluces;;A
2018;2352;38453;3691;46351;Andaluces;2235.0;A
2018;2352;38453;3689;45230;Andaluces;297.0;A
2018;2352;38453;3689;45276;Andaluces;1.0;A
2018;2352;38453;3689;45354;Andaluces;1.0;A
2018;2352;38453;3689;45576;Andaluces;6.0;A
2018;2352;38453;3689;45657;Andaluces;1.0;A
2018;2352;38453;3689;45765;Andaluces;1.0;A
2018;2352;38453;3689;45873;Andaluces;3.0;A
2018;2352;38453;3689;45980;Andaluces;7.0;A
2018;2352;38453;3689;45981;Andaluces;317.0;A
2018;2352;38453;3689;45984;Andaluces;51.0;A
2018;2352;38453;3689;46350;Andaluces;755.0;A
2018;2352;38453;3689;46352;Andaluces;;A
2018;2352;38453;3689;46351;Andaluces;1123.0;A
2018;2352;38453;3690;45230;Andaluces;261.0;A
2018;2352;38453;3690;45276;Andaluces;;A
2018;2352;38453;3690;45354;Andaluces;1.0;A
2018;2352;38453;3690;45576;Andaluces;10.0;A
2018;2352;38453;3690;45657;Andaluces;;A
2018;2352;38453;3690;45765;Andaluces;3.0;A
2018;2352;38453;3690;45873;Andaluces;2.0;A
2018;2352;38453;3690;45980;Andaluces;3.0;A
2018;2352;38453;3690;45981;Andaluces;280.0;A
2018;2352;38453;3690;45984;Andaluces;41.0;A
2018;2352;38453;3690;46350;Andaluces;791.0;A
2018;2352;38453;3690;46352;Andaluces;;A
2018;2352;38453;3690;46351;Andaluces;1112.0;A
2018;2402;38453;3691;45230;Andaluces;3.0;A
2018;2402;38453;3691;45276;Andaluces;1010.0;A
2018;2402;38453;3691;45354;Andaluces;15.0;A
2018;2402;38453;3691;45576;Andaluces;10.0;A
2018;2402;38453;3691;45657;Andaluces;5.0;A
2018;2402;38453;3691;45765;Andaluces;3.0;A
2018;2402;38453;3691;45873;Andaluces;20.0;A
2018;2402;38453;3691;45980;Andaluces;24.0;A
2018;2402;38453;3691;45981;Andaluces;1090.0;A
2018;2402;38453;3691;45984;Andaluces;155.0;A
2018;2402;38453;3691;46350;Andaluces;901.0;A
2018;2402;38453;3691;46352;Andaluces;;A
2018;2402;38453;3691;46351;Andaluces;2146.0;A
2018;2402;38453;3689;45230;Andaluces;2.0;A
2018;2402;38453;3689;45276;Andaluces;547.0;A
2018;2402;38453;3689;45354;Andaluces;9.0;A
2018;2402;38453;3689;45576;Andaluces;5.0;A
2018;2402;38453;3689;45657;Andaluces;2.0;A
2018;2402;38453;3689;45765;Andaluces;1.0;A
2018;2402;38453;3689;45873;Andaluces;12.0;A
2018;2402;38453;3689;45980;Andaluces;11.0;A
2018;2402;38453;3689;45981;Andaluces;589.0;A
2018;2402;38453;3689;45984;Andaluces;79.0;A
2018;2402;38453;3689;46350;Andaluces;456.0;A
2018;2402;38453;3689;46352;Andaluces;;A
2018;2402;38453;3689;46351;Andaluces;1124.0;A
2018;2402;38453;3690;45230;Andaluces;1.0;A
2018;2402;38453;3690;45276;Andaluces;463.0;A
2018;2402;38453;3690;45354;Andaluces;6.0;A
2018;2402;38453;3690;45576;Andaluces;5.0;A
2018;2402;38453;3690;45657;Andaluces;3.0;A
2018;2402;38453;3690;45765;Andaluces;2.0;A
2018;2402;38453;3690;45873;Andaluces;8.0;A
2018;2402;38453;3690;45980;Andaluces;13.0;A
2018;2402;38453;3690;45981;Andaluces;501.0;A
2018;2402;38453;3690;45984;Andaluces;76.0;A
2018;2402;38453;3690;46350;Andaluces;445.0;A
2018;2402;38453;3690;46352;Andaluces;;A
2018;2402;38453;3690;46351;Andaluces;1022.0;A
2018;2482;38453;3691;45230;Andaluces;2.0;A
2018;2482;38453;3691;45276;Andaluces;2.0;A
2018;2482;38453;3691;45354;Andaluces;441.0;A
2018;2482;38453;3691;45576;Andaluces;5.0;A
2018;2482;38453;3691;45657;Andaluces;;A
2018;2482;38453;3691;45765;Andaluces;2.0;A
2018;2482;38453;3691;45873;Andaluces;5.0;A
2018;2482;38453;3691;45980;Andaluces;5.0;A
2018;2482;38453;3691;45981;Andaluces;462.0;A
2018;2482;38453;3691;45984;Andaluces;50.0;A
2018;2482;38453;3691;46350;Andaluces;478.0;A
2018;2482;38453;3691;46352;Andaluces;;A
2018;2482;38453;3691;46351;Andaluces;990.0;A
2018;2482;38453;3689;45230;Andaluces;2.0;A
2018;2482;38453;3689;45276;Andaluces;1.0;A
2018;2482;38453;3689;45354;Andaluces;241.0;A
2018;2482;38453;3689;45576;Andaluces;2.0;A
2018;2482;38453;3689;45657;Andaluces;;A
2018;2482;38453;3689;45765;Andaluces;;A
2018;2482;38453;3689;45873;Andaluces;4.0;A
2018;2482;38453;3689;45980;Andaluces;1.0;A
2018;2482;38453;3689;45981;Andaluces;251.0;A
2018;2482;38453;3689;45984;Andaluces;30.0;A
2018;2482;38453;3689;46350;Andaluces;242.0;A
2018;2482;38453;3689;46352;Andaluces;;A
2018;2482;38453;3689;46351;Andaluces;523.0;A
2018;2482;38453;3690;45230;Andaluces;;A
2018;2482;38453;3690;45276;Andaluces;1.0;A
2018;2482;38453;3690;45354;Andaluces;200.0;A
2018;2482;38453;3690;45576;Andaluces;3.0;A
2018;2482;38453;3690;45657;Andaluces;;A
2018;2482;38453;3690;45765;Andaluces;2.0;A
2018;2482;38453;3690;45873;Andaluces;1.0;A
2018;2482;38453;3690;45980;Andaluces;4.0;A
2018;2482;38453;3690;45981;Andaluces;211.0;A
2018;2482;38453;3690;45984;Andaluces;20.0;A
2018;2482;38453;3690;46350;Andaluces;236.0;A
2018;2482;38453;3690;46352;Andaluces;;A
2018;2482;38453;3690;46351;Andaluces;467.0;A
2018;2713;38453;3691;45230;Andaluces;22.0;A
2018;2713;38453;3691;45276;Andaluces;16.0;A
2018;2713;38453;3691;45354;Andaluces;11.0;A
2018;2713;38453;3691;45576;Andaluces;798.0;A
2018;2713;38453;3691;45657;Andaluces;4.0;A
2018;2713;38453;3691;45765;Andaluces;12.0;A
2018;2713;38453;3691;45873;Andaluces;15.0;A
2018;2713;38453;3691;45980;Andaluces;7.0;A
2018;2713;38453;3691;45981;Andaluces;885.0;A
2018;2713;38453;3691;45984;Andaluces;120.0;A
2018;2713;38453;3691;46350;Andaluces;1603.0;A
2018;2713;38453;3691;46352;Andaluces;;A
2018;2713;38453;3691;46351;Andaluces;2608.0;A
2018;2713;38453;3689;45230;Andaluces;10.0;A
2018;2713;38453;3689;45276;Andaluces;4.0;A
2018;2713;38453;3689;45354;Andaluces;4.0;A
2018;2713;38453;3689;45576;Andaluces;429.0;A
2018;2713;38453;3689;45657;Andaluces;;A
2018;2713;38453;3689;45765;Andaluces;9.0;A
2018;2713;38453;3689;45873;Andaluces;7.0;A
2018;2713;38453;3689;45980;Andaluces;2.0;A
2018;2713;38453;3689;45981;Andaluces;465.0;A
2018;2713;38453;3689;45984;Andaluces;68.0;A
2018;2713;38453;3689;46350;Andaluces;823.0;A
2018;2713;38453;3689;46352;Andaluces;;A
2018;2713;38453;3689;46351;Andaluces;1356.0;A
2018;2713;38453;3690;45230;Andaluces;12.0;A
2018;2713;38453;3690;45276;Andaluces;12.0;A
2018;2713;38453;3690;45354;Andaluces;7.0;A
2018;2713;38453;3690;45576;Andaluces;369.0;A
2018;2713;38453;3690;45657;Andaluces;4.0;A
2018;2713;38453;3690;45765;Andaluces;3.0;A
2018;2713;38453;3690;45873;Andaluces;8.0;A
2018;2713;38453;3690;45980;Andaluces;5.0;A
2018;2713;38453;3690;45981;Andaluces;420.0;A
2018;2713;38453;3690;45984;Andaluces;52.0;A
2018;2713;38453;3690;46350;Andaluces;780.0;A
2018;2713;38453;3690;46352;Andaluces;;A
2018;2713;38453;3690;46351;Andaluces;1252.0;A
2018;2797;38453;3691;45230;Andaluces;1.0;A
2018;2797;38453;3691;45276;Andaluces;5.0;A
2018;2797;38453;3691;45354;Andaluces;3.0;A
2018;2797;38453;3691;45576;Andaluces;1.0;A
2018;2797;38453;3691;45657;Andaluces;259.0;A
2018;2797;38453;3691;45765;Andaluces;3.0;A
2018;2797;38453;3691;45873;Andaluces;;A
2018;2797;38453;3691;45980;Andaluces;17.0;A
2018;2797;38453;3691;45981;Andaluces;289.0;A
2018;2797;38453;3691;45984;Andaluces;27.0;A
2018;2797;38453;3691;46350;Andaluces;294.0;A
2018;2797;38453;3691;46352;Andaluces;;A
2018;2797;38453;3691;46351;Andaluces;610.0;A
2018;2797;38453;3689;45230;Andaluces;;A
2018;2797;38453;3689;45276;Andaluces;3.0;A
2018;2797;38453;3689;45354;Andaluces;2.0;A
2018;2797;38453;3689;45576;Andaluces;1.0;A
2018;2797;38453;3689;45657;Andaluces;152.0;A
