D_TEMPORAL_0;D_LUGARNACIMIEN_0;D_SEXO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2010;45980;3689;3160;Andaluces;723.0;A
2010;45980;3689;3676;Andaluces;6309.0;A
2010;45980;3690;2352;Andaluces;9.0;A
2010;45980;3690;2402;Andaluces;131.0;A
2010;45980;3690;2482;Andaluces;40.0;A
2010;45980;3690;2713;Andaluces;33.0;A
2010;45980;3690;2797;Andaluces;33.0;A
2010;45980;3690;2911;Andaluces;6.0;A
2010;45980;3690;3023;Andaluces;81.0;A
2010;45980;3690;3142;Andaluces;5780.0;A
2010;45980;3690;3143;Andaluces;6113.0;A
2010;45980;3690;3160;Andaluces;744.0;A
2010;45980;3690;3676;Andaluces;6857.0;A
2010;45981;3691;2352;Andaluces;10452.0;A
2010;45981;3691;2402;Andaluces;11022.0;A
2010;45981;3691;2482;Andaluces;8167.0;A
2010;45981;3691;2713;Andaluces;14893.0;A
2010;45981;3691;2797;Andaluces;2811.0;A
2010;45981;3691;2911;Andaluces;5186.0;A
2010;45981;3691;3023;Andaluces;13223.0;A
2010;45981;3691;3142;Andaluces;11851.0;A
2010;45981;3691;3143;Andaluces;77605.0;A
2010;45981;3691;3160;Andaluces;10884.0;A
2010;45981;3691;3676;Andaluces;88489.0;A
2010;45981;3689;2352;Andaluces;5016.0;A
2010;45981;3689;2402;Andaluces;5213.0;A
2010;45981;3689;2482;Andaluces;4077.0;A
2010;45981;3689;2713;Andaluces;7272.0;A
2010;45981;3689;2797;Andaluces;1398.0;A
2010;45981;3689;2911;Andaluces;2542.0;A
2010;45981;3689;3023;Andaluces;6433.0;A
2010;45981;3689;3142;Andaluces;5676.0;A
2010;45981;3689;3143;Andaluces;37627.0;A
2010;45981;3689;3160;Andaluces;5289.0;A
2010;45981;3689;3676;Andaluces;42916.0;A
2010;45981;3690;2352;Andaluces;5436.0;A
2010;45981;3690;2402;Andaluces;5809.0;A
2010;45981;3690;2482;Andaluces;4090.0;A
2010;45981;3690;2713;Andaluces;7621.0;A
2010;45981;3690;2797;Andaluces;1413.0;A
2010;45981;3690;2911;Andaluces;2644.0;A
2010;45981;3690;3023;Andaluces;6790.0;A
2010;45981;3690;3142;Andaluces;6175.0;A
2010;45981;3690;3143;Andaluces;39978.0;A
2010;45981;3690;3160;Andaluces;5595.0;A
2010;45981;3690;3676;Andaluces;45573.0;A
2011;45230;3691;2352;Andaluces;10242.0;A
2011;45230;3691;2402;Andaluces;17.0;A
2011;45230;3691;2482;Andaluces;12.0;A
2011;45230;3691;2713;Andaluces;74.0;A
2011;45230;3691;2797;Andaluces;2.0;A
2011;45230;3691;2911;Andaluces;8.0;A
2011;45230;3691;3023;Andaluces;38.0;A
2011;45230;3691;3142;Andaluces;36.0;A
2011;45230;3691;3143;Andaluces;10429.0;A
2011;45230;3691;3160;Andaluces;1109.0;A
2011;45230;3691;3676;Andaluces;11538.0;A
2011;45230;3689;2352;Andaluces;4900.0;A
2011;45230;3689;2402;Andaluces;9.0;A
2011;45230;3689;2482;Andaluces;7.0;A
2011;45230;3689;2713;Andaluces;26.0;A
2011;45230;3689;2797;Andaluces;1.0;A
2011;45230;3689;2911;Andaluces;6.0;A
2011;45230;3689;3023;Andaluces;23.0;A
2011;45230;3689;3142;Andaluces;20.0;A
2011;45230;3689;3143;Andaluces;4992.0;A
2011;45230;3689;3160;Andaluces;573.0;A
2011;45230;3689;3676;Andaluces;5565.0;A
2011;45230;3690;2352;Andaluces;5342.0;A
2011;45230;3690;2402;Andaluces;8.0;A
2011;45230;3690;2482;Andaluces;5.0;A
2011;45230;3690;2713;Andaluces;48.0;A
2011;45230;3690;2797;Andaluces;1.0;A
2011;45230;3690;2911;Andaluces;2.0;A
2011;45230;3690;3023;Andaluces;15.0;A
2011;45230;3690;3142;Andaluces;16.0;A
2011;45230;3690;3143;Andaluces;5437.0;A
2011;45230;3690;3160;Andaluces;536.0;A
2011;45230;3690;3676;Andaluces;5973.0;A
2011;45276;3691;2352;Andaluces;11.0;A
2011;45276;3691;2402;Andaluces;10549.0;A
2011;45276;3691;2482;Andaluces;14.0;A
2011;45276;3691;2713;Andaluces;36.0;A
2011;45276;3691;2797;Andaluces;17.0;A
2011;45276;3691;2911;Andaluces;4.0;A
2011;45276;3691;3023;Andaluces;278.0;A
2011;45276;3691;3142;Andaluces;224.0;A
2011;45276;3691;3143;Andaluces;11133.0;A
2011;45276;3691;3160;Andaluces;1226.0;A
2011;45276;3691;3676;Andaluces;12359.0;A
2011;45276;3689;2352;Andaluces;4.0;A
2011;45276;3689;2402;Andaluces;5009.0;A
2011;45276;3689;2482;Andaluces;8.0;A
2011;45276;3689;2713;Andaluces;22.0;A
2011;45276;3689;2797;Andaluces;11.0;A
2011;45276;3689;2911;Andaluces;1.0;A
2011;45276;3689;3023;Andaluces;131.0;A
2011;45276;3689;3142;Andaluces;114.0;A
2011;45276;3689;3143;Andaluces;5300.0;A
2011;45276;3689;3160;Andaluces;585.0;A
2011;45276;3689;3676;Andaluces;5885.0;A
2011;45276;3690;2352;Andaluces;7.0;A
2011;45276;3690;2402;Andaluces;5540.0;A
2011;45276;3690;2482;Andaluces;6.0;A
2011;45276;3690;2713;Andaluces;14.0;A
2011;45276;3690;2797;Andaluces;6.0;A
2011;45276;3690;2911;Andaluces;3.0;A
2011;45276;3690;3023;Andaluces;147.0;A
2011;45276;3690;3142;Andaluces;110.0;A
2011;45276;3690;3143;Andaluces;5833.0;A
2011;45276;3690;3160;Andaluces;641.0;A
2011;45276;3690;3676;Andaluces;6474.0;A
2011;45354;3691;2352;Andaluces;18.0;A
2011;45354;3691;2402;Andaluces;45.0;A
2011;45354;3691;2482;Andaluces;7920.0;A
2011;45354;3691;2713;Andaluces;44.0;A
2011;45354;3691;2797;Andaluces;15.0;A
2011;45354;3691;2911;Andaluces;30.0;A
2011;45354;3691;3023;Andaluces;207.0;A
2011;45354;3691;3142;Andaluces;138.0;A
2011;45354;3691;3143;Andaluces;8417.0;A
2011;45354;3691;3160;Andaluces;1699.0;A
2011;45354;3691;3676;Andaluces;10116.0;A
2011;45354;3689;2352;Andaluces;11.0;A
2011;45354;3689;2402;Andaluces;19.0;A
2011;45354;3689;2482;Andaluces;3968.0;A
2011;45354;3689;2713;Andaluces;22.0;A
2011;45354;3689;2797;Andaluces;7.0;A
2011;45354;3689;2911;Andaluces;18.0;A
2011;45354;3689;3023;Andaluces;95.0;A
2011;45354;3689;3142;Andaluces;76.0;A
2011;45354;3689;3143;Andaluces;4216.0;A
2011;45354;3689;3160;Andaluces;793.0;A
2011;45354;3689;3676;Andaluces;5009.0;A
2011;45354;3690;2352;Andaluces;7.0;A
2011;45354;3690;2402;Andaluces;26.0;A
2011;45354;3690;2482;Andaluces;3952.0;A
2011;45354;3690;2713;Andaluces;22.0;A
2011;45354;3690;2797;Andaluces;8.0;A
2011;45354;3690;2911;Andaluces;12.0;A
2011;45354;3690;3023;Andaluces;112.0;A
2011;45354;3690;3142;Andaluces;62.0;A
2011;45354;3690;3143;Andaluces;4201.0;A
2011;45354;3690;3160;Andaluces;906.0;A
2011;45354;3690;3676;Andaluces;5107.0;A
2011;45576;3691;2352;Andaluces;129.0;A
2011;45576;3691;2402;Andaluces;59.0;A
2011;45576;3691;2482;Andaluces;42.0;A
2011;45576;3691;2713;Andaluces;14595.0;A
2011;45576;3691;2797;Andaluces;6.0;A
2011;45576;3691;2911;Andaluces;49.0;A
2011;45576;3691;3023;Andaluces;195.0;A
2011;45576;3691;3142;Andaluces;78.0;A
2011;45576;3691;3143;Andaluces;15153.0;A
2011;45576;3691;3160;Andaluces;1765.0;A
2011;45576;3691;3676;Andaluces;16918.0;A
2011;45576;3689;2352;Andaluces;61.0;A
2011;45576;3689;2402;Andaluces;29.0;A
2011;45576;3689;2482;Andaluces;18.0;A
2011;45576;3689;2713;Andaluces;7139.0;A
2011;45576;3689;2797;Andaluces;2.0;A
2011;45576;3689;2911;Andaluces;21.0;A
2011;45576;3689;3023;Andaluces;82.0;A
2011;45576;3689;3142;Andaluces;38.0;A
2011;45576;3689;3143;Andaluces;7390.0;A
2011;45576;3689;3160;Andaluces;900.0;A
2011;45576;3689;3676;Andaluces;8290.0;A
2011;45576;3690;2352;Andaluces;68.0;A
2011;45576;3690;2402;Andaluces;30.0;A
2011;45576;3690;2482;Andaluces;24.0;A
2011;45576;3690;2713;Andaluces;7456.0;A
2011;45576;3690;2797;Andaluces;4.0;A
2011;45576;3690;2911;Andaluces;28.0;A
2011;45576;3690;3023;Andaluces;113.0;A
2011;45576;3690;3142;Andaluces;40.0;A
2011;45576;3690;3143;Andaluces;7763.0;A
2011;45576;3690;3160;Andaluces;865.0;A
2011;45576;3690;3676;Andaluces;8628.0;A
2011;45657;3691;2352;Andaluces;7.0;A
2011;45657;3691;2402;Andaluces;25.0;A
2011;45657;3691;2482;Andaluces;11.0;A
2011;45657;3691;2713;Andaluces;7.0;A
2011;45657;3691;2797;Andaluces;2716.0;A
2011;45657;3691;2911;Andaluces;3.0;A
2011;45657;3691;3023;Andaluces;14.0;A
2011;45657;3691;3142;Andaluces;166.0;A
2011;45657;3691;3143;Andaluces;2949.0;A
2011;45657;3691;3160;Andaluces;430.0;A
2011;45657;3691;3676;Andaluces;3379.0;A
2011;45657;3689;2352;Andaluces;4.0;A
2011;45657;3689;2402;Andaluces;9.0;A
2011;45657;3689;2482;Andaluces;5.0;A
2011;45657;3689;2713;Andaluces;3.0;A
2011;45657;3689;2797;Andaluces;1338.0;A
2011;45657;3689;2911;Andaluces;1.0;A
2011;45657;3689;3023;Andaluces;7.0;A
2011;45657;3689;3142;Andaluces;73.0;A
2011;45657;3689;3143;Andaluces;1440.0;A
2011;45657;3689;3160;Andaluces;215.0;A
2011;45657;3689;3676;Andaluces;1655.0;A
2011;45657;3690;2352;Andaluces;3.0;A
2011;45657;3690;2402;Andaluces;16.0;A
2011;45657;3690;2482;Andaluces;6.0;A
2011;45657;3690;2713;Andaluces;4.0;A
2011;45657;3690;2797;Andaluces;1378.0;A
2011;45657;3690;2911;Andaluces;2.0;A
2011;45657;3690;3023;Andaluces;7.0;A
2011;45657;3690;3142;Andaluces;93.0;A
2011;45657;3690;3143;Andaluces;1509.0;A
2011;45657;3690;3160;Andaluces;215.0;A
2011;45657;3690;3676;Andaluces;1724.0;A
2011;45765;3691;2352;Andaluces;24.0;A
2011;45765;3691;2402;Andaluces;30.0;A
2011;45765;3691;2482;Andaluces;48.0;A
2011;45765;3691;2713;Andaluces;131.0;A
2011;45765;3691;2797;Andaluces;5.0;A
2011;45765;3691;2911;Andaluces;5049.0;A
2011;45765;3691;3023;Andaluces;103.0;A
2011;45765;3691;3142;Andaluces;66.0;A
2011;45765;3691;3143;Andaluces;5456.0;A
2011;45765;3691;3160;Andaluces;1900.0;A
2011;45765;3691;3676;Andaluces;7356.0;A
2011;45765;3689;2352;Andaluces;12.0;A
2011;45765;3689;2402;Andaluces;15.0;A
2011;45765;3689;2482;Andaluces;21.0;A
2011;45765;3689;2713;Andaluces;63.0;A
2011;45765;3689;2797;Andaluces;2.0;A
2011;45765;3689;2911;Andaluces;2468.0;A
2011;45765;3689;3023;Andaluces;48.0;A
2011;45765;3689;3142;Andaluces;35.0;A
2011;45765;3689;3143;Andaluces;2664.0;A
2011;45765;3689;3160;Andaluces;894.0;A
2011;45765;3689;3676;Andaluces;3558.0;A
2011;45765;3690;2352;Andaluces;12.0;A
2011;45765;3690;2402;Andaluces;15.0;A
2011;45765;3690;2482;Andaluces;27.0;A
2011;45765;3690;2713;Andaluces;68.0;A
2011;45765;3690;2797;Andaluces;3.0;A
2011;45765;3690;2911;Andaluces;2581.0;A
2011;45765;3690;3023;Andaluces;55.0;A
2011;45765;3690;3142;Andaluces;31.0;A
2011;45765;3690;3143;Andaluces;2792.0;A
2011;45765;3690;3160;Andaluces;1006.0;A
2011;45765;3690;3676;Andaluces;3798.0;A
2011;45873;3691;2352;Andaluces;28.0;A
2011;45873;3691;2402;Andaluces;178.0;A
2011;45873;3691;2482;Andaluces;30.0;A
2011;45873;3691;2713;Andaluces;76.0;A
2011;45873;3691;2797;Andaluces;7.0;A
2011;45873;3691;2911;Andaluces;16.0;A
2011;45873;3691;3023;Andaluces;12561.0;A
2011;45873;3691;3142;Andaluces;99.0;A
2011;45873;3691;3143;Andaluces;12995.0;A
2011;45873;3691;3160;Andaluces;1399.0;A
2011;45873;3691;3676;Andaluces;14394.0;A
2011;45873;3689;2352;Andaluces;17.0;A
2011;45873;3689;2402;Andaluces;90.0;A
2011;45873;3689;2482;Andaluces;15.0;A
2011;45873;3689;2713;Andaluces;32.0;A
2011;45873;3689;2797;Andaluces;2.0;A
2011;45873;3689;2911;Andaluces;11.0;A
2011;45873;3689;3023;Andaluces;6151.0;A
2011;45873;3689;3142;Andaluces;44.0;A
2011;45873;3689;3143;Andaluces;6362.0;A
2011;45873;3689;3160;Andaluces;662.0;A
2011;45873;3689;3676;Andaluces;7024.0;A
2011;45873;3690;2352;Andaluces;11.0;A
2011;45873;3690;2402;Andaluces;88.0;A
2011;45873;3690;2482;Andaluces;15.0;A
2011;45873;3690;2713;Andaluces;44.0;A
2011;45873;3690;2797;Andaluces;5.0;A
2011;45873;3690;2911;Andaluces;5.0;A
2011;45873;3690;3023;Andaluces;6410.0;A
2011;45873;3690;3142;Andaluces;55.0;A
2011;45873;3690;3143;Andaluces;6633.0;A
2011;45873;3690;3160;Andaluces;737.0;A
2011;45873;3690;3676;Andaluces;7370.0;A
2011;45980;3691;2352;Andaluces;20.0;A
2011;45980;3691;2402;Andaluces;221.0;A
2011;45980;3691;2482;Andaluces;72.0;A
2011;45980;3691;2713;Andaluces;54.0;A
2011;45980;3691;2797;Andaluces;76.0;A
2011;45980;3691;2911;Andaluces;15.0;A
2011;45980;3691;3023;Andaluces;180.0;A
2011;45980;3691;3142;Andaluces;11264.0;A
2011;45980;3691;3143;Andaluces;11902.0;A
2011;45980;3691;3160;Andaluces;1509.0;A
2011;45980;3691;3676;Andaluces;13411.0;A
2011;45980;3689;2352;Andaluces;11.0;A
2011;45980;3689;2402;Andaluces;97.0;A
2011;45980;3689;2482;Andaluces;29.0;A
2011;45980;3689;2713;Andaluces;20.0;A
2011;45980;3689;2797;Andaluces;40.0;A
2011;45980;3689;2911;Andaluces;7.0;A
2011;45980;3689;3023;Andaluces;103.0;A
2011;45980;3689;3142;Andaluces;5377.0;A
2011;45980;3689;3143;Andaluces;5684.0;A
2011;45980;3689;3160;Andaluces;754.0;A
2011;45980;3689;3676;Andaluces;6438.0;A
2011;45980;3690;2352;Andaluces;9.0;A
2011;45980;3690;2402;Andaluces;124.0;A
2011;45980;3690;2482;Andaluces;43.0;A
2011;45980;3690;2713;Andaluces;34.0;A
2011;45980;3690;2797;Andaluces;36.0;A
2011;45980;3690;2911;Andaluces;8.0;A
2011;45980;3690;3023;Andaluces;77.0;A
2011;45980;3690;3142;Andaluces;5887.0;A
2011;45980;3690;3143;Andaluces;6218.0;A
2011;45980;3690;3160;Andaluces;755.0;A
2011;45980;3690;3676;Andaluces;6973.0;A
2011;45981;3691;2352;Andaluces;10479.0;A
2011;45981;3691;2402;Andaluces;11124.0;A
2011;45981;3691;2482;Andaluces;8149.0;A
2011;45981;3691;2713;Andaluces;15017.0;A
2011;45981;3691;2797;Andaluces;2844.0;A
2011;45981;3691;2911;Andaluces;5174.0;A
2011;45981;3691;3023;Andaluces;13576.0;A
2011;45981;3691;3142;Andaluces;12071.0;A
2011;45981;3691;3143;Andaluces;78434.0;A
2011;45981;3691;3160;Andaluces;11037.0;A
2011;45981;3691;3676;Andaluces;89471.0;A
2011;45981;3689;2352;Andaluces;5020.0;A
2011;45981;3689;2402;Andaluces;5277.0;A
2011;45981;3689;2482;Andaluces;4071.0;A
2011;45981;3689;2713;Andaluces;7327.0;A
2011;45981;3689;2797;Andaluces;1403.0;A
2011;45981;3689;2911;Andaluces;2533.0;A
2011;45981;3689;3023;Andaluces;6640.0;A
2011;45981;3689;3142;Andaluces;5777.0;A
2011;45981;3689;3143;Andaluces;38048.0;A
2011;45981;3689;3160;Andaluces;5376.0;A
2011;45981;3689;3676;Andaluces;43424.0;A
2011;45981;3690;2352;Andaluces;5459.0;A
2011;45981;3690;2402;Andaluces;5847.0;A
2011;45981;3690;2482;Andaluces;4078.0;A
2011;45981;3690;2713;Andaluces;7690.0;A
2011;45981;3690;2797;Andaluces;1441.0;A
2011;45981;3690;2911;Andaluces;2641.0;A
2011;45981;3690;3023;Andaluces;6936.0;A
2011;45981;3690;3142;Andaluces;6294.0;A
2011;45981;3690;3143;Andaluces;40386.0;A
2011;45981;3690;3160;Andaluces;5661.0;A
2011;45981;3690;3676;Andaluces;46047.0;A
2012;45230;3691;2352;Andaluces;10283.0;A
2012;45230;3691;2402;Andaluces;15.0;A
2012;45230;3691;2482;Andaluces;13.0;A
2012;45230;3691;2713;Andaluces;75.0;A
2012;45230;3691;2797;Andaluces;2.0;A
2012;45230;3691;2911;Andaluces;8.0;A
2012;45230;3691;3023;Andaluces;43.0;A
2012;45230;3691;3142;Andaluces;38.0;A
2012;45230;3691;3143;Andaluces;10477.0;A
2012;45230;3691;3160;Andaluces;1129.0;A
2012;45230;3691;3676;Andaluces;11606.0;A
2012;45230;3689;2352;Andaluces;4925.0;A
2012;45230;3689;2402;Andaluces;8.0;A
2012;45230;3689;2482;Andaluces;8.0;A
2012;45230;3689;2713;Andaluces;29.0;A
2012;45230;3689;2797;Andaluces;1.0;A
2012;45230;3689;2911;Andaluces;6.0;A
2012;45230;3689;3023;Andaluces;25.0;A
2012;45230;3689;3142;Andaluces;19.0;A
2012;45230;3689;3143;Andaluces;5021.0;A
2012;45230;3689;3160;Andaluces;596.0;A
2012;45230;3689;3676;Andaluces;5617.0;A
2012;45230;3690;2352;Andaluces;5358.0;A
2012;45230;3690;2402;Andaluces;7.0;A
2012;45230;3690;2482;Andaluces;5.0;A
2012;45230;3690;2713;Andaluces;46.0;A
2012;45230;3690;2797;Andaluces;1.0;A
2012;45230;3690;2911;Andaluces;2.0;A
2012;45230;3690;3023;Andaluces;18.0;A
2012;45230;3690;3142;Andaluces;19.0;A
2012;45230;3690;3143;Andaluces;5456.0;A
2012;45230;3690;3160;Andaluces;533.0;A
2012;45230;3690;3676;Andaluces;5989.0;A
2012;45276;3691;2352;Andaluces;11.0;A
2012;45276;3691;2402;Andaluces;10737.0;A
2012;45276;3691;2482;Andaluces;16.0;A
2012;45276;3691;2713;Andaluces;43.0;A
2012;45276;3691;2797;Andaluces;20.0;A
2012;45276;3691;2911;Andaluces;6.0;A
2012;45276;3691;3023;Andaluces;296.0;A
2012;45276;3691;3142;Andaluces;255.0;A
2012;45276;3691;3143;Andaluces;11384.0;A
2012;45276;3691;3160;Andaluces;1263.0;A
2012;45276;3691;3676;Andaluces;12647.0;A
2012;45276;3689;2352;Andaluces;4.0;A
2012;45276;3689;2402;Andaluces;5105.0;A
2012;45276;3689;2482;Andaluces;10.0;A
2012;45276;3689;2713;Andaluces;25.0;A
2012;45276;3689;2797;Andaluces;14.0;A
2012;45276;3689;2911;Andaluces;2.0;A
2012;45276;3689;3023;Andaluces;142.0;A
2012;45276;3689;3142;Andaluces;131.0;A
2012;45276;3689;3143;Andaluces;5433.0;A
2012;45276;3689;3160;Andaluces;617.0;A
2012;45276;3689;3676;Andaluces;6050.0;A
2012;45276;3690;2352;Andaluces;7.0;A
2012;45276;3690;2402;Andaluces;5632.0;A
2012;45276;3690;2482;Andaluces;6.0;A
2012;45276;3690;2713;Andaluces;18.0;A
2012;45276;3690;2797;Andaluces;6.0;A
2012;45276;3690;2911;Andaluces;4.0;A
2012;45276;3690;3023;Andaluces;154.0;A
2012;45276;3690;3142;Andaluces;124.0;A
2012;45276;3690;3143;Andaluces;5951.0;A
2012;45276;3690;3160;Andaluces;646.0;A
2012;45276;3690;3676;Andaluces;6597.0;A
2012;45354;3691;2352;Andaluces;16.0;A
2012;45354;3691;2402;Andaluces;50.0;A
2012;45354;3691;2482;Andaluces;7970.0;A
2012;45354;3691;2713;Andaluces;46.0;A
2012;45354;3691;2797;Andaluces;17.0;A
2012;45354;3691;2911;Andaluces;26.0;A
2012;45354;3691;3023;Andaluces;213.0;A
2012;45354;3691;3142;Andaluces;145.0;A
2012;45354;3691;3143;Andaluces;8483.0;A
2012;45354;3691;3160;Andaluces;1728.0;A
2012;45354;3691;3676;Andaluces;10211.0;A
2012;45354;3689;2352;Andaluces;10.0;A
2012;45354;3689;2402;Andaluces;23.0;A
2012;45354;3689;2482;Andaluces;3998.0;A
2012;45354;3689;2713;Andaluces;21.0;A
2012;45354;3689;2797;Andaluces;9.0;A
2012;45354;3689;2911;Andaluces;15.0;A
2012;45354;3689;3023;Andaluces;97.0;A
2012;45354;3689;3142;Andaluces;80.0;A
2012;45354;3689;3143;Andaluces;4253.0;A
2012;45354;3689;3160;Andaluces;801.0;A
2012;45354;3689;3676;Andaluces;5054.0;A
2012;45354;3690;2352;Andaluces;6.0;A
2012;45354;3690;2402;Andaluces;27.0;A
2012;45354;3690;2482;Andaluces;3972.0;A
2012;45354;3690;2713;Andaluces;25.0;A
2012;45354;3690;2797;Andaluces;8.0;A
2012;45354;3690;2911;Andaluces;11.0;A
2012;45354;3690;3023;Andaluces;116.0;A
2012;45354;3690;3142;Andaluces;65.0;A
2012;45354;3690;3143;Andaluces;4230.0;A
2012;45354;3690;3160;Andaluces;927.0;A
2012;45354;3690;3676;Andaluces;5157.0;A
2012;45576;3691;2352;Andaluces;137.0;A
2012;45576;3691;2402;Andaluces;59.0;A
2012;45576;3691;2482;Andaluces;38.0;A
2012;45576;3691;2713;Andaluces;14697.0;A
2012;45576;3691;2797;Andaluces;5.0;A
2012;45576;3691;2911;Andaluces;58.0;A
2012;45576;3691;3023;Andaluces;205.0;A
2012;45576;3691;3142;Andaluces;86.0;A
2012;45576;3691;3143;Andaluces;15285.0;A
2012;45576;3691;3160;Andaluces;1797.0;A
2012;45576;3691;3676;Andaluces;17082.0;A
2012;45576;3689;2352;Andaluces;69.0;A
2012;45576;3689;2402;Andaluces;28.0;A
2012;45576;3689;2482;Andaluces;14.0;A
2012;45576;3689;2713;Andaluces;7186.0;A
2012;45576;3689;2797;Andaluces;2.0;A
2012;45576;3689;2911;Andaluces;24.0;A
2012;45576;3689;3023;Andaluces;88.0;A
2012;45576;3689;3142;Andaluces;40.0;A
2012;45576;3689;3143;Andaluces;7451.0;A
2012;45576;3689;3160;Andaluces;921.0;A
2012;45576;3689;3676;Andaluces;8372.0;A
2012;45576;3690;2352;Andaluces;68.0;A
2012;45576;3690;2402;Andaluces;31.0;A
2012;45576;3690;2482;Andaluces;24.0;A
2012;45576;3690;2713;Andaluces;7511.0;A
2012;45576;3690;2797;Andaluces;3.0;A
2012;45576;3690;2911;Andaluces;34.0;A
2012;45576;3690;3023;Andaluces;117.0;A
2012;45576;3690;3142;Andaluces;46.0;A
2012;45576;3690;3143;Andaluces;7834.0;A
2012;45576;3690;3160;Andaluces;876.0;A
2012;45576;3690;3676;Andaluces;8710.0;A
2012;45657;3691;2352;Andaluces;5.0;A
2012;45657;3691;2402;Andaluces;27.0;A
2012;45657;3691;2482;Andaluces;10.0;A
2012;45657;3691;2713;Andaluces;12.0;A
2012;45657;3691;2797;Andaluces;2718.0;A
2012;45657;3691;2911;Andaluces;4.0;A
2012;45657;3691;3023;Andaluces;13.0;A
2012;45657;3691;3142;Andaluces;170.0;A
2012;45657;3691;3143;Andaluces;2959.0;A
2012;45657;3691;3160;Andaluces;438.0;A
2012;45657;3691;3676;Andaluces;3397.0;A
2012;45657;3689;2352;Andaluces;3.0;A
2012;45657;3689;2402;Andaluces;9.0;A
2012;45657;3689;2482;Andaluces;4.0;A
2012;45657;3689;2713;Andaluces;6.0;A
2012;45657;3689;2797;Andaluces;1334.0;A
2012;45657;3689;2911;Andaluces;1.0;A
2012;45657;3689;3023;Andaluces;6.0;A
2012;45657;3689;3142;Andaluces;73.0;A
2012;45657;3689;3143;Andaluces;1436.0;A
2012;45657;3689;3160;Andaluces;217.0;A
2012;45657;3689;3676;Andaluces;1653.0;A
2012;45657;3690;2352;Andaluces;2.0;A
2012;45657;3690;2402;Andaluces;18.0;A
2012;45657;3690;2482;Andaluces;6.0;A
2012;45657;3690;2713;Andaluces;6.0;A
2012;45657;3690;2797;Andaluces;1384.0;A
2012;45657;3690;2911;Andaluces;3.0;A
2012;45657;3690;3023;Andaluces;7.0;A
2012;45657;3690;3142;Andaluces;97.0;A
2012;45657;3690;3143;Andaluces;1523.0;A
2012;45657;3690;3160;Andaluces;221.0;A
2012;45657;3690;3676;Andaluces;1744.0;A
2012;45765;3691;2352;Andaluces;23.0;A
2012;45765;3691;2402;Andaluces;31.0;A
2012;45765;3691;2482;Andaluces;43.0;A
2012;45765;3691;2713;Andaluces;143.0;A
2012;45765;3691;2797;Andaluces;6.0;A
2012;45765;3691;2911;Andaluces;5062.0;A
2012;45765;3691;3023;Andaluces;106.0;A
2012;45765;3691;3142;Andaluces;66.0;A
2012;45765;3691;3143;Andaluces;5480.0;A
2012;45765;3691;3160;Andaluces;1910.0;A
2012;45765;3691;3676;Andaluces;7390.0;A
2012;45765;3689;2352;Andaluces;12.0;A
2012;45765;3689;2402;Andaluces;15.0;A
2012;45765;3689;2482;Andaluces;18.0;A
2012;45765;3689;2713;Andaluces;70.0;A
2012;45765;3689;2797;Andaluces;3.0;A
2012;45765;3689;2911;Andaluces;2470.0;A
2012;45765;3689;3023;Andaluces;50.0;A
2012;45765;3689;3142;Andaluces;35.0;A
2012;45765;3689;3143;Andaluces;2673.0;A
2012;45765;3689;3160;Andaluces;896.0;A
2012;45765;3689;3676;Andaluces;3569.0;A
2012;45765;3690;2352;Andaluces;11.0;A
2012;45765;3690;2402;Andaluces;16.0;A
2012;45765;3690;2482;Andaluces;25.0;A
2012;45765;3690;2713;Andaluces;73.0;A
2012;45765;3690;2797;Andaluces;3.0;A
2012;45765;3690;2911;Andaluces;2592.0;A
2012;45765;3690;3023;Andaluces;56.0;A
2012;45765;3690;3142;Andaluces;31.0;A
2012;45765;3690;3143;Andaluces;2807.0;A
2012;45765;3690;3160;Andaluces;1014.0;A
2012;45765;3690;3676;Andaluces;3821.0;A
2012;45873;3691;2352;Andaluces;27.0;A
2012;45873;3691;2402;Andaluces;183.0;A
2012;45873;3691;2482;Andaluces;34.0;A
2012;45873;3691;2713;Andaluces;84.0;A
2012;45873;3691;2797;Andaluces;7.0;A
2012;45873;3691;2911;Andaluces;20.0;A
2012;45873;3691;3023;Andaluces;12882.0;A
2012;45873;3691;3142;Andaluces;108.0;A
2012;45873;3691;3143;Andaluces;13345.0;A
2012;45873;3691;3160;Andaluces;1408.0;A
2012;45873;3691;3676;Andaluces;14753.0;A
2012;45873;3689;2352;Andaluces;16.0;A
2012;45873;3689;2402;Andaluces;92.0;A
2012;45873;3689;2482;Andaluces;17.0;A
2012;45873;3689;2713;Andaluces;37.0;A
2012;45873;3689;2797;Andaluces;2.0;A
2012;45873;3689;2911;Andaluces;12.0;A
2012;45873;3689;3023;Andaluces;6322.0;A
2012;45873;3689;3142;Andaluces;52.0;A
2012;45873;3689;3143;Andaluces;6550.0;A
2012;45873;3689;3160;Andaluces;674.0;A
2012;45873;3689;3676;Andaluces;7224.0;A
2012;45873;3690;2352;Andaluces;11.0;A
2012;45873;3690;2402;Andaluces;91.0;A
2012;45873;3690;2482;Andaluces;17.0;A
2012;45873;3690;2713;Andaluces;47.0;A
2012;45873;3690;2797;Andaluces;5.0;A
2012;45873;3690;2911;Andaluces;8.0;A
2012;45873;3690;3023;Andaluces;6560.0;A
2012;45873;3690;3142;Andaluces;56.0;A
