D_TEMPORAL_0;D_TERRITORIO_1;D_TERRITORIO_0;D_SEXO_0;D_LUGARNACIMIEN_0;INDICATOR;OBS_VALUE;FREQ
2009;3403;2797;3691;45981;Andaluces;2252.0;A
2009;3403;2797;3691;45984;Andaluces;155.0;A
2009;3403;2797;3691;46350;Andaluces;1907.0;A
2009;3403;2797;3691;46352;Andaluces;56.0;A
2009;3403;2797;3691;46351;Andaluces;4370.0;A
2009;3403;2911;3691;45230;Andaluces;6.0;A
2009;3403;2911;3691;45276;Andaluces;4.0;A
2009;3403;2911;3691;45354;Andaluces;24.0;A
2009;3403;2911;3691;45576;Andaluces;34.0;A
2009;3403;2911;3691;45657;Andaluces;3.0;A
2009;3403;2911;3691;45765;Andaluces;3907.0;A
2009;3403;2911;3691;45873;Andaluces;14.0;A
2009;3403;2911;3691;45980;Andaluces;13.0;A
2009;3403;2911;3691;45981;Andaluces;4005.0;A
2009;3403;2911;3691;45984;Andaluces;157.0;A
2009;3403;2911;3691;46350;Andaluces;2155.0;A
2009;3403;2911;3691;46352;Andaluces;109.0;A
2009;3403;2911;3691;46351;Andaluces;6426.0;A
2009;3403;3023;3691;45230;Andaluces;25.0;A
2009;3403;3023;3691;45276;Andaluces;210.0;A
2009;3403;3023;3691;45354;Andaluces;137.0;A
2009;3403;3023;3691;45576;Andaluces;141.0;A
2009;3403;3023;3691;45657;Andaluces;10.0;A
2009;3403;3023;3691;45765;Andaluces;65.0;A
2009;3403;3023;3691;45873;Andaluces;8078.0;A
2009;3403;3023;3691;45980;Andaluces;122.0;A
2009;3403;3023;3691;45981;Andaluces;8788.0;A
2009;3403;3023;3691;45984;Andaluces;1068.0;A
2009;3403;3023;3691;46350;Andaluces;9054.0;A
2009;3403;3023;3691;46352;Andaluces;397.0;A
2009;3403;3023;3691;46351;Andaluces;19307.0;A
2009;3403;3142;3691;45230;Andaluces;17.0;A
2009;3403;3142;3691;45276;Andaluces;140.0;A
2009;3403;3142;3691;45354;Andaluces;96.0;A
2009;3403;3142;3691;45576;Andaluces;50.0;A
2009;3403;3142;3691;45657;Andaluces;113.0;A
2009;3403;3142;3691;45765;Andaluces;52.0;A
2009;3403;3142;3691;45873;Andaluces;61.0;A
2009;3403;3142;3691;45980;Andaluces;7825.0;A
2009;3403;3142;3691;45981;Andaluces;8354.0;A
2009;3403;3142;3691;45984;Andaluces;686.0;A
2009;3403;3142;3691;46350;Andaluces;6349.0;A
2009;3403;3142;3691;46352;Andaluces;269.0;A
2009;3403;3142;3691;46351;Andaluces;15658.0;A
2009;3481;3143;3691;45230;Andaluces;41.0;A
2009;3481;3143;3691;45276;Andaluces;181.0;A
2009;3481;3143;3691;45354;Andaluces;68.0;A
2009;3481;3143;3691;45576;Andaluces;182.0;A
2009;3481;3143;3691;45657;Andaluces;39.0;A
2009;3481;3143;3691;45765;Andaluces;50.0;A
2009;3481;3143;3691;45873;Andaluces;214.0;A
2009;3481;3143;3691;45980;Andaluces;145.0;A
2009;3481;3143;3691;45981;Andaluces;920.0;A
2009;3481;3143;3691;45984;Andaluces;227.0;A
2009;3481;3143;3691;46350;Andaluces;1486.0;A
2009;3481;3143;3691;46352;Andaluces;41.0;A
2009;3481;3143;3691;46351;Andaluces;2674.0;A
2009;3481;2352;3691;45230;Andaluces;38.0;A
2009;3481;2352;3691;45276;Andaluces;;A
2009;3481;2352;3691;45354;Andaluces;;A
2009;3481;2352;3691;45576;Andaluces;3.0;A
2009;3481;2352;3691;45657;Andaluces;;A
2009;3481;2352;3691;45765;Andaluces;1.0;A
2009;3481;2352;3691;45873;Andaluces;3.0;A
2009;3481;2352;3691;45980;Andaluces;;A
2009;3481;2352;3691;45981;Andaluces;45.0;A
2009;3481;2352;3691;45984;Andaluces;8.0;A
2009;3481;2352;3691;46350;Andaluces;47.0;A
2009;3481;2352;3691;46352;Andaluces;4.0;A
2009;3481;2352;3691;46351;Andaluces;104.0;A
2009;3481;2402;3691;45230;Andaluces;;A
2009;3481;2402;3691;45276;Andaluces;159.0;A
2009;3481;2402;3691;45354;Andaluces;3.0;A
2009;3481;2402;3691;45576;Andaluces;4.0;A
2009;3481;2402;3691;45657;Andaluces;2.0;A
2009;3481;2402;3691;45765;Andaluces;2.0;A
2009;3481;2402;3691;45873;Andaluces;3.0;A
2009;3481;2402;3691;45980;Andaluces;6.0;A
2009;3481;2402;3691;45981;Andaluces;179.0;A
2009;3481;2402;3691;45984;Andaluces;55.0;A
2009;3481;2402;3691;46350;Andaluces;301.0;A
2009;3481;2402;3691;46352;Andaluces;5.0;A
2009;3481;2402;3691;46351;Andaluces;540.0;A
2009;3481;2482;3691;45230;Andaluces;;A
2009;3481;2482;3691;45276;Andaluces;2.0;A
2009;3481;2482;3691;45354;Andaluces;47.0;A
2009;3481;2482;3691;45576;Andaluces;3.0;A
2009;3481;2482;3691;45657;Andaluces;;A
2009;3481;2482;3691;45765;Andaluces;1.0;A
2009;3481;2482;3691;45873;Andaluces;;A
2009;3481;2482;3691;45980;Andaluces;1.0;A
2009;3481;2482;3691;45981;Andaluces;54.0;A
2009;3481;2482;3691;45984;Andaluces;13.0;A
2009;3481;2482;3691;46350;Andaluces;49.0;A
2009;3481;2482;3691;46352;Andaluces;3.0;A
2009;3481;2482;3691;46351;Andaluces;119.0;A
2009;3481;2713;3691;45230;Andaluces;1.0;A
2009;3481;2713;3691;45276;Andaluces;3.0;A
2009;3481;2713;3691;45354;Andaluces;3.0;A
2009;3481;2713;3691;45576;Andaluces;156.0;A
2009;3481;2713;3691;45657;Andaluces;;A
2009;3481;2713;3691;45765;Andaluces;6.0;A
2009;3481;2713;3691;45873;Andaluces;5.0;A
2009;3481;2713;3691;45980;Andaluces;3.0;A
2009;3481;2713;3691;45981;Andaluces;177.0;A
2009;3481;2713;3691;45984;Andaluces;35.0;A
2009;3481;2713;3691;46350;Andaluces;162.0;A
2009;3481;2713;3691;46352;Andaluces;3.0;A
2009;3481;2713;3691;46351;Andaluces;377.0;A
2009;3481;2797;3691;45230;Andaluces;;A
2009;3481;2797;3691;45276;Andaluces;1.0;A
2009;3481;2797;3691;45354;Andaluces;1.0;A
2009;3481;2797;3691;45576;Andaluces;;A
2009;3481;2797;3691;45657;Andaluces;31.0;A
2009;3481;2797;3691;45765;Andaluces;;A
2009;3481;2797;3691;45873;Andaluces;;A
2009;3481;2797;3691;45980;Andaluces;1.0;A
2009;3481;2797;3691;45981;Andaluces;34.0;A
2009;3481;2797;3691;45984;Andaluces;8.0;A
2009;3481;2797;3691;46350;Andaluces;12.0;A
2009;3481;2797;3691;46352;Andaluces;2.0;A
2009;3481;2797;3691;46351;Andaluces;56.0;A
2009;3481;2911;3691;45230;Andaluces;;A
2009;3481;2911;3691;45276;Andaluces;;A
2009;3481;2911;3691;45354;Andaluces;1.0;A
2009;3481;2911;3691;45576;Andaluces;3.0;A
2009;3481;2911;3691;45657;Andaluces;;A
2009;3481;2911;3691;45765;Andaluces;32.0;A
2009;3481;2911;3691;45873;Andaluces;;A
2009;3481;2911;3691;45980;Andaluces;;A
2009;3481;2911;3691;45981;Andaluces;36.0;A
2009;3481;2911;3691;45984;Andaluces;7.0;A
2009;3481;2911;3691;46350;Andaluces;39.0;A
2009;3481;2911;3691;46352;Andaluces;;A
2009;3481;2911;3691;46351;Andaluces;82.0;A
2009;3481;3023;3691;45230;Andaluces;1.0;A
2009;3481;3023;3691;45276;Andaluces;7.0;A
2009;3481;3023;3691;45354;Andaluces;8.0;A
2009;3481;3023;3691;45576;Andaluces;9.0;A
2009;3481;3023;3691;45657;Andaluces;;A
2009;3481;3023;3691;45765;Andaluces;5.0;A
2009;3481;3023;3691;45873;Andaluces;201.0;A
2009;3481;3023;3691;45980;Andaluces;7.0;A
2009;3481;3023;3691;45981;Andaluces;238.0;A
2009;3481;3023;3691;45984;Andaluces;71.0;A
2009;3481;3023;3691;46350;Andaluces;726.0;A
2009;3481;3023;3691;46352;Andaluces;20.0;A
2009;3481;3023;3691;46351;Andaluces;1055.0;A
2009;3481;3142;3691;45230;Andaluces;1.0;A
2009;3481;3142;3691;45276;Andaluces;9.0;A
2009;3481;3142;3691;45354;Andaluces;5.0;A
2009;3481;3142;3691;45576;Andaluces;4.0;A
2009;3481;3142;3691;45657;Andaluces;6.0;A
2009;3481;3142;3691;45765;Andaluces;3.0;A
2009;3481;3142;3691;45873;Andaluces;2.0;A
2009;3481;3142;3691;45980;Andaluces;127.0;A
2009;3481;3142;3691;45981;Andaluces;157.0;A
2009;3481;3142;3691;45984;Andaluces;30.0;A
2009;3481;3142;3691;46350;Andaluces;150.0;A
2009;3481;3142;3691;46352;Andaluces;4.0;A
2009;3481;3142;3691;46351;Andaluces;341.0;A
2009;3545;3143;3691;45230;Andaluces;4861.0;A
2009;3545;3143;3691;45276;Andaluces;2492.0;A
2009;3545;3143;3691;45354;Andaluces;1347.0;A
2009;3545;3143;3691;45576;Andaluces;5616.0;A
2009;3545;3143;3691;45657;Andaluces;481.0;A
2009;3545;3143;3691;45765;Andaluces;1062.0;A
2009;3545;3143;3691;45873;Andaluces;3458.0;A
2009;3545;3143;3691;45980;Andaluces;2900.0;A
2009;3545;3143;3691;45981;Andaluces;22217.0;A
2009;3545;3143;3691;45984;Andaluces;1195.0;A
2009;3545;3143;3691;46350;Andaluces;44882.0;A
2009;3545;3143;3691;46352;Andaluces;1131.0;A
2009;3545;3143;3691;46351;Andaluces;69425.0;A
2009;3545;2352;3691;45230;Andaluces;4803.0;A
2009;3545;2352;3691;45276;Andaluces;;A
2009;3545;2352;3691;45354;Andaluces;2.0;A
2009;3545;2352;3691;45576;Andaluces;30.0;A
2009;3545;2352;3691;45657;Andaluces;1.0;A
2009;3545;2352;3691;45765;Andaluces;2.0;A
2009;3545;2352;3691;45873;Andaluces;5.0;A
2009;3545;2352;3691;45980;Andaluces;2.0;A
2009;3545;2352;3691;45981;Andaluces;4845.0;A
2009;3545;2352;3691;45984;Andaluces;101.0;A
2009;3545;2352;3691;46350;Andaluces;11274.0;A
2009;3545;2352;3691;46352;Andaluces;236.0;A
2009;3545;2352;3691;46351;Andaluces;16456.0;A
2009;3545;2402;3691;45230;Andaluces;3.0;A
2009;3545;2402;3691;45276;Andaluces;2382.0;A
2009;3545;2402;3691;45354;Andaluces;11.0;A
2009;3545;2402;3691;45576;Andaluces;11.0;A
2009;3545;2402;3691;45657;Andaluces;2.0;A
2009;3545;2402;3691;45765;Andaluces;4.0;A
2009;3545;2402;3691;45873;Andaluces;12.0;A
2009;3545;2402;3691;45980;Andaluces;61.0;A
2009;3545;2402;3691;45981;Andaluces;2486.0;A
2009;3545;2402;3691;45984;Andaluces;188.0;A
2009;3545;2402;3691;46350;Andaluces;3451.0;A
2009;3545;2402;3691;46352;Andaluces;58.0;A
2009;3545;2402;3691;46351;Andaluces;6183.0;A
2009;3545;2482;3691;45230;Andaluces;2.0;A
2009;3545;2482;3691;45276;Andaluces;3.0;A
2009;3545;2482;3691;45354;Andaluces;1258.0;A
2009;3545;2482;3691;45576;Andaluces;8.0;A
2009;3545;2482;3691;45657;Andaluces;1.0;A
2009;3545;2482;3691;45765;Andaluces;3.0;A
2009;3545;2482;3691;45873;Andaluces;4.0;A
2009;3545;2482;3691;45980;Andaluces;9.0;A
2009;3545;2482;3691;45981;Andaluces;1288.0;A
2009;3545;2482;3691;45984;Andaluces;45.0;A
2009;3545;2482;3691;46350;Andaluces;1829.0;A
2009;3545;2482;3691;46352;Andaluces;34.0;A
2009;3545;2482;3691;46351;Andaluces;3196.0;A
2009;3545;2713;3691;45230;Andaluces;24.0;A
2009;3545;2713;3691;45276;Andaluces;9.0;A
2009;3545;2713;3691;45354;Andaluces;8.0;A
2009;3545;2713;3691;45576;Andaluces;5497.0;A
2009;3545;2713;3691;45657;Andaluces;3.0;A
2009;3545;2713;3691;45765;Andaluces;30.0;A
2009;3545;2713;3691;45873;Andaluces;14.0;A
2009;3545;2713;3691;45980;Andaluces;10.0;A
2009;3545;2713;3691;45981;Andaluces;5595.0;A
2009;3545;2713;3691;45984;Andaluces;156.0;A
2009;3545;2713;3691;46350;Andaluces;11518.0;A
2009;3545;2713;3691;46352;Andaluces;357.0;A
2009;3545;2713;3691;46351;Andaluces;17626.0;A
2009;3545;2797;3691;45230;Andaluces;;A
2009;3545;2797;3691;45276;Andaluces;2.0;A
2009;3545;2797;3691;45354;Andaluces;3.0;A
2009;3545;2797;3691;45576;Andaluces;;A
2009;3545;2797;3691;45657;Andaluces;437.0;A
2009;3545;2797;3691;45765;Andaluces;;A
2009;3545;2797;3691;45873;Andaluces;1.0;A
2009;3545;2797;3691;45980;Andaluces;9.0;A
2009;3545;2797;3691;45981;Andaluces;452.0;A
2009;3545;2797;3691;45984;Andaluces;33.0;A
2009;3545;2797;3691;46350;Andaluces;721.0;A
2009;3545;2797;3691;46352;Andaluces;9.0;A
2009;3545;2797;3691;46351;Andaluces;1215.0;A
2009;3545;2911;3691;45230;Andaluces;2.0;A
2009;3545;2911;3691;45276;Andaluces;1.0;A
2009;3545;2911;3691;45354;Andaluces;4.0;A
2009;3545;2911;3691;45576;Andaluces;10.0;A
2009;3545;2911;3691;45657;Andaluces;1.0;A
2009;3545;2911;3691;45765;Andaluces;996.0;A
2009;3545;2911;3691;45873;Andaluces;1.0;A
2009;3545;2911;3691;45980;Andaluces;1.0;A
2009;3545;2911;3691;45981;Andaluces;1016.0;A
2009;3545;2911;3691;45984;Andaluces;36.0;A
2009;3545;2911;3691;46350;Andaluces;1720.0;A
2009;3545;2911;3691;46352;Andaluces;64.0;A
2009;3545;2911;3691;46351;Andaluces;2836.0;A
2009;3545;3023;3691;45230;Andaluces;11.0;A
2009;3545;3023;3691;45276;Andaluces;34.0;A
2009;3545;3023;3691;45354;Andaluces;34.0;A
2009;3545;3023;3691;45576;Andaluces;36.0;A
2009;3545;3023;3691;45657;Andaluces;3.0;A
2009;3545;3023;3691;45765;Andaluces;13.0;A
2009;3545;3023;3691;45873;Andaluces;3398.0;A
2009;3545;3023;3691;45980;Andaluces;28.0;A
2009;3545;3023;3691;45981;Andaluces;3557.0;A
2009;3545;3023;3691;45984;Andaluces;384.0;A
2009;3545;3023;3691;46350;Andaluces;9292.0;A
2009;3545;3023;3691;46352;Andaluces;215.0;A
2009;3545;3023;3691;46351;Andaluces;13448.0;A
2009;3545;3142;3691;45230;Andaluces;16.0;A
2009;3545;3142;3691;45276;Andaluces;61.0;A
2009;3545;3142;3691;45354;Andaluces;27.0;A
2009;3545;3142;3691;45576;Andaluces;24.0;A
2009;3545;3142;3691;45657;Andaluces;33.0;A
2009;3545;3142;3691;45765;Andaluces;14.0;A
2009;3545;3142;3691;45873;Andaluces;23.0;A
2009;3545;3142;3691;45980;Andaluces;2780.0;A
2009;3545;3142;3691;45981;Andaluces;2978.0;A
2009;3545;3142;3691;45984;Andaluces;252.0;A
2009;3545;3142;3691;46350;Andaluces;5077.0;A
2009;3545;3142;3691;46352;Andaluces;158.0;A
2009;3545;3142;3691;46351;Andaluces;8465.0;A
2009;3614;3143;3691;45230;Andaluces;21.0;A
2009;3614;3143;3691;45276;Andaluces;113.0;A
2009;3614;3143;3691;45354;Andaluces;42.0;A
2009;3614;3143;3691;45576;Andaluces;126.0;A
2009;3614;3143;3691;45657;Andaluces;19.0;A
2009;3614;3143;3691;45765;Andaluces;51.0;A
2009;3614;3143;3691;45873;Andaluces;127.0;A
2009;3614;3143;3691;45980;Andaluces;121.0;A
2009;3614;3143;3691;45981;Andaluces;620.0;A
2009;3614;3143;3691;45984;Andaluces;128.0;A
2009;3614;3143;3691;46350;Andaluces;657.0;A
2009;3614;3143;3691;46352;Andaluces;3.0;A
2009;3614;3143;3691;46351;Andaluces;1408.0;A
2009;3614;2352;3691;45230;Andaluces;20.0;A
2009;3614;2352;3691;45276;Andaluces;1.0;A
2009;3614;2352;3691;45354;Andaluces;;A
2009;3614;2352;3691;45576;Andaluces;1.0;A
2009;3614;2352;3691;45657;Andaluces;;A
2009;3614;2352;3691;45765;Andaluces;1.0;A
2009;3614;2352;3691;45873;Andaluces;;A
2009;3614;2352;3691;45980;Andaluces;;A
2009;3614;2352;3691;45981;Andaluces;23.0;A
2009;3614;2352;3691;45984;Andaluces;11.0;A
2009;3614;2352;3691;46350;Andaluces;17.0;A
2009;3614;2352;3691;46352;Andaluces;;A
2009;3614;2352;3691;46351;Andaluces;51.0;A
2009;3614;2402;3691;45230;Andaluces;;A
2009;3614;2402;3691;45276;Andaluces;105.0;A
2009;3614;2402;3691;45354;Andaluces;;A
2009;3614;2402;3691;45576;Andaluces;5.0;A
2009;3614;2402;3691;45657;Andaluces;;A
2009;3614;2402;3691;45765;Andaluces;1.0;A
2009;3614;2402;3691;45873;Andaluces;3.0;A
2009;3614;2402;3691;45980;Andaluces;4.0;A
2009;3614;2402;3691;45981;Andaluces;118.0;A
2009;3614;2402;3691;45984;Andaluces;10.0;A
2009;3614;2402;3691;46350;Andaluces;77.0;A
2009;3614;2402;3691;46352;Andaluces;;A
2009;3614;2402;3691;46351;Andaluces;205.0;A
2009;3614;2482;3691;45230;Andaluces;;A
