D_TEMPORAL_0;D_ESTADO_DATO_0;D_IASS_TIPOVENTAS_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2006-02;D;04;C01;Índice Empleo;111.609316945;M
2006-02;D;05;C01;Índice Empleo;97.684698873;M
2006-02;D;06;C01;Índice Empleo;103.416160227;M
2006-02;D;07;C01;Índice Empleo;100.919928758;M
2006-02;D;08;C01;Índice Empleo;99.895100732;M
2006-03;D;01;C01;Índice Empleo;106.263782765;M
2006-03;D;02;C01;Índice Empleo;110.08055246;M
2006-03;D;03;C01;Índice Empleo;103.246031096;M
2006-03;D;04;C01;Índice Empleo;111.962978188;M
2006-03;D;05;C01;Índice Empleo;99.566031925;M
2006-03;D;06;C01;Índice Empleo;103.434541244;M
2006-03;D;07;C01;Índice Empleo;103.720330161;M
2006-03;D;08;C01;Índice Empleo;100.901142798;M
2006-04;D;01;C01;Índice Empleo;107.342933681;M
2006-04;D;02;C01;Índice Empleo;110.673884511;M
2006-04;D;03;C01;Índice Empleo;104.733437559;M
2006-04;D;04;C01;Índice Empleo;111.681703836;M
2006-04;D;05;C01;Índice Empleo;102.57288898;M
2006-04;D;06;C01;Índice Empleo;103.599837634;M
2006-04;D;07;C01;Índice Empleo;104.415106483;M
2006-04;D;08;C01;Índice Empleo;102.809967862;M
2006-05;D;01;C01;Índice Empleo;108.049465212;M
2006-05;D;02;C01;Índice Empleo;110.802935847;M
2006-05;D;03;C01;Índice Empleo;105.924299371;M
2006-05;D;04;C01;Índice Empleo;112.140807547;M
2006-05;D;05;C01;Índice Empleo;102.50489142;M
2006-05;D;06;C01;Índice Empleo;103.564451532;M
2006-05;D;07;C01;Índice Empleo;107.366373415;M
2006-05;D;08;C01;Índice Empleo;105.264350217;M
2006-06;D;01;C01;Índice Empleo;108.254282292;M
2006-06;D;02;C01;Índice Empleo;109.859748119;M
2006-06;D;03;C01;Índice Empleo;107.089960383;M
2006-06;D;04;C01;Índice Empleo;111.906206711;M
2006-06;D;05;C01;Índice Empleo;106.026080002;M
2006-06;D;06;C01;Índice Empleo;102.580925757;M
2006-06;D;07;C01;Índice Empleo;107.568719505;M
2006-06;D;08;C01;Índice Empleo;105.598679519;M
2006-07;D;01;C01;Índice Empleo;108.000593154;M
2006-07;D;02;C01;Índice Empleo;108.564859721;M
2006-07;D;03;C01;Índice Empleo;107.706995955;M
2006-07;D;04;C01;Índice Empleo;111.20509403;M
2006-07;D;05;C01;Índice Empleo;108.773654464;M
2006-07;D;06;C01;Índice Empleo;103.433423625;M
2006-07;D;07;C01;Índice Empleo;107.866763132;M
2006-07;D;08;C01;Índice Empleo;104.52233089;M
2006-08;D;01;C01;Índice Empleo;107.66825314;M
2006-08;D;02;C01;Índice Empleo;107.948569459;M
2006-08;D;03;C01;Índice Empleo;107.611680323;M
2006-08;D;04;C01;Índice Empleo;111.029580732;M
2006-08;D;05;C01;Índice Empleo;109.881872167;M
2006-08;D;06;C01;Índice Empleo;103.339037747;M
2006-08;D;07;C01;Índice Empleo;107.494581499;M
2006-08;D;08;C01;Índice Empleo;102.959720246;M
2006-09;D;01;C01;Índice Empleo;108.142820697;M
2006-09;D;02;C01;Índice Empleo;108.447833702;M
2006-09;D;03;C01;Índice Empleo;108.066369217;M
2006-09;D;04;C01;Índice Empleo;111.829791632;M
2006-09;D;05;C01;Índice Empleo;107.004749847;M
2006-09;D;06;C01;Índice Empleo;105.027710533;M
2006-09;D;07;C01;Índice Empleo;107.226663003;M
2006-09;D;08;C01;Índice Empleo;108.421529744;M
2006-10;D;01;C01;Índice Empleo;108.435383433;M
2006-10;D;02;C01;Índice Empleo;110.156119734;M
2006-10;D;03;C01;Índice Empleo;107.174917106;M
2006-10;D;04;C01;Índice Empleo;112.725968263;M
2006-10;D;05;C01;Índice Empleo;103.892987023;M
2006-10;D;06;C01;Índice Empleo;105.234298268;M
2006-10;D;07;C01;Índice Empleo;108.020496322;M
2006-10;D;08;C01;Índice Empleo;107.386743365;M
2006-11;D;01;C01;Índice Empleo;108.418739352;M
2006-11;D;02;C01;Índice Empleo;111.97278224;M
2006-11;D;03;C01;Índice Empleo;105.624366131;M
2006-11;D;04;C01;Índice Empleo;113.404066251;M
2006-11;D;05;C01;Índice Empleo;99.332864494;M
2006-11;D;06;C01;Índice Empleo;105.762768745;M
2006-11;D;07;C01;Índice Empleo;108.260338306;M
2006-11;D;08;C01;Índice Empleo;106.132540687;M
2006-12;D;01;C01;Índice Empleo;110.636418262;M
2006-12;D;02;C01;Índice Empleo;113.613169123;M
2006-12;D;03;C01;Índice Empleo;108.328715602;M
2006-12;D;04;C01;Índice Empleo;113.01027982;M
2006-12;D;05;C01;Índice Empleo;99.083751922;M
2006-12;D;06;C01;Índice Empleo;107.362282162;M
2006-12;D;07;C01;Índice Empleo;108.410666898;M
2006-12;D;08;C01;Índice Empleo;118.703178345;M
2007-01;D;01;C01;Índice Empleo;108.98430695;M
2007-01;D;02;C01;Índice Empleo;113.277891845;M
2007-01;D;03;C01;Índice Empleo;105.572113208;M
2007-01;D;04;C01;Índice Empleo;112.617343463;M
2007-01;D;05;C01;Índice Empleo;98.93229758;M
2007-01;D;06;C01;Índice Empleo;108.119452331;M
2007-01;D;07;C01;Índice Empleo;107.863650921;M
2007-01;D;08;C01;Índice Empleo;107.054974247;M
2007-02;D;01;C01;Índice Empleo;108.874523501;M
2007-02;D;02;C01;Índice Empleo;112.145238193;M
2007-02;D;03;C01;Índice Empleo;106.317956868;M
2007-02;D;04;C01;Índice Empleo;113.884581563;M
2007-02;D;05;C01;Índice Empleo;99.020718534;M
2007-02;D;06;C01;Índice Empleo;108.704741672;M
2007-02;D;07;C01;Índice Empleo;107.998513687;M
2007-02;D;08;C01;Índice Empleo;108.880328005;M
2007-03;D;01;C01;Índice Empleo;110.26731766;M
2007-03;D;02;C01;Índice Empleo;112.919874081;M
2007-03;D;03;C01;Índice Empleo;108.230249881;M
2007-03;D;04;C01;Índice Empleo;114.472652615;M
2007-03;D;05;C01;Índice Empleo;101.422972127;M
2007-03;D;06;C01;Índice Empleo;108.897298081;M
2007-03;D;07;C01;Índice Empleo;110.168506021;M
2007-03;D;08;C01;Índice Empleo;111.477573396;M
2007-04;D;01;C01;Índice Empleo;111.034174155;M
2007-04;D;02;C01;Índice Empleo;113.122413887;M
2007-04;D;03;C01;Índice Empleo;109.470522807;M
2007-04;D;04;C01;Índice Empleo;114.864230862;M
2007-04;D;05;C01;Índice Empleo;103.887972677;M
2007-04;D;06;C01;Índice Empleo;109.313545072;M
2007-04;D;07;C01;Índice Empleo;110.15937715;M
2007-04;D;08;C01;Índice Empleo;113.010396188;M
2007-05;D;01;C01;Índice Empleo;111.610699642;M
2007-05;D;02;C01;Índice Empleo;113.381810313;M
2007-05;D;03;C01;Índice Empleo;110.313334734;M
2007-05;D;04;C01;Índice Empleo;116.157117741;M
2007-05;D;05;C01;Índice Empleo;104.407294655;M
2007-05;D;06;C01;Índice Empleo;110.537451037;M
2007-05;D;07;C01;Índice Empleo;110.151557773;M
2007-05;D;08;C01;Índice Empleo;114.597148037;M
2007-06;D;01;C01;Índice Empleo;111.714096368;M
2007-06;D;02;C01;Índice Empleo;112.745055974;M
2007-06;D;03;C01;Índice Empleo;111.036167305;M
2007-06;D;04;C01;Índice Empleo;115.945388157;M
2007-06;D;05;C01;Índice Empleo;106.502773814;M
2007-06;D;06;C01;Índice Empleo;111.71767995;M
2007-06;D;07;C01;Índice Empleo;110.465665672;M
2007-06;D;08;C01;Índice Empleo;114.42546927;M
2007-07;D;01;C01;Índice Empleo;111.427157539;M
2007-07;D;02;C01;Índice Empleo;110.429133771;M
2007-07;D;03;C01;Índice Empleo;112.446351192;M
2007-07;D;04;C01;Índice Empleo;116.120122772;M
2007-07;D;05;C01;Índice Empleo;110.133435553;M
2007-07;D;06;C01;Índice Empleo;112.318368567;M
2007-07;D;07;C01;Índice Empleo;114.294380109;M
2007-07;D;08;C01;Índice Empleo;111.713101683;M
2007-08;D;01;C01;Índice Empleo;111.698749404;M
2007-08;D;02;C01;Índice Empleo;111.056568197;M
2007-08;D;03;C01;Índice Empleo;112.420667841;M
2007-08;D;04;C01;Índice Empleo;115.556757717;M
2007-08;D;05;C01;Índice Empleo;111.240701532;M
2007-08;D;06;C01;Índice Empleo;113.379311643;M
2007-08;D;07;C01;Índice Empleo;112.31308917;M
2007-08;D;08;C01;Índice Empleo;112.018958616;M
2007-09;D;01;C01;Índice Empleo;111.837285438;M
2007-09;D;02;C01;Índice Empleo;111.737159675;M
2007-09;D;03;C01;Índice Empleo;112.105909339;M
2007-09;D;04;C01;Índice Empleo;115.142812076;M
2007-09;D;05;C01;Índice Empleo;108.948474606;M
2007-09;D;06;C01;Índice Empleo;115.700534112;M
2007-09;D;07;C01;Índice Empleo;112.115741209;M
2007-09;D;08;C01;Índice Empleo;114.037923694;M
2007-10;D;01;C01;Índice Empleo;112.108152937;M
2007-10;D;02;C01;Índice Empleo;114.498850125;M
2007-10;D;03;C01;Índice Empleo;110.293218547;M
2007-10;D;04;C01;Índice Empleo;115.523849592;M
2007-10;D;05;C01;Índice Empleo;104.48411759;M
2007-10;D;06;C01;Índice Empleo;113.456343187;M
2007-10;D;07;C01;Índice Empleo;111.632883952;M
2007-10;D;08;C01;Índice Empleo;112.998315239;M
2007-11;D;01;C01;Índice Empleo;111.689481288;M
2007-11;D;02;C01;Índice Empleo;115.182186972;M
2007-11;D;03;C01;Índice Empleo;108.951833374;M
2007-11;D;04;C01;Índice Empleo;115.332823298;M
2007-11;D;05;C01;Índice Empleo;100.76108455;M
2007-11;D;06;C01;Índice Empleo;113.945108446;M
2007-11;D;07;C01;Índice Empleo;111.719177583;M
2007-11;D;08;C01;Índice Empleo;112.41489645;M
2007-12;D;01;C01;Índice Empleo;112.882684635;M
2007-12;D;02;C01;Índice Empleo;115.689171151;M
2007-12;D;03;C01;Índice Empleo;110.721150422;M
2007-12;D;04;C01;Índice Empleo;116.011723928;M
2007-12;D;05;C01;Índice Empleo;101.356188795;M
2007-12;D;06;C01;Índice Empleo;114.055487032;M
2007-12;D;07;C01;Índice Empleo;111.134507199;M
2007-12;D;08;C01;Índice Empleo;119.45656599;M
2008-01;D;01;C01;Índice Empleo;111.802838234;M
2008-01;D;02;C01;Índice Empleo;114.777410567;M
2008-01;D;03;C01;Índice Empleo;109.498886225;M
2008-01;D;04;C01;Índice Empleo;115.826815247;M
2008-01;D;05;C01;Índice Empleo;99.385709376;M
2008-01;D;06;C01;Índice Empleo;114.299519326;M
2008-01;D;07;C01;Índice Empleo;110.785170244;M
2008-01;D;08;C01;Índice Empleo;117.249688791;M
2008-02;D;01;C01;Índice Empleo;112.052640084;M
2008-02;D;02;C01;Índice Empleo;114.458554025;M
2008-02;D;03;C01;Índice Empleo;110.224882473;M
2008-02;D;04;C01;Índice Empleo;115.02671859;M
2008-02;D;05;C01;Índice Empleo;99.475922066;M
2008-02;D;06;C01;Índice Empleo;115.60261592;M
2008-02;D;07;C01;Índice Empleo;113.653693182;M
2008-02;D;08;C01;Índice Empleo;118.305308811;M
2008-03;D;01;C01;Índice Empleo;113.115879512;M
2008-03;D;02;C01;Índice Empleo;114.982263098;M
2008-03;D;03;C01;Índice Empleo;111.741290125;M
2008-03;D;04;C01;Índice Empleo;115.655150661;M
2008-03;D;05;C01;Índice Empleo;101.872502224;M
2008-03;D;06;C01;Índice Empleo;115.067000896;M
2008-03;D;07;C01;Índice Empleo;115.000821993;M
2008-03;D;08;C01;Índice Empleo;119.971833202;M
2008-04;D;01;C01;Índice Empleo;113.316356698;M
2008-04;D;02;C01;Índice Empleo;115.082514598;M
2008-04;D;03;C01;Índice Empleo;112.025954874;M
2008-04;D;04;C01;Índice Empleo;116.304413394;M
2008-04;D;05;C01;Índice Empleo;102.686541106;M
2008-04;D;06;C01;Índice Empleo;114.197704325;M
2008-04;D;07;C01;Índice Empleo;115.04023921;M
2008-04;D;08;C01;Índice Empleo;119.608970012;M
2008-05;D;01;C01;Índice Empleo;113.869195667;M
2008-05;D;02;C01;Índice Empleo;115.48795431;M
2008-05;D;03;C01;Índice Empleo;112.703032695;M
2008-05;D;04;C01;Índice Empleo;116.899092274;M
2008-05;D;05;C01;Índice Empleo;104.116843613;M
2008-05;D;06;C01;Índice Empleo;113.670103678;M
2008-05;D;07;C01;Índice Empleo;115.22763058;M
2008-05;D;08;C01;Índice Empleo;119.959280422;M
2008-06;D;01;C01;Índice Empleo;113.859724528;M
2008-06;D;02;C01;Índice Empleo;114.474568773;M
2008-06;D;03;C01;Índice Empleo;113.533494654;M
2008-06;D;04;C01;Índice Empleo;116.519694882;M
2008-06;D;05;C01;Índice Empleo;105.769143631;M
2008-06;D;06;C01;Índice Empleo;114.052585633;M
2008-06;D;07;C01;Índice Empleo;115.978022425;M
2008-06;D;08;C01;Índice Empleo;120.882293326;M
2008-07;D;01;C01;Índice Empleo;112.599475639;M
2008-07;D;02;C01;Índice Empleo;111.907176615;M
2008-07;D;03;C01;Índice Empleo;113.364815118;M
2008-07;D;04;C01;Índice Empleo;115.513640291;M
2008-07;D;05;C01;Índice Empleo;107.266367952;M
2008-07;D;06;C01;Índice Empleo;113.470813921;M
2008-07;D;07;C01;Índice Empleo;115.641328734;M
2008-07;D;08;C01;Índice Empleo;119.264031394;M
2008-08;D;01;C01;Índice Empleo;111.121310288;M
2008-08;D;02;C01;Índice Empleo;110.81373039;M
2008-08;D;03;C01;Índice Empleo;111.562322203;M
2008-08;D;04;C01;Índice Empleo;114.343027255;M
2008-08;D;05;C01;Índice Empleo;106.44731397;M
2008-08;D;06;C01;Índice Empleo;113.523767392;M
2008-08;D;07;C01;Índice Empleo;114.483431721;M
2008-08;D;08;C01;Índice Empleo;114.394523365;M
2008-09;D;01;C01;Índice Empleo;111.021037664;M
2008-09;D;02;C01;Índice Empleo;111.224773728;M
2008-09;D;03;C01;Índice Empleo;111.034079237;M
2008-09;D;04;C01;Índice Empleo;113.249592298;M
2008-09;D;05;C01;Índice Empleo;104.05644686;M
2008-09;D;06;C01;Índice Empleo;113.856327486;M
2008-09;D;07;C01;Índice Empleo;114.811692633;M
2008-09;D;08;C01;Índice Empleo;116.200251883;M
2008-10;D;01;C01;Índice Empleo;110.215398518;M
2008-10;D;02;C01;Índice Empleo;112.091340765;M
2008-10;D;03;C01;Índice Empleo;108.82801756;M
2008-10;D;04;C01;Índice Empleo;111.790888664;M
2008-10;D;05;C01;Índice Empleo;99.448491472;M
2008-10;D;06;C01;Índice Empleo;113.409238643;M
2008-10;D;07;C01;Índice Empleo;114.826863736;M
2008-10;D;08;C01;Índice Empleo;114.456736196;M
2008-11;D;01;C01;Índice Empleo;109.158062898;M
2008-11;D;02;C01;Índice Empleo;111.959675201;M
2008-11;D;03;C01;Índice Empleo;106.994450558;M
2008-11;D;04;C01;Índice Empleo;111.356852871;M
2008-11;D;05;C01;Índice Empleo;97.404170513;M
2008-11;D;06;C01;Índice Empleo;112.94705594;M
2008-11;D;07;C01;Índice Empleo;113.04456811;M
2008-11;D;08;C01;Índice Empleo;111.253628217;M
2008-12;D;01;C01;Índice Empleo;108.322121604;M
2008-12;D;02;C01;Índice Empleo;111.509095132;M
2008-12;D;03;C01;Índice Empleo;105.834705958;M
2008-12;D;04;C01;Índice Empleo;110.865582062;M
2008-12;D;05;C01;Índice Empleo;95.754556328;M
2008-12;D;06;C01;Índice Empleo;112.566502312;M
2008-12;D;07;C01;Índice Empleo;111.745226354;M
2008-12;D;08;C01;Índice Empleo;110.135882138;M
2009-01;D;01;C01;Índice Empleo;106.353083074;M
2009-01;D;02;C01;Índice Empleo;110.130541983;M
2009-01;D;03;C01;Índice Empleo;103.368369296;M
2009-01;D;04;C01;Índice Empleo;110.236889207;M
2009-01;D;05;C01;Índice Empleo;93.468761609;M
2009-01;D;06;C01;Índice Empleo;112.119407495;M
2009-01;D;07;C01;Índice Empleo;108.220143619;M
2009-01;D;08;C01;Índice Empleo;106.15301086;M
2009-02;D;01;C01;Índice Empleo;105.286573357;M
2009-02;D;02;C01;Índice Empleo;108.536665765;M
2009-02;D;03;C01;Índice Empleo;102.741330472;M
2009-02;D;04;C01;Índice Empleo;110.073125041;M
2009-02;D;05;C01;Índice Empleo;92.62833808;M
2009-02;D;06;C01;Índice Empleo;111.277143493;M
2009-02;D;07;C01;Índice Empleo;107.113901228;M
2009-02;D;08;C01;Índice Empleo;105.882366093;M
2009-03;D;01;C01;Índice Empleo;105.08608786;M
2009-03;D;02;C01;Índice Empleo;108.267633989;M
2009-03;D;03;C01;Índice Empleo;102.597864469;M
2009-03;D;04;C01;Índice Empleo;109.387251266;M
2009-03;D;05;C01;Índice Empleo;93.798037151;M
2009-03;D;06;C01;Índice Empleo;111.363366636;M
2009-03;D;07;C01;Índice Empleo;106.836805103;M
2009-03;D;08;C01;Índice Empleo;104.3618746;M
2009-04;D;01;C01;Índice Empleo;105.663568679;M
2009-04;D;02;C01;Índice Empleo;108.125178844;M
2009-04;D;03;C01;Índice Empleo;103.778651272;M
2009-04;D;04;C01;Índice Empleo;110.661017122;M
2009-04;D;05;C01;Índice Empleo;96.047543054;M
2009-04;D;06;C01;Índice Empleo;110.864547326;M
2009-04;D;07;C01;Índice Empleo;107.118982257;M
2009-04;D;08;C01;Índice Empleo;105.060195128;M
2009-05;D;01;C01;Índice Empleo;105.766796111;M
2009-05;D;02;C01;Índice Empleo;107.957514551;M
2009-05;D;03;C01;Índice Empleo;104.108697296;M
2009-05;D;04;C01;Índice Empleo;110.514872692;M
2009-05;D;05;C01;Índice Empleo;96.981312147;M
2009-05;D;06;C01;Índice Empleo;110.952229345;M
2009-05;D;07;C01;Índice Empleo;106.419141145;M
2009-05;D;08;C01;Índice Empleo;105.921526114;M
2009-06;D;01;C01;Índice Empleo;105.411805222;M
2009-06;D;02;C01;Índice Empleo;106.665301711;M
2009-06;D;03;C01;Índice Empleo;104.537268585;M
2009-06;D;04;C01;Índice Empleo;109.917514934;M
2009-06;D;05;C01;Índice Empleo;98.682124951;M
2009-06;D;06;C01;Índice Empleo;110.292753924;M
2009-06;D;07;C01;Índice Empleo;107.715938311;M
2009-06;D;08;C01;Índice Empleo;104.88885631;M
2009-07;D;01;C01;Índice Empleo;104.877964058;M
2009-07;D;02;C01;Índice Empleo;105.952642719;M
2009-07;D;03;C01;Índice Empleo;104.152157234;M
2009-07;D;04;C01;Índice Empleo;110.961975362;M
2009-07;D;05;C01;Índice Empleo;100.651872923;M
2009-07;D;06;C01;Índice Empleo;109.656179055;M
2009-07;D;07;C01;Índice Empleo;104.570514399;M
2009-07;D;08;C01;Índice Empleo;102.191985517;M
2009-08;D;01;C01;Índice Empleo;104.085397322;M
2009-08;D;02;C01;Índice Empleo;105.364993099;M
2009-08;D;03;C01;Índice Empleo;103.18683175;M
2009-08;D;04;C01;Índice Empleo;109.908474107;M
2009-08;D;05;C01;Índice Empleo;99.159614886;M
2009-08;D;06;C01;Índice Empleo;110.395355553;M
2009-08;D;07;C01;Índice Empleo;103.986075825;M
2009-08;D;08;C01;Índice Empleo;101.35990516;M
2009-09;D;01;C01;Índice Empleo;104.125914259;M
2009-09;D;02;C01;Índice Empleo;105.69667041;M
2009-09;D;03;C01;Índice Empleo;102.983809439;M
2009-09;D;04;C01;Índice Empleo;109.213374101;M
2009-09;D;05;C01;Índice Empleo;97.205019854;M
2009-09;D;06;C01;Índice Empleo;108.137144624;M
2009-09;D;07;C01;Índice Empleo;104.595544538;M
2009-09;D;08;C01;Índice Empleo;103.955129868;M
2009-10;D;01;C01;Índice Empleo;104.453118361;M
2009-10;D;02;C01;Índice Empleo;107.380892226;M
2009-10;D;03;C01;Índice Empleo;102.176173341;M
2009-10;D;04;C01;Índice Empleo;109.734574519;M
2009-10;D;05;C01;Índice Empleo;95.350141405;M
2009-10;D;06;C01;Índice Empleo;109.520545779;M
2009-10;D;07;C01;Índice Empleo;104.416130176;M
2009-10;D;08;C01;Índice Empleo;102.394227434;M
2009-11;D;01;C01;Índice Empleo;103.904223156;M
2009-11;D;02;C01;Índice Empleo;108.059875203;M
2009-11;D;03;C01;Índice Empleo;100.599037522;M
2009-11;D;04;C01;Índice Empleo;109.978438684;M
2009-11;D;05;C01;Índice Empleo;92.149340888;M
2009-11;D;06;C01;Índice Empleo;110.009720505;M
2009-11;D;07;C01;Índice Empleo;101.963029899;M
2009-11;D;08;C01;Índice Empleo;101.832406475;M
2009-12;D;01;C01;Índice Empleo;103.408083369;M
2009-12;D;02;C01;Índice Empleo;107.626795023;M
2009-12;D;03;C01;Índice Empleo;100.049317371;M
2009-12;D;04;C01;Índice Empleo;109.277583238;M
2009-12;D;05;C01;Índice Empleo;91.662291948;M
2009-12;D;06;C01;Índice Empleo;109.341915598;M
2009-12;D;07;C01;Índice Empleo;100.962485182;M
2009-12;D;08;C01;Índice Empleo;101.758451938;M
2010-01;D;01;C01;Índice Empleo;102.430992744;M
2010-01;D;02;C01;Índice Empleo;106.848739279;M
2010-01;D;03;C01;Índice Empleo;98.904084513;M
2010-01;D;04;C01;Índice Empleo;107.474734803;M
2010-01;D;05;C01;Índice Empleo;89.375151959;M
2010-01;D;06;C01;Índice Empleo;109.515500263;M
2010-01;D;07;C01;Índice Empleo;102.937992534;M
2010-01;D;08;C01;Índice Empleo;99.819811475;M
2010-02;D;01;C01;Índice Empleo;101.69170279;M
2010-02;D;02;C01;Índice Empleo;106.116090413;M
2010-02;D;03;C01;Índice Empleo;98.158016198;M
2010-02;D;04;C01;Índice Empleo;107.781949044;M
2010-02;D;05;C01;Índice Empleo;88.630440791;M
2010-02;D;06;C01;Índice Empleo;109.825753001;M
