D_TEMPORAL_0;D_ESTADO_DATO_0;D_IASS_TIPOVENTAS_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
200506;40123;61759;3143;Índice VAB;135.377097176;M
200506;40123;61760;3143;Índice VAB;136.204460085;M
200507;40123;61753;3143;Índice VAB;123.724412261;M
200507;40123;61754;3143;Índice VAB;120.198796186;M
200507;40123;61755;3143;Índice VAB;126.612084148;M
200507;40123;61756;3143;Índice VAB;100.99543343;M
200507;40123;61757;3143;Índice VAB;141.628746206;M
200507;40123;61758;3143;Índice VAB;117.47280314;M
200507;40123;61759;3143;Índice VAB;141.97447092;M
200507;40123;61760;3143;Índice VAB;160.069523645;M
200508;40123;61753;3143;Índice VAB;111.242040739;M
200508;40123;61754;3143;Índice VAB;107.305356792;M
200508;40123;61755;3143;Índice VAB;114.291227794;M
200508;40123;61756;3143;Índice VAB;90.838041626;M
200508;40123;61757;3143;Índice VAB;151.114539192;M
200508;40123;61758;3143;Índice VAB;102.294453208;M
200508;40123;61759;3143;Índice VAB;89.313133075;M
200508;40123;61760;3143;Índice VAB;122.734259571;M
200509;40123;61753;3143;Índice VAB;115.241345366;M
200509;40123;61754;3143;Índice VAB;112.207800869;M
200509;40123;61755;3143;Índice VAB;117.785285397;M
200509;40123;61756;3143;Índice VAB;101.003412528;M
200509;40123;61757;3143;Índice VAB;138.52639074;M
200509;40123;61758;3143;Índice VAB;109.209838279;M
200509;40123;61759;3143;Índice VAB;121.468846563;M
200509;40123;61760;3143;Índice VAB;124.724765261;M
200510;40123;61753;3143;Índice VAB;113.366460566;M
200510;40123;61754;3143;Índice VAB;112.557729594;M
200510;40123;61755;3143;Índice VAB;114.589664576;M
200510;40123;61756;3143;Índice VAB;98.520915651;M
200510;40123;61757;3143;Índice VAB;122.11856524;M
200510;40123;61758;3143;Índice VAB;114.262714696;M
200510;40123;61759;3143;Índice VAB;136.520726296;M
200510;40123;61760;3143;Índice VAB;129.275375102;M
200511;40123;61753;3143;Índice VAB;111.492699798;M
200511;40123;61754;3143;Índice VAB;115.545317793;M
200511;40123;61755;3143;Índice VAB;109.842619584;M
200511;40123;61756;3143;Índice VAB;103.128844768;M
200511;40123;61757;3143;Índice VAB;108.634368615;M
200511;40123;61758;3143;Índice VAB;109.975658013;M
200511;40123;61759;3143;Índice VAB;129.289549245;M
200511;40123;61760;3143;Índice VAB;134.253492684;M
200512;40123;61753;3143;Índice VAB;126.546855746;M
200512;40123;61754;3143;Índice VAB;138.011889266;M
200512;40123;61755;3143;Índice VAB;120.635524325;M
200512;40123;61756;3143;Índice VAB;109.060306773;M
200512;40123;61757;3143;Índice VAB;120.182763056;M
200512;40123;61758;3143;Índice VAB;130.585959653;M
200512;40123;61759;3143;Índice VAB;158.123171946;M
200512;40123;61760;3143;Índice VAB;121.009401754;M
200601;40123;61753;3143;Índice VAB;105.190254312;M
200601;40123;61754;3143;Índice VAB;112.643777641;M
200601;40123;61755;3143;Índice VAB;101.49868484;M
200601;40123;61756;3143;Índice VAB;94.035665165;M
200601;40123;61757;3143;Índice VAB;99.078534128;M
200601;40123;61758;3143;Índice VAB;104.926068376;M
200601;40123;61759;3143;Índice VAB;134.64967821;M
200601;40123;61760;3143;Índice VAB;107.528081097;M
200602;40123;61753;3143;Índice VAB;101.511298707;M
200602;40123;61754;3143;Índice VAB;104.838646105;M
200602;40123;61755;3143;Índice VAB;100.222224897;M
200602;40123;61756;3143;Índice VAB;96.657796258;M
200602;40123;61757;3143;Índice VAB;98.171617446;M
200602;40123;61758;3143;Índice VAB;103.242141435;M
200602;40123;61759;3143;Índice VAB;125.385523286;M
200602;40123;61760;3143;Índice VAB;106.892997345;M
200603;40123;61753;3143;Índice VAB;116.770028416;M
200603;40123;61754;3143;Índice VAB;124.62281312;M
200603;40123;61755;3143;Índice VAB;112.919759886;M
200603;40123;61756;3143;Índice VAB;111.764223621;M
200603;40123;61757;3143;Índice VAB;113.47930833;M
200603;40123;61758;3143;Índice VAB;115.048255111;M
200603;40123;61759;3143;Índice VAB;129.943593775;M
200603;40123;61760;3143;Índice VAB;120.8080036;M
200604;40123;61753;3143;Índice VAB;114.881655236;M
200604;40123;61754;3143;Índice VAB;113.55244502;M
200604;40123;61755;3143;Índice VAB;116.420523934;M
200604;40123;61756;3143;Índice VAB;106.099064013;M
200604;40123;61757;3143;Índice VAB;127.174837071;M
200604;40123;61758;3143;Índice VAB;108.947991474;M
200604;40123;61759;3143;Índice VAB;129.398345821;M
200604;40123;61760;3143;Índice VAB;128.556272488;M
200605;40123;61753;3143;Índice VAB;121.801194101;M
200605;40123;61754;3143;Índice VAB;123.483536975;M
200605;40123;61755;3143;Índice VAB;121.613547487;M
200605;40123;61756;3143;Índice VAB;114.261681307;M
200605;40123;61757;3143;Índice VAB;127.533497863;M
200605;40123;61758;3143;Índice VAB;113.489225808;M
200605;40123;61759;3143;Índice VAB;141.167352138;M
200605;40123;61760;3143;Índice VAB;137.024879562;M
200606;40123;61753;3143;Índice VAB;125.575692396;M
200606;40123;61754;3143;Índice VAB;126.512428237;M
200606;40123;61755;3143;Índice VAB;125.852020434;M
200606;40123;61756;3143;Índice VAB;114.044250886;M
200606;40123;61757;3143;Índice VAB;130.649137061;M
200606;40123;61758;3143;Índice VAB;127.930241432;M
200606;40123;61759;3143;Índice VAB;142.620924992;M
200606;40123;61760;3143;Índice VAB;147.135561162;M
200607;40123;61753;3143;Índice VAB;132.422169203;M
200607;40123;61754;3143;Índice VAB;128.180613045;M
200607;40123;61755;3143;Índice VAB;135.788735756;M
200607;40123;61756;3143;Índice VAB;108.737153302;M
200607;40123;61757;3143;Índice VAB;150.556622406;M
200607;40123;61758;3143;Índice VAB;125.722620881;M
200607;40123;61759;3143;Índice VAB;161.500926097;M
200607;40123;61760;3143;Índice VAB;163.579782281;M
200608;40123;61753;3143;Índice VAB;121.178480564;M
200608;40123;61754;3143;Índice VAB;114.547160445;M
200608;40123;61755;3143;Índice VAB;125.877728472;M
200608;40123;61756;3143;Índice VAB;98.845066508;M
200608;40123;61757;3143;Índice VAB;167.11660703;M
200608;40123;61758;3143;Índice VAB;113.699579727;M
200608;40123;61759;3143;Índice VAB;98.725301945;M
200608;40123;61760;3143;Índice VAB;133.834633944;M
200609;40123;61753;3143;Índice VAB;123.175884814;M
200609;40123;61754;3143;Índice VAB;118.841531655;M
200609;40123;61755;3143;Índice VAB;126.537195518;M
200609;40123;61756;3143;Índice VAB;109.553016077;M
200609;40123;61757;3143;Índice VAB;142.17337926;M
200609;40123;61758;3143;Índice VAB;113.886926185;M
200609;40123;61759;3143;Índice VAB;141.669587493;M
200609;40123;61760;3143;Índice VAB;143.516572233;M
200610;40123;61753;3143;Índice VAB;122.518326296;M
200610;40123;61754;3143;Índice VAB;122.640266112;M
200610;40123;61755;3143;Índice VAB;123.253273176;M
200610;40123;61756;3143;Índice VAB;111.358287008;M
200610;40123;61757;3143;Índice VAB;124.995097244;M
200610;40123;61758;3143;Índice VAB;120.892149909;M
200610;40123;61759;3143;Índice VAB;155.894107221;M
200610;40123;61760;3143;Índice VAB;139.057394683;M
200611;40123;61753;3143;Índice VAB;118.37626965;M
200611;40123;61754;3143;Índice VAB;123.445675834;M
200611;40123;61755;3143;Índice VAB;116.173503227;M
200611;40123;61756;3143;Índice VAB;110.795760596;M
200611;40123;61757;3143;Índice VAB;109.625818143;M
200611;40123;61758;3143;Índice VAB;117.745605878;M
200611;40123;61759;3143;Índice VAB;152.37339943;M
200611;40123;61760;3143;Índice VAB;133.764206369;M
200612;40123;61753;3143;Índice VAB;132.689688737;M
200612;40123;61754;3143;Índice VAB;144.392065139;M
200612;40123;61755;3143;Índice VAB;126.679148594;M
200612;40123;61756;3143;Índice VAB;111.517868969;M
200612;40123;61757;3143;Índice VAB;120.279372023;M
200612;40123;61758;3143;Índice VAB;136.663215829;M
200612;40123;61759;3143;Índice VAB;171.12309766;M
200612;40123;61760;3143;Índice VAB;147.344372746;M
200701;40123;61753;3143;Índice VAB;113.041615418;M
200701;40123;61754;3143;Índice VAB;121.739629885;M
200701;40123;61755;3143;Índice VAB;108.66899179;M
200701;40123;61756;3143;Índice VAB;103.09892315;M
200701;40123;61757;3143;Índice VAB;101.366959043;M
200701;40123;61758;3143;Índice VAB;113.954852972;M
200701;40123;61759;3143;Índice VAB;141.808745904;M
200701;40123;61760;3143;Índice VAB;126.496574794;M
200702;40123;61753;3143;Índice VAB;106.332270473;M
200702;40123;61754;3143;Índice VAB;108.372352578;M
200702;40123;61755;3143;Índice VAB;105.833283492;M
200702;40123;61756;3143;Índice VAB;101.056274052;M
200702;40123;61757;3143;Índice VAB;100.888744654;M
200702;40123;61758;3143;Índice VAB;113.26243799;M
200702;40123;61759;3143;Índice VAB;130.783604545;M
200702;40123;61760;3143;Índice VAB;121.249102626;M
200703;40123;61753;3143;Índice VAB;125.031661075;M
200703;40123;61754;3143;Índice VAB;131.101657421;M
200703;40123;61755;3143;Índice VAB;122.284191941;M
200703;40123;61756;3143;Índice VAB;119.828099577;M
200703;40123;61757;3143;Índice VAB;116.985006235;M
200703;40123;61758;3143;Índice VAB;128.175654337;M
200703;40123;61759;3143;Índice VAB;149.695232562;M
200703;40123;61760;3143;Índice VAB;137.112605139;M
200704;40123;61753;3143;Índice VAB;121.045844829;M
200704;40123;61754;3143;Índice VAB;117.833048541;M
200704;40123;61755;3143;Índice VAB;123.733901701;M
200704;40123;61756;3143;Índice VAB;112.709746739;M
200704;40123;61757;3143;Índice VAB;131.676814952;M
200704;40123;61758;3143;Índice VAB;119.361606033;M
200704;40123;61759;3143;Índice VAB;145.803857368;M
200704;40123;61760;3143;Índice VAB;133.283569055;M
200705;40123;61753;3143;Índice VAB;128.345306393;M
200705;40123;61754;3143;Índice VAB;127.640231309;M
200705;40123;61755;3143;Índice VAB;129.605393893;M
200705;40123;61756;3143;Índice VAB;118.556430827;M
200705;40123;61757;3143;Índice VAB;131.378534765;M
200705;40123;61758;3143;Índice VAB;128.337802149;M
200705;40123;61759;3143;Índice VAB;156.543091446;M
200705;40123;61760;3143;Índice VAB;151.258663264;M
200706;40123;61753;3143;Índice VAB;131.397052334;M
200706;40123;61754;3143;Índice VAB;130.762054461;M
200706;40123;61755;3143;Índice VAB;132.634471342;M
200706;40123;61756;3143;Índice VAB;119.844057773;M
200706;40123;61757;3143;Índice VAB;139.655508047;M
200706;40123;61758;3143;Índice VAB;124.806704861;M
200706;40123;61759;3143;Índice VAB;164.082947154;M
200706;40123;61760;3143;Índice VAB;143.74391739;M
200707;40123;61753;3143;Índice VAB;140.843414358;M
200707;40123;61754;3143;Índice VAB;135.343252495;M
200707;40123;61755;3143;Índice VAB;145.005626031;M
200707;40123;61756;3143;Índice VAB;117.100245435;M
200707;40123;61757;3143;Índice VAB;157.766066598;M
200707;40123;61758;3143;Índice VAB;129.754404319;M
200707;40123;61759;3143;Índice VAB;200.899202324;M
200707;40123;61760;3143;Índice VAB;151.287081409;M
200708;40123;61753;3143;Índice VAB;126.544607682;M
200708;40123;61754;3143;Índice VAB;120.015227019;M
200708;40123;61755;3143;Índice VAB;131.218293804;M
200708;40123;61756;3143;Índice VAB;106.193815802;M
200708;40123;61757;3143;Índice VAB;168.554873032;M
200708;40123;61758;3143;Índice VAB;119.495268419;M
200708;40123;61759;3143;Índice VAB;112.47921323;M
200708;40123;61760;3143;Índice VAB;137.794640608;M
200709;40123;61753;3143;Índice VAB;124.584296477;M
200709;40123;61754;3143;Índice VAB;120.06111931;M
200709;40123;61755;3143;Índice VAB;128.066264872;M
200709;40123;61756;3143;Índice VAB;110.977285077;M
200709;40123;61757;3143;Índice VAB;141.533344851;M
200709;40123;61758;3143;Índice VAB;120.521839365;M
200709;40123;61759;3143;Índice VAB;137.677006182;M
200709;40123;61760;3143;Índice VAB;153.796527129;M
200710;40123;61753;3143;Índice VAB;129.461469825;M
200710;40123;61754;3143;Índice VAB;131.139518562;M
200710;40123;61755;3143;Índice VAB;129.327076445;M
200710;40123;61756;3143;Índice VAB;121.906654616;M
200710;40123;61757;3143;Índice VAB;126.381435926;M
200710;40123;61758;3143;Índice VAB;128.296169602;M
200710;40123;61759;3143;Índice VAB;152.340507442;M
200710;40123;61760;3143;Índice VAB;163.358614983;M
200711;40123;61753;3143;Índice VAB;122.967938958;M
200711;40123;61754;3143;Índice VAB;129.358897638;M
200711;40123;61755;3143;Índice VAB;120.018531428;M
200711;40123;61756;3143;Índice VAB;115.940284057;M
200711;40123;61757;3143;Índice VAB;108.263631703;M
200711;40123;61758;3143;Índice VAB;124.681807222;M
200711;40123;61759;3143;Índice VAB;152.661836863;M
200711;40123;61760;3143;Índice VAB;153.931204423;M
200712;40123;61753;3143;Índice VAB;135.4368221;M
200712;40123;61754;3143;Índice VAB;146.116468006;M
200712;40123;61755;3143;Índice VAB;130.045783751;M
200712;40123;61756;3143;Índice VAB;116.311312116;M
200712;40123;61757;3143;Índice VAB;123.956550845;M
200712;40123;61758;3143;Índice VAB;141.274568136;M
200712;40123;61759;3143;Índice VAB;172.949868069;M
200712;40123;61760;3143;Índice VAB;147.95598064;M
200801;40123;61753;3143;Índice VAB;117.484912548;M
200801;40123;61754;3143;Índice VAB;126.42179096;M
200801;40123;61755;3143;Índice VAB;113.001354961;M
200801;40123;61756;3143;Índice VAB;106.96479615;M
200801;40123;61757;3143;Índice VAB;101.026412433;M
200801;40123;61758;3143;Índice VAB;125.084985565;M
200801;40123;61759;3143;Índice VAB;144.622275953;M
200801;40123;61760;3143;Índice VAB;142.250111444;M
200802;40123;61753;3143;Índice VAB;112.191847487;M
200802;40123;61754;3143;Índice VAB;116.065047998;M
200802;40123;61755;3143;Índice VAB;110.651863892;M
200802;40123;61756;3143;Índice VAB;109.078259744;M
200802;40123;61757;3143;Índice VAB;102.289574681;M
200802;40123;61758;3143;Índice VAB;124.222753618;M
200802;40123;61759;3143;Índice VAB;122.632716907;M
200802;40123;61760;3143;Índice VAB;140.971294939;M
200803;40123;61753;3143;Índice VAB;120.800805928;M
200803;40123;61754;3143;Índice VAB;124.76278461;M
200803;40123;61755;3143;Índice VAB;119.265174158;M
200803;40123;61756;3143;Índice VAB;114.126036641;M
200803;40123;61757;3143;Índice VAB;119.472687145;M
200803;40123;61758;3143;Índice VAB;126.968310492;M
200803;40123;61759;3143;Índice VAB;129.418587044;M
200803;40123;61760;3143;Índice VAB;140.935463366;M
200804;40123;61753;3143;Índice VAB;122.90162109;M
200804;40123;61754;3143;Índice VAB;126.420643653;M
200804;40123;61755;3143;Índice VAB;121.641491006;M
200804;40123;61756;3143;Índice VAB;119.496967008;M
200804;40123;61757;3143;Índice VAB;116.625137831;M
200804;40123;61758;3143;Índice VAB;128.319177062;M
200804;40123;61759;3143;Índice VAB;144.565347512;M
200804;40123;61760;3143;Índice VAB;139.489844709;M
200805;40123;61753;3143;Índice VAB;122.046233001;M
200805;40123;61754;3143;Índice VAB;121.914020594;M
200805;40123;61755;3143;Índice VAB;122.928010616;M
200805;40123;61756;3143;Índice VAB;119.017223738;M
200805;40123;61757;3143;Índice VAB;125.478142081;M
200805;40123;61758;3143;Índice VAB;124.703719088;M
200805;40123;61759;3143;Índice VAB;128.54062398;M
200805;40123;61760;3143;Índice VAB;148.2438688;M
200806;40123;61753;3143;Índice VAB;122.19460518;M
200806;40123;61754;3143;Índice VAB;123.338976256;M
200806;40123;61755;3143;Índice VAB;122.325548349;M
200806;40123;61756;3143;Índice VAB;116.176664837;M
200806;40123;61757;3143;Índice VAB;125.492633426;M
200806;40123;61758;3143;Índice VAB;127.773571586;M
200806;40123;61759;3143;Índice VAB;131.88295599;M
200806;40123;61760;3143;Índice VAB;140.776074642;M
200807;40123;61753;3143;Índice VAB;137.08128041;M
200807;40123;61754;3143;Índice VAB;135.385702865;M
200807;40123;61755;3143;Índice VAB;138.981003355;M
200807;40123;61756;3143;Índice VAB;128.621065616;M
200807;40123;61757;3143;Índice VAB;145.764817623;M
200807;40123;61758;3143;Índice VAB;129.922030097;M
200807;40123;61759;3143;Índice VAB;161.530022855;M
200807;40123;61760;3143;Índice VAB;160.300575515;M
200808;40123;61753;3143;Índice VAB;116.203516462;M
200808;40123;61754;3143;Índice VAB;108.804887428;M
200808;40123;61755;3143;Índice VAB;121.320699409;M
200808;40123;61756;3143;Índice VAB;106.321481371;M
200808;40123;61757;3143;Índice VAB;151.974359002;M
200808;40123;61758;3143;Índice VAB;110.981412686;M
200808;40123;61759;3143;Índice VAB;97.868845181;M
200808;40123;61760;3143;Índice VAB;129.626277409;M
200809;40123;61753;3143;Índice VAB;116.985842493;M
200809;40123;61754;3143;Índice VAB;115.413377454;M
200809;40123;61755;3143;Índice VAB;118.681713484;M
200809;40123;61756;3143;Índice VAB;104.543139896;M
200809;40123;61757;3143;Índice VAB;124.428727173;M
200809;40123;61758;3143;Índice VAB;121.61743269;M
200809;40123;61759;3143;Índice VAB;129.395815668;M
200809;40123;61760;3143;Índice VAB;146.690755422;M
200810;40123;61753;3143;Índice VAB;119.13049489;M
200810;40123;61754;3143;Índice VAB;116.721307771;M
200810;40123;61755;3143;Índice VAB;121.331876816;M
200810;40123;61756;3143;Índice VAB;117.970964508;M
200810;40123;61757;3143;Índice VAB;112.67141584;M
200810;40123;61758;3143;Índice VAB;134.768934969;M
200810;40123;61759;3143;Índice VAB;139.769442648;M
200810;40123;61760;3143;Índice VAB;151.411874131;M
200811;40123;61753;3143;Índice VAB;106.757154438;M
200811;40123;61754;3143;Índice VAB;107.120640317;M
200811;40123;61755;3143;Índice VAB;107.246107808;M
200811;40123;61756;3143;Índice VAB;104.256889753;M
200811;40123;61757;3143;Índice VAB;94.495646237;M
200811;40123;61758;3143;Índice VAB;125.140860825;M
200811;40123;61759;3143;Índice VAB;132.308021681;M
200811;40123;61760;3143;Índice VAB;132.125838557;M
200812;40123;61753;3143;Índice VAB;119.426115215;M
200812;40123;61754;3143;Índice VAB;126.932342707;M
200812;40123;61755;3143;Índice VAB;115.796824592;M
200812;40123;61756;3143;Índice VAB;103.965652675;M
200812;40123;61757;3143;Índice VAB;103.706103666;M
200812;40123;61758;3143;Índice VAB;146.76129951;M
200812;40123;61759;3143;Índice VAB;152.082431844;M
200812;40123;61760;3143;Índice VAB;129.904280997;M
200901;40123;61753;3143;Índice VAB;99.77354577;M
200901;40123;61754;3143;Índice VAB;107.477452887;M
200901;40123;61755;3143;Índice VAB;95.899921393;M
200901;40123;61756;3143;Índice VAB;93.134027087;M
200901;40123;61757;3143;Índice VAB;85.226015815;M
200901;40123;61758;3143;Índice VAB;122.035949341;M
200901;40123;61759;3143;Índice VAB;106.028588355;M
200901;40123;61760;3143;Índice VAB;119.425399089;M
200902;40123;61753;3143;Índice VAB;93.209200908;M
200902;40123;61754;3143;Índice VAB;94.492228909;M
200902;40123;61755;3143;Índice VAB;93.068684057;M
200902;40123;61756;3143;Índice VAB;94.511418886;M
200902;40123;61757;3143;Índice VAB;82.209400808;M
200902;40123;61758;3143;Índice VAB;112.690538274;M
200902;40123;61759;3143;Índice VAB;102.915235185;M
200902;40123;61760;3143;Índice VAB;115.466627997;M
200903;40123;61753;3143;Índice VAB;102.198082048;M
200903;40123;61754;3143;Índice VAB;106.288842528;M
200903;40123;61755;3143;Índice VAB;100.464774641;M
200903;40123;61756;3143;Índice VAB;101.179950072;M
200903;40123;61757;3143;Índice VAB;92.649207347;M
200903;40123;61758;3143;Índice VAB;123.328749465;M
200903;40123;61759;3143;Índice VAB;102.158719461;M
200903;40123;61760;3143;Índice VAB;123.018441017;M
200904;40123;61753;3143;Índice VAB;105.017153437;M
200904;40123;61754;3143;Índice VAB;106.573374737;M
200904;40123;61755;3143;Índice VAB;104.792666848;M
200904;40123;61756;3143;Índice VAB;102.964275871;M
200904;40123;61757;3143;Índice VAB;103.963325042;M
200904;40123;61758;3143;Índice VAB;118.083048622;M
200904;40123;61759;3143;Índice VAB;108.17542311;M
200904;40123;61760;3143;Índice VAB;120.47934158;M
200905;40123;61753;3143;Índice VAB;103.807695377;M
200905;40123;61754;3143;Índice VAB;102.448805008;M
200905;40123;61755;3143;Índice VAB;105.291179226;M
200905;40123;61756;3143;Índice VAB;103.961663126;M
200905;40123;61757;3143;Índice VAB;103.585342457;M
200905;40123;61758;3143;Índice VAB;115.504021934;M
200905;40123;61759;3143;Índice VAB;111.792276712;M
200905;40123;61760;3143;Índice VAB;122.650240709;M
200906;40123;61753;3143;Índice VAB;107.718201503;M
200906;40123;61754;3143;Índice VAB;106.694989311;M
200906;40123;61755;3143;Índice VAB;109.028904314;M
200906;40123;61756;3143;Índice VAB;104.738627798;M
200906;40123;61757;3143;Índice VAB;107.4943828;M
200906;40123;61758;3143;Índice VAB;121.642631337;M
200906;40123;61759;3143;Índice VAB;113.248379719;M
200906;40123;61760;3143;Índice VAB;133.404655062;M
200907;40123;61753;3143;Índice VAB;116.527237578;M
200907;40123;61754;3143;Índice VAB;118.106107678;M
200907;40123;61755;3143;Índice VAB;116.365754637;M
200907;40123;61756;3143;Índice VAB;107.434565547;M
200907;40123;61757;3143;Índice VAB;123.049634163;M
200907;40123;61758;3143;Índice VAB;120.71466379;M
200907;40123;61759;3143;Índice VAB;121.853429807;M
200907;40123;61760;3143;Índice VAB;134.190478537;M
200908;40123;61753;3143;Índice VAB;102.720756768;M
200908;40123;61754;3143;Índice VAB;97.960538865;M
200908;40123;61755;3143;Índice VAB;106.197666979;M
200908;40123;61756;3143;Índice VAB;92.37002845;M
200908;40123;61757;3143;Índice VAB;133.47615697;M
200908;40123;61758;3143;Índice VAB;104.262138821;M
200908;40123;61759;3143;Índice VAB;73.537629606;M
200908;40123;61760;3143;Índice VAB;120.513937582;M
200909;40123;61753;3143;Índice VAB;104.817075803;M
200909;40123;61754;3143;Índice VAB;106.700725847;M
200909;40123;61755;3143;Índice VAB;104.399222102;M
200909;40123;61756;3143;Índice VAB;97.637230543;M
200909;40123;61757;3143;Índice VAB;105.238563411;M
200909;40123;61758;3143;Índice VAB;116.773814598;M
200909;40123;61759;3143;Índice VAB;109.822552662;M
200909;40123;61760;3143;Índice VAB;123.767197347;M
200910;40123;61753;3143;Índice VAB;106.757154438;M
200910;40123;61754;3143;Índice VAB;109.489829884;M
200910;40123;61755;3143;Índice VAB;105.853402826;M
200910;40123;61756;3143;Índice VAB;102.224214528;M
200910;40123;61757;3143;Índice VAB;102.912702521;M
200910;40123;61758;3143;Índice VAB;120.589766151;M
200910;40123;61759;3143;Índice VAB;111.300161968;M
200910;40123;61760;3143;Índice VAB;128.367230048;M
200911;40123;61753;3143;Índice VAB;98.667498622;M
200911;40123;61754;3143;Índice VAB;103.802627617;M
200911;40123;61755;3143;Índice VAB;96.296719361;M
200911;40123;61756;3143;Índice VAB;95.359198053;M
200911;40123;61757;3143;Índice VAB;83.636798301;M
200911;40123;61758;3143;Índice VAB;120.736575657;M
200911;40123;61759;3143;Índice VAB;115.00304077;M
200911;40123;61760;3143;Índice VAB;113.50330488;M
200912;40123;61753;3143;Índice VAB;113.132661982;M
200912;40123;61754;3143;Índice VAB;124.291241311;M
200912;40123;61755;3143;Índice VAB;107.313172253;M
200912;40123;61756;3143;Índice VAB;95.906763655;M
200912;40123;61757;3143;Índice VAB;97.491731838;M
200912;40123;61758;3143;Índice VAB;142.478625201;M
200912;40123;61759;3143;Índice VAB;136.449882015;M
200912;40123;61760;3143;Índice VAB;114.664742092;M
201001;40123;61753;3143;Índice VAB;93.499201075;M
201001;40123;61754;3143;Índice VAB;100.257448072;M
201001;40123;61755;3143;Índice VAB;90.140203276;M
201001;40123;61756;3143;Índice VAB;85.083117165;M
201001;40123;61757;3143;Índice VAB;83.064390169;M
201001;40123;61758;3143;Índice VAB;123.219190132;M
201001;40123;61759;3143;Índice VAB;92.372087958;M
201001;40123;61760;3143;Índice VAB;106.870757058;M
201002;40123;61753;3143;Índice VAB;90.977998074;M
201002;40123;61754;3143;Índice VAB;96.190243707;M
201002;40123;61755;3143;Índice VAB;88.510537254;M
201002;40123;61756;3143;Índice VAB;87.145714009;M
201002;40123;61757;3143;Índice VAB;79.404117917;M
201002;40123;61758;3143;Índice VAB;113.094812211;M
201002;40123;61759;3143;Índice VAB;95.342487489;M
201002;40123;61760;3143;Índice VAB;107.825853829;M
201003;40123;61753;3143;Índice VAB;102.160989004;M
201003;40123;61754;3143;Índice VAB;109.129575393;M
201003;40123;61755;3143;Índice VAB;98.733394209;M
201003;40123;61756;3143;Índice VAB;98.693463646;M
201003;40123;61757;3143;Índice VAB;90.746010689;M
201003;40123;61758;3143;Índice VAB;122.079773074;M
201003;40123;61759;3143;Índice VAB;101.325034073;M
201003;40123;61760;3143;Índice VAB;121.288640914;M
201004;40123;61753;3143;Índice VAB;101.321337358;M
201004;40123;61754;3143;Índice VAB;102.796439118;M
201004;40123;61755;3143;Índice VAB;101.120888464;M
201004;40123;61756;3143;Índice VAB;98.27057145;M
201004;40123;61757;3143;Índice VAB;99.528973438;M
201004;40123;61758;3143;Índice VAB;119.162208048;M
201004;40123;61759;3143;Índice VAB;102.877282891;M
201004;40123;61760;3143;Índice VAB;116.855410365;M
