ID;COD;NAME;DESCRIPTION;PARENTCODE;ORDER
21;TOTAL;(TOTAL) Territorio planificación (Países);Territorio planificación (Países);;0
3676;00;(00) TOTAL;TOTAL;;1
2240;108;(108) España;España;00;2
3675;66;(66) Extranjero;Extranjero;00;3
3683;NP000;(NP000) No procede;No procede;00;4
3677;NC000;(NC000) No consta;No consta;00;5
3143;C01;(C01) Andalucía;Andalucía;108;6
2352;04;(04) Almería;Almería;C01;16
2402;11;(11) Cádiz;Cádiz;C01;17
2482;14;(14) Córdoba;Córdoba;C01;18
2713;18;(18) Granada;Granada;C01;19
2797;21;(21) Huelva;Huelva;C01;20
2911;23;(23) Jaén;Jaén;C01;21
3023;29;(29) Málaga;Málaga;C01;22
3142;41;(41) Sevilla;Sevilla;C01;23
2349;04NC;(04NC) Municipio de Almería sin especificar;Municipio de Almería sin especificar;04;61
2399;11NC;(11NC) Municipio de Cádiz sin especificar;Municipio de Cádiz sin especificar;11;62
2479;14NC;(14NC) Municipio de Córdoba sin especificar;Municipio de Córdoba sin especificar;14;63
2710;18NC;(18NC) Municipio de Granada sin especificar;Municipio de Granada sin especificar;18;64
2794;21NC;(21NC) Municipio de Huelva sin especificar;Municipio de Huelva sin especificar;TOTAL;65
2908;23NC;(23NC) Municipio de Jaén sin especificar;Municipio de Jaén sin especificar;23;66
3020;29NC;(29NC) Municipio de Málaga sin especificar;Municipio de Málaga sin especificar;29;67
3139;41NC;(41NC) Municipio de Sevilla sin especificar;Municipio de Sevilla sin especificar;41;68
3403;6601;(6601) Europa;Europa;66;7
3481;6602;(6602) África;África;66;8
3545;6603;(6603) América;América;66;9
3614;6604;(6604) Asia;Asia;66;10
3664;6605;(6605) Oceanía;Oceanía;66;11
3669;66555;(66555) Apátridas;Apátridas;66;12
3674;66NC00;(66NC00) No consta;No consta;66;13
3375;0101;(0101) Unión Europea;Unión Europea;6601;24
3402;0102;(0102) Resto de Países Europeos;Resto de Países Europeos;6601;25
273834;UE27NRU;(UE27NRU) Unión Europea 27 (desde 2020);Unión Europea 27 (desde 2020);0101;69
273823;UE28;(UE28) Unión Europea 28 (2013-2020);Unión Europea 28 (2013-2020);0101;70
273839;UE27;(UE27) Unión Europea 27 (2007-2013);Unión Europea 27 (2007-2013);0101;71
273840;EA19;(EA19) Zona Euro 19 (desde 2015);Zona Euro 19 (desde 2015);0101;72
273841;EA18;(EA18) Zona Euro 18 (2014);Zona Euro 18 (2014);0101;73
273842;EA17;(EA17) Zona Euro 17 (2011-2013);Zona Euro 17 (2011-2013);0101;74
273843;UE25;(UE25) Unión Europea 25;Unión Europea 25;0101;75
273844;UE15;(UE15) Unión Europea 15;Unión Europea 15;0101;76
3347;103;(103) Bélgica;Bélgica;0101;79
3348;104;(104) Bulgaria;Bulgaria;0101;80
3369;143;(143) República Checa;República Checa;0101;81
3350;107;(107) Dinamarca;Dinamarca;0101;82
3363;126;(126) Alemania;Alemania;0101;83
3367;141;(141) Estonia;Estonia;0101;84
3355;113;(113) Irlanda;Irlanda;0101;85
3353;111;(111) Grecia;Grecia;0101;86
3352;110;(110) Francia;Francia;0101;87
3371;146;(146) Croacia;Croacia;0101;88
3356;115;(115) Italia;Italia;0101;89
3349;106;(106) Chipre;Chipre;0101;90
3366;136;(136) Letonia;Letonia;0101;91
3368;142;(142) Lituania;Lituania;0101;92
3357;117;(117) Luxemburgo;Luxemburgo;0101;93
3354;112;(112) Hungría;Hungría;0101;95
3358;118;(118) Malta;Malta;0101;96
3359;121;(121) Países Bajos;Países Bajos;0101;98
3346;102;(102) Austria;Austria;0101;99
3360;122;(122) Polonia;Polonia;0101;100
3361;123;(123) Portugal;Portugal;0101;101
3364;128;(128) Rumanía;Rumanía;0101;102
3372;147;(147) Eslovenia;Eslovenia;0101;103
3370;144;(144) Eslovaquia;Eslovaquia;0101;104
3351;109;(109) Finlandia;Finlandia;0101;105
3365;131;(131) Suecia;Suecia;0101;106
3362;125;(125) Reino Unido;Reino Unido;0101;107
3379;114;(114) Islandia;Islandia;0102;104
3380;116;(116) Liechtenstein;Liechtenstein;0102;105
3382;120;(120) Noruega;Noruega;0102;106
3386;132;(132) Suiza;Suiza;0102;107
3398;158;(158) Montenegro;Montenegro;0102;108
3396;156;(156) Macedonia;Macedonia;0102;109
3377;101;(101) Albania;Albania;0102;110
3397;157;(157) Serbia;Serbia;0102;111
3574;436;(436) Turquía;Turquía;0102;112
3394;154;(154) Rusia;Rusia;0102;113
3383;124;(124) Andorra;Andorra;0102;114
3393;148;(148) Armenia;Armenia;0102;115
3390;138;(138) Belarus;Belarus;0102;116
3392;145;(145) Bosnia-Herzegovina;Bosnia-Herzegovina;0102;117
3391;139;(139) Georgia;Georgia;0102;118
3389;137;(137) Moldava;Moldava;0102;119
3381;119;(119) Mónaco;Mónaco;0102;120
3384;129;(129) San Marino;San Marino;0102;121
3385;130;(130) Santa Sede;Santa Sede;0102;122
3388;135;(135) Ucrania;Ucrania;0102;123
3399;199;(199) Países de Europa sin relaciones diplomáticas;Países de Europa sin relaciones diplomáticas;0102;124
3376;001;(001) País de Europa no determinado;País de Europa no determinado;0102;125
3456;0207;(0207) África;África;6602;32
3457;203;(203) Argelia;Argelia;0207;134
3461;213;(213) Egipto;Egipto;0207;135
3465;228;(228) Marruecos;Marruecos;0207;136
3469;234;(234) Nigeria;Nigeria;0207;137
3473;248;(248) Túnez;Túnez;0207;138
3477;250;(250) República Democrática del Congo;República Democrática del Congo;0207;139
3406;202;(202) Angola;Angola;0207;140
3407;204;(204) Benin;Benin;0207;141
3408;205;(205) Botswana;Botswana;0207;142
3405;201;(201) Burkina Faso;Burkina Faso;0207;143
3409;206;(206) Burundi;Burundi;0207;144
3410;207;(207) Cabo Verde;Cabo Verde;0207;145
3411;208;(208) Camerún;Camerún;0207;146
3446;246;(246) Chad;Chad;0207;147
3412;209;(209) Comores;Comores;0207;148
3413;210;(210) Congo;Congo;0207;149
3414;211;(211) Costa de Marfil;Costa de Marfil;0207;150
3415;212;(212) Djibouti;Djibouti;0207;151
3451;253;(253) Eritrea;Eritrea;0207;152
3416;214;(214) Etiopía;Etiopía;0207;153
3417;215;(215) Gabón;Gabón;0207;154
3418;216;(216) Gambia;Gambia;0207;155
3419;217;(217) Ghana;Ghana;0207;156
3420;218;(218) Guinea;Guinea;0207;157
3421;219;(219) Guinea Bissau;Guinea Bissau;0207;158
3422;220;(220) Guinea Ecuatorial;Guinea Ecuatorial;0207;159
3423;221;(221) Kenia;Kenia;0207;160
3424;222;(222) Lesotho;Lesotho;0207;161
3425;223;(223) Liberia;Liberia;0207;162
3426;224;(224) Libia;Libia;0207;163
3427;225;(225) Madagascar;Madagascar;0207;164
3428;226;(226) Malawi;Malawi;0207;165
3429;227;(227) Mali;Mali;0207;166
3430;229;(229) Mauricio;Mauricio;0207;167
3431;230;(230) Mauritania;Mauritania;0207;168
3432;231;(231) Mozambique;Mozambique;0207;169
3433;232;(232) Namibia;Namibia;0207;170
3434;233;(233) Níger;Níger;0207;171
3435;235;(235) República Centroafricana;República Centroafricana;0207;172
3437;237;(237) Ruanda;Ruanda;0207;173
3438;238;(238) Santo Tomé y Príncipe;Santo Tomé y Príncipe;0207;174
3439;239;(239) Senegal;Senegal;0207;175
3440;240;(240) Seychelles;Seychelles;0207;176
3441;241;(241) Sierra Leona;Sierra Leona;0207;177
3442;242;(242) Somalia;Somalia;0207;178
3436;236;(236) Sudáfrica;Sudáfrica;0207;179
3443;243;(243) Sudán;Sudán;0207;180
3444;244;(244) Swazilandia;Swazilandia;0207;181
3445;245;(245) Tanzania;Tanzania;0207;182
3447;247;(247) Togo;Togo;0207;183
3448;249;(249) Uganda;Uganda;0207;184
3449;251;(251) Zambia;Zambia;0207;185
3450;252;(252) Zimbabwe;Zimbabwe;0207;186
3453;299;(299) Países de Africa sin relación diplomática;Países de Africa sin relación diplomática;0207;187
3404;004;(004) País de Africa no determinado;País de Africa no determinado;0207;188
3452;254;(254) Sudán del Sur;Sudán del Sur;0207;189
3505;0301;(0301) América Central;América Central;6603;33
3511;0302;(0302) América del Norte;América del Norte;6603;34
3528;0303;(0303) América del Sur;América del Sur;6603;35
3544;3990;(3990) Países de América sin relación diplomática;Países de América sin relación diplomática;6603;36
3532;33310;(33310) Otros países y terrirorios dependientes en América Central y Caribe;Otros países y terrirorios dependientes en América Central y Caribe;6603;37
3536;33320;(33320) Territorios dependientes en América del Norte;Territorios dependientes en América del Norte;6603;38
3540;33330;(33330) Otros países y terrirorios dependientes en Sudamérica;Otros países y terrirorios dependientes en Sudamérica;6603;39
3487;315;(315) Cuba;Cuba;0301;184
3498;326;(326) República Dominicana;República Dominicana;0301;185
3482;310;(310) Antigua y Barbuda;Antigua y Barbuda;0301;186
3483;311;(311) Bahamas;Bahamas;0301;187
3484;312;(312) Barbados;Barbados;0301;188
3485;313;(313) Belice;Belice;0301;189
3486;314;(314) Costa Rica;Costa Rica;0301;190
3488;316;(316) Dominica;Dominica;0301;191
3489;317;(317) El Salvador;El Salvador;0301;192
3490;318;(318) Granada;Granada;0301;193
3491;319;(319) Guatemala;Guatemala;0301;194
3492;320;(320) Haití;Haití;0301;195
3493;321;(321) Honduras;Honduras;0301;196
3494;322;(322) Jamaica;Jamaica;0301;197
3495;323;(323) Nicaragua;Nicaragua;0301;198
3496;324;(324) Panamá;Panamá;0301;199
3497;325;(325) San Vicente y las Granadinas;San Vicente y las Granadinas;0301;200
3501;329;(329) San Cristóbal y Nieves;San Cristóbal y Nieves;0301;201
3500;328;(328) Santa Lucía;Santa Lucía;0301;202
3499;327;(327) Trinidad y Tobago;Trinidad y Tobago;0301;203
3502;390;(390) Puerto Rico;Puerto Rico;0301;204
3506;301;(301) Canadá;Canadá;0302;205
3507;302;(302) Estados Unidos de América;Estados Unidos de América;0302;206
3508;303;(303) México;México;0302;207
3512;340;(340) Argentina;Argentina;0303;208
3514;342;(342) Brasil;Brasil;0303;209
3523;351;(351) Venezuela;Venezuela;0303;210
3513;341;(341) Bolivia;Bolivia;0303;211
3516;344;(344) Chile;Chile;0303;212
3515;343;(343) Colombia;Colombia;0303;213
3517;345;(345) Ecuador;Ecuador;0303;214
3518;346;(346) Guyana;Guyana;0303;215
3519;347;(347) Paraguay;Paraguay;0303;216
3520;348;(348) Perú;Perú;0303;217
3521;349;(349) Surinam;Surinam;0303;218
3522;350;(350) Uruguay;Uruguay;0303;219
3524;391;(391) Aruba;Aruba;0303;220
