TEMPORAL;TERRITORIO;IPC_GRUPOSESPECIALES;INDICATOR;OBS_VALUE;FREQ
2012-04;108;04;INDICE;111.137;M
2012-04;108;10;INDICE;99.523;M
2012-04;108;29;INDICE;97.378;M
2012-04;C01;01;INDICE;94.897;M
2012-04;C01;02;INDICE;93.994;M
2012-04;C01;05;INDICE;105.709;M
2012-04;C01;12;INDICE;97.138;M
2012-04;C01;08;INDICE;128.551;M
2012-04;C01;06;INDICE;101.757;M
2012-04;C01;07;INDICE;122.168;M
2012-04;C01;13;INDICE;101.604;M
2012-04;C01;14;INDICE;99.919;M
2012-04;C01;18;INDICE;97.749;M
2012-04;C01;15;INDICE;97.331;M
2012-04;C01;16;INDICE;97.6;M
2012-04;C01;19;INDICE;101.507;M
2012-04;C01;20;INDICE;101.506;M
2012-04;C01;21;INDICE;101.604;M
2012-04;C01;22;INDICE;98.813;M
2012-04;C01;23;INDICE;98.299;M
2012-04;C01;24;INDICE;105.529;M
2012-04;C01;25;INDICE;105.709;M
2012-04;C01;26;INDICE;107.46;M
2012-04;C01;17;INDICE;100.235;M
2012-04;C01;27;INDICE;95.299;M
2012-04;C01;28;INDICE;95.713;M
2012-04;C01;09;INDICE;105.413;M
2012-04;C01;11;INDICE;97.348;M
2012-04;C01;03;INDICE;94.631;M
2012-04;C01;04;INDICE;111.151;M
2012-04;C01;10;INDICE;99.578;M
2012-04;C01;29;INDICE;98.007;M
2012-05;108;01;INDICE;94.793;M
2012-05;108;02;INDICE;92.793;M
2012-05;108;05;INDICE;105.989;M
2012-05;108;12;INDICE;95.81;M
2012-05;108;08;INDICE;125.227;M
2012-05;108;06;INDICE;102.312;M
2012-05;108;07;INDICE;120.402;M
2012-05;108;13;INDICE;100.813;M
2012-05;108;14;INDICE;99.294;M
2012-05;108;18;INDICE;97.26;M
2012-05;108;15;INDICE;96.855;M
2012-05;108;16;INDICE;97.189;M
2012-05;108;19;INDICE;101.536;M
2012-05;108;20;INDICE;101.555;M
2012-05;108;21;INDICE;100.804;M
2012-05;108;22;INDICE;98.227;M
2012-05;108;23;INDICE;97.734;M
2012-05;108;24;INDICE;105.683;M
2012-05;108;25;INDICE;105.989;M
2012-05;108;26;INDICE;107.572;M
2012-05;108;17;INDICE;99.538;M
2012-05;108;27;INDICE;94.598;M
2012-05;108;28;INDICE;95.31;M
2012-05;108;09;INDICE;105.72;M
2012-05;108;11;INDICE;96.13;M
2012-05;108;03;INDICE;94.174;M
2012-05;108;04;INDICE;109.517;M
2012-05;108;10;INDICE;100.216;M
2012-05;108;29;INDICE;97.511;M
2012-05;C01;01;INDICE;95.186;M
2012-05;C01;02;INDICE;93.058;M
2012-05;C01;05;INDICE;105.482;M
2012-05;C01;12;INDICE;96.903;M
2012-05;C01;08;INDICE;124.341;M
2012-05;C01;06;INDICE;101.99;M
2012-05;C01;07;INDICE;119.353;M
2012-05;C01;13;INDICE;101.377;M
2012-05;C01;14;INDICE;99.73;M
2012-05;C01;18;INDICE;97.851;M
2012-05;C01;15;INDICE;97.437;M
2012-05;C01;16;INDICE;97.79;M
2012-05;C01;19;INDICE;101.347;M
2012-05;C01;20;INDICE;101.343;M
2012-05;C01;21;INDICE;101.374;M
2012-05;C01;22;INDICE;98.971;M
2012-05;C01;23;INDICE;98.465;M
2012-05;C01;24;INDICE;105.309;M
2012-05;C01;25;INDICE;105.482;M
2012-05;C01;26;INDICE;107.028;M
2012-05;C01;17;INDICE;100.002;M
2012-05;C01;27;INDICE;95.04;M
2012-05;C01;28;INDICE;95.901;M
2012-05;C01;09;INDICE;105.165;M
2012-05;C01;11;INDICE;97.122;M
2012-05;C01;03;INDICE;94.573;M
2012-05;C01;04;INDICE;109.089;M
2012-05;C01;10;INDICE;100.246;M
2012-05;C01;29;INDICE;98.119;M
2012-06;108;01;INDICE;94.755;M
2012-06;108;02;INDICE;93.936;M
2012-06;108;05;INDICE;105.019;M
2012-06;108;12;INDICE;96.067;M
2012-06;108;08;INDICE;121.094;M
2012-06;108;06;INDICE;102.301;M
2012-06;108;07;INDICE;117.549;M
2012-06;108;13;INDICE;100.48;M
2012-06;108;14;INDICE;99.104;M
2012-06;108;18;INDICE;97.366;M
2012-06;108;15;INDICE;96.963;M
2012-06;108;16;INDICE;97.211;M
2012-06;108;19;INDICE;101.074;M
2012-06;108;20;INDICE;101.074;M
2012-06;108;21;INDICE;100.46;M
2012-06;108;22;INDICE;98.263;M
2012-06;108;23;INDICE;97.771;M
2012-06;108;24;INDICE;104.772;M
2012-06;108;25;INDICE;105.019;M
2012-06;108;26;INDICE;106.186;M
2012-06;108;17;INDICE;99.347;M
2012-06;108;27;INDICE;94.962;M
2012-06;108;28;INDICE;95.275;M
2012-06;108;09;INDICE;104.659;M
2012-06;108;11;INDICE;96.375;M
2012-06;108;03;INDICE;94.501;M
2012-06;108;04;INDICE;108.3;M
2012-06;108;10;INDICE;99.94;M
2012-06;108;29;INDICE;97.616;M
2012-06;C01;01;INDICE;95.099;M
2012-06;C01;02;INDICE;94.324;M
2012-06;C01;05;INDICE;104.579;M
2012-06;C01;12;INDICE;97.06;M
2012-06;C01;08;INDICE;120.5;M
2012-06;C01;06;INDICE;101.974;M
2012-06;C01;07;INDICE;116.799;M
2012-06;C01;13;INDICE;100.99;M
2012-06;C01;14;INDICE;99.502;M
2012-06;C01;18;INDICE;97.887;M
2012-06;C01;15;INDICE;97.472;M
2012-06;C01;16;INDICE;97.726;M
2012-06;C01;19;INDICE;100.913;M
2012-06;C01;20;INDICE;100.897;M
2012-06;C01;21;INDICE;100.977;M
2012-06;C01;22;INDICE;98.917;M
2012-06;C01;23;INDICE;98.406;M
2012-06;C01;24;INDICE;104.445;M
2012-06;C01;25;INDICE;104.579;M
2012-06;C01;26;INDICE;105.731;M
2012-06;C01;17;INDICE;99.771;M
2012-06;C01;27;INDICE;95.376;M
2012-06;C01;28;INDICE;95.805;M
2012-06;C01;09;INDICE;104.174;M
2012-06;C01;11;INDICE;97.273;M
2012-06;C01;03;INDICE;94.87;M
2012-06;C01;04;INDICE;108.076;M
2012-06;C01;10;INDICE;99.918;M
2012-06;C01;29;INDICE;98.154;M
2012-07;108;01;INDICE;94.783;M
2012-07;108;02;INDICE;93.564;M
2012-07;108;05;INDICE;103.925;M
2012-07;108;12;INDICE;96.567;M
2012-07;108;08;INDICE;124.812;M
2012-07;108;06;INDICE;101.489;M
2012-07;108;07;INDICE;121.278;M
2012-07;108;13;INDICE;100.209;M
2012-07;108;14;INDICE;98.865;M
2012-07;108;18;INDICE;96.843;M
2012-07;108;15;INDICE;96.296;M
2012-07;108;16;INDICE;96.519;M
2012-07;108;19;INDICE;100.385;M
2012-07;108;20;INDICE;100.357;M
2012-07;108;21;INDICE;100.179;M
2012-07;108;22;INDICE;97.606;M
2012-07;108;23;INDICE;96.915;M
2012-07;108;24;INDICE;103.746;M
2012-07;108;25;INDICE;103.925;M
2012-07;108;26;INDICE;104.969;M
2012-07;108;17;INDICE;99.104;M
2012-07;108;27;INDICE;94.83;M
2012-07;108;28;INDICE;95.33;M
2012-07;108;09;INDICE;103.128;M
2012-07;108;11;INDICE;96.849;M
2012-07;108;03;INDICE;94.406;M
2012-07;108;04;INDICE;110.354;M
2012-07;108;10;INDICE;97.086;M
2012-07;108;29;INDICE;97.147;M
2012-07;C01;01;INDICE;94.967;M
2012-07;C01;02;INDICE;94.73;M
2012-07;C01;05;INDICE;103.416;M
2012-07;C01;12;INDICE;97.29;M
2012-07;C01;08;INDICE;125.764;M
2012-07;C01;06;INDICE;101.258;M
2012-07;C01;07;INDICE;121.559;M
2012-07;C01;13;INDICE;100.504;M
2012-07;C01;14;INDICE;99.13;M
2012-07;C01;18;INDICE;97.119;M
2012-07;C01;15;INDICE;96.539;M
2012-07;C01;16;INDICE;96.682;M
2012-07;C01;19;INDICE;100.22;M
2012-07;C01;20;INDICE;100.184;M
2012-07;C01;21;INDICE;100.48;M
2012-07;C01;22;INDICE;97.878;M
2012-07;C01;23;INDICE;97.128;M
2012-07;C01;24;INDICE;103.331;M
2012-07;C01;25;INDICE;103.416;M
2012-07;C01;26;INDICE;104.369;M
2012-07;C01;17;INDICE;99.388;M
2012-07;C01;27;INDICE;95.369;M
2012-07;C01;28;INDICE;95.667;M
2012-07;C01;09;INDICE;102.551;M
2012-07;C01;11;INDICE;97.495;M
2012-07;C01;03;INDICE;94.891;M
2012-07;C01;04;INDICE;111.086;M
2012-07;C01;10;INDICE;96.712;M
2012-07;C01;29;INDICE;97.455;M
2012-08;108;01;INDICE;94.959;M
2012-08;108;02;INDICE;94.376;M
2012-08;108;05;INDICE;104.571;M
2012-08;108;12;INDICE;97.184;M
2012-08;108;08;INDICE;130.083;M
2012-08;108;06;INDICE;101.282;M
2012-08;108;07;INDICE;124.931;M
2012-08;108;13;INDICE;100.82;M
2012-08;108;14;INDICE;99.437;M
2012-08;108;18;INDICE;97.052;M
2012-08;108;15;INDICE;96.512;M
2012-08;108;16;INDICE;96.686;M
2012-08;108;19;INDICE;100.906;M
2012-08;108;20;INDICE;100.899;M
2012-08;108;21;INDICE;100.81;M
2012-08;108;22;INDICE;97.763;M
2012-08;108;23;INDICE;97.079;M
2012-08;108;24;INDICE;104.351;M
2012-08;108;25;INDICE;104.571;M
2012-08;108;26;INDICE;105.985;M
2012-08;108;17;INDICE;99.67;M
2012-08;108;27;INDICE;95.22;M
2012-08;108;28;INDICE;95.558;M
2012-08;108;09;INDICE;103.832;M
2012-08;108;11;INDICE;97.428;M
2012-08;108;03;INDICE;94.778;M
2012-08;108;04;INDICE;112.851;M
2012-08;108;10;INDICE;96.627;M
2012-08;108;29;INDICE;97.353;M
2012-08;C01;01;INDICE;95.041;M
2012-08;C01;02;INDICE;95.464;M
2012-08;C01;05;INDICE;103.952;M
2012-08;C01;12;INDICE;97.908;M
2012-08;C01;08;INDICE;131.098;M
2012-08;C01;06;INDICE;100.991;M
2012-08;C01;07;INDICE;125.124;M
2012-08;C01;13;INDICE;101.067;M
2012-08;C01;14;INDICE;99.63;M
2012-08;C01;18;INDICE;97.262;M
2012-08;C01;15;INDICE;96.687;M
2012-08;C01;16;INDICE;96.783;M
2012-08;C01;19;INDICE;100.64;M
2012-08;C01;20;INDICE;100.616;M
2012-08;C01;21;INDICE;101.055;M
2012-08;C01;22;INDICE;97.981;M
2012-08;C01;23;INDICE;97.235;M
2012-08;C01;24;INDICE;103.845;M
2012-08;C01;25;INDICE;103.952;M
2012-08;C01;26;INDICE;105.261;M
2012-08;C01;17;INDICE;99.887;M
2012-08;C01;27;INDICE;95.636;M
2012-08;C01;28;INDICE;95.739;M
2012-08;C01;09;INDICE;103.137;M
2012-08;C01;11;INDICE;98.086;M
2012-08;C01;03;INDICE;95.153;M
2012-08;C01;04;INDICE;113.515;M
2012-08;C01;10;INDICE;96.199;M
2012-08;C01;29;INDICE;97.597;M
2012-09;108;01;INDICE;95.429;M
2012-09;108;02;INDICE;94.753;M
2012-09;108;05;INDICE;106.978;M
2012-09;108;12;INDICE;97.162;M
2012-09;108;08;INDICE;132.624;M
2012-09;108;06;INDICE;102.48;M
2012-09;108;07;INDICE;127.557;M
2012-09;108;13;INDICE;101.953;M
2012-09;108;14;INDICE;100.439;M
2012-09;108;18;INDICE;97.914;M
2012-09;108;15;INDICE;97.308;M
2012-09;108;16;INDICE;97.516;M
2012-09;108;19;INDICE;102.509;M
2012-09;108;20;INDICE;102.566;M
2012-09;108;21;INDICE;101.978;M
2012-09;108;22;INDICE;98.757;M
2012-09;108;23;INDICE;97.992;M
2012-09;108;24;INDICE;106.615;M
2012-09;108;25;INDICE;106.978;M
2012-09;108;26;INDICE;108.917;M
2012-09;108;17;INDICE;100.671;M
2012-09;108;27;INDICE;95.704;M
2012-09;108;28;INDICE;96.086;M
2012-09;108;09;INDICE;106.204;M
2012-09;108;11;INDICE;97.407;M
2012-09;108;03;INDICE;95.22;M
2012-09;108;04;INDICE;114.56;M
2012-09;108;10;INDICE;98.943;M
2012-09;108;29;INDICE;98.242;M
2012-09;C01;01;INDICE;95.442;M
2012-09;C01;02;INDICE;95.633;M
2012-09;C01;05;INDICE;106.481;M
2012-09;C01;12;INDICE;97.982;M
2012-09;C01;08;INDICE;133.521;M
2012-09;C01;06;INDICE;102.236;M
2012-09;C01;07;INDICE;127.698;M
2012-09;C01;13;INDICE;102.393;M
2012-09;C01;14;INDICE;100.738;M
2012-09;C01;18;INDICE;98.255;M
2012-09;C01;15;INDICE;97.61;M
2012-09;C01;16;INDICE;97.768;M
2012-09;C01;19;INDICE;102.29;M
2012-09;C01;20;INDICE;102.31;M
2012-09;C01;21;INDICE;102.411;M
2012-09;C01;22;INDICE;99.199;M
2012-09;C01;23;INDICE;98.37;M
2012-09;C01;24;INDICE;106.27;M
2012-09;C01;25;INDICE;106.481;M
2012-09;C01;26;INDICE;108.363;M
2012-09;C01;17;INDICE;101.007;M
2012-09;C01;27;INDICE;96.005;M
2012-09;C01;28;INDICE;96.26;M
2012-09;C01;09;INDICE;105.636;M
2012-09;C01;11;INDICE;98.155;M
2012-09;C01;03;INDICE;95.488;M
2012-09;C01;04;INDICE;115.122;M
2012-09;C01;10;INDICE;98.703;M
2012-09;C01;29;INDICE;98.612;M
2012-10;108;01;INDICE;95.879;M
2012-10;108;02;INDICE;94.569;M
2012-10;108;05;INDICE;108.52;M
2012-10;108;12;INDICE;97.755;M
2012-10;108;08;INDICE;130.274;M
2012-10;108;06;INDICE;102.497;M
2012-10;108;07;INDICE;125.261;M
2012-10;108;13;INDICE;102.98;M
2012-10;108;14;INDICE;101.313;M
2012-10;108;18;INDICE;99.002;M
2012-10;108;15;INDICE;98.507;M
2012-10;108;16;INDICE;98.83;M
2012-10;108;19;INDICE;103.526;M
2012-10;108;20;INDICE;103.622;M
2012-10;108;21;INDICE;103.036;M
2012-10;108;22;INDICE;100.109;M
2012-10;108;23;INDICE;99.502;M
2012-10;108;24;INDICE;108.065;M
2012-10;108;25;INDICE;108.52;M
2012-10;108;26;INDICE;111.122;M
2012-10;108;17;INDICE;101.549;M
2012-10;108;27;INDICE;96.007;M
2012-10;108;28;INDICE;96.628;M
2012-10;108;09;INDICE;108.081;M
2012-10;108;11;INDICE;97.966;M
2012-10;108;03;INDICE;95.473;M
2012-10;108;04;INDICE;113.126;M
2012-10;108;10;INDICE;101.883;M
2012-10;108;29;INDICE;99.293;M
2012-10;C01;01;INDICE;95.82;M
2012-10;C01;02;INDICE;95.447;M
2012-10;C01;05;INDICE;107.917;M
2012-10;C01;12;INDICE;98.385;M
2012-10;C01;08;INDICE;130.672;M
2012-10;C01;06;INDICE;102.334;M
2012-10;C01;07;INDICE;125.075;M
2012-10;C01;13;INDICE;103.313;M
2012-10;C01;14;INDICE;101.504;M
2012-10;C01;18;INDICE;99.263;M
2012-10;C01;15;INDICE;98.736;M
2012-10;C01;16;INDICE;99.001;M
2012-10;C01;19;INDICE;103.236;M
2012-10;C01;20;INDICE;103.283;M
2012-10;C01;21;INDICE;103.353;M
2012-10;C01;22;INDICE;100.479;M
2012-10;C01;23;INDICE;99.824;M
2012-10;C01;24;INDICE;107.644;M
2012-10;C01;25;INDICE;107.917;M
2012-10;C01;26;INDICE;110.394;M
2012-10;C01;17;INDICE;101.781;M
2012-10;C01;27;INDICE;96.251;M
2012-10;C01;28;INDICE;96.614;M
2012-10;C01;09;INDICE;107.409;M
2012-10;C01;11;INDICE;98.537;M
2012-10;C01;03;INDICE;95.706;M
2012-10;C01;04;INDICE;113.478;M
2012-10;C01;10;INDICE;101.536;M
2012-10;C01;29;INDICE;99.564;M
2012-11;108;01;INDICE;96.179;M
2012-11;108;02;INDICE;95.141;M
2012-11;108;05;INDICE;108.365;M
2012-11;108;12;INDICE;97.354;M
2012-11;108;08;INDICE;125.272;M
2012-11;108;06;INDICE;101.361;M
2012-11;108;07;INDICE;121.795;M
2012-11;108;13;INDICE;102.708;M
2012-11;108;14;INDICE;101.185;M
2012-11;108;18;INDICE;99.237;M
2012-11;108;15;INDICE;98.749;M
2012-11;108;16;INDICE;99.045;M
2012-11;108;19;INDICE;103.572;M
2012-11;108;20;INDICE;103.671;M
2012-11;108;21;INDICE;102.756;M
2012-11;108;22;INDICE;100.296;M
2012-11;108;23;INDICE;99.698;M
2012-11;108;24;INDICE;107.919;M
2012-11;108;25;INDICE;108.365;M
2012-11;108;26;INDICE;111.393;M
2012-11;108;17;INDICE;101.43;M
2012-11;108;27;INDICE;96.484;M
2012-11;108;28;INDICE;97.044;M
2012-11;108;09;INDICE;107.912;M
2012-11;108;11;INDICE;97.588;M
2012-11;108;03;INDICE;95.858;M
2012-11;108;04;INDICE;111.31;M
2012-11;108;10;INDICE;102.941;M
2012-11;108;29;INDICE;99.524;M
2012-11;C01;01;INDICE;96.146;M
2012-11;C01;02;INDICE;95.918;M
2012-11;C01;05;INDICE;107.807;M
2012-11;C01;12;INDICE;98.093;M
2012-11;C01;08;INDICE;124.896;M
2012-11;C01;06;INDICE;101.2;M
2012-11;C01;07;INDICE;121.214;M
2012-11;C01;13;INDICE;103.121;M
2012-11;C01;14;INDICE;101.444;M
2012-11;C01;18;INDICE;99.615;M
2012-11;C01;15;INDICE;99.101;M
2012-11;C01;16;INDICE;99.357;M
2012-11;C01;19;INDICE;103.307;M
2012-11;C01;20;INDICE;103.354;M
2012-11;C01;21;INDICE;103.156;M
2012-11;C01;22;INDICE;100.826;M
2012-11;C01;23;INDICE;100.188;M
2012-11;C01;24;INDICE;107.54;M
2012-11;C01;25;INDICE;107.807;M
2012-11;C01;26;INDICE;110.74;M
2012-11;C01;17;INDICE;101.721;M
2012-11;C01;27;INDICE;96.671;M
2012-11;C01;28;INDICE;97.031;M
2012-11;C01;09;INDICE;107.289;M
2012-11;C01;11;INDICE;98.26;M
2012-11;C01;03;INDICE;96.073;M
2012-11;C01;04;INDICE;111.362;M
2012-11;C01;10;INDICE;102.723;M
2012-11;C01;29;INDICE;99.912;M
2012-12;108;01;INDICE;96.36;M
2012-12;108;02;INDICE;96.142;M
2012-12;108;05;INDICE;107.905;M
2012-12;108;12;INDICE;97.727;M
2012-12;108;08;INDICE;124.783;M
2012-12;108;06;INDICE;101.299;M
2012-12;108;07;INDICE;121.456;M
2012-12;108;13;INDICE;102.674;M
2012-12;108;14;INDICE;101.257;M
2012-12;108;18;INDICE;99.349;M
2012-12;108;15;INDICE;98.865;M
2012-12;108;16;INDICE;99.087;M
2012-12;108;19;INDICE;103.454;M
2012-12;108;20;INDICE;103.548;M
2012-12;108;21;INDICE;102.721;M
2012-12;108;22;INDICE;100.307;M
2012-12;108;23;INDICE;99.709;M
2012-12;108;24;INDICE;107.487;M
2012-12;108;25;INDICE;107.905;M
2012-12;108;26;INDICE;110.759;M
2012-12;108;17;INDICE;101.496;M
2012-12;108;27;INDICE;96.94;M
2012-12;108;28;INDICE;97.228;M
2012-12;108;09;INDICE;107.41;M
2012-12;108;11;INDICE;97.94;M
2012-12;108;03;INDICE;96.292;M
2012-12;108;04;INDICE;111.522;M
2012-12;108;10;INDICE;102.438;M
2012-12;108;29;INDICE;99.635;M
2012-12;C01;01;INDICE;96.267;M
2012-12;C01;02;INDICE;96.941;M
2012-12;C01;05;INDICE;107.258;M
2012-12;C01;12;INDICE;98.34;M
2012-12;C01;08;INDICE;124.484;M
2012-12;C01;06;INDICE;101.139;M
2012-12;C01;07;INDICE;120.938;M
2012-12;C01;13;INDICE;102.958;M
2012-12;C01;14;INDICE;101.408;M
2012-12;C01;18;INDICE;99.608;M
2012-12;C01;15;INDICE;99.093;M
2012-12;C01;16;INDICE;99.265;M
2012-12;C01;19;INDICE;103.117;M
2012-12;C01;20;INDICE;103.158;M
2012-12;C01;21;INDICE;102.987;M
2012-12;C01;22;INDICE;100.686;M
2012-12;C01;23;INDICE;100.041;M
2012-12;C01;24;INDICE;107.017;M
2012-12;C01;25;INDICE;107.258;M
2012-12;C01;26;INDICE;109.974;M
2012-12;C01;17;INDICE;101.681;M
2012-12;C01;27;INDICE;97.079;M
2012-12;C01;28;INDICE;97.151;M
2012-12;C01;09;INDICE;106.688;M
2012-12;C01;11;INDICE;98.499;M
2012-12;C01;03;INDICE;96.45;M
2012-12;C01;04;INDICE;111.612;M
2012-12;C01;10;INDICE;102.081;M
2012-12;C01;29;INDICE;99.905;M
2011-01;108;01;INDICE;91.129;M
2011-01;108;02;INDICE;91.863;M
2011-01;108;05;INDICE;99.284;M
2011-01;108;12;INDICE;93.838;M
2011-01;108;08;INDICE;110.175;M
2011-01;108;06;INDICE;101.779;M
2011-01;108;07;INDICE;107.036;M
2011-01;108;13;INDICE;96.614;M
2011-01;108;14;INDICE;95.333;M
2011-01;108;18;INDICE;94.199;M
2011-01;108;15;INDICE;94.01;M
2011-01;108;16;INDICE;94.189;M
2011-01;108;19;INDICE;96.441;M
2011-01;108;20;INDICE;96.304;M
2011-01;108;21;INDICE;96.509;M
2011-01;108;22;INDICE;95.094;M
2011-01;108;23;INDICE;94.885;M
2011-01;108;24;INDICE;99.308;M
2011-01;108;25;INDICE;99.284;M
2011-01;108;26;INDICE;98.19;M
2011-01;108;17;INDICE;95.712;M
2011-01;108;27;INDICE;92.238;M
2011-01;108;28;INDICE;92.271;M
2011-01;108;09;INDICE;99.266;M
2011-01;108;11;INDICE;94.211;M
2011-01;108;03;INDICE;91.346;M
2011-01;108;04;INDICE;101.194;M
2011-01;108;10;INDICE;95.98;M
2011-01;108;29;INDICE;94.261;M
2011-01;C01;01;INDICE;91.59;M
2011-01;C01;02;INDICE;92.24;M
2011-01;C01;05;INDICE;98.923;M
2011-01;C01;12;INDICE;95.349;M
2011-01;C01;08;INDICE;111.058;M
2011-01;C01;06;INDICE;101.151;M
2011-01;C01;07;INDICE;107.334;M
2011-01;C01;13;INDICE;97.263;M
2011-01;C01;14;INDICE;95.881;M
2011-01;C01;18;INDICE;94.731;M
2011-01;C01;15;INDICE;94.55;M
2011-01;C01;16;INDICE;94.74;M
2011-01;C01;19;INDICE;96.308;M
2011-01;C01;20;INDICE;96.205;M
2011-01;C01;21;INDICE;97.195;M
2011-01;C01;22;INDICE;95.748;M
2011-01;C01;23;INDICE;95.553;M
2011-01;C01;24;INDICE;98.965;M
2011-01;C01;25;INDICE;98.923;M
2011-01;C01;26;INDICE;97.903;M
2011-01;C01;17;INDICE;96.286;M
2011-01;C01;27;INDICE;92.77;M
2011-01;C01;28;INDICE;93.015;M
2011-01;C01;09;INDICE;98.879;M
2011-01;C01;11;INDICE;95.59;M
2011-01;C01;03;INDICE;91.748;M
2011-01;C01;04;INDICE;101.546;M
2011-01;C01;10;INDICE;95.604;M
2011-01;C01;29;INDICE;94.838;M
2011-02;108;01;INDICE;91.314;M
2011-02;108;02;INDICE;91.077;M
2011-02;108;05;INDICE;99.361;M
2011-02;108;12;INDICE;94.135;M
2011-02;108;08;INDICE;111.982;M
2011-02;108;06;INDICE;101.886;M
2011-02;108;07;INDICE;108.3;M
2011-02;108;13;INDICE;96.802;M
2011-02;108;14;INDICE;95.454;M
2011-02;108;18;INDICE;94.194;M
2011-02;108;15;INDICE;94.005;M
2011-02;108;16;INDICE;94.247;M
2011-02;108;19;INDICE;96.453;M
2011-02;108;20;INDICE;96.311;M
2011-02;108;21;INDICE;96.698;M
2011-02;108;22;INDICE;95.122;M
2011-02;108;23;INDICE;94.915;M
2011-02;108;24;INDICE;99.389;M
2011-02;108;25;INDICE;99.361;M
2011-02;108;26;INDICE;98.255;M
2011-02;108;17;INDICE;95.835;M
2011-02;108;27;INDICE;92.108;M
2011-02;108;28;INDICE;92.397;M
2011-02;108;09;INDICE;99.35;M
2011-02;108;11;INDICE;94.5;M
2011-02;108;03;INDICE;91.237;M
2011-02;108;04;INDICE;101.631;M
2011-02;108;10;INDICE;95.624;M
2011-02;108;29;INDICE;94.257;M
2011-02;C01;01;INDICE;91.658;M
2011-02;C01;02;INDICE;91.908;M
2011-02;C01;05;INDICE;99.001;M
2011-02;C01;12;INDICE;95.615;M
2011-02;C01;08;INDICE;112.677;M
2011-02;C01;06;INDICE;101.179;M
2011-02;C01;07;INDICE;108.422;M
2011-02;C01;13;INDICE;97.431;M
2011-02;C01;14;INDICE;95.997;M
2011-02;C01;18;INDICE;94.741;M
2011-02;C01;15;INDICE;94.559;M
2011-02;C01;16;INDICE;94.777;M
2011-02;C01;19;INDICE;96.344;M
2011-02;C01;20;INDICE;96.237;M
2011-02;C01;21;INDICE;97.362;M
2011-02;C01;22;INDICE;95.775;M
2011-02;C01;23;INDICE;95.582;M
2011-02;C01;24;INDICE;99.047;M
2011-02;C01;25;INDICE;99.001;M
2011-02;C01;26;INDICE;98.003;M
2011-02;C01;17;INDICE;96.406;M
2011-02;C01;27;INDICE;92.717;M
2011-02;C01;28;INDICE;93.011;M
2011-02;C01;09;INDICE;98.964;M
2011-02;C01;11;INDICE;95.853;M
2011-02;C01;03;INDICE;91.706;M
2011-02;C01;04;INDICE;102.07;M
2011-02;C01;10;INDICE;95.338;M
2011-02;C01;29;INDICE;94.847;M
2011-03;108;01;INDICE;91.504;M
2011-03;108;02;INDICE;91.567;M
2011-03;108;05;INDICE;100.77;M
2011-03;108;12;INDICE;94.466;M
2011-03;108;08;INDICE;115.68;M
2011-03;108;06;INDICE;101.858;M
2011-03;108;07;INDICE;110.886;M
2011-03;108;13;INDICE;97.64;M
2011-03;108;14;INDICE;96.183;M
2011-03;108;18;INDICE;94.684;M
2011-03;108;15;INDICE;94.512;M
2011-03;108;16;INDICE;94.755;M
2011-03;108;19;INDICE;97.407;M
2011-03;108;20;INDICE;97.298;M
2011-03;108;21;INDICE;97.559;M
2011-03;108;22;INDICE;95.678;M
2011-03;108;23;INDICE;95.495;M
2011-03;108;24;INDICE;100.722;M
2011-03;108;25;INDICE;100.77;M
2011-03;108;26;INDICE;100.287;M
2011-03;108;17;INDICE;96.568;M
2011-03;108;27;INDICE;92.425;M
2011-03;108;28;INDICE;92.561;M
2011-03;108;09;INDICE;100.883;M
2011-03;108;11;INDICE;94.817;M
2011-03;108;03;INDICE;91.518;M
2011-03;108;04;INDICE;103.375;M
2011-03;108;10;INDICE;96.597;M
2011-03;108;29;INDICE;94.74;M
2011-03;C01;01;INDICE;91.859;M
2011-03;C01;02;INDICE;92.36;M
2011-03;C01;05;INDICE;100.598;M
2011-03;C01;12;INDICE;96.002;M
2011-03;C01;08;INDICE;116.39;M
2011-03;C01;06;INDICE;101.351;M
2011-03;C01;07;INDICE;110.917;M
2011-03;C01;13;INDICE;98.435;M
2011-03;C01;14;INDICE;96.836;M
2011-03;C01;18;INDICE;95.361;M
2011-03;C01;15;INDICE;95.202;M
2011-03;C01;16;INDICE;95.435;M
2011-03;C01;19;INDICE;97.414;M
2011-03;C01;20;INDICE;97.329;M
2011-03;C01;21;INDICE;98.384;M
2011-03;C01;22;INDICE;96.516;M
2011-03;C01;23;INDICE;96.359;M
2011-03;C01;24;INDICE;100.589;M
2011-03;C01;25;INDICE;100.598;M
2011-03;C01;26;INDICE;100.242;M
2011-03;C01;17;INDICE;97.261;M
2011-03;C01;27;INDICE;93.028;M
2011-03;C01;28;INDICE;93.2;M
2011-03;C01;09;INDICE;100.708;M
2011-03;C01;11;INDICE;96.229;M
2011-03;C01;03;INDICE;91.976;M
2011-03;C01;04;INDICE;103.756;M
2011-03;C01;10;INDICE;96.622;M
2011-03;C01;29;INDICE;95.461;M
2011-04;108;01;INDICE;91.858;M
2011-04;108;02;INDICE;91.465;M
2011-04;108;05;INDICE;103.321;M
2011-04;108;12;INDICE;94.993;M
2011-04;108;08;INDICE;118.331;M
2011-04;108;06;INDICE;102.313;M
2011-04;108;07;INDICE;112.74;M
2011-04;108;13;INDICE;99.119;M
2011-04;108;14;INDICE;97.406;M
