TEMPORAL;TERRITORIO;ECOICOP;INDICATOR;OBS_VALUE;FREQ
2016-07;14;08;INDICE;99.958;M
2016-07;14;09;INDICE;101.951;M
2016-07;14;10;INDICE;99.852;M
2016-07;14;11;INDICE;100.365;M
2016-07;14;12;INDICE;99.831;M
2016-07;18;00;INDICE;99.615;M
2016-07;18;01;INDICE;101.049;M
2016-07;18;02;INDICE;100.113;M
2016-07;18;03;INDICE;90.383;M
2016-07;18;04;INDICE;99.645;M
2016-07;18;05;INDICE;99.696;M
2016-07;18;06;INDICE;99.834;M
2016-07;18;07;INDICE;100.282;M
2016-07;18;08;INDICE;99.958;M
2016-07;18;09;INDICE;103.486;M
2016-07;18;10;INDICE;99.528;M
2016-07;18;11;INDICE;100.494;M
2016-07;18;12;INDICE;99.676;M
2016-07;21;00;INDICE;99.524;M
2016-07;21;01;INDICE;100.57;M
2016-07;21;02;INDICE;99.863;M
2016-07;21;03;INDICE;90.594;M
2016-07;21;04;INDICE;99.413;M
2016-07;21;05;INDICE;99.221;M
2016-07;21;06;INDICE;100.401;M
2016-07;21;07;INDICE;100.311;M
2016-07;21;08;INDICE;99.958;M
2016-07;21;09;INDICE;101.598;M
2016-07;21;10;INDICE;99.726;M
2016-07;21;11;INDICE;100.469;M
2016-07;21;12;INDICE;99.48;M
2016-07;23;00;INDICE;99.45;M
2016-07;23;01;INDICE;100.499;M
2016-07;23;02;INDICE;100.038;M
2016-07;23;03;INDICE;91.365;M
2016-07;23;04;INDICE;99.579;M
2016-07;23;05;INDICE;99.507;M
2016-07;23;06;INDICE;100.276;M
2016-07;23;07;INDICE;100.294;M
2016-07;23;08;INDICE;99.958;M
2016-07;23;09;INDICE;100.971;M
2016-07;23;10;INDICE;99.767;M
2016-07;23;11;INDICE;100.404;M
2016-07;23;12;INDICE;99.894;M
2016-07;29;00;INDICE;99.663;M
2016-07;29;01;INDICE;100.993;M
2016-07;29;02;INDICE;100.002;M
2016-07;29;03;INDICE;91.95;M
2016-07;29;04;INDICE;99.429;M
2016-07;29;05;INDICE;99.397;M
2016-07;29;06;INDICE;99.93;M
2016-07;29;07;INDICE;100.253;M
2016-07;29;08;INDICE;99.957;M
2016-07;29;09;INDICE;102.124;M
2016-07;29;10;INDICE;99.694;M
2016-07;29;11;INDICE;100.336;M
2016-07;29;12;INDICE;99.644;M
2016-07;41;00;INDICE;99.807;M
2016-07;41;01;INDICE;100.853;M
2016-07;41;02;INDICE;100.142;M
2016-07;41;03;INDICE;92.679;M
2016-07;41;04;INDICE;99.455;M
2016-07;41;05;INDICE;99.79;M
2016-07;41;06;INDICE;100.412;M
2016-07;41;07;INDICE;100.306;M
2016-07;41;08;INDICE;99.96;M
2016-07;41;09;INDICE;101.396;M
2016-07;41;10;INDICE;99.733;M
2016-07;41;11;INDICE;100.331;M
2016-07;41;12;INDICE;100.004;M
2016-08;108;00;INDICE;99.934;M
2016-08;108;01;INDICE;100.747;M
2016-08;108;02;INDICE;99.976;M
2016-08;108;03;INDICE;91.007;M
2016-08;108;04;INDICE;99.71;M
2016-08;108;05;INDICE;99.59;M
2016-08;108;06;INDICE;100.142;M
2016-08;108;07;INDICE;100.375;M
2016-08;108;08;INDICE;100.776;M
2016-08;108;09;INDICE;103.885;M
2016-08;108;10;INDICE;99.767;M
2016-08;108;11;INDICE;100.849;M
2016-08;108;12;INDICE;100.287;M
2016-08;C01;00;INDICE;99.804;M
2016-08;C01;01;INDICE;100.846;M
2016-08;C01;02;INDICE;99.991;M
2016-08;C01;03;INDICE;90.574;M
2016-08;C01;04;INDICE;99.437;M
2016-08;C01;05;INDICE;99.639;M
2016-08;C01;06;INDICE;100.322;M
2016-08;C01;07;INDICE;100.338;M
2016-08;C01;08;INDICE;100.776;M
2016-08;C01;09;INDICE;103.244;M
2016-08;C01;10;INDICE;99.669;M
2016-08;C01;11;INDICE;100.917;M
2016-08;C01;12;INDICE;100.218;M
2016-08;04;00;INDICE;99.665;M
2016-08;04;01;INDICE;100.901;M
2016-08;04;02;INDICE;99.84;M
2016-08;04;03;INDICE;89.756;M
2016-08;04;04;INDICE;99.507;M
2016-08;04;05;INDICE;99.633;M
2016-08;04;06;INDICE;100.185;M
2016-08;04;07;INDICE;100.207;M
2016-08;04;08;INDICE;100.782;M
2016-08;04;09;INDICE;102.597;M
2016-08;04;10;INDICE;99.731;M
2016-08;04;11;INDICE;100.888;M
2016-08;04;12;INDICE;100.466;M
2016-08;11;00;INDICE;99.964;M
2016-08;11;01;INDICE;100.991;M
2016-08;11;02;INDICE;100.076;M
2016-08;11;03;INDICE;91.078;M
2016-08;11;04;INDICE;99.34;M
2016-08;11;05;INDICE;99.855;M
2016-08;11;06;INDICE;100.044;M
2016-08;11;07;INDICE;100.288;M
2016-08;11;08;INDICE;100.768;M
2016-08;11;09;INDICE;103.814;M
2016-08;11;10;INDICE;99.45;M
2016-08;11;11;INDICE;101.172;M
2016-08;11;12;INDICE;100.316;M
2016-08;14;00;INDICE;99.71;M
2016-08;14;01;INDICE;100.963;M
2016-08;14;02;INDICE;99.944;M
2016-08;14;03;INDICE;90.256;M
2016-08;14;04;INDICE;99.35;M
2016-08;14;05;INDICE;99.516;M
2016-08;14;06;INDICE;100.319;M
2016-08;14;07;INDICE;100.356;M
2016-08;14;08;INDICE;100.777;M
2016-08;14;09;INDICE;103.289;M
2016-08;14;10;INDICE;99.852;M
2016-08;14;11;INDICE;100.772;M
2016-08;14;12;INDICE;100.272;M
2016-08;18;00;INDICE;99.716;M
2016-08;18;01;INDICE;100.868;M
2016-08;18;02;INDICE;99.981;M
2016-08;18;03;INDICE;89.673;M
2016-08;18;04;INDICE;99.466;M
2016-08;18;05;INDICE;99.813;M
2016-08;18;06;INDICE;99.916;M
2016-08;18;07;INDICE;100.4;M
2016-08;18;08;INDICE;100.778;M
2016-08;18;09;INDICE;104.519;M
2016-08;18;10;INDICE;99.528;M
2016-08;18;11;INDICE;101.102;M
2016-08;18;12;INDICE;99.926;M
2016-08;21;00;INDICE;99.712;M
2016-08;21;01;INDICE;100.731;M
2016-08;21;02;INDICE;100.038;M
2016-08;21;03;INDICE;89.238;M
2016-08;21;04;INDICE;99.289;M
2016-08;21;05;INDICE;99.224;M
2016-08;21;06;INDICE;100.41;M
2016-08;21;07;INDICE;100.255;M
2016-08;21;08;INDICE;100.78;M
2016-08;21;09;INDICE;103.132;M
2016-08;21;10;INDICE;99.726;M
2016-08;21;11;INDICE;101.154;M
2016-08;21;12;INDICE;100.359;M
2016-08;23;00;INDICE;99.587;M
2016-08;23;01;INDICE;100.617;M
2016-08;23;02;INDICE;99.99;M
2016-08;23;03;INDICE;90.481;M
2016-08;23;04;INDICE;99.483;M
2016-08;23;05;INDICE;99.945;M
2016-08;23;06;INDICE;100.287;M
2016-08;23;07;INDICE;100.175;M
2016-08;23;08;INDICE;100.776;M
2016-08;23;09;INDICE;102.358;M
2016-08;23;10;INDICE;99.767;M
2016-08;23;11;INDICE;100.96;M
2016-08;23;12;INDICE;99.932;M
2016-08;29;00;INDICE;99.775;M
2016-08;29;01;INDICE;100.939;M
2016-08;29;02;INDICE;99.935;M
2016-08;29;03;INDICE;90.731;M
2016-08;29;04;INDICE;99.45;M
2016-08;29;05;INDICE;99.338;M
2016-08;29;06;INDICE;100.494;M
2016-08;29;07;INDICE;100.309;M
2016-08;29;08;INDICE;100.785;M
2016-08;29;09;INDICE;103.67;M
2016-08;29;10;INDICE;99.694;M
2016-08;29;11;INDICE;100.661;M
2016-08;29;12;INDICE;99.954;M
2016-08;41;00;INDICE;99.96;M
2016-08;41;01;INDICE;100.722;M
2016-08;41;02;INDICE;100.047;M
2016-08;41;03;INDICE;91.522;M
2016-08;41;04;INDICE;99.505;M
2016-08;41;05;INDICE;99.683;M
2016-08;41;06;INDICE;100.55;M
2016-08;41;07;INDICE;100.466;M
2016-08;41;08;INDICE;100.768;M
2016-08;41;09;INDICE;102.594;M
2016-08;41;10;INDICE;99.733;M
2016-08;41;11;INDICE;100.899;M
2016-08;41;12;INDICE;100.488;M
2016-09;108;00;INDICE;99.939;M
2016-09;108;01;INDICE;99.853;M
2016-09;108;02;INDICE;99.981;M
2016-09;108;03;INDICE;95.645;M
2016-09;108;04;INDICE;100.175;M
2016-09;108;05;INDICE;99.823;M
2016-09;108;06;INDICE;100.05;M
2016-09;108;07;INDICE;100.927;M
2016-09;108;08;INDICE;100.797;M
2016-09;108;09;INDICE;99.62;M
2016-09;108;10;INDICE;100.052;M
2016-09;108;11;INDICE;100.643;M
2016-09;108;12;INDICE;100.368;M
2016-09;C01;00;INDICE;99.959;M
2016-09;C01;01;INDICE;99.926;M
2016-09;C01;02;INDICE;99.887;M
2016-09;C01;03;INDICE;95.899;M
2016-09;C01;04;INDICE;99.932;M
2016-09;C01;05;INDICE;99.831;M
2016-09;C01;06;INDICE;100.27;M
2016-09;C01;07;INDICE;100.965;M
2016-09;C01;08;INDICE;100.797;M
2016-09;C01;09;INDICE;99.632;M
2016-09;C01;10;INDICE;100.002;M
2016-09;C01;11;INDICE;100.761;M
2016-09;C01;12;INDICE;100.321;M
2016-09;04;00;INDICE;99.925;M
2016-09;04;01;INDICE;99.989;M
2016-09;04;02;INDICE;99.865;M
2016-09;04;03;INDICE;95.096;M
2016-09;04;04;INDICE;99.936;M
2016-09;04;05;INDICE;99.601;M
2016-09;04;06;INDICE;100.141;M
2016-09;04;07;INDICE;100.957;M
2016-09;04;08;INDICE;100.795;M
2016-09;04;09;INDICE;99.987;M
2016-09;04;10;INDICE;100.151;M
2016-09;04;11;INDICE;100.86;M
2016-09;04;12;INDICE;100.355;M
2016-09;11;00;INDICE;100.025;M
2016-09;11;01;INDICE;100.137;M
2016-09;11;02;INDICE;99.88;M
2016-09;11;03;INDICE;96.028;M
2016-09;11;04;INDICE;99.758;M
2016-09;11;05;INDICE;100.073;M
2016-09;11;06;INDICE;100.002;M
2016-09;11;07;INDICE;101.013;M
2016-09;11;08;INDICE;100.797;M
2016-09;11;09;INDICE;99.521;M
2016-09;11;10;INDICE;100.161;M
2016-09;11;11;INDICE;100.883;M
2016-09;11;12;INDICE;100.471;M
2016-09;14;00;INDICE;99.662;M
2016-09;14;01;INDICE;99.875;M
2016-09;14;02;INDICE;99.863;M
2016-09;14;03;INDICE;93.866;M
2016-09;14;04;INDICE;99.921;M
2016-09;14;05;INDICE;98.825;M
2016-09;14;06;INDICE;100.123;M
2016-09;14;07;INDICE;100.942;M
2016-09;14;08;INDICE;100.799;M
2016-09;14;09;INDICE;99.013;M
2016-09;14;10;INDICE;100.095;M
2016-09;14;11;INDICE;100.548;M
2016-09;14;12;INDICE;100.425;M
2016-09;18;00;INDICE;99.991;M
2016-09;18;01;INDICE;99.675;M
2016-09;18;02;INDICE;99.876;M
2016-09;18;03;INDICE;98.123;M
2016-09;18;04;INDICE;99.989;M
2016-09;18;05;INDICE;99.874;M
2016-09;18;06;INDICE;99.894;M
2016-09;18;07;INDICE;100.79;M
2016-09;18;08;INDICE;100.797;M
2016-09;18;09;INDICE;98.913;M
2016-09;18;10;INDICE;100.706;M
2016-09;18;11;INDICE;101.001;M
2016-09;18;12;INDICE;100.015;M
2016-09;21;00;INDICE;100.008;M
2016-09;21;01;INDICE;100.111;M
2016-09;21;02;INDICE;99.948;M
2016-09;21;03;INDICE;95.035;M
2016-09;21;04;INDICE;99.765;M
2016-09;21;05;INDICE;99.875;M
2016-09;21;06;INDICE;100.376;M
2016-09;21;07;INDICE;101.029;M
2016-09;21;08;INDICE;100.798;M
2016-09;21;09;INDICE;99.523;M
2016-09;21;10;INDICE;99.726;M
2016-09;21;11;INDICE;101.173;M
2016-09;21;12;INDICE;100.476;M
2016-09;23;00;INDICE;99.649;M
2016-09;23;01;INDICE;99.699;M
2016-09;23;02;INDICE;100.026;M
2016-09;23;03;INDICE;93.68;M
2016-09;23;04;INDICE;100.093;M
2016-09;23;05;INDICE;100.272;M
2016-09;23;06;INDICE;100.245;M
2016-09;23;07;INDICE;100.856;M
2016-09;23;08;INDICE;100.793;M
2016-09;23;09;INDICE;99.594;M
2016-09;23;10;INDICE;99.896;M
2016-09;23;11;INDICE;100.716;M
2016-09;23;12;INDICE;100.027;M
2016-09;29;00;INDICE;100.065;M
2016-09;29;01;INDICE;99.858;M
2016-09;29;02;INDICE;99.845;M
2016-09;29;03;INDICE;97.351;M
2016-09;29;04;INDICE;99.938;M
2016-09;29;05;INDICE;99.757;M
2016-09;29;06;INDICE;100.454;M
2016-09;29;07;INDICE;101.001;M
2016-09;29;08;INDICE;100.8;M
2016-09;29;09;INDICE;99.894;M
2016-09;29;10;INDICE;99.755;M
2016-09;29;11;INDICE;100.645;M
2016-09;29;12;INDICE;100.264;M
2016-09;41;00;INDICE;100.036;M
2016-09;41;01;INDICE;99.987;M
2016-09;41;02;INDICE;99.883;M
2016-09;41;03;INDICE;95.685;M
2016-09;41;04;INDICE;99.997;M
2016-09;41;05;INDICE;99.976;M
2016-09;41;06;INDICE;100.505;M
2016-09;41;07;INDICE;101.019;M
2016-09;41;08;INDICE;100.795;M
2016-09;41;09;INDICE;99.921;M
2016-09;41;10;INDICE;99.747;M
2016-09;41;11;INDICE;100.646;M
2016-09;41;12;INDICE;100.438;M
2016-10;108;00;INDICE;101.081;M
2016-10;108;01;INDICE;99.944;M
2016-10;108;02;INDICE;100.016;M
2016-10;108;03;INDICE;106.351;M
2016-10;108;04;INDICE;102.275;M
2016-10;108;05;INDICE;100.164;M
2016-10;108;06;INDICE;100.17;M
2016-10;108;07;INDICE;102.089;M
2016-10;108;08;INDICE;100.825;M
2016-10;108;09;INDICE;98.344;M
2016-10;108;10;INDICE;100.573;M
2016-10;108;11;INDICE;100.423;M
2016-10;108;12;INDICE;100.491;M
2016-10;C01;00;INDICE;101.184;M
2016-10;C01;01;INDICE;100.115;M
2016-10;C01;02;INDICE;99.978;M
2016-10;C01;03;INDICE;106.096;M
2016-10;C01;04;INDICE;102.396;M
2016-10;C01;05;INDICE;100.049;M
2016-10;C01;06;INDICE;100.343;M
2016-10;C01;07;INDICE;102.129;M
2016-10;C01;08;INDICE;100.826;M
2016-10;C01;09;INDICE;98.86;M
2016-10;C01;10;INDICE;100.888;M
2016-10;C01;11;INDICE;100.566;M
2016-10;C01;12;INDICE;100.444;M
2016-10;04;00;INDICE;101.484;M
2016-10;04;01;INDICE;100.267;M
2016-10;04;02;INDICE;99.907;M
2016-10;04;03;INDICE;108.718;M
2016-10;04;04;INDICE;102.045;M
2016-10;04;05;INDICE;100.354;M
2016-10;04;06;INDICE;100.166;M
2016-10;04;07;INDICE;102.212;M
2016-10;04;08;INDICE;100.84;M
2016-10;04;09;INDICE;99.254;M
2016-10;04;10;INDICE;100.57;M
2016-10;04;11;INDICE;100.714;M
2016-10;04;12;INDICE;100.395;M
2016-10;11;00;INDICE;101.135;M
2016-10;11;01;INDICE;100.311;M
2016-10;11;02;INDICE;100.078;M
2016-10;11;03;INDICE;106.347;M
2016-10;11;04;INDICE;101.927;M
2016-10;11;05;INDICE;100.324;M
2016-10;11;06;INDICE;100.345;M
2016-10;11;07;INDICE;102.156;M
2016-10;11;08;INDICE;100.81;M
2016-10;11;09;INDICE;97.94;M
2016-10;11;10;INDICE;101.345;M
2016-10;11;11;INDICE;100.677;M
2016-10;11;12;INDICE;100.454;M
2016-10;14;00;INDICE;101.148;M
2016-10;14;01;INDICE;100.216;M
2016-10;14;02;INDICE;99.953;M
2016-10;14;03;INDICE;105.491;M
2016-10;14;04;INDICE;102.612;M
2016-10;14;05;INDICE;99.003;M
2016-10;14;06;INDICE;100.091;M
2016-10;14;07;INDICE;102.115;M
2016-10;14;08;INDICE;100.826;M
2016-10;14;09;INDICE;98.431;M
2016-10;14;10;INDICE;100.536;M
2016-10;14;11;INDICE;100.321;M
2016-10;14;12;INDICE;100.722;M
2016-10;18;00;INDICE;101.158;M
2016-10;18;01;INDICE;99.762;M
2016-10;18;02;INDICE;99.803;M
2016-10;18;03;INDICE;107.309;M
2016-10;18;04;INDICE;102.467;M
2016-10;18;05;INDICE;100.062;M
2016-10;18;06;INDICE;100.118;M
2016-10;18;07;INDICE;101.82;M
2016-10;18;08;INDICE;100.831;M
2016-10;18;09;INDICE;97.538;M
2016-10;18;10;INDICE;101.018;M
2016-10;18;11;INDICE;100.749;M
2016-10;18;12;INDICE;100.311;M
2016-10;21;00;INDICE;101.445;M
2016-10;21;01;INDICE;100.342;M
2016-10;21;02;INDICE;100.041;M
2016-10;21;03;INDICE;108.059;M
2016-10;21;04;INDICE;102.386;M
2016-10;21;05;INDICE;100.286;M
2016-10;21;06;INDICE;100.568;M
2016-10;21;07;INDICE;102.343;M
2016-10;21;08;INDICE;100.833;M
2016-10;21;09;INDICE;98.367;M
2016-10;21;10;INDICE;100.902;M
2016-10;21;11;INDICE;100.973;M
2016-10;21;12;INDICE;100.508;M
2016-10;23;00;INDICE;100.817;M
2016-10;23;01;INDICE;100.061;M
2016-10;23;02;INDICE;100.183;M
2016-10;23;03;INDICE;102.424;M
2016-10;23;04;INDICE;102.857;M
2016-10;23;05;INDICE;99.769;M
2016-10;23;06;INDICE;100.323;M
2016-10;23;07;INDICE;102.106;M
2016-10;23;08;INDICE;100.829;M
2016-10;23;09;INDICE;98.39;M
2016-10;23;10;INDICE;100.549;M
2016-10;23;11;INDICE;100.475;M
2016-10;23;12;INDICE;100.117;M
2016-10;29;00;INDICE;101.194;M
2016-10;29;01;INDICE;99.886;M
2016-10;29;02;INDICE;99.983;M
2016-10;29;03;INDICE;105.495;M
2016-10;29;04;INDICE;102.303;M
2016-10;29;05;INDICE;100.37;M
2016-10;29;06;INDICE;100.398;M
2016-10;29;07;INDICE;102.252;M
2016-10;29;08;INDICE;100.841;M
2016-10;29;09;INDICE;99.476;M
2016-10;29;10;INDICE;100.898;M
2016-10;29;11;INDICE;100.512;M
2016-10;29;12;INDICE;100.567;M
2016-10;41;00;INDICE;101.175;M
2016-10;41;01;INDICE;100.188;M
2016-10;41;02;INDICE;99.94;M
2016-10;41;03;INDICE;106.039;M
2016-10;41;04;INDICE;102.612;M
2016-10;41;05;INDICE;99.981;M
2016-10;41;06;INDICE;100.488;M
2016-10;41;07;INDICE;102.079;M
2016-10;41;08;INDICE;100.811;M
2016-10;41;09;INDICE;99.674;M
2016-10;41;10;INDICE;100.84;M
2016-10;41;11;INDICE;100.441;M
2016-10;41;12;INDICE;100.393;M
2016-11;108;00;INDICE;101.447;M
2016-11;108;01;INDICE;99.821;M
2016-11;108;02;INDICE;100.053;M
2016-11;108;03;INDICE;111.798;M
2016-11;108;04;INDICE;102.957;M
2016-11;108;05;INDICE;100.409;M
2016-11;108;06;INDICE;100.191;M
2016-11;108;07;INDICE;101.727;M
2016-11;108;08;INDICE;100.794;M
2016-11;108;09;INDICE;98.473;M
2016-11;108;10;INDICE;100.666;M
2016-11;108;11;INDICE;100.007;M
2016-11;108;12;INDICE;100.524;M
2016-11;C01;00;INDICE;101.555;M
2016-11;C01;01;INDICE;99.911;M
2016-11;C01;02;INDICE;100.017;M
2016-11;C01;03;INDICE;111.967;M
2016-11;C01;04;INDICE;103.373;M
2016-11;C01;05;INDICE;100.305;M
2016-11;C01;06;INDICE;100.354;M
2016-11;C01;07;INDICE;101.777;M
2016-11;C01;08;INDICE;100.796;M
2016-11;C01;09;INDICE;98.751;M
2016-11;C01;10;INDICE;100.915;M
2016-11;C01;11;INDICE;99.913;M
2016-11;C01;12;INDICE;100.443;M
2016-11;04;00;INDICE;101.703;M
2016-11;04;01;INDICE;100.057;M
2016-11;04;02;INDICE;99.95;M
2016-11;04;03;INDICE;113.04;M
2016-11;04;04;INDICE;102.887;M
2016-11;04;05;INDICE;100.495;M
2016-11;04;06;INDICE;100.236;M
2016-11;04;07;INDICE;101.774;M
2016-11;04;08;INDICE;100.821;M
2016-11;04;09;INDICE;99.212;M
2016-11;04;10;INDICE;100.57;M
2016-11;04;11;INDICE;99.884;M
2016-11;04;12;INDICE;100.469;M
2016-11;11;00;INDICE;101.357;M
2016-11;11;01;INDICE;100.144;M
2016-11;11;02;INDICE;100.252;M
2016-11;11;03;INDICE;110.976;M
2016-11;11;04;INDICE;102.845;M
2016-11;11;05;INDICE;100.2;M
2016-11;11;06;INDICE;100.317;M
2016-11;11;07;INDICE;101.844;M
2016-11;11;08;INDICE;100.769;M
2016-11;11;09;INDICE;97.565;M
2016-11;11;10;INDICE;101.345;M
2016-11;11;11;INDICE;99.855;M
2016-11;11;12;INDICE;100.489;M
2016-11;14;00;INDICE;101.625;M
2016-11;14;01;INDICE;100.097;M
2016-11;14;02;INDICE;99.895;M
2016-11;14;03;INDICE;111.725;M
2016-11;14;04;INDICE;103.727;M
2016-11;14;05;INDICE;99.668;M
2016-11;14;06;INDICE;100.154;M
2016-11;14;07;INDICE;101.746;M
2016-11;14;08;INDICE;100.794;M
2016-11;14;09;INDICE;98.42;M
2016-11;14;10;INDICE;100.584;M
2016-11;14;11;INDICE;99.763;M
2016-11;14;12;INDICE;100.507;M
2016-11;18;00;INDICE;101.369;M
2016-11;18;01;INDICE;99.638;M
2016-11;18;02;INDICE;99.807;M
2016-11;18;03;INDICE;110.711;M
2016-11;18;04;INDICE;103.292;M
2016-11;18;05;INDICE;100.28;M
2016-11;18;06;INDICE;100.145;M
2016-11;18;07;INDICE;101.494;M
2016-11;18;08;INDICE;100.804;M
2016-11;18;09;INDICE;97.768;M
2016-11;18;10;INDICE;101.018;M
2016-11;18;11;INDICE;99.957;M
2016-11;18;12;INDICE;100.055;M
2016-11;21;00;INDICE;101.636;M
2016-11;21;01;INDICE;99.995;M
2016-11;21;02;INDICE;100.099;M
2016-11;21;03;INDICE;112.374;M
2016-11;21;04;INDICE;103.384;M
2016-11;21;05;INDICE;100.509;M
2016-11;21;06;INDICE;100.593;M
2016-11;21;07;INDICE;101.947;M
2016-11;21;08;INDICE;100.807;M
2016-11;21;09;INDICE;98.207;M
2016-11;21;10;INDICE;100.943;M
2016-11;21;11;INDICE;100.256;M
2016-11;21;12;INDICE;100.566;M
2016-11;23;00;INDICE;101.737;M
2016-11;23;01;INDICE;99.925;M
2016-11;23;02;INDICE;100.06;M
2016-11;23;03;INDICE;112.836;M
2016-11;23;04;INDICE;103.822;M
2016-11;23;05;INDICE;100.192;M
2016-11;23;06;INDICE;100.41;M
2016-11;23;07;INDICE;101.671;M
2016-11;23;08;INDICE;100.805;M
2016-11;23;09;INDICE;99.193;M
2016-11;23;10;INDICE;100.771;M
2016-11;23;11;INDICE;99.691;M
2016-11;23;12;INDICE;100.724;M
2016-11;29;00;INDICE;101.702;M
2016-11;29;01;INDICE;99.672;M
2016-11;29;02;INDICE;100.064;M
2016-11;29;03;INDICE;113.29;M
2016-11;29;04;INDICE;103.379;M
2016-11;29;05;INDICE;100.397;M
2016-11;29;06;INDICE;100.427;M
2016-11;29;07;INDICE;101.877;M
2016-11;29;08;INDICE;100.819;M
2016-11;29;09;INDICE;98.856;M
2016-11;29;10;INDICE;100.898;M
2016-11;29;11;INDICE;100.099;M
2016-11;29;12;INDICE;100.545;M
2016-11;41;00;INDICE;101.465;M
2016-11;41;01;INDICE;99.917;M
2016-11;41;02;INDICE;99.966;M
2016-11;41;03;INDICE;111.223;M
2016-11;41;04;INDICE;103.601;M
2016-11;41;05;INDICE;100.448;M
2016-11;41;06;INDICE;100.434;M
2016-11;41;07;INDICE;101.786;M
2016-11;41;08;INDICE;100.771;M
2016-11;41;09;INDICE;99.618;M
2016-11;41;10;INDICE;100.869;M
2016-11;41;11;INDICE;99.825;M
2016-11;41;12;INDICE;100.352;M
2016-12;108;00;INDICE;102.049;M
2016-12;108;01;INDICE;100.274;M
2016-12;108;02;INDICE;100.439;M
2016-12;108;03;INDICE;109.452;M
2016-12;108;04;INDICE;104.304;M
2016-12;108;05;INDICE;100.329;M
2016-12;108;06;INDICE;100.259;M
2016-12;108;07;INDICE;103.419;M
2016-12;108;08;INDICE;100.783;M
2016-12;108;09;INDICE;101.673;M
2016-12;108;10;INDICE;100.681;M
2016-12;108;11;INDICE;100.127;M
2016-12;108;12;INDICE;100.568;M
2016-12;C01;00;INDICE;102.066;M
2016-12;C01;01;INDICE;100.238;M
2016-12;C01;02;INDICE;100.52;M
2016-12;C01;03;INDICE;109.389;M
2016-12;C01;04;INDICE;104.907;M
2016-12;C01;05;INDICE;100.18;M
2016-12;C01;06;INDICE;100.401;M
2016-12;C01;07;INDICE;103.471;M
2016-12;C01;08;INDICE;100.784;M
2016-12;C01;09;INDICE;101.071;M
2016-12;C01;10;INDICE;100.9;M
2016-12;C01;11;INDICE;100.191;M
2016-12;C01;12;INDICE;100.509;M
2016-12;04;00;INDICE;102.201;M
2016-12;04;01;INDICE;100.525;M
2016-12;04;02;INDICE;100.384;M
2016-12;04;03;INDICE;110.188;M
2016-12;04;04;INDICE;104.238;M
2016-12;04;05;INDICE;100.445;M
2016-12;04;06;INDICE;100.184;M
2016-12;04;07;INDICE;103.64;M
2016-12;04;08;INDICE;100.814;M
2016-12;04;09;INDICE;100.984;M
2016-12;04;10;INDICE;100.57;M
2016-12;04;11;INDICE;100.142;M
2016-12;04;12;INDICE;100.646;M
2016-12;11;00;INDICE;101.784;M
2016-12;11;01;INDICE;100.27;M
2016-12;11;02;INDICE;100.73;M
2016-12;11;03;INDICE;107.545;M
2016-12;11;04;INDICE;104.209;M
2016-12;11;05;INDICE;100.067;M
2016-12;11;06;INDICE;100.325;M
2016-12;11;07;INDICE;103.578;M
2016-12;11;08;INDICE;100.753;M
2016-12;11;09;INDICE;100.735;M
2016-12;11;10;INDICE;101.345;M
2016-12;11;11;INDICE;100.146;M
2016-12;11;12;INDICE;100.56;M
2016-12;14;00;INDICE;102.224;M
2016-12;14;01;INDICE;100.535;M
2016-12;14;02;INDICE;100.543;M
2016-12;14;03;INDICE;109.326;M
2016-12;14;04;INDICE;105.374;M
2016-12;14;05;INDICE;99.49;M
2016-12;14;06;INDICE;100.163;M
2016-12;14;07;INDICE;103.514;M
2016-12;14;08;INDICE;100.782;M
2016-12;14;09;INDICE;101.452;M
2016-12;14;10;INDICE;100.356;M
2016-12;14;11;INDICE;100.158;M
2016-12;14;12;INDICE;100.389;M
2016-12;18;00;INDICE;101.975;M
2016-12;18;01;INDICE;99.744;M
2016-12;18;02;INDICE;100.351;M
2016-12;18;03;INDICE;110.042;M
2016-12;18;04;INDICE;104.925;M
2016-12;18;05;INDICE;99.64;M
2016-12;18;06;INDICE;100.682;M
2016-12;18;07;INDICE;103.071;M
2016-12;18;08;INDICE;100.794;M
2016-12;18;09;INDICE;99.789;M
2016-12;18;10;INDICE;101.031;M
2016-12;18;11;INDICE;100.308;M
2016-12;18;12;INDICE;100.373;M
2016-12;21;00;INDICE;102.231;M
2016-12;21;01;INDICE;100.207;M
2016-12;21;02;INDICE;100.507;M
2016-12;21;03;INDICE;109.555;M
2016-12;21;04;INDICE;104.971;M
2016-12;21;05;INDICE;100.695;M
2016-12;21;06;INDICE;100.636;M
2016-12;21;07;INDICE;103.781;M
2016-12;21;08;INDICE;100.797;M
2016-12;21;09;INDICE;101.941;M
2016-12;21;10;INDICE;101.0;M
2016-12;21;11;INDICE;100.452;M
2016-12;21;12;INDICE;100.522;M
2016-12;23;00;INDICE;102.258;M
2016-12;23;01;INDICE;100.412;M
2016-12;23;02;INDICE;100.563;M
2016-12;23;03;INDICE;110.766;M
2016-12;23;04;INDICE;105.337;M
2016-12;23;05;INDICE;100.381;M
2016-12;23;06;INDICE;100.502;M
2016-12;23;07;INDICE;103.607;M
2016-12;23;08;INDICE;100.795;M
2016-12;23;09;INDICE;101.234;M
2016-12;23;10;INDICE;100.771;M
2016-12;23;11;INDICE;99.932;M
2016-12;23;12;INDICE;100.581;M
