TEMPORAL;TERRITORIO;ECOICOP;INDICATOR;OBS_VALUE;FREQ
2018-11;14;12;VARI_MENS;0.1;M
2018-11;18;00;VARI_MENS;-0.3;M
2018-11;18;01;VARI_MENS;-0.9;M
2018-11;18;02;VARI_MENS;0.1;M
2018-11;18;03;VARI_MENS;2.7;M
2018-11;18;04;VARI_MENS;-0.2;M
2018-11;18;05;VARI_MENS;0.3;M
2018-11;18;06;VARI_MENS;0.1;M
2018-11;18;07;VARI_MENS;-1.1;M
2018-11;18;08;VARI_MENS;0.0;M
2018-11;18;09;VARI_MENS;-0.5;M
2018-11;18;10;VARI_MENS;0.0;M
2018-11;18;11;VARI_MENS;-1.3;M
2018-11;18;12;VARI_MENS;0.5;M
2018-11;21;00;VARI_MENS;-0.2;M
2018-11;21;01;VARI_MENS;-0.4;M
2018-11;21;02;VARI_MENS;0.7;M
2018-11;21;03;VARI_MENS;3.6;M
2018-11;21;04;VARI_MENS;-0.2;M
2018-11;21;05;VARI_MENS;0.0;M
2018-11;21;06;VARI_MENS;0.4;M
2018-11;21;07;VARI_MENS;-1.4;M
2018-11;21;08;VARI_MENS;0.0;M
2018-11;21;09;VARI_MENS;-0.8;M
2018-11;21;10;VARI_MENS;0.1;M
2018-11;21;11;VARI_MENS;-0.9;M
2018-11;21;12;VARI_MENS;0.7;M
2018-11;23;00;VARI_MENS;0.3;M
2018-11;23;01;VARI_MENS;-0.1;M
2018-11;23;02;VARI_MENS;0.1;M
2018-11;23;03;VARI_MENS;9.4;M
2018-11;23;04;VARI_MENS;-0.1;M
2018-11;23;05;VARI_MENS;-0.1;M
2018-11;23;06;VARI_MENS;0.1;M
2018-11;23;07;VARI_MENS;-1.4;M
2018-11;23;08;VARI_MENS;0.0;M
2018-11;23;09;VARI_MENS;-0.3;M
2018-11;23;10;VARI_MENS;0.1;M
2018-11;23;11;VARI_MENS;-1.2;M
2018-11;23;12;VARI_MENS;0.0;M
2018-11;29;00;VARI_MENS;0.0;M
2018-11;29;01;VARI_MENS;-0.6;M
2018-11;29;02;VARI_MENS;0.0;M
2018-11;29;03;VARI_MENS;6.9;M
2018-11;29;04;VARI_MENS;-0.1;M
2018-11;29;05;VARI_MENS;0.6;M
2018-11;29;06;VARI_MENS;0.9;M
2018-11;29;07;VARI_MENS;-1.3;M
2018-11;29;08;VARI_MENS;0.0;M
2018-11;29;09;VARI_MENS;-1.2;M
2018-11;29;10;VARI_MENS;0.3;M
2018-11;29;11;VARI_MENS;-0.5;M
2018-11;29;12;VARI_MENS;0.1;M
2018-11;41;00;VARI_MENS;-0.2;M
2018-11;41;01;VARI_MENS;-0.7;M
2018-11;41;02;VARI_MENS;0.2;M
2018-11;41;03;VARI_MENS;4.3;M
2018-11;41;04;VARI_MENS;-0.2;M
2018-11;41;05;VARI_MENS;0.4;M
2018-11;41;06;VARI_MENS;0.0;M
2018-11;41;07;VARI_MENS;-1.2;M
2018-11;41;08;VARI_MENS;0.1;M
2018-11;41;09;VARI_MENS;-0.8;M
2018-11;41;10;VARI_MENS;0.0;M
2018-11;41;11;VARI_MENS;-0.8;M
2018-11;41;12;VARI_MENS;0.5;M
2018-12;108;00;VARI_MENS;-0.4;M
2018-12;108;01;VARI_MENS;-0.2;M
2018-12;108;02;VARI_MENS;-0.4;M
2018-12;108;03;VARI_MENS;-2.0;M
2018-12;108;04;VARI_MENS;-0.1;M
2018-12;108;05;VARI_MENS;0.1;M
2018-12;108;06;VARI_MENS;0.1;M
2018-12;108;07;VARI_MENS;-2.8;M
2018-12;108;08;VARI_MENS;-0.1;M
2018-12;108;09;VARI_MENS;1.9;M
2018-12;108;10;VARI_MENS;0.0;M
2018-12;108;11;VARI_MENS;0.0;M
2018-12;108;12;VARI_MENS;0.2;M
2018-12;C01;00;VARI_MENS;-0.5;M
2018-12;C01;01;VARI_MENS;-0.3;M
2018-12;C01;02;VARI_MENS;-0.3;M
2018-12;C01;03;VARI_MENS;-2.0;M
2018-12;C01;04;VARI_MENS;0.3;M
2018-12;C01;05;VARI_MENS;0.1;M
2018-12;C01;06;VARI_MENS;0.1;M
2018-12;C01;07;VARI_MENS;-3.0;M
2018-12;C01;08;VARI_MENS;-0.1;M
2018-12;C01;09;VARI_MENS;1.5;M
2018-12;C01;10;VARI_MENS;0.0;M
2018-12;C01;11;VARI_MENS;0.2;M
2018-12;C01;12;VARI_MENS;0.2;M
2018-12;04;00;VARI_MENS;-0.7;M
2018-12;04;01;VARI_MENS;-0.5;M
2018-12;04;02;VARI_MENS;-0.1;M
2018-12;04;03;VARI_MENS;-2.6;M
2018-12;04;04;VARI_MENS;0.3;M
2018-12;04;05;VARI_MENS;0.2;M
2018-12;04;06;VARI_MENS;0.1;M
2018-12;04;07;VARI_MENS;-3.2;M
2018-12;04;08;VARI_MENS;-0.1;M
2018-12;04;09;VARI_MENS;1.0;M
2018-12;04;10;VARI_MENS;-0.1;M
2018-12;04;11;VARI_MENS;0.1;M
2018-12;04;12;VARI_MENS;0.5;M
2018-12;11;00;VARI_MENS;-0.5;M
2018-12;11;01;VARI_MENS;-0.2;M
2018-12;11;02;VARI_MENS;-0.2;M
2018-12;11;03;VARI_MENS;-3.1;M
2018-12;11;04;VARI_MENS;0.4;M
2018-12;11;05;VARI_MENS;-0.3;M
2018-12;11;06;VARI_MENS;0.2;M
2018-12;11;07;VARI_MENS;-3.0;M
2018-12;11;08;VARI_MENS;-0.2;M
2018-12;11;09;VARI_MENS;1.9;M
2018-12;11;10;VARI_MENS;0.0;M
2018-12;11;11;VARI_MENS;0.1;M
2018-12;11;12;VARI_MENS;0.1;M
2018-12;14;00;VARI_MENS;-0.7;M
2018-12;14;01;VARI_MENS;-0.7;M
2018-12;14;02;VARI_MENS;-1.1;M
2018-12;14;03;VARI_MENS;-2.2;M
2018-12;14;04;VARI_MENS;0.3;M
2018-12;14;05;VARI_MENS;0.3;M
2018-12;14;06;VARI_MENS;0.0;M
2018-12;14;07;VARI_MENS;-2.8;M
2018-12;14;08;VARI_MENS;-0.2;M
2018-12;14;09;VARI_MENS;0.9;M
2018-12;14;10;VARI_MENS;0.0;M
2018-12;14;11;VARI_MENS;0.4;M
2018-12;14;12;VARI_MENS;0.0;M
2018-12;18;00;VARI_MENS;-0.4;M
2018-12;18;01;VARI_MENS;-0.3;M
2018-12;18;02;VARI_MENS;-0.2;M
2018-12;18;03;VARI_MENS;-0.6;M
2018-12;18;04;VARI_MENS;-0.1;M
2018-12;18;05;VARI_MENS;0.1;M
2018-12;18;06;VARI_MENS;0.3;M
2018-12;18;07;VARI_MENS;-2.7;M
2018-12;18;08;VARI_MENS;-0.1;M
2018-12;18;09;VARI_MENS;1.3;M
2018-12;18;10;VARI_MENS;0.0;M
2018-12;18;11;VARI_MENS;0.3;M
2018-12;18;12;VARI_MENS;-0.1;M
2018-12;21;00;VARI_MENS;-0.7;M
2018-12;21;01;VARI_MENS;-0.4;M
2018-12;21;02;VARI_MENS;-0.8;M
2018-12;21;03;VARI_MENS;-2.6;M
2018-12;21;04;VARI_MENS;0.4;M
2018-12;21;05;VARI_MENS;-0.4;M
2018-12;21;06;VARI_MENS;0.1;M
2018-12;21;07;VARI_MENS;-3.2;M
2018-12;21;08;VARI_MENS;-0.1;M
2018-12;21;09;VARI_MENS;0.6;M
2018-12;21;10;VARI_MENS;0.0;M
2018-12;21;11;VARI_MENS;0.3;M
2018-12;21;12;VARI_MENS;-0.1;M
2018-12;23;00;VARI_MENS;-0.5;M
2018-12;23;01;VARI_MENS;-0.4;M
2018-12;23;02;VARI_MENS;-0.1;M
2018-12;23;03;VARI_MENS;-1.5;M
2018-12;23;04;VARI_MENS;0.0;M
2018-12;23;05;VARI_MENS;-0.1;M
2018-12;23;06;VARI_MENS;0.1;M
2018-12;23;07;VARI_MENS;-3.4;M
2018-12;23;08;VARI_MENS;-0.1;M
2018-12;23;09;VARI_MENS;1.7;M
2018-12;23;10;VARI_MENS;0.0;M
2018-12;23;11;VARI_MENS;0.2;M
2018-12;23;12;VARI_MENS;0.4;M
2018-12;29;00;VARI_MENS;-0.5;M
2018-12;29;01;VARI_MENS;-0.2;M
2018-12;29;02;VARI_MENS;-0.4;M
2018-12;29;03;VARI_MENS;-3.0;M
2018-12;29;04;VARI_MENS;0.4;M
2018-12;29;05;VARI_MENS;0.1;M
2018-12;29;06;VARI_MENS;0.3;M
2018-12;29;07;VARI_MENS;-3.1;M
2018-12;29;08;VARI_MENS;-0.1;M
2018-12;29;09;VARI_MENS;2.4;M
2018-12;29;10;VARI_MENS;0.0;M
2018-12;29;11;VARI_MENS;0.2;M
2018-12;29;12;VARI_MENS;0.0;M
2018-12;41;00;VARI_MENS;-0.3;M
2018-12;41;01;VARI_MENS;-0.1;M
2018-12;41;02;VARI_MENS;-0.2;M
2018-12;41;03;VARI_MENS;-1.0;M
2018-12;41;04;VARI_MENS;0.4;M
2018-12;41;05;VARI_MENS;0.4;M
2018-12;41;06;VARI_MENS;0.0;M
2018-12;41;07;VARI_MENS;-2.8;M
2018-12;41;08;VARI_MENS;-0.2;M
2018-12;41;09;VARI_MENS;1.3;M
2018-12;41;10;VARI_MENS;0.0;M
2018-12;41;11;VARI_MENS;0.2;M
2018-12;41;12;VARI_MENS;0.5;M
2017-01;108;00;VARI_MENS;-0.5;M
2017-01;108;01;VARI_MENS;0.7;M
2017-01;108;02;VARI_MENS;0.9;M
2017-01;108;03;VARI_MENS;-15.3;M
2017-01;108;04;VARI_MENS;2.8;M
2017-01;108;05;VARI_MENS;-0.9;M
2017-01;108;06;VARI_MENS;0.2;M
2017-01;108;07;VARI_MENS;1.0;M
2017-01;108;08;VARI_MENS;-0.4;M
2017-01;108;09;VARI_MENS;-1.5;M
2017-01;108;10;VARI_MENS;0.0;M
2017-01;108;11;VARI_MENS;-0.2;M
2017-01;108;12;VARI_MENS;0.1;M
2017-01;C01;00;VARI_MENS;-0.6;M
2017-01;C01;01;VARI_MENS;0.7;M
2017-01;C01;02;VARI_MENS;0.9;M
2017-01;C01;03;VARI_MENS;-16.3;M
2017-01;C01;04;VARI_MENS;3.1;M
2017-01;C01;05;VARI_MENS;-1.0;M
2017-01;C01;06;VARI_MENS;0.0;M
2017-01;C01;07;VARI_MENS;1.0;M
2017-01;C01;08;VARI_MENS;-0.4;M
2017-01;C01;09;VARI_MENS;-1.0;M
2017-01;C01;10;VARI_MENS;0.0;M
2017-01;C01;11;VARI_MENS;-0.4;M
2017-01;C01;12;VARI_MENS;0.0;M
2017-01;04;00;VARI_MENS;-0.7;M
2017-01;04;01;VARI_MENS;0.9;M
2017-01;04;02;VARI_MENS;0.9;M
2017-01;04;03;VARI_MENS;-17.1;M
2017-01;04;04;VARI_MENS;2.6;M
2017-01;04;05;VARI_MENS;-1.0;M
2017-01;04;06;VARI_MENS;0.1;M
2017-01;04;07;VARI_MENS;1.0;M
2017-01;04;08;VARI_MENS;-0.3;M
2017-01;04;09;VARI_MENS;-0.7;M
2017-01;04;10;VARI_MENS;0.0;M
2017-01;04;11;VARI_MENS;-0.4;M
2017-01;04;12;VARI_MENS;0.2;M
2017-01;11;00;VARI_MENS;-0.5;M
2017-01;11;01;VARI_MENS;0.7;M
2017-01;11;02;VARI_MENS;0.8;M
2017-01;11;03;VARI_MENS;-13.8;M
2017-01;11;04;VARI_MENS;2.8;M
2017-01;11;05;VARI_MENS;-1.0;M
2017-01;11;06;VARI_MENS;0.1;M
2017-01;11;07;VARI_MENS;1.0;M
2017-01;11;08;VARI_MENS;-0.5;M
2017-01;11;09;VARI_MENS;-2.0;M
2017-01;11;10;VARI_MENS;0.0;M
2017-01;11;11;VARI_MENS;-0.3;M
2017-01;11;12;VARI_MENS;0.1;M
2017-01;14;00;VARI_MENS;-0.5;M
2017-01;14;01;VARI_MENS;0.9;M
2017-01;14;02;VARI_MENS;1.3;M
2017-01;14;03;VARI_MENS;-16.0;M
2017-01;14;04;VARI_MENS;3.4;M
2017-01;14;05;VARI_MENS;-0.7;M
2017-01;14;06;VARI_MENS;0.3;M
2017-01;14;07;VARI_MENS;1.1;M
2017-01;14;08;VARI_MENS;-0.4;M
2017-01;14;09;VARI_MENS;-0.4;M
2017-01;14;10;VARI_MENS;0.4;M
2017-01;14;11;VARI_MENS;-0.2;M
2017-01;14;12;VARI_MENS;-0.4;M
2017-01;18;00;VARI_MENS;-1.0;M
2017-01;18;01;VARI_MENS;0.6;M
2017-01;18;02;VARI_MENS;0.8;M
2017-01;18;03;VARI_MENS;-18.3;M
2017-01;18;04;VARI_MENS;3.0;M
2017-01;18;05;VARI_MENS;-1.3;M
2017-01;18;06;VARI_MENS;0.3;M
2017-01;18;07;VARI_MENS;0.9;M
2017-01;18;08;VARI_MENS;-0.4;M
2017-01;18;09;VARI_MENS;-1.1;M
2017-01;18;10;VARI_MENS;0.0;M
2017-01;18;11;VARI_MENS;-0.5;M
2017-01;18;12;VARI_MENS;-0.4;M
2017-01;21;00;VARI_MENS;-0.7;M
2017-01;21;01;VARI_MENS;0.5;M
2017-01;21;02;VARI_MENS;0.9;M
2017-01;21;03;VARI_MENS;-17.0;M
2017-01;21;04;VARI_MENS;3.1;M
2017-01;21;05;VARI_MENS;-1.8;M
2017-01;21;06;VARI_MENS;0.3;M
2017-01;21;07;VARI_MENS;1.1;M
2017-01;21;08;VARI_MENS;-0.4;M
2017-01;21;09;VARI_MENS;-1.1;M
2017-01;21;10;VARI_MENS;0.0;M
2017-01;21;11;VARI_MENS;-0.5;M
2017-01;21;12;VARI_MENS;0.3;M
2017-01;23;00;VARI_MENS;-0.8;M
2017-01;23;01;VARI_MENS;0.8;M
2017-01;23;02;VARI_MENS;0.8;M
2017-01;23;03;VARI_MENS;-17.2;M
2017-01;23;04;VARI_MENS;3.4;M
2017-01;23;05;VARI_MENS;-1.1;M
2017-01;23;06;VARI_MENS;0.4;M
2017-01;23;07;VARI_MENS;1.4;M
2017-01;23;08;VARI_MENS;-0.4;M
2017-01;23;09;VARI_MENS;-1.2;M
2017-01;23;10;VARI_MENS;0.0;M
2017-01;23;11;VARI_MENS;-0.5;M
2017-01;23;12;VARI_MENS;0.3;M
2017-01;29;00;VARI_MENS;-0.5;M
2017-01;29;01;VARI_MENS;0.7;M
2017-01;29;02;VARI_MENS;1.2;M
2017-01;29;03;VARI_MENS;-16.1;M
2017-01;29;04;VARI_MENS;3.0;M
2017-01;29;05;VARI_MENS;-0.2;M
2017-01;29;06;VARI_MENS;0.1;M
2017-01;29;07;VARI_MENS;1.0;M
2017-01;29;08;VARI_MENS;-0.4;M
2017-01;29;09;VARI_MENS;-1.1;M
2017-01;29;10;VARI_MENS;0.0;M
2017-01;29;11;VARI_MENS;-0.2;M
2017-01;29;12;VARI_MENS;0.1;M
2017-01;41;00;VARI_MENS;-0.6;M
2017-01;41;01;VARI_MENS;0.7;M
2017-01;41;02;VARI_MENS;0.8;M
2017-01;41;03;VARI_MENS;-16.1;M
2017-01;41;04;VARI_MENS;3.4;M
2017-01;41;05;VARI_MENS;-1.2;M
2017-01;41;06;VARI_MENS;-0.6;M
2017-01;41;07;VARI_MENS;0.8;M
2017-01;41;08;VARI_MENS;-0.4;M
2017-01;41;09;VARI_MENS;-0.5;M
2017-01;41;10;VARI_MENS;0.0;M
2017-01;41;11;VARI_MENS;-0.4;M
2017-01;41;12;VARI_MENS;0.2;M
2017-02;108;00;VARI_MENS;-0.4;M
2017-02;108;01;VARI_MENS;0.2;M
2017-02;108;02;VARI_MENS;0.3;M
2017-02;108;03;VARI_MENS;-1.6;M
2017-02;108;04;VARI_MENS;-3.0;M
2017-02;108;05;VARI_MENS;-0.2;M
2017-02;108;06;VARI_MENS;0.1;M
2017-02;108;07;VARI_MENS;0.1;M
2017-02;108;08;VARI_MENS;0.4;M
2017-02;108;09;VARI_MENS;0.3;M
2017-02;108;10;VARI_MENS;0.0;M
2017-02;108;11;VARI_MENS;0.4;M
2017-02;108;12;VARI_MENS;0.0;M
2017-02;C01;00;VARI_MENS;-0.4;M
2017-02;C01;01;VARI_MENS;0.2;M
2017-02;C01;02;VARI_MENS;0.1;M
2017-02;C01;03;VARI_MENS;-1.1;M
2017-02;C01;04;VARI_MENS;-3.7;M
2017-02;C01;05;VARI_MENS;-0.1;M
2017-02;C01;06;VARI_MENS;0.1;M
2017-02;C01;07;VARI_MENS;0.2;M
2017-02;C01;08;VARI_MENS;0.5;M
2017-02;C01;09;VARI_MENS;0.1;M
2017-02;C01;10;VARI_MENS;0.0;M
2017-02;C01;11;VARI_MENS;0.6;M
2017-02;C01;12;VARI_MENS;-0.2;M
2017-02;04;00;VARI_MENS;-0.3;M
2017-02;04;01;VARI_MENS;0.1;M
2017-02;04;02;VARI_MENS;0.2;M
2017-02;04;03;VARI_MENS;-1.7;M
2017-02;04;04;VARI_MENS;-3.0;M
2017-02;04;05;VARI_MENS;-0.3;M
2017-02;04;06;VARI_MENS;0.1;M
2017-02;04;07;VARI_MENS;0.3;M
2017-02;04;08;VARI_MENS;0.5;M
2017-02;04;09;VARI_MENS;-0.3;M
2017-02;04;10;VARI_MENS;0.0;M
2017-02;04;11;VARI_MENS;0.6;M
2017-02;04;12;VARI_MENS;0.1;M
2017-02;11;00;VARI_MENS;-0.3;M
2017-02;11;01;VARI_MENS;0.1;M
2017-02;11;02;VARI_MENS;0.2;M
2017-02;11;03;VARI_MENS;-1.6;M
2017-02;11;04;VARI_MENS;-3.4;M
2017-02;11;05;VARI_MENS;-0.1;M
2017-02;11;06;VARI_MENS;-0.2;M
2017-02;11;07;VARI_MENS;0.2;M
2017-02;11;08;VARI_MENS;0.4;M
2017-02;11;09;VARI_MENS;0.3;M
2017-02;11;10;VARI_MENS;0.0;M
2017-02;11;11;VARI_MENS;0.8;M
2017-02;11;12;VARI_MENS;0.2;M
2017-02;14;00;VARI_MENS;-0.4;M
2017-02;14;01;VARI_MENS;0.2;M
2017-02;14;02;VARI_MENS;-0.1;M
2017-02;14;03;VARI_MENS;-1.4;M
2017-02;14;04;VARI_MENS;-4.1;M
2017-02;14;05;VARI_MENS;-0.1;M
2017-02;14;06;VARI_MENS;0.1;M
2017-02;14;07;VARI_MENS;0.3;M
2017-02;14;08;VARI_MENS;0.4;M
2017-02;14;09;VARI_MENS;-0.1;M
2017-02;14;10;VARI_MENS;0.0;M
2017-02;14;11;VARI_MENS;0.6;M
2017-02;14;12;VARI_MENS;0.5;M
2017-02;18;00;VARI_MENS;-0.3;M
2017-02;18;01;VARI_MENS;0.4;M
2017-02;18;02;VARI_MENS;0.2;M
2017-02;18;03;VARI_MENS;-0.5;M
2017-02;18;04;VARI_MENS;-3.3;M
2017-02;18;05;VARI_MENS;0.0;M
2017-02;18;06;VARI_MENS;0.1;M
2017-02;18;07;VARI_MENS;0.2;M
2017-02;18;08;VARI_MENS;0.5;M
2017-02;18;09;VARI_MENS;0.1;M
2017-02;18;10;VARI_MENS;0.0;M
2017-02;18;11;VARI_MENS;-0.2;M
2017-02;18;12;VARI_MENS;-0.2;M
2017-02;21;00;VARI_MENS;-0.3;M
2017-02;21;01;VARI_MENS;0.2;M
2017-02;21;02;VARI_MENS;0.1;M
2017-02;21;03;VARI_MENS;-1.3;M
2017-02;21;04;VARI_MENS;-3.6;M
2017-02;21;05;VARI_MENS;0.4;M
2017-02;21;06;VARI_MENS;0.1;M
2017-02;21;07;VARI_MENS;0.2;M
2017-02;21;08;VARI_MENS;0.5;M
2017-02;21;09;VARI_MENS;0.4;M
2017-02;21;10;VARI_MENS;0.0;M
2017-02;21;11;VARI_MENS;0.8;M
2017-02;21;12;VARI_MENS;0.0;M
2017-02;23;00;VARI_MENS;-0.3;M
2017-02;23;01;VARI_MENS;0.5;M
2017-02;23;02;VARI_MENS;0.1;M
2017-02;23;03;VARI_MENS;-1.6;M
2017-02;23;04;VARI_MENS;-3.9;M
2017-02;23;05;VARI_MENS;0.0;M
2017-02;23;06;VARI_MENS;0.1;M
2017-02;23;07;VARI_MENS;0.4;M
2017-02;23;08;VARI_MENS;0.5;M
2017-02;23;09;VARI_MENS;0.2;M
2017-02;23;10;VARI_MENS;0.0;M
2017-02;23;11;VARI_MENS;0.6;M
2017-02;23;12;VARI_MENS;0.0;M
2017-02;29;00;VARI_MENS;-0.3;M
2017-02;29;01;VARI_MENS;0.2;M
2017-02;29;02;VARI_MENS;0.0;M
2017-02;29;03;VARI_MENS;-0.8;M
2017-02;29;04;VARI_MENS;-3.7;M
2017-02;29;05;VARI_MENS;-0.1;M
2017-02;29;06;VARI_MENS;0.0;M
2017-02;29;07;VARI_MENS;0.3;M
2017-02;29;08;VARI_MENS;0.5;M
2017-02;29;09;VARI_MENS;0.9;M
2017-02;29;10;VARI_MENS;0.0;M
2017-02;29;11;VARI_MENS;0.4;M
2017-02;29;12;VARI_MENS;-0.1;M
2017-02;41;00;VARI_MENS;-0.5;M
2017-02;41;01;VARI_MENS;0.1;M
2017-02;41;02;VARI_MENS;0.0;M
2017-02;41;03;VARI_MENS;-0.8;M
2017-02;41;04;VARI_MENS;-4.2;M
2017-02;41;05;VARI_MENS;-0.3;M
2017-02;41;06;VARI_MENS;0.2;M
2017-02;41;07;VARI_MENS;0.1;M
2017-02;41;08;VARI_MENS;0.4;M
2017-02;41;09;VARI_MENS;-0.7;M
2017-02;41;10;VARI_MENS;0.0;M
2017-02;41;11;VARI_MENS;0.9;M
2017-02;41;12;VARI_MENS;-1.1;M
2017-03;108;00;VARI_MENS;0.0;M
2017-03;108;01;VARI_MENS;-0.3;M
2017-03;108;02;VARI_MENS;0.0;M
2017-03;108;03;VARI_MENS;4.2;M
2017-03;108;04;VARI_MENS;-1.5;M
2017-03;108;05;VARI_MENS;0.2;M
2017-03;108;06;VARI_MENS;0.1;M
2017-03;108;07;VARI_MENS;-0.4;M
2017-03;108;08;VARI_MENS;0.1;M
2017-03;108;09;VARI_MENS;-0.1;M
2017-03;108;10;VARI_MENS;0.0;M
2017-03;108;11;VARI_MENS;0.4;M
2017-03;108;12;VARI_MENS;0.1;M
2017-03;C01;00;VARI_MENS;0.1;M
2017-03;C01;01;VARI_MENS;-0.3;M
2017-03;C01;02;VARI_MENS;-0.1;M
2017-03;C01;03;VARI_MENS;5.2;M
2017-03;C01;04;VARI_MENS;-1.6;M
2017-03;C01;05;VARI_MENS;0.4;M
2017-03;C01;06;VARI_MENS;-0.1;M
2017-03;C01;07;VARI_MENS;-0.4;M
2017-03;C01;08;VARI_MENS;0.1;M
2017-03;C01;09;VARI_MENS;0.0;M
2017-03;C01;10;VARI_MENS;0.1;M
2017-03;C01;11;VARI_MENS;0.4;M
2017-03;C01;12;VARI_MENS;0.2;M
2017-03;04;00;VARI_MENS;0.3;M
2017-03;04;01;VARI_MENS;-0.1;M
2017-03;04;02;VARI_MENS;0.1;M
2017-03;04;03;VARI_MENS;6.2;M
2017-03;04;04;VARI_MENS;-1.1;M
2017-03;04;05;VARI_MENS;0.3;M
2017-03;04;06;VARI_MENS;0.0;M
2017-03;04;07;VARI_MENS;-0.2;M
2017-03;04;08;VARI_MENS;0.0;M
2017-03;04;09;VARI_MENS;0.1;M
2017-03;04;10;VARI_MENS;0.0;M
2017-03;04;11;VARI_MENS;0.4;M
2017-03;04;12;VARI_MENS;0.1;M
2017-03;11;00;VARI_MENS;0.2;M
2017-03;11;01;VARI_MENS;0.0;M
2017-03;11;02;VARI_MENS;-0.1;M
2017-03;11;03;VARI_MENS;4.9;M
2017-03;11;04;VARI_MENS;-1.2;M
2017-03;11;05;VARI_MENS;0.1;M
2017-03;11;06;VARI_MENS;0.0;M
2017-03;11;07;VARI_MENS;-0.5;M
2017-03;11;08;VARI_MENS;0.1;M
2017-03;11;09;VARI_MENS;0.4;M
2017-03;11;10;VARI_MENS;0.0;M
2017-03;11;11;VARI_MENS;0.7;M
2017-03;11;12;VARI_MENS;-0.1;M
2017-03;14;00;VARI_MENS;0.0;M
2017-03;14;01;VARI_MENS;-0.3;M
2017-03;14;02;VARI_MENS;-0.1;M
2017-03;14;03;VARI_MENS;3.8;M
2017-03;14;04;VARI_MENS;-1.8;M
2017-03;14;05;VARI_MENS;0.5;M
2017-03;14;06;VARI_MENS;0.6;M
2017-03;14;07;VARI_MENS;-0.4;M
2017-03;14;08;VARI_MENS;0.1;M
2017-03;14;09;VARI_MENS;0.1;M
2017-03;14;10;VARI_MENS;0.4;M
2017-03;14;11;VARI_MENS;0.4;M
2017-03;14;12;VARI_MENS;0.5;M
2017-03;18;00;VARI_MENS;0.3;M
2017-03;18;01;VARI_MENS;-0.6;M
2017-03;18;02;VARI_MENS;-0.2;M
2017-03;18;03;VARI_MENS;8.2;M
2017-03;18;04;VARI_MENS;-1.6;M
2017-03;18;05;VARI_MENS;0.3;M
2017-03;18;06;VARI_MENS;-0.6;M
2017-03;18;07;VARI_MENS;-0.3;M
2017-03;18;08;VARI_MENS;0.1;M
2017-03;18;09;VARI_MENS;0.6;M
2017-03;18;10;VARI_MENS;0.0;M
2017-03;18;11;VARI_MENS;0.4;M
2017-03;18;12;VARI_MENS;0.1;M
2017-03;21;00;VARI_MENS;0.0;M
2017-03;21;01;VARI_MENS;-0.6;M
2017-03;21;02;VARI_MENS;-0.1;M
2017-03;21;03;VARI_MENS;7.2;M
2017-03;21;04;VARI_MENS;-1.6;M
2017-03;21;05;VARI_MENS;-0.2;M
2017-03;21;06;VARI_MENS;0.0;M
2017-03;21;07;VARI_MENS;-0.6;M
2017-03;21;08;VARI_MENS;0.1;M
2017-03;21;09;VARI_MENS;-0.4;M
2017-03;21;10;VARI_MENS;0.0;M
2017-03;21;11;VARI_MENS;0.4;M
2017-03;21;12;VARI_MENS;0.3;M
2017-03;23;00;VARI_MENS;-0.1;M
2017-03;23;01;VARI_MENS;-0.1;M
2017-03;23;02;VARI_MENS;-0.1;M
2017-03;23;03;VARI_MENS;3.5;M
2017-03;23;04;VARI_MENS;-2.1;M
2017-03;23;05;VARI_MENS;0.2;M
2017-03;23;06;VARI_MENS;0.0;M
2017-03;23;07;VARI_MENS;-0.6;M
2017-03;23;08;VARI_MENS;0.1;M
2017-03;23;09;VARI_MENS;-0.3;M
2017-03;23;10;VARI_MENS;0.0;M
2017-03;23;11;VARI_MENS;0.5;M
2017-03;23;12;VARI_MENS;0.0;M
2017-03;29;00;VARI_MENS;0.1;M
2017-03;29;01;VARI_MENS;-0.1;M
2017-03;29;02;VARI_MENS;-0.1;M
2017-03;29;03;VARI_MENS;5.2;M
2017-03;29;04;VARI_MENS;-1.7;M
2017-03;29;05;VARI_MENS;0.8;M
2017-03;29;06;VARI_MENS;0.2;M
2017-03;29;07;VARI_MENS;-0.5;M
2017-03;29;08;VARI_MENS;0.1;M
2017-03;29;09;VARI_MENS;-0.3;M
2017-03;29;10;VARI_MENS;0.3;M
2017-03;29;11;VARI_MENS;0.3;M
2017-03;29;12;VARI_MENS;0.0;M
2017-03;41;00;VARI_MENS;0.0;M
2017-03;41;01;VARI_MENS;-0.6;M
2017-03;41;02;VARI_MENS;0.1;M
2017-03;41;03;VARI_MENS;4.2;M
2017-03;41;04;VARI_MENS;-1.9;M
2017-03;41;05;VARI_MENS;0.6;M
2017-03;41;06;VARI_MENS;-0.7;M
2017-03;41;07;VARI_MENS;-0.3;M
2017-03;41;08;VARI_MENS;0.1;M
2017-03;41;09;VARI_MENS;-0.2;M
2017-03;41;10;VARI_MENS;0.0;M
2017-03;41;11;VARI_MENS;0.4;M
2017-03;41;12;VARI_MENS;0.4;M
2017-04;108;00;VARI_MENS;1.0;M
2017-04;108;01;VARI_MENS;-0.1;M
2017-04;108;02;VARI_MENS;-0.1;M
2017-04;108;03;VARI_MENS;10.2;M
2017-04;108;04;VARI_MENS;0.1;M
2017-04;108;05;VARI_MENS;0.2;M
2017-04;108;06;VARI_MENS;0.2;M
