TEMPORAL;TERRITORIO;IPC_RUBRICAS;INDICATOR;OBS_VALUE;FREQ
2018-12;C01;19;INDICE;100.964;M
2018-12;C01;20;INDICE;97.32;M
2018-12;C01;21;INDICE;100.531;M
2018-12;C01;22;INDICE;103.099;M
2018-12;C01;23;INDICE;102.983;M
2018-12;C01;24;INDICE;102.899;M
2018-12;C01;25;INDICE;113.739;M
2018-12;C01;26;INDICE;113.564;M
2018-12;C01;27;INDICE;105.104;M
2018-12;C01;28;INDICE;114.781;M
2018-12;C01;29;INDICE;105.806;M
2018-12;C01;30;INDICE;108.463;M
2018-12;C01;31;INDICE;103.35;M
2018-12;C01;32;INDICE;101.461;M
2018-12;C01;33;INDICE;101.739;M
2018-12;C01;34;INDICE;114.712;M
2018-12;C01;35;INDICE;102.051;M
2018-12;C01;36;INDICE;100.573;M
2018-12;C01;37;INDICE;97.265;M
2018-12;C01;38;INDICE;97.148;M
2018-12;C01;39;INDICE;100.12;M
2018-12;C01;40;INDICE;100.0;M
2018-12;C01;41;INDICE;102.835;M
2018-12;C01;42;INDICE;103.156;M
2018-12;C01;43;INDICE;99.194;M
2018-12;C01;44;INDICE;106.008;M
2018-12;C01;45;INDICE;101.276;M
2018-12;C01;46;INDICE;98.91;M
2018-12;C01;47;INDICE;103.404;M
2018-12;C01;48;INDICE;92.623;M
2018-12;C01;49;INDICE;104.39;M
2018-12;C01;50;INDICE;102.424;M
2018-12;C01;51;INDICE;105.625;M
2018-12;C01;52;INDICE;105.165;M
2018-12;C01;53;INDICE;102.572;M
2018-12;C01;54;INDICE;102.376;M
2018-12;C01;55;INDICE;97.545;M
2018-12;C01;56;INDICE;104.153;M
2018-12;C01;57;INDICE;102.766;M
2017-01;108;01;INDICE;99.678;M
2017-01;108;02;INDICE;100.038;M
2017-01;108;03;INDICE;100.33;M
2017-01;108;04;INDICE;102.715;M
2017-01;108;05;INDICE;100.519;M
2017-01;108;06;INDICE;100.739;M
2017-01;108;07;INDICE;99.983;M
2017-01;108;08;INDICE;108.012;M
2017-01;108;09;INDICE;102.744;M
2017-01;108;10;INDICE;100.478;M
2017-01;108;11;INDICE;99.308;M
2017-01;108;12;INDICE;99.722;M
2017-01;108;13;INDICE;98.685;M
2017-01;108;14;INDICE;95.368;M
2017-01;108;15;INDICE;100.668;M
2017-01;108;16;INDICE;113.531;M
2017-01;108;17;INDICE;100.766;M
2017-01;108;18;INDICE;102.011;M
2017-01;108;19;INDICE;99.426;M
2017-01;108;20;INDICE;99.005;M
2017-01;108;21;INDICE;100.033;M
2017-01;108;22;INDICE;99.876;M
2017-01;108;23;INDICE;99.851;M
2017-01;108;24;INDICE;101.888;M
2017-01;108;25;INDICE;92.724;M
2017-01;108;26;INDICE;91.823;M
2017-01;108;27;INDICE;90.441;M
2017-01;108;28;INDICE;94.167;M
2017-01;108;29;INDICE;95.543;M
2017-01;108;30;INDICE;94.796;M
2017-01;108;31;INDICE;88.636;M
2017-01;108;32;INDICE;100.161;M
2017-01;108;33;INDICE;100.047;M
2017-01;108;34;INDICE;114.994;M
2017-01;108;35;INDICE;100.234;M
2017-01;108;36;INDICE;99.582;M
2017-01;108;37;INDICE;97.487;M
2017-01;108;38;INDICE;98.675;M
2017-01;108;39;INDICE;99.448;M
2017-01;108;40;INDICE;99.843;M
2017-01;108;41;INDICE;100.373;M
2017-01;108;42;INDICE;100.632;M
2017-01;108;43;INDICE;100.469;M
2017-01;108;44;INDICE;104.743;M
2017-01;108;45;INDICE;100.19;M
2017-01;108;46;INDICE;98.353;M
2017-01;108;47;INDICE;100.374;M
2017-01;108;48;INDICE;97.849;M
2017-01;108;49;INDICE;101.276;M
2017-01;108;50;INDICE;100.121;M
2017-01;108;51;INDICE;100.976;M
2017-01;108;52;INDICE;100.907;M
2017-01;108;53;INDICE;100.578;M
2017-01;108;54;INDICE;100.523;M
2017-01;108;55;INDICE;99.434;M
2017-01;108;56;INDICE;100.102;M
2017-01;108;57;INDICE;100.941;M
2017-01;C01;01;INDICE;99.811;M
2017-01;C01;02;INDICE;99.801;M
2017-01;C01;03;INDICE;100.243;M
2017-01;C01;04;INDICE;102.62;M
2017-01;C01;05;INDICE;100.496;M
2017-01;C01;06;INDICE;101.638;M
2017-01;C01;07;INDICE;99.934;M
2017-01;C01;08;INDICE;107.102;M
2017-01;C01;09;INDICE;103.13;M
2017-01;C01;10;INDICE;99.52;M
2017-01;C01;11;INDICE;99.936;M
2017-01;C01;12;INDICE;99.96;M
2017-01;C01;13;INDICE;98.502;M
2017-01;C01;14;INDICE;95.043;M
2017-01;C01;15;INDICE;100.017;M
2017-01;C01;16;INDICE;115.745;M
2017-01;C01;17;INDICE;101.213;M
2017-01;C01;18;INDICE;101.12;M
2017-01;C01;19;INDICE;99.36;M
2017-01;C01;20;INDICE;98.941;M
2017-01;C01;21;INDICE;99.757;M
2017-01;C01;22;INDICE;99.629;M
2017-01;C01;23;INDICE;100.167;M
2017-01;C01;24;INDICE;101.907;M
2017-01;C01;25;INDICE;90.863;M
2017-01;C01;26;INDICE;90.655;M
2017-01;C01;27;INDICE;89.781;M
2017-01;C01;28;INDICE;91.769;M
2017-01;C01;29;INDICE;96.827;M
2017-01;C01;30;INDICE;94.701;M
2017-01;C01;31;INDICE;85.137;M
2017-01;C01;32;INDICE;100.506;M
2017-01;C01;33;INDICE;100.097;M
2017-01;C01;34;INDICE;115.719;M
2017-01;C01;35;INDICE;100.237;M
2017-01;C01;36;INDICE;99.716;M
2017-01;C01;37;INDICE;95.461;M
2017-01;C01;38;INDICE;98.664;M
2017-01;C01;39;INDICE;99.61;M
2017-01;C01;40;INDICE;99.711;M
2017-01;C01;41;INDICE;100.397;M
2017-01;C01;42;INDICE;100.591;M
2017-01;C01;43;INDICE;100.523;M
2017-01;C01;44;INDICE;104.781;M
2017-01;C01;45;INDICE;100.068;M
2017-01;C01;46;INDICE;98.504;M
2017-01;C01;47;INDICE;100.381;M
2017-01;C01;48;INDICE;97.109;M
2017-01;C01;49;INDICE;101.158;M
2017-01;C01;50;INDICE;101.408;M
2017-01;C01;51;INDICE;101.047;M
2017-01;C01;52;INDICE;101.362;M
2017-01;C01;53;INDICE;100.875;M
2017-01;C01;54;INDICE;100.084;M
2017-01;C01;55;INDICE;99.5;M
2017-01;C01;56;INDICE;99.958;M
2017-01;C01;57;INDICE;100.671;M
2017-02;108;01;INDICE;98.882;M
2017-02;108;02;INDICE;99.977;M
2017-02;108;03;INDICE;100.129;M
2017-02;108;04;INDICE;97.445;M
2017-02;108;05;INDICE;99.989;M
2017-02;108;06;INDICE;100.589;M
2017-02;108;07;INDICE;99.409;M
2017-02;108;08;INDICE;102.536;M
2017-02;108;09;INDICE;102.441;M
2017-02;108;10;INDICE;99.682;M
2017-02;108;11;INDICE;98.782;M
2017-02;108;12;INDICE;98.941;M
2017-02;108;13;INDICE;99.636;M
2017-02;108;14;INDICE;100.356;M
2017-02;108;15;INDICE;100.496;M
2017-02;108;16;INDICE;120.936;M
2017-02;108;17;INDICE;101.284;M
2017-02;108;18;INDICE;102.864;M
2017-02;108;19;INDICE;100.025;M
2017-02;108;20;INDICE;99.394;M
2017-02;108;21;INDICE;99.592;M
2017-02;108;22;INDICE;99.694;M
2017-02;108;23;INDICE;100.451;M
2017-02;108;24;INDICE;102.074;M
2017-02;108;25;INDICE;91.276;M
2017-02;108;26;INDICE;90.509;M
2017-02;108;27;INDICE;88.706;M
2017-02;108;28;INDICE;92.684;M
2017-02;108;29;INDICE;93.34;M
2017-02;108;30;INDICE;93.52;M
2017-02;108;31;INDICE;86.889;M
2017-02;108;32;INDICE;100.241;M
2017-02;108;33;INDICE;100.083;M
2017-02;108;34;INDICE;108.092;M
2017-02;108;35;INDICE;100.29;M
2017-02;108;36;INDICE;99.587;M
2017-02;108;37;INDICE;96.987;M
2017-02;108;38;INDICE;98.707;M
2017-02;108;39;INDICE;99.201;M
2017-02;108;40;INDICE;99.084;M
2017-02;108;41;INDICE;101.316;M
2017-02;108;42;INDICE;100.806;M
2017-02;108;43;INDICE;100.421;M
2017-02;108;44;INDICE;104.872;M
2017-02;108;45;INDICE;100.294;M
2017-02;108;46;INDICE;98.77;M
2017-02;108;47;INDICE;100.825;M
2017-02;108;48;INDICE;98.096;M
2017-02;108;49;INDICE;100.748;M
2017-02;108;50;INDICE;100.49;M
2017-02;108;51;INDICE;100.924;M
2017-02;108;52;INDICE;100.969;M
2017-02;108;53;INDICE;100.584;M
2017-02;108;54;INDICE;100.479;M
2017-02;108;55;INDICE;98.651;M
2017-02;108;56;INDICE;100.592;M
2017-02;108;57;INDICE;100.938;M
2017-02;C01;01;INDICE;99.317;M
2017-02;C01;02;INDICE;99.652;M
2017-02;C01;03;INDICE;101.049;M
2017-02;C01;04;INDICE;97.164;M
2017-02;C01;05;INDICE;100.235;M
2017-02;C01;06;INDICE;101.267;M
2017-02;C01;07;INDICE;99.365;M
2017-02;C01;08;INDICE;102.862;M
2017-02;C01;09;INDICE;102.442;M
2017-02;C01;10;INDICE;98.593;M
2017-02;C01;11;INDICE;99.453;M
2017-02;C01;12;INDICE;99.104;M
2017-02;C01;13;INDICE;99.205;M
2017-02;C01;14;INDICE;99.228;M
2017-02;C01;15;INDICE;100.03;M
2017-02;C01;16;INDICE;122.639;M
2017-02;C01;17;INDICE;101.927;M
2017-02;C01;18;INDICE;101.96;M
2017-02;C01;19;INDICE;100.286;M
2017-02;C01;20;INDICE;98.464;M
2017-02;C01;21;INDICE;99.365;M
2017-02;C01;22;INDICE;99.762;M
2017-02;C01;23;INDICE;100.406;M
2017-02;C01;24;INDICE;101.916;M
2017-02;C01;25;INDICE;90.112;M
2017-02;C01;26;INDICE;89.904;M
2017-02;C01;27;INDICE;88.487;M
2017-02;C01;28;INDICE;90.605;M
2017-02;C01;29;INDICE;94.528;M
2017-02;C01;30;INDICE;93.827;M
2017-02;C01;31;INDICE;83.819;M
2017-02;C01;32;INDICE;100.506;M
2017-02;C01;33;INDICE;100.095;M
2017-02;C01;34;INDICE;107.675;M
2017-02;C01;35;INDICE;100.247;M
2017-02;C01;36;INDICE;99.559;M
2017-02;C01;37;INDICE;95.911;M
2017-02;C01;38;INDICE;98.6;M
2017-02;C01;39;INDICE;99.304;M
2017-02;C01;40;INDICE;99.202;M
2017-02;C01;41;INDICE;101.239;M
2017-02;C01;42;INDICE;100.609;M
2017-02;C01;43;INDICE;100.604;M
2017-02;C01;44;INDICE;105.013;M
2017-02;C01;45;INDICE;100.063;M
2017-02;C01;46;INDICE;98.87;M
2017-02;C01;47;INDICE;100.834;M
2017-02;C01;48;INDICE;97.555;M
2017-02;C01;49;INDICE;100.725;M
2017-02;C01;50;INDICE;100.969;M
2017-02;C01;51;INDICE;101.047;M
2017-02;C01;52;INDICE;101.362;M
2017-02;C01;53;INDICE;100.886;M
2017-02;C01;54;INDICE;100.122;M
2017-02;C01;55;INDICE;98.651;M
2017-02;C01;56;INDICE;100.573;M
2017-02;C01;57;INDICE;100.488;M
2017-03;108;01;INDICE;98.701;M
2017-03;108;02;INDICE;100.04;M
2017-03;108;03;INDICE;100.643;M
2017-03;108;04;INDICE;95.653;M
2017-03;108;05;INDICE;100.142;M
2017-03;108;06;INDICE;100.34;M
2017-03;108;07;INDICE;99.666;M
2017-03;108;08;INDICE;100.739;M
2017-03;108;09;INDICE;102.947;M
2017-03;108;10;INDICE;99.995;M
2017-03;108;11;INDICE;99.428;M
2017-03;108;12;INDICE;99.499;M
2017-03;108;13;INDICE;100.249;M
2017-03;108;14;INDICE;101.443;M
2017-03;108;15;INDICE;100.235;M
2017-03;108;16;INDICE;111.327;M
2017-03;108;17;INDICE;101.32;M
2017-03;108;18;INDICE;103.314;M
2017-03;108;19;INDICE;99.843;M
2017-03;108;20;INDICE;99.612;M
2017-03;108;21;INDICE;99.805;M
2017-03;108;22;INDICE;99.377;M
2017-03;108;23;INDICE;100.451;M
2017-03;108;24;INDICE;102.091;M
2017-03;108;25;INDICE;95.559;M
2017-03;108;26;INDICE;93.837;M
2017-03;108;27;INDICE;92.937;M
2017-03;108;28;INDICE;98.096;M
2017-03;108;29;INDICE;97.973;M
2017-03;108;30;INDICE;95.689;M
2017-03;108;31;INDICE;92.12;M
2017-03;108;32;INDICE;100.337;M
2017-03;108;33;INDICE;100.144;M
2017-03;108;34;INDICE;104.671;M
2017-03;108;35;INDICE;100.273;M
2017-03;108;36;INDICE;100.129;M
2017-03;108;37;INDICE;97.837;M
2017-03;108;38;INDICE;98.669;M
2017-03;108;39;INDICE;99.28;M
2017-03;108;40;INDICE;98.939;M
2017-03;108;41;INDICE;101.432;M
2017-03;108;42;INDICE;100.966;M
2017-03;108;43;INDICE;100.514;M
2017-03;108;44;INDICE;104.282;M
2017-03;108;45;INDICE;100.333;M
2017-03;108;46;INDICE;101.118;M
2017-03;108;47;INDICE;100.899;M
2017-03;108;48;INDICE;97.577;M
2017-03;108;49;INDICE;101.693;M
2017-03;108;50;INDICE;100.426;M
2017-03;108;51;INDICE;100.924;M
2017-03;108;52;INDICE;100.969;M
2017-03;108;53;INDICE;100.584;M
2017-03;108;54;INDICE;100.663;M
2017-03;108;55;INDICE;98.754;M
2017-03;108;56;INDICE;100.96;M
2017-03;108;57;INDICE;101.112;M
2017-03;C01;01;INDICE;99.324;M
2017-03;C01;02;INDICE;99.838;M
2017-03;C01;03;INDICE;101.092;M
2017-03;C01;04;INDICE;93.944;M
2017-03;C01;05;INDICE;99.925;M
2017-03;C01;06;INDICE;100.411;M
2017-03;C01;07;INDICE;99.672;M
2017-03;C01;08;INDICE;101.111;M
2017-03;C01;09;INDICE;102.321;M
2017-03;C01;10;INDICE;99.346;M
2017-03;C01;11;INDICE;100.359;M
2017-03;C01;12;INDICE;99.928;M
2017-03;C01;13;INDICE;99.373;M
2017-03;C01;14;INDICE;101.631;M
2017-03;C01;15;INDICE;99.744;M
2017-03;C01;16;INDICE;111.487;M
2017-03;C01;17;INDICE;102.283;M
2017-03;C01;18;INDICE;103.855;M
2017-03;C01;19;INDICE;100.043;M
2017-03;C01;20;INDICE;98.284;M
2017-03;C01;21;INDICE;99.602;M
2017-03;C01;22;INDICE;99.233;M
2017-03;C01;23;INDICE;100.181;M
2017-03;C01;24;INDICE;101.916;M
2017-03;C01;25;INDICE;95.797;M
2017-03;C01;26;INDICE;93.242;M
2017-03;C01;27;INDICE;95.02;M
2017-03;C01;28;INDICE;98.789;M
2017-03;C01;29;INDICE;99.665;M
2017-03;C01;30;INDICE;96.552;M
2017-03;C01;31;INDICE;88.923;M
2017-03;C01;32;INDICE;99.443;M
2017-03;C01;33;INDICE;99.959;M
2017-03;C01;34;INDICE;104.224;M
2017-03;C01;35;INDICE;100.354;M
2017-03;C01;36;INDICE;100.309;M
2017-03;C01;37;INDICE;96.694;M
2017-03;C01;38;INDICE;98.708;M
2017-03;C01;39;INDICE;99.563;M
2017-03;C01;40;INDICE;99.855;M
2017-03;C01;41;INDICE;101.214;M
2017-03;C01;42;INDICE;100.654;M
2017-03;C01;43;INDICE;100.314;M
2017-03;C01;44;INDICE;104.45;M
2017-03;C01;45;INDICE;100.063;M
2017-03;C01;46;INDICE;100.88;M
2017-03;C01;47;INDICE;100.906;M
2017-03;C01;48;INDICE;97.442;M
2017-03;C01;49;INDICE;101.854;M
2017-03;C01;50;INDICE;100.755;M
2017-03;C01;51;INDICE;101.047;M
2017-03;C01;52;INDICE;101.362;M
2017-03;C01;53;INDICE;100.886;M
2017-03;C01;54;INDICE;100.517;M
2017-03;C01;55;INDICE;98.97;M
2017-03;C01;56;INDICE;100.976;M
2017-03;C01;57;INDICE;100.656;M
2017-04;108;01;INDICE;99.101;M
2017-04;108;02;INDICE;100.042;M
2017-04;108;03;INDICE;100.184;M
2017-04;108;04;INDICE;95.55;M
2017-04;108;05;INDICE;100.845;M
2017-04;108;06;INDICE;100.244;M
2017-04;108;07;INDICE;99.745;M
2017-04;108;08;INDICE;101.364;M
2017-04;108;09;INDICE;103.059;M
2017-04;108;10;INDICE;99.816;M
2017-04;108;11;INDICE;99.672;M
2017-04;108;12;INDICE;99.191;M
2017-04;108;13;INDICE;101.169;M
2017-04;108;14;INDICE;97.9;M
2017-04;108;15;INDICE;100.041;M
2017-04;108;16;INDICE;113.037;M
2017-04;108;17;INDICE;101.49;M
2017-04;108;18;INDICE;104.063;M
2017-04;108;19;INDICE;99.625;M
2017-04;108;20;INDICE;99.737;M
2017-04;108;21;INDICE;99.74;M
2017-04;108;22;INDICE;99.816;M
2017-04;108;23;INDICE;100.194;M
2017-04;108;24;INDICE;102.089;M
2017-04;108;25;INDICE;100.97;M
2017-04;108;26;INDICE;106.461;M
2017-04;108;27;INDICE;109.595;M
2017-04;108;28;INDICE;101.474;M
2017-04;108;29;INDICE;104.536;M
2017-04;108;30;INDICE;102.182;M
2017-04;108;31;INDICE;99.155;M
2017-04;108;32;INDICE;100.91;M
2017-04;108;33;INDICE;100.202;M
2017-04;108;34;INDICE;104.733;M
2017-04;108;35;INDICE;100.537;M
2017-04;108;36;INDICE;100.514;M
2017-04;108;37;INDICE;99.291;M
2017-04;108;38;INDICE;98.493;M
2017-04;108;39;INDICE;99.404;M
2017-04;108;40;INDICE;99.005;M
2017-04;108;41;INDICE;101.502;M
2017-04;108;42;INDICE;101.136;M
2017-04;108;43;INDICE;100.644;M
2017-04;108;44;INDICE;104.753;M
2017-04;108;45;INDICE;100.326;M
2017-04;108;46;INDICE;102.388;M
2017-04;108;47;INDICE;101.367;M
2017-04;108;48;INDICE;97.581;M
2017-04;108;49;INDICE;101.237;M
2017-04;108;50;INDICE;100.684;M
2017-04;108;51;INDICE;100.924;M
2017-04;108;52;INDICE;100.969;M
2017-04;108;53;INDICE;100.584;M
2017-04;108;54;INDICE;100.768;M
2017-04;108;55;INDICE;98.533;M
2017-04;108;56;INDICE;102.813;M
2017-04;108;57;INDICE;101.332;M
2017-04;C01;01;INDICE;99.465;M
2017-04;C01;02;INDICE;99.711;M
2017-04;C01;03;INDICE;100.892;M
2017-04;C01;04;INDICE;94.706;M
2017-04;C01;05;INDICE;100.488;M
2017-04;C01;06;INDICE;100.548;M
2017-04;C01;07;INDICE;99.516;M
2017-04;C01;08;INDICE;101.487;M
2017-04;C01;09;INDICE;102.475;M
2017-04;C01;10;INDICE;98.522;M
2017-04;C01;11;INDICE;100.415;M
2017-04;C01;12;INDICE;99.38;M
2017-04;C01;13;INDICE;100.118;M
2017-04;C01;14;INDICE;98.503;M
2017-04;C01;15;INDICE;99.658;M
2017-04;C01;16;INDICE;115.848;M
2017-04;C01;17;INDICE;102.261;M
2017-04;C01;18;INDICE;104.835;M
2017-04;C01;19;INDICE;99.874;M
2017-04;C01;20;INDICE;98.307;M
2017-04;C01;21;INDICE;99.568;M
2017-04;C01;22;INDICE;100.287;M
2017-04;C01;23;INDICE;100.113;M
2017-04;C01;24;INDICE;101.916;M
2017-04;C01;25;INDICE;100.398;M
2017-04;C01;26;INDICE;107.392;M
2017-04;C01;27;INDICE;111.72;M
2017-04;C01;28;INDICE;102.969;M
2017-04;C01;29;INDICE;105.124;M
2017-04;C01;30;INDICE;101.485;M
2017-04;C01;31;INDICE;94.426;M
2017-04;C01;32;INDICE;99.631;M
2017-04;C01;33;INDICE;99.972;M
2017-04;C01;34;INDICE;104.716;M
2017-04;C01;35;INDICE;100.407;M
2017-04;C01;36;INDICE;100.43;M
2017-04;C01;37;INDICE;97.957;M
2017-04;C01;38;INDICE;98.495;M
2017-04;C01;39;INDICE;99.663;M
2017-04;C01;40;INDICE;99.74;M
2017-04;C01;41;INDICE;101.25;M
2017-04;C01;42;INDICE;100.611;M
2017-04;C01;43;INDICE;100.354;M
2017-04;C01;44;INDICE;104.933;M
2017-04;C01;45;INDICE;100.063;M
2017-04;C01;46;INDICE;102.103;M
2017-04;C01;47;INDICE;101.381;M
2017-04;C01;48;INDICE;97.151;M
2017-04;C01;49;INDICE;101.343;M
2017-04;C01;50;INDICE;100.743;M
2017-04;C01;51;INDICE;101.047;M
2017-04;C01;52;INDICE;101.362;M
2017-04;C01;53;INDICE;100.886;M
2017-04;C01;54;INDICE;100.354;M
2017-04;C01;55;INDICE;98.682;M
2017-04;C01;56;INDICE;102.574;M
2017-04;C01;57;INDICE;100.87;M
2017-05;108;01;INDICE;98.899;M
2017-05;108;02;INDICE;99.976;M
2017-05;108;03;INDICE;100.297;M
2017-05;108;04;INDICE;97.969;M
2017-05;108;05;INDICE;101.571;M
2017-05;108;06;INDICE;101.04;M
2017-05;108;07;INDICE;100.087;M
2017-05;108;08;INDICE;99.209;M
2017-05;108;09;INDICE;104.046;M
2017-05;108;10;INDICE;99.857;M
2017-05;108;11;INDICE;99.843;M
2017-05;108;12;INDICE;99.369;M
2017-05;108;13;INDICE;103.533;M
2017-05;108;14;INDICE;103.751;M
2017-05;108;15;INDICE;100.498;M
2017-05;108;16;INDICE;105.186;M
2017-05;108;17;INDICE;101.42;M
2017-05;108;18;INDICE;104.287;M
2017-05;108;19;INDICE;100.002;M
2017-05;108;20;INDICE;99.713;M
2017-05;108;21;INDICE;99.799;M
2017-05;108;22;INDICE;100.576;M
2017-05;108;23;INDICE;100.502;M
2017-05;108;24;INDICE;102.109;M
2017-05;108;25;INDICE;102.069;M
2017-05;108;26;INDICE;109.97;M
2017-05;108;27;INDICE;112.643;M
2017-05;108;28;INDICE;101.999;M
2017-05;108;29;INDICE;106.398;M
2017-05;108;30;INDICE;105.581;M
2017-05;108;31;INDICE;101.096;M
2017-05;108;32;INDICE;101.213;M
2017-05;108;33;INDICE;100.262;M
2017-05;108;34;INDICE;105.168;M
2017-05;108;35;INDICE;100.685;M
2017-05;108;36;INDICE;101.166;M
2017-05;108;37;INDICE;100.743;M
2017-05;108;38;INDICE;98.376;M
2017-05;108;39;INDICE;99.844;M
2017-05;108;40;INDICE;98.874;M
2017-05;108;41;INDICE;101.531;M
2017-05;108;42;INDICE;101.21;M
2017-05;108;43;INDICE;100.909;M
2017-05;108;44;INDICE;103.634;M
2017-05;108;45;INDICE;100.328;M
2017-05;108;46;INDICE;100.139;M
2017-05;108;47;INDICE;101.916;M
2017-05;108;48;INDICE;97.207;M
2017-05;108;49;INDICE;101.402;M
2017-05;108;50;INDICE;100.875;M
2017-05;108;51;INDICE;100.924;M
2017-05;108;52;INDICE;100.969;M
2017-05;108;53;INDICE;100.584;M
2017-05;108;54;INDICE;100.689;M
2017-05;108;55;INDICE;98.395;M
2017-05;108;56;INDICE;101.378;M
2017-05;108;57;INDICE;101.424;M
2017-05;C01;01;INDICE;99.501;M
2017-05;C01;02;INDICE;99.275;M
2017-05;C01;03;INDICE;100.902;M
2017-05;C01;04;INDICE;96.056;M
2017-05;C01;05;INDICE;101.077;M
2017-05;C01;06;INDICE;101.601;M
2017-05;C01;07;INDICE;99.668;M
2017-05;C01;08;INDICE;100.554;M
2017-05;C01;09;INDICE;104.095;M
2017-05;C01;10;INDICE;99.2;M
2017-05;C01;11;INDICE;100.716;M
2017-05;C01;12;INDICE;99.99;M
2017-05;C01;13;INDICE;103.024;M
2017-05;C01;14;INDICE;106.193;M
2017-05;C01;15;INDICE;99.868;M
2017-05;C01;16;INDICE;102.044;M
2017-05;C01;17;INDICE;102.397;M
2017-05;C01;18;INDICE;103.335;M
2017-05;C01;19;INDICE;99.845;M
2017-05;C01;20;INDICE;98.412;M
2017-05;C01;21;INDICE;99.572;M
2017-05;C01;22;INDICE;99.703;M
2017-05;C01;23;INDICE;100.276;M
2017-05;C01;24;INDICE;101.923;M
2017-05;C01;25;INDICE;101.12;M
2017-05;C01;26;INDICE;111.28;M
2017-05;C01;27;INDICE;114.007;M
2017-05;C01;28;INDICE;103.206;M
2017-05;C01;29;INDICE;106.361;M
2017-05;C01;30;INDICE;104.183;M
2017-05;C01;31;INDICE;96.367;M
2017-05;C01;32;INDICE;99.935;M
2017-05;C01;33;INDICE;99.937;M
2017-05;C01;34;INDICE;105.547;M
2017-05;C01;35;INDICE;100.462;M
2017-05;C01;36;INDICE;101.291;M
2017-05;C01;37;INDICE;99.655;M
2017-05;C01;38;INDICE;98.466;M
2017-05;C01;39;INDICE;100.213;M
2017-05;C01;40;INDICE;99.535;M
2017-05;C01;41;INDICE;101.25;M
2017-05;C01;42;INDICE;100.632;M
2017-05;C01;43;INDICE;100.457;M
2017-05;C01;44;INDICE;103.707;M
2017-05;C01;45;INDICE;100.067;M
2017-05;C01;46;INDICE;100.13;M
2017-05;C01;47;INDICE;101.935;M
2017-05;C01;48;INDICE;96.903;M
2017-05;C01;49;INDICE;101.514;M
2017-05;C01;50;INDICE;101.189;M
2017-05;C01;51;INDICE;101.047;M
2017-05;C01;52;INDICE;101.362;M
2017-05;C01;53;INDICE;100.886;M
2017-05;C01;54;INDICE;100.043;M
2017-05;C01;55;INDICE;98.355;M
2017-05;C01;56;INDICE;101.76;M
2017-05;C01;57;INDICE;100.999;M
2017-06;108;01;INDICE;99.135;M
2017-06;108;02;INDICE;100.13;M
2017-06;108;03;INDICE;100.169;M
2017-06;108;04;INDICE;98.963;M
2017-06;108;05;INDICE;102.236;M
2017-06;108;06;INDICE;102.058;M
2017-06;108;07;INDICE;100.215;M
2017-06;108;08;INDICE;99.989;M
2017-06;108;09;INDICE;104.538;M
2017-06;108;10;INDICE;99.558;M
2017-06;108;11;INDICE;99.752;M
2017-06;108;12;INDICE;99.634;M
2017-06;108;13;INDICE;104.675;M
2017-06;108;14;INDICE;104.321;M
2017-06;108;15;INDICE;100.026;M
2017-06;108;16;INDICE;98.624;M
2017-06;108;17;INDICE;102.02;M
2017-06;108;18;INDICE;100.087;M
2017-06;108;19;INDICE;100.507;M
2017-06;108;20;INDICE;99.446;M
2017-06;108;21;INDICE;99.883;M
2017-06;108;22;INDICE;101.063;M
2017-06;108;23;INDICE;100.558;M
2017-06;108;24;INDICE;102.118;M
2017-06;108;25;INDICE;101.11;M
2017-06;108;26;INDICE;107.881;M
2017-06;108;27;INDICE;111.403;M
2017-06;108;28;INDICE;101.37;M
2017-06;108;29;INDICE;105.888;M
2017-06;108;30;INDICE;105.076;M
2017-06;108;31;INDICE;100.53;M
2017-06;108;32;INDICE;101.688;M
2017-06;108;33;INDICE;100.348;M
2017-06;108;34;INDICE;105.714;M
2017-06;108;35;INDICE;100.727;M
2017-06;108;36;INDICE;101.134;M
2017-06;108;37;INDICE;100.681;M
2017-06;108;38;INDICE;98.279;M
2017-06;108;39;INDICE;99.774;M
2017-06;108;40;INDICE;98.881;M
2017-06;108;41;INDICE;101.671;M
2017-06;108;42;INDICE;101.252;M
2017-06;108;43;INDICE;100.87;M
2017-06;108;44;INDICE;102.733;M
2017-06;108;45;INDICE;100.316;M
2017-06;108;46;INDICE;103.698;M
2017-06;108;47;INDICE;101.916;M
2017-06;108;48;INDICE;97.012;M
2017-06;108;49;INDICE;101.606;M
2017-06;108;50;INDICE;100.904;M
2017-06;108;51;INDICE;100.915;M
2017-06;108;52;INDICE;100.969;M
2017-06;108;53;INDICE;100.584;M
2017-06;108;54;INDICE;100.718;M
2017-06;108;55;INDICE;98.559;M
2017-06;108;56;INDICE;102.676;M
2017-06;108;57;INDICE;101.539;M
2017-06;C01;01;INDICE;99.907;M
2017-06;C01;02;INDICE;99.486;M
2017-06;C01;03;INDICE;101.153;M
2017-06;C01;04;INDICE;98.301;M
2017-06;C01;05;INDICE;101.659;M
2017-06;C01;06;INDICE;103.531;M
2017-06;C01;07;INDICE;100.048;M
2017-06;C01;08;INDICE;102.235;M
2017-06;C01;09;INDICE;104.397;M
2017-06;C01;10;INDICE;99.175;M
2017-06;C01;11;INDICE;100.262;M
2017-06;C01;12;INDICE;99.917;M
2017-06;C01;13;INDICE;103.96;M
2017-06;C01;14;INDICE;105.75;M
